G c dx1dt d2x1dt2 dx2dt d1 Fg W m2 m1 p d2 Fc
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 7.60736133e+00 3.84345820e+01 1.32814946e+00 4.77039680e+00 1.03890331e+00 5.29917859e-01 4.51880986e+00
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 4.07186781e+00 3.91641576e+01 1.47469557e+00 7.98278559e+00 1.24474777e+00 2.02145813e-01 8.75965764e+00
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 5.30675533e+00 2.43650005e+01 8.50747697e+00 4.04859660e+00 2.74316188e+00 3.96439588e-01 2.94990273e+01
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 9.35973595e+00 8.01026275e+01 2.06175235e+00 6.07363391e+00 1.53924210e+00 3.58408931e-01 1.81725646e+01
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 3.98774354e+00 1.07544078e+01 1.40636228e+00 2.84481310e+00 9.41113334e-01 1.12382276e-01 1.13340881e+01
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 5.18803241e+00 3.65867541e+01 4.94109898e+00 7.67795852e+00 3.00636977e+00 5.07208971e-01 1.07705759e+01
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 1.12314173e+00 1.09989973e+01 8.59594125e+00 1.47051193e+00 1.25569890e+00 1.46592124e+00 9.32362414e+00
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 1.73438848e+00 3.32488846e+00 3.36167539e+00 8.67288380e+00 2.42264129e+00 1.10460091e-01 2.74871626e+00
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 3.32732432e+00 3.57647264e+00 4.79541356e+00 2.78376748e+00 1.76131382e+00 5.53467599e-01 1.34994779e+00
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 1.25067017e+00 6.13109174e+00 1.35930279e+00 8.86958229e+00 1.17866687e+00 3.30515078e-01 6.62804035e-01
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 6.68237793e+00 1.22530043e+01 5.04170663e+00 4.17276317e+00 2.28313166e+00 7.82057352e-01 2.71409651e+00
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 4.83758521e+00 3.74209428e+01 6.19851773e+00 7.50415217e+00 3.39456621e+00 5.20118784e-01 1.38582738e+01
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 5.93330682e+00 5.47699873e+01 6.13816348e+00 3.87302768e+00 2.37467018e+00 1.47805313e+00 1.23309903e+01
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 2.57182467e+00 1.26178573e+01 3.99184023e+00 9.15320504e+00 2.77961250e+00 2.67143164e-01 4.86929293e+00
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 3.66338826e+00 1.21932390e+01 3.83979863e+00 2.13973413e+00 1.37404518e+00 2.33129953e-01 2.18209037e+01
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 6.97442027e+00 3.42418221e+01 1.95961257e+00 2.60667810e+00 1.11864959e+00 6.49567218e-01 8.59652288e+00
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 9.68772451e+00 7.27647929e+01 4.30118489e+00 5.43727113e+00 2.40148011e+00 7.06814854e-01 1.84434135e+01
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 1.45375096e+00 1.57221343e+00 1.89545202e+00 1.73744595e+00 9.06506449e-01 7.23416968e-02 5.53091168e+00
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 9.01345889e+00 5.68306326e+01 7.89936350e+00 2.76382166e+00 2.04745877e+00 1.52682981e+00 2.01554439e+01
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.51962516e+00 6.19193081e+00 4.03690679e+01 9.69646868e+00 9.49389744e+00 4.79705695e+00 1.94599801e+00 3.71581027e+00
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 6.73919422e+00 6.07527610e+00 4.09424656e+01 9.73067011e+00 9.78840695e+00 4.87972657e+00 9.31222443e-01 9.41689710e+00
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 3.17819872e+00 5.50250682e+00 1.74880601e+01 8.78563989e+00 4.38633396e+00 2.92566255e+00 8.64891774e-01 7.36959798e+00
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 7.42647451e+00 1.62454677e+00 1.20646552e+01 6.40712934e+00 9.30957419e+00 3.79517536e+00 3.23199943e-01 6.14317984e+00
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 1.82252338e+00 1.80889167e+00 3.29674735e+00 7.30779128e+00 5.90342208e+00 3.26548177e+00 1.21856621e-01 7.81276849e+00
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 2.79343303e+00 6.40820805e+00 1.79009000e+01 3.56685222e+00 3.42768219e+00 1.74794134e+00 2.12592865e-01 2.02382802e+01
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 8.89723042e+00 4.06862714e+00 3.61995132e+01 6.67693378e+00 7.32158849e+00 3.49220872e+00 4.79891385e-01 1.62701487e+01
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 7.64850836e+00 9.25541260e+00 7.07901006e+01 5.10084594e+00 6.93011626e+00 2.93820684e+00 3.93874538e-01 3.13685952e+01
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 6.53768223e+00 1.12370999e+00 4.65931484e+00 5.23571861e+00 5.33815606e+00 9.90212787e+00 3.46838052e+00 1.46912441e-01 4.17513753e+00
