G	c	dx1dt	d2x1dt2	dx2dt	d1	Fg	W	m2	m1	p	d2	Fc
1.000000000000000000e+00	1.000000000000000000e+00	1.191314833827371578e+00	2.988997339019431099e+00	1.308132051329933043e+00	5.937974549772476962e+00	1.305578239670098117e+00	7.776810422824657287e+00	2.491089169711135920e+00	8.227414006114381451e+00	1.908184747750151233e+00	1.163509795062505958e+00	4.055476715171730251e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.729259264772268878e+00	9.888782104691522079e+00	1.561651507606492073e+00	3.589841541540777392e+00	4.529601317244285497e+00	1.621909157693269776e+01	7.361598663355887417e+00	8.367651031552265195e+00	3.915531356417577769e+00	1.730901432604559365e-01	1.970021372475329358e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.491013608065799190e+00	9.496643095719592864e+00	9.149736399544996956e+00	3.766458962549396716e+00	7.275429733387385411e+00	2.739221498620239004e+01	5.821400120611479601e+00	9.814617166540870130e+00	3.656489099330773485e+00	1.658540198452402858e-01	2.351011904831396038e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.910456616251539952e+00	1.350377256712585794e+00	2.241891856060299837e+00	4.174213477519445270e+00	2.740090420146628958e+00	1.144869041160649381e+01	6.712697674932304182e+00	5.516937304888224425e+00	3.030571838621657133e+00	7.873442141051317789e-01	3.599588474052717757e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.643417729750074052e+00	7.353397220238094611e+00	5.798748111687483053e+00	6.586857655268589795e+00	6.777948319587530079e+00	4.469365762804075359e+01	2.761699566335328981e+00	5.094613653176133461e+00	1.795235014125054374e+00	8.800376250968233727e-01	5.991465026150224027e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.646585841136603001e+00	9.329794147097604906e+00	4.703265423592249306e+00	3.998639733225114234e+00	3.345165669712116596e+00	1.335997781171464815e+01	2.907887041272608108e+00	7.778248962526427057e+00	2.117768189450296212e+00	4.109777839939923738e-01	2.743290526457603296e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.745300127336214313e+00	2.633747824535162874e+00	4.126575699271543662e+00	7.596890224593946250e+00	8.966464776338881393e+00	6.814436592971833306e+01	1.370018363148451934e+00	2.193705109658560470e+00	8.485472589502016660e-01	7.831870609564989261e-01	1.224588633569536889e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.723947151008893286e+00	6.118490776344041926e+00	9.096069066875619669e+00	4.648234221204042171e+00	9.057957824464409669e+00	4.207458190765674999e+01	3.889991910583282753e+00	5.928158603133646842e+00	2.353882917026289157e+00	3.225804423777732799e-01	1.998375286968168041e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.886636930738381679e+00	9.235580163641998297e+00	1.193489625094213302e+00	1.622033921158680725e+00	3.680052119430257562e+00	5.889354644570740760e+00	6.043030919978058080e+00	5.912403383853730432e+00	2.989233565897578160e+00	1.667463682042551465e-01	8.131184760052422078e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.634597906222856167e+00	1.310077257615969604e+00	6.968167337083897905e+00	8.057681712495694981e+00	3.067396041756753178e+00	2.468941262134899972e+01	8.729068010739124972e+00	1.796916795067247330e+00	1.497846010438329545e+00	1.841635048985443168e+00	1.252789759448143059e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.500962602909805099e+00	7.271492108222212813e+00	9.668167562277940164e+00	3.575281594704617039e+00	4.697387963086131712e+00	1.682581075268571169e+01	7.010889895556807083e+00	4.765682122284395916e+00	2.832240673517853580e+00	3.269267414323067111e-01	1.718387051591547987e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.253530493387425615e+00	3.680012648666501907e+00	6.029807267174340346e+00	4.904091794858275399e+00	3.170332190305779729e+00	1.545710169983640547e+01	4.919592868096694716e+00	8.681327669394532265e+00	3.141347497881085360e+00	7.843335965839599577e-01	2.323409133753179034e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.622631541337138827e+00	9.316691754751460053e+00	9.427337872997981094e+00	7.170792631623955415e+00	7.044430750299156330e+00	5.049874707430397081e+01	9.581515006398303669e+00	8.699288965464099022e+00	4.558028764451850456e+00	1.033711416272949934e+00	1.149685812625161141e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.302411608476164773e+00	9.733831692950284165e+00	1.468604021385557123e+00	3.995603152512712253e+00	8.432939470498331147e+00	3.372628045702479938e+01	7.480722154201193241e+00	1.889149492615810111e+00	1.509610569455722251e+00	7.402996906736390992e-01	3.651316557831329845e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.113772272434384369e+00	9.499956335857499212e+00	4.772507415098722561e+00	1.507534386523945003e+00	7.059619286887226508e+00	1.061149286458475771e+01	9.367967907262835681e+00	1.811814602135723318e+00	1.514132822401484058e+00	2.479001714208541318e-01	4.635968319667929904e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.075621788065570072e+00	5.253048916511689370e+00	3.341199659982228010e+00	4.357916167881770164e+00	8.416028462823163636e+00	3.675741815439534577e+01	5.754385138143895517e+00	3.360317994177078216e+00	2.123177089792838590e+00	3.423593405154726210e-01	4.235610442085081928e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.803688428827614043e+00	8.748642910171319897e+00	7.581777968431921977e+00	9.496335309164278371e+00	4.577195268058329880e+00	4.344501668764608127e+01	3.331649343422714793e+00	8.871133797172756630e+00	2.419810889652598718e+00	9.268953086223205018e-01	3.970307551271230029e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.627040366967531959e+00	8.599957175006828436e+00	9.839123263924044238e+00	6.775559998685835694e+00	2.403754096752821479e+00	1.622585659921096024e+01	1.480452966960736694e+00	2.158673311424140984e+00	8.793321788699116626e-01	4.887340261066105973e-01	5.276335099674589912e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.329754322977696468e+00	3.872362896387803843e+00	3.314613406522834094e+00	7.043641394041995518e+00	7.649231206996105037e+00	5.381408093835764106e+01	7.535784599884196133e+00	7.476431045981630774e+00	3.754574069224345667e+00	5.590833402699009191e-01	2.234414513056680107e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.409008822833359487e+00	8.458184692161516693e+00	6.890169401421000650e+00	6.700967088517618464e+00	4.243585616468531718e+00	2.840954767442204343e+01	2.098838478157797116e+00	1.906366335956503733e+00	1.001211611178826066e+00	2.464759188229026066e+00	1.984782677518331484e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.478922446616445896e+00	1.324282059878606033e+00	2.782944191580707383e+00	2.791369233822048379e+00	7.045093803463547744e+00	1.966249543116625631e+01	3.726202441685577238e+00	6.606996143603793392e+00	2.379564391663316236e+00	1.559302090772740901e-01	1.680950062903315612e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.537255364263748536e+00	6.361878850298415600e+00	6.082556720387852778e+00	4.771386302135574908e+00	3.439859033606369465e+00	1.639795424152534054e+01	5.784096793166036754e+00	4.205517894982619076e+00	2.438679093906457762e+00	1.089215914468045554e+00	3.993054687365885425e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.582801717226041127e+00	3.072255898416893505e+00	5.179478093207097622e+00	7.756102953550346513e+00	1.727648532297935358e+00	1.341909844061360602e+01	6.087714821436261303e+00	8.098505086568650313e+00	3.478095309042709360e+00	2.098526838811274775e+00	8.625200357831565023e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.547157694226108049e+00	2.088338512600462771e+00	9.757322949711422666e+00	1.910668861417909259e+00	9.922050925749733352e+00	1.901668137916614754e+01	6.400050445417988954e+00	3.109516933182852050e+00	2.092280192606719602e+00	1.346830249347685804e-01	6.746076947576000293e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.685423397870591700e+00	1.692488558270120569e+00	6.478634440338962186e+00	3.493480562710518100e+00	2.407778587801400860e+00	8.401850963392581306e+00	2.503172473396394704e+00	6.755580345160275613e+00	1.824462100538970066e+00	9.690145573576267046e-02	7.733358282560581998e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.277776894087255144e+00	7.273034626496686528e+00	4.156143786919860972e+00	3.482853479774175032e+00	9.896182700860791215e+00	3.446417988414170708e+01	4.417141551272364630e+00	3.112488959235137465e+00	1.829361929548083410e+00	2.470055885189401668e-01	4.595436167545283013e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.740589597786282194e+00	4.061085451534687252e+00	2.018438384636462413e+00	4.891023098116018097e+00	9.798546945415395726e+00	4.784428875865388164e+01	6.561199848420269376e+00	7.425791513589882875e+00	3.479676711810763212e+00	6.138601647032045916e-01	1.504642315338580616e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.882505748019443814e+00	7.518742727783450874e+00	2.354848571974814231e+00	9.823359596094791257e+00	8.143129056659308418e+00	7.996199580541690466e+01	9.734595325336401928e+00	8.866396335775196036e+00	4.639634824911874844e+00	2.736188409361970830e+00	5.785956046294069566e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.157753160362977596e+00	1.586646593389666515e+00	3.032574494717975799e+00	1.612627400756846185e+00	6.932462142748576639e+00	1.117732891962319286e+01	7.551040081956018390e+00	2.138851327609219588e+00	1.664433296555498654e+00	1.745790458199654449e-01	5.006276346184329640e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.953519569945722623e+00	3.829808677076000922e+00	3.260159268444573044e+00	5.669290145670541570e+00	6.211203497855619204e+00	3.510080079174723977e+01	9.306223726493611181e+00	8.791227654736189834e+00	4.521183016879793293e+00	5.861731741839820709e-01	1.416607402851948727e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.098753152680472134e+00	5.854820035954187318e+00	8.662798767371896247e+00	2.612374175628978890e+00	8.786894074132018062e+00	2.300038506087660650e+01	7.862227136837232955e+00	6.342221171392908197e+00	3.505704556430791374e+00	6.882851184252830601e-01	7.617741078591347303e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.462268966813788040e+00	8.122695268950474556e+00	6.050919660991232796e+00	9.747718447458533220e+00	3.608953480019112980e+00	3.509040729283877624e+01	6.314404514087759601e+00	2.143952486635281929e+00	1.599558143155456635e+00	1.333558368043521014e+00	1.678551167366740060e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.309338561784235466e+00	3.872584905472758798e+00	5.705725542175871468e+00	2.019223204728349597e+00	5.206001083613444713e+00	1.051804985028848094e+01	2.728859500927958148e+00	4.841775191736279460e+00	1.747306967588992066e+00	5.547248229118337814e-01	1.880569117476982299e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.188078782533047217e+00	6.640821986238091057e+00	2.031740462546316905e+00	4.638704780874340905e+00	6.572680751362189433e+00	3.049561974294206834e+01	6.994047940589156909e+00	2.439848327379786408e+00	1.814805345698139005e+00	3.734887507997147194e-01	5.356106318786095954e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.323361101375915005e+00	8.972114732215437982e+00	8.732794293199308555e+00	7.638792963939045499e+00	4.698987037391040289e+00	3.590519569770716402e+01	6.611355253553199418e+00	7.302654728008167950e+00	3.469887408748431490e+00	1.091455452945282900e+00	6.344746597984916470e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.962558428472766181e+00	6.550257252807173636e+00	7.499097045577529208e+00	7.344831178386757031e+00	4.843001825365016444e+00	3.560240498347305760e+01	6.415952141000700770e+00	7.828545321456301664e+00	3.528664705492259301e+00	4.739242951943859472e-01	1.436271585521484973e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.802019636455869822e+00	3.095559888481819399e+00	1.614384756893786133e+00	4.809581427167804790e+00	3.975673438514151670e+00	1.908749991489034770e+01	5.401571949881986967e+00	1.949898848397348061e+00	1.429847026941566623e+00	9.287789783740575400e-01	1.149764415986417987e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.684655081108726193e+00	1.227793687008518209e+00	7.375335107966817461e+00	4.119846155310843194e+00	6.085661113218933771e+00	2.502948350827929858e+01	5.766714400211026437e+00	5.554804933990585170e+00	2.826486668742927311e+00	3.688330889730435658e-01	1.596483696081531711e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.920562952065222539e+00	8.830768277509868369e+00	5.893848343166403936e+00	4.565765709996178146e+00	8.657730889926559925e+00	3.969493046562405425e+01	4.015849921302370618e+00	8.325626639629641446e+00	2.705434226226064442e+00	2.504352817763924044e-01	1.796474592330954678e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.667424991955243296e+00	1.195359138281263167e+00	1.726024919664568946e+00	3.378585177423133690e+00	2.814318516347486643e+00	9.464163781239607331e+00	5.673791503031663019e+00	9.423102041720703426e+00	3.540192858317042557e+00	4.764233361816374579e-01	2.582687509950532423e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.732148674907046271e+00	8.880521329826198240e+00	5.122726790347127412e+00	2.854657392190005361e+00	9.404524259991887902e+00	2.683698192191581455e+01	2.779016824148016429e+00	5.624561970596889893e+00	1.860684976127856993e+00	9.631556672635721572e-02	3.301181967570363440e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.979938663424809064e+00	5.759358141976532508e+00	5.355502557484429715e+00	5.350212731781249786e+00	7.204604000297956112e+00	3.852969767076242391e+01	8.245209467958069638e+00	9.550609249912579202e+00	4.423742162404312950e+00	3.109338685220474630e-01	2.522670393443180714e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.456968671354509581e+00	9.452824221951022565e+00	2.498467266646732021e+00	3.419217293212855502e+00	8.421204434104920367e+00	2.871947462288221686e+01	2.675119034605820456e+00	5.812105568333977956e+00	1.829915797842842196e+00	1.132119317569696831e-01	2.801049843468333478e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.048043516829391564e+00	8.196219267970350941e+00	9.508060209785211825e+00	3.577831756629756832e+00	6.003642606217193922e+00	2.159099213379198190e+01	1.760987653783127715e+00	4.545143108212555738e+00	1.266328606662918688e+00	1.093741310641446474e-01	1.826599610347695801e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.381084730708218800e+00	9.980667072684283880e+00	8.643783219486161684e+00	6.906904476222067935e+00	8.013602347030845507e+00	5.534064938516286247e+01	4.931666078355450900e+00	8.628006733871242062e+00	3.135865971955322351e+00	3.932854450131446078e-01	1.890391915560674008e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.293982870030060184e+00	4.149058010508108296e+00	7.021365564040879192e+00	9.719062823293372233e+00	1.142747356734545194e+00	1.111835585547546046e+01	6.923378479932665641e+00	5.438297552563482462e+00	3.043007251117356038e+00	5.844998580515909925e-01	5.718255900844305017e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.794570339557462813e+00	7.916616482010439881e+00	5.157125340160794380e+00	6.434956368747395850e+00	8.362758006161667979e+00	5.377727931342083423e+01	4.937148063639368090e+00	5.248857005187789859e+00	2.544511183990192382e+00	1.736491058888841810e+00	5.330121108046469658e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.761818665452608013e+00	4.614764847120735425e+00	4.714082586839293931e+00	1.699390647303075097e+00	1.346296226352715397e+00	2.316372305397226938e+00	3.490906311536493334e+00	5.403789031710641844e+00	2.119880610465800341e+00	2.392688463784155006e-01	1.337968859916193187e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.401741940011952847e+00	5.319763764637060355e+00	6.854703830279710530e+00	1.679468301867084179e+00	9.011426596645671694e+00	1.510527671712380560e+01	6.020297521846585731e+00	8.625193883238191361e+00	3.546222160122439959e+00	4.908242397072206109e-01	3.814352358331904114e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.917379258777286211e+00	6.653980215146114041e+00	5.901160769134665252e+00	9.565005868139659029e+00	9.923059051346035275e+00	9.494900195252145636e+01	4.124824230664498437e+00	8.481423831698654325e+00	2.774644166574603332e+00	7.961098496170772032e-01	1.328798271633083594e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.494479413379664834e+00	8.859708883642765542e+00	1.548570311781038322e+00	3.675705749918954268e+00	3.637836140681641517e+00	1.339808991552406781e+01	9.392861141893401822e+00	4.640161537943898296e+00	3.106393773684272386e+00	5.471834702982771859e-01	1.057119997748145224e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.443187919344181225e+00	9.851144293826875398e+00	5.612353847661691653e+00	1.823260178439514156e+00	2.896969596417338977e+00	5.275913335619188516e+00	9.306376665007954685e+00	3.999433407873674629e+00	2.798387583517458310e+00	3.717051317598832338e-01	6.602038681033963741e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.451340829270510113e+00	7.915872300100646797e+00	8.254529777724263440e+00	6.379189834633293366e+00	7.882376575494637549e+00	5.042844479919006773e+01	5.528017611243245533e+00	5.420572114131068986e+00	2.732539500439838509e+00	3.815423895518179065e-01	3.164635855212149096e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.210864817109280622e+00	4.749925876733094299e+00	5.125268986686114303e+00	6.615172217277421218e+00	3.275392357307099545e+00	2.166400045912195793e+01	3.947009621458646311e+00	6.148740437522298485e+00	2.403261478822020791e+00	6.131333861059351520e-01	5.129074977927549739e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.538695429857156682e+00	4.790611353654028903e+00	1.474175694115231972e+00	6.837485021544120301e+00	8.798049085307715345e+00	6.006186086857920259e+01	7.633475369485123174e+00	3.146928461650924103e+00	2.227546967769082453e+00	1.372202053200314076e+00	2.124006385362433136e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.889801848180957755e+00	7.639603898253493064e+00	8.080188085192510528e+00	3.403271836415723950e+00	1.917907404963920870e+00	6.641494962414459913e+00	1.332947433516986191e+00	8.143467174859656765e+00	1.141387335942455783e+00	7.885556656027595257e-02	3.220958431965808444e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.277213374468684659e+00	3.147492525553906795e+00	2.812118230705452415e+00	1.127230968359117069e+00	2.125248787259747640e+00	2.409538089474784428e+00	5.270529857920759120e+00	5.377819114038696391e+00	2.655402042019807674e+00	2.481067389745998386e-01	1.874902072148144416e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.221889734920619475e+00	1.985680562016021611e+00	3.335120844100339266e+00	9.688547346414530637e+00	9.813830896784532243e+00	9.496937409396815610e+01	4.029457896361345881e+00	4.015183108934065714e+00	2.011569360263062656e+00	5.904208592865615168e-01	3.794218869290524765e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.677274713899094438e+00	4.200468080257952153e+00	2.486015473105795071e+00	3.256597884804035115e+00	7.070811277787047544e+00	2.299198896945745219e+01	9.287869988344951366e+00	1.957585206436521341e+00	1.621049753795844151e+00	1.609033495395187918e+00	8.539715666273160366e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.878064109188144926e+00	3.585726918876121161e+00	3.967392056448313387e+00	7.087251161939594368e+00	8.613409662681821288e+00	6.104319199530380047e+01	1.113970219528023886e+00	3.149932624727260766e+00	8.209243809294232141e-01	1.867954752718378741e-01	2.805267678233943585e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.946715551386672516e+00	3.674734802127999078e+00	7.805025338386317735e+00	7.369759624514654384e+00	3.921185064757184868e+00	2.886639398552187430e+01	5.972009309284979750e+00	9.551254191011519623e+00	3.673146840321130480e+00	3.572911534030565606e-01	1.204781010950307873e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.773616056865062074e+00	3.101023137840518196e+00	5.678989349050518776e+00	6.478474380687670120e+00	7.091518424225902173e+00	4.601327753303897339e+01	7.660799994952963488e+00	3.747368713672780238e+00	2.517353173652425724e+00	1.563154013562300548e+00	1.143640110767646156e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.056118835800650579e+00	1.373943066287094394e+00	2.846120070213593145e+00	3.812379348171439641e+00	6.336960310121185991e+00	2.423733639686268759e+01	5.363474464953084109e+00	2.510994035289650483e+00	1.712818436688457124e+00	2.473025039105878786e+00	1.816830633230996916e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.347489569307965596e+00	1.162362905383357514e+00	8.901407988023574802e+00	3.438732851199278961e+00	6.432700475188143585e+00	2.210186772872346239e+01	1.763318006080177414e+00	5.148804324812569000e+00	1.316744082985342290e+00	1.056278457078420885e-01	1.743243664226979561e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.358722123827519113e+00	9.888301052608152730e+00	8.911562624107432384e+00	6.386890060265886682e+00	7.147566966559060653e+00	4.555582110756044756e+01	9.755249448984365301e+00	3.757463210833602130e+00	2.713467163330995024e+00	6.242407249545972592e-01	4.256719821081438226e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.559690044898999872e+00	4.843406129577004116e+00	8.838562704616544252e+00	8.786002236102428142e+00	6.176534280225532747e+00	5.432586780702226292e+01	5.655720302784241760e+00	1.324085972830469249e+00	1.071754708143251689e+00	9.432738868975213409e-01	5.526201383942056822e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.937352985312449150e+00	4.467116458745345575e+00	3.144994298432267410e+00	9.531083102512100780e+00	4.868382785392086021e+00	4.628262809921086074e+01	6.540475548952832341e+00	3.903830741627118961e+00	2.440850120138229329e+00	7.507691503744413630e-01	2.373234196394760431e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.668472909252860070e+00	7.113363753833650271e+00	5.060590965232115934e+00	1.953887678999544519e+00	3.489494464307546728e+00	6.827805563454530713e+00	3.136597734037388285e+00	5.913131097104069589e+00	2.047459965179106334e+00	4.064062123058551634e-01	1.779298133610867305e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.232280042516749496e+00	2.954047301486388832e+00	9.872896431366928738e+00	2.392937822376516976e+00	7.917793657969259158e+00	1.895936791041380687e+01	5.351551762940728985e+00	5.973393551898557696e+00	2.820991084655418923e+00	2.664383473224161691e-01	1.409618629357450814e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.033389119595810701e+00	9.557039454615338769e+00	7.944463393627471781e+00	9.501554158144141837e+00	3.033992870477800974e+00	2.886886500349980267e+01	4.867104112668835469e+00	4.204696893231700372e+00	2.254901505860698485e+00	2.492055633485042332e+00	2.494060352825232307e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.770146837836119147e+00	8.074299641595398924e+00	1.235821291454176629e+00	7.626455404420627637e+00	7.225889817150408234e+00	5.517999743540995894e+01	1.665082789689029896e+00	5.025833680687235017e+00	1.256170346355288459e+00	2.175237256291004118e-01	2.053460113280048560e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.608185706885433497e+00	1.801317601018953551e+00	1.581029521182371500e+00	8.952618269512283788e+00	3.099790793521424614e+00	2.776130207764899893e+01	1.969286861319243576e+00	9.693760918753818956e+00	1.628852951772638225e+00	2.279265841886312371e-01	5.962227684053199361e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.978695945485914098e+00	4.748405853900467655e+00	5.180872561642608787e+00	2.817909406003522577e+00	6.631074977152961125e+00	1.872377214454003536e+01	8.534014656161199142e+00	4.400399240224561304e+00	2.905157042181555127e+00	4.673644184100792520e-01	1.619118601996869344e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.574509367356991207e+00	8.921749898635431109e+00	9.184388386575720986e+00	6.290142696644046794e+00	7.721938625526517441e+00	4.857923480839173180e+01	3.157718499449297944e+00	3.326447531742776853e+00	1.620301484648702273e+00	1.949270007754729139e+00	4.061412788769871440e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.797822290250587152e+00	9.495414618661301986e+00	5.847604564024138973e+00	7.308176630410248009e+00	2.956455326507305692e+00	2.173464707629786474e+01	2.744442455171238304e+00	3.198014869126980741e+00	1.476296369427393840e+00	8.924904097558394866e-01	4.615622986508624237e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.926089255943110423e+00	5.206938763564465944e+00	5.477501531408452529e+00	7.116881255515516536e+00	1.546400328487710363e+00	1.094330526018476135e+01	5.546870919881317086e+00	5.119212586038386803e+00	2.661934295038676623e+00	9.442086969861184231e-01	2.718916191122016990e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.565298051510062294e+00	6.525779548991685886e+00	1.951943288278558786e+00	4.687364074478352904e+00	2.179799825979350736e+00	1.015718062585402848e+01	7.912654576366879411e+00	7.833686476724583514e+00	3.942870305449400092e+00	3.106904816289922100e-01	7.769391422598634911e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.743268891092299988e+00	2.505651586979220191e+00	6.906332478896171523e+00	1.140822508951391923e+00	6.451904915143857444e+00	7.313581421845610109e+00	1.558076371846918162e+00	2.852006796370652797e+00	1.010859967952350447e+00	6.002846940474419052e-02	1.594690735360099509e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.987181138292628546e+00	9.920185773771438065e+00	8.400616228756286219e+00	6.249654346631466240e+00	8.649686557086456062e+00	5.400501108717342191e+01	6.188285292272436067e+00	7.388334501156527345e+00	3.369739821833327653e+00	3.155141931780532372e-01	3.387763317946824770e+01
