G	c	dx1dt	d2x1dt2	dx2dt	m2	d1	d2	m1	Fc	Fg	W
1.000000000000000000e+00	1.000000000000000000e+00	1.555334045909417817e+00	2.617571943543568480e+00	1.656352898060207579e+00	6.224351410429409093e+00	1.559733405870137313e+00	2.538938436287387912e+00	3.573887872937933530e+00	8.524769805994662164e+00	8.695546879693305087e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.327244847490439028e+00	9.912885195753197820e+00	1.457698896005978018e+00	3.966724956627352139e+00	4.495249708561997792e+00	7.328355505676974246e+00	1.708387324975978450e+00	9.012498141109114513e+00	7.844999500125977576e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.295891110047316275e+00	9.525151677548125306e+00	9.477087007477404512e+00	3.521919166899499132e+00	7.410317897446414115e+00	5.847589699076899628e+00	4.474006049750040681e+00	9.850482379812868672e+00	1.543363364689794182e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.960001903277911683e+00	1.085415304121849500e+00	2.362983420104185051e+00	4.054025191035004916e+00	2.601277258547491478e+00	6.631018218463211156e+00	1.628276905665668739e+00	5.607646620822462680e+00	9.931583984163894208e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.720998743356403793e+00	7.020074015774738108e+00	6.026992973584919255e+00	6.774448027228070046e+00	6.350143316485924672e+00	2.414390483888535055e+00	1.650982585441668959e+01	4.870550426019522483e+00	5.851702199075486988e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.949264061772774781e+00	9.193282224441460926e+00	4.468846752691008284e+00	3.970712747943098808e+00	3.338913866946518816e+00	3.328778732799193563e+00	4.403299115998398072e+00	7.644907340001205753e+00	1.326525256708835165e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.972845223363607570e+00	2.643239723644104533e+00	4.185254500263307698e+00	7.335983586446992888e+00	9.160074258692050719e+00	1.691490496127539656e+00	4.927204795581644703e+01	2.155233814045247609e+00	1.787826740604537292e+02	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.749039616649934459e+00	5.984234811326317960e+00	8.709753393656328058e+00	4.787095674819876301e+00	8.700515843815880501e+00	3.870082647489426986e+00	1.084784122377965154e+01	6.242565944433531300e+00	3.507002789289884959e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.969611161161159529e+00	8.947085490172344890e+00	1.668870825858804530e+00	1.796930096421543332e+00	3.548881403138460122e+00	5.903753231169171833e+00	9.020677451517447043e-01	6.138975882819854846e+00	4.114299899158531559e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.710656510892142101e+00	1.385977139551603621e+00	6.418077333808787976e+00	7.963330798246106568e+00	3.002642281913479927e+00	8.554239168229072376e+00	2.657564173648710337e+00	2.330020953607674361e+00	9.984909408043080248e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.108949178538838787e+00	7.426672413472954482e+00	9.572609113530470282e+00	3.588430114944910265e+00	5.478309194719832576e+00	6.293079027501287115e+00	2.480471294595786080e+00	4.356531675979889329e+00	8.701707636759467235e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.213127129983623487e+00	3.709880972404666188e+00	5.784285140534179526e+00	4.738841595751539515e+00	3.225618833034734845e+00	5.015622947967041334e+00	2.692746764176578989e+00	8.319521868622524963e+00	8.258536868266524777e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.696542531451764368e+00	9.162967734006612019e+00	9.617675189162653737e+00	6.872548381433608355e+00	6.532476589519306209e+00	9.792130829441466844e+00	4.624363432554904563e+00	9.005137010866231861e+00	1.999839959103688614e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.421347536537632905e+00	9.904983872275217038e+00	2.001488864278124336e+00	3.857565543570552258e+00	7.848258824725105498e+00	7.511034604344130727e+00	5.317391119249283093e+00	2.287213032545420077e+00	1.518106304075887181e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.854482832631550338e+00	9.445398969086925334e+00	4.949950517997478094e+00	1.529282088395813810e+00	7.256778633586471905e+00	9.347803967223294208e+00	1.176200668896900225e+00	1.825498423945520310e+00	2.911370645759102427e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.723227333215806567e+00	4.937175057022448854e+00	4.158978953539134160e+00	3.966028832580126728e+00	9.095946015540778973e+00	5.784880059514656558e+00	6.459667535940727845e+00	2.149664260463948651e+00	2.392473864202902334e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.733595897171523514e+00	9.046623296913656631e+00	7.196963405449663398e+00	9.385270180800196371e+00	4.496406791013835225e+00	3.096090887267651137e+00	1.274860875893469192e+01	8.670662823384725826e+00	4.660645889850533052e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.160509613492538783e+00	8.699275598440278756e+00	9.472439541866600976e+00	6.799382453547738514e+00	2.314031411884905243e+00	1.338407675078475911e+00	1.139361208737643061e+01	2.251373845464061496e+00	3.993817180021147806e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.110030086504075086e+00	3.838722732518529135e+00	3.062197281604417398e+00	7.366669470227227734e+00	7.758878754787671639e+00	7.489137010010131768e+00	6.940663593470516091e+00	7.235340801274453781e+00	2.424567663226033432e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.735736829747009047e+00	8.023238864933468051e+00	6.921044957894440408e+00	6.605930391347566655e+00	4.026856602625218606e+00	2.282831648572328120e+00	1.251815588112762256e+01	1.960842854166113369e+00	5.388109887594216474e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.896758700044416379e+00	1.125880022890584975e+00	2.499363314510596901e+00	2.453702391493826518e+00	6.348543546253421432e+00	4.103209439278695747e+00	5.060568989764702152e+00	7.124626835595141650e+00	8.493858562086094466e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.547021054410883778e+00	6.927908682123518957e+00	5.880451299945217869e+00	4.708256361931584699e+00	3.718291734506793400e+00	5.729380849728841874e+00	2.719662063257346496e+00	4.592498097628270770e+00	1.004811038116177713e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.401486985914752958e+00	2.650522449540299696e+00	5.346697070116145589e+00	7.605105572495441280e+00	1.564068154573856395e+00	5.793155192942867515e+00	2.144486686906361683e+00	8.320235444866245444e+00	8.678188553254766902e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.678746736473302192e+00	2.015187210529511219e+00	9.405934203475027289e+00	2.061813571142984802e+00	1.021923302536270306e+01	6.415027006245149543e+00	2.890142247420344201e+00	3.085684546537015294e+00	8.250707588530660885e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.743455685446365422e+00	1.688034890489474638e+00	6.163889774777521424e+00	3.409214560432087371e+00	2.198560799911141395e+00	3.048068126097487784e+00	3.129014840329081171e+00	6.618272200643936287e+00	8.249781507291070071e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.043089320666547692e+00	7.355742094631257721e+00	4.035527744140167350e+00	2.753206242483141608e+00	9.928955178148187954e+00	4.154901695302819498e+00	7.529381017412660526e+00	3.327242815573070001e+00	2.868967003007537286e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.563241697341568148e+00	3.642424915245470629e+00	1.942810632529301973e+00	5.887377818558206855e+00	1.002833064419425035e+01	6.797742147338557750e+00	7.191865011613976399e+00	7.429849615571910704e+00	2.141834449808524710e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.001794745343848270e+00	7.571349422085794423e+00	2.640069201767450302e+00	9.861851967240831129e+00	8.435870233426637554e+00	1.009483581108377592e+01	7.599331100090485513e+00	8.879341259427460997e+00	2.887164088879345414e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.410700635167541073e+00	1.119203705364810952e+00	2.779201427655630496e+00	1.631664276522962309e+00	6.998260516689316368e+00	7.449924916568491540e+00	7.338136588988478648e-01	1.719302641301317935e+00	1.620108618562839498e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.874020424739526902e+00	3.864713618371335535e+00	3.059843196003174004e+00	5.251097406510191412e+00	6.250168140431505925e+00	9.111218737703831394e+00	3.814854191492632385e+00	8.605016811821723621e+00	1.138865911953623211e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.079635499297125545e+00	5.673952068393838921e+00	8.816133504520198727e+00	2.217868976013568805e+00	8.963689273933546531e+00	8.017624324286046544e+00	2.968820292852122567e+00	6.546675049858620810e+00	9.008027434167097169e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.637536116974899869e+00	7.875660200602720984e+00	6.272256099902138615e+00	9.711201198586440597e+00	3.731371053602788646e+00	6.422343266841921583e+00	5.882486499768210031e+00	1.844516375634601246e+00	2.116960371798976226e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.262819074393349394e+00	4.100983423674667172e+00	6.104964132348650097e+00	2.110722621528460685e+00	4.857481254842955565e+00	2.918793142147707353e+00	3.759394335093686479e+00	4.920146102109473674e+00	1.028972346519955749e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.102881116724919508e+00	6.567486678666300648e+00	2.162435806376466374e+00	4.822449391499890048e+00	6.228061404382073007e+00	7.569008072189418179e+00	3.897698000073604785e+00	2.559939071053740633e+00	1.570193581749393275e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.124612934924510199e+00	9.105566079324324491e+00	8.777248485589721483e+00	7.705231819012865913e+00	4.126317527063267931e+00	6.656238466373070040e+00	4.697375089386476965e+00	7.431207295605842589e+00	2.073083094768790247e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.753600163713331384e+00	6.683746542224857201e+00	7.664086815064117708e+00	7.019992330804999625e+00	5.056134547394528056e+00	6.095184499906426190e+00	5.202983838541594075e+00	7.982198901434172988e+00	1.794966092890601317e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.527640585934268991e+00	3.449882722491510290e+00	1.535187243494609666e+00	4.126676829671306557e+00	3.864786036944333425e+00	5.426352763696381309e+00	3.689605398608547304e+00	2.122903247452587294e+00	1.115524243301524798e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.627516989663938318e+00	8.835207300742065062e-01	7.294657334537693494e+00	4.091590449817508635e+00	6.301464933291952342e+00	5.824170647524583799e+00	4.894829516209211917e+00	5.385593824615560798e+00	7.956202423806328028e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.289798380581756554e+00	9.086521233202136116e+00	5.402043013549108430e+00	4.433981141897047173e+00	8.765120273077062762e+00	4.357578527181045658e+00	9.902813893231201092e+00	7.932439635651950205e+00	3.381555092012434471e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.119404713138996144e+00	1.196003628473122138e+00	1.982184689431464308e+00	3.036747632510834904e+00	2.540747104439774695e+00	5.619839981493459646e+00	1.214853874066766926e+00	9.187875366224252716e+00	5.511824203636863651e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.676581446301094402e+00	8.767136753391765680e+00	5.183085900426512183e+00	3.072125952244587399e+00	9.377155083387547663e+00	2.665792153371703499e+00	9.313021451913845894e+00	5.820191320128384582e+00	3.288278807351147037e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.075898208033084558e+00	5.440761228501647118e+00	5.576793582894114643e+00	4.920897856904153933e+00	7.077919278970004058e+00	7.870438698501345698e+00	4.347769590755362401e+00	9.225895972610803852e+00	1.219633084634146414e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.483222730427797842e+00	9.620337261857418554e+00	1.714574643047832581e+00	3.583797997826100534e+00	8.243538482082650276e+00	2.822152856598560078e+00	1.059948626932415294e+01	5.538166095022087454e+00	3.613523590470455815e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.617164699313073939e+00	7.932525187730292693e+00	9.498279359115471721e+00	3.205474666664276384e+00	6.254992348916939449e+00	2.683140042262444069e+00	1.263343308736753556e+01	4.263174812734654928e+00	4.051209536612323348e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.961111936460789629e+00	1.012543892449509464e+01	8.413484368327447172e+00	6.947098189798151857e+00	8.699444754107338085e+00	4.865155525287772953e+00	1.169989247998650228e+01	8.131743455242984808e+00	3.670018577442646546e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.310087269804064647e+00	4.692647482142690230e+00	7.435701068965102856e+00	9.969633672348189535e+00	1.449798734291938063e+00	7.048742280718492736e+00	1.542414399983023987e+00	5.124871845068771137e+00	6.128066411622107523e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.681444351964955564e+00	8.177282845174183024e+00	5.330234638709598016e+00	6.341266814618869319e+00	8.358082323567357363e+00	4.789175926811329198e+00	1.096392127644574188e+01	5.519219533722630189e+00	3.927839332030472264e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.275736622586387092e+00	5.004416513089871899e+00	4.770558185782440397e+00	2.150223725530150176e+00	1.704273387602189160e+00	3.139319179086673461e+00	3.574180788477197002e-01	5.217860314875393257e+00	-1.933816761143050122e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.343025307974852645e+00	5.118883802092058843e+00	6.739512032841482814e+00	2.199364455614494673e+00	9.475724964967099595e+00	6.142655494987979026e+00	1.864125527485703593e+00	8.145373118784608124e+00	4.468258943746738154e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.455924506500906546e+00	6.859709306430588072e+00	6.018549113767261538e+00	9.627004855884528922e+00	9.548456174347165870e+00	4.130753320408845575e+00	2.370466478892430828e+01	8.348312390968853691e+00	8.180943999369910102e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.369176738436948426e+00	8.544821729856803216e+00	1.304202069739900605e+00	3.822153223162763958e+00	3.980193163700896264e+00	8.741430190544972945e+00	5.450713649527300086e-01	4.770543145304969812e+00	4.533821516695733855e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.959612265393426700e+00	9.791806132441976729e+00	5.584991409043723820e+00	2.115703635759216272e+00	3.102487902902738348e+00	9.745451659398248978e+00	-1.281970147849944563e-01	3.501748727326805533e+00	1.611902118300992504e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.595683872623979482e+00	8.398809102286151074e+00	8.097956505823233897e+00	6.538760497409854544e+00	8.211851400215007146e+00	5.635449160482644437e+00	9.813109952955935356e+00	5.686642116558865645e+00	3.248595417482966496e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.363215429289931002e+00	4.590824996818574810e+00	5.758897204122296998e+00	6.731187084551700117e+00	3.498733790158846002e+00	3.971226165940997976e+00	5.491520748637094940e+00	5.763021691183357831e+00	1.762138987225146991e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.389919357068554184e+00	5.101345397117875713e+00	1.873436164215578126e+00	6.694694158572739973e+00	8.728040047996728390e+00	7.518439669892676314e+00	7.444316028081526149e+00	3.037467709345416100e+00	2.798152720366742940e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.040387451808450159e+00	7.920750757953541665e+00	8.369992678584521784e+00	2.949903626990990624e+00	2.479230354631259736e+00	1.441592320314427855e+00	5.189693799191435808e+00	8.034552150112533653e+00	1.423624814237793679e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.726392425714843526e+00	3.447941958106720328e+00	2.400825132846244436e+00	7.597407422356245998e-01	2.226085566445780373e+00	5.396743031398568036e+00	7.530644575377301031e-01	5.225639369338663798e+00	-2.108338738786907918e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.180580272667951292e+00	1.641840553787604629e+00	3.566166232275356229e+00	1.032997077624457560e+01	9.694076167268271149e+00	4.136996622784802291e+00	2.309395016102421749e+01	3.988784592278504348e+00	7.690513585561116372e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.579109768421750326e+00	4.337688158607086564e+00	2.534168679243103739e+00	3.345316979966476367e+00	7.202351874402196152e+00	9.577783095545010283e+00	2.276710213686656381e+00	2.173148774735240263e+00	8.193912789059833557e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.815204674750985347e+00	3.541591809406531954e+00	4.309711607867308558e+00	7.017737743915316351e+00	8.886814510895467478e+00	1.463331832957343925e+00	5.545773096481091358e+01	3.138508859613877711e+00	1.953700835058481005e+02	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.388630149412446002e+00	3.969546957398880860e+00	7.899771218593884647e+00	7.701612067220958480e+00	3.944772332173147600e+00	6.525486148063695424e+00	4.516843298853946642e+00	9.378793990387466195e+00	1.291830642007459673e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.019912380931869311e+00	2.642118510792472730e+00	5.672618109450406010e+00	6.287211881198730978e+00	7.195423419993130842e+00	7.436418870927785640e+00	6.108142711052658491e+00	3.870290981208435621e+00	2.120042445576828527e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.441463620623866904e+00	1.481141775426868978e+00	2.908475240936048589e+00	3.973995748389014260e+00	6.372242994628422252e+00	5.207867196436193780e+00	5.056141878715483706e+00	2.576107049656833237e+00	1.376014344587539995e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.424024010613043956e+00	1.223833435526901603e+00	8.401966808185068913e+00	3.460759752892857755e+00	6.248581173484682338e+00	1.867702796330163562e+00	1.159469032219933737e+01	4.963957531186733441e+00	2.185112770790897940e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.372356515388666764e+00	9.335935041851373128e+00	8.704370017214300148e+00	6.503529618577396754e+00	6.918970389417648192e+00	9.538440859946229367e+00	4.542679981158415536e+00	3.775295210546861568e+00	1.771998584425096723e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.675790316482276943e+00	4.603671632897435195e+00	8.938277267517175773e+00	8.703805053959605686e+00	5.796179198470516880e+00	5.492566771071077270e+00	9.695873372193988260e+00	1.111804381692245824e+00	3.636782448040764848e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.231034552286951467e+00	3.949868729934210343e+00	3.463731173906702487e+00	9.259490936977973874e+00	5.274990122066494536e+00	6.658035960840586576e+00	6.410427152966657438e+00	3.672835568330959699e+00	2.731050549891984858e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.599527855826982536e+00	6.914784156406430959e+00	4.909172541965963532e+00	1.730426737534932258e+00	3.422457144439076782e+00	3.376597223687475502e+00	1.972965624577057930e+00	6.116146668444698342e+00	8.287242441937568316e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.596576699087742135e+00	3.117053999030720668e+00	9.853640841458078725e+00	2.181284535980259509e+00	6.983740829337099498e+00	5.701481316485160100e+00	3.937419130533847955e+00	6.086979218860911978e+00	7.488870115151414986e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.141820940456838684e+00	9.603993116241598571e+00	7.506106170518337173e+00	9.501822359212807712e+00	3.144446621234763484e+00	4.809509558898949599e+00	5.666913817087098515e+00	4.418565059408472884e+00	2.203027955386914272e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.116754791267704050e+00	8.124225081590322972e+00	1.647397079628384997e+00	7.207619862421745793e+00	7.333544292941398091e+00	1.801109615599101099e+00	3.238966070782635143e+01	5.198472761719501456e+00	1.223005845639865754e+02	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.848770110461086524e+00	1.515484986645853072e+00	1.894326007267814749e+00	8.609304449244884694e+00	2.591640553699704697e+00	2.022033816662361705e+00	1.461292802876042884e+01	9.448347400757647563e+00	3.561877395982563144e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.633776827576247204e+00	5.069889009524097823e+00	5.355416561238802942e+00	2.860375905119884266e+00	6.401270590923121340e+00	8.542096276485347417e+00	2.360904865307772216e+00	4.668473948521816297e+00	5.979265539419701625e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.804530572394923871e+00	8.906829929908870014e+00	9.295293950518573212e+00	6.253715192577979920e+00	7.485049364034003005e+00	2.934540895473465749e+00	1.535161301594782657e+01	3.243095466326055387e+00	5.865821175176868252e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.042805597871196532e+00	9.511963177841915140e+00	6.276947926434979230e+00	7.361746085676775131e+00	2.766270327904635451e+00	2.495893130343691535e+00	7.840299465739690277e+00	3.443940405786445336e+00	3.130406984941858539e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.015923933360772580e+00	5.468193063298028456e+00	5.258063061206565969e+00	7.108815091898287086e+00	1.869786056842434263e+00	5.727077965636102164e+00	2.367601965500832684e+00	5.085851171163932705e+00	5.963362303116115370e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.713584060560065403e+00	6.244951960349282238e+00	1.697155304541208887e+00	5.355166377954249768e+00	2.138217277586859311e+00	7.690274311957440823e+00	1.397617912321574174e+00	7.920858248117372824e+00	7.281828558679368513e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.035388651640988478e+00	2.566877851965294610e+00	7.204088057859722838e+00	1.172858166229446608e+00	6.337616402000761262e+00	1.070093808308481886e+00	4.962921088592954000e+00	2.947247873503292315e+00	7.505587157753326188e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.850790174516866671e+00	1.003830702967834654e+01	8.673441050517990192e+00	6.143729486974713438e+00	8.950697637112511984e+00	6.182558862530187938e+00	8.459048436492635048e+00	7.604846681437197553e+00	3.010421966905595781e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.464648653607129702e+00	2.933291280480088581e+00	4.094276733253948919e+00	3.305287066102845284e+00	1.539878058096932456e+00	2.472079531338565506e+00	1.494003618582754545e+00	7.457698815866120601e-01	8.244594930672421995e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.391080283322529088e+00	9.666048706100889731e+00	7.833807454713214824e+00	5.328358198335891416e+00	7.133210436417726896e+00	5.614967748277877035e-01	2.917448642609019771e+01	4.341633997713319815e+00	1.080936765925567613e+02	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.895508632402921556e+00	6.979535365423092941e+00	1.014661907399688090e+01	9.604796284815950713e+00	3.903931968081316484e+00	1.395603975297012411e+00	2.697529665967197587e+01	8.165483541491322939e+00	9.403882524011399369e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.547824211397028193e+00	6.441488059584244752e+00	2.947552306737223127e+00	4.776652443639518353e+00	5.394440865769757565e+00	8.692694498085861809e+00	2.778721573975178938e+00	4.145523262534752895e+00	8.744081456127366536e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.162045538348743356e+00	5.577437800807255819e+00	5.927288260212111304e+00	8.665411734640102281e+00	9.105393404640400590e+00	1.561550830191562600e+00	3.918865862130856925e+01	5.862667387090232829e+00	1.386560143030804966e+02	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.678510788691177424e+00	3.221657168071883071e+00	3.264249063966475628e+00	2.618259022593135033e+00	4.540487499951867179e+00	1.347843136795085828e+00	7.519742293111407960e+00	2.943901107720811705e+00	2.246497571767842771e+01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.172483562422738324e+00	2.808071649858727703e+00	8.316977882342346362e+00	7.082155096271849359e+00	5.218774647249154519e+00	4.628535579765053143e+00	7.370154475274113715e+00	7.295008861848873316e+00	2.168461819212203423e+01	0.000000000000000000e+00
