G	c	dx1dt	d2x1dt2	dx2dt	d2	d1	m1	W	Fg	Fc
1.000000000000000000e+00	1.000000000000000000e+00	5.723816821909508690e+00	6.114305840075203058e+00	9.109840581122687908e+00	4.641272410750683974e+00	3.828310236968342384e+00	9.059576083019100778e+00	1.663448485120957088e+01	4.165802309297590966e+01	4.174116387702983388e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.883545352969510311e+00	9.237621433478361510e+00	1.191923975401164570e+00	1.621223814977468702e+00	1.282197275235001044e+00	3.678092700058470221e+00	-4.804124157916385229e+01	-1.007396955034411334e+01	-9.833536134999576461e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.631293909096274586e+00	1.299784806297001660e+00	6.985731898782957749e+00	8.055094995410371439e+00	5.836192897972043880e+00	3.069183711761878097e+00	2.796609510488585304e+00	4.741438788558893691e+01	4.751937192522119346e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.506942921925472412e+00	7.276096227761309265e+00	9.670742549086599027e+00	3.574525562028943337e+00	3.019770640931023209e+00	4.703134435025038584e+00	1.414287627670913494e+01	6.945600264443729799e+00	2.438060414402682952e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.259605947882365573e+00	3.677860349058638789e+00	6.033918558185230374e+00	4.893049740898617550e+00	2.727569616447191869e+00	3.163539791956578640e+00	7.854352438214765364e+00	3.775613157632817263e+01	3.764552325332891769e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.626009930211931298e+00	9.315918067095587674e+00	9.438956217445598540e+00	7.170050974635021390e+00	5.191458683710457045e+00	7.055088060877914735e+00	7.543662390087585656e+00	2.591889782948794050e+02	2.590930783995029856e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.299221883972791147e+00	9.738212911633668867e+00	1.471016093594487151e+00	3.995014984013605552e+00	3.061283147151774298e+00	8.426166318241490316e+00	2.207606251479150572e+01	5.498331882230078094e+01	5.500108514075559896e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.106313683398806980e+00	9.493172019666747730e+00	4.773839480684279657e+00	1.506139490316519947e+00	1.217706341998625375e+00	7.055850238417733067e+00	-7.154859369656806223e+01	-1.197244089238957088e+01	-1.201661551582603593e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.056356284167488724e+00	5.274154483794854187e+00	3.348177825911215155e+00	4.364869914261002570e+00	3.822618945676217628e+00	8.420769445919439988e+00	1.625257985244521919e+01	6.605731598253337111e+00	3.747322438181173965e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.807971331577355567e+00	8.756745756760093258e+00	7.579254752804300388e+00	9.499720935829452984e+00	6.101993536050569489e+00	4.575836470212027329e+00	3.796494316499536836e+00	4.331370167646630307e+02	4.331218998064491643e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.635095316605735150e+00	8.609026495359083597e+00	9.828403662430162058e+00	6.780083211413217015e+00	5.576233250771345240e+00	2.414984775157951624e+00	2.446237173987662050e+00	1.898840568235780779e+02	1.896074978629181942e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.329581376223640810e+00	3.880408922389640303e+00	3.314158109269508046e+00	7.037541507634638371e+00	5.937289890006962167e+00	7.639428639010752420e+00	7.190828956801039951e+00	8.907197699076644426e+01	8.906477326793111615e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.412087885585436631e+00	8.459788398675630816e+00	6.887575581648896161e+00	6.690260362674321115e+00	1.974992354656252003e+00	4.252329210080458388e+00	1.228235280860249468e+01	9.980000492222842468e+01	9.968694519644662932e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.469784780843464311e+00	1.327458552638508760e+00	2.786665757876897409e+00	2.801279653427985128e+00	2.356817476427025770e+00	7.037847761549277159e+00	4.212984379575404148e+01	-1.246353608356222775e+00	4.190945269445742305e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.535186344737078823e+00	6.354824735234937627e+00	6.076080140271290730e+00	4.771306274628922317e+00	2.883075423306357798e+00	3.443032547785337627e+00	8.213442283566115165e+00	6.428382530841358289e+01	6.417268678539086579e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.587389330244187491e+00	3.061890368498174197e+00	5.177860457283835594e+00	7.765761802713776696e+00	2.865283696281583303e+00	1.735519410851630973e+00	3.267333076077955756e+00	6.119044818871173419e+01	6.120982871117205093e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.541006716061771087e+00	2.077459112899164406e+00	9.744521921598371605e+00	1.912488338723326686e+00	1.713176788370845083e+00	9.928260598705094253e+00	-5.064341668050677185e+02	-1.018031156171893237e+01	-1.032135094260762642e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.693428232652424370e+00	1.700247451229346840e+00	6.485874449695923971e+00	3.502412660324312199e+00	3.135500152191640133e+00	2.407485996729521016e+00	7.162686462490244210e+00	-7.084769927599297468e+00	1.820035991664135722e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.283409395633507089e+00	7.267243330218014385e+00	4.148997821210897996e+00	3.492297460639776752e+00	3.068406220563768105e+00	9.895509871073084440e+00	3.027426071119707629e+01	-1.454702422035931697e+01	5.368003687026252635e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.744598670078639113e+00	4.061042100647052955e+00	2.028186470890545490e+00	4.896616598947913346e+00	3.582045788039276424e+00	9.798926916690737343e+00	1.850751280988947656e+01	4.395366384179256869e+01	4.389756328275773001e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.873367970117427284e+00	7.510548392104560378e+00	2.363906694321258328e+00	9.812753910742499031e+00	4.588672710010113676e+00	8.143146791289559872e+00	8.888430891633378295e+00	3.071570200129829118e+02	3.073233099826175589e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.165471851163441208e+00	1.581542596175221860e+00	3.022339327532126863e+00	1.600401942348954165e+00	1.379249841722507863e+00	6.933133105815392661e+00	-8.215769910819992106e+01	-4.518462162778849489e+00	-4.447336492825971099e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.970251952934555462e+00	3.842548002955914477e+00	3.267663007796920649e+00	5.675397462525348047e+00	4.523813386272200532e+00	6.207720836866738701e+00	8.463931354822836539e+00	5.538781881126131879e+01	5.533869127352544126e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.115404014969417101e+00	5.857016999051240624e+00	8.666540173527565116e+00	2.612783233964683038e+00	1.368113357308544442e+00	8.794376182430951872e+00	1.094150814405087289e+02	1.250794999159005982e+01	1.231836059192104216e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.450511493155010712e+00	8.115689554107969883e+00	6.053174621488633278e+00	9.732452633183683588e+00	7.959331995667889181e+00	3.609457169345839933e+00	2.283994459676994992e+00	4.523325748117759986e+02	4.522629205381511497e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.310811242500834251e+00	3.871914836013095940e+00	5.719299854305652353e+00	2.012942295727871311e+00	4.783075591722349973e-01	5.207903432201075766e+00	4.467985719217522274e+03	2.596697057739250081e+00	2.577438480194860215e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.172614658491649919e+00	6.642122587965267222e+00	2.029777211975168694e+00	4.629404506224682692e+00	4.124654697393074443e+00	6.583587947945039431e+00	1.120794709874520834e+01	1.123716674311648012e+00	7.040411113539477128e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.332013644146306408e+00	8.972570036348759714e+00	8.736855856653500396e+00	7.633373308577481531e+00	5.346583782081529179e+00	4.697019426613134208e+00	4.761753488059978778e+00	2.868320214994711819e+02	2.867050544187060837e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.959733530603437579e+00	6.543154605016288983e+00	7.505554702201637340e+00	7.352309728357593777e+00	6.285256990282276135e+00	4.844032882180265176e+00	4.226222431803920543e+00	1.587409394256134476e+02	1.588336018775372906e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.815809962947720457e+00	3.097706716655192594e+00	1.611416852852129988e+00	4.804436275227464748e+00	3.543287702351386237e+00	3.980865975662934098e+00	7.678348496553281777e+00	3.187854188809207656e+01	3.205254454758664195e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.676419734441787490e+00	1.232914708463660691e+00	7.368340422836752168e+00	4.118403801961072475e+00	3.395981177419457708e+00	6.075662750189117389e+00	1.392102254113516757e+01	5.355937737989496128e+00	5.442052399541876362e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.911250129474881376e+00	8.819210824133708826e+00	5.894813328553811793e+00	4.581694889824245109e+00	3.809980702444199618e+00	8.663891718334685521e+00	1.616582942398391509e+01	5.437241922616801304e+01	5.433422796973406577e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.661139475024285161e+00	1.195225576040843007e+00	1.737219885953992460e+00	3.383695905694381167e+00	2.110041520049384278e+00	2.818613209174932077e+00	1.307378851388716079e+01	5.207964707405106530e+00	5.017621312975422576e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.715569699796118286e+00	8.871676387210108317e+00	5.119193467861833824e+00	2.853116897706116983e+00	2.561707746731306301e+00	9.409054981105130722e+00	4.947785978353658010e+01	-4.573162307624865264e+01	7.847493602099149257e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.980260592322443003e+00	5.763587249385458300e+00	5.365131174261149383e+00	5.353169198652139471e+00	4.680558538298368099e+00	7.191911964924872613e+00	9.828637456243493276e+00	3.658616519525454436e+01	3.653672412993617513e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.444313602484466941e+00	9.447952224098672858e+00	2.496738962045817356e+00	3.413388796195293118e+00	3.052630152966655075e+00	8.409353684203054513e+00	2.655864242394883590e+01	-3.796397763064573638e+01	9.451233981515545679e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.053600171222184301e+00	8.188776719907203017e+00	9.512230113820676181e+00	3.585542515156666887e+00	3.199734887613101098e+00	6.006269803606986812e+00	1.702470069741296399e+01	-2.453220128680014156e+01	7.678407082968183772e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.369854050428808812e+00	9.985364677853253212e+00	8.656142861168666158e+00	6.914967627068378420e+00	5.829095167296981295e+00	8.022008084184895083e+00	7.727752754705247362e+00	2.164317603787877999e+02	2.163992184743865437e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.295134569316257256e+00	4.173723944273182163e+00	7.014478960474947122e+00	9.713981035011727272e+00	8.668337435545398151e+00	1.154455769015821920e+00	6.603699345340903193e-01	1.827749191406467730e+02	1.827539750112742922e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.805326990350065275e+00	7.909189831170428064e+00	5.163243909166658874e+00	6.432707165883654987e+00	2.858478236326631450e+00	8.361692730520905670e+00	1.703061074034306799e+01	1.248302509264745339e+02	1.247578270226052268e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.765797697821407386e+00	4.612660298994932795e+00	4.699427987741167101e+00	1.694973857964667818e+00	1.088603596578997523e+00	1.365613725329365424e+00	-2.777012724552667677e+01	1.527942159048899518e+00	-2.885060194955435531e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.402372105807744740e+00	5.316523138889833078e+00	6.852609630958220066e+00	1.684503021632495212e+00	4.859503908702643704e-01	9.013389495668732820e+00	-3.895925968178852372e+02	2.430598240966450607e+00	-2.767928667772986184e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.927804097076609935e+00	6.645026756697413717e+00	5.905403039793426068e+00	9.553185735556121827e+00	7.126263011336024356e+00	9.933511553068566258e+00	7.041872433717746738e+00	3.601088964169122164e+02	3.599086655577413012e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.498193122878356043e+00	8.853104587365573153e+00	1.555256221941323735e+00	3.679486296539729917e+00	2.857781084935668847e+00	3.649323497971208585e+00	1.118928439325679669e+01	3.623117583079077519e+01	3.611307784776285956e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.444699311464991087e+00	9.854914876853182903e+00	5.609497998046284906e+00	1.827337633927851313e+00	1.300209044842624451e+00	2.882286326275419697e+00	-9.515665380716866650e+01	1.435767387544633067e+00	-3.441667127060385578e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.451239720206135786e+00	7.918537562317717438e+00	8.256450096608144662e+00	6.395231014189679541e+00	5.640883294385780289e+00	7.887423692107046413e+00	8.157256906970891563e+00	9.652524825358739236e+01	9.643952666887837211e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.213987097177450458e+00	4.752812288264420815e+00	5.137781375354466995e+00	6.617044822934096793e+00	5.044656046974297148e+00	3.270941991048197828e+00	3.721315726324883055e+00	1.081673906685783351e+02	1.082003069428629374e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.513773586887055878e+00	4.798045892285266234e+00	1.465835871700958082e+00	6.845247627885212793e+00	4.899378196527565343e+00	8.788957866910045880e+00	1.015220405339138310e+01	1.190454037557339149e+02	1.191366435048029899e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.880855620180928334e+00	7.640954277298898312e+00	8.067748517382312912e+00	3.413945002721527899e+00	2.833646462251547149e+00	1.930921362019048404e+00	6.591192897646826587e+00	9.973003483238226607e+00	1.620316612681574497e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.265675331097839695e+00	3.144909655675626858e+00	2.818569097374581389e+00	1.143285657952960666e+00	6.339405136749159952e-01	2.135258910705601476e+00	-1.767193964397183237e+01	-8.158371044992662573e-04	-1.761468581521166810e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.223200590467969917e+00	1.993479668584748010e+00	3.322965389978807860e+00	9.692953459434635377e+00	8.510970258553630430e+00	9.818617591137304146e+00	5.820541902217745367e+00	9.457761463944248703e+01	9.454803720134485445e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.671078275167166227e+00	4.200491133148887002e+00	2.482032946263543316e+00	3.259614753837189127e+00	1.307085660594994536e+00	7.066411595801810108e+00	5.594665638446545586e+01	1.330092092864811093e+01	1.323046904742004060e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.874375088461770034e+00	3.589231760734015619e+00	3.974401198988973594e+00	7.084410819959373384e+00	6.369068793382139937e+00	8.614913106245367658e+00	7.553225451027643977e+00	4.891544567533065901e+01	4.899518160972206715e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.944871832859980998e+00	3.666821944840221725e+00	7.811865729173171680e+00	7.364393716552866564e+00	6.433495738607219572e+00	3.905233477683487830e+00	3.336014967348738924e+00	7.983739329907419346e+01	7.979119703576223799e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.789516447599803772e+00	3.101147490689408315e+00	5.680514418178115754e+00	6.494029779035178862e+00	4.162355104021816743e+00	7.089164303572395021e+00	9.842142528268073676e+00	6.574674140170618841e+01	6.588370193130012353e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.049271113115608056e+00	1.379264898190514677e+00	2.846576358441974541e+00	3.814493458427832717e+00	1.791774604083605782e-01	6.347011203682689562e+00	2.953104454522107289e+02	8.956079667234441155e-01	8.216351793605387588e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.336018461380930944e+00	1.158018389621799260e+00	8.895714848637172878e+00	3.442057741094687096e+00	3.032725661040673870e+00	6.423029707453420833e+00	2.029176833131502633e+01	-2.558323984325124645e+00	8.652234850699354496e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.359113668963175314e+00	9.877792460692379706e+00	8.928265951172070558e+00	6.378824549649031894e+00	5.509584104569912100e+00	7.133528911968539887e+00	7.542342373293071667e+00	1.470784248934648133e+02	1.471468940898597566e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.564832386302557943e+00	4.861319153778304702e+00	8.836278871666138457e+00	8.790238040574566369e+00	7.628735490885614645e+00	6.174230451994049851e+00	4.194673325225746652e+00	1.855370196150717561e+02	1.855330075830891019e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.938631207839022430e+00	4.459803917161867304e+00	3.148352338611510870e+00	9.527589308470604479e+00	8.330197384615532386e+00	4.860501935014342578e+00	2.953028546213032790e+00	2.058281565915242481e+02	2.059913535779184883e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.665925092968889132e+00	7.119040495245907429e+00	5.066476560291821585e+00	1.953451054223261041e+00	7.849685092926252938e-01	3.486931251815565069e+00	-7.437011829293959408e+02	6.330630641145782000e+00	-6.317913803998206568e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.237935927281525572e+00	2.963962840168507196e+00	9.866284291198496703e+00	2.404547936945240050e+00	1.817620786782429665e+00	7.918259443674208420e+00	1.054486201331084629e+02	1.563024497312705430e+00	1.465956541391875367e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.035116129679836572e+00	9.545561090745721344e+00	7.950316688964350398e+00	9.493826930083024251e+00	4.848659093519834151e+00	3.045210928520047489e+00	3.175672975303866608e+00	3.927575751351307645e+02	3.929345840007748052e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.757908084954497241e+00	8.076070803155399602e+00	1.258267761601326029e+00	7.625803007471205319e+00	6.751519824533389169e+00	7.225547878658471923e+00	5.810132961295447984e+00	1.772010527063841607e+02	1.771878760564802917e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.613924169379362006e+00	1.795801337837824585e+00	1.585322195343369600e+00	8.947121106276602731e+00	7.589547025626451671e+00	3.104794481884608714e+00	2.103618503436147869e+00	7.739168113428701190e+01	7.741950051452862169e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.974409194065197770e+00	4.770894766836854650e+00	5.173627825071792863e+00	2.829850780888325978e+00	2.101383189235020765e+00	6.628229163789704614e+00	4.299998169384090119e+01	8.405199044924973606e+00	8.480283196319076566e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.570302750170851080e+00	8.905196987481890147e+00	9.183625555919798344e+00	6.290435317686638328e+00	2.287617781156787711e+00	7.727488226528972604e+00	1.980996285701124293e+01	1.123319036411510012e+02	1.122467781209418689e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.794613040319919417e+00	9.496847210837852771e+00	5.854232717610456938e+00	7.311937055579132760e+00	5.381370434785708312e+00	2.966047326280859320e+00	3.036682112025712144e+00	2.769448463626212060e+02	2.768281437132836800e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.925243781365139739e+00	5.204164369477181751e+00	5.471994014059699651e+00	7.114904667882382405e+00	5.307738545507146632e+00	1.545327097165367425e+00	1.611506677558380396e+00	1.424140872386209082e+02	1.427435242468402237e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.575107392178843213e+00	6.527868265870600872e+00	1.938410185294739740e+00	4.667102261866415525e+00	4.049251321877708421e+00	2.180371763878414804e+00	3.743994589801119766e+00	2.357005327213466472e+01	3.356963155444823599e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.742358607059627751e+00	2.503386225822623601e+00	6.907779094064769865e+00	1.140299868804038441e+00	9.699095458394920710e-01	6.450271808564123965e+00	-3.519142172574672145e+01	-5.393981480369759218e+00	-5.330066243969481476e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.989581300056082469e+00	9.913640824042895261e+00	8.389906496785071610e+00	6.238950092129297964e+00	5.549479864163185283e+00	8.644952165740924954e+00	9.169371298207174448e+00	9.653773121826100123e+01	9.662417516301297837e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.242269271588328117e+00	3.092023389659664723e+00	4.421434299337827944e+00	3.275034596054878566e+00	2.659522346272117144e+00	1.403666541716484861e+00	5.439361536904781858e+00	5.391292072457879669e+00	5.241823254354391004e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.070117810294386462e+00	9.488652640337575050e+00	7.983281288218458727e+00	5.054999873561679458e+00	2.624651598392140794e+00	7.610025858991253500e+00	1.923529518744174638e+01	9.957834514746586763e+01	9.970137293108690812e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.403837119076567497e+00	6.849815237526339473e+00	9.675371485170284558e+00	9.612911449920272133e+00	8.324959892565400921e+00	4.065441627508856293e+00	2.467073889038496670e+00	3.367418840553040695e+02	3.366553712563747922e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.842684820913878418e+00	6.473612891056714780e+00	2.826019690842165311e+00	4.600008254522877316e+00	4.004917288797901875e+00	5.306595452807707503e+00	9.373557462146374419e+00	1.723761272238989761e+01	4.020189180916181471e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.056672753246792773e+00	5.627516808166353357e+00	5.710349535645416807e+00	8.564840086933646290e+00	7.151888846689177903e+00	9.361889168010900875e+00	6.835205359854222174e+00	2.218155404887494342e+02	2.218318549755219919e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.941502494269323087e+00	3.088184333221902111e+00	3.589004284555812330e+00	2.688358763590958045e+00	2.350970171592968061e+00	3.987923416233868590e+00	2.618621635489284927e+01	-9.235531272964450977e+00	1.664014770617056982e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.442961471777752358e+00	2.584931985593382109e+00	8.126330717311464724e+00	7.047097204420622596e+00	5.751196014529592837e+00	5.195369128786737178e+00	5.029575079957790962e+00	6.456525726010771393e+01	6.432476669739841668e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.704474763974178408e+00	2.993409805129363832e+00	6.202869327481146833e+00	9.780688819626449870e+00	8.076031841815728640e+00	1.127357791726185665e+00	7.035251332676617508e-01	1.673058019834919889e+02	1.674453910231599139e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.844140708591782030e+00	2.680075984316721893e+00	6.715754640054420577e+00	1.912801449146337651e+00	1.530574304148176745e+00	1.734347732489879501e+00	-1.053410483948336775e+02	-2.125142675765032685e+00	-2.159742731878277144e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.229880358337941626e+00	8.019036807757585095e+00	8.186495565468824509e+00	1.079028228548827961e+00	1.993147641012764648e-01	3.328504614225241465e+00	-7.727161229271881382e+01	6.980746476992298888e-01	-1.558232867034051727e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.975168009889558762e+00	4.141712963798359404e+00	4.570462273148789833e+00	4.900004561288933580e+00	2.414357488954319564e+00	1.252280644855666702e+00	3.497316044099187504e+00	3.917554134877985916e+01	3.925763562980955612e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.274116991429964374e+00	1.519636207450163923e+00	9.247969373567144657e+00	1.836123818476751657e+00	3.985612991781716796e-01	6.684574681933241891e+00	-7.286516644247083150e+02	7.148858099461652404e-01	-7.773447190294703324e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.729315485871693703e+00	9.717401805772553303e+00	5.795293593793148013e+00	7.727218182805335012e+00	6.589432285420398827e+00	4.827640946008719069e+00	3.963749020052231398e+00	2.799803167725978028e+02	2.799652680242180054e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.834250455625258347e+00	8.958679580154488065e+00	2.422198426083327139e+00	9.235257709636814027e+00	6.824065871992229582e+00	5.931664421975527013e+00	4.436250819764704367e+00	4.468024305331636583e+02	4.469499393737713149e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.574889568978475651e+00	9.355729137640748760e+00	7.260792632085831144e+00	4.903183735344627259e+00	4.029634113998930012e+00	2.563739007730208908e+00	4.314029463625887573e+00	7.979063209829129732e+01	7.974373608039709893e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.171890678215214976e+00	9.942629709335371047e+00	8.139363065447881240e+00	3.328470659059060033e+00	2.962857184137619004e+00	3.670350989726349766e+00	1.238471445708889185e+01	-3.694684545642048334e+01	9.112551651099728645e+01
