G c dx1dt d2x1dt2 dx2dt d2 d1 m1 W Fg Fc
1.00000000e+00 1.00000000e+00 5.10462986e+00 9.49839840e+00 4.76913987e+00 1.50927091e+00 1.21360384e+00 7.05782918e+00 -7.15450486e+01 -1.20234739e+01 -1.20234739e+01
1.00000000e+00 1.00000000e+00 8.06658365e+00 5.26792795e+00 3.34142012e+00 4.36528942e+00 3.82413227e+00 8.41915403e+00 1.62526542e+01 6.68817568e+00 3.73372562e+01
1.00000000e+00 1.00000000e+00 2.79706404e+00 8.75838386e+00 7.57738868e+00 9.50003724e+00 6.10360545e+00 4.57292946e+00 3.79603257e+00 4.33087993e+02 4.33087993e+02
1.00000000e+00 1.00000000e+00 5.62810995e+00 8.60094459e+00 9.83167381e+00 6.77560958e+00 5.57172237e+00 2.40685274e+00 2.45154348e+00 1.89845918e+02 1.89845918e+02
1.00000000e+00 1.00000000e+00 6.33173112e+00 3.87190426e+00 3.30877056e+00 7.04331234e+00 5.93092898e+00 7.64155853e+00 7.19747714e+00 8.90416458e+01 8.90416458e+01
1.00000000e+00 1.00000000e+00 1.41805371e+00 8.46023927e+00 6.88757141e+00 6.69053938e+00 1.97242517e+00 4.24427055e+00 1.22772432e+01 9.98146293e+01 9.98146293e+01
1.00000000e+00 1.00000000e+00 6.46790367e+00 1.33306871e+00 2.78287869e+00 2.79092925e+00 2.35942480e+00 7.04143743e+00 4.21236860e+01 -1.39342802e+00 4.27600578e+00
1.00000000e+00 1.00000000e+00 2.53471711e+00 6.36642891e+00 6.08797229e+00 4.76500478e+00 2.88510869e+00 3.43579548e+00 8.20904375e+00 6.42442040e+01 6.42442040e+01
1.00000000e+00 1.00000000e+00 1.58546434e+00 3.07007954e+00 5.17539238e+00 7.75845819e+00 2.86496547e+00 1.73106671e+00 3.25629402e+00 6.12682403e+01 6.12682403e+01
1.00000000e+00 1.00000000e+00 9.53996984e+00 2.08510197e+00 9.74804797e+00 1.91235608e+00 1.71189883e+00 9.93323616e+00 -5.06430220e+02 -1.02002594e+01 -1.02002594e+01
1.00000000e+00 1.00000000e+00 9.69068830e+00 1.69257881e+00 6.47674545e+00 3.50067498e+00 3.13943388e+00 2.40581357e+00 7.15048944e+00 -7.14522134e+00 1.81824419e+01
1.00000000e+00 1.00000000e+00 8.27557613e+00 7.26659898e+00 4.14555735e+00 3.48687198e+00 3.06552705e+00 9.89578895e+00 3.02808239e+01 -1.44997780e+01 5.38042679e+01
1.00000000e+00 1.00000000e+00 3.74152392e+00 4.05887467e+00 2.02686206e+00 4.88817035e+00 3.58170527e+00 9.79551939e+00 1.85148902e+01 4.38661562e+01 4.38661562e+01
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 2.36122146e+00 9.82331867e+00 4.59550474e+00 8.14436294e+00 8.90125215e+00 3.07126329e+02 3.07126329e+02
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 1.60752292e+00 1.38294887e+00 6.93480666e+00 -8.21544515e+01 -4.33027711e+00 -4.33027711e+00
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 5.66830895e+00 4.52582085e+00 6.20026345e+00 8.46760096e+00 5.53637444e+01 5.53637444e+01
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 2.61428214e+00 1.36840348e+00 8.79491391e+00 1.09411250e+02 1.25405687e+01 1.25405687e+01
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 9.73608891e+00 7.95180880e+00 3.60495569e+00 2.28221772e+00 4.52289420e+02 4.52289420e+02
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 2.01973154e+00 4.77359150e-01 5.20913091e+00 4.46799441e+03 2.52084273e+00 2.52084273e+00
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 4.63240902e+00 4.12800269e+00 6.57450972e+00 1.12108081e+01 1.10803816e+00 7.03406538e+01
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 7.64096486e+00 5.34570522e+00 4.70071428e+00 4.76445958e+00 2.86698242e+02 2.86698242e+02
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 7.34098985e+00 6.28665902e+00 4.84737809e+00 4.23916042e+00 1.58755296e+02 1.58755296e+02
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 4.80455773e+00 3.54199450e+00 3.97256201e+00 7.68549467e+00 3.18283466e+01 3.18283466e+01
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 4.11871751e+00 3.39366933e+00 6.07808635e+00 1.39266379e+01 5.29127197e+00 5.29127197e+00
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 4.57851141e+00 3.80516549e+00 8.65517075e+00 1.61553855e+01 5.43802396e+01 5.43802396e+01
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 3.37848637e+00 2.11013823e+00 2.81375540e+00 1.30723938e+01 5.14540119e+00 5.14540119e+00
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 2.84799645e+00 2.55518133e+00 9.40989735e+00 4.94730359e+01 -4.56838495e+01 7.85107005e+01
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 5.34735728e+00 4.67694275e+00 7.20178888e+00 9.83955498e+00 3.66201126e+01 3.66201126e+01
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 3.41680380e+00 3.05544721e+00 8.40945891e+00 2.65499426e+01 -3.78585377e+01 9.44725955e+01
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 3.58715498e+00 3.19093514e+00 6.00571623e+00 1.70152222e+01 -2.45515951e+01 7.68880832e+01
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 6.91080457e+00 5.82779306e+00 8.01565031e+00 7.74231065e+00 2.16405631e+02 2.16405631e+02
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 9.71683599e+00 8.67166294e+00 1.14580358e+00 6.65508150e-01 1.82680182e+02 1.82680182e+02
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 6.43273481e+00 2.85189626e+00 8.36542382e+00 1.70269991e+01 1.24766694e+02 1.24766694e+02
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.69281520e+00 1.08032979e+00 1.36124973e+00 -2.77748216e+01 1.55082146e+00 -2.80173063e+00
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.68025252e+00 4.86081899e-01 9.00922039e+00 -3.89587654e+02 2.52524834e+00 -2.87137928e+00
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 7.12826857e+00 9.92766473e+00 7.04409799e+00 3.60074123e+02 3.60074123e+02
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 2.85846749e+00 3.64660716e+00 1.11936363e+01 3.61419425e+01 3.61419425e+01
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 1.29736295e+00 2.89286701e+00 -9.51574582e+01 1.37509894e+00 -3.43799867e+00
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 5.63579481e+00 7.88827027e+00 8.14853549e+00 9.64381258e+01 9.64381258e+01
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 5.04238434e+00 3.27723707e+00 3.72693275e+00 1.08184413e+02 1.08184413e+02
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 4.89897313e+00 8.79006145e+00 1.01449131e+01 1.19082890e+02 1.19082890e+02
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 2.82768131e+00 1.92558333e+00 6.59688736e+00 1.00322031e+01 1.62062840e+01
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 6.35186243e-01 2.13359677e+00 -1.76657647e+01 3.67465459e-03 -1.72905847e+00
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 8.50686509e+00 9.81236400e+00 5.81457846e+00 9.45839283e+01 9.45839283e+01
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 1.30823274e+00 7.06455008e+00 5.59399401e+01 1.32843173e+01 1.32843173e+01
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 6.36735244e+00 8.62198502e+00 7.54702295e+00 4.89258329e+01 4.89258329e+01
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 6.43394795e+00 3.91896440e+00 3.34560052e+00 7.98481284e+01 7.98481284e+01
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 4.16257751e+00 7.08835375e+00 9.84553697e+00 6.58091378e+01 6.58091378e+01
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 1.80680231e-01 6.34817645e+00 2.95304450e+02 8.19962177e-01 8.19962177e-01
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 3.02737039e+00 6.42835108e+00 2.02914657e+01 -2.56447113e+00 8.69813499e+00
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 5.51250265e+00 7.14279214e+00 7.55016420e+00 1.47092439e+02 1.47092439e+02
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 7.63168313e+00 6.17823256e+00 4.19133449e+00 1.85597065e+02 1.85597065e+02
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 8.32175149e+00 4.86156132e+00 2.95823590e+00 2.05935157e+02 2.05935157e+02
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 7.81074675e-01 3.48330425e+00 -7.43714256e+02 6.22555419e+00 -6.33664583e+00
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 1.82711842e+00 7.91723198e+00 1.05437366e+02 1.51846711e+00 1.51846711e+00
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 4.85090998e+00 3.03645187e+00 3.17127214e+00 3.92888034e+02 3.92888034e+02
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 6.75873525e+00 7.23118876e+00 5.80021806e+00 1.77139745e+02 1.77139745e+02
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 7.59333272e+00 3.09999540e+00 2.10314650e+00 7.73175728e+01 7.73175728e+01
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 2.11388090e+00 6.62797153e+00 4.29944055e+01 8.39520718e+00 8.39520718e+00
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 2.28816328e+00 7.72370440e+00 1.97991977e+01 1.12203518e+02 1.12203518e+02
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 5.38591770e+00 2.96842500e+00 3.03489366e+00 2.76927436e+02 2.76927436e+02
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 5.30750000e+00 1.53948971e+00 1.61336571e+00 1.42527909e+02 1.42527909e+02
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 4.05572263e+00 2.17876369e+00 3.75641272e+00 2.35407171e+01 3.36932298e+01
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 9.69579387e-01 6.45397271e+00 -3.51908161e+01 -5.41365552e+00 -5.41365552e+00
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 5.55113208e+00 8.64501766e+00 9.16337268e+00 9.65861976e+01 9.65861976e+01
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 2.65354150e+00 1.40497139e+00 5.43247262e+00 5.34521472e+00 5.34521472e+00
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 2.61903151e+00 7.60736133e+00 1.92316209e+01 9.97123185e+01 9.97123185e+01
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 8.32183261e+00 4.07186781e+00 2.47101724e+00 3.36662306e+02 3.36662306e+02
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 4.00621788e+00 5.30675533e+00 9.38795856e+00 1.73081574e+01 4.00869261e+01
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 7.14398297e+00 9.35973595e+00 6.83881299e+00 2.21894667e+02 2.21894667e+02
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 2.35715443e+00 3.98774354e+00 2.61884335e+01 -9.22638706e+00 1.66632138e+01
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 5.75678505e+00 5.18803241e+00 5.03185476e+00 6.45304740e+01 6.45304740e+01
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 8.07636547e+00 1.12314173e+00 6.99018965e-01 1.67292633e+02 1.67292633e+02
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 1.52159862e+00 1.73438848e+00 -1.05355514e+02 -2.06548050e+00 -2.06548050e+00
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 2.00120487e-01 3.32732432e+00 -7.72725122e+01 7.38731775e-01 -1.58701966e+00
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 2.41508718e+00 1.25067017e+00 3.49889493e+00 3.92665653e+01 3.92665653e+01
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 4.04303053e-01 6.68237793e+00 -7.28649776e+02 7.32935667e-01 -7.68715047e-01
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 6.58566555e+00 4.83758521e+00 3.96284288e+00 2.79893954e+02 2.79893954e+02
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 6.82027028e+00 5.93330682e+00 4.44228492e+00 4.46802773e+02 4.46802773e+02
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 4.02649198e+00 2.57182467e+00 4.31315382e+00 7.97215903e+01 7.97215903e+01
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 2.96536277e+00 3.66338826e+00 1.23814303e+01 -3.70637664e+01 9.10678323e+01
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 3.39600786e+00 6.97442027e+00 1.38615063e+01 2.86400056e+01 2.86400056e+01
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 5.91070730e+00 9.68772451e+00 8.93529781e+00 1.39381257e+02 1.39381257e+02
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 9.42834510e-01 1.45375096e+00 -7.26191112e+00 -2.07916685e+01 -2.07916685e+01
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 4.24405036e+00 9.01345889e+00 1.24417116e+01 1.47226428e+02 1.47226428e+02
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.51962516e+00 2.66828344e+00 6.19193081e+00 1.33898075e+01 3.61044831e+01 3.61044831e+01
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 6.73919422e+00 4.87122394e+00 6.07527610e+00 7.09400323e+00 2.00562108e+02 2.00562108e+02
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 3.17819872e+00 1.88149956e+00 5.50250682e+00 3.15557830e+01 1.10953813e+01 1.10953813e+01
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 7.42647451e+00 6.63366428e+00 1.62454677e+00 1.34061369e+00 5.48463954e+01 5.48463954e+01
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 1.82252338e+00 1.60222784e+00 1.80889167e+00 -4.63746054e+01 -2.16254874e+01 -2.16254874e+01
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 2.79343303e+00 2.37654216e+00 6.40820805e+00 3.79733629e+01 -8.38603797e+00 2.27161663e+01
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 8.89723042e+00 7.89111437e+00 4.06862714e+00 2.66041660e+00 2.19704910e+02 2.19704910e+02
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 7.64850836e+00 6.71950761e+00 9.25541260e+00 7.46038594e+00 4.32746667e+01 4.32746667e+01
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 6.53768223e+00 1.12370999e+00 7.04279140e-01 4.65931484e+00 -3.39346678e+01 -1.35256549e+00 -5.19308977e+00
1.00000000e+00 1.00000000e+00 9.03303099e+00 3.39040038e+00 1.75117676e+00 3.23538634e+00 2.87721351e+00 2.28953313e+00 8.33600919e+00 -1.24972941e+01 2.93202859e+01
1.00000000e+00 1.00000000e+00 5.85408018e+00 2.16563429e+00 8.94174732e+00 2.92965835e+00 2.42921109e+00 7.43246950e+00 3.85674988e+01 1.37740884e-02 4.87258571e+00
1.00000000e+00 1.00000000e+00 8.26696140e+00 8.99873272e+00 8.23243182e+00 3.43725695e+00 3.02147456e+00 3.64018079e+00 1.15250172e+01 -1.89299352e+01 6.59235257e+01
1.00000000e+00 1.00000000e+00 9.06482170e+00 9.60086348e+00 5.54686096e+00 3.22803793e+00 2.87193187e+00 5.72923277e+00 2.09753479e+01 -3.59655082e+01 8.35085375e+01
1.00000000e+00 1.00000000e+00 3.86203127e+00 8.75914856e+00 9.70413954e+00 1.56273666e+00 1.15809554e+00 7.28049507e+00 -8.98709326e+01 -3.73579648e+00 -3.73579648e+00
1.00000000e+00 1.00000000e+00 1.99046732e+00 8.28564467e+00 4.75984881e+00 5.13046465e+00 2.55294700e+00 9.10237700e+00 2.33733470e+01 8.74717625e+01 8.74717625e+01
1.00000000e+00 1.00000000e+00 3.05141646e+00 6.89717783e+00 9.85699287e+00 7.59460127e+00 5.10572394e+00 8.12972075e+00 8.64597804e+00 2.13716590e+02 2.13716590e+02
1.00000000e+00 1.00000000e+00 4.84397010e+00 5.95771634e+00 7.01127999e+00 6.46058552e+00 5.12684783e+00 7.08724961e+00 8.00879731e+00 1.23356245e+02 1.23356245e+02
1.00000000e+00 1.00000000e+00 8.36213289e+00 1.78288084e+00 6.71204146e+00 7.05584502e+00 6.21205969e+00 7.11669864e+00 6.39526032e+00 3.18392139e+01 3.18392139e+01
1.00000000e+00 1.00000000e+00 8.74657525e+00 4.67607892e+00 2.49359406e+00 1.73034261e+00 1.53251174e+00 9.51332180e+00 -1.59333883e+02 -1.89397294e+01 -1.89397294e+01
1.00000000e+00 1.00000000e+00 1.06256917e+00 4.35419665e+00 8.93734982e+00 9.56341639e+00 5.63139874e-01 3.66241688e+00 3.28932316e+01 2.21469837e+01 2.21469837e+01
1.00000000e+00 1.00000000e+00 5.59672572e+00 3.33778405e+00 4.84740719e+00 8.54642650e+00 7.01938607e+00 1.01000885e+00 7.51391549e-01 1.34672503e+02 1.34672503e+02
1.00000000e+00 1.00000000e+00 4.75669903e+00 7.51078102e+00 2.46010065e+00 8.24581287e+00 6.51229708e+00 3.44759103e+00 2.79567084e+00 2.86991933e+02 2.86991933e+02
1.00000000e+00 1.00000000e+00 2.99897029e+00 5.46288162e+00 1.11346768e+00 8.40685425e+00 5.60360732e+00 2.96102242e+00 2.77346485e+00 2.11447301e+02 2.11447301e+02
1.00000000e+00 1.00000000e+00 2.07878831e+00 1.72941594e+00 6.03780115e+00 9.39439457e+00 4.87522610e+00 6.95651127e+00 7.25141729e+00 7.04434628e+01 7.04434628e+01
1.00000000e+00 1.00000000e+00 4.03853654e+00 2.98164882e+00 5.74659660e+00 5.89828570e+00 4.43778493e+00 6.70340440e+00 9.14200175e+00 5.13268335e+01 5.13268335e+01
1.00000000e+00 1.00000000e+00 9.48618734e+00 7.14932887e+00 7.47418260e+00 2.80253816e+00 2.50710459e+00 6.34115244e+00 3.53298322e+01 -3.47827406e+01 5.91279540e+01
1.00000000e+00 1.00000000e+00 3.90882639e+00 1.68517774e+00 9.01232248e+00 6.55105247e+00 4.87508843e+00 1.14619099e+00 1.35373519e+00 3.77631865e+01 3.77631865e+01
1.00000000e+00 1.00000000e+00 5.66911560e+00 8.66086223e+00 1.71465926e+00 7.68593344e+00 6.33017816e+00 7.55900249e+00 6.45659275e+00 2.65975704e+02 2.65975704e+02
1.00000000e+00 1.00000000e+00 7.32717063e+00 5.45631874e+00 7.58346841e+00 7.64125654e+00 6.59839062e+00 3.91177371e+00 3.21206721e+00 1.43207789e+02 1.43207789e+02
1.00000000e+00 1.00000000e+00 4.27266642e+00 5.32527920e+00 2.68670750e+00 5.69304122e+00 4.36060834e+00 6.98550390e+00 9.87804097e+00 8.25919416e+01 8.25919416e+01
