G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	p	d2	Fg	d1	W	m1	m2	Fc
1.000000000000000000e+00	1.000000000000000000e+00	4.894180744782930859e+00	9.242929115263267548e+00	1.185310854123672986e+00	1.612748690365848336e+00	3.676957491358654462e+00	6.039789553041829073e+00	5.919616126753944663e+00	5.056027132098244614e+00	4.274380488221125773e+01	4.211040969054068661e+00	1.248985580255347259e+02	-2.950520556885226853e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.621020644779410436e+00	1.304859208471634391e+00	6.966796783463580667e+00	8.051640152171465559e+00	3.073206970346877842e+00	8.725203539683224818e+00	1.809736989646199889e+00	1.711859101195291899e+01	1.128165211431977255e+01	7.730721804498967842e+00	4.688901494406404424e+01	-3.330148501516410420e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.504576746422732647e+00	7.274248575828696772e+00	9.680531017412809192e+00	3.572348690698197604e+00	4.707384263977086647e+00	7.003129844370703516e+00	4.751088213534051086e+00	2.568353584170897097e+00	1.679219482190038661e+02	5.970358138105007484e+00	1.657998339210761785e+01	-1.712014847210417372e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.262513616317438636e+00	3.677503804460518388e+00	6.050577046901822520e+00	4.886160672770053282e+00	3.163283732180992125e+00	4.927365107691124457e+00	8.677314174056220963e+00	1.453250826516912397e+00	4.830239783552950428e+01	8.353564953902068879e+00	8.828406734295901614e-01	5.974518764968283904e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.626641354903261227e+00	9.322206220002698274e+00	9.431765421992796661e+00	7.161169817575535390e+00	7.052447460881377417e+00	9.580602683246739915e+00	8.710548760732317319e+00	5.903328911209936081e+00	8.289516682294974714e+01	9.633844298045689314e+00	1.614679997348515883e+02	-1.573450798443536769e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.289610481688938215e+00	9.743460653510574332e+00	1.479503037977942359e+00	3.994064587820899348e+00	8.427423783627851606e+00	7.478219024012722649e+00	1.894632027240270800e+00	9.041819802718987376e+01	5.975633765452197821e+00	8.130963895296785537e+00	2.781231797114367509e+03	-8.059923045253820639e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.101832524972954808e+00	9.504953204099630071e+00	4.768255994465308234e+00	1.504954078090194880e+00	7.058584317777951256e+00	9.372219593965182227e+00	1.809979161905649336e+00	1.149797050364925788e+01	5.861153905047087420e+01	6.432129852641486067e+00	3.916507088815897077e+02	-1.437246573670301064e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.069934047575687330e+00	5.270198473648513904e+00	3.340076093129196178e+00	4.371106253165115696e+00	8.421867220090190287e+00	5.751998577082211739e+00	3.351039959988088679e+00	1.880685505910475896e+01	4.132728001835354092e+01	5.432052475031211358e+00	2.483005779020436421e+02	-5.156272734122398838e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.804598183835611547e+00	8.750730993313927897e+00	7.577700712108843106e+00	9.501256709578253634e+00	4.575740973095392405e+00	3.325767184416147160e+00	8.870904793380653075e+00	2.152370107828700085e+00	3.970197056881414710e+01	1.360834708108991320e+00	1.797688235817042468e+01	-5.423303623971122533e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.628711416515850274e+00	8.598309626550477702e+00	9.830984036481428490e+00	6.778894211315714458e+00	2.412656052964121667e+00	1.472925323883144344e+00	2.159733859611475015e+00	1.137616769341435186e+00	3.522216302649333386e+01	9.863082576054745587e+00	1.171888590097517557e+01	-6.759483691780677361e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.338865609824294367e+00	3.888276896258488602e+00	3.307582320889692173e+00	7.050948947146500778e+00	7.637338222900480034e+00	7.536680331480508421e+00	7.475162874010680802e+00	1.637671219918119547e+01	4.452559804543655986e+01	4.448053919189622007e+00	1.896206424789631058e+02	-1.807084381685332986e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.410702847676184701e+00	8.464269726605829547e+00	6.893884855913435139e+00	6.688862799100994572e+00	4.241369468743555693e+00	2.093603799471469795e+00	1.911268930514854469e+00	4.505877120966583327e+00	5.559054801337419249e+00	2.365741442196040989e+00	4.486374199626251169e+01	-3.225418186028524925e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.465504591168895310e+00	1.346249424262548011e+00	2.783707686764122613e+00	2.787819337784100959e+00	7.051762159763577564e+00	3.727761000035174188e+00	6.610995312273745483e+00	3.985881436887818374e+00	8.512877557838748999e+01	7.008476871714833578e+00	9.953195943267282075e+00	-3.205391407078441262e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.533155252302045302e+00	6.374191927133206370e+00	6.091906366028230657e+00	4.769723633359052251e+00	3.434976649179749764e+00	5.798275123920812568e+00	4.208254080358091009e+00	3.730121370521056967e+00	2.714352844641745577e+01	3.550975274791752678e+00	4.136530204544408917e+01	-1.093419957449970248e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.584844308981955940e+00	3.071424722583883771e+00	5.181087303860546278e+00	7.761216378208172451e+00	1.732156283618351944e+00	6.071931641082873199e+00	8.087409990402520066e+00	1.958501742839183546e+00	1.705563485707902771e+01	6.260959528176933020e+00	1.512923971724376315e+00	4.067171426617176735e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.540424984812686304e+00	2.086778744472279623e+00	9.750191396694434687e+00	1.911341990703539606e+00	9.932871159793737803e+00	6.399902747530007652e+00	3.096064618797513379e+00	4.035777265089379284e+00	3.019034303837739799e+02	6.274753133852782661e+00	-1.229178562059493629e+01	6.180860003544762549e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.694427723579018163e+00	1.692375309540953054e+00	6.471387949843951937e+00	3.508207464370043827e+00	2.401337917346132222e+00	2.497557446924441482e+00	6.751159379945955941e+00	4.786372511501167382e-01	2.421321779989652896e+02	5.003340421952346517e+00	-4.506966665085651691e+00	1.027665412561538915e+03
1.000000000000000000e+00	1.000000000000000000e+00	8.273168697955439299e+00	7.256931302265111405e+00	4.138087295987579850e+00	3.485723021867978666e+00	9.904632229030905677e+00	4.413662650438821444e+00	3.124255305699262131e+00	1.177450892126561044e+01	6.137345427748058313e+01	8.527130503009871632e+00	1.793810698684061435e+02	-6.202550318011612163e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.742276386210862782e+00	4.058975069676276526e+00	2.027683574820559276e+00	4.888347766004292438e+00	9.792645027900871213e+00	6.573279085929987886e+00	7.425603875183771407e+00	2.085236759977080112e+01	2.295400702831355133e+01	3.382776906225590796e+00	2.359386335756650226e+02	-9.629253234330125366e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.878804810975499118e+00	7.529636111094080597e+00	2.360275842361588161e+00	9.823433556176583537e+00	8.138222674480438457e+00	9.731199110867942537e+00	8.865669178494357539e+00	3.718534915127844442e+01	8.106184195121006297e+00	5.036519897774643262e+00	1.083369223457707449e+03	-1.126556099667075550e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.153086037758752624e+00	1.584871179316997170e+00	3.028334915017640849e+00	1.602463612372431401e+00	6.932351501191698517e+00	7.548250502831677977e+00	2.139130480918844057e+00	1.295779410320731095e+01	5.786077426270656332e+01	5.845387368316235843e+00	5.619179852267501474e+01	-1.635813956354038012e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.960757240757966535e+00	3.839904798694006249e+00	3.258611305189540452e+00	5.668728948841164517e+00	6.189360261691257747e+00	9.300605852575849042e+00	8.797578946326687799e+00	1.139503316178067927e+01	5.029546830100240840e+01	6.968929838523150622e+00	1.518634651412426706e+02	-1.763151922583834619e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.097566580236287059e+00	5.860159163620603628e+00	8.669810113466391854e+00	2.621843327225777731e+00	8.791366381108288053e+00	7.857274263091864164e+00	6.338215339337446075e+00	3.286066115563186507e+00	8.816366055700532911e+01	8.059886662636074561e+00	2.598385057482412464e+01	-3.782310176410052804e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.455698722975624193e+00	8.111447786036587004e+00	6.043660044153667421e+00	9.738497690545536045e+00	3.599682343963987563e+00	6.325618077105430004e+00	2.148173226711165729e+00	1.711107282878956326e+01	1.456599874871616329e+01	4.561338032207951976e+00	3.646534536007194447e+02	-3.249221544805990902e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.309668581992053271e+00	3.866261861876828299e+00	5.699530410124714841e+00	2.019899697989236298e+00	5.212494011586549902e+00	2.728824673084195407e+00	4.842869443913255800e+00	1.038246187659811248e+00	3.579627319927529072e+01	6.811988653696625207e+00	2.620038735576765809e+00	-1.791062077733697038e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.184293188583403378e+00	6.627359589842353849e+00	2.034755119052995109e+00	4.631533312974777772e+00	6.570841667719904855e+00	6.997665336102484090e+00	2.452366650602257447e+00	4.284816732482718749e+01	1.970985613214140741e+01	2.359435266385905727e+00	8.455682381968314303e+02	-2.075761739535400441e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.326680114920141484e+00	8.969225894680596056e+00	8.739178765823655937e+00	7.642755967442136367e+00	4.705550101785274109e+00	6.608917527498208599e+00	7.304261675794943010e+00	3.719111472012631481e+00	5.556932700169003425e+01	9.392541269385095148e+00	6.666560639169492219e+01	-2.185247698570178088e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.969588885383549481e+00	6.535605541267059948e+00	7.507073946638051609e+00	7.345048618244814698e+00	4.854995559453581855e+00	6.429597517692210218e+00	7.829568177967103360e+00	3.882663262167535212e+00	1.113217361542765502e+02	4.452465178195240014e+00	4.380239902838760457e+01	-7.120514135999941630e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.799070089488721713e+00	3.091625934967685119e+00	1.612239258586243285e+00	4.807855768518073170e+00	3.976817031359952903e+00	5.415668453993440323e+00	1.948596320194744935e+00	3.284060347542584424e+01	5.063961979783837997e+00	7.557298948922396065e+00	2.530487692616370055e+02	-2.975323594059219090e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.676710077007673938e+00	1.227503683027489911e+00	7.377606258661209893e+00	4.116921000910968687e+00	6.076913141211639946e+00	5.759292143881515003e+00	5.547884821099766661e+00	3.514234255405491503e+00	1.128864562636539262e+02	1.174280506932950940e+00	-1.590304415521989512e+01	2.900323525753329932e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.935438532087236041e+00	8.825796928704855659e+00	5.883521584235315238e+00	4.580269574701635982e+00	8.655939393311928853e+00	4.002624347169597030e+00	8.328102411778106173e+00	3.226724471399889271e+00	1.270511636015123855e+02	2.844594397841420097e+00	4.395035597442252140e+01	-3.996112248001979594e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.658072170068312534e+00	1.192128212331211579e+00	1.732454107764746176e+00	3.381084464002559908e+00	2.805448886478007609e+00	5.676768555464707156e+00	9.423672205383549993e+00	3.302220551219298805e+00	2.586806110876512577e+01	5.378994854308420059e+00	8.638531409310653331e+00	-5.849164612517263322e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.718934711417459127e+00	8.869517512803295034e+00	5.127073240263238851e+00	2.842544125401413435e+00	9.409168660727365463e+00	2.786530223871318324e+00	5.608773829988186854e+00	2.593923239613855181e+00	1.968215542995465057e+02	8.901512293260333664e+00	3.599681092242759206e+01	-7.428639034174999267e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.980170625082512181e+00	5.766992424811944851e+00	5.366520811495772314e+00	5.348267975078200287e+00	7.197102116490607493e+00	8.254084446237477835e+00	9.551439441461239355e+00	6.209983841945087235e+00	1.528614700018732719e+02	5.744123784859111126e+00	9.791835175646455980e+01	-3.744852094220293992e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.444248455563050371e+00	9.458903490064905384e+00	2.504082324076251087e+00	3.405103850645364805e+00	8.413240869625875362e+00	2.676021782720868991e+00	5.826229030310686952e+00	5.300691941417893460e+00	8.023642171617383667e+01	9.372680173880290511e+00	8.274725044644242189e+01	-1.259726226325028975e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.052172774904313712e+00	8.193856075886488455e+00	9.516560384299088682e+00	3.589767116128840030e+00	6.019729878231816045e+00	1.772500278941540275e+00	4.550799990364341241e+00	8.774966475265536525e-01	2.184914939763252733e+02	5.351994618055853969e+00	3.187945378959506471e+00	-1.439985141792027889e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.392713677511327575e+00	9.983110064198285727e+00	8.649464773162353737e+00	6.914379254866868330e+00	8.018372812411996620e+00	4.926507115749482857e+00	8.631128909422830731e+00	3.648441132406123888e+00	1.379166308455531009e+02	5.409641350286189976e+00	6.107846729115350826e+01	-4.863196485721056206e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.288506449435127266e+00	4.155120919809847102e+00	7.016284364057963074e+00	9.720882737830041975e+00	1.134957943340853204e+00	6.928212846203935626e+00	5.437099713116435140e+00	2.011675056677903140e+00	7.307182710002787474e+01	2.075843549101383800e+00	-5.474047940610244467e+00	4.508786564959349334e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.785705515815953826e+00	7.898064015390306558e+00	5.157544238068560105e+00	6.430596273076810476e+00	8.363456217958164629e+00	4.935716562429437460e+00	5.244097187346893563e+00	9.799883404486608995e+00	1.506997995163038873e+01	8.219797936967216501e+00	1.707574679682622616e+02	-4.997208577655074535e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.755731728118117285e+00	4.628190373863445117e+00	4.702617171547831987e+00	1.694488186543404495e+00	1.361916931689118426e+00	3.492390611017926805e+00	5.413621625595558484e+00	3.264187778260162487e-01	8.309843286302437093e+01	3.217699873199876048e+00	-4.897163979892747321e+00	8.103410768009399590e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.411907799558961507e+00	5.314654400685851598e+00	6.862379171770653485e+00	1.687960916760749885e+00	9.009696221344341893e+00	6.030834724713896478e+00	8.629442867049741395e+00	1.540209139935384774e+00	9.907063620083826549e+01	9.087896735936972448e+00	3.335908968751502446e+00	-3.094013521855895306e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.934060619141984017e+00	6.651241137989119423e+00	5.910305870339905177e+00	9.570462255877584923e+00	9.923684028977900695e+00	4.119787336831049807e+00	8.492742299984078258e+00	7.791491180170373454e+00	4.121815343165768297e+01	9.197789085932718933e+00	9.875666792602922328e+01	-2.094360201432844093e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.495321321051107155e+00	8.868988558304101488e+00	1.553149218315383662e+00	3.675459187226783442e+00	3.647943251343206406e+00	9.391083175939298755e+00	4.634512936215671175e+00	1.741574817598075242e+01	1.762373261905881350e+01	9.486753361986956179e+00	5.862378544787802639e+02	-1.969610579782445692e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.445839046629367797e+00	9.853662108112738238e+00	5.610116943984096771e+00	1.829357059465892776e+00	2.886099172671729107e+00	9.304341101906745237e+00	3.997017554731401301e+00	2.183130703236098924e+00	8.439313913607125528e+01	5.687235618989422647e+00	5.190493992232205045e+01	-9.641544206106694048e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.466162071393474875e+00	7.920235345356245737e+00	8.262478071795532841e+00	6.397415059095696854e+00	7.883123401414339426e+00	5.520102870259912642e+00	5.431431719536304215e+00	6.211714973129345729e+00	1.185194191894315878e+02	7.086113031786063665e+00	9.996781585683361016e+01	-3.024548283454695152e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.220453611049046039e+00	4.764152477073682945e+00	5.135100656982136691e+00	6.604714595245450681e+00	3.280754696109766666e+00	3.954517291505748489e+00	6.145776351250701097e+00	2.721553439100543148e+00	4.033580061704963526e+01	8.003747469831674621e+00	2.022580215397152514e+01	-4.883259728124357224e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.527077347345599190e+00	4.801825951940496218e+00	1.470749057416865124e+00	6.834794449712599196e+00	8.784529185294292830e+00	7.631705066471444532e+00	3.143662152688419198e+00	9.938923966292276191e+01	4.713197495692516448e+00	2.188814915802201888e+00	1.524501747286541786e+03	-4.617470121121278304e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.871808473955423047e+00	7.635629662508212512e+00	8.078618150248114915e+00	3.413848194288889637e+00	1.928514940575965619e+00	1.339844159742222596e+00	8.148771021446686191e+00	1.085303491141576121e-01	2.272432061418073488e+02	6.403595980275097688e+00	2.295553933591181761e-01	4.273838161759332252e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.263875169636815343e+00	3.141840848203091507e+00	2.821254623762291747e+00	1.141275286651571630e+00	2.126137372164252248e+00	5.265845654265625342e+00	5.382372618181132218e+00	8.429299737350510746e-01	6.052477420917589512e+01	1.307417706529780510e+00	-2.328723147696726059e+00	6.624380198764605154e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.217462833823084623e+00	1.991454901762216956e+00	3.328890857545687254e+00	9.687137293461077547e+00	9.821976914647073897e+00	4.033788765214254113e+00	4.010053963953062350e+00	2.870392458747441822e+01	2.253548565697251505e+01	5.471600519300788612e+00	1.115550813081080577e+02	-2.878083104340091580e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.669554333226029197e+00	4.192761304785320498e+00	2.480225696625600218e+00	3.249885773855451188e+00	7.060332672069720594e+00	9.280626869152689196e+00	1.962992753954898362e+00	4.388967589509420719e+01	4.933509028680828301e+00	2.386381726177747797e+00	6.792150930202441259e+02	-1.686019482730612529e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.880965676876959591e+00	3.585474766467200869e+00	3.966879099771459138e+00	7.083966407170754209e+00	8.620766719835719627e+00	1.098174164718063173e+00	3.148541739260676042e+00	5.403217406180638172e+00	3.483694145035992307e+01	2.654571037174224823e+00	1.983114043315637431e+01	-5.342102521105214663e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.956258723279963974e+00	3.664584323706461255e+00	7.812141806448068770e+00	7.356475396488226792e+00	3.920765233209237088e+00	5.976638906021033648e+00	9.546457020680920280e+00	2.314336218153825619e+00	1.611820509181815453e+02	4.286341679323952825e+00	-4.245255719201988853e+00	9.062327213766077421e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.795338730418026163e+00	3.091848597184944758e+00	5.660996022930384619e+00	6.491858787862849312e+00	7.085274318261700621e+00	7.664575404656777557e+00	3.740713825994120612e+00	1.659200860346466655e+01	1.843160990893181861e+01	4.892648523532114879e+00	1.419247237911981188e+02	-1.111452155251050122e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.048769899141247297e+00	1.381456080183532054e+00	2.842913890350150297e+00	3.811785252542268410e+00	6.348957574798951065e+00	5.359074372831235777e+00	2.515138741893856444e+00	1.813756655527686590e+01	4.004976739810786945e+00	6.599491225774691827e+00	5.771598326077045016e+01	-8.940402264946786914e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.345098199558961483e+00	1.171837869522824427e+00	8.899334124021505588e+00	3.434313654175781050e+00	6.431485018104164730e+00	1.759402933047236939e+00	5.146390943030748844e+00	8.582862493802595472e-01	2.221394423005581871e+02	1.671771928132655294e+00	-7.614864189366717717e+00	1.119788299461473116e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.363651863826388144e+00	9.892084211943171113e+00	8.908702557416688705e+00	6.367836649039753993e+00	7.148024550232484842e+00	9.752106641212721527e+00	3.764731846995516218e+00	1.323622448171584942e+01	7.740885117888336708e+01	5.539408028996475331e+00	4.607912727407933176e+02	-5.424521312998074940e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.561413636256181903e+00	4.853346915763201430e+00	8.830080269507115887e+00	8.801474787461776472e+00	6.182543805299189899e+00	5.667447497230989839e+00	1.306502305879139625e+00	2.644656023116726118e+01	2.016119135191177136e+01	2.649765912698832881e+00	2.969180022206010676e+02	-5.432314536821376549e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.946339617082220030e+00	4.462124422394476930e+00	3.153636546744150948e+00	9.518439452135758927e+00	4.860625477354457935e+00	6.530885360390221273e+00	3.910782855976925099e+00	2.456269889068809320e+01	2.055517194311872586e+01	6.169346372044310023e+00	3.033966853398392800e+02	-9.581638476611512800e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.666792920409495782e+00	7.119034372463173277e+00	5.062428009883418234e+00	1.954002929124406096e+00	3.482505554365844080e+00	3.129799142905560938e+00	5.901181092030592268e+00	7.193723360889097140e-01	5.099877027633223747e+01	6.730608548521430201e+00	4.750240875611810409e+00	-5.815095279047293531e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.237329069912786572e+00	2.969467992877372620e+00	9.865468949709057966e+00	2.393445394235269585e+00	7.930027451934313021e+00	5.354109814172034021e+00	5.964990935345445777e+00	1.732073463918907930e+00	2.078109489806520855e+02	6.012055807242492556e+00	-1.681820790521840792e+01	2.208080182246509935e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.035036414325140264e+00	9.551850185366490109e+00	7.949803834330973373e+00	9.496847909374281471e+00	3.041625866268487854e+00	4.862196128360274372e+00	4.221946863138212436e+00	4.206952465566406119e+00	1.436106177407609685e+01	7.648225385287799938e+00	7.354919086562924235e+01	-8.331919317349088416e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.765142565916649531e+00	8.075365658206852260e+00	1.245018247263179667e+00	7.622001268943730423e+00	7.226167634568169795e+00	1.666218854876721833e+00	5.022009793572319580e+00	1.477094451759919203e+01	1.451578009526586932e+01	4.010898474671009240e+00	1.485444154592999269e+02	-5.468027734601986545e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.608998380637886250e+00	1.800270809721158383e+00	1.593703973977975696e+00	8.941502271797629575e+00	3.100540030318958529e+00	1.947647899264052462e+00	9.687697025431587505e+00	3.537215043625348887e+00	2.276347842616929995e+01	7.879970189446853013e+00	1.425404865055007342e+01	-1.347326504935449805e+02
