G	c	dx1dt	d2x1dt2	dx2dt	m2	m1	Fc	d2	W	Fg	d1	p
1.000000000000000000e+00	1.000000000000000000e+00	4.535722876601908204e+00	7.989110047978856599e+00	6.940870750042424930e+00	8.820783216092603851e+00	3.632332903434074556e+00	1.070537626610466049e+02	6.853400428328649596e+00	2.356944446511390900e+00	5.144085562874043838e+00	4.062785203116226818e+00	2.108029249167725823e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.829060136296468686e+00	3.669414337631810685e+00	5.868371072608617567e+00	2.312739292005975500e+00	4.780297061434776396e+00	2.488175593242516115e+01	2.526551494171120904e+00	3.394814381687233151e+00	7.319082138222413825e+00	5.836421470570949399e-01	1.683291848771844172e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.578888236547447477e+00	7.033492929321382370e+00	1.420038219875780605e+00	4.945707841368255586e+00	8.172319048284752085e+00	6.326320194275146491e+01	7.415688510458892324e+00	2.441426940701471260e+00	2.880805980871302019e+00	6.226149945041203893e+00	8.651760119501189195e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.168891069207846023e+00	9.397594010017169097e+00	8.139151967231473606e+00	7.541050798896700158e+00	4.442848752687002190e+00	1.128959204370730731e+02	6.208201969779569396e+00	7.110248492215609950e+00	9.726086548903621676e+00	2.185920292246552155e+00	5.025792991130208520e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.466585576691081805e+00	6.047431707660415157e+00	7.579785561811949179e+00	7.445770010171698594e+00	5.244593743033310496e+00	7.851387287775055768e+01	6.268473244837606373e+00	7.904317578851202342e+00	5.169729456949776925e+00	1.160493040000497134e+00	8.664896530825843683e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.193118857746032546e+00	2.747681880058370663e+00	1.806456613953287604e+00	5.235322212559159638e+00	5.012233946924592232e+00	2.737271294790334863e+01	6.212694536084735653e+00	9.144861252050482392e-01	6.916694345835441737e+00	2.595217051020993182e+01	4.457215779821957824e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.398067700076360609e+00	8.157894454177165855e-01	7.248336310187173837e+00	4.208945862575154351e+00	5.346659365837204803e+00	1.135237805356695517e+01	5.970544687267862471e+00	6.977906078920947053e+00	2.384476406034194973e+00	2.269768718853519274e-01	2.066063194428719726e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.647653232296606873e+00	8.932891464245861002e+00	5.296018725248169190e+00	5.001216458670796783e+00	8.988074350024225723e+00	1.214301688296102242e+02	4.372906535912280290e+00	8.349308605960189311e+00	3.413057701684784728e+00	-2.364269925514076998e-01	7.979441828420806360e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.953906291722157462e+00	1.695833167874772673e+00	2.343691221838013483e+00	2.746216770471686441e+00	2.826372002820023877e+00	1.271941356891829500e+01	6.315491653568733099e+00	8.763348959292626361e+00	5.298116831401697091e+00	3.427332968545166558e+00	2.703572351434798193e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.884271972597030498e+00	8.981723033896955144e+00	4.932154840631051584e+00	3.052997857984061536e+00	1.038747830736427069e+01	1.020820470888927929e+02	3.078768308175835244e+00	5.692074008686912379e+00	9.497008089675535558e+00	1.937265787746188517e+00	1.326128643890923797e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.905187518401214142e+00	4.541742778989177332e+00	5.653238382748797974e+00	5.452079776216310236e+00	6.706546322951390415e+00	8.298676694669805443e+01	7.801542503537278961e+00	1.036567308552651845e+01	5.559713566624569836e+00	1.582643607408788622e+00	3.624312236086812504e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.401110870856845381e+00	9.874271820407988898e+00	1.512889313440968664e+00	4.067483375577455540e+00	7.999709671557375223e+00	1.103217151787151948e+02	3.583401475333501729e+00	5.121291823500286000e+00	9.622454587483289856e+00	4.094383136520558075e+00	2.153280474769906050e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.423842144251374009e+00	7.438584490137827743e+00	1.017451892692419690e+01	3.603596947172022613e+00	5.978531511146929489e+00	8.211732667534927543e+01	2.047864335487042275e+00	3.734574773556521343e+00	5.670365713290480336e+00	9.143462038650620460e-01	5.817019004032765679e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.784231736622942321e+00	9.583507621173859903e+00	8.271650035704638526e+00	6.858099498686637929e+00	7.746835592872736598e+00	1.500797557920713245e+02	5.248141702431955657e+00	8.569617071221028226e+00	5.874545990198459577e+00	5.345414186986449101e-01	1.041617753913318211e+03
1.000000000000000000e+00	1.000000000000000000e+00	8.949970803854402135e+00	4.266796798876013597e+00	7.763688894575153654e+00	9.415239147718775570e+00	8.956374531297593977e-01	4.579018526857034743e+01	6.955421456519192525e+00	5.419054782539502568e+00	1.832193448120809753e+00	6.487147082237323392e-01	1.115617130709736557e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.654258857233433799e+00	7.858027591127058287e+00	5.498992358925899993e+00	7.239992860980787093e+00	9.470298704657293953e+00	1.203494387393363922e+02	5.548834657311725316e+00	5.633023181942004243e+00	8.695750934744337357e+00	3.880726910080310788e+00	1.814193321246518167e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.852923216342328150e+00	5.102894404688818497e+00	3.916989449282668456e+00	4.173247138217190955e-01	1.430449227829938330e+00	2.209099029828831817e+01	4.541366766640868136e+00	6.215339187710244850e+00	2.986654106723121593e+00	1.218831899981192235e+00	2.876884544825999228e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.469041272502035644e+00	4.979109378395453867e+00	6.994332513193989520e+00	1.956968315702324546e+00	8.581806322340820969e+00	6.156512084681240538e+01	5.817620668313978172e+00	9.045368277795146739e+00	9.486950039445179783e+00	1.881151633837471415e+00	3.565427630736613764e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.915059303107806254e+00	6.109806867909814976e+00	6.823566477726434876e+00	9.551775208072168510e+00	9.715224637761162185e+00	1.280891652123075346e+02	4.707526923342636671e+00	7.732602824904510008e+00	9.187868263675154523e+00	1.585811204655710016e+00	2.759420996145982485e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.677992873701924736e+00	8.689722328309363419e+00	1.230308824818863611e+00	3.576220920672548598e+00	3.867149483018941236e+00	6.438700027747113097e+01	9.414666694476888864e+00	4.049056782295874513e+00	8.515552884308679182e+00	2.473243880396082872e+01	3.859759638059026798e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.765713813961486522e+00	1.040028229314936148e+01	6.528193417779542429e+00	1.650328269962705541e+00	3.076629375822849788e+00	4.312349277725213881e+01	8.207608507844453172e+00	3.565440784861695800e+00	5.288546488925564226e+00	4.703181930541041389e+00	1.248786316096058613e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.498244161365342109e+00	8.264757545115694271e+00	8.470621181362831820e+00	6.361164869293675750e+00	7.573837712512989206e+00	1.173500753974207385e+02	4.751056473616599440e+00	5.850390532886855510e+00	7.546854799511239165e+00	1.323721559890969068e+00	4.740070679634171142e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.987153487055254963e+00	4.808382834106700976e+00	5.873257744951299486e+00	6.871894062395824676e+00	2.390456689254827793e+00	5.065068454839793333e+01	4.183729870012765417e+00	6.484987333804660636e+00	7.844453032419269611e+00	1.843164488599748685e+00	1.666929354516437058e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.438672977126829622e+00	5.529866992894577393e+00	1.555671681469183998e+00	6.406158847402976697e+00	8.762532433976506496e+00	7.281273251438400962e+01	8.188490613759006109e+00	3.831283209269098045e+00	2.827328196091060786e+00	6.639680537905928048e+00	1.161432010159062713e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.151996935119724341e+00	8.275142068604356638e+00	8.008048605098897710e+00	3.479713557751865416e+00	1.883317778394772546e+00	4.876750064567887932e+01	1.664566272981904849e+00	8.449197222405436136e+00	5.760554417603272803e+00	5.462640108043776976e-01	7.151447538851022045e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.485689723365567705e+00	3.587639258298714662e+00	3.826691337845547380e+00	1.325876189343043521e+00	1.781653004704559340e+00	1.680333669031855592e+01	5.694862397757900041e+00	5.037014416539655315e+00	1.680511603539778687e+00	8.599772105650851373e-01	2.632021169122144215e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.686459147005189507e+00	1.338936272388961957e+00	3.725920505941043626e+00	9.168837199434900498e+00	1.050945337132148438e+01	4.993396884615948039e+01	5.447614938877800128e+00	3.899354709932245200e+00	5.452706156232371093e+00	3.616513442006827894e+00	4.588131487145292908e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.826364234553297328e+00	4.627327495125891588e+00	2.352420553566159533e+00	3.530802034943776757e+00	7.377519669220941267e+00	3.848167285571236818e+01	9.574703684264290970e+00	1.166407726387787225e+00	2.261767861103799682e+00	8.624282005349703795e+00	-1.455285265442910259e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.033952021186015280e+01	3.472575875837058845e+00	4.205991165307042756e+00	7.278534944156109354e+00	8.695419881000207241e+00	5.570200484123036233e+01	9.626861253369427551e-01	3.491303048666574593e+00	2.016933732378739297e+00	1.031991748645116891e+00	2.012732192383001575e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.224764688695808346e+00	3.447059453339558210e+00	7.498875575169583918e+00	6.927159077301272561e+00	3.722486838152522459e+00	4.016531347828194498e+01	5.905854392818965515e+00	9.202967795091300474e+00	4.397607013186326519e+00	1.201005322958465182e+00	1.227549234977516335e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.144184085492177871e+00	2.722755746030265378e+00	5.734042474155129021e+00	5.846914003533951742e+00	8.032325412668695819e+00	5.790555660154475959e+01	8.562963677086859349e+00	4.411888457730939628e+00	4.353048837908610302e+00	2.904994150710435985e+00	2.529834268768533718e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.288992190857409126e+00	1.283310111086273464e+00	3.504112175329807677e+00	3.376539360287447611e+00	5.719341108031188448e+00	1.407463716468329729e+01	4.668861901521663249e+00	2.846281923865170871e+00	6.268810348376232078e+00	9.695318253054788116e+00	4.362708639179401615e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.794247357185536629e+00	8.127488501158115497e-01	8.811100760080003980e+00	3.513150876816707235e+00	6.157857791083804599e+00	1.912281984561766990e+01	2.447794215889587122e+00	6.200284139752446855e+00	1.594720335908589526e+00	-2.840264459949790044e-02	1.992429716309764444e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.728062251302544539e+00	9.983938470926080555e+00	8.433356605109565862e+00	6.337909945427006697e+00	6.896389600994462299e+00	1.399947877054753462e+02	9.761022426295925314e+00	3.992149410829285650e+00	5.337879708727968797e+00	2.646412412789854507e+00	4.942529423562830289e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.369886895438305885e+00	4.753747226000338166e+00	8.301326913025526721e+00	9.549443776004281403e+00	6.341074848620057658e+00	7.211016165250002530e+01	5.205874414644696913e+00	1.534608256617178368e+00	3.192603200256649565e+00	2.470977900114895931e+00	3.980774067012327464e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.781228916425666498e+00	4.581628818267621028e+00	3.189815244094605262e+00	9.321862824557662464e+00	5.221541844100541674e+00	6.446561240620692956e+01	5.732098246729256275e+00	3.809021031912972255e+00	4.782288814791517240e+00	6.761251455359746920e+00	4.859682691242987573e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.573497938892157277e+00	7.424619113591661268e+00	4.615251412201638814e+00	1.471849689319734589e+00	2.755279018185175399e+00	4.185846311533977371e+01	3.941768441332711426e+00	5.687776861322665134e+00	6.641365158381631772e+00	1.226838827458879733e+00	1.442572820415159072e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.393734717917872068e+00	2.800525060448778358e+00	9.073797225852457515e+00	2.749127443079822708e+00	7.544328466176121850e+00	3.818655629832851162e+01	4.881118448574386370e+00	5.824710450284758423e+00	5.816611083860437681e+00	4.147400706779394985e-01	8.013669717887573825e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.780545724357567750e-01	9.139482954154374283e+00	7.286293637280365054e+00	8.972101939214745414e+00	3.280281438820815687e+00	1.187014345340924137e+02	4.896558328624725398e+00	4.752544789588291074e+00	7.640113569105650093e+00	2.528170923674934123e+00	4.228235148708650399e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.872789932877275021e+00	6.960912097326476200e+00	1.893355898373900281e+00	7.200708588897470896e+00	6.868886868757444475e+00	1.169437498853551887e+02	1.139297052070316951e+00	4.292110446046662808e+00	3.729767781230923784e+00	1.838652778404184396e+00	6.090488590469971086e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.656179213952345464e+00	2.233425685186096299e+00	1.508228240482479166e+00	8.525921796509548400e+00	2.881150058723128016e+00	2.739089530608488943e+01	3.033949381807902412e+00	9.724109862226214318e+00	8.432848591406397532e+00	1.734000176007244765e+00	-1.807219907410534887e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.531199399836577157e+00	4.802045322592842780e+00	5.207277562210520294e+00	1.201113883459254739e+00	6.722010199846760514e+00	3.802295839771614538e+01	8.591112172928392354e+00	3.489688766833115352e+00	4.757250668833591156e+00	4.339370139490450917e+00	1.952590854951273514e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.729463233278792256e+00	8.814055105692084169e+00	8.649253930680190550e+00	6.595139047550628852e+00	7.189944095775189226e+00	1.264072952474673599e+02	2.419731696486213668e+00	3.526931578890764918e+00	5.428671543108862352e+00	1.265809842752231074e+00	5.099981563627578112e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.905279210754156516e+00	1.015454353578391355e+01	5.527235430453226961e+00	7.819103352264515472e+00	3.119638441212953861e+00	1.040988961792585599e+02	2.519368491520958653e+00	2.941773397173210292e+00	7.309502919339176508e+00	1.696603820143537611e+00	2.406690312673645167e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.534068520116889545e+00	4.489789191857004980e+00	5.141418643062119820e+00	7.617243840287827972e+00	1.873147861823762250e+00	4.769922968234853045e+01	6.308502176673540518e+00	5.393840757061090230e+00	1.193001760457860216e+00	-1.046300188437487844e-02	1.177561743394520363e+03
1.000000000000000000e+00	1.000000000000000000e+00	8.104694590772709262e+00	6.551989555465780768e+00	1.796441026949350928e+00	5.694018379594044887e+00	2.199672768383333921e+00	4.124473096382912018e+01	7.382816773943300603e+00	7.431778714696390509e+00	6.208020592970768803e+00	7.522601222671527310e+00	3.395760442980531479e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.823234871260596357e+00	1.966984673433193720e+00	5.995310893286430520e+00	1.954366268233903803e+00	7.230371848278794644e+00	1.293877496550839368e+01	1.359230955219110859e+00	2.714103062706435310e+00	6.339413334522470578e+00	1.392490549253308840e+00	2.120187596262348961e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.742199634559840504e+00	1.028546391373783742e+01	9.000608995109788069e+00	6.065545815176737854e+00	9.040151523095072861e+00	1.549237795648342058e+02	6.842564457882945206e+00	7.727652926425268909e+00	3.722328936237479180e+00	5.557839992095779946e-01	1.163823206992772384e+03
