G	c	dx1dt	d2x1dt2	dx2dt	m2	m1	Fc	d2	W	Fg	d1	p
1.000000000000000000e+00	1.000000000000000000e+00	6.338865609824294367e+00	3.888276896258488602e+00	3.307582320889692173e+00	7.050948947146500778e+00	7.637338222900480034e+00	5.687958599847668495e+01	7.529914299235216824e+00	7.475464889092305221e+00	4.453085065850404867e+00	2.707904992656156473e+00	1.709107470361833805e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.410702847676184701e+00	8.464269726605829547e+00	6.893884855913435139e+00	6.688862799100994572e+00	4.241369468743555693e+00	9.253184008392597093e+01	2.092511969777434366e+00	1.906382869736993557e+00	2.368846886736259538e+00	7.503005229030170753e-01	3.520357374887669835e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.465504591168895310e+00	1.346249424262548011e+00	2.783707686764122613e+00	2.787819337784100959e+00	7.051762159763577564e+00	1.313798250049667260e+01	3.727754279048820507e+00	6.610899893876202249e+00	6.993498182752594161e+00	2.841930392168511066e+00	6.549839904543965474e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.533155252302045302e+00	6.374191927133206370e+00	6.091906366028230657e+00	4.769723633359052251e+00	3.434976649179749764e+00	5.227649739558331277e+01	5.795917680812333828e+00	4.217577376357493080e+00	3.552876656834669244e+00	1.604836465075889285e+00	3.795020815826960074e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.584844308981955940e+00	3.071424722583883771e+00	5.181087303860546278e+00	7.761216378208172451e+00	1.732156283618351944e+00	2.904724063377602405e+01	6.066824293763851017e+00	8.105683473244775783e+00	6.267009848795525251e+00	1.811015265185355050e+00	3.172128456920226540e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.540424984812686304e+00	2.086778744472279623e+00	9.750191396694434687e+00	1.911341990703539606e+00	9.932871159793737803e+00	2.464021429374752259e+01	6.398038364852936866e+00	3.110098205712380270e+00	6.286710107973529027e+00	2.655296842748980257e+00	3.929586249730097052e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.694427723579018163e+00	1.692375309540953054e+00	6.471387949843951937e+00	3.508207464370043827e+00	2.401337917346132222e+00	1.001110987472343083e+01	2.494626755196398982e+00	6.751772015415792083e+00	5.010780339029644814e+00	5.659810939766668492e-01	4.749731492223548344e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.273168697955439299e+00	7.256931302265111405e+00	4.138087295987579850e+00	3.485723021867978666e+00	9.904632229030905677e+00	9.720253258802463847e+01	4.420775685018409007e+00	3.117877831331192784e+00	8.522280081159619769e+00	5.822846631426592090e+00	6.459757267915568946e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.742276386210862782e+00	4.058975069676276526e+00	2.027683574820559276e+00	4.888347766004292438e+00	9.792645027900871213e+00	5.980395463868667605e+01	6.557432066057438114e+00	7.418695143189152574e+00	3.379711490181768863e+00	2.947785797591883306e+00	8.188206981013215113e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.878804810975499118e+00	7.529636111094080597e+00	2.360275842361588161e+00	9.823433556176583537e+00	8.138222674480438457e+00	1.352003424461097438e+02	9.730958543660630511e+00	8.860446208575899263e+00	5.044082359711700825e+00	4.682724642007014104e+00	1.012480412679834814e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.153086037758752624e+00	1.584871179316997170e+00	3.028334915017640849e+00	1.602463612372431401e+00	6.932351501191698517e+00	1.356224122339727423e+01	7.546576740000753958e+00	2.130049506092316580e+00	5.847049950321921763e+00	1.360213703491220549e+01	3.169338961657562237e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.960757240757966535e+00	3.839904798694006249e+00	3.258611305189540452e+00	5.668728948841164517e+00	6.189360261691257747e+00	4.551574992526949615e+01	9.301636353856983064e+00	8.795417798580622559e+00	6.978950604714031947e+00	4.521796414834223121e+00	1.263244541018647737e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.097566580236287059e+00	5.860159163620603628e+00	8.669810113466391854e+00	2.621843327225777731e+00	8.791366381108288053e+00	6.677655468617211909e+01	7.855912774240922936e+00	6.339129092358943396e+00	8.058376923070021292e+00	2.309925917904080528e+00	4.942796982434886104e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.455698722975624193e+00	8.111447786036587004e+00	6.043660044153667421e+00	9.738497690545536045e+00	3.599682343963987563e+00	1.082845285730042235e+02	6.329667171571029982e+00	2.143040510188392922e+00	4.554813629508602801e+00	4.446092475206079975e+00	1.972853703993736474e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.309668581992053271e+00	3.866261861876828299e+00	5.699530410124714841e+00	2.019899697989236298e+00	5.212494011586549902e+00	2.797361078690154201e+01	2.723160352451862387e+00	4.848593391553170484e+00	6.807927768095762389e+00	1.341299863221821376e+00	1.967547749516874376e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.184293188583403378e+00	6.627359589842353849e+00	2.034755119052995109e+00	4.631533312974777772e+00	6.570841667719904855e+00	7.430806619045381467e+01	7.004834323012810948e+00	2.449714292824287210e+00	2.354185577557506903e+00	6.630201344017181420e+00	4.412494742926001834e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.326680114920141484e+00	8.969225894680596056e+00	8.739178765823655937e+00	7.642755967442136367e+00	4.705550101785274109e+00	1.107352035304420639e+02	6.611556410361694169e+00	7.303049809264156700e+00	9.390180173178732659e+00	1.944485811955642962e+00	5.420226245084730863e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.969588885383549481e+00	6.535605541267059948e+00	7.507073946638051609e+00	7.345048618244814698e+00	4.854995559453581855e+00	7.982713802748943976e+01	6.421975407865052610e+00	7.826650287787406235e+00	4.437778587259569640e+00	9.757646139820937981e-01	8.486041444430092042e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.799070089488721713e+00	3.091625934967685119e+00	1.612239258586243285e+00	4.807855768518073170e+00	3.976817031359952903e+00	2.726344184825822126e+01	5.404469978274542896e+00	1.941488441796235698e+00	7.571338823601803547e+00	2.604593536377209162e+01	1.307806747802418990e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.676710077007673938e+00	1.227503683027489911e+00	7.377606258661209893e+00	4.116921000910968687e+00	6.076913141211639946e+00	1.245136736832076352e+01	5.750472692806336106e+00	5.552129117995080243e+00	1.179353078764575402e+00	3.262213499420154594e-01	2.071356215832282487e+03
1.000000000000000000e+00	1.000000000000000000e+00	5.935438532087236041e+00	8.825796928704855659e+00	5.883521584235315238e+00	4.580269574701635982e+00	8.655939393311928853e+00	1.167839074832095889e+02	4.006429600140249292e+00	8.326335582904350829e+00	2.853072217036239699e+00	4.635337579444039346e-01	8.385873754464757894e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.658072170068312534e+00	1.192128212331211579e+00	1.732454107764746176e+00	3.381084464002559908e+00	2.805448886478007609e+00	7.410223945465760131e+00	5.672003752784616104e+00	9.428002670367838789e+00	5.388452603404073393e+00	3.731172083143879714e+00	4.739340985349212332e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.718934711417459127e+00	8.869517512803295034e+00	5.127073240263238851e+00	2.842544125401413435e+00	9.409168660727365463e+00	1.088500880390896839e+02	2.765006255248448674e+00	5.626607122988762200e+00	8.907245827524720383e+00	1.715180066046777307e+00	1.474339349310841385e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.980170625082512181e+00	5.766992424811944851e+00	5.366520811495772314e+00	5.348267975078200287e+00	7.197102116490607493e+00	7.237154175839866355e+01	8.245486854014444589e+00	9.557618629700071367e+00	5.748569969485826547e+00	1.849036807524491399e+00	4.101944782970106189e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.444248455563050371e+00	9.458903490064905384e+00	2.504082324076251087e+00	3.405103850645364805e+00	8.413240869625875362e+00	1.118217223989027502e+02	2.677063781277490673e+00	5.825318386016931527e+00	9.365547742081959726e+00	3.454251438013679287e+00	3.913689034473588180e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.052172774904313712e+00	8.193856075886488455e+00	9.516560384299088682e+00	3.589767116128840030e+00	6.019729878231816045e+00	7.864269474016565198e+01	1.767808469756812162e+00	4.546988099434423169e+00	5.364095471075694732e+00	4.352633354518848363e-01	6.488016410185309724e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.392713677511327575e+00	9.983110064198285727e+00	8.649464773162353737e+00	6.914379254866868330e+00	8.018372812411996620e+00	1.489902561735730160e+02	4.923491965048837571e+00	8.630988836787103935e+00	5.414272217397830822e+00	7.109973863362095692e-01	1.013906827604012506e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.288506449435127266e+00	4.155120919809847102e+00	7.016284364057963074e+00	9.720882737830041975e+00	1.134957943340853204e+00	4.518760795959627075e+01	6.925024461000537812e+00	5.432780315716260411e+00	2.079333818446001736e+00	7.524216403489973892e-01	1.099886948482627076e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.785705515815953826e+00	7.898064015390306558e+00	5.157544238068560105e+00	6.430596273076810476e+00	8.363456217958164629e+00	1.169336688955508379e+02	4.936400200838599872e+00	5.238922138216591584e+00	8.220439265499255299e+00	2.997224194032072742e+00	1.692615485039468695e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.755731728118117285e+00	4.628190373863445117e+00	4.702617171547831987e+00	1.694488186543404495e+00	1.361916931689118426e+00	1.411948466108908917e+01	3.491603318219906882e+00	5.418207865480056284e+00	3.217715043881650860e+00	8.795983195302304880e-01	3.059952519706910152e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.411907799558961507e+00	5.314654400685851598e+00	6.862379171770653485e+00	1.687960916760749885e+00	9.009696221344341893e+00	5.693660183347004278e+01	6.031989969360561865e+00	8.620114630468101780e+00	9.099061798143845081e+00	1.846930492200816953e+00	3.677519921355199131e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.934060619141984017e+00	6.651241137989119423e+00	5.910305870339905177e+00	9.570462255877584923e+00	9.923684028977900695e+00	1.295281619844296017e+02	4.128334379150931710e+00	8.480694063554095052e+00	9.198579792570340530e+00	1.512538240435796544e+00	3.139987153666313020e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.495321321051107155e+00	8.868988558304101488e+00	1.553149218315383662e+00	3.675459187226783442e+00	3.647943251343206406e+00	6.484535732975933797e+01	9.398666381513692158e+00	4.627183999113292145e+00	9.485574814139715372e+00	2.467121712176011883e+01	1.490529321722377709e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.445839046629367797e+00	9.853662108112738238e+00	5.610116943984096771e+00	1.829357059465892776e+00	2.886099172671729107e+00	4.654426198796247860e+01	9.301102204452927680e+00	3.994982595518296709e+00	5.674391280218522127e+00	4.713731359720206626e+00	1.865326897539836182e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.466162071393474875e+00	7.920235345356245737e+00	8.262478071795532841e+00	6.397415059095696854e+00	7.883123401414339426e+00	1.130021639025046198e+02	5.525460677314553593e+00	5.427586263713884307e+00	7.087060974656932189e+00	1.742153388685779847e+00	4.702001289100238637e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.220453611049046039e+00	4.764152477073682945e+00	5.135100656982136691e+00	6.604714595245450681e+00	3.280754696109766666e+00	4.711512280568398836e+01	3.941701438727728934e+00	6.160759379790240686e+00	8.013031871555975627e+00	2.000356279694277095e+00	1.964211386374244057e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.527077347345599190e+00	4.801825951940496218e+00	1.470749057416865124e+00	6.834794449712599196e+00	8.784529185294292830e+00	7.485855083693353151e+01	7.632807273272566917e+00	3.143141913563288981e+00	2.175855975593344205e+00	7.215608940536152538e+00	3.537205889586235941e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.871808473955423047e+00	7.635629662508212512e+00	8.078618150248114915e+00	3.413848194288889637e+00	1.928514940575965619e+00	4.083277943031639978e+01	1.333618836152229425e+00	8.133342474242775566e+00	6.406804525733858391e+00	2.554789596386113915e-01	6.903888323285574415e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.263875169636815343e+00	3.141840848203091507e+00	2.821254623762291747e+00	1.141275286651571630e+00	2.126137372164252248e+00	1.021777303488143396e+01	5.276983134354200189e+00	5.377315790680883723e+00	1.316427863996222358e+00	9.115126500325280157e-01	2.626440441398350458e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.217462833823084623e+00	1.991454901762216956e+00	3.328890857545687254e+00	9.687137293461077547e+00	9.821976914647073897e+00	3.895920416328208802e+01	4.030585657162247593e+00	4.005560279615874464e+00	5.472100967303796359e+00	3.304564678667998301e+00	9.702318452840772522e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.669554333226029197e+00	4.192761304785320498e+00	2.480225696625600218e+00	3.249885773855451188e+00	7.060332672069720594e+00	4.322180059515457629e+01	9.286440464349237089e+00	1.960165423526595063e+00	2.389701006686457241e+00	9.123683067100747834e+00	4.886654164006300505e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.880965676876959591e+00	3.585474766467200869e+00	3.966879099771459138e+00	7.083966407170754209e+00	8.620766719835719627e+00	5.620033543079453153e+01	1.106953467455444651e+00	3.146193189576008908e+00	2.642200088402313352e+00	4.749006106289726525e-01	1.784237689625473138e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.956258723279963974e+00	3.664584323706461255e+00	7.812141806448068770e+00	7.356475396488226792e+00	3.920765233209237088e+00	4.137060432062687454e+01	5.978285313222747810e+00	9.544713370665457219e+00	4.294070746714750086e+00	6.877202617117698091e-01	1.144523976654683111e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.795338730418026163e+00	3.091848597184944758e+00	5.660996022930384619e+00	6.491858787862849312e+00	7.085274318261700621e+00	4.211120934273235861e+01	7.660744662432706242e+00	3.746256973085831277e+00	4.902581830173646793e+00	3.529081299572851549e+00	2.346052258643155426e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.048769899141247297e+00	1.381456080183532054e+00	2.842913890350150297e+00	3.811785252542268410e+00	6.348957574798951065e+00	1.394774537103238288e+01	5.360527838151574187e+00	2.519598528564907625e+00	6.612566171380398927e+00	9.888955502016528953e+00	3.518163190333000756e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.345098199558961483e+00	1.171837869522824427e+00	8.899334124021505588e+00	3.434313654175781050e+00	6.431485018104164730e+00	1.135377803091656546e+01	1.768965957572159242e+00	5.148299798040893549e+00	1.674040090683212689e+00	1.303816504351058281e-01	1.983555956976194921e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.363651863826388144e+00	9.892084211943171113e+00	8.908702557416688705e+00	6.367836649039753993e+00	7.148024550232484842e+00	1.337234213227189628e+02	9.753102703513210514e+00	3.761451494197229906e+00	5.530125979186633955e+00	3.220479598873618787e+00	4.902460354648007979e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.561413636256181903e+00	4.853346915763201430e+00	8.830080269507115887e+00	8.801474787461776472e+00	6.182543805299189899e+00	7.267801379974694953e+01	5.652078225784614496e+00	1.313786331222950965e+00	2.654027504891435019e+00	2.578452062886452900e+00	3.885860224548337669e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.946339617082220030e+00	4.462124422394476930e+00	3.153636546744150948e+00	9.518439452135758927e+00	4.860625477354457935e+00	6.416465693125914527e+01	6.530173215155492983e+00	3.915814526451954602e+00	6.167206435522317953e+00	6.542864236423846513e+00	7.968610170767371415e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.666792920409495782e+00	7.119034372463173277e+00	5.062428009883418234e+00	1.954002929124406096e+00	3.482505554365844080e+00	3.869374891497380275e+01	3.133727367283497323e+00	5.900020390120893410e+00	6.741198258190937764e+00	1.408284354060946875e+00	1.889562250818768803e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.237329069912786572e+00	2.969467992877372620e+00	9.865468949709057966e+00	2.393445394235269585e+00	7.930027451934313021e+00	3.059284104026916395e+01	5.351058769244799507e+00	5.969909754274139502e+00	6.009819665892220719e+00	1.094372895914061949e+00	7.958833528178313372e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.035036414325140264e+00	9.551850185366490109e+00	7.949803834330973373e+00	9.496847909374281471e+00	3.041625866268487854e+00	1.197421667794001223e+02	4.875372180390058929e+00	4.215700028653716736e+00	7.643227938010435096e+00	2.224868382878579354e+00	3.539473526479466159e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.765142565916649531e+00	8.075365658206852260e+00	1.245018247263179667e+00	7.622001268943730423e+00	7.226167634568169795e+00	1.199391853899445550e+02	1.670315874803465661e+00	5.028585830400029266e+00	4.029366066756685072e+00	2.145099655318755794e+00	2.456825872701172386e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.608998380637886250e+00	1.800270809721158383e+00	1.593703973977975696e+00	8.941502271797629575e+00	3.100540030318958529e+00	2.165499201790215622e+01	1.953462190680585797e+00	9.694711489754437750e+00	7.888842165282420993e+00	2.001359164147273884e+00	3.907472428578945056e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.980460673742816091e+00	4.756841900778905341e+00	5.176063922930615568e+00	2.819778927741569241e+00	6.626146022782990030e+00	4.496085625733203273e+01	8.535085271681877472e+00	4.387545010479498409e+00	4.902656023359138082e+00	3.677006157196573088e+00	2.067162981960373713e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.578887743930531773e+00	8.913812321313315579e+00	9.174930105321754681e+00	6.290257417250028737e+00	7.722967241478313483e+00	1.248659131500513837e+02	3.157961591020012282e+00	3.325151872058645708e+00	5.359024273442861919e+00	1.112183189011527906e+00	4.753147188702067751e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.798708847415450673e+00	9.500829781258467222e+00	5.857317189622765596e+00	7.305948831551168254e+00	2.961728003928838060e+00	9.772564703175127931e+01	2.752820996373246398e+00	3.190209451847381139e+00	6.828387739652251653e+00	2.010901364371743938e+00	1.706853275161643637e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.918952353696469437e+00	5.208362315051400238e+00	5.482357459905561115e+00	7.130461379473607586e+00	1.537245985602219145e+00	4.513775366532259881e+01	5.536485043559975949e+00	5.129007741614858951e+00	1.162109629649740627e+00	4.636319704543362397e-01	1.094818465335513565e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.571015555527490726e+00	6.523145560589858505e+00	1.946009646232862655e+00	4.678925574180490266e+00	2.188631139920165225e+00	4.471736614309130431e+01	7.915725717448096610e+00	7.840727527196770907e+00	6.886497961910879262e+00	7.140434442344772314e+00	4.393846024534273909e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.742103310109459180e+00	2.507940616940911305e+00	6.904100092478230088e+00	1.142929983724677356e+00	6.457126908442794466e+00	1.898942841259352932e+01	1.556983105251953159e+00	2.850464177141539768e+00	6.563919992118558255e+00	1.040306062454357416e+00	1.736031183996768732e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.974404740940105540e+00	9.927654028202439918e+00	8.401114550365873512e+00	6.245686751437383499e+00	8.631448433591561553e+00	1.476462522372241324e+02	6.198011448079826735e+00	7.385693058041219672e+00	3.782708726998286419e+00	7.539635017773540504e-01	1.151938893567058358e+03
