G	c	dx1dt	d2x1dt2	dx2dt	m1	m2	W	d2	Fc	Fg	p
1.000000000000000000e+00	1.000000000000000000e+00	4.904037648854678189e+00	3.857896406194538663e+00	3.291114387019525189e+00	5.684580848723876478e+00	8.515009168550074392e+00	6.197154337409773284e+00	-3.878150271304697139e+00	9.307386649622868546e+00	8.769404286021966755e+00	-5.859040312727919542e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.137119526247408974e+00	5.937655304558897562e+00	8.677239495220067766e+00	2.586345865200259109e+00	5.197673787505260323e-01	8.764757074419119220e+00	-6.434755334456525311e-02	7.935305734803399957e+00	6.304225969150425435e+00	-7.813031469041871446e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.519144015361992395e+00	8.020056316501801064e+00	6.049670428065465622e+00	9.725816945821470938e+00	8.829300679337841018e+00	3.622016837610169571e+00	-1.179261191936199538e+01	6.336029202291501683e+00	2.143615817712388072e+00	-6.132109289711869415e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.130462923824214538e+00	3.916598704648389884e+00	5.739199680277715210e+00	2.156132774594426316e+00	2.784421837364954300e-01	5.197086170626446844e+00	-1.903157225155379939e-01	2.757193170965606122e+00	4.835608483361967025e+00	3.821722768420779062e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.175691391977501610e+00	6.572015430839289074e+00	1.968867566774347377e+00	4.639712048689021096e+00	2.087785706770827332e+01	6.584344780236983219e+00	-7.369058743943347700e+00	6.983841663520268916e+00	2.426425420803282496e+00	-3.006865825847730989e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.173374086534321847e+00	9.021405618677043492e+00	8.832713597176354625e+00	7.608787014889280442e+00	2.853194658765416669e+00	4.755227500385786676e+00	-2.304363990784339844e+00	6.606110007609367507e+00	7.232483514838947691e+00	-3.235745848219285392e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.956302753685339901e+00	6.516346108799174530e+00	7.611611990827480412e+00	7.279003024753580853e+00	6.789314942366533323e+00	4.808739679745708706e+00	-5.062201386505250866e+00	6.419541036793300570e+00	7.741791494182463040e+00	-4.622090728295170692e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.805011551904088574e+00	3.051352751262272012e+00	1.611616217266874873e+00	4.705714848797215133e+00	1.122531878455814436e+01	4.005063696538457840e+00	-6.968640502726767494e+00	5.424164119240058035e+00	1.936474019773919197e+00	-2.708660390435241538e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.546249238920083258e+00	1.185677192510479205e+00	7.504311356855217774e+00	4.138399691747333797e+00	3.204339656951170401e+00	6.079895291196885765e+00	-1.097608762732583010e+00	5.741672125009286809e+00	5.533385528322297908e+00	2.749418737120190031e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.024570709519793787e+00	8.750468323043941510e+00	5.869811028092574823e+00	4.613949638793304331e+00	4.506263596290183138e+00	8.765264112390157791e+00	-1.151912317836718547e+00	4.083497551112260204e+00	8.320907129161861704e+00	-3.205974656172028148e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.679170159240599869e+00	1.193673824889582402e+00	1.757638569335316259e+00	3.357011716462451556e+00	5.269296485225784643e+00	2.801973633794336838e+00	-3.125082242478178784e+00	5.653341656954063765e+00	9.419558583647795302e+00	2.516872647685174869e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.680309878543798874e+00	8.829330025866028109e+00	5.203769694469116303e+00	2.847186045068560656e+00	5.359140844431615314e+00	9.447762602685109812e+00	-8.751535247271730045e-01	2.684340821414725298e+00	5.593237824439856176e+00	-1.964593737686450581e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.055506272344402419e+00	5.804177205216720203e+00	5.336921953176474887e+00	5.283995793413098774e+00	7.946926517590903849e+00	7.202625174518476392e+00	-3.050289425375873886e+00	8.397044349792947671e+00	9.540958514389085821e+00	-5.872990293950223872e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.358306334414546512e+00	9.487216606652614459e+00	2.415686535183881656e+00	3.423999716854301933e+00	1.296494031382675871e+01	8.333838686695635545e+00	-2.693383074593235005e+00	2.654032553033097486e+00	5.774770671612707851e+00	-1.150438453129682692e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.986919615774311865e+00	8.282963926098000584e+00	9.422289919906722488e+00	3.613220129379651091e+00	3.432598724551060521e+00	5.977354566229897692e+00	-1.125786003380677913e+00	1.836739473512663645e+00	4.630613742532827537e+00	-3.144394996162004929e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.256646172203147671e+00	1.000178635845151476e+01	8.763570001599006787e+00	6.881834119051595700e+00	5.100972453918075189e+00	8.063609112414621194e+00	-2.194082246902001376e+00	5.003283599869537746e+00	8.590324058940048246e+00	-3.462424478415567819e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.394346250904716200e+00	4.185372455119907187e+00	6.991990142257581198e+00	9.808346539469280145e+00	1.283451553126282541e+01	1.122234938151024375e+00	-5.449874412228786014e+01	6.976623122361535145e+00	5.416663857219186973e+00	-4.218156676412800721e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.814420132507617467e+00	7.982584333138015076e+00	5.150404313151679681e+00	6.387419101785828168e+00	2.264687945473442099e+00	8.244487615215176035e+00	-9.401447235514817091e-01	4.928587289486574541e+00	5.207750085439474930e+00	-1.617871012986211454e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.799534622285723362e+00	4.582460366657541861e+00	4.644446915188679803e+00	1.708160852831450249e+00	1.028792921235537117e+00	1.359539224028117443e+00	-6.020058287054141921e-01	3.506515236405260971e+00	5.372526396799160331e+00	2.472919874990363098e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.423336716813039748e+00	5.236086457711023989e+00	6.911125190373898164e+00	1.726175115939015070e+00	2.879452026188550895e-01	8.949721400923847270e+00	2.094169094104058465e-02	5.953618730667594505e+00	8.622405466903625637e+00	1.568046444109111803e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.959027064060314238e+00	6.658680714148745849e+00	5.865731808036338535e+00	9.558625019189028293e+00	6.388567229115704293e+00	9.934844773221604086e+00	-3.061828140172106139e+00	4.232204117150596190e+00	8.481912564354132655e+00	-3.801752099892339487e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.502321417120509039e+00	8.783950714406191906e+00	1.533332117492349322e+00	3.665414152194927500e+00	1.068353636933063733e+01	3.731097333424361118e+00	-5.440871981074700159e+00	9.349077596259274259e+00	4.606686297628075799e+00	-3.205888100896897797e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.456804390159874618e+00	9.993267650297697813e+00	5.629062313836270981e+00	1.751252980885543042e+00	1.173833220552129353e+00	2.934778948856105352e+00	-3.301914900722527357e-01	9.289876795140020960e+00	3.984278270972432257e+00	-1.259427716173787104e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.464461410441396438e+00	7.995432356875562974e+00	8.198879651725352602e+00	6.464879271028807217e+00	6.616134992954187943e+00	7.971971112441569751e+00	-2.655747924337118704e+00	5.526776957253253464e+00	5.388195949629961845e+00	-2.508726008723034084e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.177841071056116462e+00	4.880286413738317286e+00	5.123298209374165246e+00	6.603642043163873154e+00	5.437327543063033453e+00	3.246651802722218871e+00	-5.482708360654617863e+00	3.945061611225500808e+00	6.176805579102074617e+00	-3.660494881270100365e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.525887113645419735e+00	4.795687042570731862e+00	1.545034327322444057e+00	6.865632987882145599e+00	1.636690961324488924e+01	8.782263254392079332e+00	-6.426095092076883120e+00	7.598154476716707961e+00	3.256832854595849369e+00	-3.229512299900119121e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.899072533657215622e+00	7.668869976516556441e+00	8.100150505514109867e+00	3.443035135601657082e+00	2.421892873086278097e+00	1.868693434478656767e+00	-2.189998897433393488e+00	1.406912445820041269e+00	8.098006323075752633e+00	-1.595270318018168609e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.274301279924742847e+00	3.123432976103708736e+00	2.819482130493668581e+00	1.101984003806741441e+00	9.399960442671411176e-01	2.096337279914027185e+00	-2.119078443502931119e-01	5.325055085820986633e+00	5.399775620892906858e+00	2.063680967165787550e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.139791237509314215e+00	2.043385502059008374e+00	3.339451590528241809e+00	9.674445365068294223e+00	2.399405670573136362e+01	9.761877066063544106e+00	-1.165682760107173443e+01	4.044578640610934528e+00	4.008855064173510563e+00	-3.808946745782541399e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.598160955756180224e+00	4.123976857947956098e+00	2.460870495999864183e+00	3.330277949691367478e+00	2.399727690043033324e+00	6.993373560629052577e+00	-4.986514925649275787e-01	9.262902768543797904e+00	1.997760924871312405e+00	-5.276619941451370366e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.940589154166152852e+00	3.443674685091646204e+00	4.082156155204286208e+00	7.023758486059501926e+00	1.769805942512435948e+01	8.696382518812974638e+00	-7.145966032148091784e+00	1.166415344311050761e+00	3.187510440995083627e+00	-2.248639985240157202e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.933587453686832269e+00	3.622784616733973451e+00	7.765919063335416261e+00	7.474861024227098305e+00	7.404241804202269961e+00	3.805016412576164520e+00	-7.011492993600102253e+00	5.949852292892193972e+00	9.554704547903531520e+00	-1.541503809762814683e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.820088272465494317e+00	3.021499503702848699e+00	5.686119347659755796e+00	6.449743989657917176e+00	3.132314783285454762e+00	7.162984502344945881e+00	-1.466271015260693034e+00	7.752126759389113886e+00	3.743731028442416786e+00	-3.564092041915778708e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.905901460546006065e-01	1.461058076151275698e+00	2.850282780949586758e+00	3.752314841810959312e+00	1.577554156876627367e+00	6.416048630482458215e+00	-4.140420408262330820e-01	5.371263670068877616e+00	2.496100466869513923e+00	-6.179591823337131729e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.259421653430939259e+00	1.261874374679660793e+00	8.956171050459419192e+00	3.447028664017480981e+00	3.207025761725290636e+00	6.455574526656900680e+00	-9.390364767278303049e-01	1.836095303127941225e+00	5.104442963119444343e+00	8.997464107310358372e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.316058034785645425e+00	9.811454380689152543e+00	8.977150110724897658e+00	6.498560722348177165e+00	5.270375687158981748e+00	7.082085509730541517e+00	-2.332625096678762500e+00	9.745908121570707294e+00	3.758521499537121890e+00	-1.486121444560925298e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.549018600688473413e+00	4.921818351047867246e+00	8.833437863190557238e+00	8.691412939569083562e+00	7.455301754565098804e+00	6.092052305943715496e+00	-5.482209505768278035e+00	5.666018319414507509e+00	1.246554449402381914e+00	-9.931052217157329665e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.905433671852763133e+00	4.511866848380676309e+00	3.165215490878649174e+00	9.512969849742995976e+00	2.412474117539552765e+01	4.831690057182836284e+00	-2.356276555530780925e+01	6.594905010123445877e+00	3.876002503272533151e+00	-1.506164320187267691e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.736433550265245929e+00	7.029496418157314963e+00	5.079294644282432714e+00	1.978934253425327805e+00	6.801925159321555725e-01	3.517354235588519451e+00	-1.733954328700033631e-01	3.249850731726665831e+00	5.957188017150900627e+00	-5.525589409405107943e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.235907915770161125e+00	2.942573799426371206e+00	9.739447165398265938e+00	2.395279108587530903e+00	9.679194846321123036e-01	7.917398854735334446e+00	-8.000492878830181565e-02	5.437087308551094011e+00	5.970770197659962086e+00	5.116638911581183606e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.142891810885632076e+00	9.517375248553694433e+00	7.860373821224113655e+00	9.523301183845369167e+00	2.368648454917913426e+00	2.979612996132972924e+00	-3.731859540285054067e+00	4.910466617592991412e+00	4.257589266542358253e+00	-1.502386316795250032e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.789818648838334525e+00	8.118717279002060749e+00	1.211097281433643591e+00	7.589947233551204597e+00	5.377013447721441963e+01	7.293730876441255617e+00	-2.836625845807320800e+01	1.706391732214864954e+00	5.105670197655266307e+00	-2.297960174398018474e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.479108435436592650e+00	1.736340110928690894e+00	1.555831798065409277e+00	8.914479224944667379e+00	3.727005965265275478e+01	3.191742882374718704e+00	-5.376833523571747975e+01	1.927631060303587107e+00	9.680031247853525755e+00	1.622577755129536001e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.035238454698047761e+00	4.752726541843938612e+00	5.109162193738872482e+00	2.815659034886291767e+00	2.232164693141486023e+00	6.615628791587242041e+00	-4.005134252843284837e-01	8.553449516199261637e+00	4.407414368337526867e+00	-3.111634694808056167e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.490323551980530681e+00	8.873905165226506853e+00	9.224371187558194407e+00	6.227107755864218497e+00	1.117052559691203983e+00	7.729659924177821217e+00	-5.217063533453250024e-01	3.108288044601198230e+00	3.307621568766889730e+00	-1.692840719294191842e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.811318094372218468e+00	9.528920907243898952e+00	5.848433151826628595e+00	7.307837307323935327e+00	4.728843919941315477e+00	2.886238798265940098e+00	-5.821531013778983521e+00	2.775240525774798961e+00	3.146999437991328641e+00	-9.024656635428142337e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.884721605181051363e+00	5.194553121631264148e+00	5.468457885228696469e+00	7.099962727787533012e+00	5.061874453403791385e+00	1.516918281456132611e+00	-1.185228948706777352e+01	5.568345033108614395e+00	5.068042137477776876e+00	-2.569480827458020755e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.682425751732042229e+00	6.490925947863505741e+00	1.879902783003430500e+00	4.647919909437445263e+00	1.812873919901833375e+01	2.206567089678360016e+00	-1.946624207251734262e+01	7.811148678122849631e+00	7.881546861573509588e+00	-1.313221283426810082e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.815932727901042654e+00	2.491439489295700582e+00	6.908561327819673359e+00	1.155904245390836582e+00	1.069207576790235592e+00	6.473301560878620187e+00	-1.267408245310242820e-01	1.559643939985726924e+00	2.865242524146819125e+00	2.589235620811579608e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.944765054794274306e+00	1.003378587385573439e+01	8.253892070851316376e+00	6.147775376333188824e+00	6.672479219767418535e+00	8.617365256732709256e+00	-2.386699514836570390e+00	6.214032065409257122e+00	7.484116276348813379e+00	-2.982299797183515722e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.243041339491664843e+00	3.061852533936211707e+00	4.414782190363042425e+00	3.265512342631146758e+00	3.891293593675040796e+00	1.390033488965626951e+00	-4.503370976954800931e+00	2.068301516222569081e+00	1.243225896648127327e+00	-9.399576407607581174e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.089586613288335393e+00	9.426673228377993041e+00	7.983995442018580135e+00	5.177735279371425747e+00	1.247890507206504962e+00	7.583001994163304005e+00	-3.805355340109102813e-01	1.347792665229193387e+00	4.730620425302884513e+00	-1.889571185343748638e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.465933727329021607e+00	6.879277158129335490e+00	9.693647592445133299e+00	9.559433945098794183e+00	7.418416936157186115e+00	4.056699982115214986e+00	-8.684469071979153298e+00	1.401086267227258375e+00	8.028498352099159519e+00	-6.311147930605375933e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.848643231568584788e+00	6.461646649105394324e+00	2.747533880968197284e+00	4.660906828027801652e+00	1.268588630050782484e+01	5.329808709200992922e+00	-5.488915873992546324e+00	8.464911654517353057e+00	4.032001163201276661e+00	-9.977784756900868857e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.996024301326066563e+00	5.535464932249007930e+00	5.722380276792416787e+00	8.561173201020420009e+00	9.007659631574531645e+00	9.252565229985574291e+00	-4.030254804959332304e+00	2.118530924686838457e+00	6.139828395651614201e+00	-3.080141956003667048e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.899868129334383759e+00	3.200169926604083503e+00	3.526737414301762463e+00	2.664225080121410461e+00	5.947183735475267241e+00	3.983693760662197381e+00	-2.115558657975531887e+00	1.406393642608627204e+00	2.818357609184136248e+00	-8.040855657315910321e+01
