G	c	dx1dt	d2x1dt2	dx2dt	m2	m1	Fc	Fg	d2	d1	W
1.000000000000000000e+00	1.000000000000000000e+00	1.211398110789569271e+00	3.025155449615928749e+00	1.304525616118844544e+00	5.888647286554402172e+00	4.574132732472941498e+00	1.258163421028116735e+00	3.276698431913557030e+00	6.434632127276685987e-01	2.538753187404430456e+00	2.285824640350072379e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.763395719687002483e+00	9.905126852799751802e+00	1.589146445340068547e+00	3.525294857228431944e+00	2.303200509682945540e+00	4.528939473769058921e+00	8.020397085298800022e+00	1.561300698536104495e-02	7.326266631382548411e+00	3.618326318412512510e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.517586441780897744e+00	9.446884843863294634e+00	9.082276286008838184e+00	3.828822443914433826e+00	4.302024873636133839e-01	7.267875919483699043e+00	8.342567405316559714e+00	1.158343871866885089e-01	5.788626517985512088e+00	5.902921811402097596e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.916536139892318857e+00	1.406990671470972565e+00	2.252843014053140802e+00	4.120465916107197479e+00	1.844024375872739485e+00	2.700740402066851953e+00	1.111515603934634999e+00	6.864370827170103162e-01	6.719195648767480655e+00	2.814752161227371818e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.674144739339902710e+00	7.432647220173864255e+00	5.857534026723842047e+00	6.691987042793133611e+00	1.142275034646606624e+00	6.725784092712407514e+00	1.120191963189169115e+01	3.663614228851171939e-01	2.816300361303656796e+00	1.349795042987820537e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.519728988191699770e+00	9.379416682349900114e+00	4.797124416340703412e+00	3.857232010208233142e+00	8.584661934401838224e-01	3.388500050437231348e+00	8.060359054632565190e+00	2.288244569453082577e-01	2.830620416908021575e+00	4.250050162528337339e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.744192634813316545e+00	2.680231061971140694e+00	4.118911021450069931e+00	7.671301878903957316e+00	1.850341273025103206e+00	8.882363012910618139e+00	4.705406824027735802e+00	4.916855900141145486e-01	1.401200596729252235e+00	4.151286724486626412e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.666253308517708476e+00	6.080396467885312184e+00	9.100801601018090992e+00	4.667103914076850657e+00	5.259248844502955045e-01	9.087239316689089463e+00	6.791844040770155466e+00	2.915401029058904969e-01	3.873148512416132672e+00	1.783377111821073058e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.950445050361526711e+00	9.299250570975260644e+00	1.318512674117296335e+00	1.621598761358980623e+00	1.339923614762179360e+00	3.719024810937583858e+00	3.355168875027410458e+00	2.855596310489223397e-02	6.019902993280367376e+00	1.775527956746013603e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.613097760201319009e+00	1.313622590119733147e+00	7.036773744015782484e+00	8.044340356187779761e+00	1.153212851311103293e+00	3.058039031172803401e+00	2.149918064632859505e+00	1.709689005001042927e+00	8.831224286273103630e+00	3.973204371841026017e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.508351056160433856e+00	7.305241040781356610e+00	9.636465607106524445e+00	3.674177225069385599e+00	3.607617110072004474e-01	4.704588471295199525e+00	5.826787382231113810e+00	2.123693439351403422e-01	6.991568373905455047e+00	7.155922069090115301e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.173985609795511476e+00	3.696470612563533820e+00	6.007335540782873906e+00	4.933177670515551227e+00	8.094705675021872660e-01	3.228159236488806538e+00	3.836547149099345244e+00	9.395985064507201834e-01	4.959970770629302805e+00	1.282450648588886644e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.684335869516643047e+00	9.312807243112471767e+00	9.484219488039618895e+00	7.120101147754174242e+00	7.699515395260841943e-01	7.013061695416576313e+00	1.542731136637834410e+01	3.314802339360029548e-01	9.617521940048446183e+00	8.139976657887345368e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.331209526187143055e+00	9.691680932885450517e+00	1.414494962789612176e+00	3.899054360778399619e+00	2.691841461655691603e+00	8.401810465640613401e+00	9.214285376713174713e+00	3.664026496393877480e-02	7.408468569278380045e+00	4.605397124375727735e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.134773600249389780e+00	9.493829009481533632e+00	4.829200350861690083e+00	1.518868673774395939e+00	3.320826236269479592e-01	7.030840442022109116e+00	3.330311443832848717e+00	1.084712079988209843e-01	9.270245168178375295e+00	3.054263236734885423e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.022580341163264350e+00	5.322823035626956134e+00	3.359878999079894957e+00	4.365231435520263936e+00	1.290381204804190052e+00	8.482628708291295894e+00	5.419137814874449788e+00	8.595214187536619199e-02	5.793332318663278357e+00	1.833326182355488720e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.755192261200174464e+00	8.733823873367461132e+00	7.605975416513810927e+00	9.417761077097962286e+00	1.249408144621546146e+00	4.643320027147958662e+00	1.884125395805430614e+01	3.850690162100561809e-01	3.270693171136445976e+00	2.276179881080670953e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.640211843352028076e+00	8.650642889575717476e+00	9.817497863999330221e+00	6.772610920501789700e+00	7.066722512485211771e-01	2.330819326144166759e+00	1.206907856999011486e+01	2.238840522924075982e-01	1.384140100882415458e+00	5.659351524641774489e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.294142720176743033e+00	3.912908649368012082e+00	3.273993829028643443e+00	7.012243103589532289e+00	2.133296955072665479e+00	7.696367939285929438e+00	6.370179429555509643e+00	1.474917307576308068e-01	7.591060770329976393e+00	2.674899913340334390e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.441591460872025721e+00	8.443608917019343352e+00	6.968297559586937417e+00	6.691042286275134643e+00	9.761726497317062545e-01	4.288876058820977555e+00	1.269787819790816741e+01	8.876558245705651329e-01	2.035799390312432067e+00	2.769297873800345755e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.350948403152234079e+00	1.410329822771493768e+00	2.769254717160951174e+00	2.830226220432744633e+00	9.862732809676814094e-01	7.126060929950623013e+00	9.394470592552051080e-01	3.428316644596511864e-01	3.682594447642110413e+00	4.631123693442911637e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.508329692192494687e+00	6.346649294930271523e+00	6.065281887036587882e+00	4.845805360160111874e+00	7.679940597093558585e-01	3.456772113880616004e+00	6.640425270329150642e+00	4.628979736237092690e-01	5.900555843109296816e+00	6.003108490689304411e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.682710189156301661e+00	3.154057983033092150e+00	5.170967490361326746e+00	7.807659765779778382e+00	1.512355325425414732e+00	1.728655884306572021e+00	4.666463944868992186e+00	1.549072635149226995e+00	5.988693213868363507e+00	1.608801711602555429e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.563756170934089695e+00	2.109253130120573694e+00	9.758705979554070709e+00	1.873301783707477464e+00	1.878850201506618023e-01	9.995615516295281111e+00	9.393316194674510289e-01	5.221112130655215511e-01	6.336326651395356890e+00	1.438593155701358839e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.699715688483347975e+00	1.691696164245823253e+00	6.419826878567536532e+00	3.520645740941186652e+00	5.335322363072236840e-01	2.443882495415961476e+00	1.220919890019967591e+00	4.147113632575092357e-01	2.471078100596341809e+00	3.657928534105172247e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.383022724061895303e+00	7.217209206492506191e+00	4.114367114469459352e+00	3.490288205409360245e+00	8.546800286640530153e-01	1.001806739709642358e+01	6.037339267565788425e+00	7.078033169262115676e-02	4.404455716337025706e+00	1.796855609299596424e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.615094892522843661e+00	4.053964615935394811e+00	1.992736482504497530e+00	4.816057208475560181e+00	2.396914063764736369e+00	9.847739706858099851e+00	4.668739288094883477e+00	1.513770056752725413e-01	6.505715561483031095e+00	6.694654684192483662e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.834921873320037422e+00	7.511565480916056359e+00	2.407894892914207663e+00	9.844876505720298709e+00	4.164059958414743967e+00	8.152726618282091664e+00	1.736826564580637822e+01	2.269265477169158662e-01	9.664803871116596667e+00	8.407601090704319713e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.136384508400485771e+00	1.518206082336289953e+00	2.978932604264686201e+00	1.708031564154401938e+00	5.315159261115228739e-01	6.870853806072776848e+00	6.877220742098044681e-01	2.946603257143307064e-01	7.631521252707810454e+00	1.290212134464804983e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.007829060863204340e+00	3.825506755105877232e+00	3.161752567131416836e+00	5.670064323823806873e+00	1.739400933182174036e+00	6.168621193998018448e+00	5.166993351398335932e+00	1.895939133270015398e-01	9.317861703202268586e+00	1.893262796047687324e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.145737337980242909e+00	5.810704807196120925e+00	8.546928412872784264e+00	2.527983046508182952e+00	2.947375586290748584e-01	8.716698190434700066e+00	3.727814642444864823e+00	9.209935627100080957e-01	7.892011932967120558e+00	5.627930777223101977e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.409721231123024054e+00	8.149108114769784805e+00	5.969815822723637311e+00	9.737727466804747323e+00	1.600840999948993648e+00	3.593241372936397227e+00	1.726071662435620624e+01	1.505328877034189938e-01	6.317924299256171494e+00	7.690687396340177173e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.363509061392820909e+00	3.941442947350489501e+00	5.785697595076902289e+00	1.954028742031204358e+00	3.385061359467851916e-01	5.259573329350977211e+00	1.687196472750505549e+00	1.832004638959970233e+00	2.744090340678752682e+00	9.979152360642236985e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.162054978630903790e+00	6.564767160049839845e+00	2.033814721949179116e+00	4.679159228320958874e+00	2.285491779485802510e+00	6.574309757722989644e+00	7.058974638069067886e+00	3.283468122794516025e-02	7.051351538107604178e+00	5.969437694365167246e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.394597510263278828e+00	9.069058075787893358e+00	8.768934467895762808e+00	7.669377772502143031e+00	8.647210299413490286e-01	4.756367123102271499e+00	1.550307718980520200e+01	3.385442925065670350e-01	6.555757328712418008e+00	1.151444723761597011e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.906810746519052024e+00	6.535617195743457231e+00	7.534951712819573544e+00	7.331737847157985932e+00	9.917406726760680247e-01	4.865765555395006992e+00	1.069653946909323672e+01	1.750484082364781036e-01	6.436751910540079002e+00	1.067099054419948345e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.798725675250459233e+00	3.042393311794481914e+00	1.612117540192321563e+00	4.786630564999585502e+00	2.982862680815675294e+00	3.950605782975645575e+00	3.264203824512280416e+00	1.578273346147659739e-01	5.446258946992196037e+00	8.301474110142875729e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.654082820373241169e+00	1.261762108599302490e+00	7.366386717385575267e+00	4.107228470462545467e+00	5.439101866647049199e-01	6.082859246552128063e+00	1.254686260707287504e+00	1.169898123985306349e+00	5.842659809277681582e+00	3.499421788393197374e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.977548136630933762e+00	8.806052912037582558e+00	5.949519069645325509e+00	4.578959339443675169e+00	7.737454278337216884e-01	8.680885610814076614e+00	9.621905519567139464e+00	1.280117727208926193e-01	4.116847553198481613e+00	4.869715866842933671e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.635395565270454377e+00	1.186877561410380366e+00	1.743589495643651954e+00	3.336682389093691192e+00	1.940878235412660358e+00	2.821338825983252363e+00	8.203347201351879336e-01	6.681265506213037719e-01	5.677646864491330270e+00	1.913080531274159668e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.723964204452451909e+00	8.849824421625386961e+00	5.201959057439615286e+00	2.772872165685527079e+00	5.699436231895890215e-01	9.418105041443766368e+00	5.969301314202868802e+00	5.795494017460322417e-02	2.840470936914447631e+00	3.197976750175681726e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.003625608786975931e+00	5.714997806809857472e+00	5.396546646203713493e+00	5.408999329000784506e+00	9.920251932786358084e-01	7.159899121290940194e+00	7.238870155420457309e+00	1.229316201606070469e-01	8.100079350122058486e+00	3.576920736216650631e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.485001543840599680e+00	9.491886372512338355e+00	2.457858302582285326e+00	3.395940598231757424e+00	1.367236901391718717e+00	8.385874918399425226e+00	7.683186522855161904e+00	3.278786564084658350e-02	2.757153630767600117e+00	7.626232878954625205e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.101450765621903471e+00	8.173121727052667040e+00	9.483833311540077915e+00	3.596197650358418318e+00	3.970175836857376961e-01	6.128733412978706774e+00	6.743689206443482576e+00	1.296275095719723880e-01	1.724873322804780340e+00	2.349922867495759959e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.392526535256000564e+00	9.901483813266615641e+00	8.609610268347976714e+00	6.926247953050411965e+00	8.061122696147745570e-01	8.082564239740534617e+00	1.621663488157535937e+01	1.443816925222856096e-01	4.912987199002385452e+00	1.126163960517984108e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.274231196399890464e+00	4.187062672966823662e+00	7.088429799043160173e+00	9.734268167524868787e+00	1.407333722725819136e+00	1.065524234176045582e+00	6.991401319664740655e+00	1.891298096108299243e-01	6.948966747776466057e+00	1.775116355088679754e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.777505743402280736e+00	7.837626176160593872e+00	5.138294547839230120e+00	6.369191634953446979e+00	1.264218088476730006e+00	8.236496254001842487e+00	1.190598990958575065e+01	5.081872214346440098e-01	4.931033294915004639e+00	6.056501633255122918e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.765235225021335008e+00	4.553220560432066577e+00	4.661800984559115513e+00	1.602095680287922264e+00	3.472341161905931894e-01	1.365399891502429908e+00	1.414418967506818170e+00	4.527769711976721290e-01	3.501564976810171093e+00	2.853490310252861040e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.420554315995778527e+00	5.385227120624953123e+00	6.876418229116407765e+00	1.648384383510724582e+00	2.589144936751894832e-01	9.057887393087792560e+00	2.096946964432554239e+00	1.426081093447926662e+00	6.110644360476757520e+00	3.666961292348381196e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.920007595687602819e+00	6.580994918149773554e+00	5.903521590979487144e+00	9.584230340869101639e+00	1.639849032007044904e+00	9.899343768989139036e+00	1.504576748174511103e+01	2.658486779012008139e-01	4.101942015169253608e+00	1.396885287891623229e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.499134958477370105e+00	8.734226594828028212e+00	1.576722996796174225e+00	3.636210450732229038e+00	2.377050667622356173e+00	3.702256378672517556e+00	7.205601936129919061e+00	4.254193954670642402e-02	9.336178608587628602e+00	-3.456236607964391361e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.360022823056072916e+00	9.891401974493183147e+00	5.716872778432619207e+00	1.809389644643412787e+00	3.397169657588552383e-01	2.896116363077762657e+00	3.874380747565950855e+00	1.877291637542056468e-01	9.403296158747890487e+00	6.017336068127798754e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.494756909988510074e+00	7.897556324161399743e+00	8.308049148171024356e+00	6.506559875516604308e+00	7.876190039092563211e-01	7.879388407043126819e+00	1.193896849020103446e+01	1.253228889074687880e-01	5.550245615241378161e+00	1.053873689047407147e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.220582296675301492e+00	4.747792546620918763e+00	5.134650328686217513e+00	6.512939276842669933e+00	1.283998626845589186e+00	3.318422269733770413e+00	6.775971760412924816e+00	2.816289929808267756e-01	4.056413447955362628e+00	1.058133660122470232e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.582634912359246027e+00	4.774716873294667430e+00	1.389840968586971703e+00	6.795670555178064731e+00	4.646498217655185670e+00	8.761090452651359328e+00	7.616736016338450099e+00	9.888185671380129993e-02	7.681572024905431562e+00	5.528334267129598745e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.884273437156807063e+00	7.651128869525363640e+00	8.048897603098556175e+00	3.509288548650475459e+00	4.168355348375746838e-01	1.909966586016432100e+00	5.195529725880591698e+00	1.945040356287022210e-01	1.257801713855049019e+00	2.398566720311688982e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.174230571750953800e+00	3.107119366239284197e+00	2.851535528035608280e+00	1.133581866448153175e+00	3.805070532008686390e-01	2.170100431631944993e+00	6.799985168133712010e-01	5.088907021657024243e-01	5.308328017383503905e+00	4.526763734565087960e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.200372614707973185e+00	2.076385589468903614e+00	3.262926704458267491e+00	9.646920702512213452e+00	2.929461017083402563e+00	9.810653879664320343e+00	4.534853940894176816e+00	2.162259519087160742e-01	3.972929384037494405e+00	1.421784781331844272e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.660134964817514769e+00	4.109474419203526629e+00	2.600574099230791081e+00	3.321307259385671617e+00	1.308489380320932538e+00	7.168520129197809787e+00	3.104156524661792371e+00	5.033617256964166842e-01	9.285230692089006865e+00	7.062186777498182799e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.922190652312105286e+00	3.609900004491726655e+00	3.972731612352057073e+00	7.087226420878288913e+00	1.801750872882677879e+00	8.659777328776804950e+00	5.983022408983287299e+00	1.175192325769086332e-01	1.103873421227302920e+00	2.940100417773258101e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.838153319041393452e+00	3.702495271526450971e+00	7.813460788053464334e+00	7.340813588922443955e+00	9.249112860082279175e-01	3.953215561636837183e+00	6.088942836921915180e+00	2.808373019098027168e-01	5.886585925369782757e+00	2.187043423069835058e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.790669892693714793e+00	3.060209149414037544e+00	5.637662915470165181e+00	6.500480402230992105e+00	1.158970412502148495e+00	7.085657257719216062e+00	4.668242376246023895e+00	8.042561015756153342e-01	7.621379980211140825e+00	1.066842225831225655e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.077500739832004673e+00	1.321886768378934152e+00	2.871359597971831601e+00	3.780540649410931930e+00	1.334896641720788146e+00	6.395823881520390941e+00	1.146361009388442875e+00	3.748310994928882867e+00	5.486142443502614263e+00	8.045020123731841721e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.303351091783826021e+00	1.217452395747218086e+00	8.836529875475068962e+00	3.384785668800290193e+00	3.684013902533745943e-01	6.410778802684110822e+00	9.699678367662527556e-01	9.724777660171275429e-01	1.781705084468694134e+00	1.412017605628380466e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.365755188476852844e+00	9.834378383023404169e+00	9.035774514876788288e+00	6.372865111830310347e+00	7.383428528821533998e-01	7.158173108997811340e+00	1.475112699264173699e+01	1.353931315170499583e-01	9.742518989272346275e+00	5.557913489270410068e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.527127356707906003e+00	4.816208540118372738e+00	8.907945378534396497e+00	8.740131638966309069e+00	1.011021162524307737e+00	6.128322555089842361e+00	9.723202496865713584e+00	2.608010171064472638e-01	5.761552307967594544e+00	2.691144476948348085e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.901946378620246847e+00	4.508302199534022670e+00	3.203515319774976167e+00	9.521182429113432377e+00	3.026195740452568117e+00	4.918179151118161840e+00	9.667629390398754907e+00	8.648012788893140457e-02	6.505938016070684782e+00	3.124190200442069631e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.644296925775567075e+00	7.118758248930020294e+00	4.984379455458999963e+00	1.972337598045572404e+00	3.863881887748613631e-01	3.499133336463840394e+00	3.181555752906781276e+00	6.138793485422783247e-01	3.124472554017636572e+00	3.199507413760513508e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.187726713472136097e+00	2.864307088781969490e+00	9.876249115001282775e+00	2.439636875130005489e+00	2.488103847814615022e-01	8.025218433751973635e+00	1.494013158231433991e+00	8.894895720392398397e-01	5.405840002121309773e+00	1.638531439867369954e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.079821075285307685e+00	9.646842281194457414e+00	8.014873827655174310e+00	9.563685144033557961e+00	1.198322575972581516e+00	3.166759116645434524e+00	1.939629569743759774e+01	5.376325693067792733e-01	4.840360341149987811e+00	1.697933771398470171e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.728152963571947254e+00	8.047619806016022892e+00	1.277256003387685857e+00	7.606853019910544411e+00	6.118839484211927804e+00	7.272766372853868511e+00	1.421744740439098464e+01	1.955018930260471466e-02	1.633107105496074407e+00	1.006447111163899510e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.560814860607948162e+00	1.782293004682244275e+00	1.531508347241814727e+00	8.973979607679455128e+00	5.632409442467730010e+00	3.103722491054035526e+00	3.470942322315035966e+00	1.467849240884420703e-01	1.831798037217464037e+00	6.712737716283097456e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.073767981993936083e+00	4.772456656331859115e+00	5.139486478181190421e+00	2.850355853223382585e+00	5.732018999540057225e-01	6.576439888894708652e+00	3.189724914692984026e+00	3.148996893495473737e-01	8.485874693060234009e+00	1.913054931209051235e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.624023367933636663e+00	8.946838765752383793e+00	9.158027511298662660e+00	6.306018897816564106e+00	7.223904190484350396e-01	7.772985650436997851e+00	1.316561814950959075e+01	9.609268512228356096e-01	3.106478781196075456e+00	2.798761956731802769e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.698090045218631605e+00	9.611687486075251030e+00	5.814996445549310167e+00	7.284301412051313207e+00	1.271973850093228497e+00	2.979879090643655193e+00	1.495638537598666140e+01	1.844873644126614198e-01	2.763323694971897115e+00	1.079304291258306137e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.885258277172730867e+00	5.114261423351019076e+00	5.564726410048447036e+00	7.065353799637460241e+00	1.306111642559908192e+00	1.568796187389325247e+00	7.052362749794655272e+00	3.091867926164467706e-01	5.510712218259407713e+00	8.740945559377703233e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.579578455191529507e+00	6.566651507773959118e+00	1.843191648532998217e+00	4.700540466920312355e+00	2.392748835120405815e+00	2.272984307829308825e+00	6.310522131873454121e+00	4.172440386859656986e-02	8.037116996058676577e+00	3.420470451310463345e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.755539864576715736e+00	2.544640296491376130e+00	6.947238509243200077e+00	1.046155151436250597e+00	1.535086733098164902e-01	6.409066802965401877e+00	7.390883637822475150e-01	4.513980315823023504e-01	1.499495238896912941e+00	1.498547466704364872e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.904244600782654118e+00	9.912886942378566602e+00	8.327571960861664735e+00	6.231835355965789525e+00	7.333978230848039459e-01	8.594671293476547902e+00	1.461770033015594805e+01	1.026472245662629901e-01	6.268113284044456890e+00	7.682864428026569215e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.312639474206276802e+00	3.128842571793615246e+00	4.370703112488140363e+00	3.139676216028828293e+00	7.331874530701886217e-01	1.392093392307510058e+00	1.869041038240011554e+00	2.973714514810513188e-01	2.084950033558407689e+00	1.129013216972596112e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.121011905343859638e+00	9.536561088699922806e+00	7.869536186699288116e+00	4.979943739569469230e+00	6.633604489508231339e-01	7.652091728806722060e+00	1.118265990034028512e+01	5.314416133180560609e-01	1.372410539040760158e+00	3.347165246457814902e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.445285095305299805e+00	6.769939097912918591e+00	9.649973017574039247e+00	9.570746586888860818e+00	1.019015896265091259e+00	4.102091139505906980e+00	1.464757669992989086e+01	2.045709538486545631e-01	1.515623550806179054e+00	9.563782060620891912e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.920495777935944837e+00	6.566973385921716755e+00	2.917315467426643938e+00	4.650687658789459888e+00	1.630647490562273649e+00	5.257967643393789636e+00	6.790748098950428968e+00	6.597408825156755863e-02	8.385780567051824619e+00	8.442499456243195421e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.075974111883194695e+00	5.527480228140739804e+00	5.724589351849055596e+00	8.595464330724203350e+00	1.485297890232273543e+00	9.400944992360731334e+00	1.139704448829437666e+01	1.901047867577133066e-01	2.061118549190009475e+00	2.632096890585920690e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.962983203209952343e+00	3.012868897059655549e+00	3.518072271245514138e+00	2.666878885927245424e+00	7.649943930148268567e-01	3.922314103549404685e+00	1.932833219129180602e+00	1.547054031602863866e-01	1.391975971324895811e+00	8.714602111133871176e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.528466785107187143e+00	2.574188633991230990e+00	8.191853120175379033e+00	7.091628005282593072e+00	8.634568059857874456e-01	5.142401057435575851e+00	4.140729629188623306e+00	6.310746773344964033e-01	4.878941757802956580e+00	4.026055530310399888e+01
