G	c	dx1dt	d2x1dt2	m1	Fc	d2	d1	W	Fg
1.000000000000000000e+00	1.000000000000000000e+00	2.807971331577355567e+00	8.756745756760093258e+00	7.579254752804300388e+00	2.654554918286688121e+02	9.497845930638911582e+00	1.479127439512889275e+01	4.573274706037619985e+00	4.344800359273837675e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.635095316605735150e+00	8.609026495359083597e+00	9.828403662430162058e+00	3.383488875441191226e+02	6.781741877114550121e+00	8.253094296181908263e+00	2.402885235910642514e+00	8.235331862369346112e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.329581376223640810e+00	3.880408922389640303e+00	3.314158109269508046e+00	5.111318767278306296e+01	7.051959651258898454e+00	8.360801632004145389e+00	7.636587709627533194e+00	2.893514152644265369e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.412087885585436631e+00	8.459788398675630816e+00	6.887575581648896161e+00	2.330756373168689777e+02	6.694029327940999252e+00	2.270790882439590774e+01	4.248090984211348342e+00	1.320144261293731691e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.469784780843464311e+00	1.327458552638508760e+00	2.786665757876897409e+00	1.507543752567941908e+01	2.787384735384402568e+00	3.295402522917694199e+00	7.046041589612878298e+00	6.903575496648170606e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.535186344737078823e+00	6.354824735234937627e+00	6.076080140271290730e+00	1.551784729133655674e+02	4.762240664495609010e+00	7.881804387938941225e+00	3.439084246209517914e+00	5.548889646341006454e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.587389330244187491e+00	3.061890368498174197e+00	5.177860457283835594e+00	6.372225133812050757e+01	7.758890801325203590e+00	2.101763826809397528e+01	1.739320568716421489e+00	6.219871071759110193e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.541006716061771087e+00	2.077459112899164406e+00	9.744521921598371605e+00	8.130571648081696878e+01	1.914093394911941415e+00	2.128043049780823814e+00	9.930285149408145884e+00	2.218012473621314840e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.693428232652424370e+00	1.700247451229346840e+00	6.485874449695923971e+00	4.388929053868460528e+01	3.495327290954023169e+00	3.906253288882222119e+00	2.414933235638489162e+00	2.988727505707317711e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.283409395633507089e+00	7.267243330218014385e+00	4.148997821210897996e+00	1.206203081213921706e+02	3.490786055816999855e+00	3.965666785015852902e+00	9.890881679602424370e+00	1.032219852897556223e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.744598670078639113e+00	4.061042100647052955e+00	2.028186470890545490e+00	3.309999625723069272e+01	4.888633265757599489e+00	6.676827769613613128e+00	9.790003344494101256e+00	2.750406891996514780e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.873367970117427284e+00	7.510548392104560378e+00	2.363906694321258328e+00	7.081168211119270950e+01	9.814030896743027199e+00	2.099624218496559180e+01	8.134776535657318064e+00	3.656322509802191201e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.165471851163441208e+00	1.581542596175221860e+00	3.022339327532126863e+00	1.907281034463369451e+01	1.602494292203673121e+00	1.865792463243038046e+00	6.932378436150134604e+00	1.327538825005404810e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.970251952934555462e+00	3.842548002955914477e+00	3.267663007796920649e+00	5.018439207669651836e+01	5.665579912224551151e+00	7.111558964449875120e+00	6.197519700673656651e+00	2.167532140692701059e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.115404014969417101e+00	5.857016999051240624e+00	8.666540173527565116e+00	2.026932207481892760e+02	2.613887733977349193e+00	4.993594447245114587e+00	8.797778662965850316e+00	1.846206859373984210e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.450511493155010712e+00	8.115689554107969883e+00	6.053174621488633278e+00	1.963690984159483435e+02	9.746316285411792180e+00	1.192819538028630255e+01	3.606284151253047021e+00	8.267936619235620732e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.310811242500834251e+00	3.871914836013095940e+00	5.719299854305652353e+00	8.821574345977170140e+01	2.021020850696761073e+00	8.543556255864737992e+00	5.202632846198261163e+00	4.021526819945367981e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.172614658491649919e+00	6.642122587965267222e+00	2.029777211975168694e+00	5.386899985520601319e+01	4.627857606109080812e+00	5.213489510473199751e+00	6.572370560639110515e+00	5.808083864375497285e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.332013644146306408e+00	8.972570036348759714e+00	8.736855856653500396e+00	3.135958061486545034e+02	7.642159217375113833e+00	1.091560777117740422e+01	4.698690945723151380e+00	7.217634265602874688e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.959733530603437579e+00	6.543154605016288983e+00	7.505554702201637340e+00	1.966810215062540976e+02	7.339083866838767456e+00	8.566599645159941545e+00	4.837704407223951009e+00	1.968060330994466645e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.815809962947720457e+00	3.097706716655192594e+00	1.611416852852129988e+00	1.992736003988697746e+01	4.806315768274544986e+00	6.530925836484200886e+00	3.967218844282231593e+00	1.161807484925980294e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.676419734441787490e+00	1.232914708463660691e+00	7.368340422836752168e+00	3.594936811433507273e+01	4.121860340852386173e+00	4.994655029415190128e+00	6.073887768311038826e+00	3.456233585991634882e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.911250129474881376e+00	8.819210824133708826e+00	5.894813328553811793e+00	2.081935984413772189e+02	4.585057429474751700e+00	5.523477102170859965e+00	8.662979630795559771e+00	4.650416424113310576e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.661139475024285161e+00	1.195225576040843007e+00	1.737219885953992460e+00	8.389969988966436532e+00	3.378354898081061819e+00	5.417252948203614693e+00	2.814798222075832523e+00	6.953037191904838377e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.715569699796118286e+00	8.871676387210108317e+00	5.119193467861833824e+00	1.819889483417830434e+02	2.856868758650668472e+00	3.172971622583510953e+00	9.413504148705818864e+00	1.441405020770360856e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.980260592322443003e+00	5.763587249385458300e+00	5.365131174261149383e+00	1.236886568800646700e+02	5.352272747571156231e+00	6.097508850461036189e+00	7.193625890521276212e+00	4.696389543401217281e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.444313602484466941e+00	9.447952224098672858e+00	2.496738962045817356e+00	9.413455414092446460e+01	3.412974164149980894e+00	3.820722390564896820e+00	8.415963734074116687e+00	1.040112999710025043e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.053600171222184301e+00	8.188776719907203017e+00	9.512230113820676181e+00	3.115166425015525533e+02	3.599117758364566377e+00	4.033490735165631058e+00	6.012803265153920940e+00	6.742430306806248552e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.369854050428808812e+00	9.985364677853253212e+00	8.656142861168666158e+00	3.454429002199806860e+02	6.912574714063844716e+00	8.205611236710980805e+00	8.004765429071520444e+00	3.121740634747437237e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.295134569316257256e+00	4.173723944273182163e+00	7.014478960474947122e+00	1.166666618029740761e+02	9.712315147529297477e+00	1.090231523425929971e+01	1.141961756549638052e+00	4.929752435912280184e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.805326990350065275e+00	7.909189831170428064e+00	5.163243909166658874e+00	1.631731347146510984e+02	6.441682648899275776e+00	1.450348983820381754e+01	8.368124229248371293e+00	5.204042504831642990e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.765797697821407386e+00	4.612660298994932795e+00	4.699427987741167101e+00	8.696478914968454887e+01	1.704062990128489607e+00	2.659774838089527194e+00	1.364759680335787984e+00	7.082675529903910139e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.402372105807744740e+00	5.316523138889833078e+00	6.852609630958220066e+00	1.460207921176741763e+02	1.680073741848814972e+00	5.815081640948827513e+00	9.005524664550501157e+00	1.087462833535732809e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.927804097076609935e+00	6.645026756697413717e+00	5.905403039793426068e+00	1.568987048618399172e+02	9.560082542055225119e+00	1.283851233497794020e+01	9.926000690340318400e+00	1.521235589433286073e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.498193122878356043e+00	8.853104587365573153e+00	1.555256221941323735e+00	5.541029964679196240e+01	3.674683979640592124e+00	4.730865365062040695e+00	3.643353256482182445e+00	1.738817278028732316e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.444699311464991087e+00	9.854914876853182903e+00	5.609497998046284906e+00	2.212561118718831210e+02	1.832471981172707265e+00	2.559843974517510112e+00	2.893468451349278325e+00	1.934175128239990604e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.451239720206135786e+00	7.918537562317717438e+00	8.256450096608144662e+00	2.615062904067780210e+02	6.398318797819263715e+00	7.246911449462091426e+00	7.894791239091594193e+00	4.606216254720553849e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.213987097177450458e+00	4.752812288264420815e+00	5.137781375354466995e+00	9.782935832795484998e+01	6.615927262099960515e+00	8.661983871588295969e+00	3.273037243538950314e+00	7.949286390455463369e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.513773586887055878e+00	4.798045892285266234e+00	1.465835871700958082e+00	2.833115516116920318e+01	6.837094045917391227e+00	9.538604774415910370e+00	8.795512867111709099e+00	1.623946108391853826e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.880855620180928334e+00	7.640954277298898312e+00	8.067748517382312912e+00	2.469284348669436326e+02	3.414727550111052334e+00	4.112929841865708980e+00	1.921325602944610411e+00	1.378038830295055250e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.265675331097839695e+00	3.144909655675626858e+00	2.818569097374581389e+00	3.558980391124288900e+01	1.134302658723209456e+00	2.034421237844838970e+00	2.128979788732271228e+00	1.190880180114562537e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.223200590467969917e+00	1.993479668584748010e+00	3.322965389978807860e+00	2.672285961367238372e+01	9.690719083416512447e+00	1.103697283481713676e+01	9.816822842239881552e+00	3.657053639890174956e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.671078275167166227e+00	4.200491133148887002e+00	2.482032946263543316e+00	4.165620816967795292e+01	3.256478017925140023e+00	8.116936726085828724e+00	7.069571819420989556e+00	7.280969143775386510e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.874375088461770034e+00	3.589231760734015619e+00	3.974401198988973594e+00	5.696393284250411426e+01	7.086569879090614421e+00	7.870116755658803420e+00	8.626622605569735924e+00	5.404564348483005709e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.944871832859980998e+00	3.666821944840221725e+00	7.811865729173171680e+00	1.146690882456434935e+02	7.359054073202008439e+00	8.395834808638488411e+00	3.911797320066388917e+00	1.850033595597895042e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.789516447599803772e+00	3.101147490689408315e+00	5.680514418178115754e+00	7.051002064864235308e+01	6.489764401166722152e+00	1.012030555841018753e+01	7.085815739297038007e+00	9.741552611417982899e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.049271113115608056e+00	1.379264898190514677e+00	2.846576358441974541e+00	1.564708412012483585e+01	3.814123615098798492e+00	8.059973261585874127e+01	6.352659225985496150e+00	4.436678988261803791e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.336018461380930944e+00	1.158018389621799260e+00	8.895714848637172878e+00	4.137903894707368124e+01	3.447146479769182204e+00	3.899750998176382932e+00	6.428577356241350849e+00	6.857874860977666742e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.359113668963175314e+00	9.877792460692379706e+00	8.928265951172070558e+00	3.527042063507373655e+02	6.375046936193376368e+00	7.366387136618255838e+00	7.136943791002820170e+00	3.561149967266095562e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.564832386302557943e+00	4.861319153778304702e+00	8.836278871666138457e+00	1.712959522289695542e+02	8.790853544911639617e+00	1.012869283702672440e+01	6.180728993937476545e+00	2.302110426207718774e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.938631207839022430e+00	4.459803917161867304e+00	3.148352338611510870e+00	5.632729264072774811e+01	9.532085294456299707e+00	1.089041009819542616e+01	4.857667802099508769e+00	1.767986737984774903e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.665925092968889132e+00	7.119040495245907429e+00	5.066476560291821585e+00	1.440842267681693443e+02	1.958445695980677526e+00	4.890053667926797409e+00	3.493078933360028948e+00	5.984479530849549089e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.237935927281525572e+00	2.963962840168507196e+00	9.866284291198496703e+00	1.172228447180440725e+02	2.380545994106001206e+00	3.137042987204465394e+00	7.925646650964356610e+00	5.337686059852002174e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.035116129679836572e+00	9.545561090745721344e+00	7.950316688964350398e+00	3.034058385322050526e+02	9.499566372229628186e+00	1.862955618685326797e+01	3.039742357209761714e+00	1.613856020654425016e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.757908084954497241e+00	8.076070803155399602e+00	1.258267761601326029e+00	4.013921932674509918e+01	7.619008081440819424e+00	8.601562972316250111e+00	7.238602092616664763e+00	3.683981281366969895e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.613924169379362006e+00	1.795801337837824585e+00	1.585322195343369600e+00	1.145911873534713266e+01	8.941797974358840051e+00	1.054980602366516074e+01	3.100348315108694131e+00	9.748078547431939800e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.974409194065197770e+00	4.770894766836854650e+00	5.173627825071792863e+00	9.864318033031842958e+01	2.806703751819459303e+00	3.772278946446808501e+00	6.632140828154947876e+00	3.495581716857992571e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.570302750170851080e+00	8.905196987481890147e+00	9.183625555919798344e+00	3.274066986774507768e+02	6.287531263985960628e+00	1.728754213219755798e+01	7.731753465463878427e+00	3.564430166961973789e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.794613040319919417e+00	9.496847210837852771e+00	5.854232717610456938e+00	2.223349418545247715e+02	7.304074590213788909e+00	9.918204285982005430e+00	2.969762218530015652e+00	5.689502440959439689e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.925243781365139739e+00	5.204164369477181751e+00	5.471994014059699651e+00	1.139961268778645973e+02	7.121331259645263145e+00	9.563837702350561187e+00	1.538099718771219759e+00	3.117973531528433484e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.575107392178843213e+00	6.527868265870600872e+00	1.938410185294739740e+00	5.069924241204746096e+01	4.664567828506573477e+00	5.387732204377924106e+00	2.169478702999311892e+00	1.531844430886571518e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.742358607059627751e+00	2.503386225822623601e+00	6.907779094064769865e+00	6.924145564699902877e+01	1.139002862988808262e+00	1.330845581267856570e+00	6.453519886016393592e+00	1.626396297023005744e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.989581300056082469e+00	9.913640824042895261e+00	8.389906496785071610e+00	3.331182392827233798e+02	6.244088412414561695e+00	7.028492914504973044e+00	8.649502803188523714e+00	5.523677789965378615e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.242269271588328117e+00	3.092023389659664723e+00	4.421434299337827944e+00	5.452449670820875127e+01	3.286044485278602600e+00	4.047037854817276958e+00	1.410122206015400170e+00	9.126436673830868873e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.070117810294386462e+00	9.488652640337575050e+00	7.983281288218458727e+00	3.028291297433162299e+02	5.059928424558180815e+00	9.750618692210487382e+00	7.610108580237116449e+00	8.049769003787741184e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.403837119076567497e+00	6.849815237526339473e+00	9.675371485170284558e+00	2.649953674006351321e+02	9.622480510591309155e+00	1.110593533004060518e+01	4.068919382029739573e+00	1.361968852004472152e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.842684820913878418e+00	6.473612891056714780e+00	2.826019690842165311e+00	7.353555780362800931e+01	4.589549776984704899e+00	5.261605638633592541e+00	5.295987685900198194e+00	3.954175846224742052e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.056672753246792773e+00	5.627516808166353357e+00	5.710349535645416807e+00	1.283788058491887227e+02	8.568962069450687835e+00	1.025597617428436692e+01	9.357038539160333457e+00	2.759127712907341046e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.941502494269323087e+00	3.088184333221902111e+00	3.589004284555812330e+00	4.390665468348842637e+01	2.688458286985189627e+00	3.085833334131583339e+00	3.986085789342790342e+00	5.129621712677685075e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.442961471777752358e+00	2.584931985593382109e+00	8.126330717311464724e+00	8.412988162830626493e+01	7.044546490200310096e+00	8.651133291511865053e+00	5.186327902218342167e+00	1.636104943665743772e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.704474763974178408e+00	2.993409805129363832e+00	6.202869327481146833e+00	7.371013975143188190e+01	9.792609040625620764e+00	1.188164242387801472e+01	1.126510974251596187e+00	2.703065484845717514e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.844140708591782030e+00	2.680075984316721893e+00	6.715754640054420577e+00	7.179258351973936669e+01	1.929239864516869130e+00	2.415178062880763310e+00	1.745204355963232201e+00	1.738238514220539654e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.229880358337941626e+00	8.019036807757585095e+00	8.186495565468824509e+00	2.624261354683983996e+02	1.073784143533038860e+00	5.775306814275921852e+00	3.327997177126940986e+00	3.524574245062499500e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.975168009889558762e+00	4.141712963798359404e+00	4.570462273148789833e+00	7.572740202374579610e+01	4.901253154702766679e+00	9.953450632119315244e+00	1.249489643235516922e+00	1.202189793529120088e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.274116991429964374e+00	1.519636207450163923e+00	9.247969373567144657e+00	5.623227077087091885e+01	1.825823747906120342e+00	8.319670047701906768e+00	6.680965962289217686e+00	5.147016603412749580e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.729315485871693703e+00	9.717401805772553303e+00	5.795293593793148013e+00	2.252538769888774084e+02	7.740579821975308583e+00	9.069520762322891727e+00	4.838262727345287395e+00	1.794445468533793386e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.834250455625258347e+00	8.958679580154488065e+00	2.422198426083327139e+00	8.683114244753078026e+01	9.236097870915539687e+00	1.249095041020345676e+01	5.928795147038911750e+00	9.092402747690229159e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.574889568978475651e+00	9.355729137640748760e+00	7.260792632085831144e+00	2.715643540170310075e+02	4.910460310307593446e+00	5.964683580600417478e+00	2.572479385287518294e+00	1.202432861553179633e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.171890678215214976e+00	9.942629709335371047e+00	8.139363065447881240e+00	3.240834974244592104e+02	3.324998572269629360e+00	3.747428397234370490e+00	3.665843811310078859e+00	4.499766412023445739e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.258863839525190542e+00	2.564934656619691555e+00	3.859319082517079114e+00	3.949917379052500621e+01	4.905804200943952864e+00	7.097333610601000764e+00	6.975562419064298858e+00	1.591712768812441281e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.692881574564526481e+00	4.572419260277139408e+00	8.707186608710234310e+00	1.590127183009220744e+02	7.504030203781813846e+00	9.542895920687909594e+00	9.690216717078012465e+00	2.381302610531073061e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.802088949278609853e+00	7.823107755858060841e+00	9.150534873755994170e+00	2.863867459251251262e+02	1.081941483340276067e+00	1.248623408208918262e+00	1.456113560631220105e+00	4.577288019719389922e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.055188897018406013e+00	7.268241454606236829e+00	3.499744703231995491e+00	1.015898624151323162e+02	6.299237259509410158e+00	9.370831942087404443e+00	9.003807461082111274e+00	1.476503942553058613e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.693800177294972009e+00	2.387016748189191517e+00	9.857325536144072586e+00	9.403696618379315453e+01	6.513251362419737234e+00	1.591972404036838284e+01	6.195399808573824885e+00	3.236170405562344699e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.610254212249093708e+00	8.344398829082727786e+00	2.264398663584952676e+00	7.575968398172979335e+01	6.736900623083203143e+00	9.322836006127671382e+00	6.071621117093463305e+00	1.176674080513884224e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.452046136947912736e+00	3.018455782520656161e+00	2.822858730120978432e+00	3.408288507344187224e+01	3.175550733979878970e+00	5.365537454888820612e+00	5.496537841168929184e+00	1.256073521805449289e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.361759963864356493e+00	3.007590501508427216e+00	2.659907624980455410e+00	3.206662050021407850e+01	7.423562230250267291e+00	8.298293239729229498e+00	1.618530878432179243e+00	9.178333673012103455e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.274200313668057305e+00	5.826530563115513317e+00	9.054191383597681053e+00	2.108374113851192533e+02	1.825048419719940140e+00	2.066878979490192059e+00	1.811253148566074334e+00	3.606944890777364243e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.708547666209524252e+00	6.340405648517064563e+00	6.889044386013123855e+00	1.745647500837633856e+02	2.793860945429947229e+00	3.281798232088361189e+00	6.406995695966867466e+00	6.535999654938918546e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.845573465376995514e+00	6.220884119306005822e+00	2.374601733135889514e+00	5.894315783155526844e+01	8.895670523224456616e+00	1.003058877650257763e+01	4.059465543658974163e+00	1.791126236138694816e+00
