G	c	dx1dt	d2x1dt2	Fc	m1	Fg	m2	W	p	d1	d2
1.000000000000000000e+00	1.000000000000000000e+00	1.179678840620538960e+00	2.935729501582681866e+00	1.300027412576123087e+00	5.854575132042141306e+00	7.121420980810106016e+01	1.439049172829825807e+00	2.534829736885894302e+00	3.253767999297924707e+00	8.307175163799769280e+00	3.756031793804620378e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.701097394406897223e+00	9.840078201065431074e+00	1.619237793704127126e+00	3.592109191383432432e+00	1.423457668735701418e+02	4.621183166844911483e+00	7.358043046436238299e+00	-2.820381442417800599e+01	8.300857771842148125e+00	-6.736765234222196419e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.443760884915374021e+00	9.518498512653774668e+00	9.178027080924996639e+00	3.669153751088829463e+00	1.324742146231336619e+02	7.282162482060938302e+00	5.898733609803107569e+00	-6.129112182332558056e+00	9.786637117935988783e+00	-1.919946345758216433e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.946600360837056787e+00	1.325569900923929900e+00	2.272315154361615352e+00	4.106317417522418189e+00	2.106231719319949391e+01	2.651169081558188978e+00	6.760565648132291550e+00	1.947312378701808200e+01	5.452764614831227874e+00	8.945261661080632365e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.709943186898110756e+00	7.360575593065892264e+00	5.822390140783213930e+00	6.632589320115219955e+00	1.875112565017412862e+02	6.770521410218030667e+00	2.710825605222531465e+00	-1.005079422225871753e+02	5.021784194226484033e+00	-2.940207196699616787e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.708197017070309798e+00	9.398553312935060688e+00	4.744533578572236898e+00	3.995363895180734204e+00	1.428672385277256467e+02	3.317382214550583797e+00	2.875460161112637358e+00	1.759668283123586008e+01	7.747128494224779338e+00	1.280384486438491898e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.770986884631785774e+00	2.620293194640144652e+00	4.107933047616258548e+00	7.663879694689988753e+00	7.733654188844481325e+01	8.905365218824428553e+00	1.385887111917115444e+00	-7.691623908450007541e+00	2.212178807905623490e+00	-5.774006569311578296e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.642943158818672700e+00	6.227173795348871721e+00	9.155638112074662160e+00	4.575525346491900791e+00	1.040122091484026328e+02	9.077060642789202660e+00	3.807197672552654399e+00	-3.790866814932638107e+00	5.964201776745769124e+00	-9.592856070503712473e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.868471473374500924e+00	9.173982483879635552e+00	1.136529881166755018e+00	1.610092805723061460e+00	5.728560716606056502e+01	3.630721427809218582e+00	6.056155087414038185e+00	-4.793311613771073176e+00	5.864640027213500417e+00	-3.523782493052600273e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.726456381646557681e+00	1.297136612675341860e+00	6.973812844316114479e+00	8.075469592024985488e+00	3.460763278832239820e+01	3.031003240954921907e+00	8.624770640099782781e+00	1.435635877359501578e+01	1.761235284006016588e+00	8.445724826364884308e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.567399477224184601e+00	7.246779592098680389e+00	9.716709256155551699e+00	3.508460552369207619e+00	9.338108910523227735e+01	4.690641480885077819e+00	7.058494435673138945e+00	-2.230411701700609939e+01	4.665038312820835031e+00	-4.539272933655942310e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.172230325252923144e+00	3.728240391070931636e+00	6.096455053458181617e+00	4.950755065433147806e+00	6.513963706715337310e+01	3.133469285610020805e+00	4.968341581093262072e+00	1.404208782902624542e+01	8.691223477598263969e+00	1.095324921871160484e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.626293109120901637e+00	9.194962663206332820e+00	9.456845314513040890e+00	7.196639915186946901e+00	2.575619134073329519e+02	7.164650698279015906e+00	9.605774246098651048e+00	5.842457067563246937e+02	8.665555857707596843e+00	1.953768536914577396e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.316908599076862529e+00	9.659241458861918872e+00	1.448599150411121972e+00	3.904988658252869893e+00	1.560411940808524207e+02	8.405402063031177207e+00	7.436126903629286744e+00	-6.612385406056242587e+00	1.983604220879758406e+00	-8.094178647161355267e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.063379489064411487e+00	9.492426529078166197e+00	4.818652948808580305e+00	1.507227804877244282e+00	5.180866488549357030e+01	7.081843739005361016e+00	9.380824464008670205e+00	-2.429903153450157394e+00	1.838780635291659582e+00	-5.624235753960099560e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.941602393384615155e+00	5.354233508835794630e+00	3.304460048783061321e+00	4.386182707130630298e+00	9.054726543923658255e+01	8.427080564338005786e+00	5.720126944888456855e+00	-6.251201086872063328e+00	3.354933019502143843e+00	-6.195601607012016787e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.802412702662744337e+00	8.770947792968179613e+00	7.674095386004435859e+00	9.468095257012805632e+00	3.262168255355685460e+02	4.592143580997953833e+00	3.273586084261218332e+00	6.259662066665732105e+00	8.838019457251682809e+00	2.117878048673201175e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.585474039082747311e+00	8.525755900131828824e+00	9.826998578088527836e+00	6.695498936809621604e+00	2.237297494140315735e+02	2.430224961802974093e+00	1.456856127272918355e+00	2.282023090004769550e+00	2.078816504970069534e+00	1.366876962664692330e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.289307183167157866e+00	3.805304017903934355e+00	3.223757794222930073e+00	7.058386359690315359e+00	1.066340705520930499e+02	7.689565831013511321e+00	7.573071767021349210e+00	-8.868131288239942478e+01	7.405562010760036173e+00	-1.489514632257341198e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.398857313029454819e+00	8.553310292791671543e+00	6.821605151950111079e+00	6.810242262565770588e+00	2.195423594159513243e+02	4.258783728928828616e+00	2.094130705660706582e+00	5.662743159376541158e+00	1.876647483559422014e+00	1.169728335900432015e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.460668716467147910e+00	1.298514013747442020e+00	2.785288539545682784e+00	2.769980347858616465e+00	1.357529341787849830e+01	7.053687386783742852e+00	3.804564713556870981e+00	-2.411668262444202959e+00	6.570221903925029139e+00	-8.975451212026569481e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.534225521119531255e+00	6.313970388958453306e+00	6.095692954240464978e+00	4.849953696543382264e+00	1.159070824224296388e+02	3.438980695454725289e+00	5.834250271884121375e+00	2.080486186443490482e+01	4.150252944388834742e+00	7.236941328949781926e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.537620075319058754e+00	3.152268076503506933e+00	5.284149958578438167e+00	7.717733971760955214e+00	8.819018453572397220e+01	1.723527161694437870e+00	6.115886256346414029e+00	7.713749785954135518e+00	8.120738791880622642e+00	5.123642009469282499e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.528051419852975101e+00	2.141350871168699044e+00	9.690705655383867523e+00	1.924024374445828967e+00	6.541829371419404460e+00	9.883571004404283045e+00	6.316980156951604641e+00	-1.478498361743198375e+00	3.131188954546714864e+00	-2.515456369046193963e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.595571117108478987e+00	1.763456732257852044e+00	6.478924415133602288e+00	3.542440391122513077e+00	1.812379772095075836e+01	2.402498101192453106e+00	2.480653658602193445e+00	7.948666535305371816e+00	6.727867868625991399e+00	1.635705684479975774e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.292410525265974997e+00	7.213746670544121109e+00	4.087059791613946835e+00	3.486416516673553012e+00	9.687351908357325669e+01	9.908930658237913747e+00	4.359243249407757759e+00	-2.489713143444071353e+00	3.226410827417607319e+00	-2.840697488511608193e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.586933469312489464e+00	3.974030667892171298e+00	1.999659375735388656e+00	4.872052801537440025e+00	7.747994190501583489e+01	9.817425083881294867e+00	6.544708171881824299e+00	-6.432136706765564149e+00	7.327924323065801993e+00	-2.611087784067202211e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.863380932380713562e+00	7.530309199205354354e+00	2.454204527446957496e+00	9.862626678830451965e+00	2.925347336224381252e+02	8.154182957662019504e+00	9.690335401153214789e+00	5.682352012102300165e+01	8.866266297883793612e+00	2.732836773496517324e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.207846434737638752e+00	1.606850658730010206e+00	2.965107843491573636e+00	1.709914486477381645e+00	5.603181059123034657e+00	6.922117721779774691e+00	7.527964151065975607e+00	-2.334091078405656106e+00	2.129325908750092200e+00	-3.926863881596122652e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.904037648854678189e+00	3.857896406194538663e+00	3.291114387019525189e+00	5.684580848723876478e+00	8.197283230523402153e+01	6.197154337409773284e+00	9.361651111863507069e+00	-9.912504807538785201e+01	8.769404286021966755e+00	-3.101284118380497290e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.137119526247408974e+00	5.937655304558897562e+00	8.677239495220067766e+00	2.586345865200259109e+00	5.081105547582939153e+01	8.764757074419119220e+00	7.885981588468631287e+00	-3.155284960569781916e+00	6.304225969150425435e+00	-3.845090032688336823e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.519144015361992395e+00	8.020056316501801064e+00	6.049670428065465622e+00	9.725816945821470938e+00	3.108091393576463588e+02	3.622016837610169571e+00	6.380704834434849815e+00	1.006841198289863826e+01	2.143615817712388072e+00	4.202175412498002638e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.130462923824214538e+00	3.916598704648389884e+00	5.739199680277715210e+00	2.156132774594426316e+00	2.268658290402647282e+01	5.197086170626446844e+00	2.640393956964956601e+00	-1.662598930628451654e+00	4.835608483361967025e+00	-3.115249038607470489e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.175691391977501610e+00	6.572015430839289074e+00	1.968867566774347377e+00	4.639712048689021096e+00	1.201095636211725548e+02	6.584344780236983219e+00	7.003351466444212470e+00	-1.673387127674810060e+01	2.426425420803282496e+00	-9.506520666777114048e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.173374086534321847e+00	9.021405618677043492e+00	8.832713597176354625e+00	7.608787014889280442e+00	2.646538552087628204e+02	4.755227500385786676e+00	6.663451269240628250e+00	1.716912440242180793e+01	7.232483514838947691e+00	4.952473957765738177e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.956302753685339901e+00	6.516346108799174530e+00	7.611611990827480412e+00	7.279003024753580853e+00	1.842923940898280364e+02	4.808739679745708706e+00	6.504860641288155776e+00	1.890047876258822157e+01	7.741791494182463040e+00	2.880568584434277657e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.805011551904088574e+00	3.051352751262272012e+00	1.611616217266874873e+00	4.705714848797215133e+00	5.577196387123275656e+01	4.005063696538457840e+00	5.323141888149300449e+00	3.126633770117135569e+01	1.936474019773919197e+00	3.401244740267754807e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.546249238920083258e+00	1.185677192510479205e+00	7.504311356855217774e+00	4.138399691747333797e+00	1.318594741669152093e+01	6.079895291196885765e+00	5.738626413634474233e+00	-1.213995004316805826e+01	5.533385528322297908e+00	-2.846625513001504792e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.024570709519793787e+00	8.750468323043941510e+00	5.869811028092574823e+00	4.613949638793304331e+00	1.543760998631250914e+02	8.765264112390157791e+00	4.066722281108020809e+00	-4.338556168638793231e+00	8.320907129161861704e+00	-1.380960121378197902e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.679170159240599869e+00	1.193673824889582402e+00	1.757638569335316259e+00	3.357011716462451556e+00	1.566513228145693759e+01	2.801973633794336838e+00	5.663265494884030637e+00	3.389745728854836671e+01	9.419558583647795302e+00	3.554586588138464265e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.680309878543798874e+00	8.829330025866028109e+00	5.203769694469116303e+00	2.847186045068560656e+00	9.523489838223488846e+01	9.447762602685109812e+00	2.728055993977620552e+00	-1.416018851506198217e+00	5.593237824439856176e+00	-2.031803530458057561e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.055506272344402419e+00	5.804177205216720203e+00	5.336921953176474887e+00	5.283995793413098774e+00	1.177403852559750987e+02	7.202625174518476392e+00	8.161533828828424930e+00	-2.344156794678350408e+01	9.540958514389085821e+00	-5.351527660166460088e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.358306334414546512e+00	9.487216606652614459e+00	2.415686535183881656e+00	3.423999716854301933e+00	1.266895387555331780e+02	8.333838686695635545e+00	2.619945112325859249e+00	-1.868948651166053354e+00	5.774770671612707851e+00	-4.051664472662299676e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.986919615774311865e+00	8.282963926098000584e+00	9.422289919906722488e+00	3.613220129379651091e+00	1.082706178395849150e+02	5.977354566229897692e+00	1.672040417639565790e+00	-2.455592456676460422e+00	4.630613742532827537e+00	-3.634419945503997718e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.256646172203147671e+00	1.000178635845151476e+01	8.763570001599006787e+00	6.881834119051595700e+00	2.673109203086818866e+02	8.063609112414621194e+00	4.929421486126116747e+00	-3.064039339820262242e+01	8.590324058940048246e+00	-5.982291734507198200e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.394346250904716200e+00	4.185372455119907187e+00	6.991990142257581198e+00	9.808346539469280145e+00	1.540370225938636395e+02	1.122234938151024375e+00	6.973940153758965366e+00	7.966930459964095768e+00	5.416663857219186973e+00	5.400306961747274315e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.814420132507617467e+00	7.982584333138015076e+00	5.150404313151679681e+00	6.387419101785828168e+00	1.986283182824929270e+02	8.244487615215176035e+00	4.870272069894645561e+00	-1.646479466956406412e+01	5.207750085439474930e+00	-7.469507099332348687e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.799534622285723362e+00	4.582460366657541861e+00	4.644446915188679803e+00	1.708160852831450249e+00	2.709464116677277445e+01	1.359539224028117443e+00	3.504926708554069403e+00	1.785761072909985714e+01	5.372526396799160331e+00	2.062064372129143663e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.423336716813039748e+00	5.236086457711023989e+00	6.911125190373898164e+00	1.726175115939015070e+00	2.801124239555933926e+01	8.949721400923847270e+00	6.069913753566567927e+00	-1.537970927776509900e+00	8.622405466903625637e+00	-5.013667985670769767e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.959027064060314238e+00	6.658680714148745849e+00	5.865731808036338535e+00	9.558625019189028293e+00	2.488574838767154915e+02	9.934844773221604086e+00	4.122872436303206989e+00	-1.078185437620270477e+02	8.481912564354132655e+00	-2.442889788419002173e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.502321417120509039e+00	8.783950714406191906e+00	1.533332117492349322e+00	3.665414152194927500e+00	1.301167973978245129e+02	3.731097333424361118e+00	9.307443615245970747e+00	1.190362248615522731e+03	4.606686297628075799e+00	3.335228287281890971e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.456804390159874618e+00	9.993267650297697813e+00	5.629062313836270981e+00	1.751252980885543042e+00	6.729405896134493048e+01	2.934778948856105352e+00	9.324994522624587390e+00	-1.601693948566994408e+01	3.984278270972432257e+00	-1.016166305323155683e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.464461410441396438e+00	7.995432356875562974e+00	8.198879651725352602e+00	6.464879271028807217e+00	1.951505556857829049e+02	7.971971112441569751e+00	5.518348350025695126e+00	-2.356310935638790838e+01	5.388195949629961845e+00	-2.323797248400451654e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.177841071056116462e+00	4.880286413738317286e+00	5.123298209374165246e+00	6.603642043163873154e+00	1.209700143527806233e+02	3.246651802722218871e+00	3.942369822639254728e+00	7.819544664094921771e+00	6.176805579102074617e+00	1.762061926739886930e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.525887113645419735e+00	4.795687042570731862e+00	1.545034327322444057e+00	6.865632987882145599e+00	1.285065360115519582e+02	8.782263254392079332e+00	7.604191252188807759e+00	-2.679758071739254888e+01	3.256832854595849369e+00	-3.448914204604446532e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.899072533657215622e+00	7.668869976516556441e+00	8.100150505514109867e+00	3.443035135601657082e+00	9.507644080517414409e+01	1.868693434478656767e+00	1.335177804772193388e+00	3.231936037657675342e+00	8.098006323075752633e+00	1.234804708418878905e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.274301279924742847e+00	3.123432976103708736e+00	2.819482130493668581e+00	1.101984003806741441e+00	1.186388553372964516e+01	2.096337279914027185e+00	5.300890580182315404e+00	-5.887363011667937407e+00	5.399775620892906858e+00	-1.245078818251132624e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.139791237509314215e+00	2.043385502059008374e+00	3.339451590528241809e+00	9.674445365068294223e+00	7.501355512568079575e+01	9.761877066063544106e+00	4.158065819441773669e+00	-3.065115559865496948e+02	4.008855064173510563e+00	-1.540685986097123639e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.598160955756180224e+00	4.123976857947956098e+00	2.460870495999864183e+00	3.330277949691367478e+00	5.534095417971738584e+01	6.993373560629052577e+00	9.290985709921727675e+00	-7.996205103067623554e+00	1.997760924871312405e+00	-2.852658865835667079e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.940589154166152852e+00	3.443674685091646204e+00	4.082156155204286208e+00	7.023758486059501926e+00	9.874726112257232558e+01	8.696382518812974638e+00	1.190931180176690862e+00	-4.973453829427885609e+00	3.187510440995083627e+00	-2.619582352202235453e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.933587453686832269e+00	3.622784616733973451e+00	7.765919063335416261e+00	7.474861024227098305e+00	9.879071469641844772e+01	3.805016412576164520e+00	5.994960969276378115e+00	1.272402622490164603e+01	9.554704547903531520e+00	2.080589315654022275e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.820088272465494317e+00	3.021499503702848699e+00	5.686119347659755796e+00	6.449743989657917176e+00	7.398577013824480275e+01	7.162984502344945881e+00	7.660511926393524185e+00	-8.296508611599034566e+01	3.743731028442416786e+00	-1.720796551366744964e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.905901460546006065e-01	1.461058076151275698e+00	2.850282780949586758e+00	3.752314841810959312e+00	2.081893752556263166e+01	6.416048630482458215e+00	5.373311475353888866e+00	-8.072504124440456508e+00	2.496100466869513923e+00	-5.119799212235705888e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.259421653430939259e+00	1.261874374679660793e+00	8.956171050459419192e+00	3.447028664017480981e+00	6.826333867560035351e+00	6.455574526656900680e+00	1.701600608714126439e+00	-1.884268132259929729e+00	5.104442963119444343e+00	-3.776149142107069756e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.316058034785645425e+00	9.811454380689152543e+00	8.977150110724897658e+00	6.498560722348177165e+00	2.434793978461439110e+02	7.082085509730541517e+00	9.768932556233430375e+00	-8.146328517904028388e+01	3.758521499537121890e+00	-6.535033945701032465e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.549018600688473413e+00	4.921818351047867246e+00	8.833437863190557238e+00	8.691412939569083562e+00	1.606812231615365931e+02	6.092052305943715496e+00	5.552805596806130950e+00	1.903991775465122416e+01	1.246554449402381914e+00	3.791218660748328917e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.905433671852763133e+00	4.511866848380676309e+00	3.165215490878649174e+00	9.512969849742995976e+00	1.684545046911245265e+02	4.831690057182836284e+00	6.480348767333437898e+00	1.349005308528477975e+01	3.876002503272533151e+00	6.146998119948827721e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.736433550265245929e+00	7.029496418157314963e+00	5.079294644282432714e+00	1.978934253425327805e+00	5.111411965977893601e+01	3.517354235588519451e+00	3.135514230249149659e+00	-3.724351007978462746e+00	5.957188017150900627e+00	-7.243240291905110873e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.235907915770161125e+00	2.942573799426371206e+00	9.739447165398265938e+00	2.395279108587530903e+00	1.762554113087317731e+01	7.917398854735334446e+00	5.416986791482013786e+00	-2.126586497995281988e+00	5.970770197659962086e+00	-1.383525101529855306e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.142891810885632076e+00	9.517375248553694433e+00	7.860373821224113655e+00	9.523301183845369167e+00	3.538981899475494970e+02	2.979612996132972924e+00	4.940832065303370157e+00	7.253706510116749939e+00	4.257589266542358253e+00	1.548465155890729861e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.789818648838334525e+00	8.118717279002060749e+00	1.211097281433643591e+00	7.589947233551204597e+00	2.455831416999922396e+02	7.293730876441255617e+00	1.661085207904647421e+00	3.219082192987737301e+01	5.105670197655266307e+00	2.457162943005421596e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.479108435436592650e+00	1.736340110928690894e+00	1.555831798065409277e+00	8.914479224944667379e+00	6.305006728807953920e+01	3.191742882374718704e+00	1.963986113067579753e+00	2.929750646106333622e+00	9.680031247853525755e+00	5.774049927861160114e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.035238454698047761e+00	4.752726541843938612e+00	5.109162193738872482e+00	2.815659034886291767e+00	4.952284322339867373e+01	6.615628791587242041e+00	8.591256580897054462e+00	-6.300336638099950370e+00	4.407414368337526867e+00	-2.451154659454839457e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.490323551980530681e+00	8.873905165226506853e+00	9.224371187558194407e+00	6.227107755864218497e+00	2.156108252375805421e+02	7.729659924177821217e+00	3.085441154188126589e+00	-1.394856024585890353e+01	3.307621568766889730e+00	-4.704927328000617415e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.811318094372218468e+00	9.528920907243898952e+00	5.848433151826628595e+00	7.307837307323935327e+00	2.717135278370315632e+02	2.886238798265940098e+00	2.776829618316753123e+00	4.684198645605524014e+00	3.146999437991328641e+00	5.182950831241275313e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.884721605181051363e+00	5.194553121631264148e+00	5.468457885228696469e+00	7.099962727787533012e+00	1.422008208078037228e+02	1.516918281456132611e+00	5.498783363755805453e+00	7.127609299547150279e+00	5.068042137477776876e+00	1.320462453692184068e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.682425751732042229e+00	6.490925947863505741e+00	1.879902783003430500e+00	4.647919909437445263e+00	1.197616471901292385e+02	2.206567089678360016e+00	7.909297548072135697e+00	1.459331976398722119e+01	7.881546861573509588e+00	3.307808158292342871e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.815932727901042654e+00	2.491439489295700582e+00	6.908561327819673359e+00	1.155904245390836582e+00	3.857483919106678094e+00	6.473301560878620187e+00	1.532335826387865696e+00	-3.288458708150530652e-01	2.865242524146819125e+00	-8.219593521428250615e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.944765054794274306e+00	1.003378587385573439e+01	8.253892070851316376e+00	6.147775376333188824e+00	2.393191153247497596e+02	8.617365256732709256e+00	6.215155812247371792e+00	-1.607138552578521740e+01	7.484116276348813379e+00	-2.125251365448154406e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.243041339491664843e+00	3.061852533936211707e+00	4.414782190363042425e+00	3.265512342631146758e+00	3.604514243363177428e+01	1.390033488965626951e+00	2.103084642318439279e+00	3.617545297859866782e+00	1.243225896648127327e+00	2.355109324963780837e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.089586613288335393e+00	9.426673228377993041e+00	7.983995442018580135e+00	5.177735279371425747e+00	1.826642666596000879e+02	7.583001994163304005e+00	1.377035643771390427e+00	-2.582116864930487310e+00	4.730620425302884513e+00	-1.119865977643669908e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.465933727329021607e+00	6.879277158129335490e+00	9.693647592445133299e+00	9.559433945098794183e+00	2.544607528977538493e+02	4.056699982115214986e+00	1.493798385889403724e+00	2.392062416621560939e+00	8.028498352099159519e+00	2.885731867062252820e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.848643231568584788e+00	6.461646649105394324e+00	2.747533880968197284e+00	4.660906828027801652e+00	1.155574449981607756e+02	5.329808709200992922e+00	8.516894205488409142e+00	-5.469228475884541751e+01	4.032001163201276661e+00	-6.178324609382060295e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.996024301326066563e+00	5.535464932249007930e+00	5.722380276792416787e+00	8.561173201020420009e+00	1.855136847081594169e+02	9.252565229985574291e+00	2.163467440399758246e+00	-2.188678952233428632e+01	6.139828395651614201e+00	-2.519088661637733040e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.899868129334383759e+00	3.200169926604083503e+00	3.526737414301762463e+00	2.664225080121410461e+00	2.919470973594598107e+01	3.983693760662197381e+00	1.322733191425129462e+00	-2.938061278251623776e+00	2.818357609184136248e+00	-4.539157432330871988e-01
