G	c	dx1dt	d2x1dt2	Fc	m1	Fg	m2	W	p	d1	d2
1.000000000000000000e+00	1.000000000000000000e+00	1.735736829747009047e+00	8.023238864933468051e+00	6.921044957894440408e+00	6.605930391347566655e+00	2.149451318416186609e+02	4.434008600403075206e+00	1.327461537823277027e+00	5.834893894897431821e+00	2.203405321068866662e+00	1.586234915510701171e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.896758700044416379e+00	1.125880022890584975e+00	2.499363314510596901e+00	2.453702391493826518e+00	-2.502194699950246459e+00	7.416965916255273683e+00	3.569433789983186056e+00	-1.276472996746794708e+00	6.801616522061188164e+00	-9.629266030101323315e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.547021054410883778e+00	6.927908682123518957e+00	5.880451299945217869e+00	4.708256361931584699e+00	1.212093133373286094e+02	3.373387661860813846e+00	5.715044024342354589e+00	2.164266107484278834e+01	4.230283083317031512e+00	6.887296866677791840e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.401486985914752958e+00	2.650522449540299696e+00	5.346697070116145589e+00	7.605105572495441280e+00	8.658179025591581990e+01	1.446522090347920120e+00	6.033093823154565882e+00	8.324078020381199039e+00	8.551930553643297017e+00	5.153897068532177883e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.678746736473302192e+00	2.015187210529511219e+00	9.405934203475027289e+00	2.061813571142984802e+00	1.222857928351296408e+01	9.942944470610072472e+00	6.350658075797793067e+00	-1.566850221042622282e+00	3.445544379801736667e+00	-5.752666146408424996e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.743455685446365422e+00	1.688034890489474638e+00	6.163889774777521424e+00	3.409214560432087371e+00	1.285650061858253324e+01	2.953637934892030970e+00	2.319392073348756078e+00	7.676900318866833217e+00	7.173816249736461259e+00	2.157007781807319446e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.043089320666547692e+00	7.355742094631257721e+00	4.035527744140167350e+00	2.753206242483141608e+00	9.790415435464886684e+01	9.634932862328152936e+00	4.214230724705897657e+00	-1.936759256081348468e+00	3.310311274648270352e+00	-1.263557117714332878e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.563241697341568148e+00	3.642424915245470629e+00	1.942810632529301973e+00	5.887377818558206855e+00	8.224104112917724763e+01	1.003677581000422414e+01	6.473009803892186831e+00	-6.513489600826979142e+00	7.456341668044329296e+00	-2.484783154443363618e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.001794745343848270e+00	7.571349422085794423e+00	2.640069201767450302e+00	9.861851967240831129e+00	2.993811105064551157e+02	8.508208317489939887e+00	9.277000846915363752e+00	5.695600933948875877e+01	8.754533864809511456e+00	2.749585272208518916e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.410700635167541073e+00	1.119203705364810952e+00	2.779201427655630496e+00	1.631664276522962309e+00	8.521624604819692195e+00	6.836757550709256392e+00	7.011693918831774397e+00	-3.233283205007088768e+00	1.796082891342178467e+00	-5.710819503647845963e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.874020424739526902e+00	3.864713618371335535e+00	3.059843196003174004e+00	5.251097406510191412e+00	8.480404442695891021e+01	6.009422936536781279e+00	9.330331315358369793e+00	-9.957402789892657324e+01	8.935912073696153257e+00	-3.104633145002200578e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.079635499297125545e+00	5.673952068393838921e+00	8.816133504520198727e+00	2.217868976013568805e+00	5.613194694023415821e+01	8.951501864896883376e+00	7.891381330934541083e+00	-2.861485224101556923e+00	6.501388033064741556e+00	-3.820246511035029435e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.637536116974899869e+00	7.875660200602720984e+00	6.272256099902138615e+00	9.711201198586440597e+00	3.127051325876205965e+02	3.701153357998446580e+00	6.566680231417684865e+00	9.366478160566265032e+00	2.048857753125251868e+00	8.179672074478373522e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.262819074393349394e+00	4.100983423674667172e+00	6.104964132348650097e+00	2.110722621528460685e+00	1.813471393514090479e+01	5.398350845780564455e+00	2.658106450132590837e+00	-1.564018922201150463e+00	5.014791175455065364e+00	-3.412362996844814145e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.102881116724919508e+00	6.567486678666300648e+00	2.162435806376466374e+00	4.822449391499890048e+00	1.135738831011733510e+02	7.139279081975640651e+00	6.672748158770180460e+00	-1.644313029762292189e+01	2.357393931177548918e+00	-1.115318548436578849e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.124612934924510199e+00	9.105566079324324491e+00	8.777248485589721483e+00	7.705231819012865913e+00	2.534284631669937937e+02	4.746208973681810939e+00	6.078353472721861550e+00	1.746882947341271475e+01	7.539061770975143517e+00	4.855126883681362138e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.753600163713331384e+00	6.683746542224857201e+00	7.664086815064117708e+00	7.019992330804999625e+00	1.890153803082448292e+02	4.522678757947146799e+00	6.178033716679365739e+00	1.925158600519784713e+01	7.589889749139773656e+00	2.753227548045428907e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.527640585934268991e+00	3.449882722491510290e+00	1.535187243494609666e+00	4.126676829671306557e+00	5.563167885021214687e+01	3.990711241003726872e+00	5.523973786978630507e+00	3.161684449539245989e+01	1.665189972261465812e+00	3.024898393321558743e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.627516989663938318e+00	8.835207300742065062e-01	7.294657334537693494e+00	4.091590449817508635e+00	1.742959713052893989e+01	6.143873713683949411e+00	6.153311876263725999e+00	-1.248770654794585511e+01	5.489823907933807590e+00	-3.447889467659661644e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.289798380581756554e+00	9.086521233202136116e+00	5.402043013549108430e+00	4.433981141897047173e+00	1.581544367598719987e+02	9.000280827533728711e+00	4.024818856580761661e+00	-5.407606130276285228e+00	8.557045992433394588e+00	-1.772011857844804306e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.119404713138996144e+00	1.196003628473122138e+00	1.982184689431464308e+00	3.036747632510834904e+00	8.612230243490884618e+00	2.760167129445918022e+00	5.340915576340406368e+00	3.340538567610976628e+01	9.110290496124481052e+00	3.578434484956294170e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.676581446301094402e+00	8.767136753391765680e+00	5.183085900426512183e+00	3.072125952244587399e+00	9.525860516543190215e+01	9.298488791051157776e+00	2.536632991733315023e+00	-7.561251833400181033e-01	5.907164099177454553e+00	-2.464376042624299989e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.075898208033084558e+00	5.440761228501647118e+00	5.576793582894114643e+00	4.920897856904153933e+00	1.152398351388047359e+02	6.828347766891168291e+00	8.013761889590117704e+00	-2.451908785760112153e+01	9.105747142589944332e+00	-5.148448422991324769e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.483222730427797842e+00	9.620337261857418554e+00	1.714574643047832581e+00	3.583797997826100534e+00	1.231887741825859734e+02	8.558545357993464719e+00	2.560626254520198763e+00	-2.469569388548984001e+00	5.754088571551956299e+00	-4.531225603883802799e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.617164699313073939e+00	7.932525187730292693e+00	9.498279359115471721e+00	3.205474666664276384e+00	1.132432530938776836e+02	6.917591735422467636e+00	2.072168335700224073e+00	-3.261714293208645365e+00	4.163373318814524104e+00	-3.873874244115513288e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.961111936460789629e+00	1.012543892449509464e+01	8.413484368327447172e+00	6.947098189798151857e+00	2.816779998669180713e+02	7.955028235321427665e+00	5.255085916498902776e+00	-3.195044513129536412e+01	7.923964300105085456e+00	-5.690410812171974086e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.310087269804064647e+00	4.692647482142690230e+00	7.435701068965102856e+00	9.969633672348189535e+00	1.609333485692546049e+02	1.268892334591675164e+00	6.877515614292426527e+00	7.144012531930522769e+00	5.536515241747430593e+00	8.020485442834426326e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.681444351964955564e+00	8.177282845174183024e+00	5.330234638709598016e+00	6.341266814618869319e+00	1.980798490155845002e+02	8.216222969419064270e+00	4.989669202520627067e+00	-1.582422106807470641e+01	5.198759938344431397e+00	-7.265016128119786032e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.275736622586387092e+00	5.004416513089871899e+00	4.770558185782440397e+00	2.150223725530150176e+00	3.378810255301627308e+01	1.012295119587109715e+00	3.272009865907735460e+00	1.738081463621735878e+01	5.032816889550697503e+00	2.066175715484686037e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.343025307974852645e+00	5.118883802092058843e+00	6.739512032841482814e+00	2.199364455614494673e+00	3.872011630292145412e+01	9.127483416924166093e+00	5.554497350114757204e+00	-2.458199702335466696e+00	8.480551744914755830e+00	-4.925781856126977942e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.455924506500906546e+00	6.859709306430588072e+00	6.018549113767261538e+00	9.627004855884528922e+00	2.403770422135794433e+02	9.935341735568023580e+00	4.613578361401946104e+00	-1.083788432345795485e+02	8.607645471782864988e+00	-2.433900706002571113e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.369176738436948426e+00	8.544821729856803216e+00	1.304202069739900605e+00	3.822153223162763958e+00	1.357785430478811861e+02	2.996907703133611989e+00	8.758730062883588019e+00	1.190781643776488409e+03	4.531547278444776339e+00	3.334654763101582944e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.959612265393426700e+00	9.791806132441976729e+00	5.584991409043723820e+00	2.115703635759216272e+00	7.090114111415381615e+01	3.331354136857376247e+00	8.800218701343535344e+00	-1.711329878211206079e+01	3.945659666493520845e+00	-1.024386634970923460e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.595683872623979482e+00	8.398809102286151074e+00	8.097956505823233897e+00	6.538760497409854544e+00	2.008991538530198966e+02	8.001557084372894479e+00	6.014116709887331602e+00	-2.298812624389914561e+01	5.318976424790545110e+00	-2.128504600423769322e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.363215429289931002e+00	4.590824996818574810e+00	5.758897204122296998e+00	6.731187084551700117e+00	1.254402672235447938e+02	3.297362330584299173e+00	3.955513705374238409e+00	6.945229668461468719e+00	5.996572828575264857e+00	1.456370333542157391e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.389919357068554184e+00	5.101345397117875713e+00	1.873436164215578126e+00	6.694694158572739973e+00	1.282741061206035056e+02	8.675137150248572127e+00	7.325343115085230394e+00	-2.696025461995188621e+01	2.983109723271702762e+00	-3.167612787550460496e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.040387451808450159e+00	7.920750757953541665e+00	8.369992678584521784e+00	2.949903626990990624e+00	1.076727529539234922e+02	2.035964125264658975e+00	1.517688254084325949e+00	2.808706987779841846e+00	7.975684961985895605e+00	1.185057035712657303e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.726392425714843526e+00	3.447941958106720328e+00	2.400825132846244436e+00	7.597407422356245998e-01	1.344571944734939528e+01	2.256533281824243176e+00	5.484976544890888484e+00	-6.350235496966901927e+00	5.173498329094805115e+00	-1.281145651832771470e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.180580272667951292e+00	1.641840553787604629e+00	3.566166232275356229e+00	1.032997077624457560e+01	7.143874666091042513e+01	9.921662830754698348e+00	3.661342856536206281e+00	-3.065911416185508074e+02	3.729717022381304314e+00	-1.554318716775197551e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.579109768421750326e+00	4.337688158607086564e+00	2.534168679243103739e+00	3.345316979966476367e+00	5.504708397013833121e+01	7.355415203714716910e+00	9.138658676899030553e+00	-7.467442995840690934e+00	1.858111374893892442e+00	-3.048752217345424675e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.815204674750985347e+00	3.541591809406531954e+00	4.309711607867308558e+00	7.017737743915316351e+00	1.032010324179069585e+02	8.974748766554363044e+00	1.348389394267396124e+00	-5.129689842155495505e+00	2.975553117660504121e+00	-3.518442993110521000e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.388630149412446002e+00	3.969546957398880860e+00	7.899771218593884647e+00	7.701612067220958480e+00	1.006780282543229106e+02	4.465182446618409351e+00	5.751249265173319358e+00	1.240818724000889084e+01	9.252040335111946234e+00	1.958641735250882920e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.019912380931869311e+00	2.642118510792472730e+00	5.672618109450406010e+00	6.287211881198730978e+00	7.712274436093893826e+01	6.860441961453846105e+00	7.743372288655801405e+00	-8.287684094797548084e+01	3.954244722993456307e+00	-1.734732452940593461e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.441463620623866904e+00	1.481141775426868978e+00	2.908475240936048589e+00	3.973995748389014260e+00	1.871073418233467933e+01	6.192006594399375174e+00	5.756000724713553396e+00	-7.958544155217339267e+00	2.854996997845208551e+00	-5.151726629351687237e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.424024010613043956e+00	1.223833435526901603e+00	8.401966808185068913e+00	3.460759752892857755e+00	3.284134287912627403e+00	6.526718102370408836e+00	1.112347100180479220e+00	-2.448131683975674822e+00	5.146027166440689804e+00	-3.789542091671616597e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.372356515388666764e+00	9.335935041851373128e+00	8.704370017214300148e+00	6.503529618577396754e+00	2.387082745274899480e+02	6.930608774033302666e+00	9.658545017903406915e+00	-8.142320908377411115e+01	3.781869610030211604e+00	-6.365864245607077976e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.675790316482276943e+00	4.603671632897435195e+00	8.938277267517175773e+00	8.703805053959605686e+00	1.537326297626796077e+02	6.009917764872587220e+00	5.733862994398173818e+00	1.856771190144123906e+01	1.128063484949623385e+00	3.247561045948230696e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.231034552286951467e+00	3.949868729934210343e+00	3.463731173906702487e+00	9.259490936977973874e+00	1.753701923148697972e+02	4.990988858624168856e+00	6.036100888914607943e+00	1.280585862478358905e+01	4.198527727879151072e+00	7.587265825597288016e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.599527855826982536e+00	6.914784156406430959e+00	4.909172541965963532e+00	1.730426737534932258e+00	4.925759291036484910e+01	3.728646318824508477e+00	2.984210858489364071e+00	-3.498292983189156047e+00	6.369743724500998461e+00	-7.235899437456580152e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.596576699087742135e+00	3.117053999030720668e+00	9.853640841458078725e+00	2.181284535980259509e+00	-1.156758182912692945e+00	8.264727634345414131e+00	5.637998169603220866e+00	-2.043505865097764662e+00	5.920861233894082254e+00	-1.252766723853988351e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.141820940456838684e+00	9.603993116241598571e+00	7.506106170518337173e+00	9.501822359212807712e+00	3.573147029513325492e+02	2.983993836143713718e+00	4.669145431684292191e+00	7.620158565131905704e+00	4.067202581831122821e+00	1.559258674467076222e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.116754791267704050e+00	8.124225081590322972e+00	1.647397079628384997e+00	7.207619862421745793e+00	2.473874559883748816e+02	7.357327263178116361e+00	1.266898449816895589e+00	3.250942762042597423e+01	5.118602318487845082e+00	2.275925086426612065e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.848770110461086524e+00	1.515484986645853072e+00	1.894326007267814749e+00	8.609304449244884694e+00	5.228678993794732577e+01	3.166109837024515095e+00	2.265640549345157684e+00	2.445730929305538925e+00	9.724729082858377893e+00	2.953891240468928814e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.633776827576247204e+00	5.069889009524097823e+00	5.355416561238802942e+00	2.860375905119884266e+00	4.379046253341595474e+01	6.632780489199870289e+00	8.659183503999125620e+00	-5.719980745500132358e+00	4.260099523552568712e+00	-2.435330325858865663e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.804530572394923871e+00	8.906829929908870014e+00	9.295293950518573212e+00	6.253715192577979920e+00	2.099538314519922722e+02	7.501466429432582572e+00	3.139491668147478709e+00	-1.401939106381152733e+01	3.452201392910482447e+00	-4.382247170009967441e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.042805597871196532e+00	9.511963177841915140e+00	6.276947926434979230e+00	7.361746085676775131e+00	2.677571117807260066e+02	2.711543916773911267e+00	2.727634674317050756e+00	5.210244746230381807e+00	3.446371928530595152e+00	4.843254479646842414e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.015923933360772580e+00	5.468193063298028456e+00	5.258063061206565969e+00	7.108815091898287086e+00	1.497853322746559002e+02	1.721056849736870786e+00	5.826270217067193613e+00	6.996337130963801165e+00	4.906147566386648506e+00	1.146403152998089370e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.713584060560065403e+00	6.244951960349282238e+00	1.697155304541208887e+00	5.355166377954249768e+00	1.190908014941946931e+02	1.951947501253518569e+00	7.999515956234253267e+00	1.502775833112730375e+01	8.527086563354146165e+00	3.232919240791969351e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.035388651640988478e+00	2.566877851965294610e+00	7.204088057859722838e+00	1.172858166229446608e+00	2.037602724276117883e+00	5.970033496655587690e+00	1.734615905227918642e+00	-1.222119502288935566e-01	2.436950289858351937e+00	-2.432660701348290377e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.850790174516866671e+00	1.003830702967834654e+01	8.673441050517990192e+00	6.143729486974713438e+00	2.459101367556608295e+02	8.636367546335225853e+00	6.001294070864462427e+00	-1.562161431649806076e+01	7.152014650048537092e+00	-2.262687284655593878e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.464648653607129702e+00	2.933291280480088581e+00	4.094276733253948919e+00	3.305287066102845284e+00	3.886915241938172016e+01	1.801302295615786919e+00	1.546946216289998066e+00	2.621083488534103001e+00	1.253985135370222048e+00	-5.546535673746250117e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.391080283322529088e+00	9.666048706100889731e+00	7.833807454713214824e+00	5.328358198335891416e+00	1.737031831101693911e+02	6.846191093251942306e+00	1.498745997710536626e+00	-3.597181955601368664e+00	5.381521522429307147e+00	-1.246133738466613350e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.895508632402921556e+00	6.979535365423092941e+00	1.014661907399688090e+01	9.604796284815950713e+00	2.501979344648847814e+02	3.993341811162166799e+00	1.776690029427659079e+00	2.971075159957364153e+00	7.829767122921158951e+00	3.361269619010338050e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.547824211397028193e+00	6.441488059584244752e+00	2.947552306737223127e+00	4.776652443639518353e+00	1.178304268771413064e+02	5.490648339741871276e+00	8.445877596688960764e+00	-5.437721237093181514e+01	3.758725349977823704e+00	-6.364803454709056396e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.162045538348743356e+00	5.577437800807255819e+00	5.927288260212111304e+00	8.665411734640102281e+00	1.811202793569737821e+02	8.863111446338603372e+00	2.305271988615686496e+00	-2.249202628368203705e+01	6.223021538213716397e+00	-2.768139056561040867e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.678510788691177424e+00	3.221657168071883071e+00	3.264249063966475628e+00	2.618259022593135033e+00	4.124624181743658369e+01	3.929642875971708804e+00	1.314410387168096772e+00	-2.713741179845677198e+00	2.777198161189412762e+00	-5.916345055020701960e-01
