G	c	dx1dt	d2x1dt2	Fc	m1	Fg	m2	W	p	d1	d2
1.000000000000000000e+00	1.000000000000000000e+00	1.475649932941291542e+00	3.452481343700120053e+00	1.330206870356937410e+00	5.379764741748747525e+00	7.007329005639628861e+01	1.908116290688317562e+00	1.198797766781321439e+00	2.070973502922468068e+00	8.656417433764175939e+00	3.335644035183501721e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.953416716172428735e+00	9.676884434784422950e+00	1.407488083511695187e+00	3.700820740280154286e+00	1.070018260880056715e+02	4.833167483472248449e+00	6.628322939119248858e+00	-2.728425843531566386e+01	8.421459172513712232e+00	-6.046005770404992319e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.681859350000953768e+00	1.003013728643115066e+01	9.372465319781220217e+00	3.612305559550969214e+00	1.261710319293517699e+02	7.846877433636374022e+00	7.002533924785538488e+00	-5.083910056046524240e+00	9.700618251834002947e+00	-2.090440825586237228e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.858512726646287305e+00	1.914911802053490320e+00	1.980964864944235071e+00	4.819513297843222688e+00	1.334061981989857415e+01	2.669810020396692352e+00	7.365042079697609267e+00	1.879202427539228282e+01	5.222903635641243270e+00	8.562230929647812516e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.665106857007771612e+00	7.823785782629857799e+00	4.806594921828363454e+00	6.299398366994702236e+00	1.867579663524005014e+02	7.193414203984261235e+00	2.448578313841934140e+00	-9.951913958862807874e+01	4.594962665417602565e+00	-2.994820685751962230e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.159473625552993603e+00	8.952416110459029852e+00	4.187604511070081692e+00	4.914279615844835192e+00	1.340977956853701585e+02	2.792957469501446965e+00	2.089132019924318406e+00	1.812108419159635631e+01	8.226618294190302549e+00	1.218785210699159727e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.080543349898945849e+00	1.969253178731785514e+00	3.547498921548409179e+00	7.427715140170112917e+00	8.638104597499069826e+01	8.941992060032752931e+00	6.879738140648549161e-01	-7.938418302212322253e+00	1.357211298285232459e+00	-1.177690530613159314e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.807780828261956962e+00	5.169738611736012679e+00	8.212761408937538476e+00	4.061589464328135612e+00	9.423106036679014608e+01	8.063608832841669738e+00	4.177942753502083661e+00	-3.903361634683886194e+00	5.074717029452345152e+00	-7.792331998185366704e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.184376964432770407e+00	8.874721676833111417e+00	1.400380414337051960e+00	1.054186742834234636e+00	7.115076831148739700e+01	3.692788837634522814e+00	7.122280510934051456e+00	-2.169654619861580258e+00	6.408179113985192465e+00	-3.290648057268606319e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.503121976649959279e+00	1.100894845333132865e+00	6.878711433759707283e+00	7.716895405485121984e+00	2.405103199254831736e+01	3.737078607100476457e+00	9.771061815779253479e+00	1.374671332887923114e+01	1.918325615283018371e+00	5.055514743796738486e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.964184118651953526e+00	7.117433554151809894e+00	9.865983832932124997e+00	3.772426926809682612e+00	8.736463984739700095e+01	4.739979125324435216e+00	6.137897542491121960e+00	-2.243989969063808587e+01	4.786240744390793722e+00	-5.020144615753915573e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.552692723055931756e+00	3.649881016227745523e+00	6.329054402201029106e+00	4.564696859038746446e+00	5.813277848014658389e+01	3.557958582753033561e+00	4.756301451689427751e+00	1.410054962686682423e+01	8.792199583133450957e+00	1.085043995007969642e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.684526188473862707e+00	1.028365428061048625e+01	9.849097891366172419e+00	6.724839743387040158e+00	2.521203413324907956e+02	7.200257152905537694e+00	9.107889191761701753e+00	5.839587722879405192e+02	9.798824916121199990e+00	1.955005666351553373e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.280764468673652345e+00	9.550612139736674777e+00	1.695008915663090310e+00	4.473791914349464882e+00	1.675832984287814043e+02	8.123874191596421213e+00	7.548340219022871445e+00	-5.741789001557411787e+00	1.923622863635116031e+00	-6.294581301879687008e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.216348041077174535e+00	9.471264599301514764e+00	4.228234138783159679e+00	-2.290822825753100478e-01	4.881910155320630196e+01	6.956163090078725020e+00	8.641242855717688798e+00	-7.392340712605776076e-01	1.976031527618092865e+00	-1.010375827417558936e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.720564220340415673e+00	4.256773301641070262e+00	3.661413920606213956e+00	4.132578351155834717e+00	8.518019697708773208e+01	9.061722027902288090e+00	5.448845951572985236e+00	-6.493749080886314751e+00	4.483797492006825536e+00	-6.623595185981406841e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.359507852858567567e+00	9.997839085591598618e+00	7.699861527871207478e+00	8.777764039342862645e+00	3.167279195718458595e+02	4.963298084549602862e+00	2.854343375099741120e+00	5.365447046734866277e+00	8.838302353046058712e+00	2.809317114825923944e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.907432402342102762e+00	7.868884808200058423e+00	1.104097335154216353e+01	6.305428454394764515e+00	2.202929018452866217e+02	2.070451524975091662e+00	1.762699101800248247e+00	4.721124386692056696e+00	3.099202175070435494e+00	-3.775619154267669808e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.987513963800303429e+00	3.478669978880068125e+00	3.313142791351427530e+00	7.175263324739471926e+00	1.082598205262928133e+02	6.885810007244329789e+00	7.252302794980842293e+00	-8.856119765818429812e+01	6.333803085021357582e+00	-1.489113946663367472e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.648843596664253619e+00	8.847280280299163024e+00	7.098995328963575879e+00	6.579439244195595116e+00	2.170569983827439273e+02	4.356938806461197800e+00	1.888092200512475394e+00	3.621112490824824892e+00	1.278453384382775893e+00	1.364246295747236548e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.740897220582308336e+00	1.470029397741089872e+00	2.730519293153509608e+00	2.630928297002401273e+00	1.037402633821577247e+01	6.724490521405533272e+00	4.005275238961946371e+00	-1.517805571373802564e-01	6.244878681768227580e+00	-1.306244361906590434e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.036156236574535150e+00	7.280559024213487440e+00	6.114970874905274023e+00	5.408930593902114836e+00	1.269186119527966525e+02	3.339147554563158593e+00	6.693354733302955495e+00	2.215157255734685648e+01	4.522284348200694915e+00	7.488016960265134969e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.380787712339127449e-01	3.470634350639735910e+00	5.165114734485594106e+00	7.751086168862840964e+00	9.324197999073058440e+01	9.388503060777702025e-01	7.240501901031268339e+00	9.798498212287558573e+00	9.065237353083443139e+00	4.584923226294972842e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.854994516304198982e+00	2.039882386325973851e+00	9.508063976333318124e+00	2.890042470456760881e+00	-7.008449262609849129e+00	1.050012881948768850e+01	6.655425550302534354e+00	2.396521367620119136e-01	2.781821413059863524e+00	9.592378978010018820e-03
1.000000000000000000e+00	1.000000000000000000e+00	9.649787179083341826e+00	2.273418927475812090e+00	6.574673959657674871e+00	3.886211127239901586e+00	1.624522558253613269e+01	2.352990263605783561e+00	2.447704680195323057e+00	1.123986374033457736e+01	7.284964210376124072e+00	1.607199110538603204e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.716796720930377163e+00	7.912652677247891120e+00	4.488871799963890297e+00	2.963555714562119636e+00	9.102588528451764205e+01	9.925561951515650350e+00	5.139753657952954136e+00	-3.680855346171457487e+00	4.338143931642422402e+00	-8.625207534070908899e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.140908047540519554e+00	3.691618069303443939e+00	1.795225089991864031e+00	5.935166945108757197e+00	8.331552702799336885e+01	9.341826640981633290e+00	7.195075566445933823e+00	-7.509265660622769900e+00	8.274137861791700743e+00	-2.358025556554109059e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.026186643482580152e+00	8.058649186365906658e+00	2.822595913109077870e+00	9.973867533878873815e+00	2.944197686542673864e+02	7.993272935806317037e+00	1.021214716567550873e+01	5.631283067746974069e+01	8.643404083990931852e+00	2.695025863757715001e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.662310488862083879e+00	1.464559723551723591e+00	3.422269642788677846e+00	2.620770307215837036e+00	2.015854049674411641e+01	7.001509862188112443e+00	6.682225587719187843e+00	-2.919450155508057421e+00	2.613695228169509832e+00	-4.889468766488467288e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.183286106142771743e+00	3.780046668378301611e+00	2.772649808601644672e+00	5.524261442534323052e+00	7.525797039877069494e+01	5.866225433617398011e+00	9.966260631981089801e+00	-9.898246398656195311e+01	8.983990951780075562e+00	-3.075079814740643869e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.809778203918129824e+00	5.934937641484408388e+00	8.123428634729611630e+00	2.761651405265408865e+00	5.036669087317063997e+01	8.677335139311269430e+00	8.056424247380734371e+00	-3.928073500153275610e+00	5.983450429130066084e+00	-4.253083540301903831e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.310334236398021268e+00	7.904674150189168635e+00	6.298459780960691923e+00	9.970008530547817216e+00	2.978269389746241700e+02	4.360061406807011153e+00	5.835151509996590491e+00	8.579292372569115699e+00	2.376432455006056266e+00	1.811102477491042251e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.470534823933115076e+00	3.627002705860672638e+00	5.386101413101421542e+00	1.928725242522372207e+00	2.506518170974950976e+01	4.255892166314044545e+00	2.359606994048443873e+00	-2.804870090919063141e+00	4.590134558142295873e+00	-2.688705909968555741e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.367731574930617811e+00	7.180837934560352132e+00	1.455514869935947253e+00	5.320947065289584721e+00	1.032371933630289504e+02	6.675039517059045302e+00	7.319484283691181759e+00	-1.705907107110283860e+01	2.515388283816212933e+00	-1.839319571292030497e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.604238183752233482e+00	8.123227204270012436e+00	9.689268181895617005e+00	8.687144056108468959e+00	2.692228016093757219e+02	4.272875005365451173e+00	5.232485819396588411e+00	1.858842214518831426e+01	6.553313031559945934e+00	5.534394960109683126e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.147513402754812617e+00	5.952169085776132462e+00	6.971756322129667893e+00	6.099472103307336468e+00	1.839796828068930097e+02	5.575357224765589592e+00	6.353385688457920288e+00	1.819779271003225674e+01	6.870817616325340715e+00	2.274626606671284357e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.616344742238568610e+00	3.472000293547972571e+00	7.677389454982995742e-01	5.245649507100194064e+00	5.968409749354491822e+01	3.874120790766966138e+00	5.048693672531856080e+00	3.222798086720029431e+01	1.796298926925463668e+00	3.037715392849661633e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.828870112674866988e+00	1.179051925486418684e+00	6.937787699887087989e+00	3.634489015380859556e+00	2.176881777067305990e+01	5.507706708678597352e+00	5.342638000505324669e+00	-1.373113393149198913e+01	5.728320666392274774e+00	-2.753922531714046773e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.152192239009987240e+00	9.382483800779825245e+00	6.019752020444354201e+00	3.174926852141028100e+00	1.584178322287833964e+02	8.537729085733859691e+00	3.759158343450998530e+00	-8.444251214410984474e+00	7.718092520589218353e+00	-1.128222569993529989e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.440459658008069521e+00	1.390548000988961030e+00	1.776141004071342566e+00	3.658367762634783027e+00	-2.899483275928300685e-01	3.004199358702678513e+00	4.862188497468977744e+00	3.377937215699506623e+01	9.711760386390078992e+00	3.567757107258074711e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.107948040952965840e+01	8.130354376194748767e+00	6.166759263350451548e+00	3.129098689275889189e+00	8.956809243944169907e+01	1.092176444251238188e+01	3.355412689054181108e+00	-1.957160182261368453e+00	5.644915592418468187e+00	-2.246286926496326719e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.401678277243091131e+00	5.795389976068020310e+00	4.937986770046270735e+00	5.715535653868049515e+00	1.169297827942618824e+02	6.052586347388876575e+00	7.079168080455949585e+00	-2.486562987674524194e+01	9.906235593798879080e+00	-5.510897546554428317e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.753325966309743578e+00	9.748986557139238229e+00	2.622368198714022380e+00	3.617655119804716435e+00	1.229191743650972342e+02	7.756306598296117016e+00	2.764866789423736648e+00	-3.059074302843444837e+00	6.335607257841452622e+00	3.332944854077989350e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.109057414396565022e+00	8.319249027127151308e+00	1.013439556027818256e+01	4.060838984425785725e+00	1.056262165084993967e+02	6.716662154406501273e+00	1.299711067569027989e+00	-3.488924183639203314e+00	5.278590525088961094e+00	-3.839099371156451390e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.255924893849738488e+00	9.720898774006096588e+00	8.285892752859055577e+00	6.584351613577845264e+00	2.858799942731805572e+02	7.193727853868407074e+00	6.014441288129319219e+00	-3.202973158464777015e+01	8.961994862190362454e+00	-5.533757098986803236e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.648351709090599471e+00	4.004009073393347329e+00	7.409773025368662225e+00	9.859388781209633024e+00	1.556791865131295651e+02	1.151050038196593572e+00	6.937213149421731728e+00	6.745830586026730025e+00	5.276227097525406862e+00	2.936101396842225597e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.857635322943543166e+00	7.593110504721701126e+00	4.148999012859604818e+00	6.810678422348920513e+00	2.026222564461266700e+02	8.102137488568558865e+00	3.774552734755785011e+00	-1.811432293261514559e+01	5.349859774812310675e+00	-8.453291692967107807e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.962632615938663339e+00	3.880150444028512169e+00	5.677012840219035184e+00	2.425221143158217352e+00	3.501904123363935639e+00	1.012414088131857071e+00	3.790783097374149868e+00	1.519915117000068427e+01	6.679835480572002382e+00	2.105180211162261017e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.242743088949862074e+00	4.505135778422829418e+00	7.408031772075958088e+00	1.703987720490831359e+00	3.745237339973106572e+01	8.915427969348032278e+00	5.424133365949802332e+00	-4.102669638423163789e+00	9.157136099009097308e+00	-4.884414260018576925e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.065995392017195620e+00	6.864523902314010328e+00	5.533041805683857284e+00	9.447073423979901463e+00	2.811038328257004650e+02	9.746454184958084355e+00	4.663348926569742758e+00	-1.050319633163623365e+02	8.526387922188089163e+00	-2.434005043031571347e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.753686260675554109e+00	8.378288168599851815e+00	2.018654410672922950e+00	3.645714222564378826e+00	1.441947586861564616e+02	4.222383114303324803e+00	9.734703008190948026e+00	1.190389268205864028e+03	4.549792857979474192e+00	3.332600531345432273e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.550400137468347150e+00	1.017696558993390177e+01	6.337617677251242476e+00	1.182466110969203843e+00	6.143116422376945707e+01	3.616382217141893118e+00	1.011169871587603630e+01	-1.410762483085172292e+01	3.674269712528978715e+00	-1.030581603328990781e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.730628648465412311e+00	7.583415408764655474e+00	7.546074673608785588e+00	6.808027799857028661e+00	2.202630654393620944e+02	8.120475818094941900e+00	5.623955372364417116e+00	-2.379407229809298485e+01	4.781542378770986090e+00	-2.621030458490941850e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.303874808316136225e+00	4.029376029384777347e+00	4.801927227832532452e+00	5.823938646317439627e+00	1.210882902560565100e+02	3.148649588503945385e+00	4.400355755415305659e+00	7.655049945426476654e+00	7.084128608459119292e+00	1.750544992715192150e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.531833561876208449e+00	4.565267622146469861e+00	2.210869554825694472e+00	7.048186926935144037e+00	1.330997180565036615e+02	8.930848642081700817e+00	7.657647431520535619e+00	-2.633888430593466268e+01	3.405327833774711710e+00	-3.965410429115196145e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.014642975130197300e+00	8.803374126307044634e+00	8.113759968354571583e+00	3.452401451678138500e+00	9.293605706543729639e+01	2.364076562272853899e+00	1.006921783148208904e+00	3.848655181088425969e+00	7.455367073930321276e+00	1.567253245273233508e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.342496752373357527e+00	3.095804544436344674e+00	3.053109797834089534e+00	2.963964821936925231e-01	8.129898146579664697e+00	2.679216618961708818e+00	5.857613432087855010e+00	-7.540159118604650601e+00	5.310163459702240907e+00	-1.166798419137771070e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.064113412481587417e+00	2.353572706738588316e+00	3.366347973508526437e+00	8.876409217930513407e+00	4.812705098798292624e+01	1.001392658972374861e+01	3.351844845295873121e+00	-3.070190610580050361e+02	4.697527658948174256e+00	-1.568110914880949203e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.267405612114112179e+00	4.285507608520515710e+00	2.974606254204487321e+00	2.795902165546475082e+00	6.118230681958728212e+01	7.896659368756067110e+00	9.264904173747273930e+00	-7.571534018253025522e+00	1.718263346922116019e+00	-3.539305359916407490e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.036350345806756756e+01	2.803417367017218886e+00	4.255158558037185124e+00	6.898047884971932220e+00	9.421125169147933320e+01	8.286174116063202533e+00	7.961019200301279186e-01	-7.486410151113439326e+00	2.706543648320962170e+00	-2.729617418905632142e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.663265379730510141e+00	4.472853900853761999e+00	7.869413021837630140e+00	8.161107846775296437e+00	9.797555714103081925e+01	4.539892655496180929e+00	6.437321876731553871e+00	1.437939423260593053e+01	9.737604907100493534e+00	2.218524181252869543e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.376533608661837604e+00	2.964602627457737949e+00	4.513991296512330997e+00	6.430121647137090335e+00	7.800392915227681101e+01	7.472014897749890139e+00	7.146606149788302886e+00	-8.184935943160206762e+01	4.103916479754960100e+00	-1.702041212665955427e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.481627369283337714e+00	6.497801594764055499e-01	3.197323038038634380e+00	4.112000445032222729e+00	1.344491702760356233e+01	6.015912422704496443e+00	5.140868954238436928e+00	-1.067531934761078105e+01	2.277291927426279727e+00	-4.406086983161964454e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.116014800578287947e+00	8.759019313968974263e-01	9.303132155814063609e+00	4.125527322872385660e+00	1.010070619227422739e+01	6.555093868073608832e+00	1.792719009431639199e+00	-3.118575062033522638e+00	4.819919346157859330e+00	-1.889286484188701376e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.217769710763858093e+00	9.774764707786879114e+00	8.231806518057377176e+00	6.959960284608707859e+00	2.572339795701415142e+02	7.306979260944198806e+00	1.056834421525063483e+01	-8.132010279931574814e+01	4.014338928226843350e+00	-7.297022530639163840e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.090286328628728540e+00	5.266905331802743895e+00	8.188289738995997880e+00	8.791039012380394979e+00	1.664302005907090063e+02	6.100868229682556709e+00	5.369945827156063167e+00	2.006814568101540530e+01	7.045421892497663041e-01	-1.479297967995887308e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.937205762550838095e+00	4.080220659980272835e+00	3.434965808028251910e+00	9.138676240818901064e+00	1.648961378430056754e+02	4.778258149930232790e+00	6.307739575495300954e+00	1.521908677424823786e+01	3.615536956590151174e+00	8.617300871981445898e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.427216181002887385e+00	8.574564608228799401e+00	5.168453631074868326e+00	2.223200941653800555e+00	4.912230385414179068e+01	2.652738582898596320e+00	2.389840269469991174e+00	-4.779735370494956115e+00	5.831504842313513848e+00	-7.430288585941941193e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.561980671792034592e+00	2.442923288954379935e+00	8.774494708711362279e+00	2.022331746210777492e+00	2.081713226831698194e+01	7.541791719946099093e+00	4.812194109118532737e+00	5.615178544040242414e-01	6.367428495076456585e+00	-7.243264281510465308e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.876064635440475525e+00	9.890112989094623330e+00	7.494220549551769750e+00	1.048504822160152550e+01	3.454872427096721594e+02	2.906611811441040416e+00	5.088914395365462084e+00	7.085589844451818387e+00	3.976385559412365378e+00	1.151533508649161375e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.840923058375629751e+00	6.978953350024085012e+00	1.417800012879529836e+00	8.098588967493814295e+00	2.476164043867271971e+02	6.919313741053587208e+00	1.691655942670746926e+00	3.184213356900062308e+01	5.332140468849824622e+00	2.821041735857873434e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.504949180742998216e+00	1.735883525396890281e+00	1.960478707333174198e+00	9.059919564483539745e+00	7.085705378572741608e+01	2.633919639673822033e+00	1.981833434896034474e+00	3.684171712093789797e+00	1.032395859856249487e+01	2.146310036578907288e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.515612272966277541e+00	4.962525129131159396e+00	4.852741678293054584e+00	3.101222184199772247e+00	4.957225827013117225e+01	7.205942462087977063e+00	9.492514603419785146e+00	-5.953851725865479949e+00	4.120645168310447026e+00	-2.368649650363805925e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.939765929891787311e+00	8.289223168784511486e+00	9.101561515394024582e+00	6.384786010181425553e+00	2.101146613848408151e+02	7.667096946722023354e+00	2.240937738501227461e+00	-1.352210082378085154e+01	5.077243344372981859e+00	-5.003984668209201736e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.392372502912810894e+00	1.033653054820768524e+01	5.362768589580340084e+00	7.110865693132511822e+00	2.687216392406347722e+02	4.148637927125687241e+00	4.026223207730471820e+00	7.096917254213888526e+00	3.963423032056583306e+00	7.701968966001463412e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.221718461113401766e+00	5.448319727874226359e+00	6.211337088763037251e+00	7.390923243463137560e+00	1.503108204720939227e+02	1.660819112296197719e+00	6.190625806137468601e+00	7.378129112458662320e+00	5.268090099764640044e+00	1.750535561110102334e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.141030949606985700e+00	6.343994162267819092e+00	2.045664863059100114e+00	4.541878715470364369e+00	1.073170530080915768e+02	2.745330804570288219e+00	7.739988262328989066e+00	1.362237281664977928e+01	7.736793479393525352e+00	3.394690116755878506e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.017121383664299827e+00	2.739003902783172517e+00	6.542346736830779719e+00	2.186956187550965325e+00	-4.881987816905180466e+00	6.340609716356913061e+00	1.772156034808925584e+00	-1.368086408581803415e+00	2.551811884099293604e+00	6.863292152912028321e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.395766795960563300e+00	9.590447731055935066e+00	7.760459092213234378e+00	5.871348153278526993e+00	2.210240245211253409e+02	8.284606862122052107e+00	5.816650148077344262e+00	-1.430841124212985527e+01	8.287359404545867392e+00	-2.426948059529334234e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.324896890097329027e+00	3.781207439509577384e+00	3.724249011542440257e+00	3.553344998071132466e+00	3.641651915021789421e+01	1.548143982674854424e+00	2.248031087751237500e+00	4.470245550545957514e+00	1.304855609848853737e+00	2.925299348457305326e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.504836636828160934e+00	1.004941239511099838e+01	8.980784049625988530e+00	4.628568983428482220e+00	1.935879686064953944e+02	8.313022184507772749e+00	2.507592332197156715e+00	-4.543442655262618146e+00	3.987710820417642577e+00	-8.351894662023526816e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.336687537740196774e+00	7.054542549750383529e+00	9.584482695916282324e+00	9.188859616766041682e+00	2.690200202956082194e+02	4.023350518447679214e+00	1.120130199743684996e+00	5.795474977220960167e-01	7.051429110740610184e+00	-1.171035512565508641e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.942315685852850748e+00	6.809924962910806734e+00	2.613296505916038903e+00	3.624440361365891317e+00	1.337587252137255120e+02	5.550113079130226446e+00	8.380194507889223487e+00	-5.456584446216153594e+01	4.109762383954792320e+00	-6.108724765628862130e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.613911547837471261e+00	4.792409341511169707e+00	5.592220876416604369e+00	8.780961382219011568e+00	1.785545397903187848e+02	9.500027775202370961e+00	1.646576749118354277e+00	-2.125484716263463980e+01	6.146769227378603873e+00	-2.299820194620063596e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.340478140220900727e+00	3.892112720034151430e+00	3.236261736701819380e+00	2.408621661989360341e+00	3.246823310002375962e+01	3.934362948199407128e+00	1.079323598618060043e+00	-3.773397924001995030e+00	2.346001216410420032e+00	4.045027981395388217e-03
