G c dx1dt d2x1dt2 dx2dt d2x2dt2 m1 W d1 m2 Fc Fg d2
1.00000000e+00 1.00000000e+00 1.18526045e+00 2.99088498e+00 1.30252240e+00 5.93972799e+00 1.31205434e+00 2.48949797e+00 1.06481006e-01 -1.19393426e+00 8.23324107e+00 4.08620603e+00 1.14090753e+00
1.00000000e+00 1.00000000e+00 9.72918867e+00 9.88901207e+00 1.56387883e+00 3.58869456e+00 4.52719507e+00 7.35943716e+00 1.50993288e-01 -2.81645445e+01 8.36039866e+00 5.26309617e+00 1.29820916e-01
1.00000000e+00 1.00000000e+00 8.49198377e+00 9.49653406e+00 9.15793708e+00 3.76098940e+00 7.27447323e+00 5.81812991e+00 7.08856785e-02 -6.74548297e+00 9.81052620e+00 -1.24990551e+01 2.14041459e+00
1.00000000e+00 1.00000000e+00 2.91105200e+00 1.35484130e+00 2.25320834e+00 4.17662653e+00 2.74091809e+00 6.71791012e+00 1.95610082e-01 -3.54115282e+00 5.51682578e+00 2.72786155e+00 -2.18399459e-01
1.00000000e+00 1.00000000e+00 2.63642470e+00 7.35017655e+00 5.79178614e+00 6.59163204e+00 6.77354033e+00 2.76838270e+00 2.06678926e-02 -3.08331983e+00 5.09461192e+00 -1.02154896e+01 1.20802998e-01
1.00000000e+00 1.00000000e+00 2.65064059e+00 9.32723486e+00 4.69986042e+00 4.00644969e+00 3.33845324e+00 2.90571276e+00 7.24146497e-02 -1.88283031e+00 7.78128045e+00 -2.68728568e+00 1.20105521e-01
1.00000000e+00 1.00000000e+00 3.73818019e+00 2.62517811e+00 4.12608994e+00 7.59429146e+00 8.97477498e+00 1.37347593e+00 6.71721067e-03 -8.13102151e+00 2.19223591e+00 1.31065517e+00 -2.07221846e-02
1.00000000e+00 1.00000000e+00 5.72280788e+00 6.11150707e+00 9.09850011e+00 4.64074647e+00 9.06120950e+00 3.89860782e+00 3.09039705e-02 -5.69935270e+00 5.92223962e+00 -5.84049638e+01 6.53874189e-01
1.00000000e+00 1.00000000e+00 4.88750517e+00 9.23939468e+00 1.19641057e+00 1.61517880e+00 3.67558484e+00 6.03770195e+00 3.39002857e-01 -1.50152801e+01 5.91622840e+00 9.05150718e+00 4.68106668e-01
1.00000000e+00 1.00000000e+00 3.62106226e+00 1.30551381e+00 6.97410718e+00 8.05383858e+00 3.06994379e+00 8.72141423e+00 1.17579691e-01 -1.59396139e+00 1.80525811e+00 9.02956241e-01 3.40144533e+00
1.00000000e+00 1.00000000e+00 6.50667605e+00 7.27678241e+00 9.67054991e+00 3.57182492e+00 4.70173575e+00 7.00234703e+00 1.38986941e-01 -3.16348829e+00 4.76185677e+00 -3.81264315e+00 4.55563551e-01
1.00000000e+00 1.00000000e+00 2.25544475e+00 3.67614107e+00 6.04151365e+00 4.89490192e+00 3.16478427e+00 4.91856691e+00 1.05834978e-01 -1.18149134e+00 8.67956319e+00 -4.85578755e+02 3.88550846e-01
1.00000000e+00 1.00000000e+00 3.62930184e+00 9.31956576e+00 9.43140216e+00 7.16899495e+00 7.05145459e+00 9.57808103e+00 6.31568214e-02 -2.71347321e+00 8.70538260e+00 -5.66690596e+00 2.82578111e-01
1.00000000e+00 1.00000000e+00 4.29725659e+00 9.73952421e+00 1.47032091e+00 3.99210541e+00 8.43458216e+00 7.47320681e+00 7.39809957e-02 -2.46514645e+01 1.89313898e+00 1.59164595e+00 3.35099295e-02
1.00000000e+00 1.00000000e+00 5.10462986e+00 9.49839840e+00 4.76913987e+00 1.50927091e+00 7.05782918e+00 9.37148683e+00 2.93257347e-01 -7.55431934e+00 1.81648794e+00 -3.86068053e-01 4.40739684e-01
1.00000000e+00 1.00000000e+00 8.06658365e+00 5.26792795e+00 3.34142012e+00 4.36528942e+00 8.41915403e+00 5.74829176e+00 5.21358010e-02 -2.03248343e+01 3.36425929e+00 2.19211051e+00 1.25306807e-02
1.00000000e+00 1.00000000e+00 2.79706404e+00 8.75838386e+00 7.57738868e+00 9.50003724e+00 4.57292946e+00 3.33013847e+00 2.55517840e-02 -1.68801906e+00 8.87289456e+00 -1.56087690e+01 1.04263498e-01
1.00000000e+00 1.00000000e+00 5.62810995e+00 8.60094459e+00 9.83167381e+00 6.77560958e+00 2.40685274e+00 1.47544018e+00 3.01579946e-02 -1.37779508e+00 2.16012327e+00 -7.80404893e+00 6.82537035e-02
1.00000000e+00 1.00000000e+00 6.33173112e+00 3.87190426e+00 3.30877056e+00 7.04331234e+00 7.64155853e+00 7.53476366e+00 4.66648086e-02 -1.46230429e+01 7.47997122e+00 4.28247651e+00 -3.05902632e-03
1.00000000e+00 1.00000000e+00 1.41805371e+00 8.46023927e+00 6.88757141e+00 6.69053938e+00 4.24427055e+00 2.09172698e+00 2.45538474e-02 -8.73835384e-01 1.91049058e+00 -3.03475705e-01 6.37186607e-02
1.00000000e+00 1.00000000e+00 6.46790367e+00 1.33306871e+00 2.78287869e+00 2.79092925e+00 7.04143743e+00 3.72497615e+00 6.31818140e-02 -1.63655495e+01 6.60824068e+00 3.52127041e+00 1.18138796e-02
1.00000000e+00 1.00000000e+00 2.53471711e+00 6.36642891e+00 6.08797229e+00 4.76500478e+00 3.43579548e+00 5.79223817e+00 1.17932774e-01 -1.43048772e+00 4.20460569e+00 -2.45723876e+00 3.10164717e-01
1.00000000e+00 1.00000000e+00 1.58546434e+00 3.07007954e+00 5.17539238e+00 7.75845819e+00 1.73106671e+00 6.07974929e+00 1.50895117e-01 -5.30306562e-01 8.10022567e+00 5.87699688e+00 5.12725477e-01
1.00000000e+00 1.00000000e+00 9.53996984e+00 2.08510197e+00 9.74804797e+00 1.91235608e+00 9.93323616e+00 6.40524877e+00 1.12397131e-01 -9.72120507e+00 3.10321404e+00 3.12609003e+00 -3.45460155e-01
1.00000000e+00 1.00000000e+00 9.69068830e+00 1.69257881e+00 6.47674545e+00 3.50067498e+00 2.40581357e+00 2.49629797e+00 9.88010154e-02 -3.59964578e+00 6.75281646e+00 3.38791772e+00 -6.83448120e-02
1.00000000e+00 1.00000000e+00 8.27557613e+00 7.26659898e+00 4.14555735e+00 3.48687198e+00 9.89578895e+00 4.41763664e+00 4.26758628e-02 -1.97544861e+01 3.12114281e+00 3.16983471e+00 -1.31604098e-04
1.00000000e+00 1.00000000e+00 3.74152392e+00 4.05887467e+00 2.02686206e+00 4.88817035e+00 9.79551939e+00 6.55474804e+00 4.56311009e-02 -1.80822222e+01 7.42294255e+00 4.68007805e+00 -5.70067565e-03
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 2.36122146e+00 9.82331867e+00 8.14436294e+00 9.72836978e+00 4.05325068e-02 -6.48124605e+00 8.86310231e+00 8.27306784e+00 -2.86405080e-01
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 1.60752292e+00 6.93480666e+00 7.54868024e+00 2.25713868e-01 -1.63944652e+01 2.14121619e+00 1.25070497e+00 4.90875429e-02
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 5.66830895e+00 6.20026345e+00 9.30343381e+00 8.82385496e-02 -9.43990447e+00 8.79936120e+00 5.44613243e+00 -4.80481572e-02
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 2.61428214e+00 8.79491391e+00 7.85990852e+00 1.13949438e-01 -2.13213112e+00 6.34217729e+00 -5.61757719e-01 3.35395266e-01
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 9.73608891e+00 3.60495569e+00 6.32545272e+00 6.00739096e-02 -3.25082739e+00 2.14399442e+00 1.86745709e+00 -7.06139983e-01
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 2.01973154e+00 5.20913091e+00 2.72821032e+00 8.64365995e-02 -1.19452201e+00 4.84787670e+00 -1.30502214e-01 2.01125896e-01
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 4.63240902e+00 6.57450972e+00 7.00017087e+00 7.66155838e-02 -2.97008917e+01 2.44774264e+00 1.43321327e+00 5.17510162e-02
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 7.64096486e+00 4.70071428e+00 6.61041609e+00 6.13473044e-02 -1.79021972e+00 7.30313100e+00 -5.75324345e+00 2.19622128e-01
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 7.34098985e+00 4.84737809e+00 6.42222253e+00 6.01592726e-02 -4.49691724e+00 7.82981321e+00 7.07747874e+00 -3.53381379e-01
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 4.80455773e+00 3.97256201e+00 5.40807281e+00 9.44489587e-02 -9.39530321e+00 1.95216868e+00 1.07999745e+00 2.09122121e-02
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 4.11871751e+00 6.07808635e+00 5.75790944e+00 7.66681004e-02 -4.68450947e+00 5.55525867e+00 3.08170521e+00 -4.58032931e-01
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 4.57851141e+00 8.65517075e+00 4.00998274e+00 3.37303858e-02 -8.69710884e+00 8.33162550e+00 9.82611992e+01 -1.61598915e-01
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 3.37848637e+00 2.81375540e+00 5.67381423e+00 1.98950642e-01 -4.31855431e+00 9.42546737e+00 4.59456448e+00 -1.06664056e-01
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 2.84799645e+00 9.40989735e+00 2.77800315e+00 3.45531106e-02 -1.78591958e+01 5.62166080e+00 1.50612240e+01 -3.68774475e-03
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 5.34735728e+00 7.20178888e+00 8.24656958e+00 7.13793329e-02 -1.07124244e+01 9.55251301e+00 7.22614502e+00 -4.64251738e-02
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 3.41680380e+00 8.40945891e+00 2.67199259e+00 3.09974451e-02 -3.19087032e+01 5.82120073e+00 4.49610066e+00 1.94766345e-02
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 3.58715498e+00 6.00571623e+00 1.76469661e+00 2.73044761e-02 -5.71662379e+00 4.54771445e+00 -1.03035098e+01 5.20717669e-01
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 6.91080457e+00 8.01565031e+00 4.92621424e+00 2.96431714e-02 -5.91329195e+00 8.63382816e+00 1.94668894e+02 1.47806996e+01
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 9.71683599e+00 1.14580358e+00 6.92476696e+00 2.07323658e-01 -1.51717415e+00 5.43684439e+00 2.80225875e+00 -4.29374901e-01
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 6.43273481e+00 8.36542382e+00 4.93945142e+00 3.05966492e-02 -2.91201498e+00 5.24712260e+00 -3.06318435e+00 1.45339074e-01
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.69281520e+00 1.36124973e+00 3.49078719e+00 5.04957423e-01 -7.99484136e-01 5.41281240e+00 9.78034057e-01 2.76021934e-01
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.68025252e+00 9.00922039e+00 6.02354066e+00 1.32638262e-01 -1.84820313e+00 8.62106502e+00 -2.28496272e-01 3.11874222e-01
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 9.92766473e+00 4.12302102e+00 1.44764379e-02 -6.59948310e+00 8.48747388e+00 8.61220340e+00 -2.70739746e-01
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 3.64660716e+00 9.39580921e+00 2.33665013e-01 -1.05115217e+01 4.63167993e+00 3.77482880e+00 1.37399770e-01
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 2.89286701e+00 9.30380626e+00 5.86261719e-01 -1.77418524e+00 3.99969874e+00 -2.25951676e-01 3.42863568e-01
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 7.88827027e+00 5.52134638e+00 3.65044551e-02 -8.08028439e+00 5.42735222e+00 6.59459840e+00 -1.13053533e-01
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 3.27723707e+00 3.95095595e+00 6.07694246e-02 -2.68834930e+00 6.15495259e+00 4.86625118e+00 -2.61042355e+00
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 8.79006145e+00 7.63419173e+00 4.23460907e-02 -2.11329732e+01 3.14503490e+00 1.81539970e+00 9.52011120e-03
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 1.92558333e+00 1.33041649e+00 6.76052742e-02 -1.40291423e+00 8.14559576e+00 -4.39603497e+00 6.49218444e-02
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 2.13359677e+00 5.27292105e+00 7.25171633e-01 -1.72091195e+00 5.37834489e+00 8.62642821e-02 6.07018697e-01
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 9.81236400e+00 4.02691055e+00 1.41244404e-02 -2.42384017e+01 4.00640994e+00 2.07251891e+00 3.41938701e-03
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 7.06455008e+00 9.28482297e+00 1.34465787e-01 -4.75537968e+00 1.96138894e+00 1.92525403e+01 2.56040331e+00
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 8.62198502e+00 1.10802725e+00 6.04684538e-03 -2.14510791e+01 3.14960644e+00 1.73003008e+00 1.54504966e-03
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 3.91896440e+00 5.97533388e+00 6.90575763e-02 -3.98892656e+00 9.54353055e+00 5.88764412e+00 -1.94706762e-01
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 7.08835375e+00 7.66597223e+00 5.55458274e-02 -3.48322357e+00 3.74589718e+00 3.32407181e+00 8.50568105e-01
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 6.34817645e+00 5.36516189e+00 7.38219081e-02 -2.34312074e+00 2.51973360e+00 1.91573173e+00 5.82222240e-01
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 6.42835108e+00 1.76862727e+00 2.66608453e-02 -6.02294014e+00 5.14605512e+00 2.83525872e+00 -7.72400915e-02
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 7.14279214e+00 9.75215251e+00 7.13440280e-02 -5.89746657e+00 3.76378969e+00 2.91359992e+01 -2.31076801e+00
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 6.17823256e+00 5.66209388e+00 3.47346234e-02 -5.28725826e+00 1.31643325e+00 9.29327019e-01 -1.67852350e-01
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 4.86156132e+00 6.52767620e+00 4.70107412e-02 -1.22596793e+01 3.90830696e+00 2.11728200e+00 1.29552097e-02
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 3.48330425e+00 3.12948804e+00 1.53329082e-01 -1.14688954e+00 5.89697762e+00 -6.96982230e-02 1.63637163e-01
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 7.91723198e+00 5.35148277e+00 9.41355759e-02 -3.39179470e+00 5.96541135e+00 -5.04612207e+00 5.28052190e-01
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 3.03645187e+00 4.86234543e+00 5.61713033e-02 -7.80427987e-01 4.20903029e+00 -1.60938075e+00 1.43081802e-01
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 7.23118876e+00 1.67406258e+00 1.01154110e-02 -5.09459356e+01 5.02572481e+00 2.70303640e+00 8.03695498e-03
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 3.09999540e+00 1.95544318e+00 2.35010982e-02 -1.29124362e+01 9.68966126e+00 4.87909567e+00 1.42200368e-02
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 6.62797153e+00 8.53725268e+00 1.52054284e-01 -5.09462175e+00 4.39613630e+00 -1.96844672e+01 2.66201981e+00
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 7.72370440e+00 3.15837957e+00 2.16763446e-02 -1.32221296e+00 3.32404132e+00 -4.02055974e-01 6.91265111e-02
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 2.96842500e+00 2.75462444e+00 4.23138415e-02 -1.92817453e+00 3.19120340e+00 -2.29479924e+03 1.31568259e-01
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 1.53948971e+00 5.54420306e+00 1.68577525e-01 -1.10304604e+00 5.11988151e+00 3.89597164e+00 5.19182037e-01
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 2.17876369e+00 7.91872418e+00 2.59235283e-01 -8.45730729e+00 7.83568134e+00 4.53457407e+00 1.92973269e-01
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 6.45397271e+00 1.55751867e+00 7.06531027e-02 -6.29241030e+00 2.85389366e+00 -8.06350873e+00 -3.49169373e+00
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 8.64501766e+00 6.19127128e+00 3.82179560e-02 -9.24817333e+00 7.38366514e+00 1.38309701e+01 -1.09451051e-01
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 1.40497139e+00 2.07289399e+00 1.50034391e-01 -1.66735403e+00 1.19034841e+00 6.25345802e-01 5.91102665e-01
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 7.60736133e+00 1.32814946e+00 1.15187017e-02 -1.97926420e+00 4.77039680e+00 -7.31736419e-01 3.52297139e-02
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 4.07186781e+00 1.47469557e+00 1.25514046e-02 -3.12077578e+00 7.98278559e+00 6.95568462e+00 -4.64602844e-01
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 5.30675533e+00 8.50747697e+00 1.16389312e-01 -1.46944083e+01 4.04859660e+00 2.63465752e+00 4.67390438e-02
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 9.35973595e+00 2.06175235e+00 8.57962848e-03 -9.91956633e+00 6.07363391e+00 4.29431753e+00 -1.72965392e-02
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 3.98774354e+00 1.40636228e+00 4.35902595e-02 -8.83241740e+00 2.84481310e+00 1.75481004e+00 7.02435965e-03
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 5.18803241e+00 4.94109898e+00 4.50171937e-02 -3.47167618e+00 7.67795852e+00 4.85779504e+00 -8.00638685e-01
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 1.12314173e+00 8.59594125e+00 2.60506815e-01 -1.03367497e+00 1.47051193e+00 7.07048224e-01 -4.80233951e+00
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 1.73438848e+00 3.36167539e+00 3.37021369e-01 -1.25283647e+00 8.67288380e+00 2.19305704e+01 5.05661725e-01
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 3.32732432e+00 4.79541356e+00 4.46940701e-01 -4.99744502e-01 2.78376748e+00 1.59080152e-01 2.47655402e-01
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 1.25067017e+00 1.35930279e+00 7.39021613e-02 -5.40149652e-01 8.86958229e+00 5.51531796e+01 1.19365062e-01
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 6.68237793e+00 5.04170663e+00 1.37155659e-01 -9.28188501e-01 4.17276317e+00 1.84051804e-01 4.84765673e-01
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 4.83758521e+00 6.19851773e+00 5.52143378e-02 -5.61399569e+00 7.50415217e+00 7.80636817e+00 -1.47574533e-01
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 5.93330682e+00 6.13816348e+00 3.73572206e-02 -9.38218661e+00 3.87302768e+00 2.72874621e+00 -1.81194519e-02
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 2.57182467e+00 3.99184023e+00 1.05454784e-01 -1.97483612e+00 9.15320504e+00 -1.50763161e+01 1.80433317e-01
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 3.66338826e+00 3.83979863e+00 1.04970703e-01 -4.12640994e+00 2.13973413e+00 -2.79067177e+00 1.98449409e-01
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 6.97442027e+00 1.95961257e+00 1.90762100e-02 -5.87465348e+00 2.60667810e+00 1.75824846e+00 -9.10938388e-02
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 9.68772451e+00 4.30118489e+00 1.97035989e-02 -5.21753671e+00 5.43727113e+00 5.92248409e+00 6.38504976e-01
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 1.45375096e+00 1.89545202e+00 4.01864867e-01 -1.23854084e+00 1.73744595e+00 1.31982179e-01 7.34246673e-02
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 9.01345889e+00 7.89936350e+00 4.63327795e-02 -7.89596682e+00 2.76382166e+00 3.87365200e+00 -2.53304862e-01
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.51962516e+00 6.19193081e+00 9.69646868e+00 8.00651685e-02 -1.06396119e+00 9.49389744e+00 -5.23727555e+01 3.59686739e-01
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 6.73919422e+00 6.07527610e+00 9.73067011e+00 7.92223100e-02 -9.67089680e+00 9.78840695e+00 7.76215859e+00 -3.94250936e-02
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 3.17819872e+00 5.50250682e+00 8.78563989e+00 1.67459776e-01 -4.78563629e+00 4.38633396e+00 4.19809117e+00 -1.35711687e+00
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 7.42647451e+00 1.62454677e+00 6.40712934e+00 1.77022032e-01 -5.72514967e+00 9.30957419e+00 4.70688682e+00 1.00262600e-01
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 1.82252338e+00 1.80889167e+00 7.30779128e+00 7.38889023e-01 -1.65435163e+00 5.90342208e+00 -1.32558783e+00 4.12467172e-01
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 2.79343303e+00 6.40820805e+00 3.56685222e+00 6.64184896e-02 -6.23332027e+00 3.42768219e+00 -9.13892235e+00 -9.18334433e+01
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 8.89723042e+00 4.06862714e+00 6.67693378e+00 6.14827217e-02 -1.51880094e+01 7.32158849e+00 3.97927074e+00 3.54703790e-02
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 7.64850836e+00 9.25541260e+00 5.10084594e+00 2.40186406e-02 -1.53539457e+01 6.93011626e+00 3.66972763e+00 -7.28489704e-03
