G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	m1	W	d1	m2	Fc	Fg	d2
1.000000000000000000e+00	1.000000000000000000e+00	3.185234133194305262e+00	9.043503051936964354e+00	9.582245515672116909e+00	6.705042845320061673e+00	6.951800828225354500e+00	1.068085031451703060e+01	6.432778066523081595e-02	-3.288184187354718624e+00	7.936303931041003068e+00	-5.689716633256847622e+00	2.937667549386450139e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.778848200772478627e+00	1.039521885625289066e+01	1.155351653604765882e+00	4.066241752686308608e+00	8.865164697964923235e+00	7.503950718526282593e+00	7.714624708063322345e-02	-2.576080356789416825e+01	2.169452788577007851e+00	1.604974444850425730e+00	4.784652682554735997e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.366619127823767155e+00	9.316436127256585209e+00	4.666079453147342626e+00	7.887177203327335739e-01	7.858118710391465811e+00	9.532391310623175684e+00	2.816509938984194661e-01	-7.159343946249125956e+00	2.837048885283376176e+00	-3.579397030865741902e-01	4.578118485625131684e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.833918425881662984e+00	5.100112132720772351e+00	3.992800789515933424e+00	4.069817440780129303e+00	8.284794852861727676e+00	6.877379526052493475e+00	5.012339210173905046e-02	-2.122032464519118022e+01	3.724301445610156414e+00	2.189110938116630933e+00	8.534804203406538142e-03
1.000000000000000000e+00	1.000000000000000000e+00	2.074933129166125934e+00	8.345710842533714313e+00	7.973111120033188115e+00	9.030556237304478984e+00	4.106243055412300613e+00	3.295251194512268000e+00	4.441465710714088966e-02	-2.089508494963029595e+00	9.502668129406572461e+00	-1.562670485044028545e+01	1.057801112176717379e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.158021451380236044e+00	8.456417434176572101e+00	9.490658930042938479e+00	7.059056400039802170e+00	3.482574807901907654e+00	2.422529346919321203e+00	1.577756668851112293e-02	-1.225007177650585311e+00	2.667663808224838728e+00	-7.812226678553101600e+00	7.853355993299504512e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.463656110029602608e+00	3.992317936940330103e+00	2.542657120884839195e+00	6.764599903590294616e+00	7.706818127545378871e+00	6.378818809950391966e+00	4.631421332290756171e-02	-1.375128467916897179e+01	7.266144982940724972e+00	4.212372367667476247e+00	-1.717043928751438991e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.306975461230408975e+00	8.340541925186959915e+00	7.001784885564413585e+00	6.489606958707331508e+00	3.315823168773424978e+00	1.454298561762616959e+00	3.057172291262277158e-02	1.038295484988291939e-01	1.959714055336286398e+00	-2.771416163747035810e-01	4.706304938056377757e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.307934237633795682e+00	1.249459108499102022e+00	2.461584927790785304e+00	3.067508598444274259e+00	8.055808445487462777e+00	3.358514705346787199e+00	5.153224453841174363e-02	-1.631940743745823852e+01	7.080698150969955584e+00	3.528195746817004874e+00	3.915974418935889989e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.178516068731286115e+00	6.931662442276911307e+00	5.989998860598137576e+00	5.654162974818502718e+00	4.049224034394549143e+00	6.112626599682356776e+00	1.252906798841192659e-01	-1.817878462261326655e+00	3.345272752565412677e+00	-2.461856508635487550e+00	2.780939602214024808e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.578093771171446447e+00	3.222314992442191439e+00	4.372310911154679403e+00	8.903806903236819892e+00	2.603309639624581173e+00	7.052992439286116522e+00	1.347758034063213373e-01	-1.443211272280549906e+00	8.454759521302021241e+00	5.833370630436406579e+00	5.216036893653566153e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.051746362352689168e+01	1.444846819598326837e+00	1.032271543132120684e+01	2.159212861262514327e+00	1.071446331436970745e+01	6.081114691746037693e+00	1.200343124332653166e-01	-8.231965877455229119e+00	3.788037582585002561e+00	3.155117813491144396e+00	-3.394015043410664179e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.007614849554987302e+01	1.645144428660064495e+00	6.423197684164419385e+00	3.452726552901237866e+00	3.846524787875568840e+00	3.032984894666796549e+00	9.932286342748392061e-02	-3.820059756944389928e+00	6.724878152436009060e+00	3.376464148077965355e+00	-8.829080625918284131e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.752362959317471436e+00	6.967106389445300252e+00	4.175738681351818471e+00	4.199406063023955582e+00	9.330974930343428397e+00	5.645018675964006860e+00	2.559142097262645521e-02	-1.923910088811147645e+01	3.563951628565570129e+00	3.184629277887545129e+00	-1.199001220663887222e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.788314253876388094e+00	4.348729524975619931e+00	1.566947019763204940e+00	5.520000338143107754e+00	9.362134028787393092e+00	7.413203974190074597e+00	5.390798707908455584e-02	-1.793260091185400285e+01	7.121376569605879503e+00	4.679779845284281592e+00	-1.203684476925803715e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.029568235335244886e+00	7.580167958098844139e+00	2.208059291311025962e+00	1.030067603358519612e+01	7.876229477995955186e+00	9.506797547122534553e+00	2.974974596839916746e-02	-6.858075848803269814e+00	8.883900938766112532e+00	8.230799797222278613e+00	-2.825577863014773761e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.171145014671003182e+00	2.217016577982337644e+00	3.095470391193076765e+00	7.525666514233595450e-01	6.651104444795805648e+00	8.025189483505197785e+00	2.238685872469787785e-01	-1.680349862292685259e+01	1.992649096462211000e+00	1.283907574948564667e+00	5.533191630129774552e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.817353310292710411e+00	3.425916548538353368e+00	2.920080679408562752e+00	6.322339654251797114e+00	6.267234318332401521e+00	9.489638437596013887e+00	9.582336858670681412e-02	-1.049155987656567568e+01	9.049489167583512739e+00	5.474363070573851076e+00	-4.859735083591438382e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.245684343111523873e+00	5.748375296847639149e+00	8.536353183640089881e+00	2.808189983365823927e+00	8.528068638337057195e+00	7.498121750029476118e+00	1.023411956822000840e-01	-1.278698023727489419e+00	6.285317663078892281e+00	-5.417600502058701473e-01	3.387404182602716807e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.690465727733953649e+00	7.524525202847567762e+00	6.816466907231448324e+00	9.252294297229807896e+00	2.957013674189905128e+00	6.559873431343461014e+00	5.371533201719991268e-02	-3.342472544233405340e+00	1.232189782117644405e+00	1.875697840264861194e+00	-6.944305996191378894e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.218508321015319362e+00	3.845516907165322795e+00	4.744206007208376263e+00	1.656019805853356175e+00	4.732829346518428792e+00	2.468269659961741080e+00	9.999128483197756989e-02	-1.075497138891332582e-01	4.457231203478189130e+00	-1.618447941658492373e-01	2.120151694084733696e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.872286021385470178e+00	5.778198438710215434e+00	2.134828389996383358e+00	4.947484949198663884e+00	6.414503945074219615e+00	7.068393525307982372e+00	5.170295543496279678e-02	-3.004211087286711646e+01	3.504424492314606177e+00	1.455957370000890760e+00	7.899458982295279319e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.374992925905970331e+00	9.152646600991017678e+00	8.307550248574258944e+00	6.281320567695955148e+00	5.324008774069013405e+00	5.854202239133267760e+00	7.842274878662400250e-02	-2.016818815858386404e+00	7.611857628304437462e+00	-5.695530231382386788e+00	2.381443378389844490e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.721427395745940281e+00	6.511915658916981542e+00	8.243291930385442612e+00	7.273066515489072792e+00	4.534009625249582953e+00	5.455046786845051621e+00	4.253520395137923293e-02	-5.358591524805978779e+00	6.688590170731946394e+00	7.080518455731019678e+00	-3.530654712770021075e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.246404560797037320e+00	3.182966956723578544e+00	1.509223942191905810e+00	4.449947773708280430e+00	4.413747261359129759e+00	5.250873501411324362e+00	8.603239475809429382e-02	-9.632106201830112013e+00	2.609195455079753145e+00	1.083548929778377579e+00	3.228834205914227901e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.196479089736977919e+00	1.658058607205927348e+00	6.792313613694963337e+00	3.708956976748513323e+00	5.358392603691819467e+00	5.932447640255132271e+00	8.006727380634200142e-02	-5.627430660484984415e+00	4.928149265943522650e+00	3.052865881811408499e+00	-4.505074087133263960e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.517084462190813277e+00	8.955950996014571786e+00	5.772791610445586308e+00	4.331015606755098446e+00	6.912747849029598157e+00	3.391216377333059917e+00	4.098990176268322433e-02	-8.390946274970524144e+00	8.817601702354080473e+00	9.820700894866986630e+01	-1.586796657828285217e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.943516355224373271e+00	4.811334711502012196e-01	1.928583963590578820e+00	2.577631407840232036e+00	2.741215618289287725e+00	5.962549301061319973e+00	2.025373115823927705e-01	-4.236581863080677302e+00	1.012841427410245920e+01	4.585165056977904108e+00	-1.220871326615820679e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.000730851135530486e+01	8.563074367444677648e+00	6.657307770340477049e+00	3.417743410964240169e+00	9.077628771928514695e+00	2.801456303786727720e+00	3.512200654167300928e-02	-1.673777779173627422e+01	5.676977931201132144e+00	1.510000489966924242e+01	-8.066840661771017794e-04
1.000000000000000000e+00	1.000000000000000000e+00	8.344301251707506140e+00	5.715827953013683960e+00	4.197303000199267942e+00	4.195447913071602919e+00	6.721511222150111209e+00	8.603309386848820850e+00	6.613100518656080118e-02	-1.182082514969178533e+01	9.010225254510086046e+00	7.261316303930364313e+00	-8.309630704164565340e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.656302221537790942e+00	9.269082444801332699e+00	1.829860715264392201e+00	3.508445501937133226e+00	7.865390370852415991e+00	3.190786961038161174e+00	4.978946354692392190e-02	-3.098411939795652259e+01	5.432167384773456398e+00	4.494388676214682299e+00	3.851714034911263296e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.527036837363473509e+00	8.074471454983127572e+00	1.023197970348212849e+01	3.128340080394581779e+00	5.620336415263302854e+00	2.501806994803446482e+00	3.660793881918431025e-02	-6.460580966608568509e+00	4.890017005999878208e+00	-1.029225167799840435e+01	5.269385410326798969e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.054711165715455756e+00	1.088344627383541940e+01	7.816583407303413722e+00	7.984590178956811002e+00	7.477845946092182672e+00	5.257180175780251652e+00	4.379299506779821965e-02	-5.651556366570229528e+00	8.016149713140450217e+00	1.946370048320942772e+02	1.477787306602800221e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.439392827914490525e+00	4.212235637658712228e+00	7.026519452158465739e+00	9.729117010868190363e+00	6.573561262073659428e-01	6.762779615910751829e+00	2.022521144098204660e-01	-2.388105297274909056e+00	5.120307344589773102e+00	2.805169964846463415e+00	-4.368452923800160703e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.174301676409318151e+00	8.117351578244418775e+00	4.893762807370301893e+00	5.283295043493383858e+00	7.625266746761941050e+00	5.043064934028768320e+00	2.573809311247895332e-03	-2.757836577844605230e+00	5.526125619577920034e+00	-3.076910710574160657e+00	1.569606043193828848e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.496107417156585573e+00	3.499850661639843707e+00	4.352270027908760497e+00	1.988829978017190303e+00	2.013762997412662514e-01	4.768617867877367189e+00	5.172347188692961728e-01	-2.708409308882955280e+00	5.058587701747944365e+00	9.794650093508463495e-01	3.086493478696951676e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.430776124590521059e+00	5.733894586796263404e+00	6.763682437971317185e+00	1.088799727716196930e+00	7.805767641535141799e+00	6.564184378953720866e+00	1.369283701162059275e-01	-2.358078023706758675e+00	9.393938771413335331e+00	-2.356849986753147275e-01	3.185342455358646796e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.812260214207321418e+00	8.234139981897870442e+00	5.725191014204985329e+00	1.009596641444531073e+01	1.126820715860214861e+01	4.162266995602675657e+00	1.667739434310467478e-02	-6.518810940800487508e+00	7.922781549394845690e+00	8.604547400159129111e+00	-2.369629011093914994e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.468198613516118911e+00	9.611702384103569585e+00	2.144130538472583947e+00	4.010013580008444656e+00	3.612156962365445700e+00	9.313223648336718341e+00	2.268359721790995098e-01	-9.176772541178397802e+00	2.842995154470007169e+00	3.800908355495950630e+00	1.513269827961311875e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.796131821702353193e+00	9.611866564882916464e+00	6.345961891025862833e+00	2.625774098371612464e+00	3.723277338109877377e+00	8.975601351067691525e+00	5.820716917045377636e-01	-3.392215556712563362e+00	3.576363797915966813e+00	-1.745483370690283087e-01	3.285626160562287179e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.875182023277385923e+00	9.183448491434655026e+00	8.493022753531544566e+00	6.492648588215571337e+00	7.791537307433824111e+00	4.870027836674814203e+00	2.929416844502676087e-02	-8.082016340235078644e+00	5.596052520157674515e+00	6.590163100054579282e+00	-1.043932759865230236e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.422035001874593085e+00	4.775197696983301654e+00	5.002807870907815868e+00	7.056274994861985839e+00	3.198650380250228409e+00	4.888057759541610814e+00	6.131307394934211452e-02	-3.082775318740675896e+00	6.624585030429280152e+00	4.903382140778730580e+00	-2.603497391920094550e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.740012442569548679e+00	4.962749487978900476e+00	1.610327255889537845e+00	6.859687810001103614e+00	8.957103341306364541e+00	7.896704939989726668e+00	2.867684181480950611e-02	-2.258983871945433819e+01	2.922880504093765097e+00	1.782903233071598148e+00	-4.791310257196295525e-03
1.000000000000000000e+00	1.000000000000000000e+00	5.930038932260459639e+00	7.489461777932581832e+00	8.521010855631255154e+00	3.087416515960876406e+00	2.274226477475397967e+00	6.343002129289911917e-01	7.678421645445809851e-02	-2.258174499884574082e+00	7.994788659329090663e+00	-4.398449205574204157e+00	5.768214120364124897e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.428883745658279025e+00	2.985816455279572956e+00	3.365376939114351096e+00	1.712929316212091768e+00	1.454542413754585484e+00	5.204158037998118047e+00	7.496849218364963763e-01	-2.079119659322719915e+00	5.361543375367062936e+00	5.233795753838594439e-02	5.994269944443200160e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.411203039808052395e+00	7.436166509724038143e-01	3.531914484066930093e+00	9.019031160491895349e+00	9.605502619294444600e+00	4.723923443323073457e+00	6.930970174058527847e-03	-2.388326110961058646e+01	4.953971800665792458e+00	2.064343158463032069e+00	5.199018646066155130e-03
1.000000000000000000e+00	1.000000000000000000e+00	1.208911587471050098e+00	4.629694614879997339e+00	3.325878655376642179e+00	3.238382948368406122e+00	7.230563117663357353e+00	9.039623536638616841e+00	1.152946302467044021e-01	-4.688546394900455994e+00	2.167425460683400917e+00	1.927127286518001981e+01	2.555430863195463420e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.695830404663091429e+00	3.419926191540778149e+00	3.631519107111220279e+00	6.776450700128467730e+00	7.568803622969115352e+00	6.611851710239258217e-01	4.818971169766426629e-03	-2.244902277198558238e+01	2.881548702586969490e+00	1.759308995949424581e+00	6.315573303622672684e-03
1.000000000000000000e+00	1.000000000000000000e+00	8.751484051066745096e+00	3.562151990357025344e+00	8.440207693042999892e+00	7.815525963172616386e+00	4.625617824666660383e+00	6.171063674583047387e+00	7.285166956242437875e-02	-5.383430295855704983e+00	1.065964553297236961e+01	5.867267143267738128e+00	-1.870593764550621263e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.728507836488570426e+00	3.254531748571549699e+00	6.063395711739057781e+00	5.977592975643532647e+00	7.667232178808771614e+00	8.027045403420428826e+00	6.100128499813125410e-02	-3.165665406955976646e+00	3.751994214599355892e+00	3.336061155626869112e+00	8.730771802130528059e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.345474664934607434e+00	1.148202381348749856e+00	2.507110518346075345e+00	3.594850118814565398e+00	5.203349805175777831e+00	5.120652210925536352e+00	9.311005568505080487e-02	-2.491591749504295628e+00	1.390807027135345875e+00	1.947925367141520869e+00	5.919729197167461487e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.024678825745725774e+00	1.307636355166951869e+00	9.028951736125700123e+00	3.463638307299726993e+00	5.949564100498475838e+00	1.439709586211146197e+00	3.648001818375263411e-02	-4.797697775332300907e+00	4.391651934312882588e+00	2.863728694400494490e+00	-8.970394897307351623e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.942547386686162447e+00	1.055878280864733298e+01	9.082675599369384400e+00	7.184374881625971376e+00	7.199903248011612966e+00	1.000483891156146932e+01	4.953945360138899134e-02	-6.165531605077669397e+00	4.067458171316213900e+00	2.914277709156576179e+01	-2.273282676280933945e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.557243575263453472e+00	5.075162173485622041e+00	8.756780465768756017e+00	8.506589630678725200e+00	6.636779680522733038e+00	5.044983441417788761e+00	1.985819158925196740e-02	-4.418005693925773691e+00	3.496608181546674299e-01	9.139058233078370952e-01	-1.802012606958091900e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.559581041559796155e+00	4.373546972109540576e+00	3.064720246201511511e+00	9.303585629153991121e+00	5.692834853126043981e+00	6.232408893779759040e+00	5.189327403394117938e-02	-1.184617345970851154e+01	4.179235770665960636e+00	2.099252546049116042e+00	6.073011040062964785e-03
1.000000000000000000e+00	1.000000000000000000e+00	1.936397371310778492e+00	7.048123290317419354e+00	4.219197416692331615e+00	1.223320048218518030e+00	3.136147724360211164e+00	3.063456785181921216e+00	1.478628009612179550e-01	-5.221827817551624173e-01	5.472692243308520332e+00	-9.175358281007001127e-02	1.742464658759858009e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.855138909015308535e+00	3.075878322215138905e+00	9.484317573532088375e+00	1.861325539816426788e+00	9.190821365970272439e+00	5.756929086557591724e+00	1.123719584910709557e-01	-3.063011026674027359e+00	6.606062963467653759e+00	-5.046949462203285997e+00	5.794619409299784918e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.025049891764802101e+00	9.086712488964474588e+00	7.816491505039924625e+00	9.726188586483038634e+00	3.009892919984512805e+00	4.627716259979525404e+00	4.489178049525024972e-02	-4.349779216804133264e-01	4.300153596637154685e+00	-1.630925863540144460e+00	1.502124655802362097e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.237610191125444459e+00	8.192740719161266227e+00	9.283544772334056949e-01	7.646176947976944582e+00	7.109107459285995745e+00	1.983091937921046100e+00	2.167871465639784057e-02	-5.268854322560674319e+01	4.135220706988650186e+00	2.720783272930660246e+00	-3.355152159057036773e-03
1.000000000000000000e+00	1.000000000000000000e+00	6.722636028066816927e+00	2.185536469433246420e+00	1.114373438316638154e+00	8.972984460056691702e+00	3.405963947046549034e+00	2.595151020006520426e+00	1.568550549146488504e-02	-1.309257206523571604e+01	1.018697844329119562e+01	4.885072111184799226e+00	-1.488830153512493530e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.255556020320818256e+00	4.806913547298719891e+00	5.761280059870361292e+00	3.766278722857238748e+00	6.797257505322792603e+00	8.259411632781555213e+00	1.552100954308557323e-01	-5.599202140501383873e+00	5.137903308162997007e+00	-1.967967695117986082e+01	2.631730716989627350e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.668519306819285619e+00	8.676113033159497334e+00	9.125598038580546856e+00	5.383006023289437003e+00	7.862538318788600655e+00	4.926536256024306226e+00	1.171125774149028506e-02	-3.560747011418969876e-01	2.629472146883466088e+00	-4.502282294229366100e-01	6.932108774393323791e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.599489523644788580e+00	9.342868040382638739e+00	7.044715454710519964e+00	8.564980223573428475e+00	4.055723574455642577e+00	3.533431038736619456e+00	4.904039094087890571e-02	-2.689795159932587776e+00	2.754504054669649538e+00	-2.294798512893974930e+03	1.412409172237282240e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.196512999208836803e+00	5.569425283163852214e+00	5.603305977013218531e+00	7.758851290537665868e+00	1.674231191767175497e+00	5.693675856218281872e+00	1.814889000904195693e-01	-1.316156506926639658e+00	5.393167430463723377e+00	3.883954764970554585e+00	4.939714343421168774e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.434995008676345662e+00	5.908657342534087142e+00	2.523600751630487249e+00	4.497001237383742023e+00	1.642634617425745347e+00	7.818992814494355237e+00	2.622803857066336453e-01	-7.848371171762978271e+00	8.206519214640026760e+00	4.591277471133869525e+00	1.969146694822848931e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.786212859418897736e+00	2.049097684846502787e+00	6.796103199093779246e+00	1.350343025570756250e+00	5.996562598648011111e+00	1.252860162674834799e+00	9.363181670065032214e-02	-6.063572065905101560e+00	4.134007410950538031e+00	-8.097009832452824796e+00	-3.515017882333736576e+00
