G	c	dx1dt	d2x1dt2	dx2dt	d1	Fc	W	Fg	d2	m1	m2	p
1.000000000000000000e+00	1.000000000000000000e+00	6.478972150562243293e+00	7.271698260207656084e+00	9.784307751964954392e+00	3.551635275644438927e+00	4.670753215256937985e+00	6.977818504067069050e+00	6.714456848884190698e+00	9.030065651407250815e-01	4.808912738807889831e+00	6.016998049458008424e+00	1.704282513910294838e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.339124922455541267e+00	3.617549557856362785e+00	6.016786865964843578e+00	4.832923737686189547e+00	3.171857013678848869e+00	5.003868250562470088e+00	4.235345462330637467e+00	5.984019283893524666e-01	8.667713945862603353e+00	8.411139687525375663e+00	9.809025079796553470e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.705872146778074416e+00	9.313525053964157863e+00	9.541721897702590383e+00	7.142095939070084221e+00	7.012981178852062847e+00	9.588839939552672220e+00	8.308242001988491054e+00	3.967717452332505945e-01	8.711674304387306833e+00	9.680785793912484394e+00	1.479472863900505786e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.293709951797929136e+00	9.772797014642213398e+00	1.416499429865942794e+00	4.021604472783180562e+00	8.425242935842241820e+00	7.584317555350949647e+00	1.036699025585620326e+01	4.269574690614115764e-01	1.852418791008536569e+00	8.131436337924863977e+00	3.418139977029366783e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.073858756147117788e+00	9.475754585529287510e+00	4.797713583083187849e+00	1.508899877524036759e+00	7.039566463815303266e+00	9.404750723140468338e+00	1.316952988856853146e+01	5.044117048953501437e-01	1.767212852170826576e+00	6.394886197882970968e+00	6.998113752261446052e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.051030899849802580e+00	5.301710492415960374e+00	3.305941732638370212e+00	4.425836368309909119e+00	8.350039200923921712e+00	5.669728579630145759e+00	9.642153142565224044e+00	1.529087676118353167e+00	3.445817238933239324e+00	5.438962539645522121e+00	1.343348789447823677e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.941281209430843369e+00	8.823178534978829646e+00	7.639207219683402883e+00	9.577759239695735616e+00	4.444863097012087927e+00	3.296430528331184551e+00	5.057951986439934267e+00	3.228615602749279057e-01	8.776434290385440207e+00	1.383180355346818491e+00	-1.119238527521862991e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.729559592663183487e+00	8.614308993862328734e+00	9.805267471867409768e+00	6.711567688635619255e+00	2.355702453998532953e+00	1.466161130933618884e+00	2.700743407068595392e+00	6.527959763853251607e-01	2.102777166833793565e+00	9.781254345675460371e+00	5.441718662326567868e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.338517666827105046e+00	3.870349481956121274e+00	3.324831453563013905e+00	6.975305774776134449e+00	7.739827171197593003e+00	7.486826354485929258e+00	8.853326330357846885e+00	1.674258783863567634e+00	7.560506729411621052e+00	4.443160488305178291e+00	1.248789624184015850e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.385138560713946143e+00	8.506376964234226179e+00	6.851650747889880932e+00	6.619905994448074260e+00	4.227402344667036793e+00	2.071040743341761914e+00	4.531560001328851506e+00	1.727615959300984327e-01	1.945345770623163828e+00	2.325938111453986323e+00	-2.452939391211620634e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.474238292478956325e+00	1.285442487622848518e+00	2.834628998187981530e+00	2.742252389470006602e+00	7.083704011468747730e+00	3.649983401765992674e+00	8.383123506746125386e+00	4.853889989997218102e+00	6.590536235744069771e+00	7.054532358444159712e+00	8.201025683333693195e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.547913776644742168e+00	6.313316915024797638e+00	6.051763990451267894e+00	4.824780057563333280e+00	3.320078059825553929e+00	5.792552049802439207e+00	4.687484271890110854e+00	4.039751067653068461e-01	4.272417781418984539e+00	3.529232829646827163e+00	-5.516882802822269838e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.518169923391748943e+00	3.055249708612477022e+00	5.268344681614814284e+00	7.788792686155844969e+00	1.676145893163666578e+00	6.092774137820139657e+00	2.513860180010796253e+00	5.104280324600760643e-01	8.124533875244322800e+00	6.289535789302753699e+00	2.167708956734456294e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.544301920801379069e+00	2.057737949843783998e+00	9.693052480455110143e+00	1.882851691281291151e+00	9.859457816189237889e+00	6.350161516480893553e+00	1.323154693548350203e+01	4.587930756426183976e+00	3.115870236112308955e+00	6.243520737175806801e+00	8.711495794579713348e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.762260908022636130e+00	1.647887644737822344e+00	6.402444565392514164e+00	3.500073955087142252e+00	2.394794393842568425e+00	2.602743820810192066e+00	3.057545480389827652e+00	5.730303714306428375e+00	6.765086536486731639e+00	5.096906872217542350e+00	1.666246693221018660e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.178189386761729907e+00	7.368430792154216036e+00	4.198098739925387513e+00	3.562892309177245753e+00	1.002771160326127209e+01	4.421121092093438953e+00	1.117736691589765385e+01	1.143133799495688940e+00	3.146450743414962226e+00	8.434224404983012846e+00	3.043875940088453635e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.786261198171702258e+00	4.179706035046919510e+00	1.994193559855777620e+00	4.991458140606538585e+00	9.820588365467449066e+00	6.509940162662494423e+00	1.106340817252060837e+01	9.133327984018815293e-01	7.450451107289009833e+00	3.410119781250685378e+00	-7.906785049802033427e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.953457343989032813e+00	7.503223777616204515e+00	2.360821840770822355e+00	9.837360117775578061e+00	8.236722071326262551e+00	9.638970314272153672e+00	9.059727518791966361e+00	2.285216294524023417e-01	8.982558403131145397e+00	4.969470701980289284e+00	8.309155792500395421e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.127758144473856028e+00	1.593309538023528038e+00	3.010059336382892692e+00	1.463566045771090396e+00	6.920947623996583253e+00	7.551968815050877915e+00	1.165760227449103503e+01	4.500217556567171151e+00	2.130614450679447547e+00	5.812023994027940788e+00	8.788792942962670551e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.053066466696201964e+00	3.827163051361289980e+00	3.186222295468489119e+00	5.684402216543970709e+00	6.274607173739388699e+00	9.289142939161694201e+00	7.835054272618677373e+00	1.296668026951683039e+00	8.790437394601070764e+00	6.983635613721067337e+00	2.754251324509359122e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.060980935177392670e+00	5.917033537618745065e+00	8.651293198162267828e+00	2.664883565575947522e+00	8.907843122710751516e+00	7.902867556800125648e+00	1.186561472074954615e+01	3.523167667797238445e-01	6.274893027284265123e+00	8.069386125915187336e+00	1.228571213685843588e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.480464946516740987e+00	8.189143576102035027e+00	6.120849337930944323e+00	9.748249100594145844e+00	3.598998413930504903e+00	6.317587168619909654e+00	4.225551629547962484e+00	6.762470705808715232e-01	2.141171316562924698e+00	4.565511461307576901e+00	2.451687871421419018e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.292893204440008770e+00	3.769900576853266294e+00	5.765907929740974325e+00	2.059060520105274072e+00	5.179757442119588440e+00	2.662720754104659804e+00	6.520108643751425070e+00	3.353213455818184752e-01	4.949213640665710123e+00	6.822527930826839615e+00	4.696761196109802583e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.167268028593261064e+00	6.659503612177668508e+00	2.045718638635506625e+00	4.651738309249682679e+00	6.502729244800661057e+00	7.091829489748048054e+00	8.114641851713280118e+00	1.390420528816749046e+00	2.501296453869418901e+00	2.321215524209527370e+00	-1.041146846066308385e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.295609697014522776e+00	8.901099223463097232e+00	8.802672819275468186e+00	7.574128868323774633e+00	4.683879928726095265e+00	6.634315256768504199e+00	5.510240087986216118e+00	3.576983079146545674e-01	7.273556673229857772e+00	9.385070261518743351e+00	8.949013286024712244e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.000509623482214394e+00	6.640584108589420609e+00	7.446825805804834886e+00	7.293014436398060241e+00	4.851838959232567028e+00	6.408281667662914849e+00	5.677157630985603554e+00	1.066803509946234518e+00	7.831447394004812601e+00	4.449218938954786928e+00	1.123653902882690687e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.851339654010850211e+00	3.121126953591371045e+00	1.591044806052357874e+00	4.787172556409341695e+00	4.083186995473336189e+00	5.417105176847573311e+00	5.055826955418214474e+00	1.220173056118065480e+00	1.881645290321588782e+00	7.576127654339562589e+00	2.950109588486428347e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.677125461507221971e+00	1.173802812843044663e+00	7.392370849585356396e+00	4.176392411831571394e+00	6.007549792272153688e+00	5.783916236921129439e+00	7.461713194866612220e+00	4.636838135920654302e+00	5.502540714060137894e+00	1.179561525550884227e+00	-1.136020736623242122e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.846786828247357626e+00	8.817464785339474531e+00	5.884642907713211635e+00	4.537051230024089499e+00	8.658420502267683005e+00	3.931593088466895480e+00	9.652363430647358911e+00	6.681745103129909102e-01	8.339754769264350998e+00	2.885654162588400684e+00	-2.896963103421096974e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.685510915133111798e+00	1.175348445050774737e+00	1.721899385784052328e+00	3.403166091128118964e+00	2.714930981826013667e+00	5.682465619391679823e+00	4.398876405947140356e+00	2.256593309363213340e+00	9.398570129614581603e+00	5.388731011443798735e+00	3.863887317940265120e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.749102371070936357e+00	8.901527900857608699e+00	5.058410406924651603e+00	2.864436470261725987e+00	9.386651801043324639e+00	2.753308564220513066e+00	1.047402966715037209e+01	1.076429839574965186e+00	5.564836874241802178e+00	8.915025705497329866e+00	3.186948775731258898e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.964466123977897993e+00	5.818397430912494173e+00	5.247342161265835969e+00	5.433224093017380518e+00	7.218750422890935603e+00	8.274400972394163389e+00	8.794484796463711618e+00	1.386274028858433871e+00	9.579159267764772778e+00	5.724857604053704918e+00	4.513721245150146189e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.556550796631963607e+00	9.387732730055288854e+00	2.537130594007317441e+00	3.414547517131509391e+00	8.437379047287064893e+00	2.631384874308440480e+00	9.298771547534908422e+00	1.011247829615674831e+00	5.816726506603520974e+00	9.312619885139811871e+00	2.892867944579107231e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.968801465956184771e+00	8.291341896680968659e+00	9.524713167732883790e+00	3.492163318931106986e+00	6.037800010285389263e+00	1.731521575331324003e+00	6.712446676523539324e+00	1.136807227807633103e+00	4.462443165390407529e+00	5.362399272047790433e+00	5.926309901182856166e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.261093564639643283e+00	1.007073403150373636e+01	8.699583547295931751e+00	6.945822096809937563e+00	8.037296700636204605e+00	5.017442348330419577e+00	8.826495603614819885e+00	6.326008333327928224e-01	8.520944739629952025e+00	5.478535614897463546e+00	3.008184709111749555e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.257313077095272291e+00	4.107710726649353106e+00	6.997058394888328259e+00	9.832576945504078125e+00	1.177418860695262470e+00	6.992297017903579714e+00	1.921844316447541390e+00	2.228168913615646840e+00	5.405837021048129465e+00	2.101429217747976530e+00	-1.959458919700752233e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.834882890854186321e+00	7.908744677206599683e+00	5.121302938981418862e+00	6.471298794957629497e+00	8.367915206528111938e+00	4.758650988387951308e+00	9.043413682784525065e+00	2.114088770245003412e-01	5.160724477472176552e+00	8.180241105428248005e+00	6.130527901877834474e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.706700185874164610e+00	4.712553163832994940e+00	4.706251425900301655e+00	1.650176120918255052e+00	1.304172998218537494e+00	3.554249239187031062e+00	3.342143742723435729e+00	6.140716198111496604e-01	5.311147739438340842e+00	3.266206708709440409e+00	-2.430956122055188118e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.353952422886209428e+00	5.387469761204044971e+00	6.905927128009423654e+00	1.621682727611818642e+00	8.908361599844038636e+00	6.019499976969306942e+00	1.261878608519701039e+01	2.527518057900176585e-01	8.682478455782844051e+00	9.078612672894882607e+00	1.018929252156751453e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.979445193178925422e+00	6.628815630773052803e+00	5.896106835218389186e+00	9.511221209312401115e+00	9.897886929157326819e+00	4.084168874450293529e+00	1.024254222771335243e+01	5.858548672819964276e-01	8.482158622991594399e+00	9.235590047180558315e+00	6.732712906247904527e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.523130132762015698e+00	8.908397022189925352e+00	1.604729733937716007e+00	3.784063903116669181e+00	3.639274727491499828e+00	9.340553787029366006e+00	6.245002315759406564e+00	4.823858046491488749e-01	4.617240232191861971e+00	9.470092385329543561e+00	7.930971461421241209e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.462548991471585680e+00	1.002349002899887331e+01	5.556959018562542596e+00	1.810883406759524972e+00	2.961168021732679012e+00	9.251735954679396912e+00	7.834611785014074847e+00	3.612277047337504321e-01	3.989449878935483085e+00	5.700945682501429523e+00	2.212498690896752152e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.500930927579924301e+00	7.920310933573342815e+00	8.248718011893144464e+00	6.355529905330724816e+00	7.882790549164585769e+00	5.484043867448226806e+00	8.831039400860618116e+00	1.084495285976645684e+00	5.365456659308356357e+00	7.066149377388335040e+00	9.688775362667474411e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.187767183608024801e+00	4.724705832445072140e+00	5.129287441287276650e+00	6.604262229634874082e+00	3.266530057112570162e+00	3.889119423082389559e+00	3.852676372733585097e+00	8.961281126690431309e-01	6.177308787394075296e+00	7.980307331683317962e+00	6.063429930069658802e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.507898800927281791e+00	4.801805004909677876e+00	1.535326179163405191e+00	6.819388011695189711e+00	8.811060911751427582e+00	7.559875948860140582e+00	9.915404277156751434e+00	7.144674157835017025e-01	3.137925090350084822e+00	2.095472081004808640e+00	-1.318528289654296337e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.928092506286372299e+00	7.651956787068701082e+00	8.087968251409584752e+00	3.491481049403319048e+00	1.910875917711381211e+00	1.273339358051548853e+00	2.264878008599764403e+00	7.786188654691619249e-01	8.104394398795820464e+00	6.435966384402645346e+00	4.497960298092974263e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.195528591994022172e+00	3.119813514261969623e+00	2.908686356090832259e+00	1.081078684759558817e+00	2.177746570415466376e+00	5.290663020299922970e+00	6.645268503923772663e+00	6.976032947962611530e-01	5.345291229058190652e+00	1.328453112331909436e+00	-1.053114377627955278e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.103802211338843264e+00	2.018835310337958600e+00	3.253173051557007422e+00	9.749050980617365525e+00	9.920177271022112109e+00	4.029658585914539515e+00	1.031269100171908981e+01	4.122489860701398889e+00	3.939638891891391825e+00	5.500872486440833597e+00	1.091578397455358029e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.647505111762167518e+00	4.121815135361988958e+00	2.489530849179654837e+00	3.264646713551120794e+00	7.183881025627937511e+00	9.315318257711792782e+00	1.000583184080280574e+01	4.014304802280421192e-01	1.939290223262456925e+00	2.408290459165508768e+00	-1.133938691317777092e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.932364168615780642e+00	3.548126234432802395e+00	3.981841314584130931e+00	7.149577466710152152e+00	8.627270772410858157e+00	1.104386080888000832e+00	8.754324654796578287e+00	2.760579067749161286e+00	3.136571211536779202e+00	2.605591997924433301e+00	-2.574354186136869505e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.964034600537319264e+00	3.708955417836964141e+00	7.845002935562861879e+00	7.445341940462259167e+00	3.937314751594516604e+00	5.903647094636948367e+00	4.776191956387849658e+00	2.175438678473413212e+00	9.520015289848927864e+00	4.337020020874940762e+00	1.997927774173226965e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.834840395061740903e+00	3.004843561379300088e+00	5.629561838584157485e+00	6.494657164279379558e+00	7.174353220341807003e+00	7.693098151047289335e+00	8.242773246460821213e+00	8.986719262908845485e-01	3.748897466333074746e+00	4.944962173774546166e+00	3.219159296742076748e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.405709719753510001e-01	1.429083329794311963e+00	2.936940727155992636e+00	3.799110973969434202e+00	6.340008096738390719e+00	5.310042823675040324e+00	7.773834011627623219e+00	7.346273442207132964e-01	2.515462736337289229e+00	6.566449411986400087e+00	5.180985587779158408e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.356228522088253285e+00	1.048935753035837637e+00	8.901186523673269235e+00	3.443448788623973744e+00	6.465346322132626611e+00	1.804101697116319736e+00	6.994488244954952805e+00	7.190836641360853321e+00	5.158608419782118482e+00	1.698278297965976513e+00	-3.907386759110570651e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.397105257301268999e+00	9.793185227200195797e+00	8.856212609985760764e+00	6.373884247726932628e+00	7.080960559119136910e+00	9.688188035287431887e+00	8.709587739819466989e+00	7.457233492347132842e-01	3.815092089783842066e+00	5.579962065318937903e+00	2.394503349869982856e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.487955179795513949e+00	4.822199235382022664e+00	8.834320985870846243e+00	8.705162885003518980e+00	6.161301313530989532e+00	5.624377672049587495e+00	6.913849937122544809e+00	1.546731337661845007e+00	1.348692419860713976e+00	2.618516643765386398e+00	-5.494490534503017720e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.988090340385232579e+00	4.474898502356349894e+00	3.131874211964923216e+00	9.604645151108345047e+00	4.924534280868909875e+00	6.507849602638420272e+00	5.582727997819586285e+00	1.759689343596434252e+00	3.960234542963583237e+00	6.149964320464156309e+00	1.178280887018436296e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.660366122750109419e+00	7.190552018293256076e+00	5.214834645954002923e+00	1.966457505741264322e+00	3.444184507985177834e+00	3.166487104029982014e+00	5.087502847822459096e+00	2.550748682970319647e-01	5.850862746698147099e+00	6.765170299396227271e+00	6.741371024236395115e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.392421792104600264e+00	2.967490634059987809e+00	9.922881136879597719e+00	2.330494584491195731e+00	7.910257099005276515e+00	5.361138296755379784e+00	1.010097415000297261e+01	1.442433987840595622e+00	5.937743820985462051e+00	5.929711528973699686e+00	1.588089718199604583e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.924982796729044709e+00	9.535934498812006055e+00	7.950854417009754371e+00	9.390703530577132696e+00	2.950705490718319890e+00	4.863442738616111427e+00	3.515371042679917402e+00	2.235081337586654338e-01	4.244584508775450793e+00	7.586518232584393395e+00	5.620878159792568773e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.842031529867034223e+00	8.109348137502728093e+00	1.238327140633799450e+00	7.502815375018240474e+00	7.340441914059038453e+00	1.777513771344215288e+00	7.506095609969586135e+00	1.076339550606688178e+00	5.062251715076678593e+00	3.967615995554230501e+00	4.107437692181190982e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.588350085946637513e+00	1.756249562223198613e+00	1.639355365845740486e+00	8.988653418651750826e+00	3.168791880964582752e+00	1.854662969809253159e+00	3.215719127075962636e+00	3.628285001792706410e+00	9.652745794401596413e+00	7.790012035260086343e+00	4.876403704065554123e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.890556972540431424e+00	4.765982862448630009e+00	5.230536077808097595e+00	2.790186130395319708e+00	6.638217215374315749e+00	8.480285409260870821e+00	9.727125048409607899e+00	8.464331559752722445e-01	4.429405117346984611e+00	4.952854013948395639e+00	4.193264400998823760e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.543504709444681655e+00	8.845337706574737169e+00	9.022216209188121283e+00	6.263647359002392001e+00	7.751348361743901627e+00	3.099063619602331343e+00	8.206718386932696063e+00	1.813753306955822875e-01	3.272715252838271471e+00	5.251467688456144423e+00	7.729557268386248126e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.813858933896321801e+00	9.507182839085594139e+00	5.883820021398149969e+00	7.336681973016505154e+00	2.989989363634603770e+00	2.657483259974328771e+00	3.289188128136658396e+00	3.946782986070024313e-01	3.217371770922662577e+00	6.851245841871310915e+00	3.101568384970506909e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.982800801720546069e+00	5.199390602977503661e+00	5.481856785104876728e+00	7.093071345911186043e+00	1.614892450004215663e+00	5.504728921490947613e+00	2.242825692046057640e+00	7.694492596120054984e-01	5.118451054641971254e+00	1.208580193787555768e+00	-1.001793785498665734e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.659653637797593007e+00	6.475959822910871466e+00	1.876866507038503995e+00	4.702950638456990795e+00	2.150504921970718630e+00	7.956456437079546973e+00	3.919377651904160320e+00	1.171896584795363738e+00	7.760371095087744031e+00	6.870266044888224677e+00	2.150593364254779871e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.814974487324806596e+00	2.512486977655560061e+00	6.959623297551669197e+00	1.143711031454483829e+00	6.493858945768835156e+00	1.525059826369958627e+00	7.820949737024549542e+00	2.694040702013108302e+00	2.830281000996966334e+00	6.531566582397859477e+00	1.727807007529567507e+00
