G	c	dx1dt	d2x1dt2	dx2dt	d1	Fc	W	Fg	d2	m1	m2	p
1.000000000000000000e+00	1.000000000000000000e+00	1.335553313987954072e+00	2.843270210884929927e+00	1.353810011805570257e+00	6.139694777070319631e+00	1.197854242174883010e+00	3.014665157132573547e+00	-4.853201546131333810e-01	5.532299370148592299e-01	8.061796803772637077e+00	3.593576356606422717e+00	-2.746777132200736560e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.489318773692732023e+00	9.931262644640744597e+00	1.381603420211358735e+00	4.358815282869956675e+00	4.944296707125699797e+00	6.970789089171351982e+00	6.633309966564181259e+00	1.061461558374093173e+00	8.387961415418201838e+00	8.249946381443626464e+00	1.451067726415539205e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.054332040099321688e+00	9.038776564276103542e+00	9.050283549512728953e+00	3.688602326489683669e+00	7.071788163744347600e+00	4.976804604152945899e+00	7.782348777034569842e+00	8.732871318282008355e-01	8.915156650770224900e+00	3.825922168713451921e+00	-1.181740532766733622e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.578389037540429030e+00	8.922352991672996003e-01	2.191480551407103405e+00	4.718560461634419667e+00	1.956780699798315482e+00	7.654318592283998690e+00	3.782612262583153306e+00	2.074669576997021370e+00	6.010295011018201627e+00	1.942064149219474567e+00	-2.897583230521021846e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.772828815603280761e+00	7.161445399498709286e+00	5.427392619045305011e+00	6.415304406643137725e+00	7.235194759392260089e+00	3.206890531404622102e+00	7.317594569892407641e+00	4.634227754350546680e-01	5.284205692059057213e+00	5.562086505276176318e+00	9.094460831882258844e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.158862634104173228e+00	9.756448371955167786e+00	5.114904502927237750e+00	5.031470335915680714e+00	2.969618053447837358e+00	3.361268011243014886e+00	4.279845805821618221e+00	3.215916120832437719e-01	8.411082137064024522e+00	9.375885278961574087e+00	4.716930059816469623e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.454722190419268202e+00	3.323773771134759691e+00	3.568891283885501142e+00	7.506677919350346784e+00	9.011207740788412579e+00	1.324479126907471604e+00	1.023842176695657713e+01	1.307014178663114867e+00	1.844306602811127460e+00	3.947648773339136774e+00	-3.641489649953272068e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.278018023732768071e+00	6.206616424520624342e+00	8.381443007632579878e+00	3.764356222377024608e+00	8.719950721049762876e+00	4.250067400461256639e+00	9.646063685911849817e+00	1.113334622957986353e+00	6.110013882666687657e+00	1.037040215173399726e+00	-1.007777236175105706e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.948763251584077594e+00	8.923753058057936727e+00	7.628489947856431641e-01	1.657243506152565438e+00	3.145868220446861763e+00	4.671429674869725268e+00	6.745172072392091600e+00	5.646072138111637440e-01	4.853485538977635017e+00	4.019669071392751647e+00	1.720497705293768433e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.936628190099856983e+00	1.103913646305612728e+00	7.461887174317221039e+00	8.467746243218053692e+00	2.035719957411479264e+00	8.481506854467358636e+00	4.780939993080305150e+00	2.862383829465811935e+00	1.305660536601666255e+00	7.546835276951383342e+00	4.231505687681537786e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.741549681028323526e+00	7.332154725664212336e+00	9.857821449813933157e+00	4.453491218337828350e+00	4.886477515402552818e+00	7.522200894918153580e+00	6.920370882889517183e+00	8.409033207042092561e-01	3.969201562871004008e+00	5.621652465577290592e+00	1.708072153447148622e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.975798268765986077e+00	3.797434623913977347e+00	5.056869610355615663e+00	4.355647727630483246e+00	1.316136715917238798e+00	4.152748472859355999e+00	3.920967702906093866e+00	7.671734556306484265e-01	8.774693379648935476e+00	8.836010747401262577e+00	9.760542280335757326e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.179889953553638904e+00	9.561540329604435229e+00	9.761195877228981743e+00	6.224673679432022766e+00	7.758656225603088430e+00	9.395142602049295633e+00	8.409244660699879859e+00	1.740154465388273342e-01	8.058355838129806159e+00	1.117008068388234854e+01	1.489204313658984624e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.472216047367147063e+00	9.495101463702171785e+00	1.443536438824765566e+00	4.260994902404712903e+00	8.996715949668825374e+00	7.648579112004447289e+00	1.004772348786295488e+01	6.688788877275347877e-01	1.608987889546144912e+00	7.539089956184255925e+00	3.405525255669348716e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.920724772011418224e+00	9.792851300534968217e+00	4.538675703881369650e+00	1.761409730023863141e+00	6.562428068783052737e+00	8.941218439060317991e+00	1.374097529648774696e+01	2.739775455060861065e-01	1.768097780459582324e+00	6.661110591708840012e+00	7.005594019081230250e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.669773053425445575e+00	5.518401935982064188e+00	3.207807183466665268e+00	3.601423210305939371e+00	9.284267115810209248e+00	5.752337923211348070e+00	1.089177278104687296e+01	1.344212673515752021e+00	3.096378082053387715e+00	5.597928101833613113e+00	1.342012124533328432e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.088629192226591158e+00	8.538587606107075345e+00	6.841005251106142104e+00	9.321613642843660230e+00	5.695436044268379128e+00	3.541732175769270796e+00	4.426696424889396297e+00	3.535762518913061481e-01	8.110697077528612908e+00	1.529933346932012439e+00	-1.119156239321488933e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.095185425396323353e+00	7.644364953860532275e+00	9.927331342889491594e+00	6.621461885305703454e+00	2.257978682027808492e+00	1.641107737658611843e+00	2.912811683391476780e+00	5.822422870065298017e-01	3.009331224724231646e+00	1.057089636370709229e+01	5.209782077713250859e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.516365804024914610e+00	3.379600201487349853e+00	2.608872788161030076e+00	7.488898112430905307e+00	7.865411987922553472e+00	7.314908772515208213e+00	7.663847678902730109e+00	1.590689015408565110e+00	7.496505286226214260e+00	4.650718403694937386e+00	1.248837813947524182e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.853577615962768155e+00	9.332316964668518011e+00	6.694310276386230996e+00	6.466584987556526443e+00	4.318495910006013183e+00	1.636893635984252082e+00	3.822484770621281669e+00	9.545125558906926433e-02	2.764590717333223147e+00	1.228985468970603234e+00	-2.426806101662348336e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.317279106259142019e+00	3.909084560073943226e-01	2.590332969948793362e+00	2.555170849516298581e+00	7.865896169570969931e+00	3.942311661738823858e+00	8.761315810090563261e+00	4.745489219066505449e+00	6.000723854969606030e+00	6.232923473338733089e+00	8.100856632845662375e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.067872600507948189e+00	7.099387053153536797e+00	6.513089445809319145e+00	4.827056363318603438e+00	2.677235897103589668e+00	5.978303239436285388e+00	4.603167826557129416e+00	4.412077288239412143e-01	3.953997014015002698e+00	2.988705689494880247e+00	-5.518807493622988858e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.627215842043153726e+00	2.108443063274360707e+00	5.197337769452908596e+00	7.012434827965837059e+00	1.607219688274877045e+00	6.238863341643204663e+00	1.755203927035365652e+00	5.098261192800971342e-01	8.101357837667800155e+00	5.872170183371226315e+00	2.165995953987487965e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.284429655680460414e+00	1.654986457128256649e+00	1.013787162143512433e+01	2.941320705217336240e+00	1.043402738350874692e+01	6.468063088405479277e+00	1.328863727948225204e+01	4.695529384962384256e+00	3.890617188575252960e+00	6.206355834210529387e+00	8.814253233322871139e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.344901959696594318e+00	1.484116801835850374e+00	5.816498055339379469e+00	4.006321164326751116e+00	2.848941233560454034e+00	2.682907881015109020e+00	3.720731486849769176e+00	5.736292009558722427e+00	7.603071934916641794e+00	4.896885651408568130e+00	1.670125007633211212e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.202367343757900997e+00	8.258121943788177433e+00	4.086033864406467764e+00	3.106962366291357913e+00	9.872471558340048858e+00	4.898756064492378215e+00	1.017195332657315987e+01	1.082215953380515572e+00	2.838781501862276180e+00	7.551129628578259201e+00	3.111551759605712952e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.371717646144464453e+00	4.073411728749052330e+00	2.319684321214022571e+00	4.283150618267022480e+00	1.055390397793875579e+01	6.724793557016915280e+00	1.233238489238715196e+01	1.027045064599668489e+00	6.979840766078891257e+00	2.525441689939938339e+00	-7.905254537148350380e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.447831378286993598e+00	7.403846536013433344e+00	3.047175755218062498e+00	9.260241339254763560e+00	8.271537369081416458e+00	9.781985217996904680e+00	9.527072855879149316e+00	8.193499715601904043e-04	8.813945852029556605e+00	3.905874045411294571e+00	8.309508202741029947e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.742479737536477558e+00	1.067859504031525741e+00	2.398833839909944921e+00	1.925148110626097475e+00	6.996738557545867820e+00	7.259634949430691542e+00	1.203667894140015981e+01	4.156232797500043041e+00	2.747970283125213520e+00	5.009178394409605772e+00	8.803774756627086973e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.780265916762611589e+00	4.127988044037810056e+00	2.794355926658902867e+00	5.121352049823971520e+00	6.579939153716813927e+00	1.006375153746667372e+01	7.840649069337202626e+00	1.077080151360167992e+00	8.827035534930294247e+00	7.502036577358029312e+00	2.758770431970113179e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.737454809865312422e+00	5.570188373876383992e+00	8.934546382708358436e+00	2.479311935463532457e+00	8.761744545392671668e+00	7.243791410873281045e+00	1.299777007770030934e+01	3.116826832457993968e-01	6.469085101774176394e+00	7.911288518946490100e+00	1.236620114372124135e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.535722876601908204e+00	7.989110047978856599e+00	6.940870750042424930e+00	8.820783216092603851e+00	3.632332903434074556e+00	6.214198556400806872e+00	4.913588630050837125e+00	7.254744636880634534e-01	2.745703597514667749e+00	4.044394406651737661e+00	2.452515257029804374e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.829060136296468686e+00	3.669414337631810685e+00	5.868371072608617567e+00	2.312739292005975500e+00	4.780297061434776396e+00	2.448923367216795821e+00	6.308215378691348185e+00	-2.447153505898341797e-02	5.361837515854073644e+00	5.790180941598165987e+00	4.672586521091992573e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.578888236547447477e+00	7.033492929321382370e+00	1.420038219875780605e+00	4.945707841368255586e+00	8.172319048284752085e+00	5.997789186811639972e+00	8.604254911000841943e+00	1.382992416268872926e+00	2.982731769063277305e+00	1.814515275802635719e+00	-1.037957771706370913e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.168891069207846023e+00	9.397594010017169097e+00	8.139151967231473606e+00	7.541050798896700158e+00	4.442848752687002190e+00	6.804524214176975505e+00	5.063831625987472052e+00	3.227922884777588153e-01	7.641508281493114119e+00	9.718149533729754097e+00	8.913667785941129296e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.466585576691081805e+00	6.047431707660415157e+00	7.579785561811949179e+00	7.445770010171698594e+00	5.244593743033310496e+00	6.310709456103590576e+00	5.530324898881737283e+00	1.082792507842962992e+00	8.565323986613153195e+00	4.701597373805817881e+00	1.123777167553512726e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.193118857746032546e+00	2.747681880058370663e+00	1.806456613953287604e+00	5.235322212559159638e+00	5.012233946924592232e+00	5.425560614176819563e+00	6.102438741142300671e+00	9.696867448211072826e-01	1.291208797879522363e+00	7.430843890853972233e+00	2.990146223994031072e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.398067700076360609e+00	8.157894454177165855e-01	7.248336310187173837e+00	4.208945862575154351e+00	5.346659365837204803e+00	5.659802174652023510e+00	7.741466451963441742e+00	5.013092775572050463e+00	6.778807976265946778e+00	1.040435406569138133e+00	-1.135980152251342190e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.647653232296606873e+00	8.932891464245861002e+00	5.296018725248169190e+00	5.001216458670796783e+00	8.988074350024225723e+00	4.423243903865769155e+00	9.983969601920470893e+00	6.748355026132129009e-01	8.908437510908779444e+00	1.900599137497045232e+00	-2.900727948025739167e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.953906291722157462e+00	1.695833167874772673e+00	2.343691221838013483e+00	2.746216770471686441e+00	2.826372002820023877e+00	6.157402084089285133e+00	5.294040543736806548e+00	2.070332518532107979e+00	9.338263161971449122e+00	4.969225186673130956e+00	3.862805878857163577e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.884271972597030498e+00	8.981723033896955144e+00	4.932154840631051584e+00	3.052997857984061536e+00	1.038747830736427069e+01	2.173828920192244940e+00	1.076071172228892792e+01	1.113836465963734090e+00	6.225321154882112573e+00	9.201026042461132093e+00	3.170757298805699786e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.905187518401214142e+00	4.541742778989177332e+00	5.653238382748797974e+00	5.452079776216310236e+00	6.706546322951390415e+00	9.215065970961964226e+00	8.188518769886407256e+00	1.587765257598950708e+00	9.363509825421823862e+00	5.384855185699708890e+00	4.509055769274962699e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.401110870856845381e+00	9.874271820407988898e+00	1.512889313440968664e+00	4.067483375577455540e+00	7.999709671557375223e+00	2.540228222058356522e+00	1.032902092846766706e+01	8.255853586325199167e-01	6.079495349662402681e+00	1.023598756498564910e+01	2.880525162224457869e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.423842144251374009e+00	7.438584490137827743e+00	1.017451892692419690e+01	3.603596947172022613e+00	5.978531511146929489e+00	2.087053859831149438e+00	6.851092071389550675e+00	9.024468477433129632e-01	4.869735730413603747e+00	5.998105070354611712e+00	5.863937970470553651e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.784231736622942321e+00	9.583507621173859903e+00	8.271650035704638526e+00	6.858099498686637929e+00	7.746835592872736598e+00	5.025137996018069764e+00	9.130281997287990947e+00	6.232597965770256820e-01	9.102819645340566979e+00	5.171665725236713307e+00	3.010379988650184657e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.949970803854402135e+00	4.266796798876013597e+00	7.763688894575153654e+00	9.415239147718775570e+00	8.956374531297593977e-01	6.982763329200807334e+00	1.896720600950784652e+00	2.232312770132430568e+00	5.186791517297410614e+00	1.935980203446987957e+00	-1.957121014773316503e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.654258857233433799e+00	7.858027591127058287e+00	5.498992358925899993e+00	7.239992860980787093e+00	9.470298704657293953e+00	5.244941440315879611e+00	9.893868464794742579e+00	3.236528392072907656e-01	5.727663714165286635e+00	9.411325284550843051e+00	6.147430585444199735e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.852923216342328150e+00	5.102894404688818497e+00	3.916989449282668456e+00	4.173247138217190955e-01	1.430449227829938330e+00	4.214039893600201481e+00	4.734617578931741733e+00	7.990321690562195434e-01	5.172427538438092220e+00	3.675203943061685408e+00	-2.432471541985697527e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.469041272502035644e+00	4.979109378395453867e+00	6.994332513193989520e+00	1.956968315702324546e+00	8.581806322340820969e+00	6.449848092754428386e+00	1.233710973642693354e+01	3.705216202221319755e-01	9.018698657625968451e+00	9.134048745868518893e+00	1.017835133254948232e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.915059303107806254e+00	6.109806867909814976e+00	6.823566477726434876e+00	9.551775208072168510e+00	9.715224637761162185e+00	3.989516966903173589e+00	1.108834935045451253e+01	4.023365113760563050e-01	8.477748156716915062e+00	9.296607956685093654e+00	6.697316822878744524e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.677992873701924736e+00	8.689722328309363419e+00	1.230308824818863611e+00	3.576220920672548598e+00	3.867149483018941236e+00	9.349588751547656784e+00	6.226397075535033743e+00	3.619792024253752905e-01	3.639486015542791719e+00	9.569319388420357342e+00	7.948871584757999820e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.765713813961486522e+00	1.040028229314936148e+01	6.528193417779542429e+00	1.650328269962705541e+00	3.076629375822849788e+00	8.994663638308288967e+00	6.612613267365151870e+00	2.407463995362389420e-01	3.598917875198548000e+00	5.673008233900449504e+00	2.206454187019608071e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.498244161365342109e+00	8.264757545115694271e+00	8.470621181362831820e+00	6.361164869293675750e+00	7.573837712512989206e+00	5.913713231192913256e+00	7.790727796910370984e+00	1.174425029605623561e+00	5.888712217185353204e+00	6.521799014350461832e+00	9.689381754148875814e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.987153487055254963e+00	4.808382834106700976e+00	5.873257744951299486e+00	6.871894062395824676e+00	2.390456689254827793e+00	4.274586762854863942e+00	4.165234062977278384e+00	9.670730637500226656e-01	5.989773446215302499e+00	7.791752289168804246e+00	6.042155324976011599e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.438672977126829622e+00	5.529866992894577393e+00	1.555671681469183998e+00	6.406158847402976697e+00	8.762532433976506496e+00	7.446499988289971839e+00	1.059856666398964364e+01	9.076930946785568555e-01	3.805178175878138003e+00	1.412094675423677170e+00	-1.311033396613489366e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.151996935119724341e+00	8.275142068604356638e+00	8.008048605098897710e+00	3.479713557751865416e+00	1.883317778394772546e+00	2.058163399941435046e+00	2.733180808352556390e+00	8.462035718780525073e-01	7.485591289790138880e+00	6.795760412187944688e+00	4.521935005440369082e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.485689723365567705e+00	3.587639258298714662e+00	3.826691337845547380e+00	1.325876189343043521e+00	1.781653004704559340e+00	5.862027543063219603e+00	7.301901352426588332e+00	6.350724190588166174e-01	5.757028440941919456e+00	1.237914937177970076e+00	-1.053745045507061739e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.686459147005189507e+00	1.338936272388961957e+00	3.725920505941043626e+00	9.168837199434900498e+00	1.050945337132148438e+01	5.027318898712398010e+00	1.200135460647748253e+01	4.094960663413906410e+00	3.980553419331613885e+00	5.892307185858239649e+00	1.086747035284396823e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.826364234553297328e+00	4.627327495125891588e+00	2.352420553566159533e+00	3.530802034943776757e+00	7.377519669220941267e+00	8.851509718867555776e+00	1.027617658053793903e+01	2.000712413776909449e-01	1.827143218778139566e+00	1.712869339990381823e+00	-1.139514675448435277e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.033952021186015280e+01	3.472575875837058845e+00	4.205991165307042756e+00	7.278534944156109354e+00	8.695419881000207241e+00	1.053060991772464261e+00	8.596989424142686076e+00	2.841714382257385818e+00	2.508634130645114979e+00	3.405886583788207300e+00	-2.556698804547655524e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.224764688695808346e+00	3.447059453339558210e+00	7.498875575169583918e+00	6.927159077301272561e+00	3.722486838152522459e+00	5.867525607822726919e+00	4.644148278743855052e+00	2.083107475030477662e+00	9.657776987353203779e+00	4.978578586435149056e+00	1.998677107605905974e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.144184085492177871e+00	2.722755746030265378e+00	5.734042474155129021e+00	5.846914003533951742e+00	8.032325412668695819e+00	9.094415623923303826e+00	9.389091279197671724e+00	1.065134321451832067e+00	3.197079534277182944e+00	4.050979458301463332e+00	3.221271291505173906e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.288992190857409126e+00	1.283310111086273464e+00	3.504112175329807677e+00	3.376539360287447611e+00	5.719341108031188448e+00	5.370561709856557897e+00	6.885014662658786477e+00	8.428583186421814144e-01	2.173730490755389155e+00	6.338344232723257754e+00	5.190022469342616240e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.794247357185536629e+00	8.127488501158115497e-01	8.811100760080003980e+00	3.513150876816707235e+00	6.157857791083804599e+00	2.462723448279361183e+00	7.790188100570466290e+00	7.446893999298128008e+00	5.069534895118943396e+00	1.457629032515130652e+00	-3.897801491622953307e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.728062251302544539e+00	9.983938470926080555e+00	8.433356605109565862e+00	6.337909945427006697e+00	6.896389600994462299e+00	1.031984468931837995e+01	8.682649531465266080e+00	8.014374399322391485e-01	3.564843203025604534e+00	4.765197900216478821e+00	2.394418513430651885e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.369886895438305885e+00	4.753747226000338166e+00	8.301326913025526721e+00	9.549443776004281403e+00	6.341074848620057658e+00	5.616040634672772924e+00	6.252612096139468889e+00	1.613492197408402884e+00	1.875528253812260626e+00	2.504821928062602066e+00	-5.486620168286444610e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.781228916425666498e+00	4.581628818267621028e+00	3.189815244094605262e+00	9.321862824557662464e+00	5.221541844100541674e+00	6.558130439609858087e+00	4.554222133954433538e+00	1.756213822248754886e+00	2.499320691481921486e+00	6.463872171454132953e+00	1.175021867954134613e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.573497938892157277e+00	7.424619113591661268e+00	4.615251412201638814e+00	1.471849689319734589e+00	2.755279018185175399e+00	3.416296303694680070e+00	6.099402419586338553e+00	1.818948283310063974e-01	5.799945268489070216e+00	6.485903803288625369e+00	6.701624817797900313e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.393734717917872068e+00	2.800525060448778358e+00	9.073797225852457515e+00	2.749127443079822708e+00	7.544328466176121850e+00	6.041558260866978003e+00	9.566040931875352982e+00	1.390558840238184768e+00	5.768067786351151582e+00	5.095475605648466910e+00	1.588415488829236644e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.780545724357567750e-01	9.139482954154374283e+00	7.286293637280365054e+00	8.972101939214745414e+00	3.280281438820815687e+00	4.767980090340834032e+00	3.590838020391984742e+00	3.496764707556794249e-01	4.204400483233642127e+00	8.057271407881717806e+00	5.679496399780252780e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.872789932877275021e+00	6.960912097326476200e+00	1.893355898373900281e+00	7.200708588897470896e+00	6.868886868757444475e+00	1.395046258219325708e+00	6.783177059453000091e+00	9.022845414847731060e-01	4.729651332956720466e+00	3.597611873744058553e+00	4.107787375837350510e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.656179213952345464e+00	2.233425685186096299e+00	1.508228240482479166e+00	8.525921796509548400e+00	2.881150058723128016e+00	2.466911220557106876e+00	4.664659421692892494e+00	3.671089702009437961e+00	1.024663002632324194e+01	7.519399089658929114e+00	4.822866116153231353e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.531199399836577157e+00	4.802045322592842780e+00	5.207277562210520294e+00	1.201113883459254739e+00	6.722010199846760514e+00	7.908059848112801049e+00	9.718628988931193646e+00	6.096278710360971687e-01	4.255946200766571152e+00	5.792938430751518375e+00	4.192753258896708246e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.729463233278792256e+00	8.814055105692084169e+00	8.649253930680190550e+00	6.595139047550628852e+00	7.189944095775189226e+00	3.297037367655776929e+00	7.304048960788722233e+00	2.270714416870789898e-01	3.396361159285445463e+00	5.569526827292865967e+00	7.764199404598380205e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.905279210754156516e+00	1.015454353578391355e+01	5.527235430453226961e+00	7.819103352264515472e+00	3.119638441212953861e+00	3.336254437133911122e+00	3.051613970021277211e+00	3.374657237771038210e-01	3.676570891989562995e+00	6.400773321310628816e+00	3.168238386085041380e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.534068520116889545e+00	4.489789191857004980e+00	5.141418643062119820e+00	7.617243840287827972e+00	1.873147861823762250e+00	5.780244617349326930e+00	3.271996084352243539e+00	8.225961341565934948e-01	5.148169744214676768e+00	5.300883616343594618e-01	-9.936342909234570087e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.104694590772709262e+00	6.551989555465780768e+00	1.796441026949350928e+00	5.694018379594044887e+00	2.199672768383333921e+00	7.607671231529898215e+00	3.204324709614474020e+00	1.059486328068189431e+00	7.145259337372134034e+00	7.401862549863823304e+00	2.149118691502073375e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.823234871260596357e+00	1.966984673433193720e+00	5.995310893286430520e+00	1.954366268233903803e+00	7.230371848278794644e+00	1.008223774469132250e+00	7.574465616596484985e+00	2.656730678223407249e+00	2.621841187956610586e+00	7.046408154685486203e+00	1.766856186038059606e+00
