G	c	dx1dt	d2x1dt2	dx2dt	d1	Fc	W	Fg	d2	m1	m2	p
1.000000000000000000e+00	1.000000000000000000e+00	2.914929053850585650e+00	1.363404093749103430e+00	2.257455239756435361e+00	4.168308712513414171e+00	2.745904242290583497e+00	6.713156631224584281e+00	4.354529278460762320e+00	2.149023248703109346e+00	5.516018356778956466e+00	2.713458600644100827e+00	-2.903753980240275823e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.649006688809603105e+00	7.345012717754658915e+00	5.790749576792093123e+00	6.590090368007836652e+00	6.780200377436074177e+00	2.773357482073247837e+00	7.206032534627881070e+00	3.618586676177874550e-01	5.099098115667239917e+00	5.546438097794169408e+00	9.168203561937882995e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.647777766686205680e+00	9.334152245170653117e+00	4.704501957345954999e+00	4.001051120379443660e+00	3.329363842526603445e+00	2.907939327779532679e+00	4.066570439432572570e+00	2.847317526756344419e-01	7.784467143490097385e+00	8.789489811703543154e+00	4.719427255093160412e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.743361419487843733e+00	2.627154911724737474e+00	4.121532965377671331e+00	7.591780441828267278e+00	8.980945971009687057e+00	1.373092710049683696e+00	9.163634059766028628e+00	1.423780115705183480e+00	2.195344910999180943e+00	3.169805641017110265e+00	-3.637508758024469824e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.722233684701656387e+00	6.101441831916686098e+00	9.095778387050506453e+00	4.634801574812615677e+00	9.072432515096814143e+00	3.894232670693090981e+00	9.899611829985843769e+00	9.352350150168559084e-01	5.929789196132853490e+00	1.706545862382761403e+00	-1.006771106179483155e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.894180744782930859e+00	9.242929115263267548e+00	1.185310854123672986e+00	1.612748690365848336e+00	3.676957491358654462e+00	6.039789553041829073e+00	7.417950473200546568e+00	5.279741789423408882e-01	5.910139160380016854e+00	4.211040969054068661e+00	1.720287784450830770e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.621020644779410436e+00	1.304859208471634391e+00	6.966796783463580667e+00	8.051640152171465559e+00	3.073206970346877842e+00	8.725203539683224818e+00	4.158470768700348152e+00	2.772546274721373383e+00	1.802684098213263253e+00	7.730721804498967842e+00	4.221766985931072469e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.504576746422732647e+00	7.274248575828696772e+00	9.680531017412809192e+00	3.572348690698197604e+00	4.707384263977086647e+00	7.003129844370703516e+00	6.648620263782568429e+00	8.960323856413610066e-01	4.771448726760527670e+00	5.970358138105007484e+00	1.704526712599906091e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.262513616317438636e+00	3.677503804460518388e+00	6.050577046901822520e+00	4.886160672770053282e+00	3.163283732180992125e+00	4.927365107691124457e+00	4.166787906560511345e+00	6.135603788727237440e-01	8.678163444961324302e+00	8.353564953902068879e+00	9.811515748515258650e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.626641354903261227e+00	9.322206220002698274e+00	9.431765421992796661e+00	7.161169817575535390e+00	7.052447460881377417e+00	9.580602683246739915e+00	8.393999944347168451e+00	3.901962504153638212e-01	8.690068947711161229e+00	9.633844298045689314e+00	1.479331975439698788e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.289610481688938215e+00	9.743460653510574332e+00	1.479503037977942359e+00	3.994064587820899348e+00	8.427423783627851606e+00	7.478219024012722649e+00	1.030845789619693420e+01	4.432758330514757761e-01	1.892034876956942391e+00	8.130963895296785537e+00	3.422670628156132100e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.101832524972954808e+00	9.504953204099630071e+00	4.768255994465308234e+00	1.504954078090194880e+00	7.058584317777951256e+00	9.372219593965182227e+00	1.325891697538077452e+01	5.342154659442575060e-01	1.817221981297136857e+00	6.432129852641486067e+00	6.993619970214085768e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.069934047575687330e+00	5.270198473648513904e+00	3.340076093129196178e+00	4.371106253165115696e+00	8.421867220090190287e+00	5.751998577082211739e+00	9.719332004855571583e+00	1.533000777569129447e+00	3.350022771574679759e+00	5.432052475031211358e+00	1.342890858314225966e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.804598183835611547e+00	8.750730993313927897e+00	7.577700712108843106e+00	9.501256709578253634e+00	4.575740973095392405e+00	3.325767184416147160e+00	4.920964330638398110e+00	3.194337383267181751e-01	8.880150875819508016e+00	1.360834708108991320e+00	-1.119516938558294150e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.628711416515850274e+00	8.598309626550477702e+00	9.830984036481428490e+00	6.778894211315714458e+00	2.412656052964121667e+00	1.472925323883144344e+00	2.624120113679050181e+00	6.549506450442497130e-01	2.156240831532007185e+00	9.863082576054745587e+00	5.446262231525210717e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.338865609824294367e+00	3.888276896258488602e+00	3.307582320889692173e+00	7.050948947146500778e+00	7.637338222900480034e+00	7.536680331480508421e+00	8.705281540468606138e+00	1.634175965565541899e+00	7.481758530916021499e+00	4.448053919189622007e+00	1.248753321599386226e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.410702847676184701e+00	8.464269726605829547e+00	6.893884855913435139e+00	6.688862799100994572e+00	4.241369468743555693e+00	2.093603799471469795e+00	4.557889820692121674e+00	1.665878661890005108e-01	1.909261290210175765e+00	2.365741442196040989e+00	-2.451721581990436327e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.465504591168895310e+00	1.346249424262548011e+00	2.783707686764122613e+00	2.787819337784100959e+00	7.051762159763577564e+00	3.727761000035174188e+00	8.379577235778047140e+00	4.852554906172586335e+00	6.601232332292129357e+00	7.008476871714833578e+00	8.203440661624117780e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.533155252302045302e+00	6.374191927133206370e+00	6.091906366028230657e+00	4.769723633359052251e+00	3.434976649179749764e+00	5.798275123920812568e+00	4.655966617524793350e+00	4.013780805283045927e-01	4.198782361737387170e+00	3.550975274791752678e+00	-5.517379806549313059e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.584844308981955940e+00	3.071424722583883771e+00	5.181087303860546278e+00	7.761216378208172451e+00	1.732156283618351944e+00	6.071931641082873199e+00	2.498563326028336196e+00	5.177877819608346366e-01	8.095139025505600827e+00	6.260959528176933020e+00	2.167602420523611428e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.540424984812686304e+00	2.086778744472279623e+00	9.750191396694434687e+00	1.911341990703539606e+00	9.932871159793737803e+00	6.399902747530007652e+00	1.327363845600665826e+01	4.577020876924565052e+00	3.109119855853354153e+00	6.274753133852782661e+00	8.713252969904550227e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.694427723579018163e+00	1.692375309540953054e+00	6.471387949843951937e+00	3.508207464370043827e+00	2.401337917346132222e+00	2.497557446924441482e+00	3.116818164973687910e+00	5.725137665595457115e+00	6.752013884781017161e+00	5.003340421952346517e+00	1.666437171445092247e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.273168697955439299e+00	7.256931302265111405e+00	4.138087295987579850e+00	3.485723021867978666e+00	9.904632229030905677e+00	4.413662650438821444e+00	1.116664080187369201e+01	1.138035824136500951e+00	3.118303976633400421e+00	8.527130503009871632e+00	3.046863694928680477e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.742276386210862782e+00	4.058975069676276526e+00	2.027683574820559276e+00	4.888347766004292438e+00	9.792645027900871213e+00	6.573279085929987886e+00	1.113981038404221735e+01	9.207521893791695833e-01	7.417858483546800663e+00	3.382776906225590796e+00	-7.907664167662477439e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.878804810975499118e+00	7.529636111094080597e+00	2.360275842361588161e+00	9.823433556176583537e+00	8.138222674480438457e+00	9.731199110867942537e+00	9.137928355230396704e+00	2.491137372647475867e-01	8.869609103517936077e+00	5.036519897774643262e+00	8.309115008804562308e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.153086037758752624e+00	1.584871179316997170e+00	3.028334915017640849e+00	1.602463612372431401e+00	6.932351501191698517e+00	7.548250502831677977e+00	1.162802738158770310e+01	4.504240963230922823e+00	2.149181122144438572e+00	5.845387368316235843e+00	8.788050732375507934e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.960757240757966535e+00	3.839904798694006249e+00	3.258611305189540452e+00	5.668728948841164517e+00	6.189360261691257747e+00	9.300605852575849042e+00	7.839326780753573587e+00	1.291842705729623786e+00	8.805805945636283383e+00	6.968929838523150622e+00	2.754001031489463003e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.097566580236287059e+00	5.860159163620603628e+00	8.669810113466391854e+00	2.621843327225777731e+00	8.791366381108288053e+00	7.857274263091864164e+00	1.179645323361516951e+01	3.575977953318154601e-01	6.344856040568896738e+00	8.059886662636074561e+00	1.229074672987970196e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.455698722975624193e+00	8.111447786036587004e+00	6.043660044153667421e+00	9.738497690545536045e+00	3.599682343963987563e+00	6.325618077105430004e+00	4.259907177274197210e+00	6.720449166341500025e-01	2.145571031535749462e+00	4.561338032207951976e+00	2.451257833722129220e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.309668581992053271e+00	3.866261861876828299e+00	5.699530410124714841e+00	2.019899697989236298e+00	5.212494011586549902e+00	2.728824673084195407e+00	6.553606639321547078e+00	3.386576122996416971e-01	4.841262266319483309e+00	6.811988653696625207e+00	4.699028433679137251e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.184293188583403378e+00	6.627359589842353849e+00	2.034755119052995109e+00	4.631533312974777772e+00	6.570841667719904855e+00	6.997665336102484090e+00	8.091459974525362142e+00	1.385062455174233431e+00	2.446405438140665467e+00	2.359435266385905727e+00	-1.041901200294038432e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.326680114920141484e+00	8.969225894680596056e+00	8.739178765823655937e+00	7.642755967442136367e+00	4.705550101785274109e+00	6.608917527498208599e+00	5.567265985561958175e+00	3.709507619419718516e-01	7.299410951248403556e+00	9.392541269385095148e+00	8.950358562087526337e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.969588885383549481e+00	6.535605541267059948e+00	7.507073946638051609e+00	7.345048618244814698e+00	4.854995559453581855e+00	6.429597517692210218e+00	5.721913872156687120e+00	1.063392546094821478e+00	7.819882826554933608e+00	4.452465178195240014e+00	1.123610793854748806e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.799070089488721713e+00	3.091625934967685119e+00	1.612239258586243285e+00	4.807855768518073170e+00	3.976817031359952903e+00	5.415668453993440323e+00	5.093678277103966145e+00	1.226214369052992081e+00	1.957918763178705834e+00	7.557298948922396065e+00	2.960849946200832417e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.676710077007673938e+00	1.227503683027489911e+00	7.377606258661209893e+00	4.116921000910968687e+00	6.076913141211639946e+00	5.759292143881515003e+00	7.466790404187388930e+00	4.656958061402304949e+00	5.551473508484923158e+00	1.174280506932950940e+00	-1.135487787417725514e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.935438532087236041e+00	8.825796928704855659e+00	5.883521584235315238e+00	4.580269574701635982e+00	8.655939393311928853e+00	4.002624347169597030e+00	9.526562758467985503e+00	6.690972341295550185e-01	8.338131160335203518e+00	2.844594397841420097e+00	-2.896947256953746930e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.658072170068312534e+00	1.192128212331211579e+00	1.732454107764746176e+00	3.381084464002559908e+00	2.805448886478007609e+00	5.676768555464707156e+00	4.490891038905152399e+00	2.236351654696238533e+00	9.430263876042200621e+00	5.378994854308420059e+00	3.864699581542825513e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.718934711417459127e+00	8.869517512803295034e+00	5.127073240263238851e+00	2.842544125401413435e+00	9.409168660727365463e+00	2.786530223871318324e+00	1.036909932812188373e+01	1.097483956935566107e+00	5.624689223066339672e+00	8.901512293260333664e+00	3.184544082147473532e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.980170625082512181e+00	5.766992424811944851e+00	5.366520811495772314e+00	5.348267975078200287e+00	7.197102116490607493e+00	8.254084446237477835e+00	8.742614169075842767e+00	1.385927066531207563e+00	9.555846964242224573e+00	5.744123784859111126e+00	4.513498779260107341e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.444248455563050371e+00	9.458903490064905384e+00	2.504082324076251087e+00	3.405103850645364805e+00	8.413240869625875362e+00	2.676021782720868991e+00	9.197803590419287190e+00	1.001439160090328073e+00	5.817853558125329450e+00	9.372680173880290511e+00	2.896900748142408055e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.052172774904313712e+00	8.193856075886488455e+00	9.516560384299088682e+00	3.589767116128840030e+00	6.019729878231816045e+00	1.772500278941540275e+00	6.501549011430921787e+00	1.105373810044159910e+00	4.557820745266401907e+00	5.351994618055853969e+00	5.926355161153961326e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.392713677511327575e+00	9.983110064198285727e+00	8.649464773162353737e+00	6.914379254866868330e+00	8.018372812411996620e+00	4.926507115749482857e+00	8.725080476785036510e+00	6.385894145936994448e-01	8.634062752837532884e+00	5.409641350286189976e+00	3.007802276492727245e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.288506449435127266e+00	4.155120919809847102e+00	7.016284364057963074e+00	9.720882737830041975e+00	1.134957943340853204e+00	6.928212846203935626e+00	1.858781531903132000e+00	2.235741173710755980e+00	5.438486831807253452e+00	2.075843549101383800e+00	-1.958584260047518200e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.785705515815953826e+00	7.898064015390306558e+00	5.157544238068560105e+00	6.430596273076810476e+00	8.363456217958164629e+00	4.935716562429437460e+00	9.129477355251172099e+00	2.252131348162152991e-01	5.243591767832023187e+00	8.219797936967216501e+00	6.136121231762903250e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.755731728118117285e+00	4.628190373863445117e+00	4.702617171547831987e+00	1.694488186543404495e+00	1.361916931689118426e+00	3.492390611017926805e+00	3.424387825175234212e+00	5.999223900527415054e-01	5.407747066253524082e+00	3.217699873199876048e+00	-2.430768616074003319e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.411907799558961507e+00	5.314654400685851598e+00	6.862379171770653485e+00	1.687960916760749885e+00	9.009696221344341893e+00	6.030834724713896478e+00	1.260466814393836366e+01	2.643005279398497054e-01	8.623661405069674046e+00	9.087896735936972448e+00	1.018877832647453729e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.934060619141984017e+00	6.651241137989119423e+00	5.910305870339905177e+00	9.570462255877584923e+00	9.923684028977900695e+00	4.119787336831049807e+00	1.036544810475445288e+01	5.891969157385685829e-01	8.488657105467810382e+00	9.197789085932718933e+00	6.732717660801205817e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.495321321051107155e+00	8.868988558304101488e+00	1.553149218315383662e+00	3.675459187226783442e+00	3.647943251343206406e+00	9.391083175939298755e+00	6.206426780183894820e+00	5.063854993130180171e-01	4.627386027139479552e+00	9.486753361986956179e+00	7.926832647040545687e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.445839046629367797e+00	9.853662108112738238e+00	5.610116943984096771e+00	1.829357059465892776e+00	2.886099172671729107e+00	9.304341101906745237e+00	7.977423576770290126e+00	3.480386017210781446e-01	3.991874015746040616e+00	5.687235618989422647e+00	2.212189340491615042e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.466162071393474875e+00	7.920235345356245737e+00	8.262478071795532841e+00	6.397415059095696854e+00	7.883123401414339426e+00	5.520102870259912642e+00	8.757276432839152136e+00	1.068815750119241237e+00	5.420444118355076668e+00	7.086113031786063665e+00	9.685840482027151310e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.220453611049046039e+00	4.764152477073682945e+00	5.135100656982136691e+00	6.604714595245450681e+00	3.280754696109766666e+00	3.954517291505748489e+00	3.863153768219765638e+00	8.860864628346983851e-01	6.161459293737448384e+00	8.003747469831674621e+00	6.069808947924594023e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.527077347345599190e+00	4.801825951940496218e+00	1.470749057416865124e+00	6.834794449712599196e+00	8.784529185294292830e+00	7.631705066471444532e+00	9.905007703190143786e+00	7.358071613447461079e-01	3.141698934437979318e+00	2.188814915802201888e+00	-1.318546850068296372e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.871808473955423047e+00	7.635629662508212512e+00	8.078618150248114915e+00	3.413848194288889637e+00	1.928514940575965619e+00	1.339844159742222596e+00	2.320119009224444806e+00	7.673084546620890789e-01	8.143752172222736618e+00	6.403595980275097688e+00	4.498906673852645532e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.263875169636815343e+00	3.141840848203091507e+00	2.821254623762291747e+00	1.141275286651571630e+00	2.126137372164252248e+00	5.265845654265625342e+00	6.780338284848888897e+00	7.200738855803812122e-01	5.386234421285172047e+00	1.307417706529780510e+00	-1.053796958278004503e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.217462833823084623e+00	1.991454901762216956e+00	3.328890857545687254e+00	9.687137293461077547e+00	9.821976914647073897e+00	4.033788765214254113e+00	1.023273337124524929e+01	4.121488999359209870e+00	4.000305688319711450e+00	5.471600519300788612e+00	1.091504329129372408e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.669554333226029197e+00	4.192761304785320498e+00	2.480225696625600218e+00	3.249885773855451188e+00	7.060332672069720594e+00	9.280626869152689196e+00	9.916389765504058929e+00	3.983383464983938360e-01	1.957434248411585864e+00	2.386381726177747797e+00	-1.133615307745357192e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.880965676876959591e+00	3.585474766467200869e+00	3.966879099771459138e+00	7.083966407170754209e+00	8.620766719835719627e+00	1.098174164718063173e+00	8.777052241554891054e+00	2.755511838386451196e+00	3.145424517924609642e+00	2.654571037174224823e+00	-2.577953707797586258e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.956258723279963974e+00	3.664584323706461255e+00	7.812141806448068770e+00	7.356475396488226792e+00	3.920765233209237088e+00	5.976638906021033648e+00	4.734550690018274111e+00	2.168469678384390420e+00	9.552332485839961862e+00	4.286341679323952825e+00	1.997904794131552819e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.795338730418026163e+00	3.091848597184944758e+00	5.660996022930384619e+00	6.491858787862849312e+00	7.085274318261700621e+00	7.664575404656777557e+00	8.263014543355069463e+00	8.988709541629317235e-01	3.756740746808692855e+00	4.892648523532114879e+00	3.219561723529948694e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.048769899141247297e+00	1.381456080183532054e+00	2.842913890350150297e+00	3.811785252542268410e+00	6.348957574798951065e+00	5.359074372831235777e+00	7.748296091627881133e+00	7.612583904642770127e-01	2.523821938266682441e+00	6.599491225774691827e+00	5.182166380207531731e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.345098199558961483e+00	1.171837869522824427e+00	8.899334124021505588e+00	3.434313654175781050e+00	6.431485018104164730e+00	1.759402933047236939e+00	6.942929622409451440e+00	7.184126292206546971e+00	5.150316560204954541e+00	1.671771928132655294e+00	-3.906055996384424134e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.363651863826388144e+00	9.892084211943171113e+00	8.908702557416688705e+00	6.367836649039753993e+00	7.148024550232484842e+00	9.752106641212721527e+00	8.672764774621212425e+00	7.438130436550257629e-01	3.760632686721727680e+00	5.539408028996475331e+00	2.394045784908599472e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.561413636256181903e+00	4.853346915763201430e+00	8.830080269507115887e+00	8.801474787461776472e+00	6.182543805299189899e+00	5.667447497230989839e+00	6.809527571215745922e+00	1.558334654933023256e+00	1.327026287686951633e+00	2.649765912698832881e+00	-5.495449197056524682e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.946339617082220030e+00	4.462124422394476930e+00	3.153636546744150948e+00	9.518439452135758927e+00	4.860625477354457935e+00	6.530885360390221273e+00	5.550314702173692716e+00	1.782889011773581389e+00	3.909763168611000594e+00	6.169346372044310023e+00	1.177913839182802036e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.666792920409495782e+00	7.119034372463173277e+00	5.062428009883418234e+00	1.954002929124406096e+00	3.482505554365844080e+00	3.129799142905560938e+00	5.090870965124710601e+00	2.349096339664197286e-01	5.901618351773409543e+00	6.730608548521430201e+00	6.743204448740060641e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.237329069912786572e+00	2.969467992877372620e+00	9.865468949709057966e+00	2.393445394235269585e+00	7.930027451934313021e+00	5.354109814172034021e+00	1.015258239658192174e+01	1.426827144496884969e+00	5.964837317595693023e+00	6.012055807242492556e+00	1.587905394322454633e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.035036414325140264e+00	9.551850185366490109e+00	7.949803834330973373e+00	9.496847909374281471e+00	3.041625866268487854e+00	4.862196128360274372e+00	3.564395185269166877e+00	2.155818257104919478e-01	4.207572251811791730e+00	7.648225385287799938e+00	5.615426754926337694e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.765142565916649531e+00	8.075365658206852260e+00	1.245018247263179667e+00	7.622001268943730423e+00	7.226167634568169795e+00	1.666218854876721833e+00	7.445951765884502471e+00	1.086243503992778692e+00	5.034771393280307095e+00	4.010898474671009240e+00	4.107449367051244167e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.608998380637886250e+00	1.800270809721158383e+00	1.593703973977975696e+00	8.941502271797629575e+00	3.100540030318958529e+00	1.947647899264052462e+00	3.316082779500539424e+00	3.663746491069563405e+00	9.692597237837563995e+00	7.879970189446853013e+00	4.876025046122532736e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.980460673742816091e+00	4.756841900778905341e+00	5.176063922930615568e+00	2.819778927741569241e+00	6.626146022782990030e+00	8.536138060797853200e+00	9.648700746397716799e+00	8.338970137278706174e-01	4.404031462557538745e+00	4.899647686284286152e+00	4.193819026101314051e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.578887743930531773e+00	8.913812321313315579e+00	9.174930105321754681e+00	6.290257417250028737e+00	7.722967241478313483e+00	3.157498197088720371e+00	8.225447752474254415e+00	1.766703199216893561e-01	3.325430248968083813e+00	5.362339734457925111e+00	7.731936347965394418e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.798708847415450673e+00	9.500829781258467222e+00	5.857317189622765596e+00	7.305948831551168254e+00	2.961728003928838060e+00	2.759293084493801729e+00	3.342990487661082089e+00	3.995208037409366808e-01	3.186588473061317650e+00	6.824647648377027309e+00	3.103138489398157951e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.918952353696469437e+00	5.208362315051400238e+00	5.482357459905561115e+00	7.130461379473607586e+00	1.537245985602219145e+00	5.548357767591301837e+00	2.308426796683954674e+00	7.564453736635855519e-01	5.116708253041066357e+00	1.169471936390268363e+00	-1.001331195437578359e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.571015555527490726e+00	6.523145560589858505e+00	1.946009646232862655e+00	4.678925574180490266e+00	2.188631139920165225e+00	7.922044048892041168e+00	3.869458511780286880e+00	1.161634751307757174e+00	7.836241448220676808e+00	6.886457037434757567e+00	2.150047125762637990e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.742103310109459180e+00	2.507940616940911305e+00	6.904100092478230088e+00	1.142929983724677356e+00	6.457126908442794466e+00	1.555980988472320137e+00	7.821283841437602469e+00	2.690791353801779806e+00	2.850485636934523281e+00	6.571437970900851688e+00	1.731121377204561274e+00
