G c dx1dt d2x1dt2 dx2dt d2x2dt2 W Fg d2 d1 Fc m1
1.00000000e+00 1.00000000e+00 2.25544475e+00 3.67614107e+00 6.04151365e+00 4.89490192e+00 3.16478427e+00 4.91856691e+00 2.57374501e+00 4.22256172e+00 8.67956319e+00 3.59778513e-01
1.00000000e+00 1.00000000e+00 3.62930184e+00 9.31956576e+00 9.43140216e+00 7.16899495e+00 7.05145459e+00 9.57808103e+00 2.94482979e+00 1.13907741e+01 8.70538260e+00 6.03724990e-02
1.00000000e+00 1.00000000e+00 4.29725659e+00 9.73952421e+00 1.47032091e+00 3.99210541e+00 8.43458216e+00 7.47320681e+00 4.51457179e+00 1.51405511e+01 1.89313898e+00 1.44897085e-02
1.00000000e+00 1.00000000e+00 5.10462986e+00 9.49839840e+00 4.76913987e+00 1.50927091e+00 7.05782918e+00 9.37148683e+00 3.01246934e+00 1.35549230e+01 1.81648794e+00 1.06254597e-02
1.00000000e+00 1.00000000e+00 8.06658365e+00 5.26792795e+00 3.34142012e+00 4.36528942e+00 8.41915403e+00 5.74829176e+00 5.85854329e+00 1.33500253e+01 3.36425929e+00 7.00643660e-02
1.00000000e+00 1.00000000e+00 2.79706404e+00 8.75838386e+00 7.57738868e+00 9.50003724e+00 4.57292946e+00 3.33013847e+00 5.49277995e+00 6.66577807e+00 8.87289456e+00 2.08700123e-01
1.00000000e+00 1.00000000e+00 5.62810995e+00 8.60094459e+00 9.83167381e+00 6.77560958e+00 2.40685274e+00 1.47544018e+00 6.52511101e+00 3.86567620e+00 2.16012327e+00 1.05982662e-01
1.00000000e+00 1.00000000e+00 6.33173112e+00 3.87190426e+00 3.30877056e+00 7.04331234e+00 7.64155853e+00 7.53476366e+00 4.05669447e+00 8.33280529e+00 7.47997122e+00 2.35123692e-01
1.00000000e+00 1.00000000e+00 1.41805371e+00 8.46023927e+00 6.88757141e+00 6.69053938e+00 4.24427055e+00 2.09172698e+00 8.11629927e+00 6.81031082e+00 1.91049058e+00 6.72811462e-02
1.00000000e+00 1.00000000e+00 6.46790367e+00 1.33306871e+00 2.78287869e+00 2.79092925e+00 7.04143743e+00 3.72497615e+00 7.56132349e+00 6.71185433e+00 6.60824068e+00 1.39613888e+00
1.00000000e+00 1.00000000e+00 2.53471711e+00 6.36642891e+00 6.08797229e+00 4.76500478e+00 3.43579548e+00 5.79223817e+00 2.37268937e+00 5.58581661e+00 4.20460569e+00 7.01331910e-02
1.00000000e+00 1.00000000e+00 1.58546434e+00 3.07007954e+00 5.17539238e+00 7.75845819e+00 1.73106671e+00 6.07974929e+00 1.13890664e+00 1.27482711e+00 8.10022567e+00 5.89283573e-01
1.00000000e+00 1.00000000e+00 9.53996984e+00 2.08510197e+00 9.74804797e+00 1.91235608e+00 9.93323616e+00 6.40524877e+00 6.20318524e+00 1.53113271e+01 3.10321404e+00 1.50739252e-01
1.00000000e+00 1.00000000e+00 9.69068830e+00 1.69257881e+00 6.47674545e+00 3.50067498e+00 2.40581357e+00 2.49629797e+00 3.85501025e+00 2.32371600e+00 6.75281646e+00 1.65469724e+00
1.00000000e+00 1.00000000e+00 8.27557613e+00 7.26659898e+00 4.14555735e+00 3.48687198e+00 9.89578895e+00 4.41763664e+00 8.96025612e+00 1.74173345e+01 3.12114281e+00 5.52409561e-02
1.00000000e+00 1.00000000e+00 3.74152392e+00 4.05887467e+00 2.02686206e+00 4.88817035e+00 9.79551939e+00 6.55474804e+00 5.97766341e+00 1.36925852e+01 7.42294255e+00 1.99598131e-01
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 2.36122146e+00 9.82331867e+00 8.14436294e+00 9.72836978e+00 3.34870615e+00 1.09713175e+01 8.86310231e+00 8.98997913e-02
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 1.60752292e+00 6.93480666e+00 7.54868024e+00 3.67471210e+00 1.03600393e+01 2.14121619e+00 1.19551581e-01
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 5.66830895e+00 6.20026345e+00 9.30343381e+00 2.66579569e+00 7.82150754e+00 8.79936120e+00 1.95373819e-01
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 2.61428214e+00 8.79491391e+00 7.85990852e+00 4.47583525e+00 1.56264862e+01 6.34217729e+00 7.75591382e-02
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 9.73608891e+00 3.60495569e+00 6.32545272e+00 2.27965071e+00 5.04776438e+00 2.14399442e+00 2.98238459e-02
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 2.01973154e+00 5.20913091e+00 2.72821032e+00 7.63743304e+00 9.05852228e+00 4.84787670e+00 2.64124348e-01
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 4.63240902e+00 6.57450972e+00 7.00017087e+00 3.75677100e+00 1.08532471e+01 2.44774264e+00 3.19337065e-02
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 7.64096486e+00 4.70071428e+00 6.61041609e+00 2.84442868e+00 7.40015855e+00 7.30313100e+00 7.82036009e-02
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 7.34098985e+00 4.84737809e+00 6.42222253e+00 3.01912807e+00 6.97537582e+00 7.82981321e+00 1.29492247e-01
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 4.80455773e+00 3.97256201e+00 5.40807281e+00 2.93824595e+00 4.86332687e+00 1.95216868e+00 9.52186413e-02
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 4.11871751e+00 6.07808635e+00 5.75790944e+00 4.22242581e+00 1.89306336e+00 5.55525867e+00 2.53992710e+00
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 4.57851141e+00 8.65517075e+00 4.00998274e+00 8.63362394e+00 1.50666379e+01 8.33162550e+00 1.35158093e-01
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 3.37848637e+00 2.81375540e+00 5.67381423e+00 1.98367820e+00 1.63807098e+00 9.42546737e+00 2.39505124e+00
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 2.84799645e+00 9.40989735e+00 2.77800315e+00 1.35491529e+01 1.73095150e+01 5.62166080e+00 1.23992362e-01
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 5.34735728e+00 7.20178888e+00 8.24656958e+00 3.49322894e+00 1.10609011e+01 9.55251301e+00 1.30929940e-01
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 3.41680380e+00 8.40945891e+00 2.67199259e+00 1.25890453e+01 1.52988872e+01 5.82120073e+00 1.26700922e-01
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 3.58715498e+00 6.00571623e+00 1.76469661e+00 1.36130283e+01 1.06960517e+01 4.54771445e+00 1.76697731e-01
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 6.91080457e+00 8.01565031e+00 4.92621424e+00 6.50856818e+00 1.32564116e+01 8.63382816e+00 1.06172275e-01
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 9.71683599e+00 1.14580358e+00 6.92476696e+00 6.61858274e-01 9.52278834e-01 5.43684439e+00 2.27284482e-01
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 6.43273481e+00 8.36542382e+00 4.93945142e+00 6.77437481e+00 1.33270126e+01 5.24712260e+00 8.43553317e-02
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.69281520e+00 1.36124973e+00 3.49078719e+00 1.55981979e+00 2.47296995e+00 5.41281240e+00 1.84851560e-01
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.68025252e+00 9.00922039e+00 6.02354066e+00 5.98267425e+00 1.65954190e+01 8.62106502e+00 1.46079012e-01
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 9.92766473e+00 4.12302102e+00 9.63144712e+00 1.27146255e+01 8.48747388e+00 2.41793640e-01
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 3.64660716e+00 9.39580921e+00 1.55243985e+00 6.53707139e+00 4.63167993e+00 3.10259256e-02
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 2.89286701e+00 9.30380626e+00 1.24373484e+00 5.51739484e+00 3.99969874e+00 2.28679499e-02
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 7.88827027e+00 5.52134638e+00 5.71474400e+00 1.25914151e+01 5.42735222e+00 7.78088374e-02
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 3.27723707e+00 3.95095595e+00 3.31791811e+00 4.27797291e+00 6.15495259e+00 2.50723146e-01
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 8.79006145e+00 7.63419173e+00 4.60562782e+00 1.13101975e+01 3.14503490e+00 6.68110065e-02
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 1.92558333e+00 1.33041649e+00 5.78941510e+00 3.42176625e+00 8.14559576e+00 4.51080312e-01
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 2.13359677e+00 5.27292105e+00 1.61853117e+00 3.88234722e+00 5.37834489e+00 1.78009620e-01
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 9.81236400e+00 4.02691055e+00 9.74679112e+00 -4.20209703e+00 4.00640994e+00 -1.16495103e+00
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 7.06455008e+00 9.28482297e+00 3.04348294e+00 1.13835410e+01 1.96138894e+00 3.12764501e-02
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 8.62198502e+00 1.10802725e+00 3.11255343e+01 8.72547486e+00 3.14960644e+00 7.83459589e-01
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 3.91896440e+00 5.97533388e+00 2.62342789e+00 3.90500474e+00 9.54353055e+00 4.37132009e-01
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 7.08835375e+00 7.66597223e+00 3.69860653e+00 6.76263217e+00 3.74589718e+00 1.65086162e-01
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 6.34817645e+00 5.36516189e+00 4.73288716e+00 3.91153329e+00 2.51973360e+00 5.52790141e-01
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 6.42835108e+00 1.76862727e+00 1.45386225e+01 3.33248518e+00 5.14605512e+00 4.83490122e+00
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 7.14279214e+00 9.75215251e+00 2.92972946e+00 1.19819305e+01 3.76378969e+00 2.32643905e-02
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 6.17823256e+00 5.66209388e+00 4.36462742e+00 6.75469573e+00 1.31643325e+00 4.38472381e-02
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 4.86156132e+00 6.52767620e+00 2.97904564e+00 4.53298779e+00 3.90830696e+00 1.44009012e-01
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 3.48330425e+00 3.12948804e+00 4.45223525e+00 6.48862689e+00 5.89697762e+00 1.42137434e-01
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 7.91723198e+00 5.35148277e+00 5.91778565e+00 1.26381521e+01 5.96541135e+00 2.35578744e-01
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 3.03645187e+00 4.86234543e+00 2.49793184e+00 4.56215384e+00 4.20903029e+00 6.03316542e-02
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 7.23118876e+00 1.67406258e+00 1.72781803e+01 1.10474525e+01 5.02572481e+00 2.43286961e-01
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 3.09999540e+00 1.95544318e+00 6.34126408e+00 -1.48425079e+00 9.68966126e+00 -5.73472201e+00
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 6.62797153e+00 8.53725268e+00 3.10543533e+00 1.12893112e+01 4.39613630e+00 6.35361722e-02
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 7.72370440e+00 3.15837957e+00 9.78185710e+00 1.27225206e+01 3.32404132e+00 7.16929152e-02
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 2.96842500e+00 2.75462444e+00 4.31046055e+00 4.79505856e+00 3.19120340e+00 7.54713892e-02
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 1.53948971e+00 5.54420306e+00 1.11070225e+00 2.02621098e+00 5.11988151e+00 1.34758932e-01
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 2.17876369e+00 7.91872418e+00 1.10056299e+00 3.57677113e+00 7.83568134e+00 9.24370634e-02
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 6.45397271e+00 1.55751867e+00 1.65750121e+01 1.14402467e+01 2.85389366e+00 4.12935675e-01
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 8.64501766e+00 6.19127128e+00 5.58529405e+00 1.45684197e+01 7.38366514e+00 7.13364129e-02
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 1.40497139e+00 2.07289399e+00 2.71113024e+00 2.06353961e+00 1.19034841e+00 1.26733120e-01
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 7.60736133e+00 1.32814946e+00 2.29111605e+01 1.31885624e+01 4.77039680e+00 2.18436779e-01
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 4.07186781e+00 1.47469557e+00 1.10446329e+01 5.28371020e+00 7.98278559e+00 6.09281329e-01
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 5.30675533e+00 8.50747697e+00 2.49510182e+00 8.73048210e+00 4.04859660e+00 4.47110677e-02
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 9.35973595e+00 2.06175235e+00 1.81587977e+01 1.15855369e+01 6.07363391e+00 4.23908309e-01
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 3.98774354e+00 1.40636228e+00 1.13420094e+01 6.22738747e+00 2.84481310e+00 4.21102222e-01
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 5.18803241e+00 4.94109898e+00 4.19990162e+00 3.30958065e+00 7.67795852e+00 9.40938900e-01
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 1.12314173e+00 8.59594125e+00 5.22638162e-01 4.03520067e-01 1.47051193e+00 1.59547873e-01
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 1.73438848e+00 3.36167539e+00 2.06371916e+00 2.84798578e+00 8.67288380e+00 5.86698216e-01
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 3.32732432e+00 4.79541356e+00 2.77542221e+00 6.43157251e+00 2.78376748e+00 3.74639051e-02
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 1.25067017e+00 1.35930279e+00 3.68032840e+00 1.76285519e+00 8.86958229e+00 1.11518535e+00
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 6.68237793e+00 5.04170663e+00 5.30167931e+00 9.33571059e+00 4.17276317e+00 3.89600386e-01
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 4.83758521e+00 6.19851773e+00 3.12176906e+00 7.75060569e+00 7.50415217e+00 7.77238961e-02
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 5.93330682e+00 6.13816348e+00 3.86650296e+00 8.80822963e+00 3.87302768e+00 4.74678651e-02
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 2.57182467e+00 3.99184023e+00 2.57708177e+00 4.46888106e+00 9.15320504e+00 1.41137250e-01
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 3.66338826e+00 3.83979863e+00 3.81622957e+00 6.71430766e+00 2.13973413e+00 3.05441474e-02
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 6.97442027e+00 1.95961257e+00 1.42363248e+01 7.27417038e+00 2.60667810e+00 4.97215628e-01
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 9.68772451e+00 4.30118489e+00 9.00935418e+00 1.14076486e+01 5.43727113e+00 2.35107060e-01
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 1.45375096e+00 1.89545202e+00 3.06787183e+00 2.80703004e+00 1.73744595e+00 6.06742618e-02
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 9.01345889e+00 7.89936350e+00 4.56414438e+00 1.41152176e+01 2.76382166e+00 3.07563570e-02
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.51962516e+00 6.19193081e+00 9.69646868e+00 2.55430343e+00 3.92096876e+00 9.49389744e+00 6.48281705e-01
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 6.73919422e+00 6.07527610e+00 9.73067011e+00 2.49737214e+00 9.69670295e+00 9.78840695e+00 7.55466269e-02
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 3.17819872e+00 5.50250682e+00 8.78563989e+00 2.50522757e+00 8.10960603e+00 4.38633396e+00 1.12172706e-01
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 7.42647451e+00 1.62454677e+00 6.40712934e+00 1.01421194e+00 1.24789577e+00 9.30957419e+00 6.27516756e-01
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 1.82252338e+00 1.80889167e+00 7.30779128e+00 9.90116766e-01 3.33517769e+00 5.90342208e+00 7.51166904e-02
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 2.79343303e+00 6.40820805e+00 3.56685222e+00 7.18640151e+00 1.14038844e+01 3.42768219e+00 8.52221669e-02
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 8.89723042e+00 4.06862714e+00 6.67693378e+00 2.43742249e+00 5.22768851e+00 7.32158849e+00 1.37189819e-01
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 7.64850836e+00 9.25541260e+00 5.10084594e+00 7.25794325e+00 -9.00937833e-01 6.93011626e+00 -7.65458623e+00
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 6.53768223e+00 1.12370999e+00 4.65931484e+00 5.33815606e+00 3.49132905e+00 9.02439388e+00 9.90212787e+00 1.07644161e-01
1.00000000e+00 1.00000000e+00 9.03303099e+00 3.39040038e+00 1.75117676e+00 3.23538634e+00 2.28953313e+00 7.81998904e+00 1.17111833e+00 3.48664009e+00 3.38542559e+00 8.38486264e-02
1.00000000e+00 1.00000000e+00 5.85408018e+00 2.16563429e+00 8.94174732e+00 2.92965835e+00 7.43246950e+00 3.53726520e+00 8.40476366e+00 9.83763675e+00 7.04853552e+00 6.95165972e-01
1.00000000e+00 1.00000000e+00 8.26696140e+00 8.99873272e+00 8.23243182e+00 3.43725695e+00 3.64018079e+00 3.86235651e+00 3.76990657e+00 6.58513943e+00 1.46821380e+00 2.33514347e-02
1.00000000e+00 1.00000000e+00 9.06482170e+00 9.60086348e+00 5.54686096e+00 3.22803793e+00 5.72923277e+00 9.32177612e+00 2.45842968e+00 1.04953136e+01 2.02281435e+00 1.23380950e-02
1.00000000e+00 1.00000000e+00 3.86203127e+00 8.75914856e+00 9.70413954e+00 1.56273666e+00 7.28049507e+00 1.50601865e+00 1.93370648e+01 1.39115265e+01 1.03526537e+00 4.10719734e-02
1.00000000e+00 1.00000000e+00 1.99046732e+00 8.28564467e+00 4.75984881e+00 5.13046465e+00 9.10237700e+00 5.37070869e+00 6.77927442e+00 1.53866617e+01 9.99514613e+00 1.32874506e-01
1.00000000e+00 1.00000000e+00 3.05141646e+00 6.89717783e+00 9.85699287e+00 7.59460127e+00 8.12972075e+00 9.21520720e+00 3.52882820e+00 1.17835537e+01 8.22046327e+00 8.92316876e-02
1.00000000e+00 1.00000000e+00 4.84397010e+00 5.95771634e+00 7.01127999e+00 6.46058552e+00 7.08724961e+00 6.49326707e+00 4.36590674e+00 1.03317699e+01 8.08050713e+00 1.43284276e-01
1.00000000e+00 1.00000000e+00 8.36213289e+00 1.78288084e+00 6.71204146e+00 7.05584502e+00 7.11669864e+00 5.91766367e+00 4.81047862e+00 1.51042045e-01 5.58753468e+00 2.49533211e+01
1.00000000e+00 1.00000000e+00 8.74657525e+00 4.67607892e+00 2.49359406e+00 1.73034261e+00 9.51332180e+00 3.24769761e+00 1.17170044e+01 1.72664823e+01 3.70060375e+00 1.34259024e-01
