G c dx1dt d2x1dt2 dx2dt m1 d1 W Fg Fc d2
1.00000000e+00 1.00000000e+00 2.63642470e+00 7.35017655e+00 5.79178614e+00 6.59163204e+00 6.77354033e+00 1.94628856e+00 2.76838270e+00 1.14278727e-01 4.56380693e+00
1.00000000e+00 1.00000000e+00 2.65064059e+00 9.32723486e+00 4.69986042e+00 4.00644969e+00 3.33845324e+00 2.40018320e+00 2.90571276e+00 1.55514207e-01 2.36819254e+00
1.00000000e+00 1.00000000e+00 3.73818019e+00 2.62517811e+00 4.12608994e+00 7.59429146e+00 8.97477498e+00 1.69236365e+00 1.37347593e+00 1.37785975e-01 6.48512881e+00
1.00000000e+00 1.00000000e+00 5.72280788e+00 6.11150707e+00 9.09850011e+00 4.64074647e+00 9.06120950e+00 1.02431060e+00 3.89860782e+00 2.74918131e-01 1.35453830e+01
1.00000000e+00 1.00000000e+00 4.88750517e+00 9.23939468e+00 1.19641057e+00 1.61517880e+00 3.67558484e+00 8.78869009e-01 6.03770195e+00 8.09165841e-01 1.54923380e-01
1.00000000e+00 1.00000000e+00 3.62106226e+00 1.30551381e+00 6.97410718e+00 8.05383858e+00 3.06994379e+00 5.24689645e+00 8.72141423e+00 1.65894703e+00 3.72559605e+01
1.00000000e+00 1.00000000e+00 6.50667605e+00 7.27678241e+00 9.67054991e+00 3.57182492e+00 4.70173575e+00 1.51936438e+00 7.00234703e+00 5.38820455e-01 1.28517702e+01
1.00000000e+00 1.00000000e+00 2.25544475e+00 3.67614107e+00 6.04151365e+00 4.89490192e+00 3.16478427e+00 3.09335582e+00 4.91856691e+00 5.46679032e-01 9.92885924e+00
1.00000000e+00 1.00000000e+00 3.62930184e+00 9.31956576e+00 9.43140216e+00 7.16899495e+00 7.05145459e+00 2.03333790e+00 9.57808103e+00 2.86717731e-01 9.54458061e+00
1.00000000e+00 1.00000000e+00 4.29725659e+00 9.73952421e+00 1.47032091e+00 3.99210541e+00 8.43458216e+00 9.46604192e-01 7.47320681e+00 3.84412281e-01 2.21966037e-01
1.00000000e+00 1.00000000e+00 5.10462986e+00 9.49839840e+00 4.76913987e+00 1.50927091e+00 7.05782918e+00 4.27687003e-01 9.37148683e+00 1.30743743e+00 2.39458213e+00
1.00000000e+00 1.00000000e+00 8.06658365e+00 5.26792795e+00 3.34142012e+00 4.36528942e+00 8.41915403e+00 1.03699004e+00 5.74829176e+00 4.99937747e-01 2.11944592e+00
1.00000000e+00 1.00000000e+00 2.79706404e+00 8.75838386e+00 7.57738868e+00 9.50003724e+00 4.57292946e+00 4.15490216e+00 3.33013847e+00 8.00466212e-02 6.55564088e+00
1.00000000e+00 1.00000000e+00 5.62810995e+00 8.60094459e+00 9.83167381e+00 6.77560958e+00 2.40685274e+00 5.63026518e+00 1.47544018e+00 5.06357303e-02 1.12385110e+01
1.00000000e+00 1.00000000e+00 6.33173112e+00 3.87190426e+00 3.30877056e+00 7.04331234e+00 7.64155853e+00 1.84342299e+00 7.53476366e+00 5.52583703e-01 2.82753960e+00
1.00000000e+00 1.00000000e+00 1.41805371e+00 8.46023927e+00 6.88757141e+00 6.69053938e+00 4.24427055e+00 3.15273935e+00 2.09172698e+00 7.39079603e-02 5.60724567e+00
1.00000000e+00 1.00000000e+00 6.46790367e+00 1.33306871e+00 2.78287869e+00 2.79092925e+00 7.04143743e+00 7.92715771e-01 3.72497615e+00 2.00240596e+00 5.80946335e+00
1.00000000e+00 1.00000000e+00 2.53471711e+00 6.36642891e+00 6.08797229e+00 4.76500478e+00 3.43579548e+00 2.77374181e+00 5.79223817e+00 3.81871435e-01 5.82169489e+00
1.00000000e+00 1.00000000e+00 1.58546434e+00 3.07007954e+00 5.17539238e+00 7.75845819e+00 1.73106671e+00 8.96378877e+00 6.07974929e+00 5.10493969e-01 8.72442749e+00
1.00000000e+00 1.00000000e+00 9.53996984e+00 2.08510197e+00 9.74804797e+00 1.91235608e+00 9.93323616e+00 3.85041903e-01 6.40524877e+00 3.21269826e+00 4.55730417e+01
1.00000000e+00 1.00000000e+00 9.69068830e+00 1.69257881e+00 6.47674545e+00 3.50067498e+00 2.40581357e+00 2.91017976e+00 2.49629797e+00 8.42608291e-01 2.47836209e+01
1.00000000e+00 1.00000000e+00 8.27557613e+00 7.26659898e+00 4.14555735e+00 3.48687198e+00 9.89578895e+00 7.04718339e-01 4.41763664e+00 3.48700678e-01 2.36501915e+00
1.00000000e+00 1.00000000e+00 3.74152392e+00 4.05887467e+00 2.02686206e+00 4.88817035e+00 9.79551939e+00 9.98042095e-01 6.55474804e+00 6.60745211e-01 1.01214503e+00
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 2.36122146e+00 9.82331867e+00 8.14436294e+00 2.41229885e+00 9.72836978e+00 2.63285226e-01 7.41119259e-01
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 1.60752292e+00 6.93480666e+00 4.63610018e-01 7.54868024e+00 5.91339278e+00 5.77247776e+00
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 5.66830895e+00 6.20026345e+00 1.82840906e+00 9.30343381e+00 8.55378979e-01 2.76711729e+00
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 2.61428214e+00 8.79491391e+00 5.94498631e-01 7.85990852e+00 1.02692058e+00 1.27947150e+01
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 9.73608891e+00 3.60495569e+00 5.40150267e+00 6.32545272e+00 1.60091337e-01 4.51113465e+00
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 2.01973154e+00 5.20913091e+00 7.75458162e-01 2.72821032e+00 6.98298325e-01 8.42903477e+00
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 4.63240902e+00 6.57450972e+00 1.40920288e+00 7.00017087e+00 4.55638354e-01 6.23058820e-01
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 7.64096486e+00 4.70071428e+00 3.25098034e+00 6.61041609e+00 1.92812070e-01 8.51474073e+00
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 7.34098985e+00 4.84737809e+00 3.02884971e+00 6.42222253e+00 2.67423245e-01 8.60949882e+00
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 4.80455773e+00 3.97256201e+00 2.41887111e+00 5.40807281e+00 7.26991031e-01 8.36046182e-01
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 4.11871751e+00 6.07808635e+00 1.35526785e+00 5.75790944e+00 2.29251876e+00 4.45426295e+01
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 4.57851141e+00 8.65517075e+00 1.05798292e+00 4.00998274e+00 1.98355264e-01 3.93095438e+00
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 3.37848637e+00 2.81375540e+00 2.40140729e+00 5.67381423e+00 2.81913802e+00 2.52811431e+00
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 2.84799645e+00 9.40989735e+00 6.05319345e-01 2.77800315e+00 2.19880305e-01 2.96006275e+00
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 5.34735728e+00 7.20178888e+00 1.48500806e+00 8.24656958e+00 5.35437643e-01 4.99162075e+00
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 3.41680380e+00 8.40945891e+00 8.12609667e-01 2.67199259e+00 1.65477687e-01 6.57022374e-01
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 3.58715498e+00 6.00571623e+00 1.19458024e+00 1.76469661e+00 1.20147968e-01 1.10470104e+01
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 6.91080457e+00 8.01565031e+00 1.72432786e+00 4.92621424e+00 1.42831144e-01 7.49580349e+00
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 9.71683599e+00 1.14580358e+00 1.69607360e+01 6.92476696e+00 3.42919583e-01 1.18605497e+01
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 6.43273481e+00 8.36542382e+00 1.53793399e+00 4.93945142e+00 1.94279945e-01 3.36918926e+00
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.69281520e+00 1.36124973e+00 2.48714863e+00 3.49078719e+00 8.93199287e-01 4.79609823e+00
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.68025252e+00 9.00922039e+00 3.73007309e-01 6.02354066e+00 1.34799116e+00 8.84445600e+00
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 9.92766473e+00 1.92649717e+00 4.12302102e+00 1.29717481e-01 5.25230316e+00
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 3.64660716e+00 2.01591065e+00 9.39580921e+00 5.76830962e-01 2.74738033e-01
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 2.89286701e+00 1.26421496e+00 9.30380626e+00 1.03237495e+00 3.19582215e+00
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 7.88827027e+00 1.62048233e+00 5.52134638e+00 2.18301930e-01 8.61568435e+00
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 3.27723707e+00 4.03561834e+00 3.95095595e+00 2.51041956e-01 5.53568657e+00
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 8.79006145e+00 1.55551663e+00 7.63419173e+00 4.66036970e-01 4.49453467e-01
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 1.92558333e+00 3.53827144e+00 1.33041649e+00 1.02258827e-01 8.53991331e+00
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 2.13359677e+00 1.06486490e+00 5.27292105e+00 2.94803426e+00 2.51155908e+00
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 9.81236400e+00 1.97406829e+00 4.02691055e+00 4.16977714e-01 5.55233505e+00
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 7.06455008e+00 9.22362322e-01 9.28482297e+00 1.35977729e+00 1.47010641e+00
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 8.62198502e+00 1.64329596e+00 1.10802725e+00 8.72529130e-02 4.40044858e+00
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 3.91896440e+00 3.75592533e+00 5.97533388e+00 4.42843083e-01 1.66380700e+01
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 7.08835375e+00 1.83119155e+00 7.66597223e+00 7.61448467e-01 1.03787122e+01
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 6.34817645e+00 1.20228749e+00 5.36516189e+00 2.03925737e+00 5.86576671e+00
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 6.42835108e+00 1.07021730e+00 1.76862727e+00 8.85814695e-01 6.82407951e+01
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 7.14279214e+00 1.78614033e+00 9.75215251e+00 3.09173660e-01 8.03875471e+00
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 6.17823256e+00 2.84704748e+00 5.66209388e+00 2.65485069e-01 1.60951618e+01
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 4.86156132e+00 3.91668558e+00 6.52767620e+00 3.07533553e-01 2.22412642e+00
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 3.48330425e+00 1.12143649e+00 3.12948804e+00 4.50278153e-01 3.59925653e+00
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 7.91723198e+00 6.04619776e-01 5.35148277e+00 1.50854562e+00 3.28296330e+01
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 3.03645187e+00 6.25903307e+00 4.86234543e+00 1.07162952e-01 6.61516229e+00
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 7.23118876e+00 2.10997591e+00 1.67406258e+00 5.43361356e-02 1.91751516e-01
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 3.09999540e+00 5.77223077e+00 1.95544318e+00 2.42212011e-01 1.39528273e+00
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 6.62797153e+00 8.52053662e-01 8.53725268e+00 1.27082395e+00 5.62910996e+00
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 7.72370440e+00 1.62830489e+00 3.15837957e+00 1.12715750e-01 9.46213452e+00
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 2.96842500e+00 4.92534347e+00 2.75462444e+00 7.93081605e-02 3.59931436e+00
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 1.53948971e+00 9.25112644e+00 5.54420306e+00 2.99069665e-01 5.76839923e+00
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 2.17876369e+00 4.28992391e+00 7.91872418e+00 5.19710036e-01 5.82702157e-01
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 6.45397271e+00 3.52822696e-01 1.55751867e+00 1.09293858e+00 1.90796570e+01
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 8.64501766e+00 1.44507155e+00 6.19127128e+00 1.99825200e-01 7.11071757e+00
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 1.40497139e+00 4.66616455e+00 2.07289399e+00 4.09966155e-01 6.34344981e+00
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 7.60736133e+00 1.32826298e+00 1.32814946e+00 5.54332638e-02 6.71494641e+00
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 4.07186781e+00 4.72423447e+00 1.47469557e+00 4.47866266e-02 1.36863558e+01
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 5.30675533e+00 1.73036727e+00 8.50747697e+00 5.72814359e-01 1.24133485e+00
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 9.35973595e+00 1.82872989e+00 2.06175235e+00 8.58214232e-02 5.80737046e+00
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 3.98774354e+00 1.35257718e+00 1.40636228e+00 3.39060812e-01 4.17642061e+00
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 5.18803241e+00 2.71862006e+00 4.94109898e+00 5.41304768e-01 2.55680887e+01
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 1.12314173e+00 1.74386942e+01 8.59594125e+00 5.88235706e-01 1.28735199e+01
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 1.73438848e+00 2.21062113e+00 3.36167539e+00 1.30964479e+00 1.68191567e+01
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 3.32732432e+00 6.46092401e-01 4.79541356e+00 1.11307514e+00 8.34958948e+00
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 1.25067017e+00 7.83938925e+00 1.35930279e+00 1.33593438e-01 5.01735280e+00
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 6.68237793e+00 5.48795463e-01 5.04170663e+00 3.61647588e+00 5.60969948e+01
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 4.83758521e+00 3.19806631e+00 6.19851773e+00 1.64846427e-01 3.45695177e+00
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 5.93330682e+00 3.11156603e+00 6.13816348e+00 1.48525829e-01 6.54910301e-01
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 2.57182467e+00 3.81533687e+00 3.99184023e+00 1.74043553e-01 5.64211774e+00
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 3.66338826e+00 1.81711822e+00 3.83979863e+00 2.31791356e-01 6.65540681e+00
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 6.97442027e+00 1.40789619e+00 1.95961257e+00 3.11210612e-01 5.78119065e+00
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 9.68772451e+00 1.55062840e+00 4.30118489e+00 2.50822063e-01 1.66319584e+01
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 1.45375096e+00 1.48785794e+00 1.89545202e+00 4.48006530e-01 1.07129032e+01
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 9.01345889e+00 1.39903803e+00 7.89936350e+00 3.44940475e-01 1.67879033e+00
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.51962516e+00 6.19193081e+00 2.10584561e+00 9.69646868e+00 1.24715687e+00 4.06932033e+01
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 6.73919422e+00 6.07527610e+00 2.21856393e+00 9.73067011e+00 3.46153442e-01 6.15713170e-01
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 3.17819872e+00 5.50250682e+00 1.15518211e+00 8.78563989e+00 1.83071363e+00 2.62980478e+00
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 7.42647451e+00 1.62454677e+00 9.14282634e+00 6.40712934e+00 5.72421432e-01 2.34381184e+00
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 1.82252338e+00 1.80889167e+00 2.01507189e+00 7.30779128e+00 1.37489074e+00 1.40290879e+01
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 2.79343303e+00 6.40820805e+00 8.71829693e-01 3.56685222e+00 4.03023334e-01 7.48892419e+00
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 8.89723042e+00 4.06862714e+00 4.37357866e+00 6.67693378e+00 2.41272416e-01 9.02117351e-01
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 7.64850836e+00 9.25541260e+00 1.65276443e+00 5.10084594e+00 7.31506020e-01 1.35081346e+01
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 6.53768223e+00 1.12370999e+00 4.65931484e+00 4.82349884e-01 5.33815606e+00 1.06786467e+00 4.80393155e+00
1.00000000e+00 1.00000000e+00 9.03303099e+00 3.39040038e+00 1.75117676e+00 3.23538634e+00 2.28953313e+00 2.82624113e+00 7.81998904e+00 1.42580129e+00 9.04500860e-01
1.00000000e+00 1.00000000e+00 5.85408018e+00 2.16563429e+00 8.94174732e+00 2.92965835e+00 7.43246950e+00 7.88340496e-01 3.53726520e+00 1.11505303e+00 3.69198278e+01
1.00000000e+00 1.00000000e+00 8.26696140e+00 8.99873272e+00 8.23243182e+00 3.43725695e+00 3.64018079e+00 1.88850892e+00 3.86235651e+00 2.49740514e-01 7.53138645e+00
1.00000000e+00 1.00000000e+00 9.06482170e+00 9.60086348e+00 5.54686096e+00 3.22803793e+00 5.72923277e+00 1.12686570e+00 9.32177612e+00 6.01561093e-01 3.20467702e+00
1.00000000e+00 1.00000000e+00 3.86203127e+00 8.75914856e+00 9.70413954e+00 1.56273666e+00 7.28049507e+00 4.29294065e-01 1.50601865e+00 2.20045582e-01 1.07510820e+01
1.00000000e+00 1.00000000e+00 1.99046732e+00 8.28564467e+00 4.75984881e+00 5.13046465e+00 9.10237700e+00 1.12728019e+00 5.37070869e+00 2.52684491e-01 2.73438720e+00
1.00000000e+00 1.00000000e+00 3.05141646e+00 6.89717783e+00 9.85699287e+00 7.59460127e+00 8.12972075e+00 1.86835477e+00 9.21520720e+00 3.51850927e-01 1.40869658e+01
1.00000000e+00 1.00000000e+00 4.84397010e+00 5.95771634e+00 7.01127999e+00 6.46058552e+00 7.08724961e+00 1.82315733e+00 6.49326707e+00 3.37397267e-01 8.25115603e+00
1.00000000e+00 1.00000000e+00 8.36213289e+00 1.78288084e+00 6.71204146e+00 7.05584502e+00 7.11669864e+00 1.98289836e+00 5.91766367e+00 9.40825161e-01 2.52689353e+01
1.00000000e+00 1.00000000e+00 8.74657525e+00 4.67607892e+00 2.49359406e+00 1.73034261e+00 9.51332180e+00 3.63772538e-01 3.24769761e+00 8.02770950e-01 1.32974901e+00
1.00000000e+00 1.00000000e+00 1.06256917e+00 4.35419665e+00 8.93734982e+00 9.56341639e+00 3.66241688e+00 5.22246195e+00 4.08947940e+00 1.96416024e-01 1.83446519e+01
1.00000000e+00 1.00000000e+00 5.59672572e+00 3.33778405e+00 4.84740719e+00 8.54642650e+00 1.01000885e+00 1.69234686e+01 8.66843574e+00 6.07754149e-01 7.03980728e+00
1.00000000e+00 1.00000000e+00 4.75669903e+00 7.51078102e+00 2.46010065e+00 8.24581287e+00 3.44759103e+00 4.78352147e+00 6.03296319e+00 1.94823839e-01 8.05787734e-01
1.00000000e+00 1.00000000e+00 2.99897029e+00 5.46288162e+00 1.11346768e+00 8.40685425e+00 2.96102242e+00 5.67834556e+00 5.63267974e+00 2.45295594e-01 2.26951701e-01
1.00000000e+00 1.00000000e+00 2.07878831e+00 1.72941594e+00 6.03780115e+00 9.39439457e+00 6.95651127e+00 2.70089251e+00 1.89621742e+00 2.33426347e-01 2.10793956e+01
1.00000000e+00 1.00000000e+00 4.03853654e+00 2.98164882e+00 5.74659660e+00 5.89828570e+00 6.70340440e+00 1.75978812e+00 1.14425341e+00 1.30127748e-01 1.10755406e+01
1.00000000e+00 1.00000000e+00 9.48618734e+00 7.14932887e+00 7.47418260e+00 2.80253816e+00 6.34115244e+00 8.83920765e-01 9.67316670e+00 9.65565762e-01 7.81379715e+00
1.00000000e+00 1.00000000e+00 3.90882639e+00 1.68517774e+00 9.01232248e+00 6.55105247e+00 1.14619099e+00 1.14309963e+01 4.39287551e+00 7.95833288e-01 4.81978575e+01
1.00000000e+00 1.00000000e+00 5.66911560e+00 8.66086223e+00 1.71465926e+00 7.68593344e+00 7.55900249e+00 2.03358405e+00 6.42891756e+00 1.93156845e-01 3.39464629e-01
1.00000000e+00 1.00000000e+00 7.32717063e+00 5.45631874e+00 7.58346841e+00 7.64125654e+00 3.91177371e+00 3.90679886e+00 1.71743566e+00 8.23845850e-02 1.05398889e+01
1.00000000e+00 1.00000000e+00 4.27266642e+00 5.32527920e+00 2.68670750e+00 5.69304122e+00 6.98550390e+00 1.62995864e+00 7.14802857e+00 4.71551972e-01 1.35549647e+00
1.00000000e+00 1.00000000e+00 9.74603874e+00 6.33167006e+00 8.72359348e+00 1.61612847e+00 6.00920586e+00 5.37884211e-01 9.39310038e+00 1.83588216e+00 1.20191170e+01
