G	c	dx1dt	d2x1dt2	dx2dt	m1	d1	W	Fg	Fc	d2
1.000000000000000000e+00	1.000000000000000000e+00	1.436502355314479784e+00	8.484433042844178985e+00	6.871065128628824681e+00	6.769682540692978812e+00	4.244776575180829070e+00	3.162213019880117937e+00	2.136653767018333649e+00	7.795324186497883112e-02	5.623929645741458039e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.448424470291802102e+00	1.212853776362988745e+00	2.859563392239313995e+00	2.777572434678139413e+00	7.080978110942862891e+00	7.597735770574810532e-01	3.810209164027174911e+00	2.009893466246272187e+00	5.676876876087962209e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.521310431055221457e+00	6.339306046993664623e+00	6.068340241772627763e+00	4.742759321531950789e+00	3.517097166235003236e+00	2.744609400523155163e+00	5.813365891387471507e+00	3.839678197134001048e-01	5.687084015966682671e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.587624213611082302e+00	3.170035733661772603e+00	5.258744297510692611e+00	7.754120069657159497e+00	1.780573422308113551e+00	8.990051997795346139e+00	6.077321099955096173e+00	5.153673740695625671e-01	8.649250797614453035e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.478118476593019537e+00	2.109551251095068025e+00	9.772018949140019117e+00	1.922805092706802776e+00	9.893939658204942589e+00	3.686034371431174406e-01	6.468077423426342953e+00	3.211668920434281649e+00	4.566728206926859457e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.649182951827773636e+00	1.701857801333103826e+00	6.475869389270172860e+00	3.444872545865036884e+00	2.425908184874017159e+00	2.896370575474832787e+00	2.534641092842607968e+00	8.420294576037246070e-01	2.475241893704844998e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.178969447268887194e+00	7.377040224099649102e+00	4.096536051455012206e+00	3.456293365322150812e+00	9.899226362030823623e+00	7.316148056584503845e-01	4.540795816855978551e+00	3.494998712895915349e-01	2.315744250613455346e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.691569558446711863e+00	3.928921932020773777e+00	2.021988637647971654e+00	4.854713953562329820e+00	9.722959019839011674e+00	9.687470817548912150e-01	6.607344481908771883e+00	6.554197338529780259e-01	9.612353482726194720e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.884131538939635364e+00	7.477543912866057241e+00	2.349970569695467582e+00	9.869076866323286623e+00	8.166054472315293467e+00	2.419811132148122379e+00	9.736793698991203172e+00	2.592683424653063340e-01	7.283115230094104886e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.174343641147905792e+00	1.565889181642639016e+00	2.958373628329195704e+00	1.559562440025871632e+00	7.035938634977831896e+00	4.648072315171875579e-01	7.484266755577382746e+00	5.923136057676229527e+00	5.930843613485399679e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.854245001175486074e+00	3.885364455943835171e+00	3.246683984671156598e+00	5.573262644182219283e+00	6.202029710236812932e+00	1.828334122044314558e+00	9.271563645669264275e+00	8.695776602272254907e-01	2.753049731444541237e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.090917788674637734e+00	5.904135757290262632e+00	8.611161309367950878e+00	2.507795926248935992e+00	8.708079609954953781e+00	5.800330792699835980e-01	7.781129439404836923e+00	1.038179347399679209e+00	1.272155708962267262e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.487085677362109060e+00	8.068331178004417126e+00	6.083361513506673646e+00	9.656491713063481086e+00	3.606604408746250545e+00	5.385323370955682698e+00	6.313654028724132061e+00	1.507343050265151363e-01	4.513483529008309070e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.300679378728513358e+00	3.924290283219419084e+00	5.782646455939190133e+00	2.093436714541545562e+00	5.143020638828236457e+00	7.453693107791096173e-01	2.779016058815047874e+00	6.882582127867952204e-01	8.592329533860763036e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.149581020210854732e+00	6.610585361345379773e+00	1.965173841726933546e+00	4.633286344074489804e+00	6.621549862048484947e+00	1.422670349196098583e+00	6.999969467463218464e+00	4.472185963702000611e-01	5.762754967028066444e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.306712395334814314e+00	9.041205129460808010e+00	8.835804905966952560e+00	7.668099354907769616e+00	4.729303402660930189e+00	3.232337434113589758e+00	6.666469781463433719e+00	1.937623519569217634e-01	8.404858822758075831e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.933432776378451123e+00	6.485321168398919589e+00	7.498230589836640370e+00	7.370031944804360968e+00	4.838068708426053632e+00	3.055879922757407385e+00	6.440742434008357442e+00	2.475621607740380037e-01	8.562886082681748334e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.770937854771499786e+00	3.089775253690486778e+00	1.555177976732159406e+00	4.807599176433798860e+00	3.954523664965116758e+00	2.412605505611270296e+00	5.385958439795003549e+00	7.228274908868727033e-01	8.480264910017033531e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.690020056266040349e+00	1.192338258827311037e+00	7.412356458452749486e+00	4.114669317660924364e+00	6.066526058158472345e+00	1.325734636295277546e+00	5.762716714090708514e+00	2.302468655967857103e+00	4.460666413810805864e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.045291727178282670e+00	8.889638484300226295e+00	5.867192299448443116e+00	4.635055547110482621e+00	8.655621457396071250e+00	1.051347363331420537e+00	4.035882816146129315e+00	2.053022962640582150e-01	4.024635852310748163e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.623438762613683473e+00	1.162341566709133245e+00	1.731014895573265377e+00	3.386389676954043804e+00	2.771692160697955654e+00	2.389943425052610149e+00	5.681452276802385626e+00	2.815538104308180856e+00	2.430819711180757015e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.709042787723511481e+00	8.869953572218989279e+00	5.102382934122873692e+00	2.923734849182656248e+00	9.334307162654047474e+00	6.334756612439752521e-01	2.786269958633127874e+00	2.168159572386396672e-01	2.871595132930993888e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.973397357784760331e+00	5.788628917392856899e+00	5.317169157448417671e+00	5.380965135719720571e+00	7.263813218399719496e+00	1.474712102319249540e+00	8.204378103711173154e+00	5.394487287953194654e-01	4.961544100580855599e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.418288724225348574e+00	9.481942868631582755e+00	2.531947453252829217e+00	3.383360168324601958e+00	8.388466319592133402e+00	8.049027593108987189e-01	2.648238730988242029e+00	1.720911697075456770e-01	7.207083012488730844e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.112886065014794923e+00	8.238391674951108357e+00	9.495474754192423816e+00	3.560243248898201429e+00	6.014814980859831017e+00	1.233965653795129791e+00	1.888599843599717776e+00	1.163780418892700064e-01	1.092977798358725217e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.252780168036926156e+00	9.993152190155255354e+00	8.570451434264816371e+00	6.871424168906306917e+00	8.031189469257068225e+00	1.738509692380383553e+00	4.993610127850493186e+00	1.411738924098160930e-01	7.439297176513063548e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.268125556832904621e+00	4.133138501435062118e+00	7.051628659807431809e+00	9.782746435467391422e+00	1.163343867764164319e+00	1.700712933874333643e+01	6.843909389553279432e+00	3.389172087830911728e-01	1.180540022050709936e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.840722187834764156e+00	7.885240314152241581e+00	5.094091993609248803e+00	6.410807881234710237e+00	8.301486565220720593e+00	1.573064254042129795e+00	4.809595232916950458e+00	1.848656921888531257e-01	3.456810531401564912e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.747928467337648506e+00	4.618806410878724122e+00	4.642210861973163460e+00	1.649590869803693183e+00	1.269967589297468002e+00	2.462394744414584835e+00	3.494967243693809067e+00	8.916454325923927060e-01	4.845248148491875462e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.362619259319463927e+00	5.332765798175488570e+00	6.924612758823396774e+00	1.697563305908542874e+00	8.977154614870523019e+00	4.006292246515890110e-01	6.072558194836809697e+00	1.345898593923261943e+00	8.928538875527886276e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.951828097400093220e+00	6.639361782015544833e+00	5.842829099591681619e+00	9.557548969737696964e+00	9.949218931017350442e+00	1.969056655341629991e+00	4.094496072810269283e+00	1.208032004632966228e-01	5.376855120356977658e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.547149706318297291e+00	8.864162346216962973e+00	1.432551937000497988e+00	3.691563209483936348e+00	3.606956109957915935e+00	2.058679677232510663e+00	9.451859250928153600e+00	5.813995366313917668e-01	2.463000372613670108e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.453541531116269159e+00	9.772344024667043882e+00	5.646916080745175037e+00	1.930905591544034516e+00	2.873534628766989840e+00	1.291785120470812842e+00	9.307079017054693537e+00	1.035792612497938192e+00	3.085344673583988673e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.415273058516898885e+00	7.951586733856511380e+00	8.240854280281810773e+00	6.440829230665651828e+00	8.004143051871144721e+00	1.647478456562816884e+00	5.512400544027340921e+00	2.232215107996776415e-01	8.505806293780105776e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.235471073209143178e+00	4.769976598706915816e+00	5.121140742662714018e+00	6.614301182710057070e+00	3.176717792403148444e+00	4.027173397726079074e+00	3.992437792616633896e+00	2.456107684557141402e-01	5.364667172518517546e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.506650439617521986e+00	4.847948631483093962e+00	1.450243584203060543e+00	6.760300134570567110e+00	8.748935141591985598e+00	1.532151735470895115e+00	7.605012064483463341e+00	4.520106878508714510e-01	4.067693345338510014e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.924596566525925034e+00	7.638249639277040259e+00	8.089295796743915190e+00	3.379553403017443447e+00	2.028890365543486674e+00	3.528443763171022596e+00	1.314687263960106600e+00	1.055634240233468274e-01	8.504164847104586755e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.348596573820554756e+00	3.052284545213969746e+00	2.770711506425369564e+00	1.174487755010377832e+00	2.131167503570941424e+00	1.018413441151434284e+00	5.309687634999843198e+00	2.943338178868840860e+00	2.584833850027931756e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.078750965273162166e+00	1.974326100221582836e+00	3.409093429629528327e+00	9.621745482085017898e+00	9.773909355831589707e+00	2.011535381194545558e+00	4.025188112253461625e+00	4.106796117012180281e-01	5.553908765970382078e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.676967104825537458e+00	4.180477006993124967e+00	2.400844877024153501e+00	3.373936169982790556e+00	7.128212314017338791e+00	9.144577940176822350e-01	9.389541879840100691e+00	1.350888402474348826e+00	1.424485752801507576e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.788039146263065149e+00	3.626479787926944809e+00	3.996500022665443019e+00	7.085017012659546864e+00	8.624993393101787476e+00	1.679327070350575823e+00	1.146091763828573473e+00	8.530604931157631521e-02	4.389655940530085232e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.082360062874464290e+00	3.551600538340754731e+00	7.846219234266980536e+00	7.362313176915898261e+00	3.899992223179794770e+00	3.721563646997467778e+00	6.009831741019019624e+00	4.539966971292984654e-01	1.654140285028482538e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.763104783820140131e+00	3.104760640663513094e+00	5.632527416887440630e+00	6.453978742919870726e+00	7.098831985237504583e+00	1.861399286189442170e+00	7.663256315809187313e+00	7.578743267859936461e-01	1.047411707033348627e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.090095075991034612e+00	1.407415262285597324e+00	2.787404421288198098e+00	3.843056829676283481e+00	6.312329606007143212e+00	1.188479176448802965e+00	5.413152509644731936e+00	2.031551142729158599e+00	5.792644326643343611e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.337241402436720961e+00	1.124065808697758184e+00	8.956635515610146925e+00	3.377179294728043235e+00	6.372928871885686242e+00	1.034380426579353696e+00	1.750928425591194992e+00	8.904246536348928709e-01	6.813473473497967348e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.318250671121389495e+00	9.893653182416603187e+00	8.861524811966321025e+00	6.496208303501927794e+00	7.136604574532201539e+00	1.831540682342915005e+00	9.767644262847694492e+00	3.103956520931930863e-01	8.114851280089903085e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.511160150127989432e+00	4.815075182408764753e+00	8.801707961203375064e+00	8.866173871851366073e+00	6.123164082282634091e+00	2.877944033495158926e+00	5.611824390424573927e+00	2.504990418621381720e-01	1.614858262195645366e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.027254976278452858e+00	4.418352541440860648e+00	3.198160008945673649e+00	9.573887221921577151e+00	4.862143779122670928e+00	3.922595077769526206e+00	6.584701829957379182e+00	3.122171435802831296e-01	2.063752979134820809e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.718140191473503720e+00	7.094104507637695178e+00	5.063072389854978539e+00	1.877883097830510772e+00	3.502608591095528023e+00	1.122383435392717788e+00	3.145431137950298606e+00	4.653289976920995108e-01	3.678806751757095039e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.331384336093432097e+00	2.924748087581369393e+00	9.765674899090562633e+00	2.404577301512693666e+00	7.963697738623164213e+00	6.168831208053405790e-01	5.460247013180172360e+00	1.490156681751001688e+00	3.276063446654882938e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.045822845838404902e+00	9.587681411404407328e+00	8.044578808072246900e+00	9.568078715996232830e+00	3.097889356347262702e+00	6.264463656921288148e+00	4.993591235097325054e+00	9.842501397346289926e-02	6.580355224235582057e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.783513929515647689e+00	8.036218612430042540e+00	1.215241442802266869e+00	7.660924081962183330e+00	7.209088504132190600e+00	2.087869580699271310e+00	1.715939662153988188e+00	3.419359952452295792e-02	2.091520570470715712e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.595221906898449227e+00	1.754468730057460402e+00	1.564602465919638474e+00	8.892696491949063642e+00	3.127198253514962278e+00	5.760733559820872429e+00	1.959197116013926543e+00	2.416795175519095562e-01	1.449862905763306120e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.962544444141054445e+00	4.856579605222774099e+00	5.189505905094816463e+00	2.788501694378872298e+00	6.654799025525462319e+00	9.067622188262464134e-01	8.485349874139529902e+00	1.277827180047934386e+00	5.670557795531415479e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.515635009992914339e+00	8.965512233176426093e+00	9.217496412556577923e+00	6.263807840146390582e+00	7.741560514667140680e+00	1.702864235875228616e+00	3.208015776399219199e+00	1.134617680621864411e-01	9.457499371819862333e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.803387791107446514e+00	9.399029312505181366e+00	5.956601525202653846e+00	7.277589994533133932e+00	2.942309095668970365e+00	4.968945531103359237e+00	2.766161030534175946e+00	8.915125578873592249e-02	3.559805112752326028e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.883933435671261591e+00	5.164068348935888508e+00	5.388649391546626255e+00	7.203765507869699825e+00	1.483491391846437191e+00	9.264469992641052087e+00	5.573720621905014383e+00	3.049426613468213532e-01	5.806752662619001804e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.590373086277360848e+00	6.534191092744453755e+00	1.994869502822360641e+00	4.569373566737983339e+00	2.206107471370083228e+00	4.280499931778018130e+00	8.013623436657789867e+00	5.317462788730311640e-01	5.716872321954783454e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.747218718348647393e+00	2.521316508627176933e+00	6.952047346176566833e+00	1.174061395546237341e+00	6.361000795459656132e+00	3.305514657288058378e-01	1.512289321102633810e+00	1.101142675142664284e+00	1.924762901519071079e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.000484921083478085e+00	9.837599200489032469e+00	8.391354681593265141e+00	6.176377276621983547e+00	8.630428585644018824e+00	1.424639179156396374e+00	6.140562285848083945e+00	1.969759045419489651e-01	7.165277660752662037e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.340597538151182988e+00	3.149498112790563464e+00	4.467250580054313858e+00	3.225877698158871709e+00	1.265876438939962156e+00	4.650727104259061662e+00	2.059923236502373634e+00	4.104379918511409375e-01	6.257534281000052268e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.074306798017794939e+00	9.530494489696975435e+00	8.032094015635747652e+00	4.943493807711628385e+00	7.534568186223776110e+00	1.388285426004151502e+00	1.373202036543856641e+00	4.929066604212076902e-02	6.670510024734106480e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.460159493528915498e+00	6.873628778335184819e+00	9.603982720669911544e+00	9.588506762326924004e+00	4.024090781332271938e+00	4.774633918631086438e+00	1.505136587793261205e+00	4.315560816209731976e-02	1.369083964919085616e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.958099470948612364e+00	6.545108068995046935e+00	2.930514139130534712e+00	4.673099436035995424e+00	5.366493326230362904e+00	1.751190161002897705e+00	8.458337882402739538e+00	5.732515837991580820e-01	1.362235251964705407e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.122212932974623101e+00	5.639358196712417559e+00	5.623897260122909358e+00	8.572550390473981707e+00	9.397216835606419849e+00	1.801926563335102927e+00	2.103258206973868116e+00	8.522102560006260263e-02	5.938661105351178193e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.001117727143189029e+00	3.100983562961664664e+00	3.521553411130101008e+00	2.631993640453501371e+00	3.957571006353855836e+00	1.377495503339103644e+00	1.340461577735998500e+00	3.485521698964084147e-01	4.139563832689339584e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.427561456171027032e+00	2.675408413921950945e+00	8.121234766900947477e+00	7.107206502290547512e+00	5.227760802761737935e+00	2.711962093692625420e+00	4.895138960437208198e+00	5.389700799654333352e-01	2.548122242284384953e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.717024451718258682e+00	3.045638440386506218e+00	6.304628797393845296e+00	9.859717712471214313e+00	1.171490090391371197e+00	1.737862026315053754e+01	8.589607053290963634e+00	5.816447263019876024e-01	1.277475707976141095e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.776519983866307051e+00	2.631129989442589689e+00	6.694220903071544271e+00	1.922670336640234900e+00	1.725637149410418347e+00	2.218631900993899730e+00	3.331313153441276320e+00	1.303495586886589397e+00	1.684264292832889609e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.255774928925511125e+00	8.051485893968656882e+00	8.179464161869830718e+00	1.185028090987326088e+00	3.251917963702639192e+00	6.226010823183434351e-01	4.844232856877311200e+00	1.117707492245053835e+00	8.563935915420419320e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.985877472839298274e+00	4.114173074098602889e+00	4.642808640214616922e+00	4.946719480463219298e+00	1.239345294786546203e+00	7.816842692702640427e+00	1.375014030211755278e+00	1.236715502579393555e-01	5.067510663798670656e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.284128345228793711e+00	1.548630992872280565e+00	9.219228098671210958e+00	1.870583893101305017e+00	6.677045781689172621e+00	5.418085015300687646e-01	5.138568501323430127e+00	3.615053250141117225e+00	5.594869555727153454e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.783288655765337793e+00	9.748438421704225476e+00	5.732190641151695409e+00	7.691969244457292021e+00	4.770454061401886214e+00	3.184161947915070900e+00	6.184956694927756793e+00	1.742334613346279426e-01	3.389403609779985338e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.763835324828711748e+00	8.877108518706570806e+00	2.398555156315592019e+00	9.264901405468126683e+00	5.953299667590931321e+00	3.110610185612799672e+00	6.131459249538010248e+00	1.505948543473253909e-01	5.968606890469361215e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.665620048902727746e+00	9.342992088872529521e+00	7.338782408332717111e+00	4.917924475755986791e+00	2.587065875930575132e+00	3.813039657468674459e+00	4.058244003495188323e+00	1.735160025520030569e-01	5.565637789429853655e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.216904561183138611e+00	9.968927061350228769e+00	8.143265068197658607e+00	3.356545075508035492e+00	3.687629504009830583e+00	1.764778813138718094e+00	3.834810550717108857e+00	2.315374259588732497e-01	6.619316773982485635e+00
