G c dx1dt d2x1dt2 dx2dt m2 p m1 Fc Fg d1 d2 W
1.00000000e+00 1.00000000e+00 1.18526045e+00 2.99088498e+00 1.30252240e+00 5.93972799e+00 7.04012466e+00 1.31205434e+00 1.17726108e+01 0.00000000e+00 8.90959198e+00 2.48949797e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 9.72918867e+00 9.88901207e+00 1.56387883e+00 3.58869456e+00 3.49150865e+01 4.52719507e+00 1.34308460e+02 0.00000000e+00 5.38304184e+00 7.35943716e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 8.49198377e+00 9.49653406e+00 9.15793708e+00 3.76098940e+00 3.19382609e+01 7.27447323e+00 2.07246848e+02 0.00000000e+00 5.64148409e+00 5.81812991e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 2.91105200e+00 1.35484130e+00 2.25320834e+00 4.17662653e+00 1.21583770e+01 2.74091809e+00 1.11405271e+01 0.00000000e+00 6.26493980e+00 6.71791012e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 2.63642470e+00 7.35017655e+00 5.79178614e+00 6.59163204e+00 1.73783416e+01 6.77354033e+00 1.49360152e+02 0.00000000e+00 9.88744806e+00 2.76838270e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 2.65064059e+00 9.32723486e+00 4.69986042e+00 4.00644969e+00 1.06196582e+01 3.33845324e+00 9.34156123e+01 0.00000000e+00 6.00967454e+00 2.90571276e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 3.73818019e+00 2.62517811e+00 4.12608994e+00 7.59429146e+00 2.83888298e+01 8.97477498e+00 7.06811483e+01 0.00000000e+00 1.13914372e+01 1.37347593e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 5.72280788e+00 6.11150707e+00 9.09850011e+00 4.64074647e+00 2.65581005e+01 9.06120950e+00 1.66132938e+02 0.00000000e+00 6.96111971e+00 3.89860782e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 4.88750517e+00 9.23939468e+00 1.19641057e+00 1.61517880e+00 7.89419475e+00 3.67558484e+00 1.01880537e+02 0.00000000e+00 2.42276820e+00 6.03770195e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 3.62106226e+00 1.30551381e+00 6.97410718e+00 8.05383858e+00 2.91634510e+01 3.06994379e+00 1.20235620e+01 0.00000000e+00 1.20807579e+01 8.72141423e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 6.50667605e+00 7.27678241e+00 9.67054991e+00 3.57182492e+00 2.32407077e+01 4.70173575e+00 1.02640524e+02 0.00000000e+00 5.35773738e+00 7.00234703e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 2.25544475e+00 3.67614107e+00 6.04151365e+00 4.89490192e+00 1.10401808e+01 3.16478427e+00 3.49025802e+01 0.00000000e+00 7.34235287e+00 4.91856691e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 3.62930184e+00 9.31956576e+00 9.43140216e+00 7.16899495e+00 2.60184465e+01 7.05145459e+00 1.97149484e+02 0.00000000e+00 1.07534924e+01 9.57808103e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 4.29725659e+00 9.73952421e+00 1.47032091e+00 3.99210541e+00 1.71551013e+01 8.43458216e+00 2.46446451e+02 0.00000000e+00 5.98815812e+00 7.47320681e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 5.10462986e+00 9.49839840e+00 4.76913987e+00 1.50927091e+00 7.70426933e+00 7.05782918e+00 2.01114220e+02 0.00000000e+00 2.26390636e+00 9.37148683e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 8.06658365e+00 5.26792795e+00 3.34142012e+00 4.36528942e+00 3.52129723e+01 8.41915403e+00 1.33054490e+02 0.00000000e+00 6.54793413e+00 5.74829176e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 2.79706404e+00 8.75838386e+00 7.57738868e+00 9.50003724e+00 2.65722125e+01 4.57292946e+00 1.20154415e+02 0.00000000e+00 1.42500559e+01 3.33013847e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 5.62810995e+00 8.60094459e+00 9.83167381e+00 6.77560958e+00 3.81338756e+01 2.40685274e+00 6.21036210e+01 0.00000000e+00 1.01634144e+01 1.47544018e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 6.33173112e+00 3.87190426e+00 3.30877056e+00 7.04331234e+00 4.45963599e+01 7.64155853e+00 8.87621490e+01 0.00000000e+00 1.05649685e+01 7.53476366e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 1.41805371e+00 8.46023927e+00 6.88757141e+00 6.69053938e+00 9.48754422e+00 4.24427055e+00 1.07722633e+02 0.00000000e+00 1.00358091e+01 2.09172698e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 6.46790367e+00 1.33306871e+00 2.78287869e+00 2.79092925e+00 1.80514615e+01 7.04143743e+00 2.81601598e+01 0.00000000e+00 4.18639388e+00 3.72497615e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 2.53471711e+00 6.36642891e+00 6.08797229e+00 4.76500478e+00 1.20779392e+01 3.43579548e+00 6.56212429e+01 0.00000000e+00 7.14750717e+00 5.79223817e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 1.58546434e+00 3.07007954e+00 5.17539238e+00 7.75845819e+00 1.23007588e+01 1.73106671e+00 1.59435375e+01 0.00000000e+00 1.16376873e+01 6.07974929e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 9.53996984e+00 2.08510197e+00 9.74804797e+00 1.91235608e+00 1.82438193e+01 9.93323616e+00 6.21354309e+01 0.00000000e+00 2.86853412e+00 6.40524877e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 9.69068830e+00 1.69257881e+00 6.47674545e+00 3.50067498e+00 3.39239501e+01 2.40581357e+00 1.22160872e+01 0.00000000e+00 5.25101248e+00 2.49629797e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 8.27557613e+00 7.26659898e+00 4.14555735e+00 3.48687198e+00 2.88558745e+01 9.89578895e+00 2.15726190e+02 0.00000000e+00 5.23030796e+00 4.41763664e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 3.74152392e+00 4.05887467e+00 2.02686206e+00 4.88817035e+00 1.82892063e+01 9.79551939e+00 1.19276357e+02 0.00000000e+00 7.33225552e+00 6.55474804e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 2.36122146e+00 9.82331867e+00 1.84584974e+01 8.14436294e+00 1.83807707e+02 0.00000000e+00 1.47349780e+01 9.72836978e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 1.60752292e+00 1.15068054e+01 6.93480666e+00 3.30417268e+01 0.00000000e+00 2.41128438e+00 7.54868024e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 5.66830895e+00 2.81225918e+01 6.20026345e+00 7.13826356e+01 0.00000000e+00 8.50246342e+00 9.30343381e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 2.61428214e+00 5.48566354e+00 8.79491391e+00 1.54493787e+02 0.00000000e+00 3.92142321e+00 7.85990852e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 9.73608891e+00 5.31258667e+01 3.60495569e+00 8.77789604e+01 0.00000000e+00 1.46041334e+01 6.32545272e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 2.01973154e+00 2.64483177e+00 5.20913091e+00 6.04588277e+01 0.00000000e+00 3.02959731e+00 2.72821032e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 4.63240902e+00 4.25435053e+01 6.57450972e+00 1.30826611e+02 0.00000000e+00 6.94861353e+00 7.00017087e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 7.64096486e+00 2.54369236e+01 4.70071428e+00 1.26549806e+02 0.00000000e+00 1.14614473e+01 6.61041609e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 7.34098985e+00 5.11131141e+01 4.84737809e+00 9.51458208e+01 0.00000000e+00 1.10114848e+01 6.42222253e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 4.80455773e+00 1.82832625e+01 3.97256201e+00 3.69047269e+01 0.00000000e+00 7.20683660e+00 5.40807281e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 4.11871751e+00 2.33968369e+01 6.07808635e+00 2.22386306e+01 0.00000000e+00 6.17807627e+00 5.75790944e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 4.57851141e+00 2.71065847e+01 8.65517075e+00 2.29298579e+02 0.00000000e+00 6.86776711e+00 4.00998274e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 3.37848637e+00 8.99924069e+00 2.81375540e+00 1.00571330e+01 0.00000000e+00 5.06772955e+00 5.67381423e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 2.84799645e+00 2.77003586e+01 9.40989735e+00 2.50462722e+02 0.00000000e+00 4.27199467e+00 2.77800315e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 5.34735728e+00 4.26515666e+01 7.20178888e+00 1.24456293e+02 0.00000000e+00 8.02103592e+00 8.24656958e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 3.41680380e+00 3.23075558e+01 8.40945891e+00 2.38448760e+02 0.00000000e+00 5.12520571e+00 2.67199259e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 3.58715498e+00 3.24761145e+01 6.00571623e+00 1.47543316e+02 0.00000000e+00 5.38073248e+00 1.76469661e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 6.91080457e+00 4.40985337e+01 8.01565031e+00 2.40022404e+02 0.00000000e+00 1.03662069e+01 4.92621424e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 9.71683599e+00 9.03361427e+01 1.14580358e+00 1.42872757e+01 0.00000000e+00 1.45752540e+01 6.92476696e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 6.43273481e+00 1.15559740e+01 8.36542382e+00 1.98378362e+02 0.00000000e+00 9.64910221e+00 4.93945142e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.69281520e+00 4.67868013e+00 1.36124973e+00 1.88562146e+01 0.00000000e+00 2.53922281e+00 3.49078719e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.68025252e+00 2.36419192e+00 9.00922039e+00 1.43756902e+02 0.00000000e+00 2.52037879e+00 6.02354066e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 3.75624553e+01 9.92766473e+00 1.97983918e+02 0.00000000e+00 1.43442135e+01 4.12302102e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 1.65332772e+01 3.64660716e+00 9.69606664e+01 0.00000000e+00 5.51342567e+00 9.39580921e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 6.29430945e+00 2.89286701e+00 8.55428112e+01 0.00000000e+00 2.74290431e+00 9.30380626e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 5.40625471e+01 7.88827027e+00 1.87294216e+02 0.00000000e+00 9.58710193e+00 5.52134638e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 2.78452098e+01 3.27723707e+00 4.67979724e+01 0.00000000e+00 9.91925851e+00 3.95095595e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 2.41221320e+01 8.79006145e+00 1.26371541e+02 0.00000000e+00 1.02548151e+01 7.63419173e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 2.00454437e+01 1.92558333e+00 4.41242070e+01 0.00000000e+00 5.10992738e+00 1.33041649e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 2.57680056e+00 2.13359677e+00 2.01560523e+01 0.00000000e+00 1.70399424e+00 5.27292105e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 7.96096368e+01 9.81236400e+00 5.87054217e+01 0.00000000e+00 1.45277075e+01 4.02691055e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 5.44403649e+00 7.06455008e+00 8.88352921e+01 0.00000000e+00 4.88705612e+00 9.28482297e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 7.00063015e+01 8.62198502e+00 9.27333527e+01 0.00000000e+00 1.06263549e+01 1.10802725e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 5.85108606e+01 3.91896440e+00 4.31098595e+01 0.00000000e+00 1.10395032e+01 5.97533388e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 1.80971691e+01 7.08835375e+00 6.59742094e+01 0.00000000e+00 9.73510013e+00 7.66597223e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 4.00582642e+00 6.34817645e+00 2.62593342e+01 0.00000000e+00 5.72424982e+00 5.36516189e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 2.86855707e+01 6.42835108e+00 2.23873513e+01 0.00000000e+00 5.15979943e+00 1.76862727e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 4.69604940e+01 7.14279214e+00 2.11915961e+02 0.00000000e+00 9.56852182e+00 9.75215251e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 6.64985091e+01 6.17823256e+00 8.98925090e+01 0.00000000e+00 1.31922911e+01 5.66209388e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 7.56072364e+01 4.86156132e+00 6.50322282e+01 0.00000000e+00 1.42809053e+01 6.52767620e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 3.25473654e+00 3.48330425e+00 7.43702060e+01 0.00000000e+00 2.92972836e+00 3.12948804e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 1.01152099e+01 7.91723198e+00 7.04067958e+01 0.00000000e+00 3.59018627e+00 5.35148277e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 1.94121697e+01 3.03645187e+00 8.69911638e+01 0.00000000e+00 1.42539395e+01 4.86234543e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 6.68889403e+01 7.23118876e+00 1.75221215e+02 0.00000000e+00 1.14432256e+01 1.67406258e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 5.91364677e+01 3.09999540e+00 1.67836760e+01 0.00000000e+00 1.34204166e+01 1.95544318e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 1.12328857e+01 6.62797153e+00 9.46121789e+01 0.00000000e+00 4.23554056e+00 8.53725268e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 9.88532307e+00 7.72370440e+00 2.06502462e+02 0.00000000e+00 9.43240926e+00 3.15837957e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 2.77705008e+01 2.96842500e+00 8.46231611e+01 0.00000000e+00 1.09653845e+01 2.75462444e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 2.79617013e+01 1.53948971e+00 2.40465842e+01 0.00000000e+00 1.06815105e+01 5.54420306e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 3.53608104e+01 2.17876369e+00 4.26212095e+01 0.00000000e+00 7.01004783e+00 7.91872418e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 7.67159665e+00 6.45397271e+00 4.84687964e+01 0.00000000e+00 1.70783104e+00 1.55751867e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 5.61227827e+01 8.64501766e+00 2.57289150e+02 0.00000000e+00 9.36950177e+00 6.19127128e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 1.72088325e+01 1.40497139e+00 1.30032012e+01 0.00000000e+00 4.91687078e+00 2.07289399e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 1.04903096e+01 7.60736133e+00 2.16458018e+02 0.00000000e+00 7.57843232e+00 1.32814946e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 7.13595953e+01 4.07186781e+00 8.36380360e+01 0.00000000e+00 1.44273437e+01 1.47469557e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 3.60283717e+01 5.30675533e+00 1.02998249e+02 0.00000000e+00 6.88697679e+00 8.50747697e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 5.17899901e+01 9.35973595e+00 1.57642193e+02 0.00000000e+00 1.28373217e+01 2.06175235e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 2.14096182e+01 3.98774354e+00 3.67992360e+01 0.00000000e+00 4.04529818e+00 1.40636228e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 3.83930055e+01 5.18803241e+00 4.02915923e+01 0.00000000e+00 1.05782167e+01 4.94109898e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 5.58654604e+01 1.12314173e+00 1.00556313e+01 0.00000000e+00 1.46895939e+01 8.59594125e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 9.29354896e+00 1.73438848e+00 1.39337875e+01 0.00000000e+00 2.87555686e+00 3.36167539e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 1.32078196e+00 3.32732432e+00 8.00180932e+01 0.00000000e+00 1.61231922e+00 4.79541356e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 9.66243714e+00 1.25067017e+00 1.55750733e+01 0.00000000e+00 7.35336770e+00 1.35930279e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 2.35229464e+00 6.68237793e+00 3.04833527e+01 0.00000000e+00 2.75044402e+00 5.04170663e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 5.20417998e+01 4.83758521e+00 1.41091903e+02 0.00000000e+00 1.16031887e+01 6.19851773e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 3.53471430e+01 5.93330682e+00 1.59381787e+02 0.00000000e+00 1.38464070e+01 6.13816348e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 2.73624830e+01 2.57182467e+00 7.21379118e+01 0.00000000e+00 7.35928313e+00 3.99184023e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 3.05151421e+01 3.66338826e+00 1.09397973e+02 0.00000000e+00 4.99260717e+00 3.83979863e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 1.59250230e+01 6.97442027e+00 5.36693617e+01 0.00000000e+00 7.36444481e+00 1.95961257e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 3.52526177e+01 9.68772451e+00 1.32707629e+02 0.00000000e+00 1.12665455e+01 4.30118489e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 8.43555915e+00 1.45375096e+00 3.41230806e+01 0.00000000e+00 1.62223118e+00 1.89545202e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 1.92884147e+01 9.01345889e+00 1.96426314e+02 0.00000000e+00 9.45762886e+00 7.89936350e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.51962516e+00 1.10365466e+01 6.19193081e+00 4.43044382e+01 0.00000000e+00 9.77943775e+00 9.69646868e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 6.73919422e+00 2.43134161e+01 6.07527610e+00 1.52048938e+02 0.00000000e+00 1.01087913e+01 9.73067011e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 3.17819872e+00 7.78973832e+00 5.50250682e+00 4.98521364e+01 0.00000000e+00 4.76729808e+00 8.78563989e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 7.42647451e+00 6.95658578e+01 1.62454677e+00 1.46908993e+01 0.00000000e+00 1.11397118e+01 6.40712934e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 1.82252338e+00 1.50778879e+01 1.80889167e+00 3.16525461e+01 0.00000000e+00 2.73378507e+00 7.30779128e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 2.79343303e+00 1.87177718e+01 6.40820805e+00 1.21816051e+02 0.00000000e+00 4.19014954e+00 3.56685222e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 8.89723042e+00 7.86795015e+01 4.06862714e+00 7.59300527e+01 0.00000000e+00 1.33458456e+01 6.67693378e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 7.64850836e+00 6.29705417e+01 9.25541260e+00 5.06284453e+01 0.00000000e+00 1.14727625e+01 5.10084594e+00 0.00000000e+00
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 6.53768223e+00 1.12370999e+00 3.01056573e+00 4.65931484e+00 1.24363838e+02 0.00000000e+00 1.68556498e+00 5.33815606e+00 0.00000000e+00
