G	c	dx1dt	d2x1dt2	dx2dt	m2	p	m1	Fc	Fg	d1	d2	W
1.000000000000000000e+00	1.000000000000000000e+00	1.727396584781347944e+00	7.008138228945172798e+00	5.195613615220296744e+00	1.827552250709143955e+00	3.171448277742198840e+00	3.334598624029009084e+00	7.195344260526378832e+01	0.000000000000000000e+00	2.878347100028926242e+00	3.045921658472149129e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.639264579045809356e+00	2.616761747860019138e+00	9.290985065440722224e+00	1.976447030318496889e+00	7.086009589052121527e+00	7.736016261262387061e+00	7.418484631630842330e+01	0.000000000000000000e+00	2.412342435086883619e+00	5.623899282993763293e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.649692820695318085e+00	9.712934632857752604e+00	8.525913622368500810e+00	8.871788509632519748e+00	1.884945980478643435e+01	3.047729854380590631e+00	9.007519411894712391e+01	0.000000000000000000e+00	1.411829458572279528e+01	4.608984922686991226e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.528991858615590615e+00	8.411039976888529779e+00	1.610784214676669990e+00	7.557817168963923748e+00	6.944954116981671177e+01	7.225564646956297743e+00	1.692925505591658464e+02	0.000000000000000000e+00	1.126605558945118091e+01	2.008518674374812907e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.336981387215695705e+00	1.645388777318310458e+00	1.765467843856150187e+00	8.866787183967929309e+00	5.935235067702856782e+01	3.136419802427155457e+00	2.371134731486028357e+01	0.000000000000000000e+00	1.398973020565531300e+01	2.452046089676582330e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.830583051837256114e+00	4.899227443369599477e+00	4.908954915820007869e+00	2.757392424627221672e+00	1.138818988089534123e+01	6.675553247713097882e+00	1.005960440709193335e+02	0.000000000000000000e+00	3.990630075782480191e+00	8.864024485098259021e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.290025498050845432e+00	9.351975516045103021e+00	9.164179625840798593e+00	6.356713670779561731e+00	1.133827149156630121e+01	7.814375036833690835e+00	2.006245654823069913e+02	0.000000000000000000e+00	9.324267453243757942e+00	3.339859786300883204e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.418368388676641167e+00	9.596841158587190890e+00	6.066537417182557235e+00	7.072231092204582126e+00	2.829112942084209692e+01	2.707231680269105212e+00	8.554023453409354261e+01	0.000000000000000000e+00	1.093321736627738971e+01	2.631869445269352958e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.343894472368168280e+00	5.096218297068164205e+00	5.170365271765620996e+00	7.605735767082944854e+00	2.681738353930500551e+01	1.342094409792555343e+00	2.298851413627774321e+01	0.000000000000000000e+00	1.044183870647275647e+01	5.621458027051006390e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.382939219093968219e+00	6.810224017631799853e+00	1.899437509203013352e+00	4.664353571720917913e+00	3.539523159370637728e+01	2.168720046612684360e+00	4.911536902748660083e+01	0.000000000000000000e+00	7.302285419854115389e+00	7.549478275905189939e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.134337049937763631e+00	2.298147181412097950e+00	7.162362059086491151e+00	1.486750583049952779e+00	6.019876170036460472e+00	6.448160012979297306e+00	4.200987293427184710e+01	0.000000000000000000e+00	8.989135918147251880e-01	1.343252968981570650e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.887244592437193447e+00	9.559415421571815230e+00	7.986296810714319960e+00	5.791638246071707741e+00	5.638993463216108637e+01	8.350357560314099814e+00	2.737839216538920368e+02	0.000000000000000000e+00	9.830955500384778389e+00	5.996291473206220246e+00	0.000000000000000000e+00
