G c dx1dt d2x1dt2 dx2dt d2x2dt2 Fg m1 Fc d1 d2 W
1.00000000e+00 1.00000000e+00 3.62106226e+00 1.30551381e+00 6.97410718e+00 8.05383858e+00 3.06994379e+00 3.15800464e-01 8.74304778e+00 8.72141423e+00 1.25379339e+01 6.47354311e+00
1.00000000e+00 1.00000000e+00 6.50667605e+00 7.27678241e+00 9.67054991e+00 3.57182492e+00 4.70173575e+00 6.06918147e-01 2.47588587e+02 7.00234703e+00 7.04418257e+01 5.69332161e-01
1.00000000e+00 1.00000000e+00 2.25544475e+00 3.67614107e+00 6.04151365e+00 4.89490192e+00 3.16478427e+00 8.59981640e-01 3.40796526e+01 4.91856691e+00 1.10993760e+01 4.23424424e+00
1.00000000e+00 1.00000000e+00 3.62930184e+00 9.31956576e+00 9.43140216e+00 7.16899495e+00 7.05145459e+00 8.13052529e-01 2.06179860e+02 9.57808103e+00 1.90867388e+01 2.14722404e+00
1.00000000e+00 1.00000000e+00 4.29725659e+00 9.73952421e+00 1.47032091e+00 3.99210541e+00 8.43458216e+00 1.47499837e+00 1.48940154e+02 7.47320681e+00 6.28140061e+00 2.04698266e+00
1.00000000e+00 1.00000000e+00 5.10462986e+00 9.49839840e+00 4.76913987e+00 1.50927091e+00 7.05782918e+00 2.74827977e+00 6.50401757e+02 9.37148683e+00 6.43261028e+01 4.82597895e-01
1.00000000e+00 1.00000000e+00 8.06658365e+00 5.26792795e+00 3.34142012e+00 4.36528942e+00 8.41915403e+00 7.17277197e-01 1.49854675e+02 5.74829176e+00 2.46697500e+01 4.50911381e-01
1.00000000e+00 1.00000000e+00 2.79706404e+00 8.75838386e+00 7.57738868e+00 9.50003724e+00 4.57292946e+00 5.16283255e-01 7.56836681e+01 3.33013847e+00 8.90762108e+00 2.48001433e+00
1.00000000e+00 1.00000000e+00 5.62810995e+00 8.60094459e+00 9.83167381e+00 6.77560958e+00 2.40685274e+00 1.89347610e-01 7.72718223e+01 1.47544018e+00 3.26474879e+01 5.25238477e-01
1.00000000e+00 1.00000000e+00 6.33173112e+00 3.87190426e+00 3.30877056e+00 7.04331234e+00 7.64155853e+00 5.14048134e-01 5.43970023e+01 7.53476366e+00 1.18882643e+01 1.52464705e+00
1.00000000e+00 1.00000000e+00 1.41805371e+00 8.46023927e+00 6.88757141e+00 6.69053938e+00 4.24427055e+00 1.34205558e+00 8.15405675e+01 2.09172698e+00 5.74336104e+00 2.75482324e+00
1.00000000e+00 1.00000000e+00 6.46790367e+00 1.33306871e+00 2.78287869e+00 2.79092925e+00 7.04143743e+00 1.17022726e+00 4.04727587e+01 3.72497615e+00 2.56844233e+01 3.41446124e-01
1.00000000e+00 1.00000000e+00 2.53471711e+00 6.36642891e+00 6.08797229e+00 4.76500478e+00 3.43579548e+00 8.53406057e-01 6.75292716e+01 5.79223817e+00 1.29229281e+01 3.87787002e+00
1.00000000e+00 1.00000000e+00 1.58546434e+00 3.07007954e+00 5.17539238e+00 7.75845819e+00 1.73106671e+00 4.22185350e-01 8.17628238e+00 6.07974929e+00 4.22147779e+00 2.59176394e+01
1.00000000e+00 1.00000000e+00 9.53996984e+00 2.08510197e+00 9.74804797e+00 1.91235608e+00 9.93323616e+00 1.63341392e+00 3.14475684e+02 6.40524877e+00 1.94382901e+02 8.01312161e-02
1.00000000e+00 1.00000000e+00 9.69068830e+00 1.69257881e+00 6.47674545e+00 3.50067498e+00 2.40581357e+00 2.12753547e-01 2.63399935e+01 2.49629797e+00 7.16922476e+01 2.97952849e-01
1.00000000e+00 1.00000000e+00 8.27557613e+00 7.26659898e+00 4.14555735e+00 3.48687198e+00 9.89578895e+00 1.02881536e+00 3.41649967e+02 4.41763664e+00 3.92886847e+01 2.04368552e-01
1.00000000e+00 1.00000000e+00 3.74152392e+00 4.05887467e+00 2.02686206e+00 4.88817035e+00 9.79551939e+00 1.60677056e+00 6.34040088e+01 6.55474804e+00 6.15548941e+00 2.01868662e+00
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 2.36122146e+00 9.82331867e+00 8.14436294e+00 1.32367702e+00 4.11743097e+01 9.72836978e+00 1.79280959e+00 1.70268175e+01
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 1.60752292e+00 6.93480666e+00 1.80801007e+00 9.05340820e+01 7.54868024e+00 5.37815867e+01 3.32997492e-01
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 5.66830895e+00 6.20026345e+00 6.61418068e-01 4.81851543e+01 9.30343381e+00 1.13965917e+01 2.68820184e+00
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 2.61428214e+00 8.79491391e+00 4.80976304e+00 3.82340375e+02 7.85990852e+00 2.75552919e+01 1.03257426e+00
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 9.73608891e+00 3.60495569e+00 2.03570647e-01 5.27684809e+01 6.32545272e+00 1.35618406e+01 3.20949924e+00
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 2.01973154e+00 5.20913091e+00 5.90865284e+00 1.27025645e+02 2.72821032e+00 1.37373986e+01 1.14216207e+00
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 4.63240902e+00 6.57450972e+00 4.63608464e-01 1.24731098e+02 7.00017087e+00 1.61069907e+01 7.29611200e-01
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 7.64096486e+00 4.70071428e+00 5.54396557e-01 1.14893676e+02 6.61041609e+00 1.52226073e+01 2.79167700e+00
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 7.34098985e+00 4.84737809e+00 2.84508868e-01 9.49314841e+01 6.42222253e+00 2.84682488e+01 1.14427770e+00
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 4.80455773e+00 3.97256201e+00 6.51835855e-01 1.79827702e+01 5.40807281e+00 5.07252817e+00 4.40502338e+00
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 4.11871751e+00 6.07808635e+00 7.79347188e-01 3.67549198e+01 5.75790944e+00 4.06293504e+01 6.05405879e-01
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 4.57851141e+00 8.65517075e+00 9.57904236e-01 2.95548788e+02 4.00998274e+00 3.04223847e+01 3.64283747e-01
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 3.37848637e+00 2.81375540e+00 9.37997604e-01 6.08733746e+00 5.67381423e+00 5.42441606e+00 7.50417825e+00
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 2.84799645e+00 9.40989735e+00 1.01910926e+00 5.85576746e+02 2.77800315e+00 6.98772175e+01 7.78955098e-02
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 5.34735728e+00 7.20178888e+00 5.06555055e-01 1.45082467e+02 8.24656958e+00 3.19822502e+01 7.38907945e-01
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 3.41680380e+00 8.40945891e+00 7.80881627e-01 3.35895269e+02 2.67199259e+00 2.74990855e+01 1.43128318e-01
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 3.58715498e+00 6.00571623e+00 5.54781537e-01 3.84931609e+02 1.76469661e+00 9.59326233e+01 7.46411865e-02
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 6.91080457e+00 8.01565031e+00 5.45300465e-01 2.74154673e+02 4.92621424e+00 3.19311160e+01 5.05925272e-01
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 9.71683599e+00 1.14580358e+00 3.80513339e-02 1.14390661e+01 6.92476696e+00 2.68703954e+01 4.87156413e+00
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 6.43273481e+00 8.36542382e+00 2.17171408e+00 1.24565989e+02 4.93945142e+00 5.69640195e+00 3.14069623e+00
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.69281520e+00 1.36124973e+00 8.72842145e-01 4.52079682e+01 3.49078719e+00 3.05853665e+01 2.32200172e+00
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.68025252e+00 9.00922039e+00 1.14320927e+01 4.31336166e+02 6.02354066e+00 2.18446073e+01 9.50212075e-01
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 9.92766473e+00 7.92892636e-01 1.08664188e+02 4.12302102e+00 9.68831256e+00 1.15583192e+00
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 3.64660716e+00 6.61684998e-01 6.69950479e+01 9.39580921e+00 7.61938254e+00 4.97417050e+00
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 2.89286701e+00 1.37880114e+00 2.28712422e+02 9.30380626e+00 4.21787604e+01 2.09675899e+00
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 7.88827027e+00 4.37730223e-01 2.43945853e+02 5.52134638e+00 4.37015284e+01 3.81193046e-01
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 3.27723707e+00 3.53084472e-01 3.41506787e+01 3.95095595e+00 1.30608114e+01 2.35402316e+00
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 8.79006145e+00 1.09319459e+00 3.98261084e+01 7.63419173e+00 3.00884716e+00 4.68624181e+00
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 1.92558333e+00 2.88182695e-01 9.51458890e+01 1.33041649e+00 5.57387184e+01 3.26716624e-01
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 2.13359677e+00 2.48400687e+00 4.66812088e+01 5.27292105e+00 2.20471169e+01 2.82260179e+00
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 9.81236400e+00 3.69767947e-01 3.00542975e+01 4.02691055e+00 1.12870076e+01 5.85142170e-01
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 7.06455008e+00 3.89300298e+00 6.03105103e+01 9.28482297e+00 4.96383181e+00 6.95133055e+00
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 8.62198502e+00 3.69480382e-01 7.77807247e+01 1.10802725e+00 2.21151469e+01 9.30281372e-02
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 3.91896440e+00 2.00935229e-01 4.60244427e+01 5.97533388e+00 3.37454034e+01 1.07783421e+00
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 7.08835375e+00 1.17504904e+00 4.79041249e+01 7.66597223e+00 9.72847491e+00 3.20488841e+00
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 6.34817645e+00 4.75420734e+00 1.54538933e+01 5.36516189e+00 2.89687647e+00 8.20854318e+00
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 6.42835108e+00 6.72291077e-01 5.67083548e+01 1.76862727e+00 8.61979502e+01 7.81486917e-02
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 7.14279214e+00 4.56306452e-01 2.78990369e+02 9.75215251e+00 4.11518771e+01 8.45238195e-01
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 6.17823256e+00 2.78723507e-01 8.59638667e+01 5.66209388e+00 3.03774020e+01 7.60481549e-01
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 4.86156132e+00 1.92900636e-01 3.24224417e+01 6.52767620e+00 1.05041671e+01 2.03478309e+00
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 3.48330425e+00 3.21067854e+00 1.49626294e+02 3.12948804e+00 1.67471445e+01 1.60784603e+00
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 7.91723198e+00 2.34811695e+00 2.34899452e+02 5.35148277e+00 6.94915892e+01 2.87630813e-01
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 3.03645187e+00 4.69260044e-01 5.47406034e+01 4.86234543e+00 6.82440712e+00 7.47421850e+00
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 7.23118876e+00 3.24322170e-01 8.61844183e+01 1.67406258e+00 5.69593738e+00 3.22087640e-01
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 3.09999540e+00 1.57263133e-01 6.11757616e+00 1.95544318e+00 4.68021797e+00 1.57095037e+00
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 6.62797153e+00 1.77015195e+00 1.60036649e+02 8.53725268e+00 2.90913431e+01 1.14853065e+00
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 7.72370440e+00 2.34399150e+00 2.18249848e+02 3.15837957e+00 9.06470906e+00 1.47673212e+00
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 2.96842500e+00 3.20673908e-01 5.97916073e+01 2.75462444e+00 1.21405972e+01 2.07436644e+00
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 1.53948971e+00 1.65171249e-01 1.67573731e+01 5.54420306e+00 1.20835837e+01 7.89657676e+00
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 2.17876369e+00 1.84845624e-01 3.48536430e+01 7.91872418e+00 1.26188969e+01 3.52436956e+00
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 6.45397271e+00 2.52384464e+00 2.91750559e+02 1.55751867e+00 1.62175779e+02 3.57006240e-02
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 8.64501766e+00 4.62112742e-01 3.54001075e+02 6.19127128e+00 4.83131318e+01 3.47590689e-01
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 1.40497139e+00 2.44927376e-01 1.86411811e+01 2.07289399e+00 2.83046066e+01 1.17620724e+00
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 7.60736133e+00 2.17553960e+00 2.57594932e+02 1.32814946e+00 1.27948401e+01 4.23936030e-01
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 4.07186781e+00 1.71183755e-01 7.76237292e+01 1.47469557e+00 2.98562304e+01 3.15581850e-01
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 5.30675533e+00 4.41881363e-01 1.01060823e+02 8.50747697e+00 1.93624573e+01 1.24928839e+00
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 9.35973595e+00 5.42174420e-01 1.07274489e+02 2.06175235e+00 1.61192930e+01 3.20950091e-01
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 3.98774354e+00 5.58778326e-01 6.87134727e+01 1.40636228e+00 4.20560916e+01 1.42747497e-01
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 5.18803241e+00 4.05388873e-01 4.13563885e+01 4.94109898e+00 2.51109369e+01 1.02261707e+00
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 1.12314173e+00 6.03132091e-02 6.19553404e+00 8.59594125e+00 1.44417620e+01 1.30651941e+01
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 1.73438848e+00 5.59868513e-01 4.42653762e+01 3.36167539e+00 6.77995687e+01 7.55117924e-01
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 3.32732432e+00 7.55762364e+00 4.36519154e+02 4.79541356e+00 3.59439800e+01 1.29001785e+00
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 1.25067017e+00 3.88308917e-01 1.17537857e+01 1.35930279e+00 7.28140457e+00 4.38414937e+00
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 6.68237793e+00 8.52237362e+00 1.09470125e+02 5.04170663e+00 2.49247385e+01 9.82618048e-01
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 4.83758521e+00 2.78867289e-01 1.11396789e+02 6.19851773e+00 2.01621857e+01 1.44735037e+00
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 5.93330682e+00 5.03574517e-01 4.99126278e+01 6.13816348e+00 4.00924144e+00 5.17621927e+00
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 2.57182467e+00 2.81972729e-01 9.85294032e+01 3.99184023e+00 3.30110369e+01 1.22255809e+00
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 3.66338826e+00 3.60154469e-01 2.78795079e+02 3.83979863e+00 8.96512732e+01 2.69166905e-01
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 6.97442027e+00 1.31386063e+00 3.98828045e+01 1.95961257e+00 1.00399682e+01 6.99395408e-01
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 9.68772451e+00 8.24425970e-01 1.30290489e+02 4.30118489e+00 2.17566162e+01 5.78107895e-01
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 1.45375096e+00 5.17008157e-01 2.74613147e+02 1.89545202e+00 2.63868810e+02 1.24625969e-01
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 9.01345889e+00 1.40189731e+00 1.04296790e+02 7.89936350e+00 6.74930109e+00 3.23724124e+00
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.51962516e+00 6.19193081e+00 1.68311639e+00 4.84663279e+01 9.69646868e+00 1.02053354e+01 5.07382284e+00
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 6.73919422e+00 6.07527610e+00 7.49620220e-01 6.12222112e+01 9.73067011e+00 4.84175899e+00 6.61552556e+00
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 3.17819872e+00 5.50250682e+00 2.11913671e+00 4.22847345e+01 8.78563989e+00 8.61738283e+00 4.60810542e+00
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 7.42647451e+00 1.62454677e+00 7.00579347e-02 9.68208458e+00 6.40712934e+00 1.34091697e+01 3.83308616e+00
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 1.82252338e+00 1.80889167e+00 3.59909493e-01 1.52630169e+02 7.30779128e+00 1.64223373e+02 6.07611084e-01
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 2.79343303e+00 6.40820805e+00 1.02707867e+00 2.97666807e+02 3.56685222e+00 6.59922307e+01 2.03966097e-01
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 8.89723042e+00 4.06862714e+00 1.55134199e-01 3.86340355e+01 6.67693378e+00 9.41554090e+00 2.18835257e+00
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 7.64850836e+00 9.25541260e+00 4.40940113e-01 4.00668699e+01 5.10084594e+00 2.13575107e+01 5.07511824e-01
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 6.53768223e+00 1.12370999e+00 4.65931484e+00 4.64296274e+00 5.81196656e+02 5.33815606e+00 6.15741143e+01 5.49031920e-01
1.00000000e+00 1.00000000e+00 9.03303099e+00 3.39040038e+00 1.75117676e+00 3.23538634e+00 2.28953313e+00 2.35022011e-01 3.00752629e+01 7.81998904e+00 1.95474899e+01 1.75665593e+00
1.00000000e+00 1.00000000e+00 5.85408018e+00 2.16563429e+00 8.94174732e+00 2.92965835e+00 7.43246950e+00 1.30010596e+00 1.30418027e+02 3.53726520e+00 7.13445913e+01 1.80604661e-01
1.00000000e+00 1.00000000e+00 8.26696140e+00 8.99873272e+00 8.23243182e+00 3.43725695e+00 3.64018079e+00 3.84314084e-01 2.35693971e+02 3.86235651e+00 7.91704797e+01 3.21078949e-01
1.00000000e+00 1.00000000e+00 9.06482170e+00 9.60086348e+00 5.54686096e+00 3.22803793e+00 5.72923277e+00 5.87380908e-01 3.43500430e+02 9.32177612e+00 6.22861983e+01 5.17362465e-01
1.00000000e+00 1.00000000e+00 3.86203127e+00 8.75914856e+00 9.70413954e+00 1.56273666e+00 7.28049507e+00 3.61893331e+00 9.49596661e+02 1.50601865e+00 9.43906832e+01 6.47455289e-02
1.00000000e+00 1.00000000e+00 1.99046732e+00 8.28564467e+00 4.75984881e+00 5.13046465e+00 9.10237700e+00 2.67401798e+00 1.69202187e+02 5.37070869e+00 7.28967207e+00 2.37831504e+00
1.00000000e+00 1.00000000e+00 3.05141646e+00 6.89717783e+00 9.85699287e+00 7.59460127e+00 8.12972075e+00 1.05242322e+00 1.68080527e+02 9.21520720e+00 1.58266316e+01 2.23064340e+00
1.00000000e+00 1.00000000e+00 4.84397010e+00 5.95771634e+00 7.01127999e+00 6.46058552e+00 7.08724961e+00 6.79400168e-01 1.23304152e+02 6.49326707e+00 2.10112676e+01 1.16583325e+00
1.00000000e+00 1.00000000e+00 8.36213289e+00 1.78288084e+00 6.71204146e+00 7.05584502e+00 7.11669864e+00 3.61854296e-01 3.91772242e+01 5.91766367e+00 3.18100500e+01 5.79688085e-01
1.00000000e+00 1.00000000e+00 8.74657525e+00 4.67607892e+00 2.49359406e+00 1.73034261e+00 9.51332180e+00 1.88574647e+00 3.53078667e+02 3.24769761e+00 5.00831401e+01 8.85157205e-02
