G	c	dx1dt	d2x1dt2	dx2dt	Fc	W	d1	Fg	m1	d2
1.000000000000000000e+00	1.000000000000000000e+00	1.057345061085313453e+00	3.092180651774095512e+00	2.453569551439929164e-01	6.582615015284745574e+00	8.689138330817111067e-01	3.045077129784611092e+00	5.266022651961224987e+00	2.161710545203116496e+01	-2.739475399719812909e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.830030776177789420e+00	1.009994479035646009e+01	1.193423746022470366e+00	5.288014818450661458e+00	4.944825052039033331e+00	6.702849357985920520e+00	3.117149591418268972e+00	1.500597930018239712e+00	-5.236648969958606070e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.800733298134305826e+00	8.944911808293586120e+00	8.625711609990625917e+00	3.288219806424415914e+00	7.665493809874988074e+00	5.222546322007453057e+00	2.174321165868423833e+00	1.407045777780818518e+00	5.822408851019695852e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.376078050272760755e+00	1.058080169564019180e+00	2.943908300842697390e+00	4.361972330452863034e+00	2.047389330536451890e+00	6.092063411354428304e+00	3.798269923068255505e+00	3.060977905504908136e+01	-4.345781804706517981e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.262632474041502473e+00	8.208089408694123179e+00	5.676730993687563398e+00	6.520390049818127309e+00	6.986427650499775766e+00	2.999717644777680103e+00	4.119991088442816363e+00	2.208143395109043894e+00	3.675179686573502469e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.552294679226207785e+00	9.972281630344337344e+00	4.416663985086313637e+00	5.105842121043605353e+00	4.085901878915943364e+00	3.183542644043028780e+00	3.417480627044949593e+00	1.355839136823712376e+00	1.322630329767665369e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.454632182157861386e+00	1.799369606921637388e+00	4.423321376637997737e+00	7.442362952465003012e+00	8.846590517696631295e+00	1.114208899154740529e+00	1.256742196925385802e+00	-1.755396600046348343e-01	8.145212355961811923e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.020629635727721585e+00	6.064422529601675826e+00	8.771062667221166009e+00	4.775372503401944968e+00	9.232229106604547653e+00	3.771087948605534645e+00	2.009183111451484649e+00	6.595346793226458670e-01	1.900675833565549588e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.550983216678337051e+00	1.004880918652483679e+01	1.188020543737599910e+00	1.737991138666304947e+00	4.073476596725133625e+00	6.733388357923405287e+00	7.031392698762144455e-01	-1.126801294437624001e+00	1.504237193713628429e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.088905410477884139e+00	1.185115438517190478e+00	7.975774082666157838e+00	7.999488956557318176e+00	2.350642596697250841e+00	8.340434005088521729e+00	7.569019340319595557e+00	1.356453982179768332e+02	-2.849680337839488597e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.939574832716060904e+00	7.127165125593872830e+00	1.065687718088086022e+01	3.980791233289679987e+00	4.784522908391413587e+00	7.164426788966805404e+00	2.276550633920473743e+00	-5.396771962829673974e-01	-3.708261114706940642e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.317651693931254364e+00	4.284048030759973535e+00	5.816570222723339789e+00	4.945460897946349910e+00	3.857699331222459005e+00	4.542370812663842905e+00	4.159746200615700218e+00	1.000489461167192395e+01	2.201905962421935481e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.758388047026894885e+00	9.868687753845346577e+00	9.330708327518383527e+00	7.429839385958303843e+00	6.728336837942015869e+00	1.017935231632723969e+01	6.375504118628828820e+00	7.633287325564406700e+00	-3.365235278461873314e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.425060047406210728e+00	1.025984802805467133e+01	1.128514942874338178e+00	4.107736573423073523e+00	8.888022130798679754e+00	7.817972751665625886e+00	3.049487697294138489e+00	1.162277164924988782e+00	1.174130680082555678e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.650148772502812555e+00	9.352652203714443502e+00	3.705744174790976508e+00	1.182011942919644731e+00	7.072623965905152410e+00	8.604013298783442565e+00	1.000235451165799594e+00	-5.047328259989419807e-01	2.274090283527550582e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.798091356531576146e+00	5.636702877700662029e+00	3.913567768788321466e+00	4.219690159431094045e+00	8.051754865389202820e+00	5.605211610215970808e+00	2.940096016651959854e+00	1.620852696443613405e+00	4.259176424222310686e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.865662277722681672e+00	9.589934069547023654e+00	8.914369421523236525e+00	9.800708482423814871e+00	4.520361755150923422e+00	2.189557838593592543e+00	7.476890941671427981e+00	4.208468443159618211e+00	2.020981097719378727e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.234773781384131297e+00	8.573199074776681528e+00	9.586816483190958138e+00	7.074081611134031000e+00	2.120273600713088236e+00	1.969446356198042647e+00	4.657445707464027862e+00	3.510954918501702604e+00	9.277299040081381509e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.478649759608765990e+00	3.647481204700756763e+00	2.857765526195116035e+00	7.717282479482794777e+00	7.157698499291659466e+00	8.657954284467416883e+00	5.787856200118657313e+00	1.061005671803959416e+01	-1.030820557795414816e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.085669760736522438e+00	9.144547837072702023e+00	6.736914916817482002e+00	7.697018038807661888e+00	4.105730277501955960e+00	8.954976458364372061e-01	4.921562467462850421e+00	3.705134658841446882e+00	1.169290408398405146e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.009134582105810196e+00	2.470978729354559533e+00	2.829838154053669008e+00	2.508855104266315195e+00	7.078708885876913826e+00	2.942044062916224334e+00	1.147231674015948055e+00	1.485963347879099006e+00	-4.313019641474669097e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.380490489076091620e+00	7.543039067182131241e+00	5.460972132396016754e+00	4.838017225455809367e+00	3.345346522917321597e+00	5.884032986344734262e+00	4.072370193470671751e+00	5.552393760430161862e+00	-4.157125010114057773e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.424467537629802383e+00	2.861732959790789010e+00	4.922236550215170148e+00	7.653760364257426119e+00	1.586519102872947062e+00	6.069622453673413354e+00	8.414662055025859289e+00	6.683352301554893415e+01	1.378967499477273539e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.003804231558485505e+01	1.932649111124729480e+00	1.030843886800538378e+01	1.312928884237537730e+00	1.005633494008309547e+01	6.179851696992758825e+00	9.842269240502795613e-01	-1.001898291051134482e+00	6.907249228709702926e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.575782522314716161e+00	1.120039775236093327e+00	6.547080597583293304e+00	3.806289871722199347e+00	2.695267636112314236e+00	1.543008281413922766e+00	3.031333992432545532e+00	4.882281252257322457e+00	-4.295506822223307708e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.768750632479958895e+00	7.332273326695233351e+00	4.847020246223552320e+00	3.907944439208461684e+00	9.272606237052542610e+00	4.595085405990234406e+00	1.526191836202580809e+00	4.327688232472891583e-01	9.451261007293950911e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.511112324988204136e+00	3.461325579406989483e+00	2.228274157466406891e+00	4.305154565795481503e+00	9.658040674852367502e+00	7.041654150161417824e+00	3.576595689142153311e+00	2.357881723867891743e+00	7.169134316281651209e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.925362017630427802e+00	7.229926554248168102e+00	1.759959289141378225e+00	9.620588117879830037e+00	7.069385487860721184e+00	1.129027735755282436e+01	9.139888619196188557e+00	1.329768541573950102e+01	2.602662706462424147e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.190940538608448840e+00	1.978256496566844991e+00	2.709797524127540935e+00	1.351963137857248753e+00	6.846466229258930447e+00	8.265881977902193256e+00	-3.090131787983496636e-02	4.070056236867122812e-01	4.537995795890521933e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.299997210831912220e+00	4.054563547021047043e+00	3.395864435203315157e+00	4.851742027372176302e+00	6.282255837185696024e+00	8.590934787642979131e+00	4.582665723646636380e+00	1.114054038581546635e+01	-3.014430551798214508e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.144901251315862734e+00	4.848089166590439980e+00	8.035689840123726668e+00	2.594589725467912444e+00	9.105270114249851332e+00	7.853384677312469364e+00	1.406747412709120404e+00	3.486370196806597654e+00	6.519760566153463444e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.998117494581499898e+00	8.990086542278273640e+00	5.359517772448841200e+00	9.116126594748141798e+00	3.688895775260422116e+00	6.650277239224577031e+00	9.217164739121244565e+00	1.888727781780185921e+01	-1.515634129730177193e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.638639524330330666e+00	3.264059677137141513e+00	5.052226598450413775e+00	2.105800794174909729e+00	5.507719327491725991e+00	2.350617673471193658e+00	6.074687561844297617e-02	-8.140661726210224325e-01	6.308059392042807900e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.248803355411240545e+00	6.098439881939455631e+00	2.317729058972157308e+00	4.778094605087185975e+00	6.610037427713385760e+00	7.428099525668080183e+00	3.801785255829739363e+00	2.555945903424091004e+00	1.365535037590612566e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.136430968403884911e+00	8.284568041198262733e+00	8.539032265667103161e+00	7.853722847852878886e+00	4.332762938644670214e+00	6.996301834679721665e+00	6.091177261338216908e+00	1.016912269676022440e+01	6.424444074097422686e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.786920377154951112e+00	6.174886469502276931e+00	8.158231794734861708e+00	7.579894113358847996e+00	4.239534017453302717e+00	7.101060392347375405e+00	6.787838906595007771e+00	1.175100792429941876e+01	1.953732644367782045e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.979801822824580171e+00	2.597727914105425029e+00	1.114043161651534497e+00	5.633313415984728678e+00	3.829305805502248639e+00	5.848197657112820025e+00	4.094773275289025349e+00	1.102570749185797006e+01	-2.926329879829188130e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.497054052946025671e+00	7.342587188237359452e-01	6.013625083839237107e+00	3.680966994983351004e+00	5.660699694064939003e+00	5.914344390515556604e+00	2.988366339478111033e+00	9.875465193371510964e+00	-2.457028578790314000e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.484513942743232562e+00	7.459976947454479479e+00	5.819673148013048802e+00	4.167916727315394532e+00	8.589960371959865171e+00	3.660001875134433202e+00	2.789866391495698039e+00	1.380910253269926891e+00	-6.754110338252035106e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.281175347422669919e+00	1.263705331772803531e+00	2.645250586253805825e+00	3.733151184352430541e+00	2.545832558726611516e+00	4.964407985583129346e+00	2.465665685137520047e+00	1.517393428325498483e+01	-1.625849725498207388e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.408187853547584467e+00	9.001416517188864930e+00	5.143793797415763258e+00	2.776549895365651111e+00	9.638168594261895095e+00	2.898159354499991736e+00	-6.337523932241635460e-01	-4.915808560163424379e-01	-7.214193069862257168e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.767147708055590627e+00	7.009032634132102757e+00	4.604644503791970322e+00	5.956538820525075550e+00	7.228454426781402375e+00	8.025018912014477479e+00	4.587460439298461701e+00	3.366064899845139902e+00	-1.361126983139747004e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.826061895852761907e+00	9.722168361590711072e+00	1.595101923932292998e+00	3.720867030783892915e+00	8.653206743653001354e+00	2.503458643493553293e+00	-7.059144180495230403e-02	6.207579794261245398e-01	2.873455437075771002e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.471669862441331134e+00	7.912788914132109497e+00	1.017272301417711233e+01	4.625500653637424797e+00	6.246680884080826779e+00	2.380131110604128963e+00	-6.149253515782077129e-01	7.154182318984123046e-02	3.216860472609965882e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.219988340436978014e+00	9.313430546763298068e+00	8.203939891156846187e+00	6.861365051395057257e+00	7.917783339128339648e+00	5.677230649723131073e+00	4.823893632907743978e+00	2.530147812271889229e+00	-2.122060791222740939e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.804473564059788870e+00	4.102846245941795367e+00	7.872526693757967209e+00	8.914552329488312665e+00	1.081346389416911080e+00	6.247022547984778740e+00	9.525564414025703641e+00	1.338937670923879466e+02	3.773128694221765222e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.154464988669635872e+00	8.154326132069684263e+00	5.521827659587004611e+00	6.617147626082655165e+00	8.638645171585260130e+00	4.824005393371454176e+00	4.639845739959334026e+00	3.337365621209063882e+00	2.434833515856047015e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.604824184476145277e+00	4.337357543595751430e+00	4.280960842683478873e+00	1.654015287458987071e+00	2.693539922957053356e+00	3.253123018440098324e+00	1.295576765519400375e+00	-1.774861604402971027e+00	-6.465227160924030825e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.855989913131383950e+00	5.352824745760782044e+00	7.503213494792508875e+00	1.969590662708164075e+00	8.470445807329843646e+00	6.196305222037388205e+00	-7.829933549193804354e-02	-2.751030490022795538e-01	1.443335336860558300e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.349006058808431607e+00	7.703076803145170182e+00	5.398743006552021662e+00	9.921503136401609524e+00	9.950406547995591211e+00	2.879700195582137745e+00	6.631688661079029323e+00	4.141727173690829211e+00	1.139745002494054749e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.736725050888942690e+00	8.649407583948475420e+00	7.612888311434555799e-01	3.386245930229554890e+00	2.995311052535689189e+00	8.594367137504079324e+00	3.342138498210359021e+00	9.934109342326364889e-01	-1.111299600254803899e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.528804300469443600e+00	8.807108593005704478e+00	5.133937236840279361e+00	1.282390225951994589e+00	2.881476162142643016e+00	9.239346420095637669e+00	1.451268960363777172e+00	1.384232405107954644e+00	-3.111873970838794357e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.437759435830630927e+00	8.400395024074228445e+00	8.682102151224851738e+00	6.312396665488710923e+00	7.521112807427137170e+00	5.952623362806930274e+00	5.217048705128161323e+00	2.589228061362250255e+00	4.701708472781480630e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.430656606656060426e+00	4.934762955752477254e+00	5.761504617157579666e+00	5.323810624637652644e+00	3.211924672574999029e+00	3.992261806831735704e+00	5.485223964214346104e+00	1.038573818978847640e+01	3.368355924017741199e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.848219449411949711e+00	3.841474147189921862e+00	1.248936745609146914e+00	6.880211595670989055e+00	8.874658179782858980e+00	8.002592624443659375e+00	4.879331946113209639e+00	9.536169862839331657e+00	3.104076026468297833e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.880967311876222681e+00	7.876145548068118174e+00	7.044887388102804238e+00	3.186056723485621855e+00	1.659014540638163560e+00	1.438663425494106196e+00	9.207492704517135085e-01	1.008299587410078191e+00	3.165453091760534576e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.626000659912925528e+00	2.593867276242139752e+00	1.952681848030688894e+00	1.602453211440604930e+00	1.161992711908687026e+00	5.973116534755595453e+00	5.712795525208940184e-01	1.864220794422497995e+00	9.111330617354877148e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.337084024461233867e+00	2.239781545875949131e+00	2.738070828932814393e+00	8.610123964103459926e+00	1.058884585674759826e+01	4.842095265091503897e+00	7.299443669784684730e+00	1.616760189426835836e+01	-1.691779559763687324e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.570095492898968548e+00	5.252639815126238787e+00	1.767857194542922450e+00	3.261472364416980962e+00	7.521699878524634286e+00	8.867619311150525263e+00	2.404533239892599372e+00	3.164202026937358525e+00	2.450622551610325939e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.041002139828670892e+01	3.486700123069953694e+00	4.118496984342723266e+00	7.937505971488370449e+00	8.550870088185231310e+00	1.592811024601779257e+00	-9.224978700628059247e-01	-1.256127624541570897e+00	8.389664994052214997e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.560062937342413747e+00	4.269413719590527734e+00	8.880923582899182378e+00	7.725288925404512952e+00	3.431607997155365908e+00	6.254097430899316024e+00	6.069256192434771435e+00	1.847167306964940181e+01	-4.890486030148585073e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.001651905590766223e+00	2.419043131822403048e+00	6.113872834146951263e+00	7.020941318623787453e+00	7.134666201375491568e+00	9.040078359264857255e+00	4.812041521569138780e+00	1.305759097793745127e+01	3.998288603945191477e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.600261499978768764e+00	5.335621744754989182e-01	2.220961712294510004e+00	4.000077060411493690e+00	6.544805182360544649e+00	4.927455205415282258e+00	2.779393716521645796e+00	5.659885368377800319e+00	8.537729388116435114e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.195592396553667669e+00	2.283160023626687796e+00	8.517060598765434420e+00	2.540415509007463157e+00	6.847772504522171566e+00	1.704584051736263151e+00	-2.855441892439936069e-01	1.440880231904469344e+00	1.290644644364687066e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.236946449502510426e+00	1.006074379615156822e+01	8.640545775424852692e+00	6.469163033403284579e+00	7.612440061039782435e+00	9.185828572275081427e+00	5.501631095340853150e+00	4.380636975987512116e+00	-1.400568806456009119e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.893749294538642935e+00	5.204147604177641107e+00	9.050116330261333886e+00	9.015991326514196658e+00	6.750530469806571787e+00	5.128323511043332061e+00	7.088938474734054473e+00	1.278492276440987929e+01	4.056040714963994098e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.996393277948126155e+00	5.099827769413586509e+00	4.016758012406183909e+00	8.936920134457331244e+00	3.913324116469659497e+00	6.739203577950856783e+00	8.390552230540338385e+00	2.371523110354252850e+01	-2.449078569129888638e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.370881953480186821e+00	6.823193940780051925e+00	4.803071897735495810e+00	1.884643893380043789e+00	3.317366678419084280e+00	3.242252868565120849e+00	8.580785566490500837e-01	-2.213627743848984863e-01	8.601905260066462944e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.866064942572193797e+00	3.423310071832009083e+00	1.071456610912190399e+01	8.229990636358137657e-01	8.458168823240733047e+00	5.648532608038161484e+00	1.027500269195797289e+00	-6.761692865231071492e-01	-1.929503369453384742e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.065234067978692245e+00	9.924353767704960916e+00	9.109818607303333593e+00	9.321766444318555500e+00	2.533354493407022012e+00	5.147491701372495676e+00	8.812653450174172676e+00	1.308557095788437508e+01	1.899730793625720615e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.756754135061118660e+00	7.356785042070752567e+00	1.051300411465681872e+00	7.392590379296314573e+00	7.895317457285972118e+00	1.544786909215454029e+00	3.859240704697922020e+00	6.577759897604041894e-01	-1.862432210795361698e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.682068675478373798e+00	2.646396312951019070e+00	1.379423450150984998e+00	9.706029227450208907e+00	4.086098655461471552e+00	1.822381871443600865e+00	7.132153127277772953e+00	2.226483235045459352e+01	-5.559395727066993032e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.072640480016249676e+00	5.485253838930628234e+00	4.976260941650132885e+00	2.497146397748781776e+00	7.276841551744880121e+00	8.004654981901452970e+00	2.560468523151336218e+00	4.841624935811660535e+00	6.180739992943153460e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.752213215198809237e+00	8.197912876480467403e+00	9.217486642539439501e+00	6.144083764342146203e+00	8.084069248068853852e+00	2.773713669661418635e+00	3.929283091363635627e+00	2.150498249316128430e+00	1.908950211343500847e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.279776288029875975e+00	9.614010666775820724e+00	5.650542164045688764e+00	7.267366838374949900e+00	2.724670689323726691e+00	2.723461960661325509e+00	6.275758871782298520e+00	5.801105851352339471e+00	4.041995400283949103e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.534369902133025487e+00	5.078060343369998009e+00	5.968524553687498013e+00	6.801444578668320418e+00	1.692894720371726835e+00	5.652297075981123520e+00	7.215170114501593623e+00	3.356847950685931181e+01	-7.616276929948935515e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.546496064851700325e+00	7.309729035157980448e+00	1.094052638319415571e+00	5.063015339759179945e+00	1.445552947576360880e+00	8.308675240126001782e+00	4.149356855054706195e+00	1.158844776213858907e+01	-1.588089125479032138e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.726465775641495171e+00	1.718560081212167745e+00	6.615821248687399958e+00	5.999743254781075841e-02	6.028505800340507648e+00	1.891550611968419560e+00	-3.136467220000507705e+00	-8.652310572571900726e-01	-7.888042339063650044e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.399342160518564526e+00	1.192459722431066638e+01	8.580687233884583875e+00	6.861606150439918395e+00	8.257846706141087623e+00	7.045511683663722380e+00	4.362130004951976225e+00	5.457621416959058003e+00	2.393830942200966483e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.835307685017365742e+00	2.987977049049081124e+00	4.904210415452515903e+00	3.271483778615554616e+00	1.438727528181414472e+00	1.539259754906827871e+00	2.973042540616081642e+00	3.940391665162108481e+00	-6.346298570351307511e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.468632731576043238e+00	9.895394516969387766e+00	9.192666574159142456e+00	5.756918681788827818e+00	7.393744416642795692e+00	1.200548907818685507e+00	-5.417208046094862395e-01	-8.152446566459266020e-01	-7.958144007713792156e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.953897856362208252e+00	7.618706771889893758e+00	8.968535077322366433e+00	8.131049242167453173e+00	4.214359943516532425e+00	9.890015193428736140e-01	7.294810432312716308e+00	2.548943481574081460e+00	-3.121278296761647475e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.734291315718089699e+00	6.360593662773866619e+00	2.473863030283087294e+00	3.272495465422622374e+00	5.784903028305889094e+00	9.208219698846690449e+00	4.049230643170581345e+00	4.931820729739431641e+00	-3.527449139364696062e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.139119729751453036e+00	5.550252638864052734e+00	4.458535946605051592e+00	8.400155503948518287e+00	8.973151054857796183e+00	1.786086110174348374e+00	4.458347539932023373e+00	3.120324136638468637e+00	2.216271664011286724e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.025613874383942914e+00	2.796295652355025307e+00	2.971410629192332564e+00	2.970736443100550517e+00	4.068685781157332038e+00	2.040031177410141616e+00	-4.366146429060913658e-01	1.311753823273992037e+00	-1.184799156401235010e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.658317834855753681e+00	2.096153971368701630e+00	7.158950861891920425e+00	6.751738566994628599e+00	4.961456268315240337e+00	5.738123661606050696e+00	6.395825887060325954e+00	1.462998406368047810e+01	7.613886905908349156e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.375020724842045183e+00	3.135615358027350918e+00	5.910498033836197429e+00	1.010912025714124240e+01	1.226722249607615334e+00	8.822760226666138905e+00	9.503776364942698507e+00	2.416928074981910868e+02	-4.534869505256816424e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.678403222329037270e+00	2.602693399087878223e+00	6.585146237485371756e+00	2.448257723005305309e+00	2.108143119500140994e+00	3.522452749748278045e+00	1.402117716780558299e+00	3.497221075268243773e+00	-2.151911766590439701e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.046748460444195672e+00	7.732887460148195835e+00	8.440443712400194087e+00	1.435410038416334633e+00	3.829116655919786893e+00	4.816614983981428288e+00	6.714519955484148372e-01	2.692473534697661819e+00	2.015583644209572256e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.032341284621028699e+00	3.900249062104550912e+00	4.398857994506469637e+00	4.958148248429261606e+00	1.615781331702921042e+00	1.185332697882809150e+00	4.910377921462361961e+00	4.930473943212616561e+00	6.932328270842139650e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.244474126406457382e+00	1.841151735033389247e+00	9.495293500140180143e+00	1.885382761734473611e+00	6.907873745341245986e+00	4.801749458027751771e+00	8.352014440168332721e-01	1.966121951587645134e+00	5.909275622978180209e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.731829291803027360e+00	9.278226656851863652e+00	5.860247589983583083e+00	7.402647488492801742e+00	4.064002439055728999e+00	6.117642255933864348e+00	7.319607764788718995e+00	5.263627426302062595e+00	1.765758524928085160e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.206843642307330988e+00	8.816682612954313214e+00	1.851028343483904326e+00	9.200961769390850975e+00	5.344346901235573988e+00	7.139050377282810445e+00	8.046845536165863066e+00	7.762770428168852987e+00	3.792107520292178791e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.598681270675548660e+00	9.849713216479678124e+00	6.331990480374730446e+00	4.351734118050909039e+00	2.122899054705190913e+00	3.420259663727467370e+00	4.324520462779895880e+00	2.212995563948839450e+00	1.226732482134194502e+00
