G c dx1dt d2x1dt2 m1 m2 d1 Fg Fc d2 p W
1.00000000e+00 1.00000000e+00 2.63642470e+00 7.35017655e+00 5.79178614e+00 1.48663889e+00 6.59163204e+00 6.77354033e+00 2.76838270e+00 3.82483909e+00 5.09461192e+00 -2.36501585e+02
1.00000000e+00 1.00000000e+00 2.65064059e+00 9.32723486e+00 4.69986042e+00 1.40297264e+00 4.00644969e+00 3.33845324e+00 2.90571276e+00 3.72879004e+00 7.78128045e+00 -1.94687865e+02
1.00000000e+00 1.00000000e+00 3.73818019e+00 2.62517811e+00 4.12608994e+00 1.34705497e+00 7.59429146e+00 8.97477498e+00 1.37347593e+00 2.01591102e+00 2.19223591e+00 -1.01339432e+02
1.00000000e+00 1.00000000e+00 5.72280788e+00 6.11150707e+00 9.09850011e+00 1.63959094e+00 4.64074647e+00 9.06120950e+00 3.89860782e+00 2.79208418e+00 5.92223962e+00 -2.29149264e+02
1.00000000e+00 1.00000000e+00 4.88750517e+00 9.23939468e+00 1.19641057e+00 7.48596305e-01 1.61517880e+00 3.67558484e+00 6.03770195e+00 2.00796464e+00 5.91622840e+00 -5.09071564e+01
1.00000000e+00 1.00000000e+00 3.62106226e+00 1.30551381e+00 6.97410718e+00 1.55427321e+00 8.05383858e+00 3.06994379e+00 8.72141423e+00 1.19139564e+01 1.80525811e+00 -2.70947859e+02
1.00000000e+00 1.00000000e+00 6.50667605e+00 7.27678241e+00 9.67054991e+00 1.65725694e+00 3.57182492e+00 4.70173575e+00 7.00234703e+00 4.27392015e+00 4.76185677e+00 -3.54027221e+02
1.00000000e+00 1.00000000e+00 2.25544475e+00 3.67614107e+00 6.04151365e+00 1.50258121e+00 4.89490192e+00 3.16478427e+00 4.91856691e+00 5.95691120e+00 8.67956319e+00 -1.91150955e+02
1.00000000e+00 1.00000000e+00 3.62930184e+00 9.31956576e+00 9.43140216e+00 1.65008667e+00 7.16899495e+00 7.05145459e+00 9.57808103e+00 8.25822393e+00 8.70538260e+00 -8.51607174e+02
1.00000000e+00 1.00000000e+00 4.29725659e+00 9.73952421e+00 1.47032091e+00 8.47368846e-01 3.99210541e+00 8.43458216e+00 7.47320681e+00 3.75084550e+00 1.89313898e+00 -1.28946376e+02
1.00000000e+00 1.00000000e+00 5.10462986e+00 9.49839840e+00 4.76913987e+00 1.40908297e+00 1.50927091e+00 7.05782918e+00 9.37148683e+00 1.72181391e+00 1.81648794e+00 -1.16994865e+02
1.00000000e+00 1.00000000e+00 8.06658365e+00 5.26792795e+00 3.34142012e+00 1.25113548e+00 4.36528942e+00 8.41915403e+00 5.74829176e+00 3.54234032e+00 3.36425929e+00 -1.42622799e+02
1.00000000e+00 1.00000000e+00 2.79706404e+00 8.75838386e+00 7.57738868e+00 1.58234962e+00 9.50003724e+00 4.57292946e+00 3.33013847e+00 8.00611605e+00 8.87289456e+00 -6.16487719e+02
1.00000000e+00 1.00000000e+00 5.62810995e+00 8.60094459e+00 9.83167381e+00 1.66192442e+00 6.77560958e+00 2.40685274e+00 1.47544018e+00 5.15005272e+00 2.16012327e+00 -4.65996226e+02
1.00000000e+00 1.00000000e+00 6.33173112e+00 3.87190426e+00 3.30877056e+00 1.24652988e+00 7.04331234e+00 7.64155853e+00 7.53476366e+00 6.99374897e+00 7.47997122e+00 -2.26319835e+02
1.00000000e+00 1.00000000e+00 1.41805371e+00 8.46023927e+00 6.88757141e+00 1.54993329e+00 6.69053938e+00 4.24427055e+00 2.09172698e+00 4.41754647e+00 1.91049058e+00 -3.06718299e+02
1.00000000e+00 1.00000000e+00 6.46790367e+00 1.33306871e+00 2.78287869e+00 1.16368358e+00 2.79092925e+00 7.04143743e+00 3.72497615e+00 1.93121782e+00 6.60824068e+00 -8.41667349e+01
1.00000000e+00 1.00000000e+00 2.53471711e+00 6.36642891e+00 6.08797229e+00 1.50543846e+00 4.76500478e+00 3.43579548e+00 5.79223817e+00 5.98178195e+00 4.20460569e+00 -2.83346459e+02
1.00000000e+00 1.00000000e+00 1.58546434e+00 3.07007954e+00 5.17539238e+00 1.44253920e+00 7.75845819e+00 1.73106671e+00 6.07974929e+00 1.20779905e+01 8.10022567e+00 -2.60607899e+02
1.00000000e+00 1.00000000e+00 9.53996984e+00 2.08510197e+00 9.74804797e+00 1.65951790e+00 1.91235608e+00 9.93323616e+00 6.40524877e+00 1.49941888e+00 3.10321404e+00 -1.10032824e+02
1.00000000e+00 1.00000000e+00 9.69068830e+00 1.69257881e+00 6.47674545e+00 1.52812078e+00 3.50067498e+00 2.40581357e+00 2.49629797e+00 3.56529132e+00 6.75281646e+00 -8.24771173e+01
1.00000000e+00 1.00000000e+00 8.27557613e+00 7.26659898e+00 4.14555735e+00 1.34912331e+00 3.48687198e+00 9.89578895e+00 4.41763664e+00 2.15234757e+00 3.12114281e+00 -1.26473307e+02
1.00000000e+00 1.00000000e+00 3.74152392e+00 4.05887467e+00 2.02686206e+00 1.00667072e+00 4.88817035e+00 9.79551939e+00 6.55474804e+00 3.91929064e+00 7.42294255e+00 -1.42365555e+02
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 2.36122146e+00 1.08282575e+00 9.82331867e+00 8.14436294e+00 9.72836978e+00 1.06939300e+01 8.86310231e+00 -3.76808785e+02
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 1.20443169e+00 1.60752292e+00 6.93480666e+00 7.54868024e+00 1.67565678e+00 2.14121619e+00 -1.08122198e+02
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 1.23935573e+00 5.66830895e+00 6.20026345e+00 9.30343381e+00 6.80285950e+00 8.79936120e+00 -2.05177554e+02
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 1.62460858e+00 2.61428214e+00 8.79491391e+00 7.85990852e+00 2.46751577e+00 6.34217729e+00 -1.95161522e+02
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 1.50316762e+00 9.73608891e+00 3.60495569e+00 6.32545272e+00 1.24033509e+01 2.14399442e+00 -7.00132675e+02
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 1.48122812e+00 2.01973154e+00 5.20913091e+00 2.72821032e+00 1.38843784e+00 4.84787670e+00 -5.94727683e+01
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 1.00816278e+00 4.63240902e+00 6.57450972e+00 7.00017087e+00 4.77766743e+00 2.44774264e+00 -1.40866486e+02
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 1.62760411e+00 7.64096486e+00 4.70071428e+00 6.61041609e+00 8.93101846e+00 7.30313100e+00 -7.90141689e+02
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 1.57918341e+00 7.34098985e+00 4.84737809e+00 6.42222253e+00 8.36683961e+00 7.82981321e+00 -5.02723395e+02
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 8.91664425e-01 4.80455773e+00 3.97256201e+00 5.40807281e+00 5.53979524e+00 1.95216868e+00 -9.35169423e+01
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 1.57312916e+00 4.11871751e+00 6.07808635e+00 5.75790944e+00 4.00730160e+00 5.55525867e+00 -1.60286639e+02
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 1.49314761e+00 4.57851141e+00 8.65517075e+00 4.00998274e+00 2.89925452e+00 8.33162550e+00 -2.21318293e+02
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 9.29200937e-01 3.37848637e+00 2.81375540e+00 5.67381423e+00 4.51693591e+00 9.42546737e+00 -1.33125374e+02
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 1.43857331e+00 2.84799645e+00 9.40989735e+00 2.77800315e+00 1.29829467e+00 5.62166080e+00 -9.96451222e+01
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 1.45668906e+00 5.34735728e+00 7.20178888e+00 8.24656958e+00 5.70900189e+00 9.55251301e+00 -2.81365015e+02
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 1.10952227e+00 3.41680380e+00 8.40945891e+00 2.67199259e+00 1.64773982e+00 5.82120073e+00 -8.32154611e+01
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 1.65251485e+00 3.58715498e+00 6.00571623e+00 1.76469661e+00 1.62931890e+00 4.54771445e+00 -1.59106960e+02
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 1.62440533e+00 6.91080457e+00 8.01565031e+00 4.92621424e+00 5.26108178e+00 8.63382816e+00 -5.58397633e+02
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 1.55660006e+00 9.71683599e+00 1.14580358e+00 6.92476696e+00 1.66746141e+01 5.43684439e+00 -5.44491159e+02
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 1.44139228e+00 6.43273481e+00 8.36542382e+00 4.93945142e+00 4.77632154e+00 5.24712260e+00 -2.95959247e+02
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.40350944e+00 1.69281520e+00 1.36124973e+00 3.49078719e+00 2.43578428e+00 5.41281240e+00 -7.55287482e+01
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.54846960e+00 1.68025252e+00 9.00922039e+00 6.02354066e+00 1.34653499e+00 8.62106502e+00 -1.05894241e+02
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 1.49423982e+00 9.56280899e+00 9.92766473e+00 4.12302102e+00 5.61220472e+00 8.48747388e+00 -3.76541084e+02
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 8.76549013e-01 3.67561711e+00 3.64660716e+00 9.39580921e+00 5.29585870e+00 4.63167993e+00 -1.24624446e+02
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.47455009e+00 1.82860287e+00 2.89286701e+00 9.30380626e+00 2.78977169e+00 3.99969874e+00 -1.86614785e+02
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 1.61004647e+00 6.39140128e+00 7.88827027e+00 5.52134638e+00 5.26325864e+00 5.42735222e+00 -4.44938866e+02
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 1.43923862e+00 6.61283900e+00 3.27723707e+00 3.95095595e+00 7.22920252e+00 6.15495259e+00 -2.34764518e+02
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 8.46467473e-01 6.83654338e+00 8.79006145e+00 7.63419173e+00 6.35541627e+00 3.14503490e+00 -1.81053723e+02
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 1.60303692e+00 3.40661825e+00 1.92558333e+00 1.33041649e+00 2.78391975e+00 8.14559576e+00 -1.86740570e+02
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.16879214e+00 1.13599616e+00 2.13359677e+00 5.27292105e+00 1.61749913e+00 5.37834489e+00 -6.42989063e+01
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 1.24919112e+00 9.68513833e+00 9.81236400e+00 4.02691055e+00 5.63630493e+00 4.00640994e+00 -2.02613244e+02
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 1.10761239e+00 3.25803741e+00 7.06455008e+00 9.28482297e+00 3.70048448e+00 1.96138894e+00 -1.20165564e+02
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 1.33020041e+00 7.08423659e+00 8.62198502e+00 1.10802725e+00 1.61346706e+00 3.14960644e+00 -9.10111839e+01
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 1.59228454e+00 7.35966883e+00 3.91896440e+00 5.97533388e+00 8.88925668e+00 9.54353055e+00 -3.45918918e+02
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 1.47879156e+00 6.49006675e+00 7.08835375e+00 7.66597223e+00 6.74414698e+00 3.74589718e+00 -2.47155200e+02
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 1.17422449e+00 3.81616655e+00 6.34817645e+00 5.36516189e+00 3.49590368e+00 2.51973360e+00 -1.11867856e+02
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 1.63304337e+00 3.43986628e+00 6.42835108e+00 1.76862727e+00 1.48441073e+00 5.14605512e+00 -5.11483962e+01
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 1.63357335e+00 6.37901454e+00 7.14279214e+00 9.75215251e+00 7.36422924e+00 3.76378969e+00 -7.62057354e+02
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 1.63083304e+00 8.79486070e+00 6.17823256e+00 5.66209388e+00 8.41147873e+00 1.31643325e+00 -4.80855036e+02
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 1.22317516e+00 9.52060356e+00 4.86156132e+00 6.52767620e+00 1.09133587e+01 3.90830696e+00 -2.73354394e+02
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.43352036e+00 1.95315224e+00 3.48330425e+00 3.12948804e+00 1.84864920e+00 5.89697762e+00 -8.89573697e+01
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 1.66287135e+00 2.39345751e+00 7.91723198e+00 5.35148277e+00 1.93063863e+00 5.96541135e+00 -1.22953129e+02
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 1.59791367e+00 9.50262633e+00 3.03645187e+00 4.86234543e+00 1.16992625e+01 4.20903029e+00 -9.59865490e+02
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.67146979e-01 7.62881706e+00 7.23118876e+00 1.67406258e+00 2.86822161e+00 5.02572481e+00 -1.04356504e+02
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.84812669e-01 8.94694442e+00 3.09999540e+00 1.95544318e+00 6.92135457e+00 9.68966126e+00 -8.31411881e+01
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 1.44253842e+00 2.82369371e+00 6.62797153e+00 8.53725268e+00 3.17919291e+00 4.39613630e+00 -1.49210039e+02
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 1.64231365e+00 6.28827284e+00 7.72370440e+00 3.15837957e+00 3.65017445e+00 3.32404132e+00 -3.78194823e+02
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 1.49033654e+00 7.31025635e+00 2.96842500e+00 2.75462444e+00 7.03716123e+00 3.19120340e+00 -4.37446162e+02
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 1.46526299e+00 7.12100697e+00 1.53948971e+00 5.54420306e+00 1.11468156e+01 5.11988151e+00 -3.63860180e+02
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 9.87152870e-01 4.67336522e+00 2.17876369e+00 7.91872418e+00 7.32995982e+00 7.83568134e+00 -1.42249735e+02
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.55111765e+00 1.13855403e+00 6.45397271e+00 1.55751867e+00 4.42693892e-01 2.85389366e+00 -1.69297523e+01
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 1.61534498e+00 6.24633451e+00 8.64501766e+00 6.19127128e+00 5.21326480e+00 7.38366514e+00 -5.42247719e+02
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 1.37731368e+00 3.27791385e+00 1.40497139e+00 2.07289399e+00 3.90743584e+00 1.19034841e+00 -7.30312258e+01
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 1.59921874e+00 5.05228822e+00 7.60736133e+00 1.32814946e+00 1.50191612e+00 4.77039680e+00 -1.61806678e+02
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 1.65754275e+00 9.61822914e+00 4.07186781e+00 1.47469557e+00 5.11450385e+00 7.98278559e+00 -4.00458743e+02
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 1.17251049e+00 4.59131786e+00 5.30675533e+00 8.50747697e+00 5.65511425e+00 4.04859660e+00 -1.78994941e+02
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 1.48119101e+00 8.55821446e+00 9.35973595e+00 2.06175235e+00 3.08977575e+00 6.07363391e+00 -2.06888271e+02
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 1.28369862e+00 2.69686545e+00 3.98774354e+00 1.40636228e+00 1.40626453e+00 2.84481310e+00 -3.50732956e+01
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 1.60535493e+00 7.05214448e+00 5.18803241e+00 4.94109898e+00 6.88022351e+00 7.67795852e+00 -2.45994041e+02
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 1.51209637e+00 9.79306259e+00 1.12314173e+00 8.59594125e+00 1.73227435e+01 1.47051193e+00 -3.96419825e+02
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.54082321e+00 1.91703791e+00 1.73438848e+00 3.36167539e+00 2.52919089e+00 8.67288380e+00 -8.56590735e+01
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.60712006e+00 1.07487948e+00 3.32732432e+00 4.79541356e+00 1.26915129e+00 2.78376748e+00 -1.03283054e+02
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 1.39059081e+00 4.90224513e+00 1.25067017e+00 1.35930279e+00 5.10628700e+00 8.86958229e+00 -1.15040087e+02
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.64399542e+00 1.83362935e+00 6.68237793e+00 5.04170663e+00 1.57703080e+00 4.17276317e+00 -1.03874858e+02
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 1.48699927e+00 7.73545915e+00 4.83758521e+00 6.19851773e+00 8.68936814e+00 7.50415217e+00 -5.79177447e+02
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 1.09534875e+00 9.23093797e+00 5.93330682e+00 6.13816348e+00 9.38758990e+00 3.87302768e+00 -3.23197333e+02
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 1.56817875e+00 4.90618875e+00 2.57182467e+00 3.99184023e+00 5.96761777e+00 9.15320504e+00 -4.41144333e+02
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 1.60549748e+00 3.32840478e+00 3.66338826e+00 3.83979863e+00 3.40666021e+00 2.13973413e+00 -3.06120327e+02
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 1.31633925e+00 4.90962987e+00 6.97442027e+00 1.95961257e+00 2.15378040e+00 2.60667810e+00 -7.22925740e+01
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 1.62667808e+00 7.51103036e+00 9.68772451e+00 4.30118489e+00 4.61884902e+00 5.43727113e+00 -3.09829262e+02
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.64142570e+00 1.08148745e+00 1.45375096e+00 1.89545202e+00 1.22411666e+00 1.73744595e+00 -9.52826546e+01
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 1.27168650e+00 6.30508591e+00 9.01345889e+00 7.89936350e+00 5.88975209e+00 2.76382166e+00 -2.73220993e+02
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 1.66249548e+00 6.51962516e+00 6.19193081e+00 9.69646868e+00 7.95767267e+00 9.49389744e+00 -3.47590648e+02
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 1.06244223e+00 6.73919422e+00 6.07527610e+00 9.73067011e+00 8.29774756e+00 9.78840695e+00 -2.68637101e+02
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 1.16980429e+00 3.17819872e+00 5.50250682e+00 8.78563989e+00 3.90848583e+00 4.38633396e+00 -1.22531870e+02
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 1.14126669e+00 7.42647451e+00 1.62454677e+00 6.40712934e+00 1.18486807e+01 9.30957419e+00 -1.64357396e+02
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 1.63787493e+00 1.82252338e+00 1.80889167e+00 7.30779128e+00 2.92181280e+00 5.90342208e+00 -1.91049418e+02
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 1.54998704e+00 2.79343303e+00 6.40820805e+00 3.56685222e+00 1.99773486e+00 3.42768219e+00 -1.24992383e+02
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 1.08444581e+00 8.89723042e+00 4.06862714e+00 6.67693378e+00 1.10568855e+01 7.32158849e+00 -2.61094083e+02
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 1.42552761e+00 7.64850836e+00 9.25541260e+00 5.10084594e+00 5.43510173e+00 6.93011626e+00 -2.02529192e+02
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 6.53768223e+00 1.53148877e+00 1.12370999e+00 4.65931484e+00 5.33815606e+00 1.20001135e+00 9.90212787e+00 -1.03614972e+02
1.00000000e+00 1.00000000e+00 9.03303099e+00 3.39040038e+00 1.75117676e+00 9.33667953e-01 3.23538634e+00 2.28953313e+00 7.81998904e+00 5.00531782e+00 3.38542559e+00 -8.85712652e+01
1.00000000e+00 1.00000000e+00 5.85408018e+00 2.16563429e+00 8.94174732e+00 1.63442768e+00 2.92965835e+00 7.43246950e+00 3.53726520e+00 1.88937633e+00 7.04853552e+00 -9.63803208e+01
1.00000000e+00 1.00000000e+00 8.26696140e+00 8.99873272e+00 8.23243182e+00 1.60908608e+00 3.43725695e+00 3.64018079e+00 3.86235651e+00 3.53904585e+00 1.46821380e+00 -2.93366389e+02
1.00000000e+00 1.00000000e+00 9.06482170e+00 9.60086348e+00 5.54686096e+00 1.46997831e+00 3.22803793e+00 5.72923277e+00 9.32177612e+00 3.99854218e+00 2.02281435e+00 -2.69154519e+02
1.00000000e+00 1.00000000e+00 3.86203127e+00 8.75914856e+00 9.70413954e+00 1.65824057e+00 1.56273666e+00 7.28049507e+00 1.50601865e+00 5.35709756e-01 1.03526537e+00 -5.99620930e+01
1.00000000e+00 1.00000000e+00 1.99046732e+00 8.28564467e+00 4.75984881e+00 1.40827079e+00 5.13046465e+00 9.10237700e+00 5.37070869e+00 3.80765120e+00 9.99514613e+00 -2.41424969e+02
1.00000000e+00 1.00000000e+00 3.05141646e+00 6.89717783e+00 9.85699287e+00 1.66264634e+00 7.59460127e+00 8.12972075e+00 9.21520720e+00 8.06988931e+00 8.22046327e+00 -6.96888738e+02
1.00000000e+00 1.00000000e+00 4.84397010e+00 5.95771634e+00 7.01127999e+00 1.55611189e+00 6.46058552e+00 7.08724961e+00 6.49326707e+00 6.17801343e+00 8.08050713e+00 -3.64462109e+02
1.00000000e+00 1.00000000e+00 8.36213289e+00 1.78288084e+00 6.71204146e+00 1.54086536e+00 7.05584502e+00 7.11669864e+00 5.91766367e+00 6.40677568e+00 5.58753468e+00 -2.17715291e+02
