G	c	dx1dt	d2x1dt2	m1	m2	d1	Fg	Fc	d2	p	W
1.000000000000000000e+00	1.000000000000000000e+00	9.327244847490439028e+00	9.912885195753197820e+00	1.457698896005978018e+00	9.742625977469407950e-01	3.556946095027771815e+00	4.496335685252311087e+00	6.998631350456014033e+00	5.100466492127100793e+00	8.511708201773684479e+00	-1.266803717948370860e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.295891110047316275e+00	9.525151677548125306e+00	9.477087007477404512e+00	1.580397708078095764e+00	3.895996783605802705e+00	7.303722347703376805e+00	5.653054168117067846e+00	3.382876717439505132e+00	9.957294688655265347e+00	-3.591084886831289396e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.960001903277911683e+00	1.085415304121849500e+00	2.362983420104185051e+00	1.028193136269081043e+00	4.037846380191184359e+00	2.654647565493339467e+00	6.663130860512387343e+00	6.024161487073727450e+00	4.984106917930214209e+00	-1.126648621409218407e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.720998743356403793e+00	7.020074015774738108e+00	6.026992973584919255e+00	1.533371802998860112e+00	6.170844650288185740e+00	6.422079565359219977e+00	3.044290563353245549e+00	3.599200505239503300e+00	5.125582460016422814e+00	-2.338948969887763099e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.949264061772774781e+00	9.193282224441460926e+00	4.468846752691008284e+00	1.393837271538449940e+00	4.006907477854590560e+00	3.758493804526652049e+00	2.761293224173733130e+00	3.591457047200279806e+00	7.353500855160914895e+00	-1.892168237758604619e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.972845223363607570e+00	2.643239723644104533e+00	4.185254500263307698e+00	1.281024205597466992e+00	7.778448639450011193e+00	9.290515376232036715e+00	1.119269053223787225e+00	1.978648479185513009e+00	2.181853681349573471e+00	-1.019328507852988821e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.749039616649934459e+00	5.984234811326317960e+00	8.709753393656328058e+00	1.677001916796943437e+00	4.282275963059871238e+00	9.032888315279601343e+00	3.943230510861513771e+00	3.114665169810820977e+00	5.787528661064000879e+00	-2.198173285996456627e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.969611161161159529e+00	8.947085490172344890e+00	1.668870825858804530e+00	7.950570530553747739e-01	1.489256304652236462e+00	3.542594008562870656e+00	5.979009222119977984e+00	2.232279964733193012e+00	6.197468063978398334e+00	-3.113459465109711388e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.710656510892142101e+00	1.385977139551603621e+00	6.418077333808787976e+00	1.531136872994922848e+00	7.986951887351059653e+00	2.903964222188319066e+00	8.593204772758893384e+00	1.244241286640580846e+01	1.871735686507886465e+00	-3.011938796132980656e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.108949178538838787e+00	7.426672413472954482e+00	9.572609113530470282e+00	1.661501695299882453e+00	4.343611924379301215e+00	3.997539829446358439e+00	7.061730916010999337e+00	3.865742113882016273e+00	4.890560008449950757e+00	-3.407728723855540807e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.213127129983623487e+00	3.709880972404666188e+00	5.784285140534179526e+00	1.462687797688205560e+00	4.955361526862091637e+00	3.261146245671691535e+00	4.588409611521528042e+00	5.594335673220772520e+00	8.627490704946589872e+00	-1.722457591413553359e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.696542531451764368e+00	9.162967734006612019e+00	9.617675189162653737e+00	1.574306581465726440e+00	6.653215690416563355e+00	7.263973687197366580e+00	9.105764638385011267e+00	8.560088207712375663e+00	8.991564305943516189e+00	-8.454840347728395500e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.421347536537632905e+00	9.904983872275217038e+00	2.001488864278124336e+00	8.129766685539332460e-01	3.409395901187542766e+00	8.472139442108925778e+00	8.059879770050493164e+00	4.147693302482873712e+00	1.458684093619246447e+00	-1.372239426322494182e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.854482832631550338e+00	9.445398969086925334e+00	4.949950517997478094e+00	1.414198390555695628e+00	1.706994130965658441e+00	7.034315676929743688e+00	9.400066015181343104e+00	1.730887815602234037e+00	1.572921143543404510e+00	-1.310759708397831105e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.723227333215806567e+00	4.937175057022448854e+00	4.158978953539134160e+00	1.149073233810943950e+00	5.037909972067530440e+00	8.455480681093021644e+00	5.796071147056710338e+00	2.319196179286884263e+00	3.714120648980520745e+00	-1.137603549180757057e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.733595897171523514e+00	9.046623296913656631e+00	7.196963405449663398e+00	1.553011928728894819e+00	9.423986221431821519e+00	4.340555586661677623e+00	3.115631729233232505e+00	7.802460874660036794e+00	8.754402970096043290e+00	-6.275468839551596147e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.160509613492538783e+00	8.699275598440278756e+00	9.472439541866600976e+00	1.668001435736339078e+00	6.683360359716266963e+00	2.270800175089376705e+00	1.721687070132023045e+00	5.241945576467723633e+00	1.576480616654494460e+00	-4.474502027675247291e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.110030086504075086e+00	3.838722732518529135e+00	3.062197281604417398e+00	1.329189065684991400e+00	7.159909457062958893e+00	7.596258163032645783e+00	7.388423841034795103e+00	6.747396683000568274e+00	7.875073635752539047e+00	-2.215476725642862164e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.735736829747009047e+00	8.023238864933468051e+00	6.921044957894440408e+00	1.528304850575373131e+00	6.474465471864757404e+00	4.434008600403075206e+00	1.327461537823277027e+00	4.468253156278295002e+00	2.203405321068866662e+00	-2.817176490562471827e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.896758700044416379e+00	1.125880022890584975e+00	2.499363314510596901e+00	1.077478901304218528e+00	2.102306044396514917e+00	7.416965916255273683e+00	3.569433789983186056e+00	2.451238637805282838e+00	6.801616522061188164e+00	-8.805596705720437001e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.547021054410883778e+00	6.927908682123518957e+00	5.880451299945217869e+00	1.490931966751651183e+00	5.045759857960242734e+00	3.373387661860813846e+00	5.715044024342354589e+00	6.372404597121198222e+00	4.230283083317031512e+00	-3.029915673879658016e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.401486985914752958e+00	2.650522449540299696e+00	5.346697070116145589e+00	1.403337953759717038e+00	7.592488936603094096e+00	1.446522090347920120e+00	6.033093823154565882e+00	1.229954884700727646e+01	8.551930553643297017e+00	-2.605813706132597076e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.678746736473302192e+00	2.015187210529511219e+00	9.405934203475027289e+00	1.697723442286077189e+00	2.196590192666296737e+00	9.942944470610072472e+00	6.350658075797793067e+00	1.481766002540828353e+00	3.445544379801736667e+00	-1.281976482589799673e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.743455685446365422e+00	1.688034890489474638e+00	6.163889774777521424e+00	1.504740921950855626e+00	3.294699620343065405e+00	2.953637934892030970e+00	2.319392073348756078e+00	3.429800050485406704e+00	7.173816249736461259e+00	-4.976265576086078113e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.043089320666547692e+00	7.355742094631257721e+00	4.035527744140167350e+00	1.161577693221713226e+00	3.519833786823415966e+00	9.634932862328152936e+00	4.214230724705897657e+00	2.359898241695020715e+00	3.310311274648270352e+00	-1.187806548538938358e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.563241697341568148e+00	3.642424915245470629e+00	1.942810632529301973e+00	1.262096278803491511e+00	5.119546663061016467e+00	1.003677581000422414e+01	6.473009803892186831e+00	3.926246321999645961e+00	7.456341668044329296e+00	-1.328565736523289047e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.001794745343848270e+00	7.571349422085794423e+00	2.640069201767450302e+00	1.092675945569977047e+00	1.011302924699459460e+01	8.508208317489939887e+00	9.277000846915363752e+00	1.071028324973388202e+01	8.754533864809511456e+00	-3.672919846979956446e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.410700635167541073e+00	1.119203705364810952e+00	2.779201427655630496e+00	1.210602900358394907e+00	1.670585676399337860e+00	6.836757550709256392e+00	7.011693918831774397e+00	1.250773528851347516e+00	1.796082891342178467e+00	-1.165980664632581920e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.874020424739526902e+00	3.864713618371335535e+00	3.059843196003174004e+00	1.132704714081433917e+00	5.717906050949678409e+00	6.009422936536781279e+00	9.330331315358369793e+00	6.607147189394272147e+00	8.935912073696153257e+00	-2.067910051786681151e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.079635499297125545e+00	5.673952068393838921e+00	8.816133504520198727e+00	1.523274215401627441e+00	2.782017250476629400e+00	8.951501864896883376e+00	7.891381330934541083e+00	2.673452918331303163e+00	6.501388033064741556e+00	-1.938128339722877911e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.637536116974899869e+00	7.875660200602720984e+00	6.272256099902138615e+00	1.496805620320072361e+00	9.861725107639639276e+00	3.701153357998446580e+00	6.566680231417684865e+00	1.210176493403595188e+01	2.048857753125251868e+00	-6.763777902554902539e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.262819074393349394e+00	4.100983423674667172e+00	6.104964132348650097e+00	1.504488002033385063e+00	1.670249291038238271e+00	5.398350845780564455e+00	2.658106450132590837e+00	1.461215921248042671e+00	5.014791175455065364e+00	-7.361276801263245773e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.102881116724919508e+00	6.567486678666300648e+00	2.162435806376466374e+00	1.056742449000697359e+00	4.288096051920748053e+00	7.139279081975640651e+00	6.672748158770180460e+00	4.890653572636139756e+00	2.357393931177548918e+00	-1.497699939190637508e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.124612934924510199e+00	9.105566079324324491e+00	8.777248485589721483e+00	1.644032553976853661e+00	7.070108423576046519e+00	4.746208973681810939e+00	6.078353472721861550e+00	9.059996240021352065e+00	7.539061770975143517e+00	-7.945768131137728005e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.753600163713331384e+00	6.683746542224857201e+00	7.664086815064117708e+00	1.497127407322973225e+00	7.548459628927972176e+00	4.522678757947146799e+00	6.178033716679365739e+00	8.520297891216102926e+00	7.589889749139773656e+00	-5.109555539159224509e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.527640585934268991e+00	3.449882722491510290e+00	1.535187243494609666e+00	7.183789830701952095e-01	4.697446038305846727e+00	3.990711241003726872e+00	5.523973786978630507e+00	5.711731548578992346e+00	1.665189972261465812e+00	-1.113454496603537507e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.627516989663938318e+00	8.835207300742065062e-01	7.294657334537693494e+00	1.566194719732247664e+00	4.340719290789176732e+00	6.143873713683949411e+00	6.153311876263725999e+00	3.836442542890040386e+00	5.489823907933807590e+00	-1.933389181609285856e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.289798380581756554e+00	9.086521233202136116e+00	5.402043013549108430e+00	1.456201604634884239e+00	4.687783254956267243e+00	9.000280827533728711e+00	4.024818856580761661e+00	2.497258925452471967e+00	8.557045992433394588e+00	-2.436428659087910660e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.119404713138996144e+00	1.196003628473122138e+00	1.982184689431464308e+00	8.418428950170653291e-01	3.107160771585877335e+00	2.760167129445918022e+00	5.340915576340406368e+00	4.277671578900605454e+00	9.110290496124481052e+00	-1.196949072471315674e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.676581446301094402e+00	8.767136753391765680e+00	5.183085900426512183e+00	1.495867120501414682e+00	2.815455991609062458e+00	9.298488791051157776e+00	2.536632991733315023e+00	1.498222577279940904e+00	5.907164099177454553e+00	-9.974555957033372522e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.075898208033084558e+00	5.440761228501647118e+00	5.576793582894114643e+00	1.347674025706423251e+00	5.224251154027472310e+00	6.828347766891168291e+00	8.013761889590117704e+00	5.380085909097071628e+00	9.105747142589944332e+00	-2.711544854204101398e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.483222730427797842e+00	9.620337261857418554e+00	1.714574643047832581e+00	1.152210688210304701e+00	3.251906029031457646e+00	8.558545357993464719e+00	2.560626254520198763e+00	1.362713002852273370e+00	5.754088571551956299e+00	-9.033394736776232037e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.617164699313073939e+00	7.932525187730292693e+00	9.498279359115471721e+00	1.554946616789391278e+00	3.834894675955753396e+00	6.917591735422467636e+00	2.072168335700224073e+00	1.342776487378170680e+00	4.163373318814524104e+00	-1.603086504877458083e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.961111936460789629e+00	1.012543892449509464e+01	8.413484368327447172e+00	1.633683000963890075e+00	7.590384420710975633e+00	7.955028235321427665e+00	5.255085916498902776e+00	4.755463075961831265e+00	7.923964300105085456e+00	-5.386843772082501118e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.310087269804064647e+00	4.692647482142690230e+00	7.435701068965102856e+00	1.621222264406844138e+00	1.001895745844841379e+01	1.268892334591675164e+00	6.877515614292426527e+00	1.636044568903445295e+01	5.536515241747430593e+00	-5.255164352791218789e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.681444351964955564e+00	8.177282845174183024e+00	5.330234638709598016e+00	1.418010485359721518e+00	6.425438563163416994e+00	8.216222969419064270e+00	4.989669202520627067e+00	5.050333669224641220e+00	5.198759938344431397e+00	-2.844480724324492371e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.275736622586387092e+00	5.004416513089871899e+00	4.770558185782440397e+00	1.520435936159605150e+00	2.033724618075114066e+00	1.012295119587109715e+00	3.272009865907735460e+00	2.239459995080892885e+00	5.032816889550697503e+00	-7.305514372226973308e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.343025307974852645e+00	5.118883802092058843e+00	6.739512032841482814e+00	1.681169224860910916e+00	2.143881776049298526e+00	9.127483416924166093e+00	5.554497350114757204e+00	8.674948592507910616e-01	8.480551744914755830e+00	-9.956450332000595438e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.455924506500906546e+00	6.859709306430588072e+00	6.018549113767261538e+00	1.510650090571826087e+00	9.185937700887237156e+00	9.935341735568023580e+00	4.613578361401946104e+00	5.472063721739553799e+00	8.607645471782864988e+00	-3.720117757439415982e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.369176738436948426e+00	8.544821729856803216e+00	1.304202069739900605e+00	9.140077688312573390e-01	4.007147043517185203e+00	2.996907703133611989e+00	8.758730062883588019e+00	5.435699325089448308e+00	4.531547278444776339e+00	-1.266643401701875149e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.959612265393426700e+00	9.791806132441976729e+00	5.584991409043723820e+00	1.547941128232303010e+00	2.036931756454630094e+00	3.331354136857376247e+00	8.800218701343535344e+00	2.288316780702463138e+00	3.945659666493520845e+00	-1.915563021694155168e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.595683872623979482e+00	8.398809102286151074e+00	8.097956505823233897e+00	1.647715634448969180e+00	6.712988005454419316e+00	8.001557084372894479e+00	6.014116709887331602e+00	5.524373587789000339e+00	5.318976424790545110e+00	-4.312232019157241893e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.363215429289931002e+00	4.590824996818574810e+00	5.758897204122296998e+00	1.469491722164618208e+00	6.832970516591982069e+00	3.297362330584299173e+00	3.955513705374238409e+00	6.834512956158201646e+00	5.996572828575264857e+00	-2.505974650414671885e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.389919357068554184e+00	5.101345397117875713e+00	1.873436164215578126e+00	8.102068186424234986e-01	6.774904249297072134e+00	8.675137150248572127e+00	7.325343115085230394e+00	6.247091951373088925e+00	2.983109723271702762e+00	-1.628777704622283409e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.040387451808450159e+00	7.920750757953541665e+00	8.369992678584521784e+00	1.486287804859647510e+00	3.956852849868182531e+00	2.035964125264658975e+00	1.517688254084325949e+00	2.672094542836613407e+00	7.975684961985895605e+00	-1.901065615427908426e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.726392425714843526e+00	3.447941958106720328e+00	2.400825132846244436e+00	1.072610662819910132e+00	1.227914898186171833e+00	2.256533281824243176e+00	5.484976544890888484e+00	1.463718768390249725e+00	5.173498329094805115e+00	-8.035702390274680340e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.180580272667951292e+00	1.641840553787604629e+00	3.566166232275356229e+00	1.414028446680819284e+00	9.567579568881820151e+00	9.921662830754698348e+00	3.661342856536206281e+00	5.618555523597592583e+00	3.729717022381304314e+00	-2.092794726782433372e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.579109768421750326e+00	4.337688158607086564e+00	2.534168679243103739e+00	1.129923505191106070e+00	3.394989857734203920e+00	7.355415203714716910e+00	9.138658676899030553e+00	3.913734818422448747e+00	1.858111374893892442e+00	-1.308510837550813903e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.815204674750985347e+00	3.541591809406531954e+00	4.309711607867308558e+00	1.313201432855166662e+00	7.347433794126966511e+00	8.974748766554363044e+00	1.348389394267396124e+00	1.602291367612585171e+00	2.975553117660504121e+00	-9.804609261103873052e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.388630149412446002e+00	3.969546957398880860e+00	7.899771218593884647e+00	1.679694857871488534e+00	7.385317693989064125e+00	4.465182446618409351e+00	5.751249265173319358e+00	8.723360597148191786e+00	9.252040335111946234e+00	-3.531772034652011030e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.019912380931869311e+00	2.642118510792472730e+00	5.672618109450406010e+00	1.426936144733400580e+00	6.596476491957751875e+00	6.860441961453846105e+00	7.743372288655801405e+00	6.869416345829076675e+00	3.954244722993456307e+00	-2.548991351796639435e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.441463620623866904e+00	1.481141775426868978e+00	2.908475240936048589e+00	1.214570076339732907e+00	3.840084759553548999e+00	6.192006594399375174e+00	5.756000724713553396e+00	3.552673922725165578e+00	2.854996997845208551e+00	-1.156311813129402140e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.424024010613043956e+00	1.223833435526901603e+00	8.401966808185068913e+00	1.638384329867628164e+00	3.261204392228317150e+00	6.526718102370408836e+00	1.112347100180479220e+00	1.301031419712511683e+00	5.146027166440689804e+00	-5.193994523513443795e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.372356515388666764e+00	9.335935041851373128e+00	8.704370017214300148e+00	1.665402909451736191e+00	6.156572323399088553e+00	6.930608774033302666e+00	9.658545017903406915e+00	7.375815743896795951e+00	3.781869610030211604e+00	-7.527227661693856362e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.675790316482276943e+00	4.603671632897435195e+00	8.938277267517175773e+00	1.607556653459734974e+00	8.415162139081191484e+00	6.009917764872587220e+00	5.733862994398173818e+00	8.205409550392875673e+00	1.128063484949623385e+00	-4.838484287024197670e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.231034552286951467e+00	3.949868729934210343e+00	3.463731173906702487e+00	1.156427422673454108e+00	9.931484177719470452e+00	4.990988858624168856e+00	6.036100888914607943e+00	1.067622990725698529e+01	4.198527727879151072e+00	-2.693703245271418609e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.599527855826982536e+00	6.914784156406430959e+00	4.909172541965963532e+00	1.376585451367845048e+00	1.892680167918062706e+00	3.728646318824508477e+00	2.984210858489364071e+00	2.069360903005404317e+00	6.369743724500998461e+00	-8.886533486721270947e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.596576699087742135e+00	3.117053999030720668e+00	9.853640841458078725e+00	1.608633964714849984e+00	1.465719968002760165e+00	8.264727634345414131e+00	5.637998169603220866e+00	2.053062172728479240e+00	5.920861233894082254e+00	-1.163470741054875077e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.141820940456838684e+00	9.603993116241598571e+00	7.506106170518337173e+00	1.597708152433286122e+00	9.609955451425516770e+00	2.983993836143713718e+00	4.669145431684292191e+00	1.191027211163618738e+01	4.067202581831122821e+00	-9.592951037176587761e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.116754791267704050e+00	8.124225081590322972e+00	1.647397079628384997e+00	6.594771176916893740e-01	7.730541720671326722e+00	7.357327263178116361e+00	1.266898449816895589e+00	3.042185474356180475e+00	5.118602318487845082e+00	-1.122608550016336864e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.848770110461086524e+00	1.515484986645853072e+00	1.894326007267814749e+00	7.985023871833903941e-01	8.441722838376961136e+00	3.166109837024515095e+00	2.265640549345157684e+00	6.678342186590282559e+00	9.724729082858377893e+00	-9.436185601967957837e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.633776827576247204e+00	5.069889009524097823e+00	5.355416561238802942e+00	1.451915421755356039e+00	2.598390050893756076e+00	6.632780489199870289e+00	8.659183503999125620e+00	3.453447448331419700e+00	4.260099523552568712e+00	-1.466409719077619229e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.804530572394923871e+00	8.906829929908870014e+00	9.295293950518573212e+00	1.633479742446806604e+00	6.051088763541292437e+00	7.501466429432582572e+00	3.139491668147478709e+00	3.568658846668307127e+00	3.452201392910482447e+00	-3.626337659573973156e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.042805597871196532e+00	9.511963177841915140e+00	6.276947926434979230e+00	1.503498765985821883e+00	7.109347666013195344e+00	2.711543916773911267e+00	2.727634674317050756e+00	7.291677163501843140e+00	3.446371928530595152e+00	-4.402461318589550956e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.015923933360772580e+00	5.468193063298028456e+00	5.258063061206565969e+00	1.462146402729603167e+00	7.449267522585488521e+00	1.721056849736870786e+00	5.826270217067193613e+00	1.111254573346702301e+01	4.906147566386648506e+00	-3.724249385402189318e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.713584060560065403e+00	6.244951960349282238e+00	1.697155304541208887e+00	1.161440440142583519e+00	4.633068716961635580e+00	1.951947501253518569e+00	7.999515956234253267e+00	7.415736258693002902e+00	8.527086563354146165e+00	-1.453802154676369014e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.035388651640988478e+00	2.566877851965294610e+00	7.204088057859722838e+00	1.559886752955485845e+00	1.022914888587218130e+00	5.970033496655587690e+00	1.734615905227918642e+00	5.367051932820818827e-01	2.436950289858351937e+00	-2.379015718106510846e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.850790174516866671e+00	1.003830702967834654e+01	8.673441050517990192e+00	1.589116247562585960e+00	6.550130416798630506e+00	8.636367546335225853e+00	6.001294070864462427e+00	5.436003161234808090e+00	7.152014650048537092e+00	-5.503984157382612921e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.464648653607129702e+00	2.933291280480088581e+00	4.094276733253948919e+00	1.384311044650813560e+00	3.411989015651444301e+00	1.801302295615786919e+00	1.546946216289998066e+00	3.459728078242232829e+00	1.253985135370222048e+00	-9.067237319433866105e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.391080283322529088e+00	9.666048706100889731e+00	7.833807454713214824e+00	1.669789998426502775e+00	4.581059773714852845e+00	6.846191093251942306e+00	1.498745997710536626e+00	1.070135405754022884e+00	5.381521522429307147e+00	-1.647934186386790714e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.895508632402921556e+00	6.979535365423092941e+00	1.014661907399688090e+01	1.654108934051182977e+00	9.451328377111956058e+00	3.993341811162166799e+00	1.776690029427659079e+00	5.298487748709234779e+00	7.829767122921158951e+00	-3.975774773202367669e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.547824211397028193e+00	6.441488059584244752e+00	2.947552306737223127e+00	1.219887227145533881e+00	4.678462942592350515e+00	5.490648339741871276e+00	8.445877596688960764e+00	5.752723145537425253e+00	3.758725349977823704e+00	-1.922161257760217268e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.162045538348743356e+00	5.577437800807255819e+00	5.927288260212111304e+00	1.508593651231924015e+00	8.305439564716129652e+00	8.863111446338603372e+00	2.305271988615686496e+00	2.877324307248527724e+00	6.223021538213716397e+00	-2.176218392714178549e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.678510788691177424e+00	3.221657168071883071e+00	3.264249063966475628e+00	1.263604604214753735e+00	3.246202551262727720e+00	3.929642875971708804e+00	1.314410387168096772e+00	1.506049983679109916e+00	2.777198161189412762e+00	-4.665889005849120963e+01
