G	c	dx1dt	d2x1dt2	d1	m1	Fc	d2	W	Fg
1.000000000000000000e+00	1.000000000000000000e+00	6.123683487775174683e+00	5.866801115408158296e+00	9.244886825475896686e+00	5.046746761017071314e+00	1.577655965021261597e+00	5.592211419811213347e+01	8.369739488331637389e+00	2.111679127973601666e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.171168073976814661e+00	8.934640527906747565e+00	1.764657779283030914e+00	8.535074681692665921e-01	2.999584583692123552e+00	4.149891573177308501e+00	3.129498332395651339e+00	2.572711367344054167e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.325943271852233707e+00	2.381034545782085399e+00	6.116757695359686053e+00	7.720735701857924127e+00	1.865981167875986779e+00	2.590162899984297340e+01	2.920294621453324524e+00	2.237727124222747221e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.935405841833962803e+00	6.981619262938027148e+00	1.005794282465904743e+01	4.102118225211534686e+00	3.908215888272300598e-01	6.114865204484100047e+01	5.529004583145862739e+00	9.372576558097444277e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.170161589541118818e+00	3.460428640849921855e+00	6.034789107419632259e+00	5.750816240557443670e+00	1.632492519900756056e+00	8.590426338192415301e+00	3.063283739082272472e+00	1.701859618270930463e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.509325307620727141e+00	1.021867045972078891e+01	9.750025794425351222e+00	7.292804976877813594e+00	1.728636013959312656e+00	3.482377632661800249e+01	7.904475009335644842e+00	2.355205665613306465e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.162537119929784701e+00	1.006033822363929886e+01	1.476381119869773384e+00	3.678577573419374414e+00	5.650291560814743264e+00	9.662137130303094068e+00	8.671211257126719474e+00	1.172372938580273996e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.790457343605063034e+00	1.004686949832219511e+01	4.453373824868313235e+00	2.400322704217413339e+00	4.742886823446605393e-01	2.415862455441309109e+01	7.647934791710466307e+00	1.015210324690765020e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.781517697064018080e+00	4.763843246349503957e+00	2.726792249044053484e+00	4.324909111889360780e+00	5.273200879796656082e+00	2.251114488351566933e+01	8.630042763895485081e+00	5.983624367859790283e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.183055434259505212e+00	8.463436644887925908e+00	7.948799871543125839e+00	9.172090314945608114e+00	1.747256877455311885e+00	2.152148562809199817e+01	4.779503873442800810e+00	1.606286129243570215e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.615980292878079538e+00	8.022533074376793749e+00	1.020011815199738514e+01	6.356109503802098715e+00	1.466134076553921028e+00	5.306704809668787703e+01	2.816850283034340485e+00	9.067320199184948137e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.636148514482039573e+00	4.317658537425458576e+00	3.674454217303660730e+00	6.396404044214277107e+00	5.793223749965555669e+00	1.309575353733033154e+01	7.332875372182839691e+00	4.442913305346110775e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.940141950478736277e+00	9.141861149220380511e+00	7.123675197359083278e+00	8.224462847543751565e+00	4.936437511013854196e-01	9.524419293804413655e+00	3.941576277379724047e+00	8.888603267471362201e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.306292037509773962e+00	9.994048871502445586e-01	3.304508487578628362e+00	3.560147089579329904e+00	2.663515581939212673e+00	1.955164877264304479e+01	7.231833852332766099e+00	9.083253719988627850e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.873562710224245809e+00	6.163795789138323933e+00	6.864354749692826552e+00	4.409728568809239135e+00	1.055508713808642751e+00	1.896259520140285559e+01	4.493108788121028319e+00	7.413775112298892189e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.779426445611745677e+00	2.891785925299364735e+00	4.139299831260393248e+00	8.695960582056290633e+00	1.254432173703825537e+00	1.347326592392779787e+01	8.918264550422054793e-01	2.667137504200714382e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.969960290944827719e+00	1.224357165071825904e+00	8.454989024944801201e+00	2.201052568220755568e+00	5.748430178201928697e-01	9.494789086273384271e+01	8.827949324517017970e+00	5.862055102257937023e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.016669628042950535e+01	1.317721093601302851e+00	7.425336117669427693e+00	3.757327440545533026e+00	2.420648617118823509e+00	6.556338976347926462e+01	2.262153676429636828e+00	3.309447287788870540e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.859199568356553200e+00	7.696779018621323409e+00	3.405078195426110899e+00	3.098236538847029209e+00	4.134177246388301086e+00	3.045515210854944854e+01	1.045728598435224654e+01	6.085526534999607406e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.815037599647800537e+00	3.571865721643010083e+00	1.427076368813637641e+00	4.609854006598606446e+00	4.799168205767998074e+00	1.244653934907046633e+01	9.823503676216567726e+00	4.213978062304276762e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.390760817044954578e+00	7.574628198104316645e+00	2.202410859335360627e+00	9.800352947355028377e+00	3.740953523903867151e+00	8.236984891432033606e+00	7.507435064284686099e+00	6.127530172356620852e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.487347525084017796e+00	8.605357425717931052e-01	2.114586899358550376e+00	5.434974567252843780e-01	2.750153606834684794e+00	2.057287909626164080e+01	6.977888475690600778e+00	9.891708838313810759e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.244004592186214175e+00	3.757503090375652111e+00	3.048001072708333314e+00	5.404774929694795560e+00	3.871106560642626704e+00	1.821155751688485935e+01	5.256321969194027943e+00	2.986362712922821316e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.317699875690759193e+00	5.542037298175674032e+00	8.132033787130234614e+00	2.616712545940830026e+00	1.549200477026191347e-02	1.990462299011629455e+01	9.137481756595869697e+00	5.827706537097868456e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.076111836580728287e+00	7.436873606468981102e+00	5.922162392866395564e+00	1.044498065732461534e+01	4.348853021529004437e+00	3.742624953677613320e+01	3.436586163794634441e+00	3.202635869352376119e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.290888126991271756e+00	4.308476625275529770e+00	5.865036817079110953e+00	1.685971206275342471e+00	-3.362124771704744219e-01	7.024813449325194803e+00	5.164448234861414910e+00	5.611549472596140120e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.038560661539322894e+01	7.104014376958417643e+00	1.843230013023253733e+00	5.072049869638436626e+00	1.112759798739227435e+01	1.643254752253447748e+01	6.807195420283972176e+00	1.115356925152124035e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.474257337790107592e+00	8.434430244159930368e+00	8.523678060173214277e+00	6.525542198098655433e+00	1.522915884522948682e+00	2.763057617749363004e+01	4.812751961719476057e+00	1.458625380265479166e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.269456529685146329e+00	6.422502461887887648e+00	7.647785018737297769e+00	7.972747097784431247e+00	3.112161869406632864e+00	5.494636706483465360e+01	4.552556819982711112e+00	2.955113382163887081e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.070175799812020045e+00	3.121290443641048018e+00	2.185636800911735733e+00	4.317166114986119574e+00	5.847572746263777432e+00	3.662836406279899037e-01	4.535565537864601815e+00	2.259507100652164269e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.348250784683430403e+00	2.100267835465536859e-01	8.255616934669822271e+00	4.189239158996812762e+00	1.641357413865845327e+00	3.288242517501987550e+01	6.512171366188076682e+00	6.474688153935104218e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.201659220978475773e+00	8.053665427080959560e+00	5.771174751433681749e+00	4.798480195746964938e+00	2.187365516001053223e+00	3.756340244753754831e+01	7.688727393964282619e+00	3.835045791364709800e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.618103432513039674e+00	1.907004765376878241e+00	2.743168308688528789e+00	3.492264455165536852e+00	2.144463074628184085e+00	5.446903369885425228e+00	2.688343416341588465e+00	6.813704267169142792e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.827841561712748586e+00	8.279768368500196374e+00	5.608792733988689605e+00	2.790192557809304308e+00	2.169996874294962907e+00	4.989959085114735871e+01	8.821470761431863039e+00	5.894869191165726363e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.534283761389946044e+00	6.460381068878190192e+00	4.681994442901067366e+00	4.675277904495192871e+00	4.788004250941769513e+00	3.885585139972301505e+01	6.511084239556583775e+00	4.706915006407324853e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.521491939959453532e+00	8.703134708597506375e+00	1.795575609946130191e+00	2.935261904904987063e+00	5.980656106328046562e+00	1.843576361886054116e+01	8.700943406847025940e+00	1.324892584516644263e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.117606849359457755e+00	8.555565273433268558e+00	9.192525085359447345e+00	4.126560999899338000e+00	2.336947464054336621e+00	8.420727872011116233e+01	5.777346794642525651e+00	2.460207776344451958e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.742211904166308223e+00	9.808224222855990604e+00	9.447438320215644225e+00	6.587421724219760577e+00	2.235826873038846418e+00	5.627962867209573972e+01	7.937883336614778962e+00	4.860014774042535635e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.644635949441095590e+00	4.061406404845063989e+00	6.744363479241875403e+00	9.660918207287016557e+00	6.726088355448132106e+00	6.351881252148490375e+01	7.810296854218681251e-01	5.351552569993705433e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.763048421348659245e-01	8.937180654245652889e+00	4.115766553523505067e+00	5.625012501658931185e+00	1.292231807784396613e+00	1.196969567053602823e+01	8.567056460651976124e+00	1.478975136274029367e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.863561101806206821e+00	3.919654661814415686e+00	4.579507985666248615e+00	2.157593194003709858e+00	7.438855648797280118e-01	1.014564110975276279e+01	1.730741744456969711e+00	-1.088565392831396306e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.362638919167289853e+00	5.649776080351976759e+00	5.765158375518172562e+00	9.659668130349075010e-01	4.438224903125002063e-01	8.093352220479932413e+00	1.019134690751031691e+01	4.632891214869869323e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.296307958712760389e+00	6.955464090243344444e+00	5.326360508320915343e+00	1.005865404627796877e+01	2.580807566013274545e+00	2.531847092044970182e+01	9.829088990947491666e+00	5.700459505861265086e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.863047196447990217e+00	1.072929545268962670e+01	1.236321319931767970e+00	3.100331336587768494e+00	5.046743068122193421e+00	5.888922912767607265e+00	2.857661707294364639e+00	4.377542503313018329e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.956426244835548278e+00	9.257526568772703968e+00	5.695165797174610134e+00	2.377794154480247890e+00	5.338481408804129913e-02	1.833755289448791359e+01	2.618398741951368347e+00	3.280482956590166754e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.416108623631494368e+00	7.566215629881852145e+00	8.823139308277754722e+00	6.396919087727821918e+00	3.343693535482875401e+00	6.791884407031899684e+01	8.349659396257832711e+00	4.809512155661117561e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.955902310623431894e+00	5.213811315310231009e+00	5.516436579720348732e+00	6.310362643880401912e+00	2.221513611044318548e+00	1.912905344426084753e+01	2.856381260177168979e+00	1.026134771389276246e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.071833604371140503e+00	4.680803116087089322e+00	8.164271416412463012e-01	7.702900934089569773e+00	7.483483400514944428e+00	6.240315912149637434e+00	7.982754268000723741e+00	8.711595694662959488e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.627308214298940570e+00	7.380638250914933529e+00	7.871257231704213986e+00	3.369344457365252676e+00	1.152902203144284599e+00	4.897466256142831753e+01	1.516072153015218582e+00	4.525053042837603456e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.947376637866762294e+00	3.681672863857605726e+00	2.854445978659452710e+00	9.401335821455926167e-01	-3.611224359063186506e-01	7.060228326304237356e+00	1.843075133272503274e+00	3.358439243154115239e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.191903288492355273e+00	1.845970847174943419e+00	3.182805872881729226e+00	1.017727799521315646e+01	1.205802052008191438e+01	2.550440897720138622e+01	9.222639537595286541e+00	5.732883229717461404e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.864686315501414171e-01	3.695444328756622543e+00	2.333661740272154894e+00	2.456610394749173309e+00	6.301423774098290354e-01	3.543742880839013232e+00	7.183008404254220380e+00	1.053785391684838757e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.338743148777727043e+00	3.989152939560898226e+00	3.020696747704619156e+00	5.716186971195345023e+00	8.500881271486967705e+00	4.403595086060332875e+01	8.578941995108209539e+00	6.807128712745898724e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.872381084702271714e+00	3.875551643844147520e+00	7.174263920493593183e+00	7.986526863759054073e+00	2.899814511228516967e+00	5.783608770480674366e+01	4.349112730555292572e+00	1.429080897335031963e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.613377958819757652e+00	2.928428326389103553e+00	5.451983396349551647e+00	6.037345037545915893e+00	2.206567850518140084e+00	2.147771050863629227e+01	6.845496220707108392e+00	6.794780036457240158e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.060006879162547655e+00	1.178397363544831933e+00	1.135960040389949688e+00	4.284219129371917845e+00	1.617408534200608372e-01	3.284278549051734331e+00	6.652151422095377242e+00	5.729383195748577462e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.980913886886638053e+00	6.518886163241550680e-01	9.254212169295863433e+00	3.464855704916858237e+00	1.476470511242424122e+00	7.368228318545091327e+01	6.160213743073049919e+00	4.810216025571101284e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.583081285818193962e+00	1.029288418362822455e+01	8.158291124204540168e+00	5.748903343424148105e+00	1.968943116254481929e+00	6.849747392654143141e+01	6.527498171451877162e+00	4.613596101695009111e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.629858726794504165e+00	4.649624612709255089e+00	9.214453913282623532e+00	9.123605472966843877e+00	3.453353789138054353e+00	6.060493809826530054e+01	5.882452865992355839e+00	2.508632724625959654e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.626560838909948181e+00	4.030662553763775691e+00	3.479866447541088537e+00	9.298563037012977261e+00	1.265400639004742622e+01	2.914772909659019007e+01	3.980099612793076780e+00	6.536915221649165630e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.553991288502425405e+00	6.401651178423243493e+00	4.760945747394056404e+00	1.369947469380889959e+00	4.318629052696431048e-01	1.400424084339643471e+01	4.457335993051379397e+00	3.076328522004359023e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.917802598789195123e+00	3.182446566970379198e+00	1.041737482984315655e+01	1.824351314921760725e+00	2.443213810498978122e-01	4.495323388933152842e+01	7.994850850239667572e+00	6.865249457441452208e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.864947532925806506e+00	9.266718027830332716e+00	8.358479966039782383e+00	8.564575656420556626e+00	1.208507593291763937e+00	9.932947684706647351e+00	2.603197880659524177e+00	1.209081938410104939e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.444569685514965229e+00	6.957422506120337857e+00	1.073909032031622690e+00	7.846989559484234711e+00	2.666578585962847114e+01	1.320307921122841321e+01	7.025487952213600451e+00	3.922215592412237015e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.027067313630694478e+00	1.135301851834372044e+00	1.353960357338418463e+00	8.440576879291956658e+00	1.859911538478187865e+01	1.542398589165065914e+01	1.765240434484392829e+00	2.452363383092168547e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.114442973271593473e+00	4.628273366503094621e+00	5.781236099519397875e+00	2.804897318700903419e+00	1.361093281058349369e+00	2.521397356169876502e+01	7.409256259162400049e+00	7.914850266411907143e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.497187710534716221e+00	8.797720965830004403e+00	9.311091807250193142e+00	6.189899631314840001e+00	4.154507467066427262e-01	1.021377333679571464e+01	8.451715156683848207e+00	7.790893682368402295e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.370982412682586027e+00	9.367101853034228043e+00	6.425161552330921566e+00	6.800556369625319952e+00	2.455816305173299074e+00	2.526433217653773511e+01	3.027002514936129263e+00	1.816499215466025774e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.101519125016986678e+00	4.993680413843640586e+00	4.161204333532277921e+00	6.296604180529440598e+00	2.638811122943686360e+00	2.690322219915176660e+01	1.713499158366527997e+00	8.038722222834516984e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.328024314288150265e+00	5.699662088140978966e+00	2.003643338713016586e+00	6.044958014885926545e+00	8.949347101145457728e+00	1.483736609966215880e+01	1.488266753810353116e+00	3.569897644762809819e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.364694446742539036e+00	2.016780545231334987e+00	6.040030609364416492e+00	1.112281551631885135e+00	2.821014245905076878e-01	4.221070582945525018e+01	5.803078833473115594e+00	1.083673649556186946e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.781997731808020902e+00	1.057907121448979737e+01	8.384688934805087257e+00	7.233400157575286649e+00	3.146298990750268754e+00	7.794834055407085316e+01	7.720509289922521390e+00	7.019648285021577294e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.546274606703923915e+00	3.661515155855647574e+00	4.817926714911279440e+00	3.908537866240168857e+00	2.204336299472025473e+00	2.638451008984203838e+01	1.317238442793759789e+00	9.265234777805491095e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.424705497923365094e+00	9.806109547912988944e+00	8.940799245532087269e+00	4.878429384797860813e+00	9.474122133334590412e-01	1.615290001626848237e+01	8.185301787365995452e+00	6.427357796948766300e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.207257872119147812e+00	7.119137762458087160e+00	9.162266914385764238e+00	9.716192092145428560e+00	3.263857721706832749e+00	6.824969505965978556e+01	3.863132798174868210e+00	2.231019539138368657e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.746408212201035148e+00	6.972960952910721488e+00	2.543622255485794348e+00	4.673555576151349200e+00	6.259890524234533515e+00	2.518189229881894775e+01	5.496143437310605506e+00	5.446350412380603245e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.916957407109698863e+00	4.990681031550748159e+00	5.657216737700525577e+00	9.556549529725309355e+00	4.255823925642998162e+00	3.224858781350470593e+01	9.892901673128349671e+00	6.064187628082085268e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.121228739450749856e+00	3.094346873274579135e+00	3.046139504772719775e+00	3.146085581723736979e+00	3.283301206838812547e+00	2.964566539641599263e+01	3.103104361764799535e+00	1.053878823714495283e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.791524228575084088e+00	1.965530226329678776e+00	8.676016352853881841e+00	6.615137435144155198e+00	2.184792183728178738e+00	4.896410568375225836e+01	6.193302282382195934e+00	5.729638165868847111e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.688222483680779540e+00	2.370807382966040766e+00	6.159636524598817608e+00	9.983407067049185457e+00	5.322718107634296203e+00	3.038517735030846012e+01	1.753528115754519279e+00	2.396498121783688262e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.418865208010748447e+00	2.882704617350102083e+00	6.778582178532593261e+00	2.352443459375255230e+00	7.731959270063490930e-01	3.525711976292235761e+01	2.014303166142865198e+00	4.677983785032568953e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.640416371442664722e+00	8.542952274595172923e+00	8.523665429740589161e+00	4.386351538375586889e-01	5.190744501641751940e-01	9.433435597530056782e+00	3.830673796537887643e+00	-5.325351143686544164e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.989102045586804257e+00	4.043286037388901910e+00	4.524137649552998575e+00	5.169746722186553178e+00	6.823331581889600095e-01	8.453542072681035080e+00	1.779610373388395228e+00	3.307014886177725543e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.030375028582407815e-01	2.437948713037780379e+00	8.784394001800153617e+00	2.561993035670913965e+00	1.316936759342395846e-01	1.339043606710515100e+01	6.841777351662672757e+00	-3.351884291314730646e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.572006204936767126e+00	9.839742589601566891e+00	5.762462230446446121e+00	7.271277011588979988e+00	4.716996035118531161e+00	3.668922097131404314e+01	5.615560770056642781e+00	4.954504335267245096e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.990434985783752442e+00	8.521935070156231973e+00	1.948839898202163079e+00	8.841543823997433549e+00	6.915114458118537755e+00	5.749522036266575320e+00	5.686745086327712251e+00	9.609651500202816976e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.128199370972584603e+00	8.745206531179096743e+00	7.322715344213855282e+00	5.534396084751017852e+00	1.891210550269460944e+00	3.515740982130922987e+01	2.823370827577177611e+00	7.486914870585447801e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.401402413383586065e+00	1.052057280169042386e+01	8.689826419634471222e+00	3.136643364733716854e+00	2.264635188612512451e+00	7.831577666898587609e+01	4.383280208492943864e+00	1.174980811804997671e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.823841466194536576e+00	2.636521046791440614e+00	3.202073020890630062e+00	4.378031848285178995e+00	1.946287737107208482e+00	1.137630359445129891e+01	5.508537783188314663e+00	5.051794781577166660e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.765530565247230399e+00	4.942273855674953253e+00	7.868491440772843681e+00	7.988637881361495552e+00	1.706734952808337535e+00	4.261051556794034667e+01	9.926280862899298896e+00	2.168611968003950352e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.595157651219532013e+00	6.345479921370341003e+00	9.182483388426854631e+00	1.393760305171961367e+00	1.129337169165566035e+00	6.995654123412100489e+01	1.848439516791509751e+00	3.081530070096457408e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.007377163355092975e+00	7.400300423387767168e+00	3.068188196764895626e+00	6.356184875957057834e+00	2.327137044594246973e+00	7.199601033046974408e+00	8.082879778450935859e+00	4.703575333874286457e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.207159386857043160e+00	2.100355208237213667e+00	9.869221884318521987e+00	7.128403956972533706e+00	6.179479627864254976e-01	1.863307134556669098e+01	6.345436742658230322e+00	6.529363838955267951e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.336961791150496737e+00	7.567127982856673540e+00	2.443319409138754672e+00	7.386436464861995788e+00	5.101204968046015864e+00	9.160031774808361504e+00	5.642948587459420295e+00	6.824993376739683981e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.464006985675016637e+00	2.985093986362426399e+00	1.634472184352124380e+00	3.133363570034674694e+00	1.034636835414866507e+00	6.196906310472543922e+00	5.718645134345425873e+00	6.405213661477581866e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.812366019550690766e+00	3.621751403382350354e+00	3.038934365113586278e+00	8.495251505696128191e+00	1.336106259554785680e+01	2.580367240940407569e+01	1.572801148161853568e+00	1.531690976595065123e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.322687273801102847e+00	7.093507901440871954e+00	8.400057201523939199e+00	2.679671806981638316e+00	7.571844999755166228e-01	7.195756793554168951e+01	1.293431646328394802e+00	1.631252619598299036e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.496022065477447427e+00	6.471172565631776230e+00	6.876293210446082327e+00	1.719257782579336258e+00	1.509125118761710960e+00	4.933837735284080139e+01	7.012636066561127812e+00	1.963698603330699655e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.803872478261194345e+00	5.826266577296594917e+00	2.004850601538769705e+00	8.339589185008522421e+00	1.577014713474515517e+01	2.482406673200146940e+01	3.840745890984580413e+00	1.058119087668516016e+02
