G	c	dx1dt	d2x1dt2	dx2dt	d1	Fc	d2	W	m1	Fg
1.000000000000000000e+00	1.000000000000000000e+00	7.398083593905954380e+00	9.911239156953088880e+00	8.880085960853058680e+00	7.409833421481261118e-01	6.368146455839700515e+00	7.181753316524407182e+00	5.075699548970855801e+01	7.930627869811723407e+00	2.155366471900004655e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.558022333857995712e+00	4.858971740096783343e+00	8.886925017313762609e+00	1.551362292111962082e+00	8.786266881628716163e+00	6.195083904955977161e+00	6.209602577671316936e+01	6.200086666011607406e+00	8.802499912783256164e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.665773845205064996e+00	7.162311477537191884e+00	5.019459153340745772e+00	2.236899000983304797e-01	1.998673814700507867e+00	3.490607496921553476e+00	4.693365141833861109e+00	2.795486396983487332e+00	2.188544444043040382e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.991348299410986566e+00	9.569676508690003303e+00	8.006495683274197361e+00	2.222985020339394158e-01	9.543136767714271329e+00	3.003099002252094696e+00	1.057398475184926312e+01	6.970565879132770704e+00	5.805743145528094118e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.964143722105612611e+00	4.733354713429401173e+00	5.253365601507485216e+00	8.335659909521123678e-01	2.856064060744331279e+00	6.600879115234557837e+00	2.407815532632848488e+01	6.606167575820811599e+00	8.213420893360094510e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.536517006957099474e+00	8.970293685522404914e+00	9.076553117705358886e+00	1.717162923042125366e-01	6.273279690570693568e+00	7.727733121464129162e+00	1.129583594116076029e+01	6.393538123237543225e+00	3.375255337249723819e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.816675077216627798e+00	9.442279289064005710e+00	5.920572977228299116e+00	3.899236441199561698e-01	7.236401191153089663e+00	3.101460353074527276e+00	2.072907758909752829e+01	5.491993755660673493e+00	1.116683466916868106e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.691922406810629553e+00	2.520872244486769720e+00	7.042432430450654479e+00	2.682334931770842257e+00	1.160596931132593435e+00	6.470398104110345550e+00	3.199103682536547311e+01	5.690953917322122635e+00	4.765939971554488785e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.138195851710348983e+00	9.400483930688320555e+00	7.996579182343940495e+00	2.227909103304616389e-01	5.080381076327026513e+00	7.574035976875411080e+00	1.296561399301966233e+01	4.010621105959367050e+00	3.218455551841691076e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.341273222031853507e+00	6.857903084443756292e+00	9.718498819533941457e+00	1.067681462255816394e+00	9.490459543579447654e+00	4.026481366883588819e+00	3.948084504311102449e+01	5.702502733257736267e+00	9.994659804302978401e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.809554866233678005e+00	6.480119092127477387e+00	2.900037187477614076e+00	1.224945720652125258e+00	4.546686648289964161e+00	5.279941514031093241e+00	-3.456749230254728644e+01	2.690377303862800940e+00	1.649797368918761009e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.522165585641593211e+00	2.679858540358093677e+00	8.118119811341616199e+00	2.096545951075265535e+00	7.015177942070169870e+00	5.306750404085745387e+00	3.077460367669778307e+01	8.196534373883487490e+00	4.728749028123024445e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.684357514884256446e+00	2.899328022121999027e+00	6.209965921902070640e+00	1.909676308611330420e+00	9.799393491506378950e+00	1.101372065380165077e+00	2.760509279901627622e+01	2.663932846319859049e+00	2.168019106139583929e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.786715245260572793e+00	2.645289395372866892e+00	6.627423561400419771e+00	1.794117379609714957e+00	1.874063789756158727e+00	1.783836041092691893e+00	7.027734526564287876e+00	1.716469024391019227e+00	1.174129659553305283e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.238960978111572686e+00	8.060968595638833278e+00	8.190069429433338044e+00	1.531353317867440167e-01	1.072839549379474899e+00	3.306826647868220004e+00	1.951611028221231781e+00	4.881852479436775027e+00	1.918911236620425953e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.948912737988979682e+00	4.169350007378598733e+00	4.595503284484239614e+00	4.708435614709677308e-01	4.890982994757526292e+00	1.264911385331735527e+00	5.686192717710111921e+00	6.905737190160355254e+00	4.238617615177838971e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.243987032203289766e+00	1.530382693315428533e+00	9.268730929123698559e+00	8.430584242438766696e-01	1.825115975121602396e+00	6.725548229742091877e+00	3.817183118683280973e+00	4.974783521815781206e+00	3.829848649007457917e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.526168170322141471e+00	9.297809751345102569e+00	7.331043675460565012e+00	6.143076355903102082e-01	4.867866705169499042e+00	2.540641386360495968e+00	1.865473120945578245e+01	3.472146045624667554e+00	8.455460939951263910e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.296853048453836976e+00	9.922062621646148273e+00	8.089936120410509801e+00	9.231810399047292170e-01	3.294223583830126589e+00	3.628431332328312831e+00	-2.875050081665825985e+01	6.082198540464887948e+00	2.241473337859138582e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.231930588110790481e+00	2.632718477777442168e+00	3.816886017648299934e+00	1.254929436441964530e+00	4.851843197133058005e+00	7.064870954448188911e+00	4.404645045134917325e+01	4.068750864983274873e+00	3.063132966850585337e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.603889756515398446e+00	4.563378924205451881e+00	8.835506680901472620e+00	1.019264870821656066e+00	7.531361288965172207e+00	9.741409920942050604e+00	3.759366909898204057e+01	9.327714511741975301e+00	7.892242335318178093e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.869431461798960470e+00	7.844545047177270192e+00	9.145701511886207058e+00	1.004109948826988896e+00	1.112037414911972721e+00	1.496862756326651667e+00	5.734997084016639768e+00	9.408584258830137159e+00	2.074167034021316169e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.087603894979734420e+00	7.257925697994608072e+00	3.504898324646635643e+00	4.368466747056550248e-01	6.263863281774783687e+00	9.056385516365420330e+00	6.845899172494544871e+01	5.485558646540533267e+00	1.178318287488052896e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.415343866976740639e+00	2.955670857820341446e+00	2.813867193340587658e+00	8.150072230682290364e-01	3.259542246104305985e+00	5.527565399110998534e+00	3.028070141848672847e+01	3.879652674722635641e+00	3.474403616027434971e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.229684818998071805e+00	5.883517350731915840e+00	8.993501491860275365e+00	1.426713389982560809e+00	1.805694420195846694e+00	1.918911886762480590e+00	1.190971246852191356e+01	7.539437733478449921e+00	1.352738034513197007e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.731956475585244348e+00	6.363807365450682596e+00	6.992179874989210120e+00	1.064850743536844613e+00	2.875287174553829761e+00	6.410602171714937292e+00	5.620846325173844349e+01	1.388893639576038730e+00	2.802081219409683133e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.842596211764106151e+00	2.290933168712562029e+00	8.908091105134113619e+00	2.720342005529714058e+00	2.895309072571588871e+00	7.463945013956295504e+00	2.099625071654696029e+01	5.254356775944286184e+00	2.356036508659060225e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.772455626446342691e+00	8.703957210673330280e+00	9.632242510839141403e+00	4.173237504125033026e-01	1.454329034352744854e+00	7.201383330298742003e+00	8.306280153551265144e+00	4.013110741178055996e+00	4.641478749387730751e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.073590380131360877e+00	8.330347054614668068e+00	4.731101091538537418e+00	2.483042555742448476e-01	5.151979398529612730e+00	9.057395613581023852e+00	2.174985056289384033e+01	9.276163652361097078e+00	1.056369203308256211e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.031231920709444250e+00	6.825902516532022624e+00	9.729326265798185602e+00	4.543185373636896562e-01	7.607896681122788607e+00	8.064245504538282816e+00	2.036317640153458797e+01	1.163123354815737587e+00	7.250691159531535979e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.913527910839290413e+00	5.966267274032273527e+00	6.969741592781860007e+00	7.968594918669047455e-01	6.462425345606175320e+00	7.156718552343530604e+00	3.731485397571977813e+01	5.965568872811550349e+00	8.256290042547535180e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.421591847940504749e+00	1.835948686020694609e+00	6.650295284281924957e+00	4.679519877530673000e+00	7.021490109517120715e+00	6.977520135140058422e+00	-6.321195818534746991e+01	7.793470270261559918e+00	5.721479276586820539e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.016013039762325709e+00	4.241587325591263280e+00	8.976728738072642599e+00	2.337387801369099349e-01	9.561567019637049469e+00	3.640480728510838926e+00	6.801865044615484024e+00	5.372437410387023604e+00	9.303988570855427076e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.804751840435875998e+00	7.499644049589869077e+00	2.417151031468785405e+00	6.244977224409902217e-01	8.218464092885538363e+00	3.284357707845288132e+00	-3.715062738031259215e+01	1.826379988043091318e+00	8.576946436830386489e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.008238483042425138e+00	2.951041420338514687e+00	5.803219757224213460e+00	1.348635360684280471e+00	5.882112129471410711e+00	6.658078019410162085e+00	3.473078426599369806e+01	9.795951208114528797e+00	6.641325292493452714e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.822007681713968541e+00	1.647030161441655371e+00	9.101516248851092783e+00	2.322469130729574616e+00	6.596073862995206483e+00	1.119421757503443304e+00	6.708051010802384084e+00	5.660111433203066866e+00	1.345828279155245832e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.726291028677009010e+00	6.352604281995302138e+00	8.773415982597322582e+00	1.549727218522249039e+00	1.625982793227694234e+00	6.084716636238100662e+00	-2.537803675656042657e+01	6.495749607238431977e+00	1.533024339891348475e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.284534453013376876e+00	4.191186070420884313e+00	5.853406562155401005e+00	8.038387711574881411e-01	9.319527579658659633e+00	2.232812733095219215e+00	1.658172650450251240e+01	3.147544259832482982e+00	2.338922155211540233e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.453715049262469527e+00	7.094902393437596544e+00	7.401185317182774170e+00	7.607893797810291181e-01	6.247636859342809323e+00	1.804342629441832768e+00	1.657078861947216453e+01	5.379228118317572971e+00	9.437800135111865885e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.693624224316926163e+00	6.102754754773719092e+00	3.731889160066888422e+00	5.984716747799098124e-01	5.826691972888839999e+00	8.541787195112100051e+00	1.051526037826341309e+02	4.831201264419635599e+00	9.482817176036872908e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.616750765771429954e+00	3.409466491827442880e+00	5.231978788959131599e+00	1.063026509033345501e+00	3.357978445526591749e+00	9.266550192432292832e+00	2.864619372203141623e+01	1.683110102552405118e+00	1.236789189993992233e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.336935477395197358e+00	8.907767890805756039e+00	8.339854262154618780e+00	1.573577667745279240e-01	4.296245929625555959e+00	6.850140771413011365e+00	7.576215282920863991e+00	2.022682982052740108e+00	7.328152302975985410e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.446857899446376550e+00	8.117634315662906275e+00	5.177670141890104105e+00	7.942288607035578041e-01	8.880458581901088166e+00	1.865330775633601723e+00	-3.097650683418615358e+01	8.649841513310242647e+00	2.937432319235606926e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.495959612691259100e+00	8.715473522657408267e+00	5.611999343873169011e+00	1.747937388515904134e-01	8.054910525293035306e+00	7.506471816240432027e+00	1.791720769574985184e+01	3.204850523434524590e+00	2.349309162382151595e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.313247577962586732e+00	7.293285429984583068e+00	7.440004253461519390e+00	3.162501809605304803e-01	7.344767778653549684e+00	7.364244574670815169e+00	1.888172430044378203e+01	2.855943877137658848e+00	2.085374808563247750e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.753576325575220807e+00	6.588962070976704943e+00	1.778744584251161331e+00	1.509332002380651794e+00	5.013062197152826194e+00	3.292865303727099846e+00	-3.035650071023281527e+01	5.509970066181935522e+00	6.277925424150488709e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.158660241551233039e+00	8.802762318343631875e+00	5.030119946138479570e+00	3.507298419976018766e-01	8.408316767469941055e+00	9.622931577498611944e+00	4.736718791136183171e+01	7.956901039438991852e+00	1.451391522184993477e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.572170770781378124e+00	1.238269407724058135e+00	7.747249366314431285e+00	5.983140449281130202e+00	3.650046073750032427e+00	6.175896970491310256e+00	6.763979010328445440e+01	1.630323575645538980e+00	6.270506786028875457e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.310984007180223898e+00	8.422778819996951327e+00	6.865899820371591744e+00	4.928546875974625929e-01	4.878671762004050727e+00	5.651147272059774629e+00	2.375592637124720241e+01	6.142517815208780263e+00	1.108409609226818127e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.863444420293714821e+00	7.608202939114940833e+00	8.526417523733119452e+00	7.486062803613138250e-01	5.520640809051415410e+00	4.272180361377715840e+00	2.408444144432955625e+01	2.046481717288849644e+00	3.654060197727728276e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.781335457669024569e+00	2.355103533941564908e+00	5.257228947192179369e+00	7.326038202748167416e-01	1.415743139439127773e+00	6.478538213322644346e+00	6.518339651699744941e+00	1.422677773853608274e+00	2.085047892136628889e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.533372788290716215e+00	8.329055822596401981e+00	9.732699105055372613e+00	1.014128629407113236e+00	5.355225839275944644e+00	4.419474276350434216e+00	3.781880992788125440e+01	1.421657881915881383e+00	3.453953985957018968e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.294098279012508845e+00	1.085869024574492636e+00	7.025332822346775252e+00	1.281471237680465558e+00	7.869954512524223844e+00	3.781595961129435857e+00	8.566049117916737288e+00	8.434530072431515535e+00	5.835244456424967252e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.117012698759380029e+00	6.516847789135909785e+00	7.218133032329240528e+00	1.076832903426085508e+00	6.964834556932334664e+00	2.547788620850885088e+00	7.699331782461032958e+01	2.144862497878873508e+00	4.369663875956782739e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.240125659373135125e+00	9.775309053622983413e+00	1.561992447739921408e+00	9.858401722635046216e-02	3.361986325199268766e+00	9.849856582270160033e+00	3.086693616784798877e+01	1.471456761713683115e+00	2.987827462865155326e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.992192029659829888e+00	3.293958475695113020e+00	8.735961873436433933e+00	9.168402351334181688e-01	2.445138759836050557e+00	5.711865204322516654e+00	8.448166176470744304e+00	4.964602913554252872e+00	2.041719058029710876e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.533960088041030456e+00	5.835123024660324731e+00	8.446027238717752184e+00	4.374581563428823761e-01	2.669775601833746403e+00	9.971215056129866028e+00	1.132030827794209848e+01	8.593454945424204183e+00	5.120409684773746584e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.397547665984141929e+00	7.830020801267592923e+00	7.359913811169017883e+00	1.180827900335819525e+00	8.288957054602667185e+00	3.865544532826517887e+00	-4.582577850842323386e+01	3.337823115117830142e+00	1.149217921602159187e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.243734610513574257e+00	5.989083576155131539e+00	5.564510697094859459e+00	3.710152012328565285e-01	7.137109511938154682e+00	3.771143096377485460e+00	1.449005318194875258e+01	4.810749355274505312e+00	3.686115658640654935e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.272801617664210738e+00	6.750909961130933112e+00	1.284438982386598482e+00	1.396783364307013109e+00	3.811123485847541126e+00	7.261697146131345093e+00	-4.605201718443937864e+01	1.445231830058367084e+00	2.180892763678428992e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.341066518961397946e+00	1.978278474573006651e+00	6.899551259669888914e+00	1.721035824704454376e+00	5.560943917706474338e+00	2.126405364714129220e+00	1.041036214544250704e+01	5.054682745919599540e+00	1.496609613243561121e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.394385629045313379e+00	7.254477515759260697e+00	8.804782942680287050e+00	1.153440511653542222e+00	4.243697991236318856e+00	2.139419695986557457e+00	2.804889550355432348e+01	6.316383225406084989e+00	1.405978787457771340e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.021659349212524326e+00	1.556253023662682367e+00	7.903729264256303289e+00	3.722588540401377877e+00	4.163320040505822384e+00	6.068839818515069595e+00	2.970273916850744911e+01	6.089322517189531325e+00	2.419979479115691223e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.094423073686287662e+00	7.307119901418249519e+00	7.021559748218081154e+00	4.349773409788919021e-01	8.147797114131675400e+00	7.289094825418242607e+00	2.769707345489571892e+01	3.990769752167800721e+00	4.599038990043303521e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.884209339237269409e+00	1.546003002577574170e+00	3.403848573993208504e+00	1.126920767239675936e+00	3.821574215188495494e+00	7.816293468264396083e+00	2.099102249509032347e+01	3.819507180435466331e+00	9.885944569748204014e-01
