G c dx1dt d2x1dt2 dx2dt d1 Fc d2 W m1 Fg
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 7.70369116e-01 3.40661825e+00 1.92558333e+00 1.10421816e+01 6.55474804e+00 1.21589729e+01
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 8.98781084e-01 6.49006675e+00 7.08835375e+00 2.52387871e+01 9.72836978e+00 4.94381646e+00
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 7.61292129e-01 3.81616655e+00 6.34817645e+00 1.26571170e+01 7.54868024e+00 1.28058650e+00
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 7.18356561e+00 3.43986628e+00 6.42835108e+00 4.77538188e+01 9.30343381e+00 3.37297288e+00
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 7.44397085e-01 6.37901454e+00 7.14279214e+00 5.06424160e+01 7.85990852e+00 2.13928238e+01
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 1.55899581e+00 8.79486070e+00 6.17823256e+00 6.21363891e+01 6.32545272e+00 8.75134142e+00
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 2.34149602e-01 1.95315224e+00 3.48330425e+00 4.92824488e+00 2.72821032e+00 2.13094920e+00
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 2.13915839e-01 9.50262633e+00 3.03645187e+00 1.05803140e+01 7.00017087e+00 5.72718622e+00
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 8.36042971e-01 2.82369371e+00 6.62797153e+00 2.42794857e+01 6.61041609e+00 8.05905295e+00
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 1.76392923e-01 6.28827284e+00 7.72370440e+00 1.10097302e+01 6.42222253e+00 3.26601514e+00
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 3.99769075e-01 7.31025635e+00 2.96842500e+00 2.08555675e+01 5.40807281e+00 1.11271373e+01
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 2.69164798e+00 1.13855403e+00 6.45397271e+00 3.20122390e+01 5.75790944e+00 4.68432846e+00
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 2.18918171e-01 5.05228822e+00 7.60736133e+00 1.29317928e+01 4.00998274e+00 3.29844579e+00
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 1.08359841e+00 9.61822914e+00 4.07186781e+00 3.95186555e+01 5.67381423e+00 9.92456898e+00
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 1.21290770e+00 4.59131786e+00 5.30675533e+00 -3.45295021e+01 2.77800315e+00 1.65887644e+01
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 2.10300553e+00 7.05214448e+00 5.18803241e+00 3.07193498e+01 8.24656958e+00 4.76188714e+00
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 1.91148692e+00 9.79306259e+00 1.12314173e+00 2.74051784e+01 2.67199259e+00 2.44634077e+00
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.81029496e+00 1.91703791e+00 1.73438848e+00 6.92720084e+00 1.76469661e+00 1.13788495e+00
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.53284961e-01 1.07487948e+00 3.32732432e+00 1.75794498e+00 4.92621424e+00 1.97704584e+00
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.74816281e-01 4.90224513e+00 1.25067017e+00 5.82328618e+00 6.92476696e+00 4.13829335e+00
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 8.43664405e-01 1.83362935e+00 6.68237793e+00 3.77561275e+00 4.93945142e+00 3.47754738e-01
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 5.96499796e-01 4.90618875e+00 2.57182467e+00 1.86343960e+01 3.49078719e+00 8.35396737e+00
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 9.21030874e-01 3.32840478e+00 3.66338826e+00 -2.87964892e+01 6.02354066e+00 2.25125703e+01
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 1.26454490e+00 4.90962987e+00 6.97442027e+00 4.38661820e+01 4.12302102e+00 2.96937806e+00
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 1.02787192e+00 7.51103036e+00 9.68772451e+00 3.76225896e+01 9.39580921e+00 7.70210653e+00
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 9.96908796e-01 1.08148745e+00 1.45375096e+00 5.78811274e+00 9.30380626e+00 2.06726752e+01
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 4.21132343e-01 6.30508591e+00 9.01345889e+00 6.83890472e+01 5.52134638e+00 1.17118230e+01
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 8.11595984e-01 3.17819872e+00 5.50250682e+00 3.05136228e+01 3.95095595e+00 3.45909080e+00
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 1.41837989e+00 1.82252338e+00 1.80889167e+00 1.19407370e+01 7.63419173e+00 1.35747522e+01
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 1.05747285e+00 2.79343303e+00 6.40820805e+00 5.62260414e+01 1.33041649e+00 2.73335387e+00
1.00000000e+00 1.00000000e+00 5.85408018e+00 2.16563429e+00 8.94174732e+00 2.70317117e+00 2.92965835e+00 7.43246950e+00 2.11168057e+01 5.27292105e+00 2.49201933e+00
1.00000000e+00 1.00000000e+00 3.86203127e+00 8.75914856e+00 9.70413954e+00 4.40914006e-01 1.56273666e+00 7.28049507e+00 8.16781920e+00 4.02691055e+00 4.67919747e+00
1.00000000e+00 1.00000000e+00 1.99046732e+00 8.28564467e+00 4.75984881e+00 2.40230833e-01 5.13046465e+00 9.10237700e+00 2.18889902e+01 9.28482297e+00 1.07235991e+01
1.00000000e+00 1.00000000e+00 3.05141646e+00 6.89717783e+00 9.85699287e+00 4.42415223e-01 7.59460127e+00 8.12972075e+00 2.03809740e+01 1.10802725e+00 7.88601594e-01
1.00000000e+00 1.00000000e+00 4.84397010e+00 5.95771634e+00 7.01127999e+00 8.13058196e-01 6.46058552e+00 7.08724961e+00 3.72764542e+01 5.97533388e+00 8.19832039e+00
1.00000000e+00 1.00000000e+00 8.36213289e+00 1.78288084e+00 6.71204146e+00 4.69023656e+00 7.05584502e+00 7.11669864e+00 -6.33892427e+01 7.66597223e+00 5.67584778e+00
1.00000000e+00 1.00000000e+00 1.06256917e+00 4.35419665e+00 8.93734982e+00 2.44033345e-01 9.56341639e+00 3.66241688e+00 6.80324780e+00 5.36516189e+00 9.25801907e-01
1.00000000e+00 1.00000000e+00 4.75669903e+00 7.51078102e+00 2.46010065e+00 6.33316164e-01 8.24581287e+00 3.44759103e+00 -3.72732513e+01 1.76862727e+00 8.56156109e+00
1.00000000e+00 1.00000000e+00 4.03853654e+00 2.98164882e+00 5.74659660e+00 1.35446419e+00 5.89828570e+00 6.70340440e+00 3.46390154e+01 9.75215251e+00 6.81159825e+00
1.00000000e+00 1.00000000e+00 3.90882639e+00 1.68517774e+00 9.01232248e+00 2.31953361e+00 6.55105247e+00 1.14619099e+00 6.69187968e+00 5.66209388e+00 1.37946658e+00
1.00000000e+00 1.00000000e+00 9.74603874e+00 6.33167006e+00 8.72359348e+00 1.53925246e+00 1.61612847e+00 6.00920586e+00 -2.52353247e+01 6.52767620e+00 1.53917620e+01
1.00000000e+00 1.00000000e+00 3.26604066e+00 4.13028287e+00 5.86714379e+00 7.90754717e-01 9.28689948e+00 2.21118640e+00 1.67696379e+01 3.12948804e+00 2.39842804e+00
1.00000000e+00 1.00000000e+00 5.47523655e+00 7.10214537e+00 7.39218519e+00 7.70927131e-01 6.26004019e+00 1.84977008e+00 1.65568378e+01 5.35148277e+00 9.38366474e+00
1.00000000e+00 1.00000000e+00 3.70790479e+00 6.09158768e+00 3.82915102e+00 6.08692674e-01 5.84498749e+00 8.48366500e+00 1.05223690e+02 4.86234543e+00 9.56051158e+00
1.00000000e+00 1.00000000e+00 3.56356445e+00 3.40325443e+00 5.24051109e+00 1.04710492e+00 3.41968163e+00 9.26557788e+00 2.85257825e+01 1.67406258e+00 1.29138526e+00
1.00000000e+00 1.00000000e+00 1.33198253e+00 8.90766988e+00 8.39473208e+00 1.49532094e-01 4.31604028e+00 6.84809242e+00 7.47851780e+00 1.95544318e+00 9.21254766e-01
1.00000000e+00 1.00000000e+00 6.48607901e+00 8.17683419e+00 5.13338677e+00 7.93226187e-01 9.05811480e+00 1.93090703e+00 -3.09523252e+01 8.53725268e+00 2.94008793e+01
1.00000000e+00 1.00000000e+00 1.46330876e+00 8.65523556e+00 5.44791203e+00 1.69066313e-01 8.08648324e+00 7.56045280e+00 1.80688530e+01 3.15837957e+00 2.44752900e+00
1.00000000e+00 1.00000000e+00 2.30405385e+00 7.27724316e+00 7.40812618e+00 3.16610810e-01 7.34914747e+00 7.40923341e+00 1.88148246e+01 2.75462444e+00 2.07822365e+00
1.00000000e+00 1.00000000e+00 9.87085409e+00 6.56750240e+00 1.90573731e+00 1.50298447e+00 4.98290963e+00 3.29033198e+00 -3.02231626e+01 5.54420306e+00 6.28651289e+01
1.00000000e+00 1.00000000e+00 3.13873790e+00 8.84659175e+00 5.05315881e+00 3.54796286e-01 8.42268914e+00 9.61868482e+00 4.74665368e+01 7.91872418e+00 1.45044762e+01
1.00000000e+00 1.00000000e+00 7.55394714e+00 1.26322555e+00 7.73943703e+00 5.97988788e+00 3.63144799e+00 6.09170456e+00 6.77680808e+01 1.55751867e+00 6.40114221e-01
1.00000000e+00 1.00000000e+00 4.31004819e+00 8.43235076e+00 6.86032826e+00 5.11132461e-01 4.99527509e+00 5.63015195e+00 2.37740682e+01 6.19127128e+00 1.09331290e+01
1.00000000e+00 1.00000000e+00 5.82197216e+00 7.69157431e+00 8.57302798e+00 7.56928546e-01 5.52368118e+00 4.41981171e+00 2.39311615e+01 2.07289399e+00 3.60916685e+00
1.00000000e+00 1.00000000e+00 1.81260793e+00 2.44683906e+00 5.24158451e+00 7.40795730e-01 1.50558470e+00 6.46421753e+00 6.51899994e+00 1.32814946e+00 3.74603977e-01
1.00000000e+00 1.00000000e+00 8.51772246e+00 8.36170322e+00 9.81194444e+00 1.01865879e+00 5.41986156e+00 4.49853713e+00 3.78768658e+01 1.47469557e+00 3.56815962e+00
1.00000000e+00 1.00000000e+00 1.36697627e+00 1.05747285e+00 7.08559806e+00 1.29268215e+00 7.87996655e+00 3.83426600e+00 8.76588479e+00 8.50747697e+00 5.78539766e-01
1.00000000e+00 1.00000000e+00 7.09807926e+00 6.55234227e+00 7.17694477e+00 1.08328884e+00 6.89656343e+00 2.59207256e+00 7.69209967e+01 2.06175235e+00 4.45361898e+00
1.00000000e+00 1.00000000e+00 1.14929046e+00 9.83067560e+00 1.62677033e+00 1.16908594e-01 3.34212938e+00 9.88602543e+00 3.09691590e+01 1.40636228e+00 3.25583868e+00
1.00000000e+00 1.00000000e+00 3.03846198e+00 3.33823223e+00 8.70163533e+00 9.10200899e-01 2.44416353e+00 5.78684590e+00 8.43277290e+00 4.94109898e+00 1.91986978e+00
1.00000000e+00 1.00000000e+00 2.56929786e+00 5.85986842e+00 8.53337013e+00 4.38456579e-01 2.67082034e+00 9.96012010e+00 1.13667063e+01 8.59594125e+00 5.05538133e+00
1.00000000e+00 1.00000000e+00 9.43056990e+00 7.84925112e+00 7.24735516e+00 1.20146110e+00 8.32713117e+00 3.94246922e+00 -4.59355688e+01 3.36167539e+00 1.14451407e+01
1.00000000e+00 1.00000000e+00 2.23768850e+00 5.87139921e+00 5.61389278e+00 3.81116735e-01 7.16620879e+00 3.75169562e+00 1.45106491e+01 4.79541356e+00 3.74095029e+00
1.00000000e+00 1.00000000e+00 9.32224256e+00 6.69359704e+00 1.29870419e+00 1.39271045e+00 3.78826188e+00 7.13972520e+00 -4.60442986e+01 1.35930279e+00 2.17703131e+01
1.00000000e+00 1.00000000e+00 3.32147465e+00 1.92258755e+00 6.87846511e+00 1.72760645e+00 5.63505094e+00 2.19888932e+00 1.03467356e+01 5.04170663e+00 1.56020565e+00
1.00000000e+00 1.00000000e+00 8.35499980e+00 7.19097150e+00 8.84084034e+00 1.16187358e+00 4.21197378e+00 2.15493276e+00 2.77729138e+01 6.19851773e+00 1.40412915e+01
1.00000000e+00 1.00000000e+00 5.99680730e+00 1.61053353e+00 7.89458299e+00 3.72349112e+00 4.18410243e+00 6.20643257e+00 2.95863642e+01 6.13816348e+00 2.50309808e+00
1.00000000e+00 1.00000000e+00 3.17667062e+00 7.37354880e+00 6.98486413e+00 4.30819773e-01 8.10363563e+00 7.30550347e+00 2.77086797e+01 3.99184023e+00 4.46213472e+00
1.00000000e+00 1.00000000e+00 1.83792491e+00 1.60615541e+00 3.34258172e+00 1.14430079e+00 3.77016249e+00 7.78124900e+00 2.09906036e+01 3.83979863e+00 1.13036966e+00
1.00000000e+00 1.00000000e+00 4.14288617e+00 8.84383126e+00 5.02349989e+00 4.68449256e-01 5.55070738e+00 2.67975946e+00 2.39482698e+01 1.95961257e+00 4.76415643e+00
1.00000000e+00 1.00000000e+00 7.53360111e+00 9.76140072e+00 5.14322444e+00 7.71774597e-01 9.47008731e+00 1.23120680e+00 -2.15740226e+01 4.30118489e+00 2.04996357e+01
1.00000000e+00 1.00000000e+00 8.98377782e+00 7.74686649e+00 5.91983398e+00 1.15966602e+00 1.92311166e+00 4.98730336e+00 -1.87095243e+01 1.89545202e+00 7.42791777e+00
1.00000000e+00 1.00000000e+00 8.01887991e+00 2.17077616e+00 4.42360494e+00 3.69401510e+00 4.53457669e+00 6.55395350e+00 -3.85158710e+01 7.89936350e+00 1.03615151e+01
1.00000000e+00 1.00000000e+00 6.77828482e+00 7.82436876e+00 9.79120296e+00 8.66304365e-01 5.98034071e+00 8.64963397e+00 4.05503412e+01 9.69646868e+00 1.75075516e+01
1.00000000e+00 1.00000000e+00 1.75725968e+00 1.22128225e+00 1.99648534e+00 1.43886451e+00 5.52819225e+00 2.76621145e+00 2.89213353e+01 9.73067011e+00 3.48664201e+00
1.00000000e+00 1.00000000e+00 2.45465843e+00 1.19911196e+00 4.80293585e+00 2.04706358e+00 2.74476761e+00 2.12994811e+00 6.63536847e+00 8.78563989e+00 1.79471776e+00
1.00000000e+00 1.00000000e+00 6.45786154e+00 5.39778871e+00 7.65913709e+00 1.19639020e+00 7.09246705e+00 1.97240103e+00 2.42114065e+01 6.40712934e+00 9.72001654e+00
1.00000000e+00 1.00000000e+00 1.08277346e+00 7.93366676e+00 9.26268897e+00 1.36478314e-01 8.54117537e+00 5.30641963e+00 7.98207708e+00 7.30779128e+00 2.25912030e+00
1.00000000e+00 1.00000000e+00 1.91324389e+00 7.14965839e+00 3.52033597e+00 2.67599343e-01 8.72887851e+00 6.27007356e+00 3.14170919e+01 3.56685222e+00 4.61992979e+00
1.00000000e+00 1.00000000e+00 1.04555425e+00 3.46264000e+00 3.62996407e+00 3.01952919e-01 4.95289541e+00 1.77428941e+00 5.24129840e+00 6.67693378e+00 2.21976706e+00
1.00000000e+00 1.00000000e+00 2.44727246e+00 9.97412050e+00 9.19693145e+00 2.45362231e-01 6.49492080e+00 1.51324223e+00 5.30283552e+00 5.10084594e+00 4.51268414e+00
1.00000000e+00 1.00000000e+00 5.93860410e+00 4.83563172e+00 7.78565713e+00 1.22809272e+00 2.44328866e+00 1.94935085e+00 9.61939793e+00 5.33815606e+00 6.56314998e+00
1.00000000e+00 1.00000000e+00 7.22705678e+00 5.06248322e+00 8.24416099e+00 1.42757150e+00 7.06280876e+00 6.27028915e+00 5.80346020e+01 7.81998904e+00 1.15681388e+01
1.00000000e+00 1.00000000e+00 3.01842379e+00 8.15328594e+00 9.66529321e+00 3.70209485e-01 7.24554631e+00 3.10366713e+00 1.04692023e+01 3.53726520e+00 3.00223180e+00
1.00000000e+00 1.00000000e+00 7.40961299e+00 7.24314003e+00 7.54003893e+00 1.02298353e+00 3.06638345e+00 6.73996728e+00 7.25293848e+01 3.86235651e+00 9.16389114e+00
1.00000000e+00 1.00000000e+00 3.13524179e+00 2.98692652e+00 3.74275986e+00 1.04965481e+00 2.05796170e+00 8.38060752e+00 2.74017832e+01 9.32177612e+00 7.77465323e+00
1.00000000e+00 1.00000000e+00 3.92859728e+00 1.74142941e+00 8.46455198e+00 2.25596126e+00 2.48756041e+00 1.37421064e+00 4.22012585e+00 1.50601865e+00 4.05740637e-01
1.00000000e+00 1.00000000e+00 7.71842265e+00 7.12449372e+00 3.53369079e+00 1.08336437e+00 1.01792922e+00 5.48316949e+00 -1.26161392e+01 5.37070869e+00 2.78589255e+01
1.00000000e+00 1.00000000e+00 6.84669609e+00 6.89060093e+00 8.85478456e+00 9.93628301e-01 7.46865656e+00 7.20379371e+00 4.96108026e+01 9.21520720e+00 1.63660548e+01
1.00000000e+00 1.00000000e+00 6.91851603e+00 9.55777206e+00 7.33317380e+00 7.23862840e-01 5.63440015e+00 3.76993815e+00 4.84368594e+01 6.49326707e+00 1.95172962e+01
1.00000000e+00 1.00000000e+00 6.11477743e+00 2.35952103e+00 5.86628629e+00 2.59153335e+00 2.45226521e+00 6.52274113e+00 -4.71774101e+01 5.91766367e+00 4.85143565e+00
1.00000000e+00 1.00000000e+00 1.84307291e+00 4.89101321e+00 1.86881023e+00 3.76828447e-01 1.75198904e+00 9.08141764e+00 6.58893937e+01 3.24769761e+00 5.22192319e+00
1.00000000e+00 1.00000000e+00 3.19590679e+00 6.74673353e+00 5.21891169e+00 4.73696905e-01 9.01769981e+00 7.57199546e+00 4.16339723e+01 4.08947940e+00 5.63189416e+00
1.00000000e+00 1.00000000e+00 9.75709499e+00 4.57834958e+00 3.71138735e+00 2.13113805e+00 3.17383158e+00 4.28340223e+00 -2.32366954e+01 8.66843574e+00 3.47786468e+01
1.00000000e+00 1.00000000e+00 9.02841900e+00 9.85579883e+00 3.67514027e+00 9.16051469e-01 1.94810936e+00 5.19563432e+00 -1.89372893e+01 6.03296319e+00 4.86899173e+01
1.00000000e+00 1.00000000e+00 8.15330173e+00 9.04689283e+00 7.68873879e+00 9.01226740e-01 5.67302114e+00 7.31564446e+00 -8.00461488e+01 5.63267974e+00 1.80124031e+01
1.00000000e+00 1.00000000e+00 6.19213496e+00 2.91794234e+00 9.12605496e+00 2.12208956e+00 3.20817083e+00 4.22759424e+00 1.61531419e+01 1.89621742e+00 1.25141373e+00
1.00000000e+00 1.00000000e+00 5.43265924e+00 1.28020675e+00 8.67037487e+00 4.24357961e+00 1.51958943e+00 9.20205271e+00 1.48717965e+01 1.14425341e+00 3.05953666e-01
1.00000000e+00 1.00000000e+00 2.75718689e+00 6.86500143e+00 7.01024215e+00 4.01629471e-01 4.51929582e+00 1.18840706e+00 4.90038398e+00 9.67316670e+00 8.70605155e+00
1.00000000e+00 1.00000000e+00 7.50206904e+00 4.31673709e+00 6.33899413e+00 1.73790270e+00 3.10783034e+00 3.84195836e+00 -2.59193829e+01 4.39287551e+00 7.48072942e+00
1.00000000e+00 1.00000000e+00 1.21884370e+00 5.25888916e+00 2.66797162e+00 2.31768280e-01 9.63876522e+00 7.89874585e+00 3.29075632e+01 6.42891756e+00 5.14846104e+00
1.00000000e+00 1.00000000e+00 2.59399611e+00 2.66972964e+00 3.15559153e+00 9.71632511e-01 6.01190599e+00 3.98216997e+00 3.26542274e+01 1.71743566e+00 1.25636273e+00
1.00000000e+00 1.00000000e+00 4.33142830e+00 8.60304905e+00 9.95893765e+00 5.03475951e-01 7.26786826e+00 5.08765296e+00 1.94193200e+01 7.14802857e+00 8.91529136e+00
1.00000000e+00 1.00000000e+00 1.13910955e+00 7.84921592e+00 8.70126484e+00 1.45123992e-01 7.31931487e+00 4.71051755e+00 7.21163438e+00 9.39310038e+00 3.21734097e+00
