G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	m2	m1	Fg	Fc	d1	d2	p	W
1.000000000000000000e+00	1.000000000000000000e+00	1.970931910337118342e+00	3.919308237235032522e+00	2.133252858141598818e+00	3.118567189681983987e+00	7.210371944497730112e+00	8.888640689062979661e+00	1.652824538966282120e+00	4.563581082497845998e+00	2.554278741602876490e+00	1.403740008253374416e+00	4.993984193758599588e+00	4.319711407488903774e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.793459964555806252e+00	3.472842472673993264e+00	4.203284177128505661e+00	7.105481311855010418e+00	8.458315775171147521e+00	5.740576741442176001e-01	3.072069971663677901e+00	3.697920180043969829e+00	2.460244889157124693e+00	4.159943465457074385e-01	6.410684943970575311e+00	-7.018223656860274673e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.167814177175404922e+00	3.624815080219367491e+00	7.630373724717121497e+00	7.230175837267946548e+00	4.109594873514526903e+00	5.714331643488601564e+00	9.650519945078219308e+00	2.379592236133742489e+01	4.226730494128381643e+00	4.054144306490900518e-01	5.018465963692698928e+00	-9.463193429203871347e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.211867780510130110e+00	3.088280495088377986e+00	5.581798241244833036e+00	7.088746543208274353e+00	6.894744661598744884e+00	7.554142857654480459e+00	3.779372595507972665e+00	8.053241759270868272e+00	4.622788555122937737e+00	1.753337663469873187e+00	4.811969973344494278e+00	4.234224127906011290e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.347740032375436270e+00	1.646415003068526728e+00	2.551331510417290449e+00	3.711816058442363175e+00	6.133580059459010414e+00	5.693220994741011509e+00	2.922145897163588302e+00	5.035552389036539012e+00	6.999067274710449205e+00	6.161610680634097115e+00	7.509318928264878679e+00	5.188041904478340030e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.302290006332111005e+00	1.162485417065182602e+00	9.087934063494941483e+00	3.150823735060187758e+00	6.420845538185106172e+00	1.691706037113461347e+00	5.403316448469904110e+00	7.019489135128480939e+00	1.930828211872213984e+00	1.614224251021075252e-01	6.781322060291365084e+00	2.083101166917892044e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.931356097520907866e+00	9.854076978046867552e+00	8.737751204563441121e+00	6.808949108997396138e+00	6.811364286344143260e+00	9.822039137712101464e+00	4.101207765107619529e+00	8.784865428050832037e+00	5.315855568811094223e+00	6.314859624727136023e-01	8.385119240794159268e+00	2.934123582448816251e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.648919248555498207e+00	5.133249655358999242e+00	8.825531430399729871e+00	8.640833432679769999e+00	6.286181906944444009e+00	5.776728857191870681e+00	7.636764125911802426e-01	1.563079440940452924e+00	2.808907260130983463e+00	5.121187587104849559e-01	3.133172340517619947e+00	4.174086359960912773e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.122369406116010992e+00	4.626015954714640444e+00	3.143781443313902191e+00	9.733465631230242110e+00	5.100491286660303381e+00	6.246901480311331412e+00	4.337868468710652792e+00	9.313512274486823728e+00	6.240179337221335665e+00	7.512971970697482904e-01	6.640506157564620260e+00	-5.434588849547462814e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.458131646974865081e+00	6.912220892325461108e+00	5.111831988935477078e+00	2.135958573621928203e+00	3.633911444431684235e+00	3.529948714973448531e+00	5.969547433044466445e+00	1.165530017142048536e+01	6.553446272374224613e+00	4.027724270777465421e+00	6.262658810096664475e+00	1.487964369346258763e+03
1.000000000000000000e+00	1.000000000000000000e+00	4.232292657567646721e+00	2.645194788484233506e+00	1.004757377243110739e+01	2.377606591722771334e+00	8.092427849673228479e+00	5.169120518839194212e+00	6.076634568468769260e+00	9.360277828995716476e+00	6.043586923604267191e+00	1.419156978986023221e+00	4.618929647724027809e+00	3.492170776130950571e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.020390818414487644e+00	9.320532153111525275e+00	7.881073816040292890e+00	9.239266491078518939e+00	2.512222564790974388e+00	5.290210295895596104e+00	4.452739851713884534e+00	1.088989586382791330e+01	7.873905625369541639e+00	3.662244761217659850e+00	5.450180323027696616e+00	1.494350988365588137e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.143466766784959177e+00	8.063414273195030901e+00	1.039811552719983156e+00	7.615775446347750055e+00	7.105460198935877436e+00	1.639451364674377576e+00	5.031522882922172535e+00	7.062897057765430198e+00	4.271504479714590019e+00	5.330652194074484429e-01	3.688407764578124581e+00	-2.647251361972452628e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.111354436713359206e+00	1.458099459012501375e+00	1.073453445933020944e+00	8.630299551529860835e+00	3.038154793606382853e+00	1.862862981140598784e+00	9.398529549162971009e+00	1.501797853415242301e+01	8.508754691897985722e+00	1.238302480658281857e+00	2.057460324818210395e+00	-3.844781543705544209e+02
