G	c	dx1dt	d2x1dt2	m2	m1	Fg	Fc	d2	p	W	d1
1.000000000000000000e+00	1.000000000000000000e+00	1.580082185581574317e+00	3.070675954590091017e+00	5.163664431795510268e+00	7.766404215533701638e+00	1.730716266186516972e+00	1.155912196979985263e+00	6.533050522441659957e+00	6.079365002573145382e+00	1.122288748771663194e+02	-7.506405044784636438e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.541320471907484446e+00	2.083328178065188663e+00	9.750331814843512745e+00	1.912192254707570926e+00	9.930756863005838042e+00	5.063130456201458429e+01	2.046319350722218378e+00	6.409228548553251414e+00	-3.377613908844965351e+01	-1.945646902149460677e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.684285234387612462e+00	1.696063763647850386e+00	6.488537415746214343e+00	3.514743384033899076e+00	2.411345642173063464e+00	4.458501867027802490e+00	1.327968100993678124e+00	2.495268205128311934e+00	-1.854223413213562921e+01	-6.386924139877067752e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.274208097164647668e+00	7.266154436832379382e+00	4.147114644679414042e+00	3.477538986153435374e+00	9.896810031488188386e+00	1.176565110740192921e+01	1.006442302985931070e+00	4.411937955503759667e+00	-4.385980891748427979e+00	-1.013610757910421434e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.747095421770347823e+00	4.060015536051921892e+00	2.035975948736031160e+00	4.891926276837802234e+00	9.795805122653520769e+00	4.067257952324949244e+00	1.085739603024678424e+00	6.554788367128690396e+00	4.285993867784343436e+00	8.852625558429405572e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.883361026994204490e+00	7.513869810149838457e+00	2.357747169768722451e+00	9.829633525833569863e+00	8.148610625979546995e+00	1.943574756125790559e+00	2.519009441880758704e+00	9.722429121511348526e+00	1.656572180154898035e+02	-8.182770279495869659e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.158179414776252969e+00	1.598712738812461120e+00	3.027675414904658968e+00	1.612348099176532212e+00	6.932763460846554260e+00	1.303093563358267915e+01	8.495710974076940980e-01	7.538117904179379103e+00	-4.381635495460118790e+01	-4.685911391223210209e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.956096485615447911e+00	3.836699336257157533e+00	3.258885061724403620e+00	5.667202695730419570e+00	6.208807091198907280e+00	3.566771895287152994e+00	1.318191351429196301e+00	9.307422935108236928e+00	7.801439032884271985e-01	1.290441342866919570e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.101838230171926725e+00	5.859302414962705541e+00	8.643299754812700186e+00	2.612709871217459678e+00	8.790621455651079330e+00	2.910749608871939387e+01	8.252421063733352824e+00	7.863085356252033975e+00	3.632328207958421444e+02	-4.549593220294465556e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.456697087246835665e+00	8.111857171820242129e+00	6.044554819103721499e+00	9.738493234556466760e+00	3.608533948400404423e+00	2.238803383401612113e+00	2.221768664570947571e+00	6.328015265183183580e+00	7.939328552428318631e+01	-1.384604371868658212e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.296938425051449073e+00	3.870486037057490059e+00	5.704461638034238113e+00	2.024147525294864636e+00	5.216940922773948053e+00	1.472571657319069871e+01	8.727464256767040851e+00	2.735358420374508714e+00	8.847450261440130248e+01	-1.200563393858484484e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.188119454436925793e+00	6.625774461667038651e+00	2.037459012421622973e+00	4.635670434897131820e+00	6.567007663222746316e+00	2.897803931662848775e+00	4.433406865214917780e-01	6.996522385076290540e+00	-4.371399687938662026e+01	-2.377313304716221509e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.328888674415638071e+00	8.976314653792208276e+00	8.746072965534738231e+00	7.646595083831684292e+00	4.698844151183826590e+00	5.380787717188281860e+00	5.247004858488087287e+00	6.602564739636002322e+00	2.894556572882006549e+02	-3.748416377030238333e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.969208597687375217e+00	6.540788350726854716e+00	7.507117946321259616e+00	7.335474324408161273e+00	4.853599634163595411e+00	4.957210148637173575e+00	2.154978303638627857e+00	6.421838334010875116e+00	4.594525692095342606e+01	-6.974014000694450210e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.799471737535425220e+00	3.096797661319711459e+00	1.613565669025404770e+00	4.803324720177970519e+00	3.978865460762648798e+00	1.337028153510749773e+00	8.467758101126636738e-01	5.406166360665845438e+00	-6.579458614554495988e+00	-2.357417511824312584e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.663418887425293313e+00	1.223489968236604941e+00	7.369609504143278755e+00	4.113628850849336160e+00	6.077152222399073267e+00	1.087976472213589396e+01	2.595188876815540446e+00	5.753288453745436293e+00	-1.449060830974199199e+01	-6.279317453483246325e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.921902998072672730e+00	8.824033056284878995e+00	5.898480607848053836e+00	4.576421236584768515e+00	8.651169034826821758e+00	1.113424869557568542e+01	1.986752102470469739e+00	4.009544673138968562e+00	4.680745708916657577e+01	-1.317090061538116030e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.665268132705524540e+00	1.187616765895430193e+00	1.735576636717749421e+00	3.383982141831658463e+00	2.818962332622952260e+00	1.453929758045996223e+00	1.298385272993561879e+00	5.670458853832744062e+00	-6.383576611732921791e+00	-1.654632953210763446e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.717111212767809647e+00	8.874859216202327872e+00	5.125025275106294131e+00	2.848581007503277363e+00	9.416344080302534891e+00	1.692343094452205676e+01	1.051644690305104213e+00	2.767930493795322633e+00	-1.023350730302185374e+00	-1.671935837625001753e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.970899468121058540e+00	5.772106942853491240e+00	5.360800070028867381e+00	5.361469187342978060e+00	7.195445019415990906e+00	7.224434137302468528e+00	1.346902650639454579e+00	8.244149205084870147e+00	-1.943664343122324389e+00	-5.542553627441045450e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.470402559735971337e+00	9.450841116466442315e+00	2.495750157030458993e+00	3.417850781276128735e+00	8.402901255074237241e+00	6.120971819982840678e+00	5.316636919409067907e-01	2.665758230830393760e+00	-1.197481512090910094e+01	-5.655480837887310486e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.051792090928655554e+00	8.192337702291373702e+00	9.508957606907717519e+00	3.587478114559694564e+00	6.006943191411592053e+00	1.592567792313749919e+01	2.103790727917491665e+00	1.765967473110779062e+00	1.444229405668339794e+01	-1.096014070474119750e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.385055985831794345e+00	9.980811891052749019e+00	8.655169853812708425e+00	6.911379378007171503e+00	8.019078404582554498e+00	1.003416938378433265e+01	2.714118897231231564e+00	4.922615114965895877e+00	1.018812333536727834e+02	-2.494489051865679929e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.293346547973460048e+00	4.167211354741525042e+00	7.014949706959339615e+00	9.713383292093102028e+00	1.144174566273321147e+00	8.412412625046031822e-01	1.510210735621447142e+00	6.930865570808379950e+00	-2.102288097516599663e+01	-8.420209232774085706e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.785119154849784229e+00	7.894974533743065237e+00	5.154592217375265406e+00	6.432421718703607461e+00	8.369123898048348664e+00	6.698738790410485144e+00	5.740417543842992742e+00	4.948250518586688074e+00	2.154003535523020219e+02	-1.017009587070074161e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.762924269761961149e+00	4.617904611608389054e+00	4.709685600997630672e+00	1.698920339996090378e+00	1.357381652898465463e+00	3.779395572010691762e+00	3.404004156697117089e+00	3.494514398774529518e+00	4.529652710021374418e+01	-2.292006355376828175e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.405608066053255722e+00	5.309837425368549191e+00	6.858272289701633717e+00	1.680869486014570979e+00	8.997701764134804492e+00	3.678200821069700766e+01	9.748418833110944703e+00	6.015031450556437065e+00	3.038992786626110956e+02	-1.741091827774884360e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.925808715417980377e+00	6.633604721963429540e+00	5.906380589765284128e+00	9.558513694593642640e+00	9.925355762942931648e+00	6.136993502748195439e+00	3.007181922439419175e+00	4.131278796791167274e+00	6.636651990693808045e+01	-1.444570465415739191e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.497475138376523240e+00	8.864748857730157638e+00	1.565372538644743905e+00	3.670609279644931888e+00	3.646951582207858422e+00	1.549572991119715581e+00	6.939886165253098538e-01	9.404453896654862533e+00	1.561379247243384150e+01	-2.283646248318340000e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.443571591539735355e+00	9.857527267966256446e+00	5.609170754080777144e+00	1.826165758141166329e+00	2.891364524108847700e+00	8.871477212512868249e+00	3.262341475717439376e+00	9.303909348134892454e+00	2.670121105965464494e+02	-3.476744739966694198e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.457825100676689800e+00	7.912876127752992872e+00	8.256527118436887136e+00	6.391801130501007400e+00	7.881959418382472826e+00	1.018688460438354859e+01	1.954939460563171361e+00	5.528604191574959081e+00	3.876232812243011949e+01	-2.764886762199923353e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.203938748066544662e+00	4.759310265737753731e+00	5.140884949158297523e+00	6.619300332024594447e+00	3.267347324618052884e+00	2.553808246616469102e+00	2.437299587322498962e+00	3.947929360669029997e+00	2.921617969246916502e+01	-4.745413438245797977e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.531041972313271327e+00	4.809449342300938568e+00	1.476107807696298124e+00	6.829286811724780470e+00	8.787261235065034981e+00	1.886564521547421158e+00	8.263775016753793778e-01	7.623953168125741087e+00	3.441669318439644076e+00	1.556465987128260409e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.873714147743466008e+00	7.636804441497264229e+00	8.085186024991338982e+00	3.404886910285444213e+00	1.930472814223102240e+00	4.568204744030598619e+00	2.743723131088418921e+00	1.326245432412409553e+00	2.003071752653513826e+01	-1.253804242263295121e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.257220851921895033e+00	3.151832211271702544e+00	2.810716239770735481e+00	1.136777364313496630e+00	2.140439212008506509e+00	5.281021615000651259e+00	2.479738134895251633e+00	5.282408306521546137e+00	2.908082949143422624e+01	-1.835797863655183937e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.223773503229255155e+00	1.990654502372209533e+00	3.334383022584411549e+00	9.675211792251866783e+00	9.818833412927229887e+00	3.361909600053223812e+00	8.131894606003847725e-01	4.018730216544327938e+00	-2.650490597835530338e+01	-1.278344799792601272e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.673699940371879746e+00	4.193241844796382622e+00	2.477117393161927694e+00	3.253524829536591056e+00	7.060105863268395510e+00	5.390018800440876667e+00	2.969540841721914237e+00	9.284820343666314812e+00	1.002112669781100465e+02	-2.276667553643190622e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.881671788550205449e+00	3.583825588961611519e+00	3.966927978349712891e+00	7.080556098083928163e+00	8.615700841759696971e+00	4.838102569862605229e+00	8.053559867907814640e-01	1.108214569558512386e+00	-7.815095209386242914e+00	-4.310822381134800096e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.942650321526698143e+00	3.664489301743770078e+00	7.797785151833453554e+00	7.355359943535277445e+00	3.921669542874676839e+00	4.177467643528332886e+00	1.965760441757519184e+00	5.972519610755689712e+00	-4.466525382724126025e+00	-3.114132509632776191e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.784609697258805916e+00	3.112588575821656267e+00	5.683709735274831587e+00	6.491105520148273023e+00	7.091813106676437606e+00	6.189513895279601385e+00	4.070123344570705903e+00	7.663538990490830649e+00	7.542798094173976153e+01	-2.135653655446377197e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.048276983418051644e+00	1.385387573292596874e+00	2.839160874340157292e+00	3.815297380554890427e+00	6.350356152991935232e+00	4.737396061595411823e+00	5.421255492177164292e+00	5.365558261784354244e+00	3.439734232885567877e+01	7.426210802314749289e-03
1.000000000000000000e+00	1.000000000000000000e+00	8.330515388742886884e+00	1.161626152897289543e+00	8.899772031186813592e+00	3.436860307855619912e+00	6.417380582271659861e+00	1.662260668525270191e+01	2.132711806257905796e+00	1.765543145976581130e+00	-1.046803700959159400e+01	-2.060949656702951938e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.357716238557762800e+00	9.876682820127468787e+00	8.911210196200061162e+00	6.381331262367491597e+00	7.138070264828130895e+00	9.985051928557327372e+00	2.420662760482144016e+00	9.744350840541443404e+00	1.618138077690342698e+02	-6.432103033164325190e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.564595123347187311e+00	4.847949849465133632e+00	8.839044290260506642e+00	8.804188350340369951e+00	6.178070846706005703e+00	6.214324443293315348e+00	2.336992565227515861e+00	5.663273584031315089e+00	2.134681626080763905e+01	-2.247802714321136985e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.949158137640230493e+00	4.473977183327787266e+00	3.147091781820709588e+00	9.529477470951016826e+00	4.864215172123598663e+00	1.591631218886585764e+00	7.912469957297139089e-01	6.533564882709447907e+00	-2.877733718166278010e+01	-3.653946413877523014e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.664131759521695564e+00	7.115542333223742411e+00	5.053949355814073563e+00	1.942743554531831895e+00	3.487483733229768568e+00	9.024571910595758695e+00	6.075818651887592736e+00	3.134258671710501876e+00	1.300859884616100999e+02	-4.718290316781766913e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.230285908713270260e+00	2.970422361175576675e+00	9.867345616775480721e+00	2.396581418381246387e+00	7.918017721420710586e+00	3.262730062322359714e+01	4.666399981436418543e+00	5.347040415147491288e+00	5.152387523935784230e+01	-1.707953123319576605e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.032462055491853103e+00	9.557672410159501197e+00	7.940195732407759444e+00	9.501662623095620930e+00	3.038253632161406426e+00	2.534154127728204031e+00	7.782158535822016887e+00	4.855480967931431913e+00	3.513735438304050263e+02	-3.647338386762097873e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.771499983874097239e+00	8.078323260366763847e+00	1.239882927391410705e+00	7.629656974120884172e+00	7.231651017730466258e+00	1.182698043114084108e+00	2.835873687936891763e-01	1.672503474010257563e+00	-1.082970823731814392e+01	-1.479560908226066296e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.605331922775577347e+00	1.800015835151169918e+00	1.575207812486192349e+00	8.944788364412078252e+00	3.103729933012731035e+00	5.587135329148287255e-01	4.807778898064101192e-01	1.964044367056450691e+00	-1.118820952883039510e+01	-2.662651233702426623e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.979745669441247635e+00	4.744678958206992370e+00	5.167519789504036787e+00	2.824330261399865982e+00	6.629675692904343443e+00	1.214696201863392311e+01	2.600619337215948956e+00	8.540794547528763658e+00	7.176709992042920305e+01	-2.127159750819888728e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.570684237361964275e+00	8.915870876485497476e+00	9.183967625864024598e+00	6.289092465077800398e+00	7.724062469609549453e+00	1.128082296591644251e+01	1.168201581018870350e+01	3.162241647213972495e+00	3.238485635585528257e+02	-3.305772433792898979e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.805987388602365407e+00	9.498055585460921435e+00	5.837468696569685811e+00	7.307122266781676423e+00	2.966963209132278401e+00	2.375692334148714391e+00	3.079277888702929733e+00	2.759506355770029895e+00	7.013731600472331706e+01	-3.831140823591018485e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.921917184088127950e+00	5.207593552398662062e+00	5.472134199436113455e+00	7.116154595940452410e+00	1.539932500157175976e+00	1.184802483729046285e+00	2.791926788787139735e+00	5.546511461269371779e+00	5.883798800515251770e+01	-1.704185352167987233e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.569852409200148458e+00	6.513749554795757568e+00	1.949250219670598971e+00	4.670936261816209800e+00	2.181403233994833712e+00	9.001178878405308170e-01	5.152260034416431544e-01	7.919385860250307552e+00	-3.337750545340579578e+01	-6.814840486442975021e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.736504459246445364e+00	2.501829952252553557e+00	6.908019332147762093e+00	1.139822163346434492e+00	6.455429634508692338e+00	3.918440029402414382e+01	2.056281649909061482e+00	1.561152205116916880e+00	-2.423150508080996968e+00	-1.686416006135901480e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.984057881839797588e+00	9.920705224354037455e+00	8.409927782148681530e+00	6.249577102078666790e+00	8.647092001660855232e+00	1.162658175091399393e+01	1.866698021782131178e+00	6.188274914222457568e+00	5.928470092934289681e+01	-3.475449491751289699e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.248939255923061431e+00	3.086539537923851384e+00	4.433906207678350420e+00	3.282533348387055128e+00	1.412285126027146731e+00	1.899243780921608948e+00	1.685085019564444897e+00	2.065133990746796933e+00	-1.472459959709822575e-01	-1.347751154904146063e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.071771165862469566e+00	9.478384040542136901e+00	7.975714294601305987e+00	5.049612983871432981e+00	7.608805664072984420e+00	1.201005474651183214e+01	7.682510715547664404e+00	1.332115951613897398e+00	9.408703195683636977e+01	-8.731006741567066964e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.419126782040216028e+00	6.853478442022614914e+00	9.683366209785852163e+00	9.619765697206544175e+00	4.068332748869786464e+00	4.094496516170015532e+00	2.610598491700844015e+00	1.481486024539349744e+00	1.544449550770561430e+01	-8.190952628748432440e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.846726368464834067e+00	6.466310531348280044e+00	2.838035407180327319e+00	4.596528247882485374e+00	5.311568290130144199e+00	3.274089541324582520e+00	7.190581427827650307e-01	8.501342147848710340e+00	-2.703580524808501195e+01	-2.324859820915257203e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.052800446762769404e+00	5.604881265598790741e+00	5.706667609946471487e+00	8.564524262766578744e+00	9.352294338829400644e+00	6.232559138521767572e+00	1.886321456908755190e+00	2.066261559529330771e+00	9.394907761286836134e+00	1.785860503915658759e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.939161987958883060e+00	3.075421795734730512e+00	3.575983760779368303e+00	2.696546965672974139e+00	3.981853137653386998e+00	5.286472757589159244e+00	9.019033388887194302e-01	1.415583263918202661e+00	-7.248923910831042150e+00	-3.137255030311648873e+00
