G c dx1dt d2x1dt2 m2 m1 d1 d2 Fg Fc p W
1.00000000e+00 1.00000000e+00 9.69068830e+00 1.69257881e+00 6.47674545e+00 3.50067498e+00 2.40581357e+00 2.22554824e+00 2.49629797e+00 3.08191906e+01 6.75281646e+00 3.72481467e+02
1.00000000e+00 1.00000000e+00 8.27557613e+00 7.26659898e+00 4.14555735e+00 3.48687198e+00 9.89578895e+00 5.88257339e+00 4.41763664e+00 6.47537402e+00 3.12114281e+00 5.92428417e+02
1.00000000e+00 1.00000000e+00 3.74152392e+00 4.05887467e+00 2.02686206e+00 4.88817035e+00 9.79551939e+00 2.03083825e+00 6.55474804e+00 1.71438245e+00 7.42294255e+00 4.13765180e+01
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 2.36122146e+00 9.82331867e+00 8.14436294e+00 9.78826259e-01 9.72836978e+00 1.32891425e+00 8.86310231e+00 2.25405578e+01
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 1.60752292e+00 6.93480666e+00 6.53103309e+00 7.54868024e+00 1.22099821e+02 2.14121619e+00 4.55033777e+03
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 5.66830895e+00 6.20026345e+00 1.78225979e+00 9.30343381e+00 3.75308335e+00 8.79936120e+00 7.43708167e+01
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 2.61428214e+00 8.79491391e+00 1.45594019e+01 7.85990852e+00 -1.98518180e+01 6.34217729e+00 -1.51015897e+02
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 9.73608891e+00 3.60495569e+00 1.12024477e+00 6.32545272e+00 2.85186305e+00 2.14399442e+00 2.54748113e+02
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 2.01973154e+00 5.20913091e+00 7.36405712e+00 2.72821032e+00 -9.32314832e+00 4.84787670e+00 -2.64956362e+01
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 4.63240902e+00 6.57450972e+00 1.44260268e+00 7.00017087e+00 1.96778023e+00 2.44774264e+00 2.24857554e+02
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 7.64096486e+00 4.70071428e+00 2.68880655e+00 6.61041609e+00 8.83446582e+00 7.30313100e+00 1.44643741e+02
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 7.34098985e+00 4.84737809e+00 2.47794689e+00 6.42222253e+00 6.71634882e+00 7.82981321e+00 2.12530409e+02
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 4.80455773e+00 3.97256201e+00 6.65192640e-01 5.40807281e+00 1.08769533e+00 1.95216868e+00 4.04682387e+01
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 4.11871751e+00 6.07808635e+00 5.43842007e+00 5.75790944e+00 4.89535420e+01 5.55525867e+00 1.25315228e+03
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 4.57851141e+00 8.65517075e+00 5.56894053e+00 4.00998274e+00 7.23580350e+00 8.33162550e+00 2.03754620e+02
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 3.37848637e+00 2.81375540e+00 7.22712935e-01 5.67381423e+00 1.96100223e+00 9.42546737e+00 5.26826245e+00
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 2.84799645e+00 9.40989735e+00 8.46611928e+00 2.77800315e+00 2.49199539e+01 5.62166080e+00 1.15545457e+03
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 5.34735728e+00 7.20178888e+00 3.61093432e+00 8.24656958e+00 8.29268372e+00 9.55251301e+00 2.66656907e+02
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 3.41680380e+00 8.40945891e+00 3.06662714e+00 2.67199259e+00 1.53364458e+00 5.82120073e+00 7.15787824e+01
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 3.58715498e+00 6.00571623e+00 7.96202965e+00 1.76469661e+00 -7.18216551e+00 4.54771445e+00 -3.08028636e+02
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 6.91080457e+00 8.01565031e+00 5.01631885e+00 4.92621424e+00 8.23898980e+00 8.63382816e+00 3.37313309e+02
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 9.71683599e+00 1.14580358e+00 4.13967945e-01 6.92476696e+00 3.91704288e+00 5.43684439e+00 7.45732616e+01
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 6.43273481e+00 8.36542382e+00 3.35557969e+00 4.93945142e+00 3.30843085e+00 5.24712260e+00 6.09530377e+01
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.69281520e+00 1.36124973e+00 1.89208229e+00 3.49078719e+00 -1.24424482e+01 5.41281240e+00 -1.46400995e+01
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.68025252e+00 9.00922039e+00 1.83877395e+01 6.02354066e+00 -1.18098919e+01 8.62106502e+00 -2.91779611e+01
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 9.92766473e+00 3.06716611e+00 4.12302102e+00 1.84330485e+00 8.48747388e+00 8.09878348e+01
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 3.64660716e+00 7.74070988e-01 9.39580921e+00 2.53191706e+00 4.63167993e+00 3.29578491e+01
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 2.89286701e+00 4.43953284e+00 9.30380626e+00 -2.67055446e+01 3.99969874e+00 -1.21576802e+02
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 7.88827027e+00 5.09578686e+00 5.52134638e+00 1.00754777e+01 5.42735222e+00 7.91691397e+02
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 3.27723707e+00 1.27196342e+00 3.95095595e+00 2.50612750e+00 6.15495259e+00 3.71566715e+01
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 8.79006145e+00 9.43486665e-01 7.63419173e+00 9.17949334e-01 3.14503490e+00 6.18872014e+01
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 1.92558333e+00 2.28261283e+00 1.33041649e+00 -8.50581179e+00 8.14559576e+00 -4.03061119e+01
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 2.13359677e+00 2.64096791e+00 5.27292105e+00 -2.74466049e+01 5.37834489e+00 -2.80564768e+01
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 9.81236400e+00 1.68564964e+00 4.02691055e+00 8.35265032e-01 4.00640994e+00 1.62857667e+02
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 7.06455008e+00 2.69130375e+00 9.28482297e+00 5.71389696e+00 1.96138894e+00 1.12040289e+02
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 8.62198502e+00 2.41705430e+00 1.10802725e+00 4.31618361e-01 3.14960644e+00 8.27157132e+01
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 3.91896440e+00 2.07958435e+00 5.97533388e+00 6.75565165e+00 9.54353055e+00 1.62317739e+02
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 7.08835375e+00 3.09878708e+00 7.66597223e+00 5.95433483e+00 3.74589718e+00 2.03907607e+02
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 6.34817645e+00 2.36543381e+00 5.36516189e+00 3.18648140e+00 2.51973360e+00 3.21586549e+01
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 6.42835108e+00 8.31650793e+00 1.76862727e+00 -7.79003223e+00 5.14605512e+00 -2.79143747e+02
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 7.14279214e+00 4.99190156e+00 9.75215251e+00 2.26333157e+01 3.76378969e+00 2.01708176e+03
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 6.17823256e+00 3.10328714e+00 5.66209388e+00 5.71428132e+00 1.31643325e+00 1.78335964e+03
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 4.86156132e+00 8.04038476e-01 6.52767620e+00 1.29352391e+00 3.90830696e+00 1.21653590e+02
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 3.48330425e+00 4.51309919e+00 3.12948804e+00 -1.37150508e+01 5.89697762e+00 -2.63678787e+01
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 7.91723198e+00 1.63158853e+01 5.35148277e+00 -1.03962118e+01 5.96541135e+00 -1.39567081e+02
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 3.03645187e+00 1.26986265e+00 4.86234543e+00 3.49515934e+00 4.20903029e+00 4.89469246e+01
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 7.23118876e+00 5.89820378e-01 1.67406258e+00 1.48673612e-01 5.02572481e+00 1.43086678e+01
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 3.09999540e+00 2.74909543e-01 1.95544318e+00 1.90284479e-01 9.68966126e+00 3.60007212e+00
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 6.62797153e+00 6.07400991e+00 8.53725268e+00 9.36082139e+01 4.39613630e+00 1.58531214e+03
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 7.72370440e+00 5.63959605e+00 3.15837957e+00 8.54657338e+00 3.32404132e+00 1.96309865e+02
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 2.96842500e+00 1.18739256e+00 2.75462444e+00 1.83647444e+00 3.19120340e+00 4.74395101e+01
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 1.53948971e+00 5.92394084e-01 5.54420306e+00 3.46781572e+00 5.11988151e+00 2.91565734e+01
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 2.17876369e+00 4.54381789e-01 7.91872418e+00 2.08661670e+00 7.83568134e+00 2.05162627e+01
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 6.45397271e+00 1.95878015e+01 1.55751867e+00 -2.32288443e+00 2.85389366e+00 -4.02997826e+01
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 8.64501766e+00 5.81211946e+00 6.19127128e+00 1.27023302e+01 7.38366514e+00 8.34673230e+02
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 1.40497139e+00 9.48054878e-01 2.07289399e+00 4.30104231e+00 1.19034841e+00 8.73611829e+01
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 7.60736133e+00 6.00822787e+00 1.32814946e+00 4.99009295e+00 4.77039680e+00 8.34788544e+01
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 4.07186781e+00 2.04907059e+00 1.47469557e+00 1.49384984e+00 7.98278559e+00 5.43749073e+01
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 5.30675533e+00 1.63774372e+00 8.50747697e+00 3.79749876e+00 4.04859660e+00 1.79335734e+02
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 9.35973595e+00 3.12236744e+00 2.06175235e+00 1.03209365e+00 6.07363391e+00 8.23720585e+01
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 3.98774354e+00 2.64993502e+00 1.40636228e+00 2.78572649e+00 2.84481310e+00 8.36028107e+01
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 5.18803241e+00 2.99258065e+00 4.94109898e+00 6.73512279e+00 7.67795852e+00 1.74724798e+02
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 1.12314173e+00 3.55436034e-01 8.59594125e+00 3.97978974e+00 1.47051193e+00 1.69812448e+02
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 1.73438848e+00 3.03590773e+00 3.36167539e+00 -7.84140251e+00 8.67288380e+00 -1.45733096e+01
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 3.32732432e+00 1.26626275e+01 4.79541356e+00 -6.50461312e+00 2.78376748e+00 -1.02686837e+01
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 1.25067017e+00 5.82154312e-01 1.35930279e+00 1.18370264e+00 8.86958229e+00 1.61275694e+00
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 6.68237793e+00 1.68292401e+01 5.04170663e+00 -8.36200295e+00 4.17276317e+00 -3.14999115e+01
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 4.83758521e+00 1.81273909e+00 6.19851773e+00 3.71466676e+00 7.50415217e+00 1.24623276e+02
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 5.93330682e+00 7.78255510e-01 6.13816348e+00 9.26675461e-01 3.87302768e+00 5.01797145e+01
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 2.57182467e+00 1.90365682e+00 3.99184023e+00 1.13730313e+01 9.15320504e+00 8.74379376e+01
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 3.66338826e+00 4.47926396e+00 3.83979863e+00 -2.10809951e+01 2.13973413e+00 -1.10136086e+03
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 6.97442027e+00 2.73518397e+00 1.95961257e+00 1.26435530e+00 2.60667810e+00 5.38728453e+01
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 9.68772451e+00 5.62005271e+00 4.30118489e+00 5.94268341e+00 5.43727113e+00 3.73262840e+02
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 1.45375096e+00 6.15333565e+00 1.89545202e+00 -2.48178366e+00 1.73744595e+00 -1.75168700e+01
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 9.01345889e+00 2.49610111e+00 7.89936350e+00 3.02539935e+00 2.76382166e+00 1.90309606e+02
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.51962516e+00 6.19193081e+00 4.67825998e+00 9.69646868e+00 2.99686038e+01 9.49389744e+00 2.15715459e+02
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 6.73919422e+00 6.07527610e+00 1.02156342e+00 9.73067011e+00 1.96696908e+00 9.78840695e+00 2.96822979e+01
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 3.17819872e+00 5.50250682e+00 2.43956428e+00 8.78563989e+00 6.99756297e+00 4.38633396e+00 6.83799185e+01
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 7.42647451e+00 1.62454677e+00 2.90722306e-01 6.40712934e+00 1.39650716e+00 9.30957419e+00 1.69528107e+01
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 1.82252338e+00 1.80889167e+00 4.48912390e+00 7.30779128e+00 -1.22398276e+01 5.90342208e+00 -5.65489485e+01
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 2.79343303e+00 6.40820805e+00 7.90135164e+00 3.56685222e+00 -1.88749119e+01 3.42768219e+00 -6.60503520e+02
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 8.89723042e+00 4.06862714e+00 5.41647638e-01 6.67693378e+00 1.02539451e+00 7.32158849e+00 4.48327277e+01
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 7.64850836e+00 9.25541260e+00 3.00279379e+00 5.10084594e+00 2.44965974e+00 6.93011626e+00 2.06014817e+02
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 6.53768223e+00 1.12370999e+00 4.65931484e+00 1.35538173e+01 5.33815606e+00 -8.13450692e+00 9.90212787e+00 -1.15231940e+01
1.00000000e+00 1.00000000e+00 9.03303099e+00 3.39040038e+00 1.75117676e+00 3.23538634e+00 2.28953313e+00 6.19613362e-01 7.81998904e+00 2.90155838e+00 3.38542559e+00 5.73488378e+01
1.00000000e+00 1.00000000e+00 5.85408018e+00 2.16563429e+00 8.94174732e+00 2.92965835e+00 7.43246950e+00 1.13424940e+01 3.53726520e+00 -1.02611658e+01 7.04853552e+00 -1.85569497e+02
1.00000000e+00 1.00000000e+00 8.26696140e+00 8.99873272e+00 8.23243182e+00 3.43725695e+00 3.64018079e+00 4.35922315e+00 3.86235651e+00 -2.34156912e+01 1.46821380e+00 -1.64967558e+03
1.00000000e+00 1.00000000e+00 9.06482170e+00 9.60086348e+00 5.54686096e+00 3.22803793e+00 5.72923277e+00 4.92237982e+00 9.32177612e+00 5.68694991e+01 2.02281435e+00 4.71322030e+03
1.00000000e+00 1.00000000e+00 3.86203127e+00 8.75914856e+00 9.70413954e+00 1.56273666e+00 7.28049507e+00 2.26048770e+01 1.50601865e+00 -2.22151644e+00 1.03526537e+00 -9.42888507e+01
1.00000000e+00 1.00000000e+00 1.99046732e+00 8.28564467e+00 4.75984881e+00 5.13046465e+00 9.10237700e+00 4.22241857e+00 5.37070869e+00 4.64704369e+00 9.99514613e+00 4.32169564e+01
1.00000000e+00 1.00000000e+00 3.05141646e+00 6.89717783e+00 9.85699287e+00 7.59460127e+00 8.12972075e+00 5.27576081e+00 9.21520720e+00 1.70350075e+01 8.22046327e+00 3.90416466e+02
1.00000000e+00 1.00000000e+00 4.84397010e+00 5.95771634e+00 7.01127999e+00 6.46058552e+00 7.08724961e+00 3.84568018e+00 6.49326707e+00 7.70337609e+00 8.08050713e+00 2.11443114e+02
1.00000000e+00 1.00000000e+00 8.36213289e+00 1.78288084e+00 6.71204146e+00 7.05584502e+00 7.11669864e+00 3.38496496e+00 5.91766367e+00 5.36776895e+00 5.58753468e+00 4.03383618e+02
1.00000000e+00 1.00000000e+00 8.74657525e+00 4.67607892e+00 2.49359406e+00 1.73034261e+00 9.51332180e+00 6.85481667e+00 3.24769761e+00 8.37401875e+00 3.70060375e+00 3.25809445e+02
