G c dx1dt d2x1dt2 d1 m1 d2 m2 Fg Fc W p
1.00000000e+00 1.00000000e+00 3.73818019e+00 2.62517811e+00 2.84794405e+00 4.12608994e+00 7.59429146e+00 1.10025790e+01 8.97477498e+00 -2.02076023e+01 -2.54909608e+02 1.98455563e+01
1.00000000e+00 1.00000000e+00 5.72280788e+00 6.11150707e+00 1.87279760e+00 9.09850011e+00 4.64074647e+00 2.25458599e+01 9.06120950e+00 -2.56152593e+01 -4.01967838e+02 8.15920764e+01
1.00000000e+00 1.00000000e+00 4.88750517e+00 9.23939468e+00 1.05797086e+00 1.19641057e+00 1.61517880e+00 1.82653140e+00 3.67558484e+00 -2.04146320e+01 -8.26486205e+01 9.86839430e+00
1.00000000e+00 1.00000000e+00 3.62106226e+00 1.30551381e+00 5.54733660e+00 6.97410718e+00 8.05383858e+00 1.01252795e+01 3.06994379e+00 -3.99814737e+00 -1.39865743e+02 4.03820731e+01
1.00000000e+00 1.00000000e+00 6.50667605e+00 7.27678241e+00 1.78833877e+00 9.67054991e+00 3.57182492e+00 1.93148590e+01 4.70173575e+00 -1.92425425e+01 -3.54587615e+02 1.06531412e+02
1.00000000e+00 1.00000000e+00 2.25544475e+00 3.67614107e+00 1.22707192e+00 6.04151365e+00 4.89490192e+00 2.41001494e+01 3.16478427e+00 -1.68121112e+01 -1.70602120e+02 3.15245100e+00
1.00000000e+00 1.00000000e+00 3.62930184e+00 9.31956576e+00 7.78856425e-01 9.43140216e+00 7.16899495e+00 8.68114741e+01 7.05145459e+00 -7.64928901e+01 -8.08861022e+02 -1.83526638e+01
1.00000000e+00 1.00000000e+00 4.29725659e+00 9.73952421e+00 8.82436657e-01 1.47032091e+00 3.99210541e+00 6.65166846e+00 8.43458216e+00 -4.92021525e+01 -1.87421201e+02 5.98502401e+00
1.00000000e+00 1.00000000e+00 5.10462986e+00 9.49839840e+00 1.07484012e+00 4.76913987e+00 1.50927091e+00 6.69673926e+00 7.05782918e+00 -2.18494427e+01 -1.38822723e+02 4.19926483e+01
1.00000000e+00 1.00000000e+00 8.06658365e+00 5.26792795e+00 3.06252619e+00 3.34142012e+00 4.36528942e+00 4.76282161e+00 8.41915403e+00 -1.41172667e+01 -2.06542895e+02 4.91448682e+01
1.00000000e+00 1.00000000e+00 2.79706404e+00 8.75838386e+00 6.38716933e-01 7.57738868e+00 9.50003724e+00 1.12703251e+02 4.57292946e+00 -8.09598841e+01 -7.85607766e+02 -7.03143680e+01
1.00000000e+00 1.00000000e+00 5.62810995e+00 8.60094459e+00 1.30871903e+00 9.83167381e+00 6.77560958e+00 5.09013635e+01 2.40685274e+00 -2.72559956e+01 -6.79968261e+02 5.97661189e+01
1.00000000e+00 1.00000000e+00 6.33173112e+00 3.87190426e+00 3.27060314e+00 3.30877056e+00 7.04331234e+00 7.12550667e+00 7.64155853e+00 -1.65585063e+01 -2.52702492e+02 3.47749844e+01
1.00000000e+00 1.00000000e+00 1.41805371e+00 8.46023927e+00 3.35227804e-01 6.88757141e+00 6.69053938e+00 1.37463442e+02 4.24427055e+00 -9.73841556e+01 -4.87798719e+02 -1.17929550e+02
1.00000000e+00 1.00000000e+00 6.46790367e+00 1.33306871e+00 9.70378137e+00 2.78287869e+00 2.79092925e+00 8.00390822e-01 7.04143743e+00 2.35009427e+00 5.80607014e+01 3.51983918e+01
1.00000000e+00 1.00000000e+00 2.53471711e+00 6.36642891e+00 7.96275950e-01 6.08797229e+00 4.76500478e+00 3.64311104e+01 3.43579548e+00 -2.98572486e+01 -2.56008945e+02 -5.56853530e+00
1.00000000e+00 1.00000000e+00 1.58546434e+00 3.07007954e+00 1.03284903e+00 5.17539238e+00 7.75845819e+00 3.88760256e+01 1.73106671e+00 -1.74123564e+01 -1.77226111e+02 -2.24652255e+01
1.00000000e+00 1.00000000e+00 9.53996984e+00 2.08510197e+00 9.15060267e+00 9.74804797e+00 1.91235608e+00 2.03721432e+00 9.93323616e+00 3.68711599e+00 6.23480740e+01 1.83954953e+02
1.00000000e+00 1.00000000e+00 9.69068830e+00 1.69257881e+00 1.14507971e+01 6.47674545e+00 3.50067498e+00 1.98003515e+00 2.40581357e+00 -1.71483621e+00 -9.72845314e+01 1.23548208e+02
1.00000000e+00 1.00000000e+00 8.27557613e+00 7.26659898e+00 2.27770272e+00 4.14555735e+00 3.48687198e+00 6.34631887e+00 9.89578895e+00 -1.97865981e+01 -2.40242855e+02 6.22674320e+01
1.00000000e+00 1.00000000e+00 3.74152392e+00 4.05887467e+00 1.84362624e+00 2.02686206e+00 4.88817035e+00 5.37399980e+00 9.79551939e+00 -2.42939624e+01 -1.74580857e+02 9.79310600e+00
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 4.99554371e-01 2.36122146e+00 9.82331867e+00 4.64314440e+01 8.14436294e+00 -1.67053521e+02 -4.24850869e+02 -3.75577423e+01
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 9.01406043e+00 3.02785237e+00 1.60752292e+00 5.39972205e-01 6.93480666e+00 2.52167343e+00 6.04612029e+01 4.28073512e+01
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 2.58565540e+00 3.25869995e+00 5.66830895e+00 7.14376637e+00 6.20026345e+00 -1.50672645e+01 -1.87762033e+02 2.51914819e+01
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 7.16718367e-01 8.65554452e+00 2.61428214e+00 3.15717254e+01 8.79491391e+00 -3.49960147e+01 -2.07743548e+02 4.75289642e+00
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 1.34456637e+00 6.05100509e+00 9.73608891e+00 4.38157050e+01 3.60495569e+00 -3.87317701e+01 -6.34401175e+02 2.22200293e+01
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 6.76957190e-01 5.71051820e+00 2.01973154e+00 1.70375821e+01 5.20913091e+00 -1.80700853e+01 -8.13193373e+01 -2.08177277e+00
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.76913994e+00 2.03291985e+00 4.63240902e+00 3.40080907e+00 6.57450972e+00 -1.76898301e+01 -2.09422115e+02 3.39393895e+01
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 7.41942083e-01 8.74125724e+00 7.64096486e+00 9.00227133e+01 4.70071428e+00 -6.16576621e+01 -7.36614039e+02 -3.18230758e+01
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 2.12836519e+00 7.50532873e+00 7.34098985e+00 2.58867897e+01 4.84737809e+00 -2.49573546e+01 -5.19839025e+02 7.86279234e+01
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 2.45776422e+00 1.60901526e+00 4.80455773e+00 3.14538174e+00 3.97256201e+00 -9.98646710e+00 -9.75720138e+01 9.10051056e+00
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 9.31547955e+00 7.37051588e+00 4.11871751e+00 3.25877725e+00 6.07808635e+00 9.51525854e-01 -1.04319406e+01 8.04793074e+01
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 1.34083713e+00 5.89184396e+00 4.57851141e+00 2.01186812e+01 8.65517075e+00 -3.85611291e+01 -3.93333560e+02 4.96453765e+01
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 4.47143677e+00 1.73552811e+00 3.37848637e+00 1.31131410e+00 2.81375540e+00 -1.69508498e+00 -2.97242647e+01 7.93450400e+00
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 2.19249691e+00 5.12470577e+00 2.84799645e+00 6.65685950e+00 9.40989735e+00 -2.05579446e+01 -2.64712404e+02 9.30315990e+01
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 2.76930354e+00 5.36226658e+00 5.34735728e+00 1.03542118e+01 7.20178888e+00 -1.82252974e+01 -3.16588574e+02 7.51867605e+01
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.00082128e+00 2.49197086e+00 3.41680380e+00 4.25554027e+00 8.40945891e+00 -2.48545982e+01 -2.29665267e+02 4.28700732e+01
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 2.21111048e+00 9.51128332e+00 3.58715498e+00 1.54304580e+01 6.00571623e+00 -2.01156468e+01 -4.12831394e+02 1.56789325e+02
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 1.27859726e+00 8.64977834e+00 6.91080457e+00 4.67519599e+01 8.01565031e+00 -5.52716683e+01 -8.08668455e+02 6.36382380e+01
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 4.47351262e+00 7.02120104e+00 9.71683599e+00 1.52506240e+01 1.14580358e+00 -9.65578836e+00 -4.13151953e+02 1.15299736e+02
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 4.54522941e-01 5.16066005e+00 6.43273481e+00 7.30373641e+01 8.36542382e+00 -1.25837446e+02 -4.34001410e+02 -5.44958090e+01
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 1.19714939e+00 4.70588987e+00 1.69281520e+00 6.65430897e+00 1.36124973e+00 -9.79836610e+00 -7.19732913e+01 1.93583986e+01
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 5.29075838e-01 6.85876120e+00 1.68025252e+00 2.17822286e+01 9.00922039e+00 -3.02402524e+01 -1.09295338e+02 -2.48104902e+00
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 1.18178080e+00 5.90888682e+00 9.56280899e+00 4.78139061e+01 9.92766473e+00 -8.37007422e+01 -6.72371252e+02 -1.39401055e+00
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.01501701e+00 1.56045795e+00 3.67561711e+00 5.65078801e+00 3.64660716e+00 -2.72848095e+01 -1.33919207e+02 8.38739012e+00
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 6.98433228e-01 5.61252384e+00 1.82860287e+00 1.46944286e+01 2.89286701e+00 -2.43945949e+01 -1.52274586e+02 2.39437714e+01
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 2.13751458e+00 8.25763256e+00 6.39140128e+00 2.46912203e+01 7.88827027e+00 -3.15274381e+01 -6.19879243e+02 1.15005422e+02
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 1.76927205e+00 5.13315890e+00 6.61283900e+00 1.91857173e+01 3.27723707e+00 -1.84915807e+01 -2.59723578e+02 2.40434878e+01
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.47255999e+00 1.46760920e+00 6.83654338e+00 6.81355870e+00 8.79006145e+00 -4.16033209e+01 -2.31872223e+02 3.54309697e+00
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 1.54073823e+00 8.07650379e+00 3.40661825e+00 1.78573911e+01 1.92558333e+00 -1.76084204e+01 -2.91545133e+02 7.71911820e+01
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 1.44066187e+00 2.81227404e+00 1.13599616e+00 2.21754498e+00 2.13359677e+00 -5.84678366e+00 -3.53299094e+01 1.05407188e+01
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 8.24340247e+00 3.32758751e+00 9.68513833e+00 3.90956835e+00 9.81236400e+00 -5.70467456e+00 -2.05349312e+02 5.07944585e+01
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 7.97287921e-01 2.48235718e+00 3.25803741e+00 1.01439045e+01 7.06455008e+00 -3.01872267e+01 -1.06103766e+02 -1.84808632e+00
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 5.51272883e+00 3.97193558e+00 7.08423659e+00 5.10421105e+00 8.62198502e+00 -9.62816198e+00 -2.60111786e+02 7.33969842e+01
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 4.33634847e+00 7.81076355e+00 7.35966883e+00 1.32564607e+01 3.91896440e+00 -1.00658646e+01 -3.41730395e+02 1.10937850e+02
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 1.79756217e+00 5.67447274e+00 6.49006675e+00 2.04875845e+01 7.08835375e+00 -2.47089629e+01 -2.47504538e+02 1.11582819e+01
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 1.52258426e+00 2.84393147e+00 3.81616655e+00 7.12795767e+00 6.34817645e+00 -1.23204093e+01 -7.12410047e+01 -1.15741332e+00
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 1.43671312e+01 8.90047070e+00 3.43986628e+00 2.13100504e+00 6.42835108e+00 2.56750519e+00 7.51214983e+01 1.46313766e+02
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 1.48879417e+00 8.91623669e+00 6.37901454e+00 3.82032686e+01 7.14279214e+00 -4.32408276e+01 -7.55613311e+02 9.30743378e+01
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 3.11799162e+00 8.83520583e+00 8.79486070e+00 2.49213000e+01 6.17823256e+00 -2.09485090e+01 -5.72814940e+02 1.08685822e+02
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.56202749e+00 3.14916590e+00 9.52060356e+00 8.41710519e+00 4.86156132e+00 -1.70503219e+01 -3.15888902e+02 4.16006756e+01
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 4.68299203e-01 5.06115410e+00 1.95315224e+00 2.11087365e+01 3.48330425e+00 -2.52782885e+01 -1.05864683e+02 -4.24090319e+00
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 2.85140705e+00 9.86490691e+00 2.39345751e+00 8.28055594e+00 7.91723198e+00 -4.65702487e+00 -1.09827652e+02 7.51014166e+01
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 4.27831679e-01 7.94811229e+00 9.50262633e+00 1.76536579e+02 3.03645187e+00 -8.35058859e+01 -8.28444842e+02 -1.44063429e+02
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 2.17105775e+00 1.24450679e+00 7.62881706e+00 4.37303644e+00 7.23118876e+00 -3.43324866e+01 -3.00298395e+02 1.74504625e+01
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 7.32497005e+00 1.58684132e+00 8.94694442e+00 1.93821695e+00 3.09999540e+00 -4.29583267e+00 -1.20022537e+02 1.90388197e+01
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 1.67208594e+00 5.17538239e+00 2.82369371e+00 8.73979879e+00 6.62797153e+00 -1.40813051e+01 -1.40170734e+02 3.24363946e+01
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 3.52785846e-01 9.18298185e+00 6.28827284e+00 1.63683141e+02 7.72370440e+00 -1.47772504e+02 -6.71024173e+02 -1.34811384e+02
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 7.99538150e-01 5.84831618e+00 7.31025635e+00 5.34717330e+01 2.96842500e+00 -4.31773546e+01 -5.09827039e+02 -9.03808766e+00
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 1.50833159e+00 5.48031257e+00 7.12100697e+00 2.58731861e+01 1.53948971e+00 -1.61418455e+01 -2.76231654e+02 1.71653515e+01
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 2.32074860e+00 1.94926330e+00 4.67336522e+00 3.92529346e+00 2.17876369e+00 -1.52500870e+01 -1.65575972e+02 2.55727350e+01
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 5.38329597e+00 6.91102094e+00 1.13855403e+00 1.46166415e+00 6.45397271e+00 8.23621204e-02 -1.83672974e+01 9.16714924e+01
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 1.81138021e+00 8.39892845e+00 6.24633451e+00 2.89627303e+01 8.64501766e+00 -4.10073580e+01 -7.43295072e+02 1.21964581e+02
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 3.40347307e+00 4.42378007e+00 3.27791385e+00 4.26058019e+00 1.40497139e+00 -6.11825913e+00 -1.07205523e+02 4.21885295e+01
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 4.37836342e-01 7.98050666e+00 5.05228822e+00 9.20887918e+01 7.60736133e+00 -9.91447978e+01 -5.12644383e+02 -5.89481703e+01
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 2.16719682e+00 9.68028989e+00 9.61822914e+00 4.29620630e+01 4.07186781e+00 -2.76931151e+01 -8.17537834e+02 1.00678010e+02
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.42581540e+00 2.83389813e+00 4.59131786e+00 5.36369219e+00 5.30675533e+00 -1.76765526e+01 -2.12818648e+02 3.91118760e+01
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 2.15578299e+00 5.70996668e+00 8.55821446e+00 2.26679214e+01 9.35973595e+00 -3.90257495e+01 -5.26742757e+02 4.64397457e+01
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 5.16165902e+00 3.58424162e+00 2.69686545e+00 1.87269585e+00 3.98774354e+00 -4.24783074e+00 -9.55111199e+01 5.50357752e+01
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 4.20601105e+00 8.13568977e+00 7.05214448e+00 1.36409674e+01 5.18803241e+00 -8.68815452e+00 -2.58154650e+02 7.49430322e+01
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 3.82297384e+00 6.19834029e+00 9.79306259e+00 1.58778838e+01 1.12314173e+00 -7.72268891e+00 -2.69724721e+02 5.48401640e+01
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 3.62058991e+00 6.71124176e+00 1.91703791e+00 3.55348304e+00 1.73438848e+00 -4.53982806e+00 -8.37642088e+01 6.15169609e+01
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 3.06569922e-01 8.18122744e+00 1.07487948e+00 2.86845932e+01 3.32732432e+00 -2.43712873e+01 -9.29081689e+01 -8.57886450e+00
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 9.49632562e-01 4.56373425e+00 4.90224513e+00 2.35591585e+01 1.25067017e+00 -1.35078624e+01 -1.31353797e+02 -5.56870955e+00
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 1.68732881e+00 9.23581062e+00 1.83362935e+00 1.00366054e+01 6.68237793e+00 -3.62056650e+00 -4.40784312e+01 1.36599480e+01
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 1.38402521e+00 5.79725981e+00 7.73545915e+00 3.24014810e+01 4.83758521e+00 -4.16440232e+01 -6.08883612e+02 4.56028956e+01
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 8.55298777e-01 2.42159341e+00 9.23093797e+00 2.61354033e+01 5.93330682e+00 -7.60109265e+01 -3.95191731e+02 -7.58985386e+00
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 1.19299959e+00 7.26309206e+00 4.90618875e+00 2.98693318e+01 2.57182467e+00 -2.67042978e+01 -4.28745314e+02 5.11451759e+01
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 1.84206175e+00 8.13935215e+00 3.32840478e+00 1.47069221e+01 3.66338826e+00 -2.28642958e+01 -3.96021348e+02 1.34537839e+02
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 2.52908981e+00 3.85085509e+00 4.90962987e+00 7.47552465e+00 6.97442027e+00 -1.16948821e+01 -1.37227894e+02 1.75059740e+01
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 2.05574383e+00 8.71461331e+00 7.51103036e+00 3.18404094e+01 9.68772451e+00 -3.48404782e+01 -5.13751798e+02 4.99627300e+01
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 1.99381759e+00 9.15528929e+00 1.08148745e+00 4.96601623e+00 1.45375096e+00 -1.49830859e+01 -1.67090079e+02 1.37855769e+02
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 8.42264687e-01 3.49214039e+00 6.30508591e+00 2.61417171e+01 9.01345889e+00 -7.29885146e+01 -3.44371564e+02 -4.77552063e+00
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 1.41951728e+00 9.85169325e+00 6.51962516e+00 4.52473161e+01 6.19193081e+00 -2.70167840e+01 -2.68243425e+02 -1.18930453e+01
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 8.64911930e-01 2.26640375e+00 6.73919422e+00 1.76592952e+01 6.07527610e+00 -5.79468700e+01 -2.77777924e+02 -1.30599963e+00
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 1.62319197e+00 2.81814102e+00 3.17819872e+00 5.51790074e+00 5.50250682e+00 -1.13112940e+01 -8.21298614e+01 8.29657909e+00
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 6.21510598e+00 2.65802355e+00 7.42647451e+00 3.17609132e+00 1.62454677e+00 -6.34535283e+00 -1.77813787e+02 4.66208044e+01
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 2.83675979e+00 9.04590739e+00 1.82252338e+00 5.81169324e+00 1.80889167e+00 -1.10188004e+01 -1.89934316e+02 1.43863400e+02
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 2.11494570e+00 6.88863297e+00 2.79343303e+00 9.09854793e+00 6.40820805e+00 -1.47287106e+01 -2.15383345e+02 8.32178660e+01
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.84310044e+00 2.36893855e+00 8.89723042e+00 7.41338287e+00 4.06862714e+00 -2.11053320e+01 -3.11128980e+02 3.44843528e+01
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 9.03052765e+00 4.96291077e+00 7.64850836e+00 4.20339386e+00 9.25541260e+00 -2.23032770e+00 -1.29636601e+02 7.75163781e+01
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 6.02244809e-01 6.53768223e+00 1.12370999e+00 1.21984593e+01 4.65931484e+00 -2.18286523e+01 -1.04801107e+02 2.28321488e+01
1.00000000e+00 1.00000000e+00 9.03303099e+00 3.39040038e+00 5.32859248e+00 1.75117676e+00 3.23538634e+00 1.06327016e+00 2.28953313e+00 -5.88141414e+00 -1.13228082e+02 3.05735978e+01
1.00000000e+00 1.00000000e+00 5.85408018e+00 2.16563429e+00 5.40634234e+00 8.94174732e+00 2.92965835e+00 4.84546909e+00 7.43246950e+00 -9.26401287e-01 -7.17568565e+01 9.98459423e+01
1.00000000e+00 1.00000000e+00 8.26696140e+00 8.99873272e+00 1.83736125e+00 8.23243182e+00 3.43725695e+00 1.54008818e+01 3.64018079e+00 -2.11671794e+01 -3.71312257e+02 1.20713510e+02
1.00000000e+00 1.00000000e+00 9.06482170e+00 9.60086348e+00 1.88833467e+00 5.54686096e+00 3.22803793e+00 9.48215264e+00 5.72923277e+00 -2.32664047e+01 -3.03712322e+02 9.10804586e+01
1.00000000e+00 1.00000000e+00 3.86203127e+00 8.75914856e+00 8.81828011e-01 9.70413954e+00 1.56273666e+00 1.71972476e+01 7.28049507e+00 -2.31399739e+01 -1.94049047e+02 5.77581332e+01
1.00000000e+00 1.00000000e+00 1.99046732e+00 8.28564467e+00 4.80461666e-01 4.75984881e+00 5.13046465e+00 5.08266066e+01 9.10237700e+00 -1.04665893e+02 -3.53201247e+02 -3.18779596e+01
1.00000000e+00 1.00000000e+00 3.05141646e+00 6.89717783e+00 8.84830445e-01 9.85699287e+00 7.59460127e+00 8.46037012e+01 8.12972075e+00 -7.54429613e+01 -7.16584940e+02 -2.44481206e+01
1.00000000e+00 1.00000000e+00 4.84397010e+00 5.95771634e+00 1.62611639e+00 7.01127999e+00 6.46058552e+00 2.78559236e+01 7.08724961e+00 -3.29859351e+01 -4.30783431e+02 4.00689376e+01
