G	c	dx1dt	d2x1dt2	d1	m1	d2	m2	Fg	Fc	W	p
1.000000000000000000e+00	1.000000000000000000e+00	9.547941986678132764e+00	1.819974500629050640e+00	1.159902800272915258e+01	6.993607588464629821e+00	3.295754143689777482e+00	1.153184175516324572e+00	2.188780755077653239e+00	1.716117657040527877e-01	-7.688881695539703287e+01	1.197223497914653336e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.833502421068059718e+00	6.927728525606230647e+00	2.162303776351751861e+00	4.200290739210632118e+00	3.683035152921338540e+00	5.729238749627310057e+00	1.008483318549388841e+01	-2.122792707829722403e+01	-2.418613024452235436e+02	6.252005264968737208e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.769330244987998402e+00	3.523222266199056207e+00	2.369095105613168606e+00	1.829079263039899095e+00	5.150676263539367028e+00	7.937597404265769541e+00	9.331773340263740835e+00	-1.979209640322959984e+01	-1.266689922504138224e+02	8.590284773193769041e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.246171586959445410e+00	7.801085564791098825e+00	1.614558045948384368e-01	3.055028259040302618e+00	9.931847451206529342e+00	4.727841184593322765e+01	7.757198516055145987e+00	-1.624934431268194146e+02	-3.979528741250803705e+02	-3.701366424068894645e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.200905084334322304e+00	2.510861411080440142e+00	9.415253020047018140e+00	3.319888155445159583e+00	1.493969117322780704e+00	-1.499436449785136682e+00	6.504176236593002258e+00	2.079187877696826448e-01	3.834766251866861353e+01	4.631756323375670092e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.023433791795166137e+00	4.668381016999713751e+00	3.012921261280748553e+00	3.196064269431593274e+00	5.594686868657092305e+00	8.349037110162848663e+00	6.468593444753031996e+00	-1.837820581633651429e+01	-2.498175440307020381e+02	2.469607131690647961e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.438733455619419122e+00	6.201530593486501708e+00	1.063758410686896694e+00	8.232259531827965660e+00	2.544466255851788983e+00	3.243065129193175267e+01	8.760179626504854156e+00	-3.235318873620371249e+01	-2.048098041870002817e+02	2.024469875563014831e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.289293380678567580e+00	8.099692084099936906e+00	1.408373194247618754e+00	5.910510646957387593e+00	8.770932846832486973e+00	3.993014270279456923e+01	3.473520044470535861e+00	-3.803504582531737555e+01	-5.964186751397496664e+02	2.665030748703650332e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.265098166606498653e+00	3.748862979877247259e+00	5.850488405141054393e-01	5.971552742819319803e+00	1.986552084133598850e+00	1.562677035932186698e+01	4.750563424519892664e+00	-1.657964222592823234e+01	-6.455455854445429509e+01	-6.809123870048638949e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.415089595813880052e+00	6.129832957537563409e+00	3.115914897111354609e+00	1.602038393037918729e+00	4.319919727755839212e+00	3.813063864309566231e+00	5.700789823782161925e+00	-1.945878349682783082e+01	-1.662105784018786778e+02	3.466457784293996980e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.440345027458473925e+00	8.823742958904855271e+00	5.268597656029755383e-01	8.060077075702189120e+00	6.746225809302427656e+00	9.315551672478233058e+01	5.589402201500464074e+00	-6.201551329345008412e+01	-7.530400958263052189e+02	-3.751606386590930242e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.669754154862743256e+00	7.048194718658846725e+00	2.201930734387431698e+00	7.240205937696273963e+00	8.649880464030179184e+00	2.739873231097850592e+01	4.690109622628747310e+00	-2.588899375910379419e+01	-5.230572924728151065e+02	7.469722542266268306e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.364822884295458394e+00	4.110875963893885654e+00	2.445875593603497489e+00	1.581843382820306454e+00	4.973078059188682509e+00	1.923598090521905668e+00	5.448953123578296420e+00	-9.164606702383442993e+00	-1.001236289302184588e+02	1.195365971176192410e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.111936717598662305e+00	7.653857625277669108e-01	9.073234530341812487e+00	8.123277203311074501e+00	4.125810795641523754e+00	1.724732804260503904e+00	6.499021794620958303e+00	-2.414038346870683860e+00	-3.809462716014084371e+00	7.787668348846455046e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.960095083349450817e+00	7.721032796846349910e+00	1.416397170521557225e+00	5.251311747606445479e+00	4.377605895436430750e+00	2.184666052935486391e+01	9.651555238306309903e+00	-3.882950116710038202e+01	-3.722642167710857848e+02	4.245661296039649102e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.539075652162808616e+00	8.960912277876338372e-01	4.673033384738515039e+00	1.860730507748306062e+00	3.773783201600266590e+00	-3.944379944157452300e+00	3.354902745391584062e+00	-5.087824033446377570e+00	1.509074639103445037e+01	5.166009482808229691e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.141577058558866042e+00	9.375198801756424061e+00	1.939541746899351438e+00	4.971440474834646572e+00	2.218799683465396910e+00	4.907548129949951488e+00	9.496240275272208820e+00	-2.195084426492567786e+01	-2.141231510747125526e+02	8.985289868409867609e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.289883186266433057e+00	6.913274341780928367e+00	2.894342484670510807e+00	5.236405620952522710e+00	5.178078706917562002e+00	1.340693038154402217e+01	6.876247921734734980e+00	-1.848830217480203331e+01	-2.708346072521373458e+02	7.035086888342549116e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.745121321598906761e+00	1.018040561669253030e+01	1.395076650666623452e+00	3.341955290921734267e+00	2.901357953867549355e+00	4.898480090574857115e+00	7.877379297115699508e+00	-2.348366349982810775e+01	-2.112963410991630155e+02	4.497735445438527790e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.826528990572274580e+00	8.904073301509569660e+00	1.925999588726343692e+00	9.556125832272162057e+00	3.977764042318581605e+00	1.378711318637612138e+01	6.615584305918651431e+00	-1.852077742150840578e+01	-4.222267564684069043e+02	1.508637694748505851e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.303827382232936039e+00	9.508783333648128888e+00	1.154312283727413346e+00	8.145345151943605089e+00	6.463258549416213583e+00	4.414811290317143744e+01	8.160012975767479304e+00	-5.321590325028967783e+01	-8.024666485547986667e+02	6.138595740021957425e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.934413941920126945e+00	3.699454638645144122e+00	4.570620011183576636e+00	7.511936009923073421e+00	1.031302608157523792e+01	1.706958310632516529e+01	1.481608485136066466e+00	-1.366184517280578170e+01	-3.951632191950936885e+02	1.158107969484307773e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.996782912744270444e+00	7.168238680921012573e+00	6.907616497645501230e-01	5.610807547035948417e+00	6.378993315595284486e+00	7.320591216983223148e+01	8.809144999210463567e+00	-1.224222613113104785e+02	-4.302932567846251573e+02	-5.580897420492954808e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.130988053891295753e+00	4.247161478181446626e+00	1.219656741765201780e+00	4.153078069308039133e+00	2.112075766085671269e+00	6.180557679823628803e+00	1.555147124478390097e+00	-1.154042204188392517e+01	-9.706056374023357591e+01	1.781001853287432013e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.581654588360181357e+00	5.827407413661931379e+00	6.830498097562192061e-01	6.200063107538951179e+00	1.896711146007652005e+00	2.259231226840292450e+01	8.752202041671305111e+00	-3.178506287908484040e+01	-1.219892706180935988e+02	-5.249603600990663921e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.830024116312223725e+00	7.551276692906391474e+00	1.138142219732850347e+00	6.135561506806836540e+00	1.013621798585892542e+01	4.817044386448878868e+01	1.047927849009727375e+01	-8.297466642242316937e+01	-6.485400618985986512e+02	-6.062958441827015932e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.714167319459944938e+00	9.055310669324187600e+00	1.125008447158700964e+00	1.542253661922369012e+00	3.169370909245102563e+00	5.841201809651031418e+00	3.538655816766265616e+00	-2.819528698834782432e+01	-1.406866251684240012e+02	5.948076214732214595e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.169418455435246695e+00	9.714823456527588164e+00	7.940654987487710814e-01	5.352684468620890534e+00	2.318850699812887051e+00	1.182609157836058422e+01	2.942199616653995875e+00	-2.341704937522199259e+01	-1.516109364350039073e+02	2.646276082758792469e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.917092581902426929e+00	7.321025090065794494e+00	1.999186804720700428e+00	8.840883787803106131e+00	5.383112114861679842e+00	2.246786874530398848e+01	8.279029196053611983e+00	-3.004854653383636887e+01	-6.220322203646157959e+02	1.133426746153002540e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.792600489916573725e+00	4.697307106325967929e+00	1.672696576971647531e+00	4.806122138559513424e+00	6.636185135439694349e+00	2.080657632274132851e+01	3.245120009470394251e+00	-2.055345388179354416e+01	-2.842179830464968973e+02	2.468293106999551512e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.726237338408253663e+00	4.905215359692853383e+00	1.635646223554018341e+00	1.700381544769845377e+00	6.541015342503278873e+00	8.024743173947365804e+00	7.799889191989716863e+00	-4.209969393441824081e+01	-2.365742826472492197e+02	7.822571232243124228e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.477357788524040316e+00	6.824310929085202204e+00	2.033178148063778057e+00	8.725101477735108801e+00	2.646287268161757300e+00	1.868510554981279981e+01	2.492385922593041148e+00	-1.802479848084653824e+01	-3.041140295453316185e+02	7.948892153768935032e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.979643905378211555e+00	3.661624051743908037e+00	1.768618186721410801e+00	2.625017796550368487e+00	6.522990882497947673e-01	9.470930268719084388e-01	2.817149965865807459e+00	-3.257816750183585075e+00	-5.432275623531073450e+01	5.651524861301523650e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.633798618326496310e+00	1.758437061542641899e+00	7.936562031304138287e+00	2.317622926375240144e+00	9.338327333234111904e+00	5.567055222999684361e+00	8.814964604450599595e+00	-6.961405988088075425e+00	-2.344040840793597908e+02	5.251051060348354582e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.788660799027409487e+00	4.670818468652242927e+00	4.914079427808096256e-01	2.259797195511684453e+00	3.151636605339538377e+00	9.340829818357798686e+00	6.496274795498878873e+00	-3.156157023754645508e+01	-1.088657229801959119e+02	2.165343332825708345e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.839213129781111178e+00	3.579075975036483115e+00	5.367169516460116974e+00	4.076451466221677755e+00	6.800115769029325463e+00	7.923477934492980879e+00	9.724381703860977666e+00	-1.238826920575573887e+01	-2.431405689383709898e+02	7.116668569523898213e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.377615796637345014e+00	3.832119355298283292e+00	4.363230619577356251e+00	8.364588480345030774e+00	7.402989893891259499e+00	1.163875866961500805e+01	4.045352480552568686e+00	-1.252310033249405130e+01	-3.109660342112661056e+02	1.048636149011451408e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.547128011164658368e+00	2.711964481820609674e+00	1.810675942476795530e+00	5.386705967478770951e+00	6.040670887147396861e+00	1.934975279433376727e+01	7.090288110049337789e+00	-2.835789707831701634e+01	-2.857794125787980306e+02	9.470057995591503186e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.351740945830027796e+00	1.187123859239437973e+00	1.859633885870299874e+00	3.795363627357758229e+00	3.558025573784554751e+00	6.799902651858219294e+00	6.115927629505044649e+00	-1.421987815029193669e+01	-2.713885966741943889e+01	-4.370063969001769522e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.072720696095336379e+00	1.518043442805687038e+00	1.471908185447333572e+01	8.183306241879845899e+00	3.283383966589281222e+00	3.966352541639776241e+00	5.866932715718653490e+00	6.872842897860550693e+00	8.316401195261089185e+01	1.485831723115616398e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.750334977035393536e+00	9.816346993976456048e+00	1.490333808372959812e+00	9.006871101730496321e+00	6.477590061584110437e+00	3.812728557988572220e+01	7.036893863091165713e+00	-4.137420188148882971e+01	-7.865547121847229164e+02	9.107945426781348885e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.267165775804004468e+00	4.235243945487425776e+00	3.056114440057700499e+00	8.703148336780909489e+00	9.254373601922836201e+00	2.500292417713277260e+01	6.708995549584137130e+00	-1.749749988893954011e+01	-5.838980440559562339e+02	1.008882392616089021e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.065576916079318259e+00	4.521010204552105449e+00	3.702454774793797920e+00	3.892982549786394131e+00	9.982723394785372406e+00	7.568874865163671473e+00	4.853021617202462501e+00	-1.961734600463594447e+01	-3.674305752374673943e+02	3.671098916798690937e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.634239426631326708e+00	7.331382558619446321e+00	7.572271282554563498e-01	4.247457478221644323e+00	2.081711240621404002e+00	2.168945369439828852e+01	3.815722812195654345e+00	-3.054047652603698992e+01	-1.503883728750412843e+02	-2.862112143419784704e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.303316826457852073e+00	3.728044259085508294e+00	3.001533294513901495e+00	1.009992759156020625e+01	2.626369620872880173e+00	8.127345787755906770e+00	8.879003465006416462e+00	-3.802255004582140607e+00	-6.256771879622539956e+01	8.272732602232723309e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.612322754477419018e+00	1.019083399396557077e+01	3.105579028346960868e-01	7.813256093485789755e+00	9.671451599963347689e+00	1.748376924138948425e+02	2.720268429221750495e+00	-7.849801684404279456e+01	-8.476434219340138725e+02	-1.441475016771093181e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.563538140926642228e+00	8.041147368887525460e+00	2.004676054777718708e+00	2.088845137203442448e+00	7.458489437597314975e+00	4.648764012250236277e+00	7.396163140504614653e+00	-3.564371907835172237e+01	-2.855585731109140966e+02	2.247985448638360495e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.283416317853923516e+00	1.500207943345299721e+00	7.023160390713882428e+00	1.129340088600632619e+00	9.434463809894818809e+00	2.264885591251945218e+00	3.647083340063577594e+00	-4.020755223802684242e+00	-1.230751731795548523e+02	1.498981841876801724e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.754398504043341411e+00	4.631219355821386330e+00	1.724666530698671041e+00	5.404706662160763564e+00	2.328650762284943276e+00	1.382972951586557997e+01	6.119823780988542516e+00	-1.832172130124378384e+01	-1.396817864734537125e+02	2.995540921118339028e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.295406248179521214e+00	8.620703662881162188e+00	5.221204713405336317e-01	8.720161689413409078e+00	5.179534804504341672e+00	1.623595902487875833e+02	7.820688847847583780e+00	-1.476962986498155033e+02	-6.609203707479254035e+02	-1.437765842782184222e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.857045901360338647e+00	9.784173573141520919e+00	9.992343815890960546e-01	5.952157561063855518e+00	6.746459044325276544e+00	5.165355136623442434e+01	3.988270414335498337e+00	-4.351503434403185366e+01	-5.670416575594908863e+02	-7.622036167406642804e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.099552765372983743e+00	5.786108131277662991e+00	1.821325684108741072e+00	5.276362158351843412e+00	7.880568944565277789e+00	2.647760548225427613e+01	1.354157100362202826e+00	-2.179662753126071806e+01	-2.400324512910007684e+02	1.374203919127353579e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.880349769660920600e+00	7.210441664057785971e+00	2.723026864321815843e+00	1.736552853056287038e+00	4.513436170688137850e+00	1.774698860363892017e+00	2.760686483497456489e+00	-1.805266067342707004e+01	-1.682859521605186330e+02	2.786778103919606764e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.091262610514744047e+00	2.273988640505560266e+00	5.009645218831170865e+00	5.813628419873971609e+00	1.286950352669537168e+00	-8.626823518451300910e-01	6.377096188263074339e+00	-2.934709863110564143e+00	-3.221179319479047365e+01	8.974721159784346014e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.066285561016758976e+00	9.635669379375499943e+00	1.921375530648207430e+00	8.627847323534112434e+00	6.098035081128089452e+00	2.585024720688791433e+01	9.625243333043876248e+00	-4.527530822094597340e+01	-7.304464412089254211e+02	1.297097755967361934e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.162759305298907364e+00	2.851173344123270503e+00	3.522843061855710722e+00	3.826205330823438722e+00	3.581964379088969253e+00	2.582767312154472972e+00	5.086936033263892432e-01	-8.076600446235186581e+00	-1.270030893981936657e+02	4.905795593450871195e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.650613354976893543e+00	8.409763723873581398e+00	4.177411991880338182e-01	7.363915088946784593e+00	5.090567640874094302e+00	9.046445116455981861e+01	7.642742628841747710e+00	-9.777025190533565535e+01	-5.069281399560595673e+02	-6.777196088062532908e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.211795492383759054e+00	6.177676591562457631e+00	1.942091871880646581e+00	8.821516589636745564e+00	9.581097710253533961e+00	4.018237376530816363e+01	3.266343361927071420e+00	-2.940378538577845902e+01	-8.220786949701167714e+02	1.029428301496094775e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.035249166395106002e+00	6.450408774645439713e+00	2.818397588378402041e+00	2.250784473918158834e+00	4.923579115836087539e+00	4.821549655285855884e+00	4.924991379522037249e+00	-1.457367689291074164e+01	-1.932986050783585483e+02	3.626443718267636740e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.581269927918251383e+00	5.825191376232454310e+00	1.995829158816835758e+00	5.986314166997797948e+00	8.306125508883903663e+00	1.754294190574334777e+01	8.974735439955757954e+00	-4.000581799114910808e+01	-5.326164300968941916e+02	4.891784938420149587e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.059691151628531003e+00	3.349275531947052631e+00	4.565822314769997448e+00	3.833363788091295188e+00	2.898285122686017345e+00	2.937915472571991593e+00	3.842333830263526373e+00	-3.366486476701902930e+00	-1.237892542300280354e+02	4.988812848444345605e+01
