G	c	dx1dt	d2x1dt2	d1	m1	d2	m2	Fg	Fc	W	p
1.000000000000000000e+00	1.000000000000000000e+00	1.457933611835328769e+00	8.445618360792060741e+00	3.062033250096772297e-01	6.877107903731363159e+00	6.638253122266957185e+00	1.377744257001195365e+02	4.223322544646053167e+00	-9.745770191738867538e+01	-4.904332210489864110e+02	-1.175176447872175771e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.475916994707450414e+00	1.405055345277937517e+00	9.711717522221491095e+00	2.800759965820037500e+00	2.814019423125124320e+00	8.269376381861809344e-01	6.993442121952647028e+00	2.289506228456565484e+00	6.042207245899744805e+01	3.521002931345016407e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.499907822598538942e+00	6.350231015973887949e+00	8.709748791142996049e-01	6.032947463387269060e+00	4.845671847289635181e+00	3.631941830753613232e+01	3.381014817901570435e+00	-2.967643650385852894e+01	-2.551803502166361284e+02	-5.142787515337464477e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.599618534494752886e+00	3.128773867767890682e+00	1.034658599950620816e+00	5.102963748581540671e+00	7.750416327670000882e+00	3.917248472366684808e+01	1.673084144508238724e+00	-1.743039588487985725e+01	-1.727393804101846513e+02	-2.192614878161207770e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.522065352545375561e+00	2.066509514181961826e+00	9.152281783483578792e+00	9.775207767451670193e+00	1.919401645611268359e+00	1.886777176229624819e+00	9.969135252174925910e+00	3.881417904687973763e+00	6.152666484008953063e+01	1.841780263803333355e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.738342947753690027e+00	1.639174043636705491e+00	1.147222477890028713e+01	6.538758036109252103e+00	3.609922132686728791e+00	2.029606445185199171e+00	2.365356605689685310e+00	-2.006258201472326697e+00	-9.827702835727461661e+01	1.232616883549005991e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.293602281589514291e+00	7.286926540155875820e+00	2.278819103944107916e+00	4.141191655137842709e+00	3.422582672906795853e+00	6.639167926465195713e+00	9.839520406986848045e+00	-1.971633912069685124e+01	-2.413626990641439818e+02	6.221733039131004261e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.724460090348798769e+00	3.997420248868069681e+00	1.797231897249414123e+00	2.001610834875449996e+00	4.952656383368116977e+00	5.192839537368689307e+00	9.834396175581103350e+00	-2.405075366254628833e+01	-1.754570898864125468e+02	1.026768901221492847e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.891579541289671207e+00	7.552699439958416860e+00	5.303245963407013930e-01	2.369817312433881717e+00	9.881288212094505141e+00	4.661106309276487281e+01	8.162227316306649882e+00	-1.674518553081614698e+02	-4.266627040889428031e+02	-3.813145605229770752e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.229271704215892491e+00	1.521774164101686866e+00	8.959629747992972071e+00	3.030915777786114429e+00	1.653770324932123614e+00	6.527314891038116240e-01	6.987238543825124104e+00	3.200784977420960242e+00	6.120517285287483844e+01	4.265720094252130679e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.930542300214755258e+00	3.819866126421048502e+00	2.574328970587613341e+00	3.272112181867688374e+00	5.738236110767692466e+00	7.135206645472405462e+00	6.228184478330625495e+00	-1.474552261460560665e+01	-1.876821308113020166e+02	2.506009836495638865e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.120137149975964252e+00	5.775772277113866870e+00	7.495304986278035209e-01	8.515943635610470963e+00	2.629470716269625807e+00	3.135653658375168362e+01	8.753892314574363454e+00	-3.499564907800818503e+01	-2.091434652190595500e+02	4.421450116613941717e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.452778658665677014e+00	8.273621289273497936e+00	1.334877230019595240e+00	5.991972876496298284e+00	9.704532747911647661e+00	4.365878325449444475e+01	3.609100948978051893e+00	-3.895558128035162326e+01	-6.309662758146885153e+02	2.255441320738139765e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.332606366264461606e+00	3.776760183714915176e+00	6.581057942629238156e-01	5.663847538909032586e+00	2.078984901609072455e+00	1.710028043613730375e+01	5.215946838816827302e+00	-1.811738808929236200e+01	-7.611246618534998731e+01	-1.937421831274146911e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.148456542886606258e+00	6.633568343662806122e+00	2.793034181954052286e+00	2.041250234725496604e+00	4.693734021948288593e+00	3.092498418658565562e+00	6.524443626725996204e+00	-1.766718920011384952e+01	-2.062193986395962213e+02	3.366699609232486523e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.334991524556918385e+00	9.037403527437026796e+00	7.188128011907575221e-01	8.751520769014216938e+00	7.700799651166597037e+00	9.005103388053848334e+01	4.640545933136357881e+00	-6.153860821084190746e+01	-7.350817675829893005e+02	-3.159111491211604061e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.022659378995888879e+00	6.600424452229164629e+00	2.095150865046147004e+00	7.540456399718665104e+00	7.343398914790058463e+00	2.600398738778891072e+01	4.810299538586146895e+00	-2.455192076480417995e+01	-5.177476654624491630e+02	7.856723704761867566e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.754685967011539560e+00	3.143996758191794694e+00	2.465224214204690512e+00	1.623238026609106432e+00	4.765787432169836357e+00	3.358791436345837322e+00	4.083493589971857851e+00	-1.011509471660406412e+01	-9.247541811628146036e+01	8.759493355092608624e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.608660678213222006e+00	1.201959120691222793e+00	9.310508558326599626e+00	7.298693822019934885e+00	4.129076667246160959e+00	2.955877485176129582e+00	6.055604394214589625e+00	1.103553280871001352e+00	-8.344563013604599178e+00	8.020620143990859674e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.850494944511595463e+00	8.906053052358068101e+00	1.307039966113750618e+00	5.971742512678116732e+00	4.629517858264065033e+00	2.040379506972751855e+01	8.722324361841577556e+00	-3.891030493963121017e+01	-3.949401268821939084e+02	4.981241966470800264e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.600330226753416518e+00	1.242238068955706654e+00	4.488746132996087823e+00	1.805759006524612520e+00	3.433938378107917799e+00	1.678548773501618463e+00	2.788227706206185097e+00	-1.806827565880721131e+00	-2.864732128567783320e+01	8.294221452550640805e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.758482385770168577e+00	8.884125608379612515e+00	2.205119490282331007e+00	5.055232500022151854e+00	2.824736468108841159e+00	6.745702911794905887e+00	9.458311937442960726e+00	-2.045616693553336773e+01	-2.629931155148935318e+02	9.284512702271184992e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.900105939976827862e+00	5.773818092248367506e+00	2.759527097045332500e+00	5.380637406993772132e+00	5.364429598871492288e+00	1.012935888014714081e+01	7.250947130308150079e+00	-1.803853887760797647e+01	-3.193194667967310920e+02	7.539532598380405659e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.439367453505683514e+00	9.434701599764361291e+00	1.992904251446450559e+00	2.459093600292583837e+00	3.345954716833225984e+00	4.184468132492341397e+00	8.461346018698119309e+00	-2.505809916553666383e+01	-2.304475149216051477e+02	4.347601419076021756e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.086909877484968590e+00	8.138443761051988190e+00	2.223893534012512330e+00	9.518950905591227141e+00	3.640474026872795310e+00	1.542014790494918763e+01	6.026840983273244134e+00	-2.023473557872097928e+01	-4.098103827193751840e+02	1.563070747915768948e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.403650685749721738e+00	1.005023162558485339e+01	1.310945663714965459e+00	8.707938463223946712e+00	6.868401126223268705e+00	4.681054531761913751e+01	8.090674749981058511e+00	-5.487706942811072253e+01	-8.136746646085189241e+02	6.377448860133331010e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.276000476704600928e+00	4.229406514401682138e+00	4.465827635610660096e+00	7.138817974917985865e+00	9.759344810696941153e+00	1.525538544988130596e+01	1.166412323599991696e+00	-9.341875280990588948e+00	-4.165848744899659550e+02	1.156179449518481306e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.806765902278580027e+00	7.855510231515727249e+00	4.723142834678875079e-01	5.202142986937968949e+00	6.370518638392960398e+00	7.309826761113811244e+01	8.458758891661467771e+00	-1.257811270728991815e+02	-4.344857172143419461e+02	-5.453225914863045887e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.769644796302951573e+00	4.608822911747950890e+00	1.212508863600754827e+00	4.722175138328397637e+00	1.748649615258875967e+00	6.634652208534292051e+00	1.273013542248163876e+00	-1.040264095848564985e+01	-7.100230076336394802e+01	1.983276217415792786e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.394908986626207215e+00	5.310901723091792981e+00	5.529712590226233404e-01	6.839997459243917888e+00	1.697674667101432444e+00	2.183965375845739487e+01	9.028191360464107973e+00	-2.956181922846671029e+01	-1.130225766448830171e+02	-1.638714901830284676e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.916561953589468903e+00	6.645732471214508941e+00	1.182849038443858802e+00	5.918943672900923048e+00	9.520511164485917277e+00	4.771415158199214801e+01	9.943097218482638056e+00	-8.370612711391112271e+01	-6.727193387007291676e+02	-1.262477416998688318e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.619083849790945884e+00	8.866670854232829413e+00	9.902243095992857569e-01	1.635539815620189463e+00	3.713042826466390167e+00	5.577532988867369923e+00	3.595595411896688631e+00	-2.736925580319706341e+01	-1.307516555009615615e+02	8.297906180204499549e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.485943696728945440e+00	9.909426597814679383e+00	6.858646844658367048e-01	5.610055178246113883e+00	1.796644375228327428e+00	1.456965511270072611e+01	2.924436660614116335e+00	-2.453572098333044949e+01	-1.520861105663236685e+02	2.431803558485730221e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.592898072368976514e+00	7.872891857364301416e+00	2.146831718595175520e+00	8.208704507185210275e+00	6.431977508230557916e+00	2.510652013486641110e+01	7.807106242948073316e+00	-3.142575494395056523e+01	-6.173010719974529366e+02	1.153280031274788513e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.183882759730051859e+00	4.712817438706587758e+00	1.818689326868250467e+00	5.043725269678785317e+00	6.598000316741231330e+00	1.950281456503786259e+01	3.241603990585523398e+00	-1.838713760627639360e+01	-2.613491657232690955e+02	2.307856988461537284e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.523811935246690563e+00	4.861008102247009965e+00	1.459406621689071537e+00	1.495937915446040378e+00	6.743376637764336046e+00	6.933841625323713842e+00	8.681172178294035646e+00	-4.134648958159490917e+01	-2.340957654757253863e+02	3.542049028662094479e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.812165987582103455e+00	7.612503062456289271e+00	1.562608553328675765e+00	8.090158178584546889e+00	3.353436370618556150e+00	1.814446783520822137e+01	2.010480904383022516e+00	-1.785861479606014868e+01	-2.892146382061846452e+02	7.704001818564621829e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.224501763272054955e+00	3.078729686147529510e+00	1.431746844418945175e+00	2.776609241436501119e+00	1.112696195913289943e+00	2.390500626461552702e+00	2.120984389694884786e+00	-5.931210462344746581e+00	-3.431612928881111202e+01	1.069268947041335416e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.322710246135340384e+00	1.967278485748224393e+00	8.246404489264063997e+00	3.384240434721228485e+00	9.759203538446056925e+00	3.948833708318691293e+00	9.930393044497252575e+00	-5.156081624825154641e+00	-2.086042425033456880e+02	5.072027156667158465e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.642701681252633161e+00	4.173238072292892120e+00	8.384692504854054373e-01	2.459068131293350223e+00	3.306819697883087716e+00	9.817780927237688360e+00	7.108286344185576588e+00	-3.012654900468972130e+01	-1.083023914248938411e+02	-1.880715717869780201e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.985859864157644594e+00	3.671655918342942471e+00	5.533498694152092057e+00	3.964501002436996213e+00	7.172142304710111382e+00	5.047423415996101781e+00	8.646392696235997377e+00	-9.674772923683768511e+00	-2.558163909640131521e+02	7.306630323279723882e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.882908312712285870e+00	3.718222602578697522e+00	4.302615815917443243e+00	7.809843414627962943e+00	7.449186312484568973e+00	1.318388774953338327e+01	3.887032882898911357e+00	-1.032026165588806599e+01	-3.442686651747850419e+02	1.112192346641225953e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.731424130868175482e+00	3.166308119126104437e+00	1.782005001496631547e+00	5.655094352526677248e+00	6.461118681333136493e+00	2.024214775875144312e+01	7.031359608671932548e+00	-2.457227452964646730e+01	-2.449394356228589515e+02	1.179229820311670807e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.031230561982258820e+00	1.424455120803754582e+00	1.556722425544553312e+00	2.856955117023442625e+00	3.805963048645244484e+00	6.806038317861549558e+00	6.376662439178241826e+00	-1.204185890665650582e+01	-7.255381653211962600e+01	-1.482140887989240152e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.335702517264266476e+00	1.213506419193076002e+00	1.437098677539506930e+01	8.964053353730935925e+00	3.417602153628220396e+00	2.237733555144769237e+00	6.424455749171475105e+00	2.803792705319094303e+00	7.511277931562605659e+01	1.457785798581985830e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.411676426421778707e+00	9.851222429634715283e+00	1.457574119201458851e+00	8.853152820735674666e+00	6.342663149883525975e+00	3.827355986159953716e+01	7.069842783633698780e+00	-4.331074787993714637e+01	-7.548045376052842812e+02	9.308200066643381376e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.585461597768194508e+00	4.838909652781839377e+00	3.095736358804718868e+00	8.862180209724735747e+00	8.695173677862054973e+00	2.466842877191609062e+01	6.095610072288851988e+00	-2.085090939995044579e+01	-5.785829653511044626e+02	1.086748445421217184e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.918900851941992336e+00	4.403869289378344654e+00	3.581145122767587896e+00	3.158671901822925232e+00	9.519805210656405947e+00	8.255539572524282832e+00	4.809341227328376434e+00	-1.659868934305977106e+01	-3.199046402798479676e+02	4.204923846239958607e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.659186406632167765e+00	7.105115763033547083e+00	4.953225798512425060e-01	5.069644402854299514e+00	1.883559748014923318e+00	2.136027021758240352e+01	3.582491386092959473e+00	-2.498896802168233577e+01	-1.056276646780306550e+02	-4.711785219115339096e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.208922888940898055e+00	3.002342816115073809e+00	2.851892272799742667e+00	9.913047129075092556e+00	2.391607657761089634e+00	8.090437069515134638e+00	8.037788075145114064e+00	-4.868882271423848884e+00	-1.118161630676019200e+02	7.489533584454433424e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.993317653747791685e+00	9.557137737742820605e+00	4.950990221995001939e-01	7.950834322036208768e+00	9.617160947157668005e+00	1.765735759507635692e+02	3.047617522060945827e+00	-8.419374058625297153e+01	-8.257088317268697892e+02	-1.448861746981389729e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.719871532243947954e+00	8.150064850543841999e+00	2.193454320430902271e+00	1.271023376411439365e+00	7.601244297701883923e+00	4.331928340103551989e+00	7.239301596516698467e+00	-3.425230751371869076e+01	-3.047078327957729016e+02	1.797719349850187598e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.665315392159200769e+00	1.741200281763595203e+00	7.318353383996933026e+00	1.626368870307094205e+00	8.957488268164482292e+00	2.047900934943046369e+00	3.081676204558900345e+00	-4.080083363013510933e+00	-1.184706880457864884e+02	1.913479874932864178e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.879136285438051779e+00	4.786056018552915958e+00	1.649918900545585876e+00	5.147533101171279490e+00	2.872773990952893985e+00	8.554356307968973283e+00	6.577070599915385785e+00	-1.437558109399843964e+01	-1.439490061941299359e+02	3.225886195518084776e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.659561600019335836e+00	8.842619740944462237e+00	3.262930930103949967e-01	9.199501718156430030e+00	6.303446059931403944e+00	1.637026540876510694e+02	7.798609686842345567e+00	-1.477748786669109506e+02	-6.719908406324024099e+02	-1.353179219382461156e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.780276992727123364e+00	9.507827383656655584e+00	8.086533179729049614e-01	5.834468562236915012e+00	7.326089617166381629e+00	5.350828019522785439e+01	3.070477730100543923e+00	-4.324859822820083366e+01	-5.127491774258912756e+02	-9.509460457237064901e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.884839347325582448e+00	5.247799501339988737e+00	1.495048937426498581e+00	5.472986344473457443e+00	7.101388765697405958e+00	2.592304583421753961e+01	1.490825637837892570e+00	-1.611367044392634895e+01	-2.710087306704538150e+02	1.732404954703608979e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.606493668520201368e+00	6.508769388127392475e+00	2.366233053520456320e+00	1.931480191957775983e+00	4.660812794670708747e+00	3.942421741050701645e+00	2.174251526683430580e+00	-1.539724770242209040e+01	-1.692534083878198032e+02	2.514850078755342722e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.818401750555055152e+00	2.533965541345588601e+00	5.423143402372837762e+00	6.937032358363805606e+00	1.086585056267525440e+00	1.536310378828471546e+00	6.429468726966669045e+00	4.310197290255357028e-01	-1.870239959592549184e+01	9.171133496898910664e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.045404400999428773e+00	9.867126235464011685e+00	1.828583970065699171e+00	8.403436586328735913e+00	6.292134102637029436e+00	2.943749224045958712e+01	8.622127456523593025e+00	-4.096738121857989512e+01	-7.480359210038876654e+02	1.227471956859133542e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.277096113533418453e+00	2.992491645374522502e+00	3.371433520037810716e+00	4.445565416727019326e+00	3.183640368547268285e+00	4.815385903359974407e+00	1.469567194851945313e+00	-6.355743294052054182e+00	-1.028140696310389188e+02	4.205537506028242944e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.135172620253686926e+00	9.515574395452969014e+00	4.195686065766919270e-01	7.979539412262778519e+00	5.104856877512509605e+00	9.195033044255976051e+01	7.535899468115069944e+00	-9.889692687052759368e+01	-5.115427038712693388e+02	-5.931648202287543370e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.326300937492133514e+00	6.943841845556009140e+00	2.201320207119638273e+00	9.591715917491994148e+00	9.542241676530439420e+00	4.245990567096126966e+01	4.097276171049098359e+00	-2.803466091005716621e+01	-8.171617886316378190e+02	1.008243499501374458e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.818822358743071632e+00	6.414219618673514312e+00	2.410513918914518161e+00	2.835630184629068573e+00	4.643427405661199714e+00	5.492683125031406099e+00	5.346422080315544889e+00	-1.732952050280167455e+01	-2.087710751960177049e+02	3.864229767879455579e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.002179441018932415e+00	5.682189165763633198e+00	2.186277504717891951e+00	5.713475024476211139e+00	8.539060988969385591e+00	2.270826576363382898e+01	9.351993049630248578e+00	-3.875799478152774213e+01	-5.263380240232376082e+02	4.709864020987518529e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.004985852021137660e+00	3.078444021862883240e+00	5.174556514031881882e+00	3.597636922287632988e+00	2.630179773108095809e+00	2.102529370697170830e+00	4.036388479275405672e+00	-3.872354876652826849e+00	-9.490830958343512691e+01	5.557347613697821487e+01
