G	c	dx1dt	d2x1dt2	dx2dt	m1	m2	W	d2	Fc	Fg	p
1.000000000000000000e+00	1.000000000000000000e+00	2.949264061772774781e+00	9.193282224441460926e+00	4.468846752691008284e+00	3.970712747943098808e+00	2.260196081929337630e+00	3.758493804526652049e+00	-1.521168067279534242e+00	2.768176399166436763e+00	7.353500855160914895e+00	-2.099731782337298824e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.972845223363607570e+00	2.643239723644104533e+00	4.185254500263307698e+00	7.335983586446992888e+00	7.132647128449934648e+00	9.290515376232036715e+00	-3.202003546005613543e+00	1.336158209366687499e+00	2.181853681349573471e+00	-1.922813774419897825e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.749039616649934459e+00	5.984234811326317960e+00	8.709753393656328058e+00	4.787095674819876301e+00	2.427792270732989977e+00	9.032888315279601343e+00	-6.963972814006574863e-01	4.221666500279190437e+00	5.787528661064000879e+00	-4.611527153374360211e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.969611161161159529e+00	8.947085490172344890e+00	1.668870825858804530e+00	1.796930096421543332e+00	6.425698410134587313e+00	3.542594008562870656e+00	-1.516933549380639512e+00	6.262349449585148164e+00	6.197468063978398334e+00	5.035535060733410617e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.710656510892142101e+00	1.385977139551603621e+00	6.418077333808787976e+00	7.963330798246106568e+00	4.090029818189768740e+00	2.903964222188319066e+00	-5.631971080530884244e+00	9.250653255282257348e+00	1.871735686507886465e+00	-6.652438650272672760e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.108949178538838787e+00	7.426672413472954482e+00	9.572609113530470282e+00	3.588430114944910265e+00	3.460716259706308584e+00	3.997539829446358439e+00	-8.448721910694004800e-01	6.593564547980335533e+00	4.890560008449950757e+00	-2.538704388143754542e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.213127129983623487e+00	3.709880972404666188e+00	5.784285140534179526e+00	4.738841595751539515e+00	1.910225795460352982e+00	3.261146245671691535e+00	-1.791134522522537909e+00	4.555454467287480824e+00	8.627490704946589872e+00	-1.664440568373459826e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.696542531451764368e+00	9.162967734006612019e+00	9.617675189162653737e+00	6.872548381433608355e+00	2.052004623021925322e+00	7.263973687197366580e+00	-1.943025303471367149e+00	9.880392320068215994e+00	8.991564305943516189e+00	-3.825845003297688152e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.421347536537632905e+00	9.904983872275217038e+00	2.001488864278124336e+00	3.857565543570552258e+00	1.086918540179239301e+01	8.472139442108925778e+00	-2.089557485845401796e+00	7.870642280134183544e+00	1.458684093619246447e+00	-6.043045222959712248e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.854482832631550338e+00	9.445398969086925334e+00	4.949950517997478094e+00	1.529282088395813810e+00	1.886354255815812841e+00	7.034315676929743688e+00	-1.400100709539818800e-01	9.380574172594350557e+00	1.572921143543404510e+00	-1.251837781587684795e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.723227333215806567e+00	4.937175057022448854e+00	4.158978953539134160e+00	3.966028832580126728e+00	1.145992208016921410e+01	8.455480681093021644e+00	-2.677339472990831748e+00	4.523336339899953096e+00	3.714120648980520745e+00	6.190322119572414294e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.733595897171523514e+00	9.046623296913656631e+00	7.196963405449663398e+00	9.385270180800196371e+00	3.402575068951105841e+00	4.340555586661677623e+00	-3.888133986453075952e+00	3.126181714160359171e+00	8.754402970096043290e+00	-4.347142421803228984e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.160509613492538783e+00	8.699275598440278756e+00	9.472439541866600976e+00	6.799382453547738514e+00	3.752279774861212669e+00	2.270800175089376705e+00	-5.177603924340148822e+00	1.567469114981437706e+00	1.576480616654494460e+00	-1.201795563036611725e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.110030086504075086e+00	3.838722732518529135e+00	3.062197281604417398e+00	7.366669470227227734e+00	1.363798333335589241e+01	7.596258163032645783e+00	-6.379039778287670437e+00	7.288046564958316154e+00	7.875073635752539047e+00	-3.637887184429746412e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.735736829747009047e+00	8.023238864933468051e+00	6.921044957894440408e+00	6.605930391347566655e+00	1.081432093810196671e+00	4.434008600403075206e+00	-1.960602485146186957e+00	2.142508754710295005e+00	2.203405321068866662e+00	7.910665548464257846e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.896758700044416379e+00	1.125880022890584975e+00	2.499363314510596901e+00	2.453702391493826518e+00	5.543091637745253486e+00	7.416965916255273683e+00	-1.463566474304918152e+00	4.245767034845392196e+00	6.801616522061188164e+00	2.963275194570665150e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.547021054410883778e+00	6.927908682123518957e+00	5.880451299945217869e+00	4.708256361931584699e+00	2.368580752111670407e+00	3.373387661860813846e+00	-1.464075311020458070e+00	6.183439266320478467e+00	4.230283083317031512e+00	-3.121922869396188460e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.401486985914752958e+00	2.650522449540299696e+00	5.346697070116145589e+00	7.605105572495441280e+00	2.149373813393581578e+00	1.446522090347920120e+00	-5.379642517023468073e+00	6.301635729219451143e+00	8.551930553643297017e+00	-9.964560757474187369e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.678746736473302192e+00	2.015187210529511219e+00	9.405934203475027289e+00	2.061813571142984802e+00	2.260981441155684113e+00	9.942944470610072472e+00	-2.426472363440602686e-01	6.387569751473723301e+00	3.445544379801736667e+00	2.720848207542217096e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.743455685446365422e+00	1.688034890489474638e+00	6.163889774777521424e+00	3.409214560432087371e+00	4.955589256047785440e+00	2.953637934892030970e+00	-4.013252636958346109e+00	2.360606059746991559e+00	7.173816249736461259e+00	1.172459544281910695e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.043089320666547692e+00	7.355742094631257721e+00	4.035527744140167350e+00	2.753206242483141608e+00	7.005837200455010461e+00	9.634932862328152936e+00	-1.459176242309739635e+00	4.625494660797119018e+00	3.310311274648270352e+00	-4.190989078715233518e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.563241697341568148e+00	3.642424915245470629e+00	1.942810632529301973e+00	5.887377818558206855e+00	9.340431676675951422e+00	1.003677581000422414e+01	-2.345004907528025484e+00	6.561714022243917199e+00	7.456341668044329296e+00	-2.343292730121258671e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.001794745343848270e+00	7.571349422085794423e+00	2.640069201767450302e+00	9.861851967240831129e+00	8.214300605414793566e+00	8.508208317489939887e+00	-5.231148323385850674e+00	9.744747246261734830e+00	8.754533864809511456e+00	-7.461416948507233471e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.410700635167541073e+00	1.119203705364810952e+00	2.779201427655630496e+00	1.631664276522962309e+00	3.886725132977748132e+00	6.836757550709256392e+00	-1.055177932644286276e+00	7.123167805217921256e+00	1.796082891342178467e+00	2.632442815783432479e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.874020424739526902e+00	3.864713618371335535e+00	3.059843196003174004e+00	5.251097406510191412e+00	8.697959340435476250e+00	6.009422936536781279e+00	-3.914003394445781492e+00	9.107431680997429169e+00	8.935912073696153257e+00	-5.971425893136764529e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.079635499297125545e+00	5.673952068393838921e+00	8.816133504520198727e+00	2.217868976013568805e+00	8.635982067293741515e-01	8.951501864896883376e+00	-5.816623503591542010e-02	8.066150628065287265e+00	6.501388033064741556e+00	-7.729662361662641956e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.637536116974899869e+00	7.875660200602720984e+00	6.272256099902138615e+00	9.711201198586440597e+00	8.951817916621358506e+00	3.701153357998446580e+00	-1.157971785384199848e+01	6.023420153814969424e+00	2.048857753125251868e+00	7.215448715174216154e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.262819074393349394e+00	4.100983423674667172e+00	6.104964132348650097e+00	2.110722621528460685e+00	-1.569515901763485211e-02	5.398350845780564455e+00	-1.700394669348017085e-01	2.801096173859623839e+00	5.014791175455065364e+00	3.722018202241213203e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.102881116724919508e+00	6.567486678666300648e+00	2.162435806376466374e+00	4.822449391499890048e+00	2.045552775322601491e+01	7.139279081975640651e+00	-7.747514622446346699e+00	7.113324326907902950e+00	2.357393931177548918e+00	-8.532691749841543327e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.124612934924510199e+00	9.105566079324324491e+00	8.777248485589721483e+00	7.705231819012865913e+00	2.127820749914150600e+00	4.746208973681810939e+00	-2.974150697244057451e+00	6.739584865331347707e+00	7.539061770975143517e+00	-3.562420092943909111e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.753600163713331384e+00	6.683746542224857201e+00	7.664086815064117708e+00	7.019992330804999625e+00	7.094509715248939585e+00	4.522678757947146799e+00	-5.436334276286281408e+00	6.575908058203820516e+00	7.589889749139773656e+00	-5.049417766894420367e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.527640585934268991e+00	3.449882722491510290e+00	1.535187243494609666e+00	4.126676829671306557e+00	1.121625370302937874e+01	3.990711241003726872e+00	-6.738739558185039336e+00	5.580263728547865121e+00	1.665189972261465812e+00	-1.533797255003430493e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.627516989663938318e+00	8.835207300742065062e-01	7.294657334537693494e+00	4.091590449817508635e+00	3.478560171412302449e+00	6.143873713683949411e+00	-6.229004116095032684e-01	5.586797368157014887e+00	5.489823907933807590e+00	2.547648473231366495e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.289798380581756554e+00	9.086521233202136116e+00	5.402043013549108430e+00	4.433981141897047173e+00	4.750416049367299998e+00	9.000280827533728711e+00	-1.199880976871988691e+00	3.607391854750579441e+00	8.557045992433394588e+00	-4.518253755056465337e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.119404713138996144e+00	1.196003628473122138e+00	1.982184689431464308e+00	3.036747632510834904e+00	4.813544819627987081e+00	2.760167129445918022e+00	-3.494090110143199368e+00	5.434195586978956882e+00	9.110290496124481052e+00	3.317152856875940614e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.676581446301094402e+00	8.767136753391765680e+00	5.183085900426512183e+00	3.072125952244587399e+00	5.360672753689654790e+00	9.298488791051157776e+00	-1.094283699164143586e+00	2.978227118296198128e+00	5.907164099177454553e+00	-2.109755058691393259e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.075898208033084558e+00	5.440761228501647118e+00	5.576793582894114643e+00	4.920897856904153933e+00	7.785343402629646192e+00	6.828347766891168291e+00	-3.219450343565073425e+00	7.917166527527652597e+00	9.105747142589944332e+00	-5.191503386948387799e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.483222730427797842e+00	9.620337261857418554e+00	1.714574643047832581e+00	3.583797997826100534e+00	1.273872431417187734e+01	8.558545357993464719e+00	-2.761287931929903294e+00	2.386543694062506660e+00	5.754088571551956299e+00	-1.311368066900390339e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.617164699313073939e+00	7.932525187730292693e+00	9.498279359115471721e+00	3.205474666664276384e+00	3.753925575165849793e+00	6.917591735422467636e+00	-6.677423019772732449e-01	1.477729874235715446e+00	4.163373318814524104e+00	-3.224750315395514377e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.961111936460789629e+00	1.012543892449509464e+01	8.413484368327447172e+00	6.947098189798151857e+00	6.029359152499032426e+00	7.955028235321427665e+00	-1.821280114458024402e+00	4.419846796131596811e+00	7.923964300105085456e+00	-2.482939673656658286e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.310087269804064647e+00	4.692647482142690230e+00	7.435701068965102856e+00	9.969633672348189535e+00	1.328014940408153599e+01	1.268892334591675164e+00	-5.460912545528116624e+01	6.610133316239834578e+00	5.536515241747430593e+00	-3.338885435439533467e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.681444351964955564e+00	8.177282845174183024e+00	5.330234638709598016e+00	6.341266814618869319e+00	2.229246395232542088e+00	8.216222969419064270e+00	-8.034656714372849784e-01	5.213869317036393447e+00	5.198759938344431397e+00	-9.316466533719930609e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.275736622586387092e+00	5.004416513089871899e+00	4.770558185782440397e+00	2.150223725530150176e+00	1.461317881737433710e+00	1.012295119587109715e+00	-8.686357935476771708e-01	3.294172180448699194e+00	5.032816889550697503e+00	2.486716591513258265e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.343025307974852645e+00	5.118883802092058843e+00	6.739512032841482814e+00	2.199364455614494673e+00	9.799422123156688036e-01	9.127483416924166093e+00	-5.690777167157586858e-01	5.543791148004985736e+00	8.480551744914755830e+00	1.597538994615153740e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.455924506500906546e+00	6.859709306430588072e+00	6.018549113767261538e+00	9.627004855884528922e+00	5.840569342263756347e+00	9.935341735568023580e+00	-2.500095883842182953e+00	3.982672495502078025e+00	8.607645471782864988e+00	-3.500099303773397708e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.369176738436948426e+00	8.544821729856803216e+00	1.304202069739900605e+00	3.822153223162763958e+00	1.104939286305680568e+01	2.996907703133611989e+00	-6.069008072533768505e+00	9.535856916522655879e+00	4.531547278444776339e+00	-5.130502478840278435e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.959612265393426700e+00	9.791806132441976729e+00	5.584991409043723820e+00	2.115703635759216272e+00	1.406919358746219428e+00	3.331354136857376247e+00	-9.309250273660566455e-01	8.801608776781325361e+00	3.945659666493520845e+00	-1.535282949043391376e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.595683872623979482e+00	8.398809102286151074e+00	8.097956505823233897e+00	6.538760497409854544e+00	6.987603811813078991e+00	8.001557084372894479e+00	-2.088220480387822153e+00	5.782847996953170977e+00	5.318976424790545110e+00	-1.853369092471414348e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.363215429289931002e+00	4.590824996818574810e+00	5.758897204122296998e+00	6.731187084551700117e+00	5.726190932987790916e+00	3.297362330584299173e+00	-5.467661990663930993e+00	3.555681914510561370e+00	5.996572828575264857e+00	-4.686325100265484878e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.389919357068554184e+00	5.101345397117875713e+00	1.873436164215578126e+00	6.694694158572739973e+00	1.635189021989953417e+01	8.675137150248572127e+00	-6.745304592547189948e+00	7.525707000511522970e+00	2.983109723271702762e+00	6.210312042065003091e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.040387451808450159e+00	7.920750757953541665e+00	8.369992678584521784e+00	2.949903626990990624e+00	3.235854305030090750e+00	2.035964125264658975e+00	-1.981071307094509626e+00	1.218425687723223128e+00	7.975684961985895605e+00	-1.611964485316948412e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.726392425714843526e+00	3.447941958106720328e+00	2.400825132846244436e+00	7.597407422356245998e-01	1.042212612277092720e+00	2.256533281824243176e+00	-1.176693521799943021e-03	5.118912964453366854e+00	5.173498329094805115e+00	8.533615270891020899e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.180580272667951292e+00	1.641840553787604629e+00	3.566166232275356229e+00	1.032997077624457560e+01	2.376305606184860153e+01	9.921662830754698348e+00	-1.222544782033581434e+01	4.009134859586676924e+00	3.729717022381304314e+00	-4.266429627490308008e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.579109768421750326e+00	4.337688158607086564e+00	2.534168679243103739e+00	3.345316979966476367e+00	2.380738083103326908e+00	7.355415203714716910e+00	-6.730268232533936912e-01	9.498389097812582449e+00	1.858111374893892442e+00	-1.185705886090437389e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.815204674750985347e+00	3.541591809406531954e+00	4.309711607867308558e+00	7.017737743915316351e+00	1.798585779168522336e+01	8.974748766554363044e+00	-6.965716816977000292e+00	1.096835008212901030e+00	2.975553117660504121e+00	-2.550276807654456945e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.388630149412446002e+00	3.969546957398880860e+00	7.899771218593884647e+00	7.701612067220958480e+00	7.526198169523958370e+00	4.465182446618409351e+00	-7.290480302368128385e+00	5.809192131780357649e+00	9.252040335111946234e+00	-1.582426594652745564e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.019912380931869311e+00	2.642118510792472730e+00	5.672618109450406010e+00	6.287211881198730978e+00	3.335023004558651305e+00	6.860441961453846105e+00	-1.371417181481249248e+00	7.791427099575192194e+00	3.954244722993456307e+00	-4.031748637043412486e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.441463620623866904e+00	1.481141775426868978e+00	2.908475240936048589e+00	3.973995748389014260e+00	1.441324108603892817e+00	6.192006594399375174e+00	2.403886368445357080e-02	5.422016200307241185e+00	2.854996997845208551e+00	-6.286732843963298478e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.424024010613043956e+00	1.223833435526901603e+00	8.401966808185068913e+00	3.460759752892857755e+00	2.978132272263231073e+00	6.526718102370408836e+00	-1.613580406133870326e+00	1.584976404501921676e+00	5.146027166440689804e+00	8.992969743484033529e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.372356515388666764e+00	9.335935041851373128e+00	8.704370017214300148e+00	6.503529618577396754e+00	4.962070341707718768e+00	6.930608774033302666e+00	-2.458990477256453033e+00	9.763756171642132387e+00	3.781869610030211604e+00	-9.184270939265765321e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.675790316482276943e+00	4.603671632897435195e+00	8.938277267517175773e+00	8.703805053959605686e+00	7.006290411710237365e+00	6.009917764872587220e+00	-5.274945286461903748e+00	5.455719545141845650e+00	1.128063484949623385e+00	-1.175544131538207893e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.231034552286951467e+00	3.949868729934210343e+00	3.463731173906702487e+00	9.259490936977973874e+00	2.457162617908755919e+01	4.990988858624168856e+00	-2.407131528000040532e+01	6.290196257723543738e+00	4.198527727879151072e+00	-1.022843820450242447e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.599527855826982536e+00	6.914784156406430959e+00	4.909172541965963532e+00	1.730426737534932258e+00	5.602255642124714941e-01	3.728646318824508477e+00	-3.465989343191609451e-01	3.350526581474233545e+00	6.369743724500998461e+00	-5.500955201287784035e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.596576699087742135e+00	3.117053999030720668e+00	9.853640841458078725e+00	2.181284535980259509e+00	-2.457744175283178567e-01	8.264727634345414131e+00	1.729963368508495025e-01	5.474087602269129604e+00	5.920861233894082254e+00	5.160518396065388060e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.141820940456838684e+00	9.603993116241598571e+00	7.506106170518337173e+00	9.501822359212807712e+00	2.589420200169559205e+00	2.983993836143713718e+00	-4.042870958553168137e+00	5.073667512871000262e+00	4.067202581831122821e+00	-1.466165767158668132e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.116754791267704050e+00	8.124225081590322972e+00	1.647397079628384997e+00	7.207619862421745793e+00	5.388672751051697674e+01	7.357327263178116361e+00	-2.881750105717460286e+01	1.848284056808459308e+00	5.118602318487845082e+00	-8.379883074522936681e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.848770110461086524e+00	1.515484986645853072e+00	1.894326007267814749e+00	8.609304449244884694e+00	3.657454714543119678e+01	3.166109837024515095e+00	-5.342301838003035641e+01	1.712070934407087464e+00	9.724729082858377893e+00	1.527939758263916019e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.633776827576247204e+00	5.069889009524097823e+00	5.355416561238802942e+00	2.860375905119884266e+00	1.861743831879433042e+00	6.632780489199870289e+00	-3.227545439910206593e-01	8.811913345111998197e+00	4.260099523552568712e+00	-3.058531894602117518e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.804530572394923871e+00	8.906829929908870014e+00	9.295293950518573212e+00	6.253715192577979920e+00	7.515031268223251182e-01	7.501466429432582572e+00	-4.598323966449459621e-01	3.076743255194398952e+00	3.452201392910482447e+00	-6.100008097160950271e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.042805597871196532e+00	9.511963177841915140e+00	6.276947926434979230e+00	7.361746085676775131e+00	4.473184164885491754e+00	2.711543916773911267e+00	-5.877846589930660670e+00	3.009517270589155746e+00	3.446371928530595152e+00	-1.016459895148212134e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.015923933360772580e+00	5.468193063298028456e+00	5.258063061206565969e+00	7.108815091898287086e+00	5.551978202917986494e+00	1.721056849736870786e+00	-1.147740114841162828e+01	5.509882445316598876e+00	4.906147566386648506e+00	-3.153583545761145146e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.713584060560065403e+00	6.244951960349282238e+00	1.697155304541208887e+00	5.355166377954249768e+00	1.808538980303417532e+01	1.951947501253518569e+00	-1.936296516594809347e+01	8.004627639777531556e+00	8.527086563354146165e+00	-1.564531153731434898e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.035388651640988478e+00	2.566877851965294610e+00	7.204088057859722838e+00	1.172858166229446608e+00	9.516086251431874476e-01	5.970033496655587690e+00	1.048179141871881381e-01	1.651669186871220552e+00	2.436950289858351937e+00	2.048721535845282204e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.850790174516866671e+00	1.003830702967834654e+01	8.673441050517990192e+00	6.143729486974713438e+00	7.098384610053367183e+00	8.636367546335225853e+00	-2.631516282650196104e+00	6.414339480857918829e+00	7.152014650048537092e+00	-3.443502925550888705e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.464648653607129702e+00	2.933291280480088581e+00	4.094276733253948919e+00	3.305287066102845284e+00	4.073778370543076122e+00	1.801302295615786919e+00	-5.140006641832634671e+00	1.624523245186312304e+00	1.253985135370222048e+00	-1.916406706254496584e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.391080283322529088e+00	9.666048706100889731e+00	7.833807454713214824e+00	5.328358198335891416e+00	6.688340094372792199e-01	6.846191093251942306e+00	-2.412084375973239103e-01	8.957293480891390658e-01	5.381521522429307147e+00	-2.313296559607718095e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.895508632402921556e+00	6.979535365423092941e+00	1.014661907399688090e+01	9.604796284815950713e+00	7.142957757727800505e+00	3.993341811162166799e+00	-8.360630795134118998e+00	1.658951919217860116e+00	7.829767122921158951e+00	-6.151568469777370041e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.547824211397028193e+00	6.441488059584244752e+00	2.947552306737223127e+00	4.776652443639518353e+00	1.283276417739348396e+01	5.490648339741871276e+00	-5.570211651885970561e+00	8.605230408583976143e+00	3.758725349977823704e+00	-1.623558310649644909e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.162045538348743356e+00	5.577437800807255819e+00	5.927288260212111304e+00	8.665411734640102281e+00	8.723762053574629860e+00	8.863111446338603372e+00	-3.867925016886872847e+00	1.848986300894157386e+00	6.223021538213716397e+00	-3.915897426059430586e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.678510788691177424e+00	3.221657168071883071e+00	3.264249063966475628e+00	2.618259022593135033e+00	6.725942009669102717e+00	3.929642875971708804e+00	-2.125086131305621961e+00	1.506295499857558173e+00	2.777198161189412762e+00	-8.503007941519496171e+01
