G	c	dx1dt	d2x1dt2	dx2dt	m1	m2	W	d2	Fc	Fg	p
1.000000000000000000e+00	1.000000000000000000e+00	2.858512726646287305e+00	1.914911802053490320e+00	1.980964864944235071e+00	4.819513297843222688e+00	4.941056765470755785e+00	2.669810020396692352e+00	-3.370449728922676691e+00	6.383413078422724318e+00	5.222903635641243270e+00	1.281454196802715160e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.665106857007771612e+00	7.823785782629857799e+00	4.806594921828363454e+00	6.299398366994702236e+00	2.919813349524075008e+00	7.193414203984261235e+00	-1.826060926852147936e+00	3.122895815759627602e+00	4.594962665417602565e+00	-3.772871969682081783e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.159473625552993603e+00	8.952416110459029852e+00	4.187604511070081692e+00	4.914279615844835192e+00	1.569519550690844145e+00	2.792957469501446965e+00	-2.290620015112622365e+00	3.214547374946179037e+00	8.226618294190302549e+00	-4.370971560862712124e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.080543349898945849e+00	1.969253178731785514e+00	3.547498921548409179e+00	7.427715140170112917e+00	7.575730936494832868e+00	8.941992060032752931e+00	-3.695725825369473139e+00	1.203049233823652475e+00	1.357211298285232459e+00	-3.882299768088626024e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.807780828261956962e+00	5.169738611736012679e+00	8.212761408937538476e+00	4.061589464328135612e+00	2.265121664514426314e+00	8.063608832841669738e+00	-4.277120446772291751e-01	3.983013177528001325e+00	5.074717029452345152e+00	-4.707630975350593161e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.184376964432770407e+00	8.874721676833111417e+00	1.400380414337051960e+00	1.054186742834234636e+00	7.415926596093460610e+00	3.692788837634522814e+00	-2.081815498332035830e-01	7.179312478441186585e+00	6.408179113985192465e+00	2.117697923646856495e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.503121976649959279e+00	1.100894845333132865e+00	6.878711433759707283e+00	7.716895405485121984e+00	3.468768962396034716e+00	3.737078607100476457e+00	-4.283627275069834539e+00	8.566940930249270281e+00	1.918325615283018371e+00	-6.120617423313670713e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.964184118651953526e+00	7.117433554151809894e+00	9.865983832932124997e+00	3.772426926809682612e+00	1.955411228311464855e+00	4.739979125324435216e+00	-1.902424135802458061e+00	6.866787906721624424e+00	4.786240744390793722e+00	-4.937902249133644261e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.552692723055931756e+00	3.649881016227745523e+00	6.329054402201029106e+00	4.564696859038746446e+00	1.323157323361287663e+00	3.557958582753033561e+00	-1.598941485159232734e+00	5.000863534755316309e+00	8.792199583133450957e+00	-1.804781138162227023e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.684526188473862707e+00	1.028365428061048625e+01	9.849097891366172419e+00	6.724839743387040158e+00	2.390638150620796765e+00	7.200257152905537694e+00	-1.940593235503692560e+00	9.477709496322532345e+00	9.798824916121199990e+00	-4.044149401076023054e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.280764468673652345e+00	9.550612139736674777e+00	1.695008915663090310e+00	4.473791914349464882e+00	1.254180707088368507e+01	8.123874191596421213e+00	-2.675138893167765097e+00	7.906890686460264384e+00	1.923622863635116031e+00	2.527841261880605650e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.216348041077174535e+00	9.471264599301514764e+00	4.228234138783159679e+00	-2.290822825753100478e-01	1.372837463237130518e+00	6.956163090078725020e+00	-1.008667700134126655e+00	1.017754057168473381e+01	1.976031527618092865e+00	-1.804774682043159828e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.720564220340415673e+00	4.256773301641070262e+00	3.661413920606213956e+00	4.132578351155834717e+00	1.031458169216157472e+01	9.061722027902288090e+00	-3.074823144039688039e+00	5.612964839742764944e+00	4.483797492006825536e+00	-1.301421358619519175e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.359507852858567567e+00	9.997839085591598618e+00	7.699861527871207478e+00	8.777764039342862645e+00	2.956572925520370987e+00	4.963298084549602862e+00	-4.187242045298308568e+00	2.860090683135535716e+00	8.838302353046058712e+00	-1.470036636497407301e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.907432402342102762e+00	7.868884808200058423e+00	1.104097335154216353e+01	6.305428454394764515e+00	3.685982269888473439e+00	2.070451524975091662e+00	-5.130655681192216377e+00	2.558910305394530127e+00	3.099202175070435494e+00	-2.784167373338456031e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.987513963800303429e+00	3.478669978880068125e+00	3.313142791351427530e+00	7.175263324739471926e+00	1.363877060897178239e+01	6.885810007244329789e+00	-6.534863416077433484e+00	7.600493300067340918e+00	6.333803085021357582e+00	-3.957531896679563488e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.648843596664253619e+00	8.847280280299163024e+00	7.098995328963575879e+00	6.579439244195595116e+00	1.217898854365920824e+00	4.356938806461197800e+00	-1.318824363032061298e+00	1.156592310389865208e+00	1.278453384382775893e+00	4.612413741088685626e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.740897220582308336e+00	1.470029397741089872e+00	2.730519293153509608e+00	2.630928297002401273e+00	6.375140509707454051e+00	6.724490521405533272e+00	-9.646399522995470210e-01	4.746653332369560552e+00	6.244878681768227580e+00	1.811180273968922805e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.036156236574535150e+00	7.280559024213487440e+00	6.114970874905274023e+00	5.408930593902114836e+00	2.737510072182751664e+00	3.339147554563158593e+00	-3.441608086113294718e-01	6.410085040099771980e+00	4.522284348200694915e+00	-1.106045302357456706e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.380787712339127449e-01	3.470634350639735910e+00	5.165114734485594106e+00	7.751086168862840964e+00	2.579748792161121518e+00	9.388503060777702025e-01	-3.997470366238490946e+00	6.958274686599946079e+00	9.065237353083443139e+00	-1.187390525425694108e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.854994516304198982e+00	2.039882386325973851e+00	9.508063976333318124e+00	2.890042470456760881e+00	1.017903378557753591e+00	1.050012881948768850e+01	1.062332485921516634e-01	7.192102835899615521e+00	2.781821413059863524e+00	2.740474721416198008e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.649787179083341826e+00	2.273418927475812090e+00	6.574673959657674871e+00	3.886211127239901586e+00	5.174565365209804924e+00	2.352990263605783561e+00	-3.866367656621103155e+00	3.947386137163351627e+00	7.284964210376124072e+00	9.879564823058714751e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.716796720930377163e+00	7.912652677247891120e+00	4.488871799963890297e+00	2.963555714562119636e+00	6.561370147280663367e+00	9.925561951515650350e+00	-3.996901856183605606e-01	3.848754458475676099e+00	4.338143931642422402e+00	-2.889498364978550171e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.140908047540519554e+00	3.691618069303443939e+00	1.795225089991864031e+00	5.935166945108757197e+00	9.409863909735580734e+00	9.341826640981633290e+00	-1.518425057414564794e+00	6.118241152516497472e+00	8.274137861791700743e+00	-1.917923576060306345e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.026186643482580152e+00	8.058649186365906658e+00	2.822595913109077870e+00	9.973867533878873815e+00	7.893703523452955118e+00	7.993272935806317037e+00	-4.160645961854231523e+00	9.458305044536672312e+00	8.643404083990931852e+00	-2.577029137121491686e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.662310488862083879e+00	1.464559723551723591e+00	3.422269642788677846e+00	2.620770307215837036e+00	4.638691312518714582e+00	7.001509862188112443e+00	-1.432334554480241495e+00	7.262934614941369382e+00	2.613695228169509832e+00	2.660005445090912986e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.183286106142771743e+00	3.780046668378301611e+00	2.772649808601644672e+00	5.524261442534323052e+00	8.081101327259199607e+00	5.866225433617398011e+00	-3.186027652516544961e+00	9.370887046551528599e+00	8.983990951780075562e+00	-4.979684545685120156e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.809778203918129824e+00	5.934937641484408388e+00	8.123428634729611630e+00	2.761651405265408865e+00	4.910529705956619417e-01	8.677335139311269430e+00	1.307655163545671240e-01	7.591141253271443290e+00	5.983450429130066084e+00	-9.182163229865933829e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.310334236398021268e+00	7.904674150189168635e+00	6.298459780960691923e+00	9.970008530547817216e+00	7.990403525253308104e+00	4.360061406807011153e+00	-1.241713036148867211e+01	5.672843799847063551e+00	2.376432455006056266e+00	-1.415599652486251969e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.470534823933115076e+00	3.627002705860672638e+00	5.386101413101421542e+00	1.928725242522372207e+00	4.321449236386971648e-01	4.255892166314044545e+00	-5.117446805933959508e-01	2.248478119546484688e+00	4.590134558142295873e+00	3.964860767894519427e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.367731574930617811e+00	7.180837934560352132e+00	1.455514869935947253e+00	5.320947065289584721e+00	1.978758092232326860e+01	6.675039517059045302e+00	-7.007167860526069880e+00	6.839012628298396734e+00	2.515388283816212933e+00	-3.282849001042016823e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.604238183752233482e+00	8.123227204270012436e+00	9.689268181895617005e+00	8.687144056108468959e+00	3.148435528537497863e+00	4.272875005365451173e+00	-3.942451916275178547e+00	7.238199960757456530e+00	6.553313031559945934e+00	-1.282953679393175506e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.147513402754812617e+00	5.952169085776132462e+00	6.971756322129667893e+00	6.099472103307336468e+00	6.769107843603261898e+00	5.575357224765589592e+00	-5.235601304212941010e+00	6.106596979563875038e+00	6.870817616325340715e+00	-6.655491729758250585e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.616344742238568610e+00	3.472000293547972571e+00	7.677389454982995742e-01	5.245649507100194064e+00	1.147811705182630604e+01	3.874120790766966138e+00	-7.282813223126439084e+00	5.852435767566361413e+00	1.796298926925463668e+00	-1.490786371729734228e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.828870112674866988e+00	1.179051925486418684e+00	6.937787699887087989e+00	3.634489015380859556e+00	3.758956386118884829e+00	5.507706708678597352e+00	-1.550913794137663171e+00	5.033031986217681997e+00	5.728320666392274774e+00	2.780527711561016986e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.152192239009987240e+00	9.382483800779825245e+00	6.019752020444354201e+00	3.174926852141028100e+00	4.767436408223992395e+00	8.537729085733859691e+00	-1.503994034867200735e+00	2.255009763860542193e+00	7.718092520589218353e+00	-2.357845942610739698e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.440459658008069521e+00	1.390548000988961030e+00	1.776141004071342566e+00	3.658367762634783027e+00	4.238294704231453380e+00	3.004199358702678513e+00	-4.042109664067619512e+00	5.600751969095109750e+00	9.711760386390078992e+00	2.958844779513257350e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.107948040952965840e+01	8.130354376194748767e+00	6.166759263350451548e+00	3.129098689275889189e+00	4.992957359513642501e+00	1.092176444251238188e+01	-1.569912327635509808e-01	2.443341355202087062e+00	5.644915592418468187e+00	-2.036569400094181148e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.401678277243091131e+00	5.795389976068020310e+00	4.937986770046270735e+00	5.715535653868049515e+00	7.894546175417596956e+00	6.052586347388876575e+00	-4.289320223475888483e+00	7.762832646732714892e+00	9.906235593798879080e+00	-6.407798738449682219e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.753325966309743578e+00	9.748986557139238229e+00	2.622368198714022380e+00	3.617655119804716435e+00	1.272130303634837389e+01	7.756306598296117016e+00	-2.527484974522552719e+00	2.124005311572980670e+00	6.335607257841452622e+00	1.327665482802048125e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.109057414396565022e+00	8.319249027127151308e+00	1.013439556027818256e+01	4.060838984425785725e+00	3.261720084146917387e+00	6.716662154406501273e+00	-1.552007483936251653e+00	1.376541036496077730e+00	5.278590525088961094e+00	-2.053599086836854326e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.255924893849738488e+00	9.720898774006096588e+00	8.285892752859055577e+00	6.584351613577845264e+00	6.300887941524864644e+00	7.193727853868407074e+00	-9.520132390348861051e-01	4.384536255520775860e+00	8.961994862190362454e+00	-1.957246077630159675e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.648351709090599471e+00	4.004009073393347329e+00	7.409773025368662225e+00	9.859388781209633024e+00	1.294063056552266389e+01	1.151050038196593572e+00	-5.454078710966454935e+01	6.432801386548919531e+00	5.276227097525406862e+00	-5.045087017497157689e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.857635322943543166e+00	7.593110504721701126e+00	4.148999012859604818e+00	6.810678422348920513e+00	2.522772342587175309e+00	8.102137488568558865e+00	-2.194461948899892434e+00	4.193963248955046019e+00	5.349859774812310675e+00	-4.919224362536308348e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.962632615938663339e+00	3.880150444028512169e+00	5.677012840219035184e+00	2.425221143158217352e+00	-4.957467853510091338e-01	1.012414088131857071e+00	-2.747736799476488412e-01	2.322559588817416198e+00	6.679835480572002382e+00	2.617606649444457503e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.242743088949862074e+00	4.505135778422829418e+00	7.408031772075958088e+00	1.703987720490831359e+00	8.980218997168808448e-01	8.915427969348032278e+00	-7.183109972277140765e-01	4.811419853713342576e+00	9.157136099009097308e+00	1.611421002206950845e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.065995392017195620e+00	6.864523902314010328e+00	5.533041805683857284e+00	9.447073423979901463e+00	8.472294915086211020e+00	9.746454184958084355e+00	-2.443121369289711353e+00	5.473218916420493407e+00	8.526387922188089163e+00	-3.503600612925838931e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.753686260675554109e+00	8.378288168599851815e+00	2.018654410672922950e+00	3.645714222564378826e+00	1.159324052668894289e+01	4.222383114303324803e+00	-4.951769709100213746e+00	9.361110879395164730e+00	4.549792857979474192e+00	-1.202402869667231577e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.550400137468347150e+00	1.017696558993390177e+01	6.337617677251242476e+00	1.182466110969203843e+00	7.949786685548141385e-01	3.616382217141893118e+00	5.703827621143836568e-01	1.014019774918916283e+01	3.674269712528978715e+00	-1.743171745753448221e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.730628648465412311e+00	7.583415408764655474e+00	7.546074673608785588e+00	6.808027799857028661e+00	8.238880932983608574e+00	8.120475818094941900e+00	-2.534855006790467602e+00	5.423916683046980936e+00	4.781542378770986090e+00	-3.506171852130981392e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.303874808316136225e+00	4.029376029384777347e+00	4.801927227832532452e+00	5.823938646317439627e+00	5.444970416823068149e+00	3.148649588503945385e+00	-4.958432092064852803e+00	3.871803227249228652e+00	7.084128608459119292e+00	-3.699143045680255426e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.531833561876208449e+00	4.565267622146469861e+00	2.210869554825694472e+00	7.048186926935144037e+00	1.666371656676729174e+01	8.930848642081700817e+00	-6.364901495882286042e+00	7.802436766817772096e+00	3.405327833774711710e+00	-2.056192990280875321e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.014642975130197300e+00	8.803374126307044634e+00	8.113759968354571583e+00	3.452401451678138500e+00	2.283583358910064476e+00	2.364076562272853899e+00	-2.565767736262110965e+00	1.681570794615008246e+00	7.455367073930321276e+00	-1.483708285252221231e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.342496752373357527e+00	3.095804544436344674e+00	3.053109797834089534e+00	2.963964821936925231e-01	6.987094133379054828e-01	2.679216618961708818e+00	4.253968380588336040e-01	4.588975697883256544e+00	5.310163459702240907e+00	4.690589941844852717e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.064113412481587417e+00	2.353572706738588316e+00	3.366347973508526437e+00	8.876409217930513407e+00	2.225667697510467846e+01	1.001392658972374861e+01	-1.257974355489144180e+01	3.818559217643794579e+00	4.697527658948174256e+00	-4.729263866902948621e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.267405612114112179e+00	4.285507608520515710e+00	2.974606254204487321e+00	2.795902165546475082e+00	2.777190212652028922e+00	7.896659368756067110e+00	-5.285081529687702950e-01	9.452031742694479988e+00	1.718263346922116019e+00	-2.831888669229542899e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.036350345806756756e+01	2.803417367017218886e+00	4.255158558037185124e+00	6.898047884971932220e+00	1.740494691026740881e+01	8.286174116063202533e+00	-7.597944131093147924e+00	4.726014820592139287e-02	2.706543648320962170e+00	-2.285565206307818542e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.663265379730510141e+00	4.472853900853761999e+00	7.869413021837630140e+00	8.161107846775296437e+00	7.351567116308877381e+00	4.539892655496180929e+00	-6.505103366030497547e+00	6.687077087171870993e+00	9.737604907100493534e+00	-1.495216062067758003e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.376533608661837604e+00	2.964602627457737949e+00	4.513991296512330997e+00	6.430121647137090335e+00	3.391964308179466148e+00	7.472014897749890139e+00	-2.054561143152148883e+00	8.249020121796919014e+00	4.103916479754960100e+00	-2.934706293832135060e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.481627369283337714e+00	6.497801594764055499e-01	3.197323038038634380e+00	4.112000445032222729e+00	1.101052128916187645e+00	6.015912422704496443e+00	-6.801290293355428673e-01	4.212089451092102976e+00	2.277291927426279727e+00	-3.784538807349125022e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.116014800578287947e+00	8.759019313968974263e-01	9.303132155814063609e+00	4.125527322872385660e+00	3.418612514631074628e+00	6.555093868073608832e+00	-8.347293098275664347e-01	1.286391751926489802e+00	4.819919346157859330e+00	1.020125226063541675e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.217769710763858093e+00	9.774764707786879114e+00	8.231806518057377176e+00	6.959960284608707859e+00	6.159183371792680717e+00	7.306979260944198806e+00	-1.417504059846317999e+00	9.809674969755288743e+00	4.014338928226843350e+00	-4.043178734826216925e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.090286328628728540e+00	5.266905331802743895e+00	8.188289738995997880e+00	8.791039012380394979e+00	7.826795080961145956e+00	6.100868229682556709e+00	-5.691536978178223016e+00	6.123943758325049558e+00	7.045421892497663041e-01	-2.761768589565147636e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.937205762550838095e+00	4.080220659980272835e+00	3.434965808028251910e+00	9.138676240818901064e+00	2.389480297277931342e+01	4.778258149930232790e+00	-2.376035874877701559e+01	7.364937111575310169e+00	3.615536956590151174e+00	-6.771879042531233850e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.427216181002887385e+00	8.574564608228799401e+00	5.168453631074868326e+00	2.223200941653800555e+00	5.514833170667002848e-01	2.652738582898596320e+00	-1.027000606662562099e+00	2.779831064848337974e+00	5.831504842313513848e+00	-6.153280182407171850e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.561980671792034592e+00	2.442923288954379935e+00	8.774494708711362279e+00	2.022331746210777492e+00	1.174156997781615308e+00	7.541791719946099093e+00	-7.723372213064821912e-01	6.634245383961900444e+00	6.367428495076456585e+00	5.337850725880653044e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.876064635440475525e+00	9.890112989094623330e+00	7.494220549551769750e+00	1.048504822160152550e+01	1.825141230192121711e+00	2.906611811441040416e+00	-3.562343304320237714e+00	4.835595184967144355e+00	3.976385559412365378e+00	-2.834397035037799384e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.840923058375629751e+00	6.978953350024085012e+00	1.417800012879529836e+00	8.098588967493814295e+00	5.390152193319906360e+01	6.919313741053587208e+00	-2.833126281824193882e+01	1.551101969504286249e+00	5.332140468849824622e+00	9.912969732273001711e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.504949180742998216e+00	1.735883525396890281e+00	1.960478707333174198e+00	9.059919564483539745e+00	3.777453952213760147e+01	2.633919639673822033e+00	-5.374790463594811740e+01	2.263615513660385492e+00	1.032395859856249487e+01	1.500839202616407704e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.515612272966277541e+00	4.962525129131159396e+00	4.852741678293054584e+00	3.101222184199772247e+00	2.235357845369135621e+00	7.205942462087977063e+00	6.311955405800411256e-01	8.707757964202505363e+00	4.120645168310447026e+00	-2.834766984254674327e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.939765929891787311e+00	8.289223168784511486e+00	9.101561515394024582e+00	6.384786010181425553e+00	7.618958005584899329e-01	7.667096946722023354e+00	-1.488445870657397752e+00	3.298213461938541258e+00	5.077243344372981859e+00	-2.696407921091311977e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.392372502912810894e+00	1.033653054820768524e+01	5.362768589580340084e+00	7.110865693132511822e+00	4.535510990637774853e+00	4.148637927125687241e+00	-4.391296235414955618e+00	3.849754453558644318e+00	3.963423032056583306e+00	-5.714149292915475797e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.221718461113401766e+00	5.448319727874226359e+00	6.211337088763037251e+00	7.390923243463137560e+00	5.585934738815573120e+00	1.660819112296197719e+00	-1.106030757630185590e+01	5.679915038495395585e+00	5.268090099764640044e+00	-1.126255041130360013e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.141030949606985700e+00	6.343994162267819092e+00	2.045664863059100114e+00	4.541878715470364369e+00	1.732458163442695920e+01	2.745330804570288219e+00	-1.966005772102203153e+01	7.378733553403828083e+00	7.736793479393525352e+00	-1.021665544045558960e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.017121383664299827e+00	2.739003902783172517e+00	6.542346736830779719e+00	2.186956187550965325e+00	5.044714187248786619e-01	6.340609716356913061e+00	1.477917211331988556e-01	1.096813990333190603e+00	2.551811884099293604e+00	5.168228111902298139e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.395766795960563300e+00	9.590447731055935066e+00	7.760459092213234378e+00	5.871348153278526993e+00	5.490268257367701743e+00	8.284606862122052107e+00	-2.842886152178357495e+00	6.999179747096461846e+00	8.287359404545867392e+00	-3.994724059565157859e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.324896890097329027e+00	3.781207439509577384e+00	3.724249011542440257e+00	3.553344998071132466e+00	3.915291595665888469e+00	1.548143982674854424e+00	-4.337444523501880589e+00	2.448055000307681084e+00	1.304855609848853737e+00	-7.486150688075263737e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.504836636828160934e+00	1.004941239511099838e+01	8.980784049625988530e+00	4.628568983428482220e+00	1.953769495740868667e+00	8.313022184507772749e+00	9.136615135802801380e-01	4.743083429736842938e-01	3.987710820417642577e+00	-9.342627157196076837e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.336687537740196774e+00	7.054542549750383529e+00	9.584482695916282324e+00	9.188859616766041682e+00	8.359222625891307601e+00	4.023350518447679214e+00	-9.112223175987798740e+00	5.938754645564797707e-01	7.051429110740610184e+00	-7.672505148814865095e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.942315685852850748e+00	6.809924962910806734e+00	2.613296505916038903e+00	3.624440361365891317e+00	1.386203531400639832e+01	5.550113079130226446e+00	-5.645401919186635809e+00	8.521222348742202968e+00	4.109762383954792320e+00	-7.642175124574278833e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.613911547837471261e+00	4.792409341511169707e+00	5.592220876416604369e+00	8.780961382219011568e+00	8.557966459832000439e+00	9.500027775202370961e+00	-4.621961893539957345e+00	2.399968994021214108e+00	6.146769227378603873e+00	-2.344327741466121751e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.340478140220900727e+00	3.892112720034151430e+00	3.236261736701819380e+00	2.408621661989360341e+00	6.158715629370959732e+00	3.934362948199407128e+00	-2.394200126900836612e+00	1.034373110647491600e+00	2.346001216410420032e+00	-6.504045327296873324e+01
