G c dx1dt d2x1dt2 m1 Fc d2 d1 W Fg
1.00000000e+00 1.00000000e+00 8.49198377e+00 9.49653406e+00 9.15793708e+00 3.47874645e+02 3.76098940e+00 4.26299120e+00 7.27447323e+00 7.24546517e+00
1.00000000e+00 1.00000000e+00 2.91105200e+00 1.35484130e+00 2.25320834e+00 1.22109589e+01 4.17662653e+00 6.36213825e+00 2.74091809e+00 6.27065521e-01
1.00000000e+00 1.00000000e+00 2.63642470e+00 7.35017655e+00 5.79178614e+00 1.70282603e+02 6.59163204e+00 1.06197013e+01 6.77354033e+00 8.40792437e-01
1.00000000e+00 1.00000000e+00 2.65064059e+00 9.32723486e+00 4.69986042e+00 1.75346808e+02 4.00644969e+00 6.43365869e+00 3.33845324e+00 6.87714417e-01
1.00000000e+00 1.00000000e+00 3.73818019e+00 2.62517811e+00 4.12608994e+00 4.33268839e+01 7.59429146e+00 1.03677727e+01 8.97477498e+00 1.61796207e+00
1.00000000e+00 1.00000000e+00 5.72280788e+00 6.11150707e+00 9.09850011e+00 2.22422191e+02 4.64074647e+00 5.62337091e+00 9.06120950e+00 4.61071855e+00
1.00000000e+00 1.00000000e+00 4.88750517e+00 9.23939468e+00 1.19641057e+00 4.42164379e+01 1.61517880e+00 2.03065833e+00 3.67558484e+00 4.42330441e+00
1.00000000e+00 1.00000000e+00 3.62106226e+00 1.30551381e+00 6.97410718e+00 3.64191728e+01 8.05383858e+00 1.11265770e+01 3.06994379e+00 4.99545262e-01
1.00000000e+00 1.00000000e+00 6.50667605e+00 7.27678241e+00 9.67054991e+00 2.81481950e+02 3.57182492e+00 4.22046030e+00 4.70173575e+00 3.62432877e+00
1.00000000e+00 1.00000000e+00 2.25544475e+00 3.67614107e+00 6.04151365e+00 8.88378257e+01 4.89490192e+00 8.79384047e+00 3.16478427e+00 4.05852032e-01
1.00000000e+00 1.00000000e+00 3.62930184e+00 9.31956576e+00 9.43140216e+00 3.51586290e+02 7.16899495e+00 9.89557234e+00 7.05145459e+00 1.29309636e+00
1.00000000e+00 1.00000000e+00 4.29725659e+00 9.73952421e+00 1.47032091e+00 5.72809045e+01 3.99210541e+00 5.20284086e+00 8.43458216e+00 3.48324740e+00
1.00000000e+00 1.00000000e+00 5.10462986e+00 9.49839840e+00 4.76913987e+00 1.81196762e+02 1.50927091e+00 1.87697054e+00 7.05782918e+00 9.59727517e+00
1.00000000e+00 1.00000000e+00 8.06658365e+00 5.26792795e+00 3.34142012e+00 7.04094417e+01 4.36528942e+00 4.98302632e+00 8.41915403e+00 6.81451451e+00
1.00000000e+00 1.00000000e+00 2.79706404e+00 8.75838386e+00 7.57738868e+00 2.65462715e+02 9.50003724e+00 1.47864583e+01 4.57292946e+00 4.32516572e-01
1.00000000e+00 1.00000000e+00 5.62810995e+00 8.60094459e+00 9.83167381e+00 3.38246727e+02 6.77560958e+00 8.23962181e+00 2.40685274e+00 8.22005678e-01
1.00000000e+00 1.00000000e+00 6.33173112e+00 3.87190426e+00 3.30877056e+00 5.12449713e+01 7.04331234e+00 8.36433026e+00 7.64155853e+00 2.89229935e+00
1.00000000e+00 1.00000000e+00 1.41805371e+00 8.46023927e+00 6.88757141e+00 2.33082009e+02 6.69053938e+00 2.26945579e+01 4.24427055e+00 1.32600151e-01
1.00000000e+00 1.00000000e+00 6.46790367e+00 1.33306871e+00 2.78287869e+00 1.48390741e+01 2.79092925e+00 3.30134959e+00 7.04143743e+00 6.89768498e+00
1.00000000e+00 1.00000000e+00 2.53471711e+00 6.36642891e+00 6.08797229e+00 1.55034571e+02 4.76500478e+00 7.86981461e+00 3.43579548e+00 5.53302081e-01
1.00000000e+00 1.00000000e+00 1.58546434e+00 3.07007954e+00 5.17539238e+00 6.35554649e+01 7.75845819e+00 2.10102614e+01 1.73106671e+00 6.53143834e-02
1.00000000e+00 1.00000000e+00 9.53996984e+00 2.08510197e+00 9.74804797e+00 8.13026962e+01 1.91235608e+00 2.13628615e+00 9.93323616e+00 2.21793258e+01
1.00000000e+00 1.00000000e+00 9.69068830e+00 1.69257881e+00 6.47674545e+00 4.38496086e+01 3.50067498e+00 3.90348255e+00 2.40581357e+00 2.98630635e+00
1.00000000e+00 1.00000000e+00 8.27557613e+00 7.26659898e+00 4.14555735e+00 1.20496411e+02 3.48687198e+00 3.96612914e+00 9.89578895e+00 1.03240908e+01
1.00000000e+00 1.00000000e+00 3.74152392e+00 4.05887467e+00 2.02686206e+00 3.29071164e+01 4.88817035e+00 6.67118246e+00 9.79551939e+00 2.74690210e+00
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 2.36122146e+00 7.10529406e+01 9.82331867e+00 2.09982570e+01 8.14436294e+00 3.64403037e-01
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 1.92354261e+01 1.60752292e+00 1.86856507e+00 6.93480666e+00 1.32829253e+01
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 5.00225177e+01 5.66830895e+00 7.09920418e+00 6.20026345e+00 2.16656793e+00
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 2.02727450e+02 2.61428214e+00 4.99448531e+00 8.79491391e+00 1.84751328e+00
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 1.96452137e+02 9.73608891e+00 1.19207377e+01 3.60495569e+00 8.25065257e-01
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 8.83707837e+01 2.01973154e+00 8.54558984e+00 5.20913091e+00 3.99114620e-01
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 5.39376114e+01 4.63240902e+00 5.19844945e+00 6.57450972e+00 5.80745592e+00
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 3.13769168e+02 7.64096486e+00 1.09217291e+01 4.70071428e+00 7.16405388e-01
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 1.96422519e+02 7.34098985e+00 8.57214171e+00 4.84737809e+00 1.96863533e+00
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 1.99301336e+01 4.80455773e+00 6.51716851e+00 3.97256201e+00 1.15979710e+00
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 3.59565320e+01 4.11871751e+00 4.99867025e+00 6.07808635e+00 3.45364364e+00
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 2.08120900e+02 4.57851141e+00 5.50902892e+00 8.65517075e+00 4.65072964e+00
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 8.27100422e+00 3.37848637e+00 5.40920493e+00 2.81375540e+00 6.92797971e-01
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 1.81872017e+02 2.84799645e+00 3.17436719e+00 9.40989735e+00 1.44159636e+01
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 1.23555935e+02 5.34735728e+00 6.11387211e+00 7.20178888e+00 4.69774918e+00
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 9.42125397e+01 3.41680380e+00 3.82089672e+00 8.40945891e+00 1.04053530e+01
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 3.11553465e+02 3.58715498e+00 4.03257362e+00 6.00571623e+00 6.74165356e+00
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 3.45347832e+02 6.91080457e+00 8.19507820e+00 8.01565031e+00 3.12069412e+00
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 1.16731858e+02 9.71683599e+00 1.08879810e+01 1.14580358e+00 4.89180901e-01
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 1.63173766e+02 6.43273481e+00 1.45096712e+01 8.36542382e+00 5.17858715e-01
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 8.69154937e+01 1.69281520e+00 2.65254493e+00 1.36124973e+00 7.09183898e-01
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.45923727e+02 1.68025252e+00 5.80817461e+00 9.00922039e+00 1.09125369e+00
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 1.57118463e+02 9.56280899e+00 1.28288258e+01 9.92766473e+00 1.51984287e+00
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 5.53219423e+01 3.67561711e+00 4.72636516e+00 3.64660716e+00 1.73524337e+00
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 2.21285005e+02 1.82860287e+00 2.57737318e+00 2.89286701e+00 1.93174528e+00
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 2.61418834e+02 6.39140128e+00 7.24831399e+00 7.88827027e+00 4.60272689e+00
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 9.77333135e+01 6.61283900e+00 8.67241304e+00 3.27723707e+00 7.95610405e-01
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 2.81323836e+01 6.83654338e+00 9.54043310e+00 8.79006145e+00 1.62544748e+00
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 2.46761120e+02 3.40661825e+00 4.10408623e+00 1.92558333e+00 1.38040985e+00
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 3.54233398e+01 1.13599616e+00 2.03166754e+00 2.13359677e+00 1.19106003e+00
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 2.65443921e+01 9.68513833e+00 1.10266124e+01 9.81236400e+00 3.65730651e+00
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 4.16201877e+01 3.25803741e+00 8.11385272e+00 7.06455008e+00 7.27431918e-01
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 5.69599541e+01 7.08423659e+00 7.88183292e+00 8.62198502e+00 5.40498037e+00
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 1.14561190e+02 7.35966883e+00 8.41858307e+00 3.91896440e+00 1.85046355e+00
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 7.04195203e+01 6.49006675e+00 1.01189627e+01 7.08835375e+00 9.76654316e-01
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 1.56852911e+01 3.81616655e+00 8.06016631e+01 6.34817645e+00 4.13370801e-02
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 4.13289944e+01 3.43986628e+00 3.90856701e+00 6.42835108e+00 6.85762866e+00
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 3.52708545e+02 6.37901454e+00 7.38173369e+00 7.14279214e+00 3.56171125e+00
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 1.71401516e+02 8.79486070e+00 1.01353232e+01 6.17823256e+00 2.30451532e+00
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 5.61677650e+01 9.52060356e+00 1.08921652e+01 4.86156132e+00 1.77227224e+00
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.44077403e+02 1.95315224e+00 4.88404475e+00 3.48330425e+00 5.94239508e-01
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 1.16969582e+02 2.39345751e+00 3.13534077e+00 7.91723198e+00 5.33590148e+00
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 3.03606783e+02 9.50262633e+00 1.86150449e+01 3.03645187e+00 1.66610645e-01
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 4.02080487e+01 7.62881706e+00 8.61090832e+00 7.23118876e+00 3.68152583e+00
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 1.14550839e+01 8.94694442e+00 1.05418553e+01 3.09999540e+00 9.71839722e-01
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 9.85025765e+01 2.82369371e+00 3.77185212e+00 6.62797153e+00 3.49518153e+00
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 3.27357316e+02 6.28827284e+00 1.72812734e+01 7.72370440e+00 3.51301009e-01
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 2.22296561e+02 7.31025635e+00 9.92214342e+00 2.96842500e+00 5.68252937e-01
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 1.14135480e+02 7.12100697e+00 9.55416680e+00 1.53948971e+00 3.16356059e-01
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 5.08422643e+01 4.67336522e+00 5.38506808e+00 2.17876369e+00 1.53066948e+00
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 6.92015874e+01 1.13855403e+00 1.33697693e+00 6.45397271e+00 1.62631750e+01
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 3.33286871e+02 6.24633451e+00 7.02860142e+00 8.64501766e+00 5.52561893e+00
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 5.45902478e+01 3.27791385e+00 4.04919962e+00 1.40497139e+00 9.10798211e-01
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 3.02767206e+02 5.05228822e+00 9.74620432e+00 7.60736133e+00 8.10342703e-01
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 2.65116803e+02 9.61822914e+00 1.11165817e+01 4.07186781e+00 1.35878165e+00
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 7.33371026e+01 4.59131786e+00 5.26187051e+00 5.30675533e+00 3.95700125e+00
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 1.28227502e+02 8.55821446e+00 1.02524089e+01 9.35973595e+00 2.76229683e+00
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 4.41009147e+01 2.69686545e+00 3.08553533e+00 3.98774354e+00 5.12998795e+00
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 8.42451420e+01 7.05214448e+00 8.63897842e+00 5.18803241e+00 1.63471183e+00
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 7.39927091e+01 9.79306259e+00 1.18746576e+01 1.12314173e+00 2.69779114e-01
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 7.18893280e+01 1.91703791e+00 2.41524557e+00 1.73438848e+00 1.74062806e+00
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 2.62331394e+02 1.07487948e+00 5.77335140e+00 3.32732432e+00 3.54085794e-01
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 7.57785680e+01 4.90224513e+00 9.95078253e+00 1.25067017e+00 1.23864604e-01
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 5.61753067e+01 1.83362935e+00 8.31603065e+00 6.68237793e+00 5.15424580e-01
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 2.25442069e+02 7.73545915e+00 9.08599560e+00 4.83758521e+00 1.79098653e+00
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 8.67324962e+01 9.23093797e+00 1.24936714e+01 5.93330682e+00 9.09253991e-01
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 2.71632977e+02 4.90618875e+00 5.97807924e+00 2.57182467e+00 1.19966765e+00
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.24081993e+02 3.32840478e+00 3.73589312e+00 3.66338826e+00 4.49508358e+00
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 3.95106550e+01 4.90962987e+00 7.09788272e+00 6.97442027e+00 1.59360475e+00
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 1.59169908e+02 7.51103036e+00 9.54464064e+00 9.68772451e+00 2.38190292e+00
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 2.86529291e+02 1.08148745e+00 1.24053066e+00 1.45375096e+00 4.57030209e+00
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 1.01470223e+02 6.30508591e+00 9.36702086e+00 9.01345889e+00 1.47185669e+00
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 9.39876425e+01 6.51962516e+00 1.59299089e+01 6.19193081e+00 3.28998092e-01
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 7.56298762e+01 6.73919422e+00 9.32347586e+00 6.07527610e+00 1.17542841e+00
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 3.40427506e+01 3.17819872e+00 5.36856202e+00 5.50250682e+00 1.25607172e+00
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 3.20489439e+01 7.42647451e+00 8.31403600e+00 1.62454677e+00 9.15174210e-01
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 2.11050782e+02 1.82252338e+00 2.07310807e+00 1.80889167e+00 3.60934190e+00
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 1.74598173e+02 2.79343303e+00 3.28345451e+00 6.40820805e+00 6.53870114e+00
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 5.89465431e+01 8.89723042e+00 1.00316261e+01 4.06862714e+00 1.79330153e+00
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 3.61971194e+01 7.64850836e+00 8.70594744e+00 9.25541260e+00 4.37633372e+00
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 6.53768223e+00 2.32666899e+02 1.12370999e+00 1.79293133e+00 4.65931484e+00 3.48114633e+00
1.00000000e+00 1.00000000e+00 9.03303099e+00 3.39040038e+00 1.75117676e+00 2.37487615e+01 3.23538634e+00 3.63814669e+00 2.28953313e+00 2.84230206e+00
1.00000000e+00 1.00000000e+00 5.85408018e+00 2.16563429e+00 8.94174732e+00 7.74582185e+01 2.92965835e+00 3.53320387e+00 7.43246950e+00 6.15733963e+00
1.00000000e+00 1.00000000e+00 8.26696140e+00 8.99873272e+00 8.23243182e+00 2.96325814e+02 3.43725695e+00 3.91025478e+00 3.64018079e+00 3.84798891e+00
1.00000000e+00 1.00000000e+00 9.06482170e+00 9.60086348e+00 5.54686096e+00 2.13018619e+02 3.22803793e+00 3.62829947e+00 5.72923277e+00 7.15686149e+00
1.00000000e+00 1.00000000e+00 3.86203127e+00 8.75914856e+00 9.70413954e+00 3.39999999e+02 1.56273666e+00 2.10876028e+00 7.28049507e+00 6.66683169e+00
1.00000000e+00 1.00000000e+00 1.99046732e+00 8.28564467e+00 4.75984881e+00 1.57753664e+02 5.13046465e+00 1.03103071e+01 9.10237700e+00 8.78634546e-01
1.00000000e+00 1.00000000e+00 3.05141646e+00 6.89717783e+00 9.85699287e+00 2.71941731e+02 7.59460127e+00 1.12967268e+01 8.12972075e+00 1.09798016e+00
1.00000000e+00 1.00000000e+00 4.84397010e+00 5.95771634e+00 7.01127999e+00 1.67084869e+02 6.46058552e+00 8.14129202e+00 7.08724961e+00 2.10841382e+00
1.00000000e+00 1.00000000e+00 8.36213289e+00 1.78288084e+00 6.71204146e+00 4.78670804e+01 7.05584502e+00 8.01424187e+00 7.11669864e+00 3.71281406e+00
1.00000000e+00 1.00000000e+00 8.74657525e+00 4.67607892e+00 2.49359406e+00 4.66409704e+01 1.73034261e+00 1.95371133e+00 9.51332180e+00 2.12951074e+01
1.00000000e+00 1.00000000e+00 1.06256917e+00 4.35419665e+00 8.93734982e+00 1.55659915e+02 9.56341639e+00 1.62408910e+02 3.66241688e+00 1.19807814e-02
1.00000000e+00 1.00000000e+00 5.59672572e+00 3.33778405e+00 4.84740719e+00 6.47183937e+01 8.54642650e+00 1.04056687e+01 1.01000885e+00 2.71618416e-01
1.00000000e+00 1.00000000e+00 4.75669903e+00 7.51078102e+00 2.46010065e+00 7.39091092e+01 8.24581287e+00 1.04407752e+01 3.44759103e+00 7.85341730e-01
1.00000000e+00 1.00000000e+00 2.99897029e+00 5.46288162e+00 1.11346768e+00 2.43309685e+01 8.40685425e+00 1.26124466e+01 2.96102242e+00 3.52033928e-01
1.00000000e+00 1.00000000e+00 2.07878831e+00 1.72941594e+00 6.03780115e+00 4.17674783e+01 9.39439457e+00 1.81026782e+01 6.95651127e+00 3.99419193e-01
1.00000000e+00 1.00000000e+00 4.03853654e+00 2.98164882e+00 5.74659660e+00 6.85373318e+01 5.89828570e+00 7.83944573e+00 6.70340440e+00 1.72664909e+00
1.00000000e+00 1.00000000e+00 9.48618734e+00 7.14932887e+00 7.47418260e+00 2.13741558e+02 2.80253816e+00 3.13278519e+00 6.34115244e+00 9.60061995e+00
1.00000000e+00 1.00000000e+00 3.90882639e+00 1.68517774e+00 9.01232248e+00 6.07494607e+01 6.55105247e+00 8.80318154e+00 1.14619099e+00 2.54468317e-01
1.00000000e+00 1.00000000e+00 5.66911560e+00 8.66086223e+00 1.71465926e+00 5.94017105e+01 7.68593344e+00 9.33205534e+00 7.55900249e+00 2.29600326e+00
1.00000000e+00 1.00000000e+00 7.32717063e+00 5.45631874e+00 7.58346841e+00 1.65511283e+02 7.64125654e+00 8.84894588e+00 3.91177371e+00 1.61952812e+00
1.00000000e+00 1.00000000e+00 4.27266642e+00 5.32527920e+00 2.68670750e+00 5.72298702e+01 5.69304122e+00 7.43261393e+00 6.98550390e+00 2.00782176e+00
1.00000000e+00 1.00000000e+00 9.74603874e+00 6.33167006e+00 8.72359348e+00 2.20939663e+02 1.61612847e+00 1.80091253e+00 6.00920586e+00 1.62600771e+01
1.00000000e+00 1.00000000e+00 9.66202565e+00 8.42212869e+00 8.37157162e+00 2.82025814e+02 4.34001645e+00 4.84105588e+00 4.08457833e+00 4.07610463e+00
1.00000000e+00 1.00000000e+00 3.26604066e+00 4.13028287e+00 5.86714379e+00 9.69318541e+01 9.28689948e+00 1.33851929e+01 2.21118640e+00 2.69769169e-01
1.00000000e+00 1.00000000e+00 5.47523655e+00 7.10214537e+00 7.39218519e+00 2.10001495e+02 6.26004019e+00 7.65885791e+00 1.84977008e+00 6.61190537e-01
1.00000000e+00 1.00000000e+00 3.70790479e+00 6.09158768e+00 3.82915102e+00 9.33024366e+01 5.84498749e+00 8.00347826e+00 8.48366500e+00 1.96518445e+00
1.00000000e+00 1.00000000e+00 3.56356445e+00 3.40325443e+00 5.24051109e+00 7.13391704e+01 3.41968163e+00 4.75363742e+00 9.26557788e+00 3.47297039e+00
1.00000000e+00 1.00000000e+00 1.33198253e+00 8.90766988e+00 8.39473208e+00 2.99110008e+02 4.31604028e+00 1.73168459e+01 6.84809242e+00 2.63371849e-01
1.00000000e+00 1.00000000e+00 6.48607901e+00 8.17683419e+00 5.13338677e+00 1.67899410e+02 9.05811480e+00 1.07092239e+01 1.93090703e+00 5.84730309e-01
1.00000000e+00 1.00000000e+00 5.52411121e+00 6.92606651e+00 4.22018439e+00 1.16917111e+02 6.99816743e+00 8.54502760e+00 4.61824495e+00 1.49278036e+00
1.00000000e+00 1.00000000e+00 1.46330876e+00 8.65523556e+00 5.44791203e+00 1.88611848e+02 8.08648324e+00 2.55402504e+01 7.56045280e+00 2.16585128e-01
1.00000000e+00 1.00000000e+00 3.50781818e+00 8.80564781e+00 8.45424327e+00 2.97780355e+02 5.08910881e+00 7.11840617e+00 8.01838796e+00 1.97565623e+00
1.00000000e+00 1.00000000e+00 9.17439297e+00 7.37526679e+00 4.01687243e+00 1.18502023e+02 6.67222498e+00 7.48845989e+00 2.06396760e+00 1.26432205e+00
1.00000000e+00 1.00000000e+00 3.15605702e+00 8.53311996e+00 2.56385434e+00 8.75107065e+01 3.23545248e+00 4.73608649e+00 1.00027647e+00 3.33284620e-01
1.00000000e+00 1.00000000e+00 2.30405385e+00 7.27724316e+00 7.40812618e+00 2.15642942e+02 7.34914747e+00 1.29847640e+01 7.40923341e+00 6.57357835e-01
1.00000000e+00 1.00000000e+00 5.40507484e+00 7.12126695e+00 8.43380391e+00 2.40237476e+02 4.84841200e+00 5.94905437e+00 4.20936558e+00 1.91223131e+00
