G	c	dx1dt	d2x1dt2	p	m2	d1	d2	Fc	m1	Fg	W
1.000000000000000000e+00	1.000000000000000000e+00	1.191314833827371578e+00	2.988997339019431099e+00	1.308132051329933043e+00	5.937974549772476962e+00	1.305578239670098117e+00	7.068867917268991441e+00	2.491089169711135920e+00	8.227414006114381451e+00	-2.293344016226704696e+00	-5.875764330929657575e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.729259264772268878e+00	9.888782104691522079e+00	1.561651507606492073e+00	3.589841541540777392e+00	4.529601317244285497e+00	1.010356591909391568e+02	7.361598663355887417e+00	8.367651031552265195e+00	-3.824155744875425089e+00	-1.925309865954773159e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.491013608065799190e+00	9.496643095719592864e+00	9.149736399544996956e+00	3.766458962549396716e+00	7.275429733387385411e+00	2.541542002935345934e+01	5.821400120611479601e+00	9.814617166540870130e+00	-2.494383873892516146e+00	-1.925414392753980053e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.910456616251539952e+00	1.350377256712585794e+00	2.241891856060299837e+00	4.174213477519445270e+00	2.740090420146628958e+00	1.479131895753766379e+01	6.712697674932304182e+00	5.516937304888224425e+00	6.394068242658007328e+00	1.549657748697024751e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.643417729750074052e+00	7.353397220238094611e+00	5.798748111687483053e+00	6.586857655268589795e+00	6.777948319587530079e+00	2.038643368009456580e+01	2.761699566335328981e+00	5.094613653176133461e+00	-4.183875047121802915e+00	2.092158792744079960e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.646585841136603001e+00	9.329794147097604906e+00	4.703265423592249306e+00	3.998639733225114234e+00	3.345165669712116596e+00	7.522168556189532396e+00	2.907887041272608108e+00	7.778248962526427057e+00	-1.599750529956537992e+00	-4.499350949781694453e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.745300127336214313e+00	2.633747824535162874e+00	4.126575699271543662e+00	7.596890224593946250e+00	8.966464776338881393e+00	6.173175952866245098e+01	1.370018363148451934e+00	2.193705109658560470e+00	-9.050703978129821081e+00	1.581091062987790963e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.723947151008893286e+00	6.118490776344041926e+00	9.096069066875619669e+00	4.648234221204042171e+00	9.057957824464409669e+00	2.648224192352899919e+01	3.889991910583282753e+00	5.928158603133646842e+00	-3.856898324178001936e+00	-1.698352901053603855e+05
1.000000000000000000e+00	1.000000000000000000e+00	4.886636930738381679e+00	9.235580163641998297e+00	1.193489625094213302e+00	1.622033921158680725e+00	3.680052119430257562e+00	2.418671239249681904e+01	6.043030919978058080e+00	5.912403383853730432e+00	-2.102295576928964405e+00	-3.878079384532009044e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.634597906222856167e+00	1.310077257615969604e+00	6.968167337083897905e+00	8.057681712495694981e+00	3.067396041756753178e+00	1.278842285545602664e+01	8.729068010739124972e+00	1.796916795067247330e+00	6.106102788253708447e+00	1.815236237555722454e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.500962602909805099e+00	7.271492108222212813e+00	9.668167562277940164e+00	3.575281594704617039e+00	4.697387963086131712e+00	1.134381988510991768e+01	7.010889895556807083e+00	4.765682122284395916e+00	-8.842233732376968192e+00	5.950657508507176772e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.253530493387425615e+00	3.680012648666501907e+00	6.029807267174340346e+00	4.904091794858275399e+00	3.170332190305779729e+00	5.735879142971134215e+00	4.919592868096694716e+00	8.681327669394532265e+00	-3.986518570575924958e+00	-1.261215224497690883e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.622631541337138827e+00	9.316691754751460053e+00	9.427337872997981094e+00	7.170792631623955415e+00	7.044430750299156330e+00	1.937929455932383505e+01	9.581515006398303669e+00	8.699288965464099022e+00	-1.035645696634078483e+01	1.413655812899424973e+03
1.000000000000000000e+00	1.000000000000000000e+00	4.302411608476164773e+00	9.733831692950284165e+00	1.468604021385557123e+00	3.995603152512712253e+00	8.432939470498331147e+00	9.848682726620147321e+01	7.480722154201193241e+00	1.889149492615810111e+00	-8.322398399139609637e+01	1.591952401269952304e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.113772272434384369e+00	9.499956335857499212e+00	4.772507415098722561e+00	1.507534386523945003e+00	7.059619286887226508e+00	1.134513407225636250e+01	9.367967907262835681e+00	1.811814602135723318e+00	9.011678998793821904e+01	1.305723588665802311e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.075621788065570072e+00	5.253048916511689370e+00	3.341199659982228010e+00	4.357916167881770164e+00	8.416028462823163636e+00	8.873123188301472908e+01	5.754385138143895517e+00	3.360317994177078216e+00	-2.121901710584420186e+01	3.726108252211064951e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.803688428827614043e+00	8.748642910171319897e+00	7.581777968431921977e+00	9.496335309164278371e+00	4.577195268058329880e+00	1.603903851606454367e+01	3.331649343422714793e+00	8.871133797172756630e+00	-3.919405697857659909e+00	3.502878100002428141e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.627040366967531959e+00	8.599957175006828436e+00	9.839123263924044238e+00	6.775559998685835694e+00	2.403754096752821479e+00	9.221710820155850641e+00	1.480452966960736694e+00	2.158673311424140984e+00	-5.467885123995824159e+00	7.405497779926898261e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.329754322977696468e+00	3.872362896387803843e+00	3.314613406522834094e+00	7.043641394041995518e+00	7.649231206996105037e+00	1.029838459489522933e+02	7.535784599884196133e+00	7.476431045981630774e+00	-1.477916641981028789e+01	3.945873228752159889e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.409008822833359487e+00	8.458184692161516693e+00	6.890169401421000650e+00	6.700967088517618464e+00	4.243585616468531718e+00	5.864568495878326182e+00	2.098838478157797116e+00	1.906366335956503733e+00	-9.848942040486374339e+00	3.042456404690445382e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.478922446616445896e+00	1.324282059878606033e+00	2.782944191580707383e+00	2.791369233822048379e+00	7.045093803463547744e+00	4.568942261715081798e+01	3.726202441685577238e+00	6.606996143603793392e+00	-1.022872076503379368e+01	2.870836233701440392e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.537255364263748536e+00	6.361878850298415600e+00	6.082556720387852778e+00	4.771386302135574908e+00	3.439859033606369465e+00	6.852828483473420107e+00	5.784096793166036754e+00	4.205517894982619076e+00	-1.154069500265849157e+01	6.974202634305292747e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.582801717226041127e+00	3.072255898416893505e+00	5.179478093207097622e+00	7.756102953550346513e+00	1.727648532297935358e+00	4.098687144028553497e+00	6.087714821436261303e+00	8.098505086568650313e+00	-1.133043228242332390e+01	2.357732315114109056e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.547157694226108049e+00	2.088338512600462771e+00	9.757322949711422666e+00	1.910668861417909259e+00	9.922050925749733352e+00	1.861922661114533994e+01	6.400050445417988954e+00	3.109516933182852050e+00	4.051847320388146656e+00	1.463175306743707154e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.685423397870591700e+00	1.692488558270120569e+00	6.478634440338962186e+00	3.493480562710518100e+00	2.407778587801400860e+00	1.257330633944898679e+01	2.503172473396394704e+00	6.755580345160275613e+00	-2.273639734962814352e+00	-1.079463267243557766e+03
1.000000000000000000e+00	1.000000000000000000e+00	8.277776894087255144e+00	7.273034626496686528e+00	4.156143786919860972e+00	3.482853479774175032e+00	9.896182700860791215e+00	6.882430998429437352e+01	4.417141551272364630e+00	3.112488959235137465e+00	-8.079631066310849263e+00	7.221927705185114519e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.740589597786282194e+00	4.061085451534687252e+00	2.018438384636462413e+00	4.891023098116018097e+00	9.798546945415395726e+00	8.833648871116039913e+01	6.561199848420269376e+00	7.425791513589882875e+00	-7.657309125251968496e+00	1.031119397876317180e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.882505748019443814e+00	7.518742727783450874e+00	2.354848571974814231e+00	9.823359596094791257e+00	8.143129056659308418e+00	6.360820250841098300e+01	9.734595325336401928e+00	8.866396335775196036e+00	-1.520192434813464288e+01	1.696166163475689643e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.157753160362977596e+00	1.586646593389666515e+00	3.032574494717975799e+00	1.612627400756846185e+00	6.932462142748576639e+00	2.639531664494935015e+01	7.551040081956018390e+00	2.138851327609219588e+00	1.601681034355614042e+00	3.553823722414698238e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.953519569945722623e+00	3.829808677076000922e+00	3.260159268444573044e+00	5.669290145670541570e+00	6.211203497855619204e+00	5.344703006267997836e+01	9.306223726493611181e+00	8.791227654736189834e+00	-1.336059252399174113e+01	4.059979824566987645e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.098753152680472134e+00	5.854820035954187318e+00	8.662798767371896247e+00	2.612374175628978890e+00	8.786894074132018062e+00	5.585077250512613389e+00	7.862227136837232955e+00	6.342221171392908197e+00	-5.672117331753906200e+00	-1.851088379493552623e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.462268966813788040e+00	8.122695268950474556e+00	6.050919660991232796e+00	9.747718447458533220e+00	3.608953480019112980e+00	3.163958778929280413e+01	6.314404514087759601e+00	2.143952486635281929e+00	-1.052357678259350990e+02	8.381227997819682685e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.309338561784235466e+00	3.872584905472758798e+00	5.705725542175871468e+00	2.019223204728349597e+00	5.206001083613444713e+00	2.408461615459401628e+00	2.728859500927958148e+00	4.841775191736279460e+00	-1.583371781863663674e+00	-3.894007967683560167e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.188078782533047217e+00	6.640821986238091057e+00	2.031740462546316905e+00	4.638704780874340905e+00	6.572680751362189433e+00	1.376418373102238775e+02	6.994047940589156909e+00	2.439848327379786408e+00	-9.619780443477075949e+01	2.604452375503897770e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.323361101375915005e+00	8.972114732215437982e+00	8.732794293199308555e+00	7.638792963939045499e+00	4.698987037391040289e+00	1.366127148595285945e+01	6.611355253553199418e+00	7.302654728008167950e+00	-8.662452409437149115e+00	2.641823521167576132e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.962558428472766181e+00	6.550257252807173636e+00	7.499097045577529208e+00	7.344831178386757031e+00	4.843001825365016444e+00	3.303656326038872493e+01	6.415952141000700770e+00	7.828545321456301664e+00	-8.030961720523173142e+00	6.720922696416351982e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.802019636455869822e+00	3.095559888481819399e+00	1.614384756893786133e+00	4.809581427167804790e+00	3.975673438514151670e+00	4.514179614844811539e+01	5.401571949881986967e+00	1.949898848397348061e+00	1.680705190510858316e+01	4.589531798835066922e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.684655081108726193e+00	1.227793687008518209e+00	7.375335107966817461e+00	4.119846155310843194e+00	6.085661113218933771e+00	1.928802199121657779e+01	5.766714400211026437e+00	5.554804933990585170e+00	6.089812884213320565e+00	7.103486751464390636e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.920562952065222539e+00	8.830768277509868369e+00	5.893848343166403936e+00	4.565765709996178146e+00	8.657730889926559925e+00	3.991284641754445062e+01	4.015849921302370618e+00	8.325626639629641446e+00	-2.494019479758466940e+00	-3.299495168621648986e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.667424991955243296e+00	1.195359138281263167e+00	1.726024919664568946e+00	3.378585177423133690e+00	2.814318516347486643e+00	1.453187420872760960e+01	5.673791503031663019e+00	9.423102041720703426e+00	1.936990972937882418e+02	2.910871894850331998e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.732148674907046271e+00	8.880521329826198240e+00	5.122726790347127412e+00	2.854657392190005361e+00	9.404524259991887902e+00	5.091507185629571808e+01	2.779016824148016429e+00	5.624561970596889893e+00	-1.565479288045496187e+00	-4.855738113153761901e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.979938663424809064e+00	5.759358141976532508e+00	5.355502557484429715e+00	5.350212731781249786e+00	7.204604000297956112e+00	5.730971243578127883e+01	8.245209467958069638e+00	9.550609249912579202e+00	-6.618468915443928680e+00	-9.155335112135736608e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.456968671354509581e+00	9.452824221951022565e+00	2.498467266646732021e+00	3.419217293212855502e+00	8.421204434104920367e+00	1.090063820750149830e+02	2.675119034605820456e+00	5.812105568333977956e+00	-1.755536719487399866e+00	-5.909994683332145087e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.048043516829391564e+00	8.196219267970350941e+00	9.508060209785211825e+00	3.577831756629756832e+00	6.003642606217193922e+00	2.057232190615882317e+01	1.760987653783127715e+00	4.545143108212555738e+00	-1.601433861908814205e+00	-1.473352311761587544e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.381084730708218800e+00	9.980667072684283880e+00	8.643783219486161684e+00	6.906904476222067935e+00	8.013602347030845507e+00	4.079084851042624393e+01	4.931666078355450900e+00	8.628006733871242062e+00	-4.461084474864621896e+00	-1.921236882050087161e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.293982870030060184e+00	4.149058010508108296e+00	7.021365564040879192e+00	9.719062823293372233e+00	1.142747356734545194e+00	1.472102678751970828e+01	6.923378479932665641e+00	5.438297552563482462e+00	-3.200224419828622757e+01	5.429197314483831605e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.794570339557462813e+00	7.916616482010439881e+00	5.157125340160794380e+00	6.434956368747395850e+00	8.362758006161667979e+00	1.868333664465491850e+01	4.937148063639368090e+00	5.248857005187789859e+00	-7.946350039410813082e+00	1.587930677912250417e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.761818665452608013e+00	4.614764847120735425e+00	4.714082586839293931e+00	1.699390647303075097e+00	1.346296226352715397e+00	1.370047795563649196e+00	3.490906311536493334e+00	5.403789031710641844e+00	-1.543936739577334460e+00	-1.162467506190444766e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.401741940011952847e+00	5.319763764637060355e+00	6.854703830279710530e+00	1.679468301867084179e+00	9.011426596645671694e+00	3.060424204573926943e+00	6.020297521846585731e+00	8.625193883238191361e+00	-1.589146638884134433e+00	-1.825656386584193669e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.917379258777286211e+00	6.653980215146114041e+00	5.901160769134665252e+00	9.565005868139659029e+00	9.923059051346035275e+00	6.312711386213480580e+01	4.124824230664498437e+00	8.481423831698654325e+00	-5.444960877307421399e+00	6.441236972817370088e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.494479413379664834e+00	8.859708883642765542e+00	1.548570311781038322e+00	3.675705749918954268e+00	3.637836140681641517e+00	3.862878769295625858e+01	9.392861141893401822e+00	4.640161537943898296e+00	-1.369999871120941570e+01	2.071417112990213525e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.443187919344181225e+00	9.851144293826875398e+00	5.612353847661691653e+00	1.823260178439514156e+00	2.896969596417338977e+00	3.224890224116968351e+00	9.306376665007954685e+00	3.999433407873674629e+00	-8.040596246455338658e+00	-2.570817427625456730e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.451340829270510113e+00	7.915872300100646797e+00	8.254529777724263440e+00	6.379189834633293366e+00	7.882376575494637549e+00	5.166006089372051946e+01	5.528017611243245533e+00	5.420572114131068986e+00	-8.808244628177284596e+00	7.230763956879494572e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.210864817109280622e+00	4.749925876733094299e+00	5.125268986686114303e+00	6.615172217277421218e+00	3.275392357307099545e+00	1.776675527747310568e+01	3.947009621458646311e+00	6.148740437522298485e+00	-5.851290468412048362e+00	1.722589626701395105e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.538695429857156682e+00	4.790611353654028903e+00	1.474175694115231972e+00	6.837485021544120301e+00	8.798049085307715345e+00	1.444324524051440619e+02	7.633475369485123174e+00	3.146928461650924103e+00	1.271505126222079070e+03	1.233146588525317071e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.889801848180957755e+00	7.639603898253493064e+00	8.080188085192510528e+00	3.403271836415723950e+00	1.917907404963920870e+00	4.892509569185762075e+00	1.332947433516986191e+00	8.143467174859656765e+00	-6.096601509068361180e-01	-3.540848695761863496e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.277213374468684659e+00	3.147492525553906795e+00	2.812118230705452415e+00	1.127230968359117069e+00	2.125248787259747640e+00	1.935243316279831927e+00	5.270529857920759120e+00	5.377819114038696391e+00	-3.042298854526137575e+00	-2.459752693683931568e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.221889734920619475e+00	1.985680562016021611e+00	3.335120844100339266e+00	9.688547346414530637e+00	9.813830896784532243e+00	2.346625700701103483e+02	4.029457896361345881e+00	4.015183108934065714e+00	1.215906459287429698e+03	3.215346379479954635e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.677274713899094438e+00	4.200468080257952153e+00	2.486015473105795071e+00	3.256597884804035115e+00	7.070811277787047544e+00	1.545914176398547824e+01	9.287869988344951366e+00	1.957585206436521341e+00	1.227495485250958929e+01	2.679080049848561274e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.878064109188144926e+00	3.585726918876121161e+00	3.967392056448313387e+00	7.087251161939594368e+00	8.613409662681821288e+00	1.519132582907360245e+02	1.113970219528023886e+00	3.149932624727260766e+00	-3.084846236923934892e+00	5.303339675564553772e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.946715551386672516e+00	3.674734802127999078e+00	7.805025338386317735e+00	7.369759624514654384e+00	3.921185064757184868e+00	2.939059632956140078e+01	5.972009309284979750e+00	9.551254191011519623e+00	-7.016323940244530100e+00	8.530510844976005274e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.773616056865062074e+00	3.101023137840518196e+00	5.678989349050518776e+00	6.478474380687670120e+00	7.091518424225902173e+00	2.261936444328590667e+01	7.660799994952963488e+00	3.747368713672780238e+00	4.161387936152200240e+01	6.672491741446559388e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.056118835800650579e+00	1.373943066287094394e+00	2.846120070213593145e+00	3.812379348171439641e+00	6.336960310121185991e+00	8.957867038367595569e+00	5.363474464953084109e+00	2.510994035289650483e+00	3.869164703365334024e+00	1.113520034932414760e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.347489569307965596e+00	1.162362905383357514e+00	8.901407988023574802e+00	3.438732851199278961e+00	6.432700475188143585e+00	2.070314118403531722e+01	1.763318006080177414e+00	5.148804324812569000e+00	-2.892230549154923391e+00	5.500950555452269555e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.358722123827519113e+00	9.888301052608152730e+00	8.911562624107432384e+00	6.386890060265886682e+00	7.147566966559060653e+00	3.760872520155911047e+01	9.755249448984365301e+00	3.757463210833602130e+00	-3.475143113783796878e+01	2.923778746391398045e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.559690044898999872e+00	4.843406129577004116e+00	8.838562704616544252e+00	8.786002236102428142e+00	6.176534280225532747e+00	4.648569562937420585e+01	5.655720302784241760e+00	1.324085972830469249e+00	4.894051690417092004e+01	1.674150413290043673e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.937352985312449150e+00	4.467116458745345575e+00	3.144994298432267410e+00	9.531083102512100780e+00	4.868382785392086021e+00	1.167162627121743412e+02	6.540475548952832341e+00	3.903830741627118961e+00	-6.343769464792350732e+01	1.722488536613309691e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.668472909252860070e+00	7.113363753833650271e+00	5.060590965232115934e+00	1.953887678999544519e+00	3.489494464307546728e+00	2.273839359515427816e+00	3.136597734037388285e+00	5.913131097104069589e+00	-1.180568008828517312e+00	-1.479427020027870832e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.232280042516749496e+00	2.954047301486388832e+00	9.872896431366928738e+00	2.392937822376516976e+00	7.917793657969259158e+00	8.131710847820553312e+00	5.351551762940728985e+00	5.973393551898557696e+00	-5.438212491143699978e+00	8.280317560092704298e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.033389119595810701e+00	9.557039454615338769e+00	7.944463393627471781e+00	9.501554158144141837e+00	3.033992870477800974e+00	7.436345248876068403e+00	4.867104112668835469e+00	4.204696893231700372e+00	-1.449611072466442785e+01	3.722277693780551289e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.770146837836119147e+00	8.074299641595398924e+00	1.235821291454176629e+00	7.626455404420627637e+00	7.225889817150408234e+00	3.886774293025960674e+02	1.665082789689029896e+00	5.025833680687235017e+00	-2.764483068085064499e+00	6.411631196769513963e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.608185706885433497e+00	1.801317601018953551e+00	1.581029521182371500e+00	8.952618269512283788e+00	3.099790793521424614e+00	1.155626249528773428e+02	1.969286861319243576e+00	9.693760918753818956e+00	-2.303290890537822211e+00	5.148915365628365635e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.978695945485914098e+00	4.748405853900467655e+00	5.180872561642608787e+00	2.817909406003522577e+00	6.631074977152961125e+00	1.439730715267766215e+01	8.534014656161199142e+00	4.400399240224561304e+00	-2.980352975885217148e+01	1.476043197274715908e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.574509367356991207e+00	8.921749898635431109e+00	9.184388386575720986e+00	6.290142696644046794e+00	7.721938625526517441e+00	8.328951338523419068e+00	3.157718499449297944e+00	3.326447531742776853e+00	-7.584632240748088172e+00	8.318116500754575782e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.797822290250587152e+00	9.495414618661301986e+00	5.847604564024138973e+00	7.308176630410248009e+00	2.956455326507305692e+00	1.414353765693714848e+01	2.744442455171238304e+00	3.198014869126980741e+00	-7.738278802813573165e+00	7.027206854948674675e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.926089255943110423e+00	5.206938763564465944e+00	5.477501531408452529e+00	7.116881255515516536e+00	1.546400328487710363e+00	7.827897269906139321e+00	5.546870919881317086e+00	5.119212586038386803e+00	-1.320151518523991818e+01	4.182166132349424004e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.565298051510062294e+00	6.525779548991685886e+00	1.951943288278558786e+00	4.687364074478352904e+00	2.179799825979350736e+00	3.948947066467207634e+01	7.912654576366879411e+00	7.833686476724583514e+00	-6.788945807134406429e+00	-4.201018202248618536e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.743268891092299988e+00	2.505651586979220191e+00	6.906332478896171523e+00	1.140822508951391923e+00	6.451904915143857444e+00	7.116278207667892097e+00	1.558076371846918162e+00	2.852006796370652797e+00	-1.060603953998578097e+00	-4.204761441916621720e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.987181138292628546e+00	9.920185773771438065e+00	8.400616228756286219e+00	6.249654346631466240e+00	8.649686557086456062e+00	5.777458324710166693e+01	6.188285292272436067e+00	7.388334501156527345e+00	-6.275367013542887840e+00	1.750843777457830947e+04
1.000000000000000000e+00	1.000000000000000000e+00	5.251128196262119019e+00	3.075578677801896532e+00	4.419742337087653183e+00	3.284073062869171000e+00	1.413276017006112273e+00	5.390458873685917141e+00	2.066981292345131838e+00	1.192334914356353082e+00	4.429412352429355337e+01	2.833780651365636416e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.069469426586887373e+00	9.480081344626841044e+00	7.975550097677406747e+00	5.044593919128737447e+00	7.592099463651877933e+00	1.001850744710420038e+01	1.323736587692399880e+00	4.771981318928881777e+00	-1.473001406973961869e+00	5.679991454603330112e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.417154099456191751e+00	6.847864602529770472e+00	9.676769906526967446e+00	9.627714953966837186e+00	4.074233221477339129e+00	3.001191970768652340e+01	1.475934283887748277e+00	7.987111489009327769e+00	-1.842776360064304342e+00	5.624430637917902231e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.851929315166480627e+00	6.465251978049079362e+00	2.831825260896879026e+00	4.577735932855288681e+00	5.298984446072703136e+00	6.751259590464277949e+01	8.500446479338499728e+00	4.037439327048661042e+00	-2.754804774493180730e+01	2.410304356709997649e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.051698805501230183e+00	5.615327920348490487e+00	5.709697058661463487e+00	8.554052838804572900e+00	9.362454578928428361e+00	8.486659675008992565e+01	2.057644234085169721e+00	6.075320616048283995e+00	-3.346202878460574848e+00	6.024488549850242407e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.942274208095397192e+00	3.079820954762368057e+00	3.585541724852495005e+00	2.694380539218872439e+00	3.988440352806724931e+00	2.381161701643923578e+01	1.410001117425879302e+00	2.846002066572720146e+00	-1.962639031251958155e+00	4.457254884425379942e+02
