G c dx1dt d2x1dt2 p m2 d1 d2 Fc m1 Fg W
1.00000000e+00 1.00000000e+00 1.41805371e+00 8.46023927e+00 6.88757141e+00 6.69053938e+00 4.24427055e+00 5.84643005e+00 2.09172698e+00 1.91049058e+00 -9.88327538e+00 3.05374562e+01
1.00000000e+00 1.00000000e+00 6.46790367e+00 1.33306871e+00 2.78287869e+00 2.79092925e+00 7.04143743e+00 4.56750907e+01 3.72497615e+00 6.60824068e+00 -1.01956244e+01 2.87045601e+02
1.00000000e+00 1.00000000e+00 2.53471711e+00 6.36642891e+00 6.08797229e+00 4.76500478e+00 3.43579548e+00 6.81628081e+00 5.79223817e+00 4.20460569e+00 -1.15724105e+01 6.97428735e+01
1.00000000e+00 1.00000000e+00 1.58546434e+00 3.07007954e+00 5.17539238e+00 7.75845819e+00 1.73106671e+00 4.11436128e+00 6.07974929e+00 8.10022567e+00 -1.13947516e+01 2.35359471e+01
1.00000000e+00 1.00000000e+00 9.53996984e+00 2.08510197e+00 9.74804797e+00 1.91235608e+00 9.93323616e+00 1.85904056e+01 6.40524877e+00 3.10321404e+00 4.02850758e+00 1.46352871e+02
1.00000000e+00 1.00000000e+00 9.69068830e+00 1.69257881e+00 6.47674545e+00 3.50067498e+00 2.40581357e+00 1.26011899e+01 2.49629797e+00 6.75281646e+00 -2.29777942e+00 -1.07940348e+03
1.00000000e+00 1.00000000e+00 8.27557613e+00 7.26659898e+00 4.14555735e+00 3.48687198e+00 9.89578895e+00 6.88813638e+01 4.41763664e+00 3.12114281e+00 -8.08481110e+00 7.22182500e+02
1.00000000e+00 1.00000000e+00 3.74152392e+00 4.05887467e+00 2.02686206e+00 4.88817035e+00 9.79551939e+00 8.83889822e+01 6.55474804e+00 7.42294255e+00 -7.64128413e+00 1.03099885e+03
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 2.36122146e+00 9.82331867e+00 8.14436294e+00 6.36673453e+01 9.72836978e+00 8.86310231e+00 -1.52251735e+01 1.69553688e+02
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 1.60752292e+00 6.93480666e+00 2.63544786e+01 7.54868024e+00 2.14121619e+00 1.64768143e+00 3.55753471e+01
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 5.66830895e+00 6.20026345e+00 5.35082950e+01 9.30343381e+00 8.79936120e+00 -1.33478330e+01 4.06096001e+02
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 2.61428214e+00 8.79491391e+00 5.57399230e+00 7.85990852e+00 6.34217729e+00 -5.61802382e+00 -1.84985887e+02
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 9.73608891e+00 3.60495569e+00 3.16503445e+01 6.32545272e+00 2.14399442e+00 -1.05214276e+02 8.37160795e+01
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 2.01973154e+00 5.20913091e+00 2.41261378e+00 2.72821032e+00 4.84787670e+00 -1.60298181e+00 -3.88702678e+01
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 4.63240902e+00 6.57450972e+00 1.37586679e+02 7.00017087e+00 2.44774264e+00 -9.62132407e+01 2.60469031e+02
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 7.64096486e+00 4.70071428e+00 1.36790060e+01 6.61041609e+00 7.30313100e+00 -8.66400747e+00 2.64085778e+02
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 7.34098985e+00 4.84737809e+00 3.30118238e+01 6.42222253e+00 7.82981321e+00 -8.03616629e+00 6.72210238e+02
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 4.80455773e+00 3.97256201e+00 4.51402767e+01 5.40807281e+00 1.95216868e+00 1.68646520e+01 4.57862407e+01
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 4.11871751e+00 6.07808635e+00 1.92941712e+01 5.75790944e+00 5.55525867e+00 6.10119208e+00 7.10534074e+01
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 4.57851141e+00 8.65517075e+00 3.98198120e+01 4.00998274e+00 8.33162550e+00 -2.47320891e+00 -3.29865561e+02
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 3.37848637e+00 2.81375540e+00 1.45901769e+01 5.67381423e+00 9.42546737e+00 1.93719227e+02 2.91267991e+01
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 2.84799645e+00 9.40989735e+00 5.08629261e+01 2.77800315e+00 5.62166080e+00 -1.58379226e+00 -4.85520993e+02
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 5.34735728e+00 7.20178888e+00 5.72831606e+01 8.24656958e+00 9.55251301e+00 -6.59218638e+00 -9.15565733e+02
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 3.41680380e+00 8.40945891e+00 1.09025779e+02 2.67199259e+00 5.82120073e+00 -1.73706791e+00 -5.90952093e+02
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 3.58715498e+00 6.00571623e+00 2.05064155e+01 1.76469661e+00 4.54771445e+00 -1.53768836e+00 -1.47321258e+03
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 6.91080457e+00 8.01565031e+00 4.08656051e+01 4.92621424e+00 8.63382816e+00 -4.45210105e+00 -1.92122076e+03
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 9.71683599e+00 1.14580358e+00 1.47421324e+01 6.92476696e+00 5.43684439e+00 -3.19690183e+01 5.43911300e+01
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 6.43273481e+00 8.36542382e+00 1.87322201e+01 4.93945142e+00 5.24712260e+00 -7.94876914e+00 1.58778133e+02
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.69281520e+00 1.36124973e+00 1.35337890e+00 3.49078719e+00 5.41281240e+00 -1.51488698e+00 -1.15379016e+01
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.68025252e+00 9.00922039e+00 3.10544797e+00 6.02354066e+00 8.62106502e+00 -1.59233968e+00 -1.82208925e+01
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 9.92766473e+00 6.31095963e+01 4.12302102e+00 8.48747388e+00 -5.44054173e+00 6.44110351e+02
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 3.64660716e+00 3.86363291e+01 9.39580921e+00 4.63167993e+00 -1.37510680e+01 2.07157241e+02
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 2.89286701e+00 3.24428023e+00 9.30380626e+00 3.99969874e+00 -8.05578281e+00 -2.57100048e+02
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 7.88827027e+00 5.16443400e+01 5.52134638e+00 5.42735222e+00 -8.75205644e+00 7.23026670e+02
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 3.27723707e+00 1.77776211e+01 3.95095595e+00 6.15495259e+00 -5.81265688e+00 1.72343602e+02
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 8.79006145e+00 1.44476488e+02 7.63419173e+00 3.14503490e+00 1.27150344e+03 1.23319366e+02
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 1.92558333e+00 4.77919322e+00 1.33041649e+00 8.14559576e+00 -5.81259740e-01 -3.51651164e+01
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 2.13359677e+00 1.95494937e+00 5.27292105e+00 5.37834489e+00 -2.95163577e+00 -2.46156058e+01
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 9.81236400e+00 2.34752273e+02 4.02691055e+00 4.00640994e+00 1.21586524e+03 3.21556626e+02
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 7.06455008e+00 1.54932049e+01 9.28482297e+00 1.96138894e+00 1.22529570e+01 2.68626859e+01
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 8.62198502e+00 1.51964520e+02 1.10802725e+00 3.14960644e+00 -3.10075847e+00 5.30310890e+02
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 3.91896440e+00 2.93571785e+01 5.97533388e+00 9.54353055e+00 -6.99777443e+00 8.52965366e+02
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 7.08835375e+00 2.26063535e+01 7.66597223e+00 3.74589718e+00 4.16008168e+01 6.67597120e+01
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 6.34817645e+00 8.94173899e+00 5.36516189e+00 2.51973360e+00 3.89067803e+00 1.12042617e+01
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 6.42835108e+00 2.07181087e+01 1.76862727e+00 5.14605512e+00 -2.89848752e+00 5.50082993e+02
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 7.14279214e+00 3.76200250e+01 9.75215251e+00 3.76378969e+00 -3.47233137e+01 2.92475501e+02
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 6.17823256e+00 4.65006999e+01 5.66209388e+00 1.31643325e+00 4.88942048e+01 1.67463312e+02
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 4.86156132e+00 1.16719547e+02 6.52767620e+00 3.90830696e+00 -6.33897348e+01 1.72159502e+02
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 3.48330425e+00 2.24004988e+00 3.12948804e+00 5.89697762e+00 -1.21820574e+00 -1.47988152e+01
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 7.91723198e+00 8.11811650e+00 5.35148277e+00 5.96541135e+00 -5.43940110e+00 8.28045494e+03
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 3.03645187e+00 7.41611554e+00 4.86234543e+00 4.20903029e+00 -1.44811609e+01 3.73541283e+01
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 7.23118876e+00 3.88657222e+02 1.67406258e+00 5.02572481e+00 -2.76958385e+00 6.41151272e+02
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 3.09999540e+00 1.15526849e+02 1.95544318e+00 9.68966126e+00 -2.32568959e+00 5.14828500e+02
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 6.62797153e+00 1.43856514e+01 8.53725268e+00 4.39613630e+00 -2.98452744e+01 1.47722560e+02
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 7.72370440e+00 8.31443583e+00 3.15837957e+00 3.32404132e+00 -7.59419659e+00 8.31482932e+01
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 2.96842500e+00 1.40954501e+01 2.75462444e+00 3.19120340e+00 -7.71107421e+00 7.01748269e+01
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 1.53948971e+00 7.85479857e+00 5.54420306e+00 5.11988151e+00 -1.32032143e+01 4.16836680e+01
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 2.17876369e+00 3.95240857e+01 7.91872418e+00 7.83568134e+00 -6.84443625e+00 -4.20126031e+02
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 6.45397271e+00 7.16424908e+00 1.55751867e+00 2.85389366e+00 -1.10176618e+00 -4.20513189e+02
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 8.64501766e+00 5.77671843e+01 6.19127128e+00 7.38366514e+00 -6.30312344e+00 1.75085937e+04
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 1.40497139e+00 5.46544288e+00 2.07289399e+00 1.19034841e+00 4.42698208e+01 2.81843248e+01
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 7.60736133e+00 9.99981318e+00 1.32814946e+00 4.77039680e+00 -1.49436476e+00 5.68041211e+02
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 4.07186781e+00 3.00163366e+01 1.47469557e+00 7.98278559e+00 -1.87816829e+00 5.62511296e+02
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 5.30675533e+00 6.74666994e+01 8.50747697e+00 4.04859660e+00 -2.75341009e+01 2.41049090e+02
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 9.35973595e+00 8.48937760e+01 2.06175235e+00 6.07363391e+00 -3.30481439e+00 6.02338359e+02
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 3.98774354e+00 2.38198413e+01 1.40636228e+00 2.84481310e+00 -1.96474661e+00 4.45564091e+02
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 5.18803241e+00 2.44827620e+01 4.94109898e+00 7.67795852e+00 -9.02589032e+00 2.49639760e+02
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 1.12314173e+00 1.01228437e+01 8.59594125e+00 1.47051193e+00 1.96219795e+01 1.78212112e+01
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 1.73438848e+00 2.40173501e+00 3.36167539e+00 8.67288380e+00 -1.04579728e+00 -1.51875973e+01
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 3.32732432e+00 5.37165110e-01 4.79541356e+00 2.78376748e+00 -3.24723917e+00 -3.43021135e+01
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 1.25067017e+00 2.64794600e+00 1.35930279e+00 8.86958229e+00 -8.11186797e-01 -1.45929413e+01
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 6.68237793e+00 1.70195367e+00 5.04170663e+00 4.17276317e+00 3.76024886e+00 1.46490214e+01
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 4.83758521e+00 4.34268343e+01 6.19851773e+00 7.50415217e+00 -7.69761800e+00 6.68467816e+02
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 5.93330682e+00 8.66063826e+01 6.13816348e+00 3.87302768e+00 -2.26463311e+01 1.24670662e+02
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 2.57182467e+00 9.68891875e+00 3.99184023e+00 9.15320504e+00 -2.35979991e+00 -8.29577373e+01
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 3.66338826e+00 1.37343626e+01 3.83979863e+00 2.13973413e+00 -9.34077099e+00 2.28121103e+02
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 6.97442027e+00 2.88423742e+01 1.95961257e+00 2.60667810e+00 -8.91863702e+00 1.15971039e+02
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 9.68772451e+00 3.91890766e+01 4.30118489e+00 5.43727113e+00 -9.09182330e+00 3.45168551e+02
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 1.45375096e+00 1.33946638e+00 1.89545202e+00 1.73744595e+00 -1.63608779e+00 -2.86113873e+02
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 9.01345889e+00 4.97847491e+01 7.89936350e+00 2.76382166e+00 -8.45688321e+01 1.21659179e+02
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.51962516e+00 6.19193081e+00 6.93662816e+00 9.69646868e+00 9.49389744e+00 -4.63843589e+01 5.30084957e+01
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 6.73919422e+00 6.07527610e+00 6.51740518e+01 9.73067011e+00 9.78840695e+00 -8.79563994e+00 -8.24718690e+02
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 3.17819872e+00 5.50250682e+00 1.52097031e+01 8.78563989e+00 4.38633396e+00 1.94984451e+01 3.71894921e+01
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 7.42647451e+00 1.62454677e+00 4.25176781e+01 6.40712934e+00 9.30957419e+00 -9.40641953e+00 1.90902458e+02
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 1.82252338e+00 1.80889167e+00 3.01509452e+00 7.30779128e+00 5.90342208e+00 -3.91994886e+00 -6.92623390e+01
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 2.79343303e+00 6.40820805e+00 1.74123627e+01 3.56685222e+00 3.42768219e+00 -4.32856371e+00 9.76035895e+02
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 8.89723042e+00 4.06862714e+00 1.35131220e+02 6.67693378e+00 7.32158849e+00 -1.14796129e+01 3.43999903e+02
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 7.64850836e+00 9.25541260e+00 1.17434782e+02 5.10084594e+00 6.93011626e+00 -2.92197885e+01 3.69262550e+02
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 6.53768223e+00 1.12370999e+00 4.65931484e+00 2.14558816e+00 5.33815606e+00 9.90212787e+00 -6.89316316e-01 -7.40371862e+00
1.00000000e+00 1.00000000e+00 9.03303099e+00 3.39040038e+00 1.75117676e+00 3.23538634e+00 2.28953313e+00 3.82099609e+01 7.81998904e+00 3.38542559e+00 2.06100045e+01 5.99710633e+01
1.00000000e+00 1.00000000e+00 5.85408018e+00 2.16563429e+00 8.94174732e+00 2.92965835e+00 7.43246950e+00 1.42556290e+01 3.53726520e+00 7.04853552e+00 -2.74021579e+00 -5.98344510e+02
1.00000000e+00 1.00000000e+00 8.26696140e+00 8.99873272e+00 8.23243182e+00 3.43725695e+00 3.64018079e+00 1.25647173e+01 3.86235651e+00 1.46821380e+00 -2.17712321e+01 1.46333427e+02
1.00000000e+00 1.00000000e+00 9.06482170e+00 9.60086348e+00 5.54686096e+00 3.22803793e+00 5.72923277e+00 3.02236619e+01 9.32177612e+00 2.02281435e+00 -3.71713213e+02 2.13081525e+02
1.00000000e+00 1.00000000e+00 3.86203127e+00 8.75914856e+00 9.70413954e+00 1.56273666e+00 7.28049507e+00 4.52799008e+00 1.50601865e+00 1.03526537e+00 -3.40401727e+00 2.01712380e+02
1.00000000e+00 1.00000000e+00 1.99046732e+00 8.28564467e+00 4.75984881e+00 5.13046465e+00 9.10237700e+00 1.95287035e+01 5.37070869e+00 9.99514613e+00 -3.16760546e+00 -1.04199611e+02
1.00000000e+00 1.00000000e+00 3.05141646e+00 6.89717783e+00 9.85699287e+00 7.59460127e+00 8.12972075e+00 1.91133868e+01 9.21520720e+00 8.22046327e+00 -1.26139318e+01 3.68274469e+02
1.00000000e+00 1.00000000e+00 4.84397010e+00 5.95771634e+00 7.01127999e+00 6.46058552e+00 7.08724961e+00 3.16339739e+01 6.49326707e+00 8.08050713e+00 -7.10935009e+00 1.58463717e+03
1.00000000e+00 1.00000000e+00 8.36213289e+00 1.78288084e+00 6.71204146e+00 7.05584502e+00 7.11669864e+00 6.25590354e+01 5.91766367e+00 5.58753468e+00 3.97362381e+01 2.07187944e+02
