G	c	dx1dt	d2x1dt2	dx2dt	Fc	Fg	d1	m1	W	d2
1.000000000000000000e+00	1.000000000000000000e+00	2.899701948880608615e+00	8.805710878821461307e+00	4.362058887306151433e+00	5.811955577080111013e+00	2.179924500728609615e+01	3.573300789806848066e+00	3.082129318635463910e+00	1.832101468618648532e+00	2.986997402547105906e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.601326456275613097e+00	2.039331777633609732e+00	3.746500063502451461e+00	7.442413370026254249e+00	5.904127032632202798e+01	1.467176597289638806e+01	8.761623883041023575e+00	6.371467612274680725e+00	3.655717046284171090e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.128728187833975660e+00	6.288784311242517688e+00	9.808054360983073039e+00	3.953538360384329042e+00	5.500371719055081599e+01	1.906242299583695754e+01	8.553686435113858622e+00	7.091607218585023631e+00	1.304314065321415512e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.125983889533614501e+00	8.790075687666242032e+00	8.838039580505787640e-01	1.072458117620798346e+00	1.106018120286347362e+01	2.362669883786305824e+00	4.094048702790805017e+00	-3.568584889229115653e+00	-5.302224393682649861e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.288025004048551914e+00	9.682128583436190317e-01	7.093427235049770019e+00	7.905111779868223998e+00	5.862267607502239031e+01	3.938416207487767196e+01	2.001549163930113728e+00	2.233955593565768449e+00	3.558744783214554275e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.036864885960000926e+00	6.060521715176084179e+00	9.343779972000220368e+00	4.393994849825955562e+00	4.460598946505403006e+01	1.912234670405868187e+01	3.501099718130003424e+00	3.432140619287257000e+00	1.607055691623418454e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.111190453062998351e+00	4.754392051704601663e+00	5.114160856254100551e+00	4.794026991514434677e+00	2.010073060080463492e+01	4.124469099248771364e+00	2.072747814519844578e+00	2.184400200331699793e+00	-4.886177572505697242e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.753087475959215880e+00	9.843517136173570492e+00	9.540855204281225355e+00	8.016757745122292889e+00	5.388156922686265204e+01	6.632267087852207865e+00	5.884342900461184911e+00	4.587315059431147368e+00	2.634104164663457937e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.983790519272536912e+00	9.464255896104608823e+00	2.086077761380935591e+00	4.227276034571507246e+00	2.898123581889435130e+01	-1.464533224632956765e+00	9.173809738764013844e+00	-3.382664008234209430e+00	-4.299334649309298015e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.995506114543227127e+00	8.998225672625412841e+00	4.734875343234574707e+00	2.095739383041523851e+00	8.396769199887481605e+00	6.111531390106946127e+00	7.486397962525479954e+00	4.348752280663480185e+00	1.117422114701738423e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.026211296922026506e+00	5.273985557489960563e+00	2.523299891987998755e+00	4.574878333060580005e+00	7.335176309611512124e+01	9.129321394552341928e+00	7.766284705378771136e+00	5.528610800319855301e+00	3.381252874926632330e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.469181721399182461e+00	8.749185966602004427e+00	7.637613655232149412e+00	9.705338424088195026e+00	5.005049518254303109e+01	9.327491089961707615e+00	4.515228357604846643e+00	3.392625535249999658e+00	-5.498024341258847869e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.208692516480306622e+00	7.891104514650097101e+00	9.414263795451590866e+00	7.183080087384536405e+00	7.425978818986163787e+01	1.209717862476247774e+01	3.205261120323217305e+00	1.243703575016501528e+00	1.336816734592980254e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.684950266942306207e+00	2.453001232149064847e+00	1.862371133620812858e+00	6.736531762716676752e+00	7.796728253114082463e+01	1.097974797249016454e+01	7.914014112931743838e+00	4.928832357003313014e+00	2.010617096538951216e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.951674990367352258e+00	8.167575049201923676e+00	6.842910237379031813e+00	6.389710775188954806e+00	2.458015096662441579e+01	1.711073418397612622e+00	5.395960287920912535e+00	2.830250687946482824e+00	-1.533963835741959159e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.236969971532030144e+00	4.633391094541532418e-01	3.068725862381673775e+00	2.980152156649551465e+00	3.915265434644054920e+01	2.627796546637697972e+01	6.979197262050663930e+00	5.617783883904072795e+00	1.477887620629513776e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.179510889207960656e+00	6.461770243544479264e+00	6.738260216108145073e+00	5.815801296818182919e+00	2.827678038297241159e+01	2.995176230232605707e+00	3.078933815085219905e+00	2.524970468394207135e+00	6.983033962791411398e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.522782041485530424e+00	3.169149089090871119e+00	6.145466347164884269e+00	6.924390624681595163e+00	2.685572074832243317e+01	3.442893470374173148e+00	1.142192179148062481e+00	8.960780432155037722e-01	3.019174949040093026e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.828609454212072549e+00	1.543688588468163925e+00	1.010747196822144645e+01	8.138817225037233705e-01	2.766489383600432461e+01	8.596144060571855050e+01	9.946115280832653838e+00	7.141210328648440964e+00	3.984162849762462315e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.947290199299153812e+00	1.395181255942011145e+00	6.992228841473438372e+00	3.357900539717509236e+00	6.918065533639433795e+01	7.497454179883860093e+01	2.915682967493056665e+00	1.656203797535483302e+00	3.040735313963494377e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.887017251106551718e+00	8.247406531999407875e+00	3.436265071079416700e+00	4.044908205751867492e+00	5.416664212522636745e+01	8.811254645160280674e+00	9.949781839211187418e+00	6.494377305566600533e+00	3.842399753629331371e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.463262405689977008e+00	4.490090741517712480e+00	2.922377752657804528e+00	4.915982153990501757e+00	3.097466345461963755e+01	6.610455029547470218e+00	9.600412439779001161e+00	5.085846721296277018e+00	1.976333509404074391e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.856087831666068944e+00	7.271305679977378311e+00	3.061013589194708118e+00	9.190316523781440594e+00	3.982723442997163232e+01	-6.694316052785460602e-01	8.828783075036596983e+00	3.426566418160563732e+00	5.824153649288989243e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.094281392691899946e+00	2.863259740031940392e+00	2.825143991891966966e+00	1.650339199260058676e+00	3.266599626233121967e+01	2.948728227947255931e+01	7.222891429400311480e+00	4.832114953920862099e+00	1.914851425670795209e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.697890336627527752e+00	3.171738115842501315e+00	3.635088917713027890e+00	4.730185488872077570e+00	6.493629617242027052e+01	1.076250245803400674e+01	6.138475181260004021e+00	4.045514641223954655e+00	1.648373043111832033e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.100774037144120587e+00	5.403306897151093580e+00	8.976390122706705554e+00	2.954738556477489286e+00	1.459215992849733645e+01	8.101476898046795938e+00	8.377355637056584925e+00	6.382130499234127008e+00	3.430692479711184717e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.165344283684764726e+00	8.055027725615982348e+00	6.862805758727891892e+00	9.568757135855079810e+00	1.060758075985929025e+02	8.484924111116436407e+00	3.466362027020443826e+00	1.920435098139960939e+00	7.487306094335542639e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.758021079865433212e-01	3.017049454636558270e+00	5.627081753790596608e+00	1.975324268250830517e+00	4.035224963312447954e+00	3.363148884826809404e+00	5.466633859369680160e+00	3.732289383880806444e+00	-1.797787637365436098e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.623437859172012665e+00	7.628999261715731173e+00	1.620876191059155591e+00	4.863660553007101761e+00	7.982287423367010604e+01	7.525879015197029176e+00	6.149457752555066214e+00	2.103964629534285535e+00	1.385352670890242507e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.213816909455915027e+00	9.075690061662323060e+00	8.470697215002173763e+00	7.752311993152450675e+00	4.930402225976611419e+01	5.309266553983581716e+00	4.028749951201492152e+00	2.846589810745068672e+00	1.060658905126998661e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.594333349854869297e+00	6.103307837732049990e+00	8.000508221810498810e+00	7.047985722237126716e+00	1.075137627073071656e+02	1.637639492356644766e+01	4.585842201967783360e+00	4.286087848248216758e+00	2.430324960985884672e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.318104082485725748e+00	3.345746125190168119e+00	5.489297202874900972e-01	5.364091163933428774e+00	4.717704477231477256e+01	3.889563727220744838e+00	3.945757747092447421e+00	1.893401707767019326e+00	2.076627596607040687e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.751119946036416408e+00	1.300860173176396462e+00	5.715636364375333400e+00	4.550127026469627189e+00	4.204181975930200110e+01	6.733510272576441480e+01	6.820663400648022012e+00	4.528739250439664410e+00	6.144728549103079729e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.140317961286238635e+00	8.661407727067697238e+00	6.385617100197908513e+00	3.618024764817093786e+00	4.260235493410324636e+01	8.313225144352966112e+00	8.023304438069811084e+00	5.819467685172333482e+00	2.062571719076126158e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.777445770567273264e+00	5.191088905000932341e-01	1.887266111297400073e+00	3.253847367933800250e+00	1.490883841367397089e+01	8.862793788327515188e+00	2.937263907112256156e+00	2.071053176291615117e+00	-4.618798140670353547e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.668469145336345605e+00	8.073327987334399936e+00	5.134900580923929425e+00	2.263196651376992552e+00	6.066165587534140258e+01	9.852542798940806534e+00	9.258705614550601481e+00	5.882293938959999302e+00	4.716132648774308791e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.304248435995722488e+00	6.976985663531261039e+00	4.641389225757957426e+00	4.660909824214248154e+00	9.736361656082570448e+01	1.553355554735060018e+01	7.077630721408494807e+00	4.938307653636186068e+00	3.633558490073037888e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.974043439993550919e+00	8.699061805044989271e+00	1.547829315667583749e+00	3.706491720922580058e+00	7.223944375541495333e+01	1.673298065582124572e+00	9.247943715561358857e+00	2.795635725744545219e+00	1.192496922202005635e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.592745905417741525e+00	9.133653783628751910e+00	9.160918471211278558e+00	3.360193108454257338e+00	7.243248320520568484e+01	1.947128656986133421e+01	6.049952058111149000e+00	4.604523489632834199e+00	3.256353045752241542e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.057780671537061679e+00	9.511454319355719278e+00	8.849493770062933251e+00	6.833516916350862225e+00	8.325269612861238500e+01	1.037989444758755297e+01	7.518041708925389699e+00	5.473828632326609878e+00	1.363344225432203700e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.240961353245259247e+00	4.595913761801039499e+00	6.697767146947565919e+00	9.354310393372374577e+00	1.758918664155275167e+02	3.194049144313114397e+01	1.629899289131871987e+00	1.195637464409749162e+00	3.992618177334985603e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.888693351933421916e-01	8.163622276968018454e+00	5.657664015230216670e+00	6.633124680104326210e+00	1.540748481106449930e+01	3.637578300460913461e+00	8.809481173046828317e+00	5.620847841264900779e+00	1.981020640785970599e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.228532191450145916e+00	4.987561006636260785e+00	4.179091546967164561e+00	2.060029836192845742e+00	5.484322929808727487e+00	5.756741173342736495e+00	8.159170411264260458e-01	1.203451946152991336e+00	2.891363395935631431e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.929006092997649358e-01	5.726111520511107500e+00	6.571996947960408342e+00	2.855092955183532677e+00	1.004835774344019939e+01	4.470856168089735405e+00	8.359433968168824336e+00	6.633121569640320736e+00	2.343932197904549497e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.423720353426992880e+00	5.751010114727956868e+00	6.297169938299750136e+00	9.464840826312329369e+00	8.457929239350607986e+01	6.744358742643857596e+00	1.015127268536784655e+01	7.319873582923932531e+00	8.019434560367135134e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.922923169480294181e+00	8.486832220536530969e+00	1.352338612067098378e+00	2.891534352982692901e+00	3.507743649573514944e+01	2.185411456684106746e+00	3.628649161719251559e+00	-8.893623610052563411e-01	-1.065793395790168233e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.991224382274396909e+00	9.095684833423140603e+00	5.431772598910908911e+00	1.555826297694142379e+00	1.110383589964249396e+01	4.442965959046444091e+00	2.636543062334586907e+00	2.239736816369144012e+00	9.490322528618087006e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.464154300704398892e+00	8.019771848446717755e+00	7.902320659216812260e+00	6.849946616605201655e+00	1.019168433126422002e+02	1.689432442688426050e+01	8.463630564314547300e+00	5.077732464448880378e+00	2.778790399968730753e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.908363172561269305e+00	4.023703977418460198e+00	4.675446708613849367e+00	6.194577151172590668e+00	5.503559074778605975e+01	8.553803585629818684e+00	2.954624860467549574e+00	2.324037093379842656e+00	1.138397688639515906e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.394597469249161392e+00	3.690125621283693924e+00	1.663173592979616311e+00	6.034212066914856010e+00	4.942644261723695109e+01	3.053026975534982146e+00	9.019684566781979385e+00	1.524574220132129954e+00	6.105914653146206774e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.846998300405754634e+00	7.506128369055121929e+00	8.343589550430397850e+00	2.999631110929141364e+00	3.157592829249661293e+01	1.513682876695503232e+01	2.565405997690951345e+00	9.281470103836442220e-01	1.691394258999619922e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.072494027616521794e+00	1.920049227474796227e+00	2.937697491887334866e+00	8.472651645715130186e-01	1.051649776119850088e+01	5.845060260241412564e+00	1.948873957243595134e+00	1.095392980257200666e+00	8.736049172849682520e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.711815542334496953e+00	2.138207107479316083e+00	2.987352394856633175e+00	9.099048657035799792e+00	1.567521294137290795e+02	2.575259713523806937e+01	8.816063448228550925e+00	6.707790308535385826e+00	3.442067918047226271e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.696866580933901858e-01	3.491960529009078940e+00	2.371100374155729273e+00	3.375765611809605105e+00	1.590144233294701159e+01	3.063599920198292192e-01	6.845001158242623340e+00	4.032719104441737201e+00	7.405756347929729699e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.514202320763605059e+00	3.117523314410117319e+00	4.853155154660551140e+00	7.041458862450168610e+00	1.399490497191671921e+02	2.110017046176968947e+01	8.725086887926714496e+00	5.804883357187525128e+00	5.431066946339053629e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.576937460988238726e+00	2.398142157458575952e+00	7.026090828950361633e+00	7.787165924750384605e+00	1.187514977028016574e+02	3.401720543446906930e+01	4.465296511673874313e+00	2.906528249106960171e+00	2.270256760762293311e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.335808604978584668e+00	4.020447321301188204e+00	6.715796188338419626e+00	6.248706082443900911e+00	3.210905154145737583e+01	1.027193396957950355e+01	6.804480237113621044e+00	4.873833170295390538e+00	1.230821192384836493e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.517659421715956025e+00	5.649963739911390004e-01	2.898993294138291876e+00	4.118267960645598080e+00	6.006020215485573743e+00	6.173378949627232437e+00	7.286736473507539280e+00	4.334508652086493719e+00	-1.201365063440698044e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.364137361930859882e+00	9.583658540302704143e-01	8.801011184229583506e+00	3.173381617877984784e+00	6.110777384194560113e+01	1.297989752678821560e+02	5.720889296764390508e+00	4.703109149167844727e+00	2.131908208385349326e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.731729027077058447e+00	8.892729425317716263e+00	9.442658986786096165e+00	5.767512959528457550e+00	9.315567919120250906e+01	1.328286115914853660e+01	7.232200338941482620e+00	5.194553374242607546e+00	2.410047938148275932e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.889744519335019746e+00	4.385063182966651318e+00	7.693733543657178764e+00	8.500904055529954206e+00	1.265661601266204741e+02	2.720970438862834229e+01	6.047961701503621335e+00	4.815516239133900811e+00	2.382128266900200231e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.719436339611684517e+00	5.433505560789614997e+00	3.911330269774122126e+00	8.644574775979796399e+00	1.518638248220381968e+02	1.198538285004109305e+01	5.595314711568738275e+00	3.379095612515744307e+00	3.779914700332210487e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.083311992337823604e+00	7.282316480923254787e+00	6.086925567498482792e+00	2.921180500882888165e+00	8.754069941389911236e+00	3.950220617930793932e+00	2.680616307871584336e+00	2.448254510932877714e+00	2.480430134854231028e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.657197480420220081e+00	2.561717796455098561e+00	1.046564761536221333e+01	2.470597973343026776e+00	2.822051818210297824e+01	2.894987402529721621e+01	8.149073015331920189e+00	6.018444479751916099e+00	6.413154602385077396e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.104955665004296650e+00	9.530639421027782276e+00	6.787303566578814618e+00	9.072042718311985610e+00	4.553210461162954203e+01	2.759108549582547365e+00	2.903420172477797045e+00	2.264651454639222017e+00	-1.167174012925434212e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.986060348896883099e+00	7.765257396255806910e+00	1.666453619370731998e+00	7.424384097066090149e+00	1.334017074373052196e+02	1.791989536196873178e+00	8.064103868945174725e+00	-4.107394466079691497e+00	-2.211678865649156705e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.103415355101542872e+00	1.753284012024006966e+00	2.495704366445873124e+00	7.620416268129782011e+00	1.150874893668393497e+02	9.973031512055319681e+00	2.648683802871107495e+00	2.064292123933708645e+00	4.958588298073083251e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.959289531642108617e+00	5.172052733890749820e+00	6.027234511188966692e+00	3.600162960638725984e+00	2.113707613636978166e+01	8.941236355808683811e+00	6.854193223901735799e+00	4.377330997629146125e+00	1.673732735444565378e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.473671321109721877e+00	8.727869801480400369e+00	8.405484034666354631e+00	7.011796474341687180e+00	1.672256017071327250e+01	4.165681548908970022e+00	7.267145834640752255e+00	4.918404046938021246e+00	-1.310411404504650612e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.289241331934759760e+00	9.624972883234084620e+00	6.409513005930815410e+00	7.368472820166386050e+00	5.848681829548484501e+01	5.768048681703523251e+00	3.070861488296768638e+00	1.679286089671466753e+00	4.013231697954488908e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.102409520164886025e+00	5.338179728675616964e+00	6.471763977067013229e+00	7.293943904428588532e+00	6.198580792359593516e+01	9.977827614790170330e+00	1.338298588099662734e+00	1.547101903844756876e+00	8.377282687884314782e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.937778197302154837e+00	6.339262596804937644e+00	1.965533243059107926e+00	3.987124188274848269e+00	7.793735487915810722e+01	6.723725484238538996e+00	1.968931049238499043e+00	6.026177742904472723e-01	1.023814619894696762e+03
1.000000000000000000e+00	1.000000000000000000e+00	6.711749937382972320e+00	2.093898420159041152e+00	6.108889946331581555e+00	4.916719629538489622e-01	1.294418565561667300e+01	3.516065365733835080e+01	5.371427053411274244e+00	4.845628774485515322e+00	1.315804950540282050e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.971785872905758907e+00	9.628349959175549699e+00	8.856481536058478099e+00	5.327524382874021747e+00	1.092656134760060951e+02	1.581519412467321750e+01	8.870839440001816456e+00	6.090163204225337523e+00	3.097205369335437695e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.880434111560362886e+00	3.474012954992443447e+00	5.005683717025684487e+00	3.190721648193382887e+00	3.197100393178529742e+01	1.570902573411010295e+01	8.154813702316545676e-01	1.182176251856496885e+00	9.686299716342176680e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.902523625470474711e+00	9.919856568841829869e+00	7.903640762576812584e+00	5.626666519094462693e+00	9.736323084780893922e+00	3.384259721189016634e+00	6.999111761234741991e+00	5.445438492363913419e+00	-9.723736119218290952e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.517146743172220980e+00	6.213847132770281334e+00	9.022813890219280708e+00	9.410780674460831108e+00	1.357189220196663086e+02	1.974804167994286530e+01	3.224713041534985170e+00	2.957074224220202829e+00	1.833800093635719861e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.929286955093235889e+00	6.324438718463196274e+00	3.376053679997229384e+00	4.779538666415872328e+00	7.185564774785517272e+01	9.021463329751933102e+00	4.731530746168797208e+00	3.112180570507666388e+00	4.811006795478846811e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.049633174948368719e+00	5.195334437726041088e+00	5.285457214703338735e+00	9.088093995656036483e+00	1.057873103295241606e+02	1.143469516565575006e+01	9.632344671375573597e+00	6.464472641641906492e+00	7.972749904627673345e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.387836254112180256e+00	3.521054305627798531e+00	3.803642636251263198e+00	1.817678779416599832e+00	4.567782319172916772e+01	1.524212720319645520e+01	4.233495279766028574e+00	2.873873357427762620e+00	3.424344824434852512e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.007239416743733074e+00	2.326614700149431059e+00	8.996054934591143137e+00	8.051218332800265998e+00	7.224359767017332956e+01	3.424863170673904733e+01	5.549552312479116623e+00	3.783114770556376349e+00	8.899679557096079918e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.894902438659416433e+00	4.208784078326484490e+00	5.282409784174298295e+00	1.041956356498311997e+01	1.088727003396634672e+02	2.334258957575780968e+01	5.637505879184923074e-01	7.853873569562049850e-01	1.172500676185622268e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.283188943274727656e+00	2.799164071674660637e+00	7.212477407278650610e+00	2.195227331192368680e+00	1.701860791542816642e+01	2.705948768164678597e+01	1.851378912503990559e+00	1.007105429015624276e+00	1.151076181411390280e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.926531557340032341e-01	8.673823296661907989e+00	8.067160041518539160e+00	1.575126542649971206e+00	4.234425411645914572e-01	3.235881326826584026e+00	2.992128115529477661e+00	2.325191103508324364e+00	2.132666346150138992e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.238471733631159033e+00	3.586683524843817139e+00	4.463983801718740096e+00	5.427925190069767147e+00	2.332908083617757455e+01	3.880201677942594518e+00	1.770706457393125266e+00	6.985505848899062897e-01	-5.801358886962280081e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.011082866005216019e+00	1.527105304104801275e+00	9.519798233020363654e+00	1.992046307187108622e+00	-2.908876416242912377e+00	1.529129133991498612e+01	6.914425511803477420e+00	5.351796891002726042e+00	2.272957722328590080e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.263603006757340275e+00	1.006471036130185404e+01	5.371328427888295565e+00	8.508639627724221555e+00	9.739479412263496272e+01	7.713832945640123562e+00	4.479983097695400929e+00	2.727190717522581132e+00	2.916693143830912618e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.439886395723916745e+00	8.379231942188020810e+00	1.772788787894708395e+00	8.985895929070883525e+00	6.895741722937970053e+01	5.366198551521387472e+00	6.500102893012924099e+00	2.476080979994793374e+00	1.581673358675647307e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.205219796164166191e+00	9.361087517410780379e+00	6.277921879831351859e+00	5.156184493145265613e+00	4.677726478461492832e+01	9.668742275581353240e+00	2.848172489241098670e+00	1.244061157508823623e+00	1.752086248966009236e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.976374632264244369e+00	1.053933596194627853e+01	8.819488595519572982e+00	4.043859646737806735e+00	4.996970351399977517e+01	1.290192557554491870e+01	2.907895046033410313e+00	2.785748622862355361e+00	3.405817689540294850e+02
