G c dx1dt d2x1dt2 dx2dt Fc Fg d1 m1 W d2
1.00000000e+00 1.00000000e+00 2.65064059e+00 9.32723486e+00 4.69986042e+00 4.00644969e+00 2.12393163e+01 2.67123987e+00 3.33845324e+00 2.15141364e+00 3.96336887e+01
1.00000000e+00 1.00000000e+00 3.73818019e+00 2.62517811e+00 4.12608994e+00 7.59429146e+00 5.67776597e+01 1.17508733e+01 8.97477498e+00 6.38510603e+00 6.37222913e+01
1.00000000e+00 1.00000000e+00 5.72280788e+00 6.11150707e+00 9.09850011e+00 4.64074647e+00 5.31162010e+01 1.70396492e+01 9.06120950e+00 6.62866915e+00 1.38850375e+02
1.00000000e+00 1.00000000e+00 4.88750517e+00 9.23939468e+00 1.19641057e+00 1.61517880e+00 1.57883895e+01 1.26576752e+00 3.67558484e+00 -3.17460598e+00 -5.36912042e+02
1.00000000e+00 1.00000000e+00 3.62106226e+00 1.30551381e+00 6.97410718e+00 8.05383858e+00 5.83269019e+01 3.86877200e+01 3.06994379e+00 2.28185749e+00 3.83307686e+01
1.00000000e+00 1.00000000e+00 6.50667605e+00 7.27678241e+00 9.67054991e+00 3.57182492e+00 4.64814154e+01 1.72942193e+01 4.70173575e+00 3.43484095e+00 1.80929833e+02
1.00000000e+00 1.00000000e+00 2.25544475e+00 3.67614107e+00 6.04151365e+00 4.89490192e+00 2.20803616e+01 7.41337178e+00 3.16478427e+00 2.29390170e+00 2.19147541e+01
1.00000000e+00 1.00000000e+00 3.62930184e+00 9.31956576e+00 9.43140216e+00 7.16899495e+00 5.20368931e+01 7.34570817e+00 7.05145459e+00 5.10389308e+00 5.79070678e+01
1.00000000e+00 1.00000000e+00 4.29725659e+00 9.73952421e+00 1.47032091e+00 3.99210541e+00 3.43102026e+01 1.29746507e+00 8.43458216e+00 -3.17392007e+00 -4.72099947e+02
1.00000000e+00 1.00000000e+00 5.10462986e+00 9.49839840e+00 4.76913987e+00 1.50927091e+00 1.54085387e+01 5.12606289e+00 7.05782918e+00 4.55651794e+00 1.46267137e+02
1.00000000e+00 1.00000000e+00 8.06658365e+00 5.26792795e+00 3.34142012e+00 4.36528942e+00 7.04259446e+01 1.02331866e+01 8.41915403e+00 5.32128120e+00 4.05507343e+02
1.00000000e+00 1.00000000e+00 2.79706404e+00 8.75838386e+00 7.57738868e+00 9.50003724e+00 5.31444251e+01 4.83980646e+00 4.57292946e+00 3.25530799e+00 3.59253130e+01
1.00000000e+00 1.00000000e+00 5.62810995e+00 8.60094459e+00 9.83167381e+00 6.77560958e+00 7.62677513e+01 1.28668987e+01 2.40685274e+00 1.75159926e+00 1.37160618e+02
1.00000000e+00 1.00000000e+00 6.33173112e+00 3.87190426e+00 3.30877056e+00 7.04331234e+00 8.91927198e+01 1.08216754e+01 7.64155853e+00 5.05553216e+00 2.30857524e+02
1.00000000e+00 1.00000000e+00 1.41805371e+00 8.46023927e+00 6.88757141e+00 6.69053938e+00 1.89750884e+01 2.30890544e+00 4.24427055e+00 2.99397139e+00 9.44830853e+00
1.00000000e+00 1.00000000e+00 6.46790367e+00 1.33306871e+00 2.78287869e+00 2.79092925e+00 3.61029231e+01 2.70044464e+01 7.04143743e+00 4.97806224e+00 1.79124247e+02
1.00000000e+00 1.00000000e+00 2.53471711e+00 6.36642891e+00 6.08797229e+00 4.76500478e+00 2.41558783e+01 4.84770592e+00 3.43579548e+00 2.42930386e+00 3.02027015e+01
1.00000000e+00 1.00000000e+00 1.58546434e+00 3.07007954e+00 5.17539238e+00 7.75845819e+00 2.46015175e+01 5.34539901e+00 1.73106671e+00 1.24869601e+00 1.09282443e+01
1.00000000e+00 1.00000000e+00 9.53996984e+00 2.08510197e+00 9.74804797e+00 1.91235608e+00 3.64876386e+01 8.92005137e+01 9.93323616e+00 7.39543637e+00 3.11371937e+02
1.00000000e+00 1.00000000e+00 9.69068830e+00 1.69257881e+00 6.47674545e+00 3.50067498e+00 6.78479002e+01 7.41638981e+01 2.40581357e+00 1.78009200e+00 3.19054274e+02
1.00000000e+00 1.00000000e+00 8.27557613e+00 7.26659898e+00 4.14555735e+00 3.48687198e+00 5.77117490e+01 9.44234725e+00 9.89578895e+00 6.37578369e+00 3.95420126e+02
1.00000000e+00 1.00000000e+00 3.74152392e+00 4.05887467e+00 2.02686206e+00 4.88817035e+00 3.65784126e+01 3.73677608e+00 9.79551939e+00 4.92714453e+00 1.51186534e+02
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 2.36122146e+00 9.82331867e+00 3.69169948e+01 1.17955850e+00 8.14436294e+00 3.36095359e+00 4.28963199e+01
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 1.60752292e+00 2.30136108e+01 2.72932442e+01 6.93480666e+00 4.90076574e+00 2.28434795e+02
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 5.66830895e+00 5.62451836e+01 8.42587513e+00 6.20026345e+00 4.09002406e+00 1.43000418e+02
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 2.61428214e+00 1.09713271e+01 6.20358773e+00 8.79491391e+00 6.42433882e+00 1.87450544e+01
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 9.73608891e+00 1.06251733e+02 8.13597798e+00 3.60495569e+00 2.50393579e+00 1.45271005e+02
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 2.01973154e+00 5.28966354e+00 3.86577636e+00 5.20913091e+00 3.75234856e+00 7.58296615e+00
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 4.63240902e+00 8.50870107e+01 5.62943955e+00 6.57450972e+00 2.29288508e+00 1.37788351e+03
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 7.64096486e+00 5.08738472e+01 6.48550661e+00 4.70071428e+00 3.38751876e+00 4.93063012e+01
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 7.34098985e+00 1.02226228e+02 1.59740804e+01 4.84737809e+00 3.49477688e+00 2.15639382e+02
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 4.80455773e+00 3.65665250e+01 3.95458013e+00 3.97256201e+00 1.79152002e+00 2.29798824e+02
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 4.11871751e+00 4.67936738e+01 6.86598899e+01 6.07808635e+00 4.52445089e+00 8.92408368e+01
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 4.57851141e+00 5.42131693e+01 7.90000314e+00 8.65517075e+00 5.94092836e+00 1.74949942e+02
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 3.37848637e+00 1.79984814e+01 7.76030421e+00 2.81375540e+00 1.83207009e+00 4.90337721e+01
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 2.84799645e+00 5.54007173e+01 1.12359015e+01 9.40989735e+00 6.26268501e+00 5.03306985e+02
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 5.34735728e+00 8.53031332e+01 1.48497438e+01 7.20178888e+00 5.04064775e+00 3.08047223e+02
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 3.41680380e+00 6.46151117e+01 4.98598832e+00 8.40945891e+00 3.10725684e+00 1.18084825e+03
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 3.58715498e+00 6.49522290e+01 2.10304982e+01 6.00571623e+00 4.36837447e+00 3.55409141e+02
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 6.91080457e+00 8.81970675e+01 1.10595829e+01 8.01565031e+00 5.74439981e+00 1.83510471e+02
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 9.71683599e+00 1.80672285e+02 3.14094315e+01 1.14580358e+00 8.35201112e-01 3.66306232e+02
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 6.43273481e+00 2.31119480e+01 2.34563838e+00 8.36542382e+00 5.65333813e+00 1.67564817e+01
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.69281520e+00 9.35736025e+00 5.63365319e+00 1.36124973e+00 9.49981197e-01 3.74969777e+01
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.68025252e+00 4.72838384e+00 3.62880483e+00 9.00922039e+00 6.50225801e+00 8.76236652e+00
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 7.51249106e+01 6.98300898e+00 9.92766473e+00 6.97320991e+00 7.37346562e+01
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 3.30665544e+01 1.58389137e+00 3.64660716e+00 -5.83303041e-01 -1.06924328e+03
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 1.25886189e+01 3.91997314e+00 2.89286701e+00 1.94334957e+00 6.14583554e+01
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 1.08125094e+02 1.76508100e+01 7.88827027e+00 5.68730997e+00 3.18161338e+02
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 5.56904197e+01 9.08195458e+00 3.27723707e+00 2.30992281e+00 8.44733261e+01
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 4.82442641e+01 2.16114259e+00 8.79006145e+00 1.70324047e+00 5.88647435e+02
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 4.00908874e+01 1.24437782e+01 1.92558333e+00 1.38781739e+00 1.54143039e+02
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 5.15360112e+00 4.05153599e+00 2.13359677e+00 1.38781986e+00 3.17538774e+01
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 1.59219274e+02 2.74306431e+01 9.81236400e+00 6.91746050e+00 3.14176732e+02
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 1.08880730e+01 1.97915340e+00 7.06455008e+00 4.09704543e+00 2.19557242e+01
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 1.40012603e+02 2.18962038e+01 8.62198502e+00 5.97665319e+00 4.92027706e+02
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 1.17021721e+02 3.38701926e+01 3.91896440e+00 2.88033780e+00 2.56334921e+02
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 3.61943382e+01 1.02002175e+01 7.08835375e+00 5.14552270e+00 3.29232495e+01
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 8.01165283e+00 4.33012528e+00 6.34817645e+00 4.49057195e+00 4.74227888e+00
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 5.73711415e+01 1.27874231e+02 6.42835108e+00 4.79771306e+00 1.79938313e+02
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 9.39209881e+01 1.32744412e+01 7.14279214e+00 5.13495795e+00 2.42381441e+02
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 1.32997018e+02 2.75480977e+01 6.17823256e+00 4.53771029e+00 2.36733974e+02
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 1.51214473e+02 1.12174155e+01 4.86156132e+00 3.09971360e+00 3.93359560e+02
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 6.50947307e+00 2.37013443e+00 3.48330425e+00 2.37053209e+00 1.42829679e+01
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 2.02304199e+01 2.81288651e+01 7.91723198e+00 5.87763370e+00 6.69073810e+01
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 3.88243394e+01 3.40045422e+00 3.03645187e+00 2.16258541e+00 1.91083925e+01
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 1.33777881e+02 2.70189611e+00 7.23118876e+00 -4.00442015e+00 -2.21667445e+03
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 1.18272935e+02 1.16235652e+01 3.09999540e+00 1.76955440e+00 4.89940304e+02
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 2.24657715e+01 8.65368414e+00 6.62797153e+00 4.67661721e+00 7.51547911e+01
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 1.97706461e+01 3.23962602e+00 7.72370440e+00 5.58870954e+00 1.08757490e+01
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 5.55410016e+01 4.67595190e+00 2.96842500e+00 2.02013886e+00 7.30738166e+01
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 5.59234026e+01 8.26612860e+00 1.53948971e+00 1.08789644e+00 7.28220613e+01
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 7.07216209e+01 4.52375008e+00 2.17876369e+00 6.99305465e-01 1.06277872e+03
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 1.53431933e+01 3.72040712e+01 6.45397271e+00 4.75591338e+00 1.73692602e+02
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 1.12245565e+02 1.52136528e+01 8.64501766e+00 6.17982002e+00 3.66111966e+02
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 3.44176649e+01 1.50562163e+01 1.40497139e+00 9.98357592e-01 1.27261320e+02
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 2.09806192e+01 3.49415584e+00 7.60736133e+00 5.42229605e+00 1.97057859e+01
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 1.42719191e+02 2.09790934e+01 4.07186781e+00 2.97952263e+00 2.33741937e+02
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 7.20567434e+01 6.87451373e+00 5.30675533e+00 2.91130666e+00 4.90923124e+02
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 1.03579980e+02 1.23094491e+01 9.35973595e+00 6.61687709e+00 1.72580989e+02
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 4.28192364e+01 1.85006331e+01 3.98774354e+00 2.75210184e+00 3.23135018e+02
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 7.67860110e+01 3.42188011e+01 5.18803241e+00 3.84029669e+00 1.10848307e+02
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 1.11730921e+02 2.36960928e+01 1.12314173e+00 8.20545215e-01 1.33332125e+02
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 1.85870979e+01 2.42986542e+01 1.73438848e+00 1.27501140e+00 9.20755695e+01
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 2.64156392e+00 2.50811826e+00 3.32732432e+00 2.39586785e+00 6.73748578e+00
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 1.93248743e+01 4.33387065e+00 1.25067017e+00 8.75685393e-01 1.89194528e+01
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 4.70458929e+00 1.55838493e+01 6.68237793e+00 4.98200299e+00 4.99894212e+00
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 1.04083600e+02 8.02355369e+00 4.83758521e+00 3.27834419e+00 2.30882579e+02
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 7.06942861e+01 2.07118588e+00 5.93330682e+00 2.18504902e+00 1.97890720e+02
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 5.47249660e+01 8.66486586e+00 2.57182467e+00 1.81491197e+00 1.45626558e+02
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 6.10302842e+01 1.49931893e+01 3.66338826e+00 2.60993172e+00 3.84265867e+02
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 3.18500461e+01 9.73915836e+00 6.97442027e+00 4.92921556e+00 4.92438810e+01
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 7.05052354e+01 1.79150126e+01 9.68772451e+00 7.12017427e+00 9.06718773e+01
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 1.68711183e+01 1.82539768e+01 1.45375096e+00 1.05638799e+00 2.64512908e+02
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 3.85768294e+01 2.94130653e+00 9.01345889e+00 5.41783916e+00 6.18405389e+01
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.51962516e+00 2.20730932e+01 1.39846489e+01 6.19193081e+00 4.60590778e+00 1.01884091e+01
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 6.73919422e+00 4.86268322e+01 1.96023964e+00 6.07527610e+00 2.08969317e+00 1.97579202e+02
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 3.17819872e+00 1.55794766e+01 4.57438386e+00 5.50250682e+00 3.60378931e+00 3.64855661e+01
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 7.42647451e+00 1.39131716e+02 1.65198981e+01 1.62454677e+00 1.04512966e+00 5.62629566e+02
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 1.82252338e+00 3.01557759e+01 2.56610663e+01 1.80889167e+00 1.32443409e+00 2.88908155e+02
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 2.79343303e+00 3.74355436e+01 1.45690847e+01 6.40820805e+00 4.59223319e+00 2.03301195e+02
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 8.89723042e+00 1.57359003e+02 6.73513023e+00 4.06862714e+00 1.92394877e+00 8.15029014e+02
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 7.64850836e+00 1.25941083e+02 4.48177029e+01 9.25541260e+00 6.77026614e+00 2.55030806e+02
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 6.53768223e+00 1.12370999e+00 6.02113146e+00 3.93728519e+00 4.65931484e+00 3.25201208e+00 3.45180552e+01
1.00000000e+00 1.00000000e+00 9.03303099e+00 3.39040038e+00 1.75117676e+00 3.23538634e+00 5.84506902e+01 9.33130733e+00 2.28953313e+00 1.08433311e+00 1.09271522e+03
1.00000000e+00 1.00000000e+00 5.85408018e+00 2.16563429e+00 8.94174732e+00 2.92965835e+00 3.43009097e+01 4.83421471e+01 7.43246950e+00 5.52402369e+00 1.20113690e+02
1.00000000e+00 1.00000000e+00 8.26696140e+00 8.99873272e+00 8.23243182e+00 3.43725695e+00 5.68313411e+01 1.51259512e+01 3.64018079e+00 2.60930191e+00 3.08288757e+02
1.00000000e+00 1.00000000e+00 9.06482170e+00 9.60086348e+00 5.54686096e+00 3.22803793e+00 5.85231766e+01 1.04743299e+01 5.72923277e+00 3.84998150e+00 4.26638707e+02
1.00000000e+00 1.00000000e+00 3.86203127e+00 8.75914856e+00 9.70413954e+00 1.56273666e+00 1.20706757e+01 8.55738207e+00 7.28049507e+00 5.29107450e+00 6.48468430e+01
1.00000000e+00 1.00000000e+00 1.99046732e+00 8.28564467e+00 4.75984881e+00 5.13046465e+00 2.04240444e+01 2.28692489e+00 9.10237700e+00 5.99456914e+00 2.16374467e+01
1.00000000e+00 1.00000000e+00 3.05141646e+00 6.89717783e+00 9.85699287e+00 7.59460127e+00 4.63485827e+01 8.72176739e+00 8.12972075e+00 5.95301321e+00 3.94494197e+01
1.00000000e+00 1.00000000e+00 4.84397010e+00 5.95771634e+00 7.01127999e+00 6.46058552e+00 6.25897662e+01 1.14011573e+01 7.08724961e+00 5.10070216e+00 1.04890894e+02
1.00000000e+00 1.00000000e+00 8.36213289e+00 1.78288084e+00 6.71204146e+00 7.05584502e+00 1.18003827e+02 6.29621245e+01 7.11669864e+00 5.26711442e+00 2.40888252e+02
1.00000000e+00 1.00000000e+00 8.74657525e+00 4.67607892e+00 2.49359406e+00 1.73034261e+00 3.02691436e+01 9.32850298e+00 9.51332180e+00 5.34643544e+00 6.27173883e+02
1.00000000e+00 1.00000000e+00 1.06256917e+00 4.35419665e+00 8.93734982e+00 9.56341639e+00 2.03235829e+01 4.36202275e+00 3.66241688e+00 2.69690142e+00 4.59536472e+00
1.00000000e+00 1.00000000e+00 5.59672572e+00 3.33778405e+00 4.84740719e+00 8.54642650e+00 9.56640101e+01 1.62560598e+01 1.01000885e+00 7.21638862e-01 1.42057838e+02
1.00000000e+00 1.00000000e+00 4.75669903e+00 7.51078102e+00 2.46010065e+00 8.24581287e+00 7.84457001e+01 3.11604302e+00 3.44759103e+00 1.51605952e+00 2.49925726e+02
1.00000000e+00 1.00000000e+00 2.99897029e+00 5.46288162e+00 1.11346768e+00 8.40685425e+00 5.04238123e+01 1.22252567e+00 2.96102242e+00 -1.04096510e+00 -7.85453016e+02
1.00000000e+00 1.00000000e+00 2.07878831e+00 1.72941594e+00 6.03780115e+00 9.39439457e+00 3.90579152e+01 1.45150858e+01 6.95651127e+00 5.13487976e+00 1.50599752e+01
1.00000000e+00 1.00000000e+00 4.03853654e+00 2.98164882e+00 5.74659660e+00 5.89828570e+00 4.76408846e+01 1.55671186e+01 6.70340440e+00 4.87624230e+00 6.81894467e+01
1.00000000e+00 1.00000000e+00 9.48618734e+00 7.14932887e+00 7.47418260e+00 2.80253816e+00 5.31708040e+01 1.98344481e+01 6.34115244e+00 4.55298114e+00 4.05003889e+02
1.00000000e+00 1.00000000e+00 3.90882639e+00 1.68517774e+00 9.01232248e+00 6.55105247e+00 5.12138535e+01 4.18087697e+01 1.14619099e+00 8.53698003e-01 4.88256578e+01
1.00000000e+00 1.00000000e+00 5.66911560e+00 8.66086223e+00 1.71465926e+00 7.68593344e+00 8.71448903e+01 2.24471913e+00 7.55900249e+00 1.02396119e-01 1.70591974e+04
1.00000000e+00 1.00000000e+00 7.32717063e+00 5.45631874e+00 7.58346841e+00 7.64125654e+00 1.11977581e+02 2.03673464e+01 3.91177371e+00 2.84104530e+00 2.32779883e+02
1.00000000e+00 1.00000000e+00 4.27266642e+00 5.32527920e+00 2.68670750e+00 5.69304122e+00 4.86489321e+01 4.31128753e+00 6.98550390e+00 3.95076163e+00 1.43325915e+02
1.00000000e+00 1.00000000e+00 9.74603874e+00 6.33167006e+00 8.72359348e+00 1.61612847e+00 3.15017014e+01 2.68556255e+01 6.00920586e+00 4.38191173e+00 4.07486400e+02
