G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	d2	m1	m2	p	Fc	d1	Fg	W
1.000000000000000000e+00	1.000000000000000000e+00	1.191314833827371578e+00	2.988997339019431099e+00	1.308132051329933043e+00	5.937974549772476962e+00	2.175694077197088405e-01	1.308987266708068642e+00	2.491089169711135920e+00	6.132450603052862270e+00	-1.718420885145272914e+00	-3.093470075322719115e+00	8.232680076075032716e+00	-9.982841261158946509e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.729259264772268878e+00	9.888782104691522079e+00	1.561651507606492073e+00	3.589841541540777392e+00	4.364185737382292873e-01	4.522039182380646949e+00	7.361598663355887417e+00	2.294543919927464799e+02	-5.073084957995804984e+02	-4.109350665713595276e+02	8.357575274506503504e+00	-2.388153693159475006e+04
1.000000000000000000e+00	1.000000000000000000e+00	8.491013608065799190e+00	9.496643095719592864e+00	9.149736399544996956e+00	3.766458962549396716e+00	2.435234943472964542e+00	7.280631149599698482e+00	5.821400120611479601e+00	-4.932717183375295917e+02	1.035065427095405084e+03	1.306838268289665166e+02	9.805679435610421990e+00	1.444580339438755573e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.910456616251539952e+00	1.350377256712585794e+00	2.241891856060299837e+00	4.174213477519445270e+00	5.392605586266931983e-01	2.741085894859378147e+00	6.712697674932304182e+00	2.696449292722712698e+01	-5.603957494140673568e+00	-3.989143396719491363e+01	5.520398658916525036e+00	-3.753474268264027160e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.643417729750074052e+00	7.353397220238094611e+00	5.798748111687483053e+00	6.586857655268589795e+00	8.798284469900911064e-01	6.781932727926480275e+00	2.761699566335328981e+00	-2.468682744805619933e+01	2.859593566660385022e+01	3.433578199762518324e+00	5.102001083540258719e+00	8.980049768186242432e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.646585841136603001e+00	9.329794147097604906e+00	4.703265423592249306e+00	3.998639733225114234e+00	1.174856905714059652e+00	3.335585518041525699e+00	2.907887041272608108e+00	-1.190676903149769572e+02	1.731610037622077414e+02	1.017307889004507615e+01	7.787065305896243572e+00	3.186404390592523441e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.745300127336214313e+00	2.633747824535162874e+00	4.126575699271543662e+00	7.596890224593946250e+00	5.411069019871240782e-01	8.972406675956651867e+00	1.370018363148451934e+00	-1.201217618403432219e+01	7.004880363242618202e+00	1.371136199296749325e+01	2.195533230743087927e+00	7.778585684072324113e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.723947151008893286e+00	6.118490776344041926e+00	9.096069066875619669e+00	4.648234221204042171e+00	1.959704360018775571e+00	9.065651999360392566e+00	3.889991910583282753e+00	-7.786821320254267675e+01	9.958452173438104182e+01	2.072812215624410825e+01	5.914212611953386656e+00	2.050231464123713181e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.886636930738381679e+00	9.235580163641998297e+00	1.193489625094213302e+00	1.622033921158680725e+00	7.419163084741378089e-01	3.666744579933914672e+00	6.043030919978058080e+00	9.154499334586571990e+01	-1.684231344549055507e+02	-3.241542552196747096e+01	5.914315369644295828e+00	-1.297007291218282035e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.634597906222856167e+00	1.310077257615969604e+00	6.968167337083897905e+00	8.057681712495694981e+00	8.652589438070565908e-01	3.063334118294914088e+00	8.729068010739124972e+00	3.367504105243479273e+01	-7.483594977694870032e+00	-4.603009066397831361e+01	1.815851015728699780e+00	-9.160955729919703572e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.500962602909805099e+00	7.271492108222212813e+00	9.668167562277940164e+00	3.575281594704617039e+00	2.706298437005003610e+00	4.707713693463406734e+00	7.010889895556807083e+00	1.865204376453470729e+02	-2.873293336477609614e+02	-3.645378856714579996e+01	4.767959933345925272e+00	-2.863181568262552901e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.253530493387425615e+00	3.680012648666501907e+00	6.029807267174340346e+00	4.904091794858275399e+00	1.235720021452090034e+00	3.158400806941634276e+00	4.919592868096694716e+00	4.017203455581414318e+01	-1.994754109828630106e+01	-6.873533309067558328e+00	8.671199511430051743e+00	-3.842743369595542617e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.622631541337138827e+00	9.316691754751460053e+00	9.427337872997981094e+00	7.170792631623955415e+00	1.313716182248819697e+00	7.041546313886547281e+00	9.581515006398303669e+00	1.935662451627747203e+02	-3.282002536463918432e+02	-2.434279994398975688e+01	8.705080199808534758e+00	-1.702344032814954517e+03
1.000000000000000000e+00	1.000000000000000000e+00	4.302411608476164773e+00	9.733831692950284165e+00	1.468604021385557123e+00	3.995603152512712253e+00	3.678707240230264519e-01	8.444759930248977753e+00	7.480722154201193241e+00	-5.638101547471852655e+02	1.052528540346256250e+03	3.074175234734553328e+02	1.895114155429886482e+00	1.098275178568244155e+04
1.000000000000000000e+00	1.000000000000000000e+00	5.113772272434384369e+00	9.499956335857499212e+00	4.772507415098722561e+00	1.507534386523945003e+00	3.160372086233278033e+00	7.050237127885593758e+00	9.367967907262835681e+00	2.915043516463591686e+02	-5.594030988501916681e+02	-2.502418028268572314e+01	1.812341965976325797e+00	-1.080621386261141623e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.075621788065570072e+00	5.253048916511689370e+00	3.341199659982228010e+00	4.357916167881770164e+00	7.646217701233497532e-01	8.420156918770645760e+00	5.754385138143895517e+00	-2.926314197777929280e+02	3.375442083567607483e+02	4.049818263952651023e+02	3.351697729179549778e+00	5.095085049908429937e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.803688428827614043e+00	8.748642910171319897e+00	7.581777968431921977e+00	9.496335309164278371e+00	7.987500287394648790e-01	4.573305763445645766e+00	3.331649343422714793e+00	-6.868147090229970786e+01	9.598783434634843559e+01	9.958294131978409069e+00	8.873432141019472752e+00	5.308471814007926923e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.627040366967531959e+00	8.599957175006828436e+00	9.839123263924044238e+00	6.775559998685835694e+00	1.450215795981730560e+00	2.391543393984375765e+00	1.480452966960736694e+00	-4.302662353411398044e+01	7.664837642156189190e+01	1.051389453132155793e+01	2.155838038737119433e+00	-7.866143564971746827e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.329754322977696468e+00	3.872362896387803843e+00	3.314613406522834094e+00	7.043641394041995518e+00	4.718131818249737264e-01	7.640102468101190425e+00	7.535784599884196133e+00	-6.827643214160973912e+03	5.565254403790572724e+03	1.386173613659388502e+04	7.475707293734570769e+00	1.050540001370107289e+06
1.000000000000000000e+00	1.000000000000000000e+00	1.409008822833359487e+00	8.458184692161516693e+00	6.890169401421000650e+00	6.700967088517618464e+00	1.029267384268642838e+00	4.246713033608977561e+00	2.098838478157797116e+00	-1.201110687944664157e+01	8.067107270880352843e+00	-3.963784952418059060e-02	1.908561197030031353e+00	3.566215016401739746e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.478922446616445896e+00	1.324282059878606033e+00	2.782944191580707383e+00	2.791369233822048379e+00	9.980868427488953643e-01	7.043367334742716146e+00	3.726202441685577238e+00	-1.024012983219469959e+02	2.807827918388301569e+01	2.947701852211259279e+02	6.607513512492668717e+00	4.486314880565858402e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.537255364263748536e+00	6.361878850298415600e+00	6.082556720387852778e+00	4.771386302135574908e+00	1.278721990964560185e+00	3.440716910094059777e+00	5.784096793166036754e+00	4.288251442575921146e+01	-4.054372895407958310e+01	-4.619289931683214334e+00	4.204556281602390477e+00	-1.556802898405682072e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.582801717226041127e+00	3.072255898416893505e+00	5.179478093207097622e+00	7.756102953550346513e+00	6.661564405243276532e-01	1.728956064994802366e+00	6.087714821436261303e+00	7.543120676696900340e+00	-7.259070484596756856e-01	-1.495399016398916370e+00	8.095416959822371084e+00	-2.907313926426905368e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.547157694226108049e+00	2.088338512600462771e+00	9.757322949711422666e+00	1.910668861417909259e+00	5.094430567960905876e+00	9.937117134576810784e+00	6.400050445417988954e+00	-3.436138536687427063e+02	1.610917643269569623e+02	2.418835343509310007e+02	3.102016148703217624e+00	4.138363743879784238e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.685423397870591700e+00	1.692488558270120569e+00	6.478634440338962186e+00	3.493480562710518100e+00	1.850663944672853001e+00	2.402058830478068341e+00	2.503172473396394704e+00	1.286590472941071766e+03	-4.876111490237441330e+02	-3.157740011300025344e+03	6.743256464282892715e+00	-1.185176915326283597e+04
1.000000000000000000e+00	1.000000000000000000e+00	8.277776894087255144e+00	7.273034626496686528e+00	4.156143786919860972e+00	3.482853479774175032e+00	1.189008987469286405e+00	9.888106207463765784e+00	4.417141551272364630e+00	-1.327380798462314715e+02	2.110644574878711524e+02	8.921214076489638956e+01	3.122834793948119358e+00	4.828135511068285837e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.740589597786282194e+00	4.061085451534687252e+00	2.018438384636462413e+00	4.891023098116018097e+00	4.154506921721149437e-01	9.788450731145276862e+00	6.561199848420269376e+00	-1.480395517806256294e+02	1.098697099332341622e+02	1.394765287460980403e+02	7.407405041407427504e+00	1.739411455765615392e+04
1.000000000000000000e+00	1.000000000000000000e+00	1.882505748019443814e+00	7.518742727783450874e+00	2.354848571974814231e+00	9.823359596094791257e+00	2.400412132216048766e-01	8.136398900521959021e+00	9.734595325336401928e+00	1.882293111503493037e+02	-1.648659456207244602e+02	-5.925066519161084955e+01	8.861527547779525449e+00	-4.548248832941996079e+04
1.000000000000000000e+00	1.000000000000000000e+00	7.157753160362977596e+00	1.586646593389666515e+00	3.032574494717975799e+00	1.612627400756846185e+00	1.882928734018508798e+00	6.940305822170813599e+00	7.551040081956018390e+00	1.220646695869856558e+03	-4.180498829538769883e+02	-1.854824790125183426e+03	2.146216360044604698e+00	-8.887572842749143092e+03
1.000000000000000000e+00	1.000000000000000000e+00	4.953519569945722623e+00	3.829808677076000922e+00	3.260159268444573044e+00	5.669290145670541570e+00	5.778045175700736724e-01	6.192013647000726984e+00	9.306223726493611181e+00	1.838311775860652801e+02	-1.415817754223601526e+02	-2.068851621438575137e+02	8.793598620189204240e+00	-2.368861246293654403e+04
1.000000000000000000e+00	1.000000000000000000e+00	2.098753152680472134e+00	5.854820035954187318e+00	8.662798767371896247e+00	2.612374175628978890e+00	3.308737926761344816e+00	8.796406585288444546e+00	7.862227136837232955e+00	-3.102680121767680248e+02	2.365209071887512948e+02	1.008515897594212340e+01	6.346074512373344412e+00	3.335533511956023176e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.462268966813788040e+00	8.122695268950474556e+00	6.050919660991232796e+00	9.747718447458533220e+00	6.225647436060968154e-01	3.603507214768711275e+00	6.314404514087759601e+00	9.147019928604906625e+01	-1.520794030537528272e+02	-5.181541036520138732e+01	2.150281351176671407e+00	-8.675368007369743282e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.309338561784235466e+00	3.872584905472758798e+00	5.705725542175871468e+00	2.019223204728349597e+00	2.826533471582585832e+00	5.208571788568085559e+00	2.728859500927958148e+00	-1.546706158795085706e+01	3.871300793159773157e+00	1.340303232434043590e-01	4.829882453473479664e+00	2.227884758451363112e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.188078782533047217e+00	6.640821986238091057e+00	2.031740462546316905e+00	4.638704780874340905e+00	4.383613253972148405e-01	6.581937217897253944e+00	6.994047940589156909e+00	1.985330982091166561e+03	-2.934252262944367885e+03	-4.771363822133075701e+03	2.446919259171974836e+00	-8.115798321042809403e+04
1.000000000000000000e+00	1.000000000000000000e+00	3.323361101375915005e+00	8.972114732215437982e+00	8.732794293199308555e+00	7.638792963939045499e+00	1.143540264868136536e+00	4.698326188971480022e+00	6.611355253553199418e+00	1.082999079720105584e+02	-1.700032266869987154e+02	-1.341267904093323082e+01	7.287487426507975208e+00	-6.893325029058222526e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.962558428472766181e+00	6.550257252807173636e+00	7.499097045577529208e+00	7.344831178386757031e+00	1.021223831352116029e+00	4.850709451843222553e+00	6.415952141000700770e+00	2.751756348083982857e+02	-3.854757527240114428e+02	-1.790014717758881773e+02	7.829170182114736143e+00	-5.049578694273820474e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.802019636455869822e+00	3.095559888481819399e+00	1.614384756893786133e+00	4.809581427167804790e+00	3.357201316696938331e-01	3.972766615618038788e+00	5.401571949881986967e+00	1.137306788513304809e+02	-6.630493667501025357e+01	-1.772300006085924338e+02	1.952129670193130107e+00	-5.905521704305722778e+03
1.000000000000000000e+00	1.000000000000000000e+00	5.684655081108726193e+00	1.227793687008518209e+00	7.375335107966817461e+00	4.119846155310843194e+00	1.791529591151839185e+00	6.077258310940731434e+00	5.766714400211026437e+00	-1.241877904295451799e+03	3.117290241932591925e+02	1.753531325342530408e+03	5.541754177984851815e+00	2.206073905742472562e+04
1.000000000000000000e+00	1.000000000000000000e+00	5.920562952065222539e+00	8.830768277509868369e+00	5.893848343166403936e+00	4.565765709996178146e+00	1.287527210281318890e+00	8.667698561999294782e+00	4.015849921302370618e+00	-8.892657229320539614e+01	1.618575075596404815e+02	2.527619037598518048e+01	8.342096196365776706e+00	4.249079826442554122e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.667424991955243296e+00	1.195359138281263167e+00	1.726024919664568946e+00	3.378585177423133690e+00	5.138495036596768539e-01	2.805904486600510506e+00	5.673791503031663019e+00	2.955712770035411552e+01	-5.985689742867385199e+00	-4.590342014297400652e+01	9.427023232942339348e+00	-7.161241057114930300e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.732148674907046271e+00	8.880521329826198240e+00	5.122726790347127412e+00	2.854657392190005361e+00	1.797979895570163800e+00	9.416919183947868532e+00	2.779016824148016429e+00	-7.645451180319805928e+01	1.529987758854347533e+02	3.689033010806875268e+01	5.617042299693743246e+00	1.188056437482533454e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.979938663424809064e+00	5.759358141976532508e+00	5.355502557484429715e+00	5.350212731781249786e+00	1.003536050708135674e+00	7.205364292365483259e+00	8.245209467958069638e+00	9.066610009835575283e+02	-1.142766582118283623e+03	-8.588077425219809129e+02	9.560484351047781715e+00	-3.382541459395681159e+04
1.000000000000000000e+00	1.000000000000000000e+00	9.456968671354509581e+00	9.452824221951022565e+00	2.498467266646732021e+00	3.419217293212855502e+00	7.324484757867307794e-01	8.406846962336000928e+00	2.675119034605820456e+00	-7.475474488059197142e+01	1.560779111151400116e+02	7.884755286350571168e+01	5.811432989916410108e+00	7.249411169278336047e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.048043516829391564e+00	8.196219267970350941e+00	9.508060209785211825e+00	3.577831756629756832e+00	2.650932902064854435e+00	6.014591043082076816e+00	1.760987653783127715e+00	-4.544471303144064933e+01	8.096811120111077287e+01	1.351319911006196328e+01	4.541028030544149274e+00	4.918169896695745535e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.381084730708218800e+00	9.980667072684283880e+00	8.643783219486161684e+00	6.906904476222067935e+00	1.251087079352239506e+00	8.005583750498608708e+00	4.931666078355450900e+00	-1.635598837874568687e+02	3.430437436017277264e+02	4.876867387117061270e+01	8.621319628858227446e+00	1.047101202548416495e+03
1.000000000000000000e+00	1.000000000000000000e+00	9.293982870030060184e+00	4.149058010508108296e+00	7.021365564040879192e+00	9.719062823293372233e+00	7.217690526635961445e-01	1.142961544200111978e+00	6.923378479932665641e+00	2.563953116338735327e+01	-2.442235388351147662e+01	-6.123167826197325780e+01	5.446641678835010048e+00	-1.352224339343232714e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.794570339557462813e+00	7.916616482010439881e+00	5.157125340160794380e+00	6.434956368747395850e+00	8.015415504169317584e-01	8.358841280391510864e+00	4.937148063639368090e+00	-4.320144888455300958e+01	3.801980692284625007e+01	3.754734253079965445e+00	5.248930490996203346e+00	2.897404106363527490e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.761818665452608013e+00	4.614764847120735425e+00	4.714082586839293931e+00	1.699390647303075097e+00	2.775946744910842590e+00	1.363494327164887832e+00	3.490906311536493334e+00	1.164747106642810692e+01	-9.741098769476964847e+00	-1.391436875402777495e+00	5.416399400373939521e+00	-2.063058493503380220e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.401741940011952847e+00	5.319763764637060355e+00	6.854703830279710530e+00	1.679468301867084179e+00	4.082568501115933834e+00	9.003157587828010122e+00	6.020297521846585731e+00	-5.083428704728303416e+01	1.974759140263756763e+01	7.343219890239859327e-01	8.622702400357837860e+00	6.417885083443739092e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.917379258777286211e+00	6.653980215146114041e+00	5.901160769134665252e+00	9.565005868139659029e+00	6.166792521172442809e-01	9.930023606756614996e+00	4.124824230664498437e+00	-5.585752218529172808e+01	6.852596688372578626e+01	2.300501425175986370e+01	8.490595050135514299e+00	1.326466830473005757e+03
1.000000000000000000e+00	1.000000000000000000e+00	4.494479413379664834e+00	8.859708883642765542e+00	1.548570311781038322e+00	3.675705749918954268e+00	4.222129294681921663e-01	3.645591650555777274e+00	9.392861141893401822e+00	5.425924477904577969e+01	-9.123466464028477674e+01	-3.011273648466829300e+01	4.632104655551632533e+00	-2.763274734154387716e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.443187919344181225e+00	9.851144293826875398e+00	5.612353847661691653e+00	1.823260178439514156e+00	3.070386120779540651e+00	2.890255994047201682e+00	9.306376665007954685e+00	2.888168346229872441e+01	-5.018700539096930413e+01	-1.232314599826012325e+00	4.001172492380658419e+00	2.520862988039322161e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.451340829270510113e+00	7.915872300100646797e+00	8.254529777724263440e+00	6.379189834633293366e+00	1.290425166998984796e+00	7.890387211301829851e+00	5.528017611243245533e+00	-3.118117269771464635e+02	5.418509904003270776e+02	1.846680364246688839e+02	5.427937558972248944e+00	2.048749443016498844e+03
1.000000000000000000e+00	1.000000000000000000e+00	4.210864817109280622e+00	4.749925876733094299e+00	5.125268986686114303e+00	6.615172217277421218e+00	7.757512396869702398e-01	3.275773902008760619e+00	3.947009621458646311e+00	1.613812110332171699e+02	-1.477325317414047561e+02	-8.355327152232312926e+01	6.151641984739654845e+00	-2.435217029836310303e+03
1.000000000000000000e+00	1.000000000000000000e+00	3.538695429857156682e+00	4.790611353654028903e+00	1.474175694115231972e+00	6.837485021544120301e+00	2.167933015421341092e-01	8.784131712724347452e+00	7.633475369485123174e+00	-4.095456814213897019e+02	3.517602103649672358e+02	5.733158707728099444e+02	3.144781271555499913e+00	7.269659170199702203e+04
1.000000000000000000e+00	1.000000000000000000e+00	5.889801848180957755e+00	7.639603898253493064e+00	8.080188085192510528e+00	3.403271836415723950e+00	2.368788113270901885e+00	1.940842262731721224e+00	1.332947433516986191e+00	-5.081834942806673183e+01	7.965241562193720881e+01	7.920587222445504949e+00	8.147084054165569356e+00	3.824076770396897018e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.277213374468684659e+00	3.147492525553906795e+00	2.812118230705452415e+00	1.127230968359117069e+00	2.473383918250055657e+00	2.130943195733935536e+00	5.270529857920759120e+00	1.621775598501016802e+01	-9.199074867710317349e+00	-1.467066110882738084e+00	5.378946252840194120e+00	-3.967872397557152908e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.221889734920619475e+00	1.985680562016021611e+00	3.335120844100339266e+00	9.688547346414530637e+00	3.439663732695261156e-01	9.800284798870949388e+00	4.029457896361345881e+00	-1.116109441004771980e+02	5.009695170525846208e+01	9.444181429187622143e+02	3.998371185503555303e+00	2.159913184771431406e+04
1.000000000000000000e+00	1.000000000000000000e+00	1.677274713899094438e+00	4.200468080257952153e+00	2.486015473105795071e+00	3.256597884804035115e+00	7.635813562974186341e-01	7.059963212307810210e+00	9.287869988344951366e+00	9.843986475329701591e+01	-4.104716243308669732e+01	-1.544038963617669502e+01	1.954072509020414294e+00	-8.845738588664102053e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.878064109188144926e+00	3.585726918876121161e+00	3.967392056448313387e+00	7.087251161939594368e+00	5.583941428318219824e-01	8.615082229899607924e+00	1.113970219528023886e+00	-2.510346186964284598e+01	2.060156744955264685e+01	9.957670190099985064e+01	3.155496858691868578e+00	2.051354809754122925e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.946715551386672516e+00	3.674734802127999078e+00	7.805025338386317735e+00	7.369759624514654384e+00	1.061882762190599072e+00	3.923464372130955446e+00	5.972009309284979750e+00	1.816555441627925802e+02	-1.455234160624622461e+02	-2.527344513391668386e+02	9.541860570066166503e+00	-6.858283224824626814e+03
1.000000000000000000e+00	1.000000000000000000e+00	2.773616056865062074e+00	3.101023137840518196e+00	5.678989349050518776e+00	6.478474380687670120e+00	8.751727084144049762e-01	7.090105775279691436e+00	7.660799994952963488e+00	5.247539883115312023e+02	-2.606956341813457243e+02	-1.952855157905037515e+02	3.749077956987201699e+00	-9.218385479437232789e+03
1.000000000000000000e+00	1.000000000000000000e+00	1.056118835800650579e+00	1.373943066287094394e+00	2.846120070213593145e+00	3.812379348171439641e+00	7.422527512878352995e-01	6.350348217859655087e+00	5.363474464953084109e+00	-7.340426000828119868e+01	7.024517082716464911e-01	1.846144970967910126e+01	2.513792708445154567e+00	1.326496247910225748e+03
1.000000000000000000e+00	1.000000000000000000e+00	8.347489569307965596e+00	1.162362905383357514e+00	8.901407988023574802e+00	3.438732851199278961e+00	2.588602210263908354e+00	6.426335586905604025e+00	1.763318006080177414e+00	-4.048443971822354115e+01	1.053474914246199035e+01	8.012804953590745072e+01	5.138041531180939536e+00	1.675475990481502606e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.358722123827519113e+00	9.888301052608152730e+00	8.911562624107432384e+00	6.386890060265886682e+00	1.399013684268420210e+00	7.141270533757560379e+00	9.755249448984365301e+00	3.925644479964416860e+02	-8.403894962314844861e+02	-1.360491505249194404e+02	3.759200710395773193e+00	-1.959317709960765114e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.559690044898999872e+00	4.843406129577004116e+00	8.838562704616544252e+00	8.786002236102428142e+00	1.004136169400698275e+00	6.176212117603005147e+00	5.655720302784241760e+00	-1.024332385052936843e+03	1.079387145706593628e+03	1.049621620412268840e+03	1.315222545078700955e+00	4.144045416436029882e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.937352985312449150e+00	4.467116458745345575e+00	3.144994298432267410e+00	9.531083102512100780e+00	3.325860201340182232e-01	4.861119064955926383e+00	6.540475548952832341e+00	3.021821489497443736e+02	-2.958484301598513753e+02	-1.113458927181478884e+03	3.904688743399763684e+00	-4.325689746794758685e+04
1.000000000000000000e+00	1.000000000000000000e+00	1.668472909252860070e+00	7.113363753833650271e+00	5.060590965232115934e+00	1.953887678999544519e+00	2.592919309174450238e+00	3.487854267704158406e+00	3.136597734037388285e+00	-1.014527559058720385e+02	7.390794750680194625e+01	2.728836775907303558e+00	5.904016333122540594e+00	1.820148472613419699e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.232280042516749496e+00	2.954047301486388832e+00	9.872896431366928738e+00	2.392937822376516976e+00	4.121762760526909375e+00	7.919062565263432774e+00	5.351551762940728985e+00	-1.389688448144435142e+02	7.898791860353162519e+01	2.111719471019627647e+01	5.966387917185074663e+00	1.528776425615267271e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.033389119595810701e+00	9.557039454615338769e+00	7.944463393627471781e+00	9.501554158144141837e+00	8.357588876072232775e-01	3.039175958528621990e+00	4.867104112668835469e+00	3.270682479069499493e+01	-4.059964171273182387e+01	-3.321011945192091197e+00	4.219088108492874412e+00	-1.379582661804772101e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.770146837836119147e+00	8.074299641595398924e+00	1.235821291454176629e+00	7.626455404420627637e+00	1.617245761851508479e-01	7.233909831347768105e+00	1.665082789689029896e+00	-3.819126064512615670e+01	6.845291265566625327e+01	1.870154643636910237e+02	5.027924701207774127e+00	4.412156336046835349e+03
