G c dx1dt d2x1dt2 dx2dt d2x2dt2 d2 m1 m2 p Fc d1 Fg W
1.00000000e+00 1.00000000e+00 2.53471711e+00 6.36642891e+00 6.08797229e+00 4.76500478e+00 1.27764243e+00 3.43579548e+00 5.79223817e+00 4.28130655e+01 -4.12582750e+01 -4.61504614e+00 4.20460569e+00 -1.38825389e+02
1.00000000e+00 1.00000000e+00 1.58546434e+00 3.07007954e+00 5.17539238e+00 7.75845819e+00 6.67064545e-01 1.73106671e+00 6.07974929e+00 7.67411390e+00 -2.17501294e+00 -1.70267034e+00 8.10022567e+00 -3.17138535e+02
1.00000000e+00 1.00000000e+00 9.53996984e+00 2.08510197e+00 9.74804797e+00 1.91235608e+00 5.09740214e+00 9.93323616e+00 6.40524877e+00 -3.44093712e+02 1.60565923e+02 2.42060570e+02 3.10321404e+00 3.95763626e+02
1.00000000e+00 1.00000000e+00 9.69068830e+00 1.69257881e+00 6.47674545e+00 3.50067498e+00 1.85014190e+00 2.40581357e+00 2.49629797e+00 1.28638005e+03 -4.88155013e+02 -3.15744051e+03 6.75281646e+00 -1.18745422e+04
1.00000000e+00 1.00000000e+00 8.27557613e+00 7.26659898e+00 4.14555735e+00 3.48687198e+00 1.18890438e+00 9.89578895e+00 4.41763664e+00 -1.32079236e+02 2.10947752e+02 8.91606911e+01 3.12114281e+00 4.99794976e+02
1.00000000e+00 1.00000000e+00 3.74152392e+00 4.05887467e+00 2.02686206e+00 4.88817035e+00 4.14646364e-01 9.79551939e+00 6.55474804e+00 -1.48256452e+02 1.10230751e+02 1.38872650e+02 7.42294255e+00 1.74213749e+04
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 2.36122146e+00 9.82331867e+00 2.40369018e-01 8.14436294e+00 9.72836978e+00 1.87978527e+02 -1.65389746e+02 -5.95659017e+01 8.86310231e+00 -4.54848686e+04
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 1.60752292e+00 1.88355160e+00 6.93480666e+00 7.54868024e+00 1.22082674e+03 -4.17013500e+02 -1.85463889e+03 2.14121619e+00 -8.89356302e+03
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 5.66830895e+00 5.74898084e-01 6.20026345e+00 9.30343381e+00 1.84450409e+02 -1.41294305e+02 -2.06394143e+02 8.79936120e+00 -2.36951295e+04
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 2.61428214e+00 3.31086855e+00 8.79491391e+00 7.85990852e+00 -3.10271353e+02 2.37739627e+02 1.07010758e+01 6.34217729e+00 3.07131706e+02
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 9.73608891e+00 6.21502654e-01 3.60495569e+00 6.32545272e+00 9.14733918e+01 -1.51595195e+02 -5.22973220e+01 2.14399442e+00 -8.36546761e+02
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 2.01973154e+00 2.82736497e+00 5.20913091e+00 2.72821032e+00 -1.50025353e+01 3.42948940e+00 4.83749538e-01 4.84787670e+00 6.91231770e+00
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 4.63240902e+00 4.38847226e-01 6.57450972e+00 7.00017087e+00 1.98593200e+03 -2.93460004e+03 -4.77124463e+03 2.44774264e+00 -8.11383817e+04
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 7.64096486e+00 1.14399914e+00 4.70071428e+00 6.61041609e+00 1.08336168e+02 -1.70038262e+02 -1.38964624e+01 7.30313100e+00 -7.04628255e+02
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 7.34098985e+00 1.02238647e+00 4.84737809e+00 6.42222253e+00 2.75272163e+02 -3.85593011e+02 -1.78410515e+02 7.82981321e+00 -5.04108913e+03
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 4.80455773e+00 3.34893521e-01 3.97256201e+00 5.40807281e+00 1.13903488e+02 -6.50072140e+01 -1.77776418e+02 1.95216868e+00 -5.89097245e+03
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 4.11871751e+00 1.78951721e+00 6.07808635e+00 5.75790944e+00 -1.24184336e+03 3.11985396e+02 1.75362420e+03 5.55525867e+00 2.20716407e+04
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 4.57851141e+00 1.28684706e+00 8.65517075e+00 4.00998274e+00 -8.84698609e+01 1.62326367e+02 2.56967632e+01 8.33162550e+00 4.50747392e+02
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 3.37848637e+00 5.13699901e-01 2.81375540e+00 5.67381423e+00 2.97372073e+01 -5.53217007e+00 -4.58128485e+01 9.42546737e+00 -7.16196370e+03
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 2.84799645e+00 1.79940736e+00 9.40989735e+00 2.77800315e+00 -7.66753867e+01 1.52586187e+02 3.71549209e+01 5.62166080e+00 1.32616714e+02
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 5.34735728e+00 1.00278816e+00 7.20178888e+00 8.24656958e+00 9.06805940e+02 -1.14217444e+03 -8.58969156e+02 9.55251301e+00 -3.38394692e+04
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 3.41680380e+00 7.29328052e-01 8.40945891e+00 2.67199259e+00 -7.40623027e+01 1.56494011e+02 7.90848773e+01 5.82120073e+00 7.13500501e+02
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 3.58715498e+00 2.65148380e+00 6.00571623e+00 1.76469661e+00 -4.52489490e+01 8.24042891e+01 1.42131786e+01 4.54771445e+00 1.90069111e+01
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 6.91080457e+00 1.25163116e+00 8.01565031e+00 4.92621424e+00 -1.63116681e+02 3.43246139e+02 4.88494365e+01 8.63382816e+00 1.04055332e+03
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 9.71683599e+00 7.22580997e-01 1.14580358e+00 6.92476696e+00 2.55288975e+01 -2.36737787e+01 -6.07349568e+01 5.43684439e+00 -1.36153114e+03
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 6.43273481e+00 8.02249775e-01 8.36542382e+00 4.93945142e+00 -4.33334944e+01 3.79653049e+01 3.67991914e+00 5.24712260e+00 2.64714472e+02
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.69281520e+00 2.77991943e+00 1.36124973e+00 3.49078719e+00 1.23344474e+01 -9.08661145e+00 -9.56749422e-01 5.41281240e+00 -9.41149328e+00
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.68025252e+00 4.08198238e+00 9.00922039e+00 6.02354066e+00 -5.11486299e+01 1.96756526e+01 9.13015968e-01 8.62106502e+00 3.30196019e+01
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 6.17902839e-01 9.92766473e+00 4.12302102e+00 -5.53969137e+01 6.86255297e+01 2.29381567e+01 8.48747388e+00 1.32289027e+03
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 4.24543119e-01 3.64660716e+00 9.39580921e+00 5.36135143e+01 -9.23852491e+01 -3.00349412e+01 4.63167993e+00 -2.73784602e+03
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 3.06929619e+00 2.89286701e+00 9.30380626e+00 2.89018840e+01 -5.05291567e+01 -1.32401380e+00 3.99969874e+00 -1.86540420e+01
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 1.29199094e+00 7.88827027e+00 5.52134638e+00 -3.11295537e+02 5.43116903e+02 1.84418938e+02 5.42735222e+00 2.02273329e+03
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 7.76241323e-01 3.27723707e+00 3.95095595e+00 1.61854161e+02 -1.46862122e+02 -8.31292749e+01 6.15495259e+00 -2.47389680e+03
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 2.14671233e-01 8.79006145e+00 7.63419173e+00 -4.09689844e+02 3.51722220e+02 5.73339451e+02 3.14503490e+00 7.26954755e+04
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 2.37082737e+00 1.92558333e+00 1.33041649e+00 -5.06562938e+01 8.02922732e+01 9.13974024e+00 8.14559576e+00 2.83995972e+01
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 2.47560172e+00 2.13359677e+00 5.27292105e+00 1.62577849e+01 -7.15644732e+00 -1.55763130e+00 5.37834489e+00 -3.14658781e+01
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 3.43576664e-01 9.81236400e+00 4.02691055e+00 -1.12278872e+02 4.91682865e+01 9.44528291e+02 4.00640994e+00 2.15833501e+04
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 7.61917949e-01 7.06455008e+00 9.28482297e+00 9.87294545e+01 -4.15427712e+01 -1.50802832e+01 1.96138894e+00 -8.62846758e+02
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 5.60672351e-01 8.62198502e+00 1.10802725e+00 -2.51282953e+01 2.02430669e+01 9.94610960e+01 3.14960644e+00 2.50591736e+02
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 1.06129280e+00 3.91896440e+00 5.97533388e+00 1.81067520e+02 -1.45105498e+02 -2.53163854e+02 9.54353055e+00 -6.84414975e+03
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 8.74331952e-01 7.08835375e+00 7.66597223e+00 5.24641956e+02 -2.60989932e+02 -1.95111214e+02 3.74589718e+00 -9.19236977e+03
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 7.45232534e-01 6.34817645e+00 5.36516189e+00 -7.27388905e+01 1.18714417e+00 1.88074092e+01 2.51973360e+00 1.30007920e+03
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 2.58744671e+00 6.42835108e+00 1.76862727e+00 -4.06937450e+01 1.03937804e+01 8.00676228e+01 5.14605512e+00 1.35093461e+02
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 1.39774516e+00 7.14279214e+00 9.75215251e+00 3.93046102e+02 -8.39756014e+02 -1.35560096e+02 3.76378969e+00 -1.93424120e+03
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 1.00458735e+00 6.17823256e+00 5.66209388e+00 -1.02491501e+03 1.07834374e+03 1.04986343e+03 1.31643325e+00 4.12095678e+03
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 3.30773767e-01 4.86156132e+00 6.52767620e+00 3.02522937e+02 -2.94767901e+02 -1.11390653e+03 3.90830696e+00 -4.32739029e+04
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 2.59127476e+00 3.48330425e+00 3.12948804e+00 -1.02682569e+02 7.30599743e+01 2.70606882e+00 5.89697762e+00 4.62602950e+01
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 4.12161354e+00 7.91723198e+00 5.35148277e+00 -1.39576554e+02 7.89611394e+01 2.18053927e+01 5.96541135e+00 1.59853439e+02
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 8.36412168e-01 3.03645187e+00 4.86234543e+00 3.30367394e+01 -4.02628241e+01 -2.66301366e+00 4.20903029e+00 -1.27588190e+02
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 1.63132342e-01 7.23118876e+00 1.67406258e+00 -3.81995493e+01 6.83379927e+01 1.86956114e+02 5.02572481e+00 4.39878637e+03
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 1.77361258e-01 3.09999540e+00 1.95544318e+00 -7.00134171e+01 2.68091940e+01 8.68335300e+02 9.68966126e+00 5.61386342e+04
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 1.83284128e+00 6.62797153e+00 8.53725268e+00 2.35793938e+02 -2.09981353e+02 -4.69086008e+01 4.39613630e+00 -9.65835447e+02
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 1.46033451e+00 7.72370440e+00 3.15837957e+00 -1.67999415e+01 1.36201455e+01 5.79862741e-01 3.32404132e+00 1.06072814e+01
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 8.00015198e-01 2.96842500e+00 2.75462444e+00 -2.90576672e+02 5.08592288e+02 6.17002039e+01 3.19120340e+00 7.13861781e+02
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 7.69597979e-01 1.53948971e+00 5.54420306e+00 1.67377339e+01 -1.62383018e+01 -7.10072719e+00 5.11988151e+00 -2.66793815e+02
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 4.17100571e-01 2.17876369e+00 7.91872418e+00 4.54861234e+01 -6.43504880e+01 -8.35690745e+01 7.83568134e+00 -6.57210198e+03
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 6.06999825e+00 6.45397271e+00 1.55751867e+00 -2.76656460e+01 1.47443086e+01 7.46656876e+00 2.85389366e+00 3.24587225e+00
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 1.34461714e+00 8.64501766e+00 6.19127128e+00 -3.91976472e+02 8.63954089e+02 1.97767965e+02 7.38366514e+00 2.99333388e+03
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 1.34957179e+00 1.40497139e+00 2.07289399e+00 4.57827951e+01 -2.85846058e+01 -2.97665940e+01 1.19034841e+00 -4.14658393e+01
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 1.57958262e+00 7.60736133e+00 1.32814946e+00 -6.68199338e+00 8.21328764e+00 2.93817005e-01 4.77039680e+00 2.27036581e+00
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 1.00645241e+00 4.07186781e+00 1.47469557e+00 -3.43069847e+01 5.08083760e+01 2.40531624e+01 7.98278559e+00 1.51683560e+02
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 6.17229784e-01 5.30675533e+00 8.50747697e+00 2.21370227e+02 -3.12417926e+02 -2.94911947e+02 4.04859660e+00 -8.38887063e+03
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 6.67191353e-01 9.35973595e+00 2.06175235e+00 -3.20029396e+01 3.74951195e+01 2.92492565e+01 6.07363391e+00 3.62866488e+02
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 1.32903984e+00 3.98774354e+00 1.40636228e+00 -3.44946637e+01 2.31852086e+01 4.57951140e+01 2.84481310e+00 6.94612256e+01
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 1.15364763e+00 5.18803241e+00 4.94109898e+00 -1.13033524e+03 5.97168076e+02 1.08745424e+03 7.67795852e+00 2.62746059e+04
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 6.32931755e-01 1.12314173e+00 8.59594125e+00 1.47400691e+01 -9.06964908e+00 -2.42182398e+01 1.47051193e+00 -3.39142970e+02
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 3.50083936e+00 1.73438848e+00 3.36167539e+00 3.47391278e+01 -1.84599226e+01 -8.81105354e+00 8.67288380e+00 -6.05458054e+01
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 7.61129744e+00 3.32732432e+00 4.79541356e+00 2.67097669e+01 -9.96583507e+00 -1.42169113e-01 2.78376748e+00 -8.11697518e-01
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 9.30947786e-01 1.25067017e+00 1.35930279e+00 6.16907963e+01 -3.15401845e+01 -9.77566772e+00 8.86958229e+00 -2.56926451e+02
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 5.03690161e+00 6.68237793e+00 5.04170663e+00 -5.26862376e+01 4.41614278e+00 2.36220515e+00 4.17276317e+00 3.07634667e+01
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 7.49439651e-01 4.83758521e+00 6.19851773e+00 2.96466818e+02 -6.13453830e+02 -1.66434491e+02 7.50415217e+00 -6.14171877e+03
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 2.62334490e-01 5.93330682e+00 6.13816348e+00 1.36151883e+03 -2.25185303e+03 -9.47340727e+02 3.87302768e+00 -8.96791276e+04
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 1.48039393e+00 2.57182467e+00 3.99184023e+00 8.06422534e+01 -1.54698535e+02 -1.74187900e+01 9.15320504e+00 -3.08344188e+02
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 2.44542136e+00 3.66338826e+00 3.83979863e+00 1.46209828e+03 -3.24162923e+03 -4.18793350e+02 2.13973413e+00 -6.13896376e+02
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 7.84347333e-01 6.97442027e+00 1.95961257e+00 -1.76801261e+01 7.84228033e+00 1.11231648e+01 2.60667810e+00 8.93318323e+01
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 1.16024206e+00 9.68772451e+00 4.30118489e+00 -7.26142543e+01 6.52310967e+01 3.09323719e+01 5.43727113e+00 5.31375904e+02
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 8.46546047e+00 1.45375096e+00 1.89545202e+00 9.73188026e+01 -1.65953995e+02 -7.73577399e+00 1.73744595e+00 -1.54328057e+00
