G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	Fc	m1	Fg	d1	m2	W	d2	p
1.000000000000000000e+00	1.000000000000000000e+00	8.536239479749028192e+00	9.390300996553085255e+00	9.120134208295215927e+00	3.713827587186031565e+00	7.320166088755502898e+00	5.805063499241135183e+00	-1.582347825640640906e+02	9.790039732141670115e+00	3.492004698819023645e+00	6.728077365513027708e+00	-5.393778431964157960e-01	3.285229380892158701e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.898398488817123031e+00	1.310873934322885903e+00	2.238739668151004114e+00	4.144064453451488994e+00	2.677367825855670347e+00	6.641850863033933905e+00	-2.478626301149166267e+01	5.512071319666835834e+00	2.766168826556297144e+00	2.995922450917781532e+00	-2.720650413085797248e-01	2.112915712164458526e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.662036569251465146e+00	7.437018686858929861e+00	5.768079268688816263e+00	6.619937024693093974e+00	6.840910834729870160e+00	2.702175700579370954e+00	-5.435752994161497753e+01	5.152416513332461534e+00	5.514271828324004865e+00	6.964337104548265600e+00	-2.017031507269622104e-01	2.044464681139996571e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.710294806214111674e+00	9.373484948296979979e+00	4.640607167997436555e+00	3.965194074711236194e+00	3.422885225998300918e+00	2.937563277287990715e+00	-7.704002923234445177e+01	7.831458486173668021e+00	8.849505005165362093e+00	7.937773736465315366e+00	-2.363056506752160557e-01	6.388801091730177859e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.702936516970585235e+00	2.594791017567432245e+00	4.232387978357964542e+00	7.585880536831121290e+00	8.925041091743581845e+00	1.384129044788370511e+00	-4.288091919126378215e+00	2.202290411669046044e+00	3.201957290230850184e+00	5.195674313274045275e+00	-2.392304613353758436e-01	1.855276565952545198e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.735918886348375878e+00	6.082643357237450310e+00	9.142060122490086371e+00	4.554032029098449286e+00	9.011446193456498222e+00	3.930842728549369447e+00	-6.293649827023053689e+01	5.987002316248000611e+00	1.653408002563032664e+00	6.586361487669861070e+00	-9.664122737619901260e-01	6.281333838108157863e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.785328232606295806e+00	9.244992444741161108e+00	1.263524617843978293e+00	1.641222422814067050e+00	3.697955199781976177e+00	6.018089247472174108e+00	-1.651897014686720695e+02	5.864904831755038295e+00	4.200144809110151201e+00	5.141202757114048616e+00	-8.667605418092662051e-01	2.317741301331554951e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.659083893984975244e+00	1.334116274072463026e+00	6.906540426856177639e+00	7.971712079074876556e+00	3.005276512786215548e+00	8.764784107985638784e+00	-3.212496490252596004e+01	1.863862861716159003e+00	7.687442576371850578e+00	9.023891759835183990e+00	-1.580742891700485653e-01	1.797766676540471664e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.612468426366953089e+00	7.346409720349345918e+00	9.680540666302125175e+00	3.521363542488915144e+00	4.674903928241832318e+00	6.979667001210103194e+00	-1.460764061969462375e+02	4.718859190412061366e+00	5.966083479302038306e+00	5.510351609503027603e+00	-2.650701571053759587e-01	2.084604433618311532e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.188092026038336080e+00	3.650760061755272012e+00	6.070283038622153349e+00	4.960791746621191045e+00	3.224838338935903437e+00	4.979830144729438857e+00	-5.056046347467382418e+01	8.746999839571920177e+00	8.309398280420923655e+00	8.608068739200518849e+00	-2.219826765665597335e-01	2.649830745905370009e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.624356003835894402e+00	9.229899646619866616e+00	9.446352391738647825e+00	7.232890011766217597e+00	7.091631646190875493e+00	9.596988543957118978e+00	-2.599139231223217053e+02	8.704656581738332122e+00	9.640305165435329116e+00	8.199813321967388546e+00	-1.256060910070166403e-01	7.802261585572247213e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.344910958515891153e+00	9.748256619195819539e+00	1.406249131527603558e+00	4.012368382820372226e+00	8.542442423111122451e+00	7.461850588257415318e+00	-2.099916971636891674e+02	1.784436589949984997e+00	8.119417526094153459e+00	4.777064558184465959e+00	-1.536516042459779574e-01	1.506893526298918289e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.106330270737694299e+00	9.472950810077024997e+00	4.828525233425470020e+00	1.524193614602809665e+00	7.067131703546553290e+00	9.383122637024930768e+00	-2.593264863988298998e+02	1.856206880117178937e+00	6.426096955169282587e+00	3.031762490379732888e+00	-3.853184713594782207e-01	1.104010673365518898e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.075519347851274787e+00	5.195571671313761186e+00	3.348131692011875771e+00	4.336546580918320792e+00	8.385882002243508992e+00	5.747311889723341949e+00	-8.395774337555441491e+01	3.408296794701306975e+00	5.549621897792457403e+00	4.733876156299918314e+00	-2.057977424745469908e-01	9.684782003298957420e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.775901942114979093e+00	8.774943645367679679e+00	7.524658893667411697e+00	9.458197062970258528e+00	4.575720667383464502e+00	3.417703752848198384e+00	-8.202645008639601087e+01	8.848057611550707691e+00	1.341367054402280212e+00	8.423844095746922278e+00	-7.076524043629748295e-01	1.090516698716273254e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.604937027158392482e+00	8.589088739942667416e+00	9.729233340105064798e+00	6.756000076936786058e+00	2.398650271604253259e+00	1.488905330750598610e+00	-3.637473365190754038e+01	2.139927567364223293e+00	9.755573247633199330e+00	3.003334763163742593e+00	-4.608168439920228010e-02	1.838239155877296014e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.327038964540432353e+00	3.888956011427856296e+00	3.342268570854323606e+00	6.961372556826152191e+00	7.634120335403712154e+00	7.534675185883133786e+00	-8.034090088018571407e+01	7.471292308486311207e+00	4.505588783082555615e+00	5.701019179890573163e+00	-1.803365597744871762e-01	1.292711122297595523e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.420309096122508663e+00	8.410479946078320168e+00	7.022877036657677152e+00	6.704205368046973312e+00	4.242973974421017758e+00	2.078642941338414651e+00	-4.840714544101839323e+01	1.805766565323499107e+00	2.423892236998260508e+00	8.195740407692671425e+00	-7.201317561887990992e-01	3.686198227278296002e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.403960418507171681e+00	1.360145174836477677e+00	2.726819886831825190e+00	2.793572662112517424e+00	6.990684582790622770e+00	3.771234757394288373e+00	-7.581056588367039772e+00	6.479604680344825063e+00	6.894677864812975621e+00	4.223494491321862832e+00	-2.172641321507164935e-01	5.884060395331242432e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.531143796125921330e+00	6.293156685980572540e+00	6.097383782175455735e+00	4.714475182490538430e+00	3.451167734086577621e+00	5.831075572874756752e+00	-1.071184312438373780e+02	4.275411255325740179e+00	3.521157199302110907e+00	6.693682277684671611e+00	-4.392551848941172454e-01	9.513695067790835935e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.670358243217857641e+00	3.024031553628758751e+00	5.236710170056871227e+00	7.843376831567685059e+00	1.654337555674942450e+00	6.064725844143545430e+00	-5.544708478208801949e+01	8.055398205521441923e+00	6.295282544241106670e+00	3.285423852355338958e+00	-7.221319658442583445e-02	1.577487428819674733e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.517285024051707509e+00	2.071588272994274949e+00	9.677942196159909471e+00	1.945210597673312725e+00	9.894190988111613905e+00	6.341848191700107051e+00	-3.004698625487064589e+01	3.204136317695602365e+00	6.308910625190885746e+00	1.933179671176987302e+00	-1.722828164431711440e-01	4.010363520875152687e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.623724237457368602e+00	1.789478881244904063e+00	6.450243909692576771e+00	3.538126974231923239e+00	2.399338305703912599e+00	2.446814370754320400e+00	-9.436637142467215966e+00	6.827363296978739449e+00	5.011316077942994163e+00	8.194457182519387928e+00	-4.985547330259393894e-01	5.794830734217767088e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.267381024555328750e+00	7.310260037590159854e+00	4.098062379561647539e+00	3.460490440183751737e+00	9.772712258216653680e+00	4.407533150846649761e+00	-8.686961762559991485e+01	3.206394780268584821e+00	8.526019653303423596e+00	1.892020590724703633e+00	-6.458030137009344862e-02	1.957218819971545258e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.702846866597738096e+00	4.118800566701717791e+00	2.081232475834370099e+00	4.888098347882924521e+00	9.837405958364033864e+00	6.628752636486390237e+00	-6.887874149194340134e+01	7.387567720547262518e+00	3.334570422186018845e+00	3.456998279372698324e+00	-2.127790370657780261e-01	1.043080415649339159e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.806613835206075436e+00	7.601735142412335833e+00	2.434412197297244784e+00	9.857280707981772139e+00	8.032528683478252773e+00	9.714644638794295517e+00	-2.121692075316174737e+02	8.775608831095581763e+00	4.909509347314866545e+00	8.664249492941376474e+00	-1.806163459620023504e-01	3.366076613076933199e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.165629467151570786e+00	1.788638232999030464e+00	3.036633798352734726e+00	1.615793603121808530e+00	6.971278752688860436e+00	7.516085546942671947e+00	-2.902611632990242185e+01	2.082092188515597186e+00	5.948700223162862066e+00	4.137199253261225174e+00	-5.515225098567851925e-01	2.014035737896994505e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.922929781520513082e+00	3.839926704601780205e+00	3.212222327858937465e+00	5.755025853493947352e+00	6.129844801491046269e+00	9.206837572091231436e+00	-9.957708709986071938e+01	8.775075047036835940e+00	6.920882720251038123e+00	9.764667701925661802e+00	-2.530832367666892568e-01	2.329295074094304709e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.064532649048568036e+00	5.934440745578012155e+00	8.631095147379154398e+00	2.603250353788023386e+00	8.772858199867425100e+00	7.942944133625697845e+00	-1.298652974386991161e+02	6.213078824235520159e+00	8.065174411186418979e+00	9.739195697242401195e+00	-5.003064121754272620e-01	2.981110487350188691e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.464896153886254382e+00	8.172842956346043408e+00	6.016191159110068298e+00	9.708775154119008377e+00	3.633232465888413643e+00	6.356670630630284258e+00	-1.495026970284565380e+02	2.118132310571079646e+00	4.544780945523676507e+00	3.362716403894174366e+00	-8.572831759809465546e-02	7.876782941173169661e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.226516543697352191e+00	3.924183369444461889e+00	5.656556818901311345e+00	2.054066029378274649e+00	5.328862424463720160e+00	2.771880862977442295e+00	-2.474273344891943083e+01	4.836905859895608728e+00	6.862344831890744956e+00	1.339711203147689877e+00	-9.660332071234410678e-02	1.263891566382962850e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.089624489427896137e+00	6.731726103267149597e+00	2.027285656118241075e+00	4.563948915287268093e+00	6.580852798557860872e+00	7.052930811439383163e+00	-1.325740149071557425e+02	2.377328992651799311e+00	2.361635625719597620e+00	7.304962297047339348e+00	-9.329787298846354826e-01	3.865694256549002006e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.365329506026814244e+00	8.950472693021088944e+00	8.772997155402759262e+00	7.691000523032794689e+00	4.592721656789629847e+00	6.601378692472618326e+00	-1.737180165140021018e+02	7.246530904368720272e+00	9.402028696189002943e+00	5.126260583715220420e+00	-6.825597417340047157e-02	6.188215379417905524e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.858197879640697714e+00	6.515026065434097902e+00	7.532399037705640232e+00	7.270577436973073127e+00	4.899325367029166323e+00	6.426863324771117547e+00	-1.218801664295865379e+02	7.817813136749549585e+00	4.306821482691620240e+00	1.907152855790000823e+00	-5.853709391854178962e-02	2.303652971808799919e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.752538865392004208e+00	3.114424323538495631e+00	1.608560697515382554e+00	4.839126715411458335e+00	3.959929535309605342e+00	5.489740198012539985e+00	-4.513644644088640945e+01	1.971549882806747700e+00	7.521181363794343433e+00	7.325824763390341943e+00	-2.310675030229184246e-01	4.614140306636389965e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.583199313202021230e+00	1.209443157139539871e+00	7.373666194056832879e+00	4.083624028699942343e+00	6.081894129049179476e+00	5.767761571556694555e+00	-1.388180051655559311e+01	5.506799880648446610e+00	1.222843089699302332e+00	1.254178271126172639e+00	-2.738359808499208348e-01	9.311930481179008012e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.894081302350074658e+00	8.848608568506124428e+00	5.887341009271136905e+00	4.604310699115549355e+00	8.685557258608689324e+00	4.042215437323985583e+00	-9.632299502544447023e+01	8.347523397700211234e+00	2.881652316696818428e+00	8.804637813238304744e+00	-7.412195113009960590e-01	2.082348783743998979e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.686857962038457170e+00	1.278362848838566768e+00	1.663900609135687825e+00	3.427604250106907280e+00	2.692540222040051834e+00	5.721574212842009288e+00	-1.749449241932752486e+01	9.432911491162263573e+00	5.332911929337426749e+00	2.232380104905230311e+00	-1.211426431699805517e-01	6.289308329228592953e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.732341726887099753e+00	8.845715003119206443e+00	5.133547860997293988e+00	2.856301715301652777e+00	9.410253408690641308e+00	2.813275522761739200e+00	-6.363197283730714560e+01	5.624211287372351542e+00	8.819984408185771230e+00	2.087970638110248078e+00	-8.862543290034502474e-02	4.415218138799965004e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.105650988245912458e+00	5.743484444784181520e+00	5.330040808902206884e+00	5.282417294152070397e+00	7.179473067252051699e+00	8.239537988098625476e+00	-1.353520342816756852e+02	9.517044879004712854e+00	5.752057375519859406e+00	2.537273637537082127e+00	-9.047087143795608244e-02	3.176624744662237845e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.514317701585747855e+00	9.461306482609419533e+00	2.417575262457833940e+00	3.368257989252513518e+00	8.476011620792133883e+00	2.670133661255884583e+00	-6.812030259663049492e+01	5.748667819364726483e+00	9.213573784122639054e+00	9.683628954485593354e+00	-3.117926606504009546e-01	5.162948617978058792e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.003049010058743917e+00	8.176347410362330592e+00	9.531752389636894307e+00	3.547709925091629746e+00	6.045321737885403834e+00	1.807359367311162313e+00	-3.637284968815460218e+01	4.639997697937077170e+00	5.292817523707055827e+00	7.248492863634926842e+00	-4.102469160506891921e-01	1.981400206301106550e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.316311494479198707e+00	9.874927864791096965e+00	8.616000739054161528e+00	6.808220732427256117e+00	7.927028362883491219e+00	4.968787156825587914e+00	-1.380789453973255263e+02	8.668115412367763284e+00	5.508057979396435044e+00	8.204150390412705107e+00	-2.219028263993279571e-01	4.662227070270682816e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.443362434487827528e+00	4.124132935708333392e+00	7.033776817889165756e+00	9.777870599382044503e+00	1.214578152388651189e+00	6.988858307904541434e+00	-8.608579773636471089e+01	5.491553974825974294e+00	2.154906995083279320e+00	4.578855937448436997e+00	-2.399200230924945221e-01	4.506529604548843082e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.853942200084422787e+00	7.942934244025233070e+00	5.207463656426851273e+00	6.438695346993778656e+00	8.389909217363495486e+00	4.969685594697829778e+00	-1.096706368723651224e+02	5.242573329503501078e+00	8.249931823258918939e+00	4.024364078271771561e+00	-8.446767419662715159e-02	3.392865278851354560e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.795744264179170546e+00	4.697351184682702296e+00	4.653420999067909847e+00	1.631345345139771696e+00	1.276972286251476296e+00	3.523518050253877654e+00	-4.695892826851940782e+01	5.403889777529443883e+00	3.239104573849969970e+00	3.099108005793747012e+00	-6.308637409775140759e-01	7.789841839163096893e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.411096811354178859e+00	5.254647350810215833e+00	6.863847816185625561e+00	1.759053665072737083e+00	9.012257232501617921e+00	5.999059492481475964e+00	-8.627701195348861063e+01	8.647755824989220130e+00	8.992347234432184422e+00	5.353644579799342829e+00	-3.631494445932277326e-01	4.183917902068197350e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.942776812358468330e+00	6.583056484589373980e+00	5.808921577161306971e+00	9.524843466944206583e+00	9.984031169309506737e+00	4.091138109413593682e+00	-7.327964864872471651e+01	8.387670878242202477e+00	9.157856457517739912e+00	5.990293827902879897e+00	-6.650575038586295507e-02	5.209313335974965185e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.417881225022069813e+00	8.864775983533245807e+00	1.645079086921703571e+00	3.689181539557643053e+00	3.580478822740027933e+00	9.438636017073189777e+00	-2.459843238195722961e+02	4.571045782460038787e+00	9.474025064718944122e+00	6.601436786424430991e+00	-1.974464723574720915e-01	3.859700234724838879e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.450640735110551471e+00	9.741282633874799757e+00	5.537480923913141062e+00	1.783927877076229684e+00	2.967902929808550194e+00	9.272305431323657032e+00	-2.727351198193816231e+02	3.956301545302292055e+00	5.643648097584219592e+00	3.306990506999078150e+00	-3.478804442207076852e-01	2.270677801227115822e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.462492843321197000e+00	7.889706334582442082e+00	8.229206012208855725e+00	6.282145280748426153e+00	7.805878168705821629e+00	5.520210685623855085e+00	-1.225993396759394329e+02	5.402624808689633795e+00	7.075136388210834681e+00	9.456896681913438130e+00	-2.179835795120013686e-01	3.046930208525638477e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.161845152203873965e+00	4.663322316402930490e+00	5.207059574500045862e+00	6.538976710031692008e+00	3.234139337892790511e+00	4.026611652793880225e+00	-5.383324614312437006e+01	6.107099084295422919e+00	8.076038856164014845e+00	2.562010810666171867e+00	-4.202520913083458015e-02	2.350524240152867037e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.499263874394268559e+00	4.868376032374882811e+00	1.454659661252169389e+00	6.812264909210068886e+00	8.738703766802705886e+00	7.701154418178960626e+00	-1.002945751897318445e+02	3.163138873951881536e+00	2.150190982163457054e+00	9.732167287213346896e+00	-8.202449467383566839e-01	3.039424455414879489e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.966270778003972985e+00	7.595441619677371747e+00	8.010387662274585097e+00	3.455246432113339150e+00	2.000584193019983026e+00	1.346973169692521344e+00	-2.869776020940094696e+01	8.150026310007177699e+00	6.390404044315619814e+00	1.100854538829174833e+00	-4.866245563421667947e-02	4.009281316961436801e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.261543166548273476e+00	3.240944050016940192e+00	2.851647459076080970e+00	1.154755300226337544e+00	2.106851376846301971e+00	5.256674298406731616e+00	-4.849237813046909906e+01	5.454113658600598491e+00	1.348181957582833101e+00	5.323851384348366800e+00	-1.076205639502827793e+01	2.249737405977093729e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.331871020396524941e+00	2.056213947163088029e+00	3.365716306295905902e+00	9.692728159851599301e+00	9.749025963656551497e+00	4.020141760399756237e+00	-1.422460256107807375e+01	4.140976984830700758e+00	5.402275788696149661e+00	3.886747352229472874e+00	-7.254969410321621126e-02	4.566326227899132562e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.576744840547372517e+00	4.155643782112716345e+00	2.447394836773156168e+00	3.149227068536326613e+00	7.088800484633427601e+00	9.332424370620024945e+00	-1.113710254047912116e+02	1.892692670845458780e+00	2.348705984065242891e+00	5.094431940535555370e+00	-9.703143274129765183e-01	2.170904546559635406e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.853723131044031192e+00	3.525516135862958311e+00	3.942950966707811755e+00	7.152991121456950374e+00	8.657999204102852175e+00	1.106024833793646911e+00	-3.780251012939052746e+00	3.157619518910650402e+00	2.606902091096098051e+00	6.174150800837980846e+00	-3.614039669839780311e-01	3.210176860480186889e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.866459424026486680e+00	3.656005828533134938e+00	7.786721783890425463e+00	7.371777451731743369e+00	3.955324743317891301e+00	5.944705500763337369e+00	-6.151898879624272354e+01	9.551446836967709686e+00	4.288397463091573769e+00	4.982159413403423720e+00	-1.571051291103037206e-01	1.488858808081274105e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.722983449922843135e+00	3.096648105309093069e+00	5.663041598297002821e+00	6.483602223199111059e+00	7.073574047029405065e+00	7.732671826426177120e+00	-6.579862578504489079e+01	3.745124836303954652e+00	4.873508918425175196e+00	4.813574984019609815e+00	-1.556420879310026761e-01	5.650589365266156250e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.004873998220392028e+00	1.398095403603718312e+00	2.739408203474419601e+00	3.877468864398535331e+00	6.362040800773027804e+00	5.375124801244060002e+00	-1.807484275698712395e+01	2.460721534797599919e+00	6.591815230589306296e+00	7.528672386114533488e+00	-3.423936566161348005e-01	2.194274735084644590e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.356218391244256694e+00	1.117665097364674676e+00	8.890453106587752785e+00	3.507397961122327601e+00	6.392933222544305849e+00	1.736957974275709971e+00	-1.759991021895933150e+00	5.096161600886986776e+00	1.634343687573925230e+00	7.220649672999889468e+00	-1.649822024085375594e+00	1.146424166427196312e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.376157546818160604e+00	9.931024619297708966e+00	9.014738215706705304e+00	6.441516844779981987e+00	7.234017714877571059e+00	9.778428032785541291e+00	-2.810379737256976682e+02	3.776867225322407151e+00	5.476029212538579216e+00	8.579005489130000939e+00	-2.603961449194643341e-01	2.065114167041774351e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.524299219031067132e+00	4.864718812938723325e+00	8.785733490551114855e+00	8.781484980296887954e+00	6.240556818896794589e+00	5.715376674251301026e+00	-7.627109639963664733e+01	1.265008290003519331e+00	2.676162537613738124e+00	3.169245404166886271e+00	-1.571560732515547287e-01	1.865682393477732859e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.820857724503654573e+00	4.440003107278456262e+00	3.116947417039666490e+00	9.466281606413803118e+00	4.920549414291017776e+00	6.472393437797032689e+00	-8.291979070342932800e+01	3.916971004176349247e+00	6.147733328475352366e+00	6.476548045943246734e+00	-1.052629641160885698e-01	1.093011176494016752e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.746379174062757222e+00	7.077213609360909707e+00	4.995798857131822146e+00	2.006686350217120385e+00	3.526559331246516216e+00	3.118490776689326616e+00	-6.251302676353568444e+01	5.883598493908484883e+00	6.769705390901280317e+00	6.247207602522699688e+00	-5.131519456819320091e-01	2.798489750727219416e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.210725090612521981e+00	2.953999550438385135e+00	9.898708358405372110e+00	2.319561988174204448e+00	7.945541582412658954e+00	5.337949275430815987e+00	-4.002350629724342213e+01	5.973117227649866301e+00	5.951007564117561266e+00	4.373651061680598140e+00	-3.201362044886588709e-01	1.085292923099547551e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.982404466870826942e+00	9.504205171065969182e+00	8.014548655394706955e+00	9.608038647847729763e+00	2.968672093762515729e+00	4.887158719852823907e+00	-1.360318126662219527e+02	4.157172845926174531e+00	7.609126774077120459e+00	5.245760472461959978e+00	-7.428479349971053858e-02	3.088568017665170942e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.782810933352418914e+00	8.080356165612577968e+00	1.309679828084594044e+00	7.630332780500043377e+00	7.265684348408597337e+00	1.708735696751727984e+00	-3.331121204861145202e+01	5.034290789647518416e+00	4.008669072283966628e+00	3.921710034051642424e+00	-1.274820425736789553e-01	1.625906146903512877e+02
