G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	m1	m2	d2	d1	Fg	Fc	W	p
1.000000000000000000e+00	1.000000000000000000e+00	2.648049757900934331e+00	1.177693533706964724e+00	1.760701464742315592e+00	3.280271059934195765e+00	2.822344922007589574e+00	5.598281111299599822e+00	9.509039659256920629e+00	2.370007184701528047e+00	5.388731011443798735e+00	-5.833006107401468299e+00	3.463769470864545497e+01	6.611783344376672744e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.754682384962530151e+00	8.805521369210746130e+00	5.141474616773870743e+00	2.824894175879749447e+00	9.385379358910011405e+00	2.849077033084713939e+00	5.542317458794256524e+00	-6.722071344312983143e+00	8.915025705497329866e+00	-1.925419326788617713e+00	-3.392749122178324228e+02	-8.041191180223228230e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.032586939438814966e+00	5.644645946934064185e+00	5.449850865635052166e+00	5.364214279767960392e+00	7.229421245929736450e+00	8.287045892436776029e+00	9.559007685225370921e+00	6.106547145493281814e-01	5.724857604053704918e+00	-2.192934887158982882e+00	3.536298424759904435e+01	1.137001548519380236e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.393345943628519379e+00	9.497108473018034402e+00	2.489669447891140752e+00	3.444551850445397800e+00	8.369141586178459491e+00	2.757959876437769964e+00	5.864587164010614195e+00	-6.250749394922340052e+00	9.312619885139811871e+00	-1.361308301676853461e+00	-6.822605270847922156e+02	-8.881939353879726013e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.152965224971548963e+00	8.202579914929035709e+00	9.414391674862057968e+00	3.619041010669717284e+00	5.972778434983721851e+00	1.936780865275085972e+00	4.672831048934023457e+00	-5.482384402395692469e+00	5.362399272047790433e+00	1.169423374119454628e+01	-1.120344975375166996e+02	-6.275805824144794087e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.468004719895274590e+00	1.003158656461046050e+01	8.685496272954305041e+00	6.932317542273688460e+00	8.106226032434657114e+00	5.004746335099318877e+00	8.607013692408555627e+00	-2.730777555943372015e+00	5.478535614897463546e+00	2.399364724455219200e+00	-1.103267301114520649e+02	-6.392090211518031992e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.249492903947912126e+00	4.132082223558183998e+00	7.139256998411909194e+00	9.748256408694860653e+00	1.212850720323431997e+00	6.975550718689744301e+00	5.402464950332928062e+00	2.262175745300788243e+00	2.101429217747976530e+00	-9.467468745833178545e-01	3.246092501453433243e+01	1.599591428798713366e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.800372778053814127e+00	7.865041656140646431e+00	5.199995375896760308e+00	6.435210840771276253e+00	8.185916319412063658e+00	4.867445502371914756e+00	5.183657116473365356e+00	-1.837640689790731585e+00	8.180241105428248005e+00	2.424090102051284834e+00	-3.338005627671441289e+01	-6.746556161227225346e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.856440004462337701e+00	4.617742493582222885e+00	4.662397941625353148e+00	1.636090262853497013e+00	1.424257952547813399e+00	3.425708896757346800e+00	5.474853974386950206e+00	1.629901956199488966e+00	3.266206708709440409e+00	1.654056813602103659e+00	1.473154905303897255e+00	1.097393160202265072e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.473774963381848213e+00	5.366401036838130523e+00	6.799019918754662051e+00	1.580015376882296652e+00	9.005208602500154313e+00	6.043301343306842099e+00	8.573879592674183314e+00	-2.123832622108484891e+00	9.078612672894882607e+00	1.668940100781422409e+00	-8.041654357550086729e+00	-2.384099794885090873e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.909747406745462950e+00	6.634673122801581613e+00	5.856267201776757858e+00	9.533214725779878052e+00	9.889090421974721323e+00	4.029861499151103033e+00	8.467314251078395415e+00	-5.975699636989214802e+00	9.235590047180558315e+00	4.642077597501750752e+00	-3.769834068163637539e+02	-1.344000579839314696e+03
1.000000000000000000e+00	1.000000000000000000e+00	4.542170196910920943e+00	8.907698588556314689e+00	1.671073851193551896e+00	3.668329871221715166e+00	3.591746876852718540e+00	9.429573317594430293e+00	4.531101785390395875e+00	1.414038568413530816e+00	9.470092385329543561e+00	-3.216152463381026116e+00	5.467272023667410963e+01	2.880250051181175408e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.604358922288723566e+00	9.800768738359659338e+00	5.594449959356037283e+00	1.896482905815875641e+00	2.841169067248355606e+00	9.186680593617611024e+00	4.047784859556458059e+00	1.375898880440024286e+00	5.700945682501429523e+00	2.625659871561650149e+00	4.469760231664591466e+00	8.938186922551178526e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.464329163141014689e+00	7.905479164533549152e+00	8.221043700873250870e+00	6.385955333635036979e+00	7.851234513314490293e+00	5.584559982191406036e+00	5.490358917134136263e+00	-1.176177982208195028e+00	7.066149377388335040e+00	-3.528070054620918228e+01	-6.079045542163689930e+01	-1.992068060453121632e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.176539061876004766e+00	4.756000480964634569e+00	5.124410580607577259e+00	6.602197980198941885e+00	3.215842745367872180e+00	3.933306890531499178e+00	6.200960888977210317e+00	5.294187380501482743e-01	7.980307331683317962e+00	8.658134607602940847e+00	8.747281149757055729e+00	3.940204391796063987e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.537742485137907789e+00	4.860439002639422412e+00	1.450110697086203437e+00	6.857413410760013761e+00	8.716277112165668584e+00	7.641137066812714096e+00	3.057708743578235744e+00	-2.395676256367119672e-01	2.095472081004808640e+00	-1.055096685247709276e+00	-3.334792578804312058e+01	-5.848801533257635299e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.897608911204781812e+00	7.649791345523968111e+00	8.163063980154326771e+00	3.392001487413559335e+00	1.868914365189235038e+00	1.289359435735067283e+00	8.178623438174993154e+00	-1.830543891522996125e+00	6.435966384402645346e+00	2.918393093222638068e+00	-8.296986591835313618e+00	-1.778207912099874477e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.239928470972118113e+00	3.246131321796804414e+00	2.756258128045272038e+00	1.179873841419932790e+00	2.151211864807287100e+00	5.168764466143613845e+00	5.287355308414835697e+00	1.594175938642363954e+00	1.328453112331909436e+00	2.429308358923707001e+00	2.239308830484052493e+00	6.716630146046878025e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.243674943202886851e+00	1.919293215607418723e+00	3.392778515123616501e+00	9.792287089773145325e+00	9.815092384297242845e+00	4.094648160439353646e+00	4.009567204484462799e+00	-2.891876367085310928e+00	5.500872486440833597e+00	-1.116967246501000322e+00	-6.774330151053467262e+02	-6.536532418358690393e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.603063728800156795e+00	4.198827010996507347e+00	2.489098680117780571e+00	3.376632854747871448e+00	7.094827291332105546e+00	9.358101958167662104e+00	1.972544708264709623e+00	2.299202311089279249e-01	2.408290459165508768e+00	2.939207543491079377e+00	2.782106285284390967e+00	1.314938659550815458e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.845961680751480927e+00	3.595131112325721467e+00	4.038583378006294744e+00	7.089489763472264450e+00	8.618369889434850606e+00	1.088743997107752381e+00	3.166479723276948377e+00	-1.068205365733615864e+01	2.605591997924433301e+00	-4.340908406548005805e-01	-1.622735057280603314e+03	-2.088969570412579742e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.991241470109599732e+00	3.701269830355023327e+00	7.898150258721226891e+00	7.377906078495598763e+00	3.847790257599071673e+00	6.011648530059651385e+00	9.572613598787793165e+00	1.637282841647764053e+00	4.337020020874940762e+00	-3.072423692520847283e+01	4.762119285849462358e+01	3.625405962391998287e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.693462097315979964e+00	3.057221279955958604e+00	5.679154969854589119e+00	6.575536159293613458e+00	7.115285689514352363e+00	7.644527221508854886e+00	3.745460169676175788e+00	1.417471310178396171e-01	4.944962173774546166e+00	1.681860856180264374e+00	2.529663390384893962e+00	1.020759694770216441e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.098581270685260680e+00	1.472547083327137463e+00	2.826534755364404017e+00	3.808048542698367456e+00	6.293451548391551853e+00	5.380988963299713213e+00	2.412981760615330984e+00	-2.317226120744393103e-01	6.566449411986400087e+00	3.677630109883744502e+00	-2.612527498189866737e+00	5.396168565454992905e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.230258211869593055e+00	1.161586614254955130e+00	8.904124864485510216e+00	3.476633500532666954e+00	6.463571824163395263e+00	1.810275015959837530e+00	5.175164523222998803e+00	-6.776432766200840341e+00	1.698278297965976513e+00	2.969568464689109177e+00	-1.405166048628918531e+02	-7.839845362783838709e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.268011454345915112e+00	9.829026251186153473e+00	8.911003783734518180e+00	6.317564060449679886e+00	7.079285084846995701e+00	9.782605470349926335e+00	3.769099357703589170e+00	5.141957218845554234e-01	5.579962065318937903e+00	3.579129080861127576e+00	1.967339255401506293e+01	4.007733733914189855e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.534058238681693886e+00	4.849066704824933183e+00	8.743713916262597863e+00	8.778033809920801289e+00	6.140786066313741465e+00	5.735661892136086237e+00	1.267332723143414164e+00	-5.329691642561346088e-02	2.618516643765386398e+00	2.078089425287586334e+00	-2.790476784983054515e+00	-3.524523289574748031e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.956959077525055157e+00	4.441518156744161949e+00	3.234888456389366507e+00	9.583188384598843257e+00	4.841876505612071391e+00	6.556142929943580278e+00	3.822935199972325115e+00	5.095668753094307890e-01	6.149964320464156309e+00	-1.274952721377403231e+00	5.827449465975767140e+01	6.546778046747303392e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.738129230999674979e+00	7.271661245753704428e+00	5.074725492184979814e+00	1.914273614021998027e+00	3.520038728169645026e+00	3.131028812756125213e+00	5.980751431988815092e+00	-3.429361546197050026e-01	6.765170299396227271e+00	1.976516506141741569e+00	-9.560533730231752791e-01	-3.281684631443665179e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.229310281984965059e+00	3.022694987691669777e+00	9.800684625995288002e+00	2.386525618952963335e+00	7.926818458634285136e+00	5.309709951802401129e+00	6.032391384923702304e+00	-1.435797345272421088e+00	5.929711528973699686e+00	1.071283417066178023e+00	-1.207415334042037003e+01	-5.123348425367163372e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.029477296956847976e+00	9.552413398563855296e+00	7.833950856854195344e+00	9.417408451830016958e+00	3.037541331597493954e+00	4.836093761599139285e+00	4.247432816698918145e+00	7.976701087127894274e-01	7.586518232584393395e+00	1.315448620034151528e+00	6.693283356631210879e+00	2.958635256828400273e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.799299557930613247e+00	8.070879030496081796e+00	1.115984871226718633e+00	7.737396828035508989e+00	7.333900156347169741e+00	1.718503460978358488e+00	4.988935585708518694e+00	-8.333969045399253872e+00	3.967615995554230501e+00	-5.401866727029359661e-01	-3.241316423694053810e+03	-2.278096318620725469e+03
