G c dx1dt d2x1dt2 dx2dt d2x2dt2 m1 m2 d2 d1 Fg Fc W p
1.00000000e+00 1.00000000e+00 3.62106226e+00 1.30551381e+00 6.97410718e+00 8.05383858e+00 3.06994379e+00 8.72141423e+00 1.80525811e+00 5.84903007e-01 7.72886642e+00 2.30502920e+00 7.50869690e+00 8.01730986e+00
1.00000000e+00 1.00000000e+00 6.50667605e+00 7.27678241e+00 9.67054991e+00 3.57182492e+00 4.70173575e+00 7.00234703e+00 4.76185677e+00 7.82250676e-01 5.95621490e+00 1.88257028e+00 8.83898387e+00 3.47770273e+01
1.00000000e+00 1.00000000e+00 2.25544475e+00 3.67614107e+00 6.04151365e+00 4.89490192e+00 3.16478427e+00 4.91856691e+00 8.67956319e+00 1.54740878e+00 8.35114033e+00 2.20575498e+00 8.94910479e+00 5.80539503e+01
1.00000000e+00 1.00000000e+00 3.62930184e+00 9.31956576e+00 9.43140216e+00 7.16899495e+00 7.05145459e+00 9.57808103e+00 8.70538260e+00 1.14820755e+00 9.63632933e+00 1.66083466e+00 2.23359387e+01 1.10277831e+02
1.00000000e+00 1.00000000e+00 4.29725659e+00 9.73952421e+00 1.47032091e+00 3.99210541e+00 8.43458216e+00 7.47320681e+00 1.89313898e+00 -1.21769490e-01 8.13396229e+00 -2.87730717e+00 -1.19834871e+01 -2.09685319e+00
1.00000000e+00 1.00000000e+00 5.10462986e+00 9.49839840e+00 4.76913987e+00 1.50927091e+00 7.05782918e+00 9.37148683e+00 1.81648794e+00 2.24229693e-01 6.43422771e+00 -1.91785984e+01 2.55655807e+00 1.34805856e+00
1.00000000e+00 1.00000000e+00 8.06658365e+00 5.26792795e+00 3.34142012e+00 4.36528942e+00 8.41915403e+00 5.74829176e+00 3.36425929e+00 -7.81577691e-01 5.44007429e+00 -1.15129863e+00 -6.93445304e+01 -5.50226111e+01
1.00000000e+00 1.00000000e+00 2.79706404e+00 8.75838386e+00 7.57738868e+00 9.50003724e+00 4.57292946e+00 3.33013847e+00 8.87289456e+00 -1.65565989e+00 1.36062178e+00 2.84629576e-01 -2.65505659e+01 -2.25872289e+02
1.00000000e+00 1.00000000e+00 5.62810995e+00 8.60094459e+00 9.83167381e+00 6.77560958e+00 2.40685274e+00 1.47544018e+00 2.16012327e+00 -6.81818880e-01 9.85889781e+00 2.34536648e+00 -6.36505303e+00 -3.48192749e+01
1.00000000e+00 1.00000000e+00 6.33173112e+00 3.87190426e+00 3.30877056e+00 7.04331234e+00 7.64155853e+00 7.53476366e+00 7.47997122e+00 -5.30091281e-02 4.45133010e+00 -1.47250684e+00 -5.45965705e+00 -8.90359517e+00
1.00000000e+00 1.00000000e+00 1.41805371e+00 8.46023927e+00 6.88757141e+00 6.69053938e+00 4.24427055e+00 2.09172698e+00 1.91049058e+00 -9.83018872e-01 2.37005393e+00 4.33320460e-01 -5.74715107e+00 -1.19357202e+01
1.00000000e+00 1.00000000e+00 6.46790367e+00 1.33306871e+00 2.78287869e+00 2.79092925e+00 7.04143743e+00 3.72497615e+00 6.60824068e+00 -2.94176035e+00 7.00037970e+00 -1.89968311e+00 -1.34365171e+02 -2.29506917e+02
1.00000000e+00 1.00000000e+00 2.53471711e+00 6.36642891e+00 6.08797229e+00 4.76500478e+00 3.43579548e+00 5.79223817e+00 4.20460569e+00 8.55274945e-01 3.55859460e+00 1.00150269e+00 5.82979419e+00 1.61711906e+01
1.00000000e+00 1.00000000e+00 1.58546434e+00 3.07007954e+00 5.17539238e+00 7.75845819e+00 1.73106671e+00 6.07974929e+00 8.10022567e+00 2.89693773e+00 6.27200444e+00 1.74711146e+00 1.19190484e+01 6.39713591e+01
1.00000000e+00 1.00000000e+00 9.53996984e+00 2.08510197e+00 9.74804797e+00 1.91235608e+00 9.93323616e+00 6.40524877e+00 3.10321404e+00 -8.54619420e-01 6.28091117e+00 3.01853497e+01 -1.58877217e+01 -2.94157029e+01
1.00000000e+00 1.00000000e+00 9.69068830e+00 1.69257881e+00 6.47674545e+00 3.50067498e+00 2.40581357e+00 2.49629797e+00 6.75281646e+00 1.22386142e-01 5.01156839e+00 -1.55932094e+00 1.54221102e+00 1.37594917e+01
1.00000000e+00 1.00000000e+00 8.27557613e+00 7.26659898e+00 4.14555735e+00 3.48687198e+00 9.89578895e+00 4.41763664e+00 3.12114281e+00 -1.93520847e+00 8.52506754e+00 -2.06417161e+00 -1.33299798e+02 -1.20498732e+02
1.00000000e+00 1.00000000e+00 3.74152392e+00 4.05887467e+00 2.02686206e+00 4.88817035e+00 9.79551939e+00 6.55474804e+00 7.42294255e+00 -1.83501024e+00 3.38470355e+00 -1.97397728e+00 -1.62194687e+02 -1.49249216e+02
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 2.36122146e+00 9.82331867e+00 8.14436294e+00 9.72836978e+00 8.86310231e+00 7.21560501e-01 5.03769332e+00 1.04479082e+01 4.59398415e+01 5.37924118e+01
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 1.60752292e+00 6.93480666e+00 7.54868024e+00 2.14121619e+00 8.70639641e-02 5.83922916e+00 -1.41377312e+00 2.29452538e+00 1.02710525e+00
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 5.66830895e+00 6.20026345e+00 9.30343381e+00 8.79936120e+00 1.46751820e+00 6.97262249e+00 -4.09510491e+00 7.85243967e+01 1.45232846e+02
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 2.61428214e+00 8.79491391e+00 7.85990852e+00 6.34217729e+00 -3.77228939e-01 8.05574665e+00 1.22853446e+00 -2.10267120e+00 -6.93049306e+00
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 9.73608891e+00 3.60495569e+00 6.32545272e+00 2.14399442e+00 4.61052410e-01 4.55326555e+00 7.66010549e+00 1.45924676e+01 1.90639459e+01
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 2.01973154e+00 5.20913091e+00 2.72821032e+00 4.84787670e+00 -2.20422836e+00 6.81442250e+00 1.54837291e+00 -5.31795172e+00 -1.85479717e+01
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 4.63240902e+00 6.57450972e+00 7.00017087e+00 2.44774264e+00 7.44202499e-02 2.35549858e+00 -3.29395960e-01 1.02392350e+01 3.75339179e+00
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 7.64096486e+00 4.70071428e+00 6.61041609e+00 7.30313100e+00 1.05491109e+00 9.39383290e+00 1.73566535e+00 1.44301351e+01 8.14418032e+01
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 7.34098985e+00 4.84737809e+00 6.42222253e+00 7.82981321e+00 9.60005496e-01 4.44752926e+00 8.19627418e+00 3.16915323e+01 1.65255466e+02
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 4.80455773e+00 3.97256201e+00 5.40807281e+00 1.95216868e+00 2.59090376e-01 7.56569280e+00 -3.44461229e+00 1.16954113e+01 3.91616311e+00
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 4.11871751e+00 6.07808635e+00 5.75790944e+00 5.55525867e+00 -1.54454112e-01 1.18306974e+00 7.00081163e-01 -2.98006408e+00 -1.03091527e+01
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 4.57851141e+00 8.65517075e+00 4.00998274e+00 8.33162550e+00 -4.82570242e+00 2.84668429e+00 -9.97137679e+01 -1.92158563e+02 -7.44783870e+02
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 3.37848637e+00 2.81375540e+00 5.67381423e+00 9.42546737e+00 2.37559692e+00 5.38374290e+00 -5.80043459e+00 3.46603792e+01 6.68012373e+01
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 2.84799645e+00 9.40989735e+00 2.77800315e+00 5.62166080e+00 -6.71026230e+00 8.90427221e+00 -1.93505685e+00 -3.41303576e+02 -8.06762145e+02
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 5.34735728e+00 7.20178888e+00 8.24656958e+00 9.55251301e+00 6.05117138e-01 5.74529635e+00 -2.19795439e+00 3.46630222e+01 1.14934425e+02
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 3.41680380e+00 8.40945891e+00 2.67199259e+00 5.82120073e+00 -6.24981957e+00 9.36883434e+00 -1.34541652e+00 -6.81391444e+02 -8.91980912e+02
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 3.58715498e+00 6.00571623e+00 1.76469661e+00 4.54771445e+00 -5.46466348e+00 5.35417207e+00 1.16944897e+01 -1.12060660e+02 -6.23794282e+02
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 6.91080457e+00 8.01565031e+00 4.92621424e+00 8.63382816e+00 -2.70731833e+00 5.41404187e+00 2.38642972e+00 -1.10636202e+02 -6.38423384e+02
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 9.71683599e+00 1.14580358e+00 6.92476696e+00 5.43684439e+00 2.26861964e+00 2.07772110e+00 -9.13016282e-01 3.34442911e+01 1.58188923e+02
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 6.43273481e+00 8.36542382e+00 4.93945142e+00 5.24712260e+00 -1.81968559e+00 8.22390620e+00 2.44451546e+00 -3.40867511e+01 -6.93747235e+01
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.69281520e+00 1.36124973e+00 3.49078719e+00 5.41281240e+00 1.65102972e+00 3.22268871e+00 1.65943126e+00 2.23446878e+00 1.17304570e+01
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.68025252e+00 9.00922039e+00 6.02354066e+00 8.62106502e+00 -2.13659545e+00 9.09651240e+00 1.66855960e+00 -6.63508600e+00 -2.60984314e+01
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 9.92766473e+00 4.12302102e+00 8.48747388e+00 -5.97459503e+00 9.19741798e+00 4.64301766e+00 -3.77054281e+02 -1.34583085e+03
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 3.64660716e+00 9.39580921e+00 4.63167993e+00 1.41703940e+00 9.48979101e+00 -3.23041577e+00 5.47492007e+01 3.03396337e+01
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 2.89286701e+00 9.30380626e+00 3.99969874e+00 1.37802878e+00 5.68207440e+00 2.61800593e+00 4.47071154e+00 8.22850125e+00
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 7.88827027e+00 5.52134638e+00 5.42735222e+00 -1.16331496e+00 7.09384406e+00 -3.52918738e+01 -6.00786331e+01 -2.00792386e+02
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 3.27723707e+00 3.95095595e+00 6.15495259e+00 5.24772714e-01 8.00664292e+00 8.68042668e+00 9.32921046e+00 4.07778731e+01
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 8.79006145e+00 7.63419173e+00 3.14503490e+00 -2.38090078e-01 2.17913157e+00 -1.05741950e+00 -3.43984184e+01 -9.66693364e+00
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 1.92558333e+00 1.33041649e+00 8.14559576e+00 -1.82198150e+00 6.40861475e+00 2.92331932e+00 -8.70760164e+00 -1.75938318e+02
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 2.13359677e+00 5.27292105e+00 5.37834489e+00 1.60104509e+00 1.30868111e+00 2.40585834e+00 3.12996208e+00 6.39191941e+00
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 9.81236400e+00 4.02691055e+00 4.00640994e+00 -2.87800013e+00 5.47809475e+00 -1.11976436e+00 -6.75617074e+02 -6.50836891e+02
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 7.06455008e+00 9.28482297e+00 1.96138894e+00 2.34512746e-01 2.39358413e+00 2.94993843e+00 3.63335403e+00 1.08201830e+00
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 8.62198502e+00 1.10802725e+00 3.14960644e+00 -1.06793447e+01 2.64630633e+00 -4.47764020e-01 -1.62288149e+03 -2.08656494e+03
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 3.91896440e+00 5.97533388e+00 9.54353055e+00 1.64216974e+00 4.28542810e+00 -3.07332716e+01 4.82094702e+01 3.63203411e+02
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 7.08835375e+00 7.66597223e+00 3.74589718e+00 1.41123617e-01 4.89193450e+00 1.69503844e+00 3.19029036e+00 4.59612893e+00
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 6.34817645e+00 5.36516189e+00 2.51973360e+00 -2.30835049e-01 6.60855182e+00 3.68321950e+00 -2.06406676e+00 -1.26274834e+00
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 6.42835108e+00 1.76862727e+00 5.14605512e+00 -6.77904157e+00 1.66985577e+00 2.97488450e+00 -1.40448920e+02 -7.84787407e+02
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 7.14279214e+00 9.75215251e+00 3.76378969e+00 5.03534151e-01 5.53322585e+00 3.55944196e+00 1.89429674e+01 3.76268771e+01
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 6.17823256e+00 5.66209388e+00 1.31643325e+00 -6.00009581e-02 2.64362617e+00 2.07482965e+00 -2.79008654e+00 -2.74075057e+00
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 4.86156132e+00 6.52767620e+00 3.90830696e+00 4.98775380e-01 6.16577658e+00 -1.28660951e+00 5.82168363e+01 6.29126757e+01
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 3.48330425e+00 3.12948804e+00 5.89697762e+00 -3.33352646e-01 6.73664151e+00 1.98442804e+00 -7.46726553e-01 -3.37020061e+00
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 7.91723198e+00 5.35148277e+00 5.96541135e+00 -1.43004753e+00 6.01038331e+00 1.06591359e+00 -1.16092925e+01 -5.14885051e+01
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 3.03645187e+00 4.86234543e+00 4.20903029e+00 7.90281296e-01 7.64465959e+00 1.29454415e+00 5.86081740e+00 2.48223712e+01
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 7.23118876e+00 1.67406258e+00 5.02572481e+00 -8.34156000e+00 4.02048320e+00 -5.34395400e-01 -3.24200754e+03 -2.27700411e+03
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 3.09999540e+00 1.95544318e+00 9.68966126e+00 -2.83575699e+00 7.88595932e+00 -1.57001944e+00 -3.27606070e+02 -9.96403391e+02
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 6.62797153e+00 8.53725268e+00 4.39613630e+00 4.91578524e-01 4.89490374e+00 4.08828452e+00 7.07167728e+00 1.06093112e+01
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 7.72370440e+00 3.15837957e+00 3.32404132e+00 -2.40239149e+00 5.35766048e+00 7.03940476e-01 -1.99745299e+01 -5.60292273e+01
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 2.96842500e+00 2.75462444e+00 3.19120340e+00 -1.23842846e-01 6.83291915e+00 3.33398465e+00 -1.74562066e+00 -5.69256114e+00
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 1.53948971e+00 5.54420306e+00 5.11988151e+00 1.84910777e+00 1.16522546e+00 7.49986130e-01 1.45243690e+01 5.75311159e+01
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 2.17876369e+00 7.91872418e+00 7.83568134e+00 2.83988306e+00 6.88594799e+00 -1.22587008e+00 1.12243782e+02 1.69783789e+02
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 6.45397271e+00 1.55751867e+00 2.85389366e+00 -4.48596842e+00 6.56726634e+00 3.79602652e+01 -3.21385951e+01 -7.91213183e+01
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 8.64501766e+00 6.19127128e+00 7.38366514e+00 -1.46316005e+00 3.78862405e+00 -6.46538060e+00 -8.45226364e+01 -3.53299991e+02
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 1.40497139e+00 2.07289399e+00 1.19034841e+00 1.91775509e-01 1.77214856e+00 -2.14505771e+00 1.04813809e+00 1.58698697e+00
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 7.60736133e+00 1.32814946e+00 4.77039680e+00 -1.12767174e+01 1.81841905e+00 3.07989541e-01 -1.12765067e+02 -4.80441119e+02
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 4.07186781e+00 1.47469557e+00 7.98278559e+00 -7.02947428e+00 9.30901372e+00 4.11705279e+00 -2.10999066e+02 -2.93967541e+03
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 5.30675533e+00 8.50747697e+00 4.04859660e+00 7.61590705e-01 7.20351389e+00 -1.43691871e+00 5.13820112e+01 4.26749563e+01
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 9.35973595e+00 2.06175235e+00 6.07363391e+00 -1.07494192e+01 2.14392352e+00 -6.27744405e+00 -9.12558786e+02 -2.77089671e+03
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 3.98774354e+00 1.40636228e+00 2.84481310e+00 -2.61083055e+00 4.21050852e+00 -9.66940936e-01 -6.21895696e+01 -1.17557166e+02
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 5.18803241e+00 4.94109898e+00 7.67795852e+00 -1.91854542e-01 6.33234695e+00 2.35269469e+00 -4.69712910e+00 -2.89667942e+01
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 1.12314173e+00 8.59594125e+00 1.47051193e+00 6.39187758e-01 8.52014535e+00 1.72561713e+01 6.47039778e+00 6.06805709e+00
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 1.73438848e+00 3.36167539e+00 8.67288380e+00 2.09914234e+00 1.39294836e+00 7.47541508e-01 5.04158364e+00 5.75835619e+01
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 3.32732432e+00 4.79541356e+00 2.78376748e+00 4.26117479e-01 3.12969818e+00 4.50157254e-01 2.28895443e-01 6.41779928e-01
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 1.25067017e+00 1.35930279e+00 8.86958229e+00 3.54419198e-01 9.00774091e+00 3.47425513e+00 9.38482899e-01 1.45550556e+01
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 6.68237793e+00 5.04170663e+00 4.17276317e+00 -6.78949938e-01 1.08248995e+00 1.36111786e-01 -1.15554134e+00 -3.79844027e+00
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 4.83758521e+00 6.19851773e+00 7.50415217e+00 8.23797328e-01 2.81259193e+00 -3.02288205e+00 3.57749101e+01 1.41022109e+02
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 5.93330682e+00 6.13816348e+00 3.87302768e+00 6.46297149e-02 9.63121758e+00 -6.84224656e+00 5.59734582e+00 4.34884366e+00
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 2.57182467e+00 3.99184023e+00 9.15320504e+00 1.62803279e+00 6.52061662e+00 3.86760819e+00 1.57738774e+01 1.59766897e+02
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 3.66338826e+00 3.83979863e+00 2.13973413e+00 4.91524826e-02 3.35504230e+00 -3.26129281e+00 6.75078016e-01 1.56695980e+00
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 6.97442027e+00 1.95961257e+00 2.60667810e+00 -3.33535047e+00 1.60291985e+00 2.63974600e+00 -9.61994265e+01 -1.08086018e+02
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 9.68772451e+00 4.30118489e+00 5.43727113e+00 -3.40465211e+00 1.25372206e+00 3.11780650e-01 -1.33425172e+02 -4.51942336e+02
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 1.45375096e+00 1.89545202e+00 1.73744595e+00 2.02440290e-01 3.20270572e+00 2.36304662e+00 2.71161963e-01 1.28786599e+00
