G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	m1	m2	d2	d1	Fg	Fc	W	p
1.000000000000000000e+00	1.000000000000000000e+00	2.649006688809603105e+00	7.345012717754658915e+00	5.790749576792093123e+00	6.590090368007836652e+00	6.780200377436074177e+00	2.773357482073247837e+00	5.104548477433446863e+00	-3.682677388206796909e+00	5.542776158733324188e+00	1.757647923060133399e+00	-7.486354911922288125e+01	-2.317327606949604331e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.647777766686205680e+00	9.334152245170653117e+00	4.704501957345954999e+00	4.001051120379443660e+00	3.329363842526603445e+00	2.907939327779532679e+00	7.783551269842444498e+00	-5.789666014038908903e-01	8.793934353719766506e+00	4.289435267800523199e+00	-4.384805126776099016e+00	-2.558125334130404127e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.743361419487843733e+00	2.627154911724737474e+00	4.121532965377671331e+00	7.591780441828267278e+00	8.980945971009687057e+00	1.373092710049683696e+00	2.198593504359733330e+00	-6.066462091765283837e+00	3.175200067234204671e+00	8.176836430541857936e+00	-3.746786141057149280e+02	-3.271936691135215369e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.722233684701656387e+00	6.101441831916686098e+00	9.095778387050506453e+00	4.634801574812615677e+00	9.072432515096814143e+00	3.894232670693090981e+00	5.920905201352322678e+00	-3.922132642646481759e+00	1.714239141031310254e+00	5.055383955714137789e-01	-1.035723150951542664e+02	-4.316554634552431367e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.894180744782930859e+00	9.242929115263267548e+00	1.185310854123672986e+00	1.612748690365848336e+00	3.676957491358654462e+00	6.039789553041829073e+00	5.919616126753944663e+00	1.156455284009946460e+00	4.201663577690006868e+00	-1.138923947968626393e+00	2.815364584174423612e+01	2.038812488788163790e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.621020644779410436e+00	1.304859208471634391e+00	6.966796783463580667e+00	8.051640152171465559e+00	3.073206970346877842e+00	8.725203539683224818e+00	1.809736989646199889e+00	5.839694873937517627e-01	7.726338990248539318e+00	2.305586332551961437e+00	7.392673701525511731e+00	8.328979371790257602e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.504576746422732647e+00	7.274248575828696772e+00	9.680531017412809192e+00	3.572348690698197604e+00	4.707384263977086647e+00	7.003129844370703516e+00	4.751088213534051086e+00	7.838006826930511428e-01	5.965633270582530123e+00	1.886817193964642314e+00	8.842517986180073564e+00	3.466167867106147327e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.262513616317438636e+00	3.677503804460518388e+00	6.050577046901822520e+00	4.886160672770053282e+00	3.163283732180992125e+00	4.927365107691124457e+00	8.677314174056220963e+00	1.547429094720037979e+00	8.349765916225580398e+00	2.206483043052622772e+00	8.962514888170257876e+00	5.840236309956896577e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.626641354903261227e+00	9.322206220002698274e+00	9.431765421992796661e+00	7.161169817575535390e+00	7.052447460881377417e+00	9.580602683246739915e+00	8.710548760732317319e+00	1.148846553415726834e+00	9.621292809733164475e+00	1.660088457692509234e+00	2.230376113899402668e+01	1.105966409900556329e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.289610481688938215e+00	9.743460653510574332e+00	1.479503037977942359e+00	3.994064587820899348e+00	8.427423783627851606e+00	7.478219024012722649e+00	1.894632027240270800e+00	-1.200576557462670613e-01	8.132878167971467676e+00	-2.878207524235857573e+00	-1.191163405976767287e+01	-2.111620059005895556e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.101832524972954808e+00	9.504953204099630071e+00	4.768255994465308234e+00	1.504954078090194880e+00	7.058584317777951256e+00	9.372219593965182227e+00	1.809979161905649336e+00	2.215634845774919759e-01	6.434948467310725562e+00	-1.917922834200094329e+01	2.633985701064872398e+00	1.219939244221745600e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.069934047575687330e+00	5.270198473648513904e+00	3.340076093129196178e+00	4.371106253165115696e+00	8.421867220090190287e+00	5.751998577082211739e+00	3.351039959988088679e+00	-7.801319433450971674e-01	5.426095410644907524e+00	-1.153707410631407582e+00	-6.936226307849118200e+01	-5.508736690847668882e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.804598183835611547e+00	8.750730993313927897e+00	7.577700712108843106e+00	9.501256709578253634e+00	4.575740973095392405e+00	3.325767184416147160e+00	8.870904793380653075e+00	-1.655597264620146003e+00	1.367746777866257313e+00	2.846935137879963995e-01	-2.657671255610688377e+01	-2.252718228886997451e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.628711416515850274e+00	8.598309626550477702e+00	9.830984036481428490e+00	6.778894211315714458e+00	2.412656052964121667e+00	1.472925323883144344e+00	2.159733859611475015e+00	-6.813270643255923131e-01	9.855085632238116844e+00	2.346623076351182835e+00	-6.225512115399090440e+00	-3.439687670245409379e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.338865609824294367e+00	3.888276896258488602e+00	3.307582320889692173e+00	7.050948947146500778e+00	7.637338222900480034e+00	7.536680331480508421e+00	7.475162874010680802e+00	-5.394562554659280279e-02	4.453085065850404867e+00	-1.473490607502957017e+00	-5.372817290622092123e+00	-8.875338538709069525e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.410702847676184701e+00	8.464269726605829547e+00	6.893884855913435139e+00	6.688862799100994572e+00	4.241369468743555693e+00	2.093603799471469795e+00	1.911268930514854469e+00	-9.838725288333408647e-01	2.368846886736259538e+00	4.320255115206628194e-01	-5.740414902694386257e+00	-1.207276651544679957e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.465504591168895310e+00	1.346249424262548011e+00	2.783707686764122613e+00	2.787819337784100959e+00	7.051762159763577564e+00	3.727761000035174188e+00	6.610995312273745483e+00	-2.941207717036283142e+00	6.993498182752594161e+00	-1.897251701338523944e+00	-1.345168371902590252e+02	-2.294805420119073460e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.533155252302045302e+00	6.374191927133206370e+00	6.091906366028230657e+00	4.769723633359052251e+00	3.434976649179749764e+00	5.798275123920812568e+00	4.208254080358091009e+00	8.579706971319731590e-01	3.552876656834669244e+00	9.992147684937785490e-01	5.861817818841049466e+00	1.622613656193759013e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.584844308981955940e+00	3.071424722583883771e+00	5.181087303860546278e+00	7.761216378208172451e+00	1.732156283618351944e+00	6.071931641082873199e+00	8.087409990402520066e+00	2.898071960687322424e+00	6.267009848795525251e+00	1.743794907601506683e+00	1.198403432695426041e+01	6.369117043167121039e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.540424984812686304e+00	2.086778744472279623e+00	9.750191396694434687e+00	1.911341990703539606e+00	9.932871159793737803e+00	6.399902747530007652e+00	3.096064618797513379e+00	-8.531887652736555028e-01	6.286710107973529027e+00	3.018350057255731400e+01	-1.614414539477715849e+01	-2.939766574310038294e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.694427723579018163e+00	1.692375309540953054e+00	6.471387949843951937e+00	3.508207464370043827e+00	2.401337917346132222e+00	2.497557446924441482e+00	6.751159379945955941e+00	1.221690874369299462e-01	5.010780339029644814e+00	-1.561791624021775515e+00	1.565658029409305652e+00	1.405749315006713474e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.273168697955439299e+00	7.256931302265111405e+00	4.138087295987579850e+00	3.485723021867978666e+00	9.904632229030905677e+00	4.413662650438821444e+00	3.124255305699262131e+00	-1.935886991894896214e+00	8.522280081159619769e+00	-2.063552146030708467e+00	-1.333385886552399597e+02	-1.209042138107667910e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.742276386210862782e+00	4.058975069676276526e+00	2.027683574820559276e+00	4.888347766004292438e+00	9.792645027900871213e+00	6.573279085929987886e+00	7.425603875183771407e+00	-1.835892928314390549e+00	3.379711490181768863e+00	-1.974555810198648897e+00	-1.622152467479918982e+02	-1.490629467814323448e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.878804810975499118e+00	7.529636111094080597e+00	2.360275842361588161e+00	9.823433556176583537e+00	8.138222674480438457e+00	9.731199110867942537e+00	8.865669178494357539e+00	7.210085148603857519e-01	5.044082359711700825e+00	1.044755584623219313e+01	4.585537166898499351e+01	5.410222006434003816e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.153086037758752624e+00	1.584871179316997170e+00	3.028334915017640849e+00	1.602463612372431401e+00	6.932351501191698517e+00	7.548250502831677977e+00	2.139130480918844057e+00	8.474332427557042247e-02	5.847049950321921763e+00	-1.411923940858616833e+00	2.280730155094178091e+00	9.007846545892979062e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.960757240757966535e+00	3.839904798694006249e+00	3.258611305189540452e+00	5.668728948841164517e+00	6.189360261691257747e+00	9.300605852575849042e+00	8.797578946326687799e+00	1.466698689530000932e+00	6.978950604714031947e+00	-4.096213734797203188e+00	7.865397986223882754e+01	1.456146254778320781e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.097566580236287059e+00	5.860159163620603628e+00	8.669810113466391854e+00	2.621843327225777731e+00	8.791366381108288053e+00	7.857274263091864164e+00	6.338215339337446075e+00	-3.778624098582286650e-01	8.058376923070021292e+00	1.229777617850232208e+00	-2.144227291347813757e+00	-7.086059282663391024e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.455698722975624193e+00	8.111447786036587004e+00	6.043660044153667421e+00	9.738497690545536045e+00	3.599682343963987563e+00	6.325618077105430004e+00	2.148173226711165729e+00	4.608541702077725288e-01	4.554813629508602801e+00	7.662529484927027568e+00	1.468235469218044642e+01	1.916334308917100770e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.309668581992053271e+00	3.866261861876828299e+00	5.699530410124714841e+00	2.019899697989236298e+00	5.212494011586549902e+00	2.728824673084195407e+00	4.842869443913255800e+00	-2.204079418472338681e+00	6.807927768095762389e+00	1.547642077656172566e+00	-5.393014637723212878e+00	-1.861710237596309270e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.184293188583403378e+00	6.627359589842353849e+00	2.034755119052995109e+00	4.631533312974777772e+00	6.570841667719904855e+00	6.997665336102484090e+00	2.452366650602257447e+00	7.482999518354306601e-02	2.354185577557506903e+00	-3.282138567035277621e-01	1.030986906740031372e+01	3.684210709839203624e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.326680114920141484e+00	8.969225894680596056e+00	8.739178765823655937e+00	7.642755967442136367e+00	4.705550101785274109e+00	6.608917527498208599e+00	7.304261675794943010e+00	1.054894217089785258e+00	9.390180173178732659e+00	1.735277500763858338e+00	1.443028924677170011e+01	8.130269595839355645e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.969588885383549481e+00	6.535605541267059948e+00	7.507073946638051609e+00	7.345048618244814698e+00	4.854995559453581855e+00	6.429597517692210218e+00	7.829568177967103360e+00	9.593481832911601170e-01	4.437778587259569640e+00	8.197756331382594297e+00	3.172430296562876251e+01	1.654128887355221877e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.799070089488721713e+00	3.091625934967685119e+00	1.612239258586243285e+00	4.807855768518073170e+00	3.976817031359952903e+00	5.415668453993440323e+00	1.948596320194744935e+00	2.568708284319887181e-01	7.571338823601803547e+00	-3.447132785171892699e+00	1.169607721031244552e+01	4.107439902190528791e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.676710077007673938e+00	1.227503683027489911e+00	7.377606258661209893e+00	4.116921000910968687e+00	6.076913141211639946e+00	5.759292143881515003e+00	5.547884821099766661e+00	-1.551044897733192818e-01	1.179353078764575402e+00	6.974419430155941457e-01	-2.920333958054835755e+00	-1.032367012748440516e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.935438532087236041e+00	8.825796928704855659e+00	5.883521584235315238e+00	4.580269574701635982e+00	8.655939393311928853e+00	4.002624347169597030e+00	8.328102411778106173e+00	-4.826801760894896098e+00	2.853072217036239699e+00	-9.971439545022059292e+01	-1.923975844169340803e+02	-7.450903364052555844e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.658072170068312534e+00	1.192128212331211579e+00	1.732454107764746176e+00	3.381084464002559908e+00	2.805448886478007609e+00	5.676768555464707156e+00	9.423672205383549993e+00	2.376123801485061637e+00	5.388452603404073393e+00	-5.801860327260634165e+00	3.452820494184156530e+01	6.689209097616138422e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.718934711417459127e+00	8.869517512803295034e+00	5.127073240263238851e+00	2.842544125401413435e+00	9.409168660727365463e+00	2.786530223871318324e+00	5.608773829988186854e+00	-6.709234364203920720e+00	8.907245827524720383e+00	-1.935885594369281870e+00	-3.412647491775070421e+02	-8.066670448186908970e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.980170625082512181e+00	5.766992424811944851e+00	5.366520811495772314e+00	5.348267975078200287e+00	7.197102116490607493e+00	8.254084446237477835e+00	9.551439441461239355e+00	6.061781785472500905e-01	5.748569969485826547e+00	-2.198306486403548199e+00	3.447278530016139086e+01	1.148855886596820284e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.444248455563050371e+00	9.458903490064905384e+00	2.504082324076251087e+00	3.405103850645364805e+00	8.413240869625875362e+00	2.676021782720868991e+00	5.826229030310686952e+00	-6.248963846258270394e+00	9.365547742081959726e+00	-1.344261697781025777e+00	-6.814408367416538113e+02	-8.915601347681425750e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.052172774904313712e+00	8.193856075886488455e+00	9.516560384299088682e+00	3.589767116128840030e+00	6.019729878231816045e+00	1.772500278941540275e+00	4.550799990364341241e+00	-5.464814428845951255e+00	5.364095471075694732e+00	1.169383585743578102e+01	-1.120657186929840208e+02	-6.241467106634567017e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.392713677511327575e+00	9.983110064198285727e+00	8.649464773162353737e+00	6.914379254866868330e+00	8.018372812411996620e+00	4.926507115749482857e+00	8.631128909422830731e+00	-2.707908392956625665e+00	5.414272217397830822e+00	2.385108337408155865e+00	-1.107132951517438926e+02	-6.389230449194845960e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.288506449435127266e+00	4.155120919809847102e+00	7.016284364057963074e+00	9.720882737830041975e+00	1.134957943340853204e+00	6.928212846203935626e+00	5.437099713116435140e+00	2.267775051516054852e+00	2.079333818446001736e+00	-9.135800706509057401e-01	3.337991232431141952e+01	1.580242306621247508e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.785705515815953826e+00	7.898064015390306558e+00	5.157544238068560105e+00	6.430596273076810476e+00	8.363456217958164629e+00	4.935716562429437460e+00	5.244097187346893563e+00	-1.821389794968155007e+00	8.220439265499255299e+00	2.443281835881193853e+00	-3.406146899276180307e+01	-6.921463060151930335e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.755731728118117285e+00	4.628190373863445117e+00	4.702617171547831987e+00	1.694488186543404495e+00	1.361916931689118426e+00	3.492390611017926805e+00	5.413621625595558484e+00	1.652150995767082131e+00	3.217715043881650860e+00	1.657933218284484811e+00	2.328425980775907789e+00	1.149252429886058913e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.411907799558961507e+00	5.314654400685851598e+00	6.862379171770653485e+00	1.687960916760749885e+00	9.009696221344341893e+00	6.030834724713896478e+00	8.629442867049741395e+00	-2.136792958214137172e+00	9.099061798143845081e+00	1.665972499100455639e+00	-6.724309888846769390e+00	-2.631949144246173233e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.934060619141984017e+00	6.651241137989119423e+00	5.910305870339905177e+00	9.570462255877584923e+00	9.923684028977900695e+00	4.119787336831049807e+00	8.492742299984078258e+00	-5.976003999052653448e+00	9.198579792570340530e+00	4.643129095228363035e+00	-3.771078142690286654e+02	-1.345616539042368913e+03
1.000000000000000000e+00	1.000000000000000000e+00	4.495321321051107155e+00	8.868988558304101488e+00	1.553149218315383662e+00	3.675459187226783442e+00	3.647943251343206406e+00	9.391083175939298755e+00	4.634512936215671175e+00	1.416105063866745617e+00	9.485574814139715372e+00	-3.231327911170959410e+00	5.468112621523515315e+01	3.044386804734221386e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.445839046629367797e+00	9.853662108112738238e+00	5.610116943984096771e+00	1.829357059465892776e+00	2.886099172671729107e+00	9.304341101906745237e+00	3.997017554731401301e+00	1.377048679480232130e+00	5.674391280218522127e+00	2.619555734425126126e+00	4.245300660653957614e+00	8.313471251779821714e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.466162071393474875e+00	7.920235345356245737e+00	8.262478071795532841e+00	6.397415059095696854e+00	7.883123401414339426e+00	5.520102870259912642e+00	5.431431719536304215e+00	-1.163266321463475750e+00	7.087060974656932189e+00	-3.529419526354597281e+01	-6.006544087798508968e+01	-2.006162923902348609e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.220453611049046039e+00	4.764152477073682945e+00	5.135100656982136691e+00	6.604714595245450681e+00	3.280754696109766666e+00	3.954517291505748489e+00	6.145776351250701097e+00	5.259794704328611958e-01	8.013031871555975627e+00	8.679557237821166282e+00	9.416225125446095134e+00	4.068205662824754398e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.527077347345599190e+00	4.801825951940496218e+00	1.470749057416865124e+00	6.834794449712599196e+00	8.784529185294292830e+00	7.631705066471444532e+00	3.143662152688419198e+00	-2.384834749787677621e-01	2.175855975593344205e+00	-1.054511796954452629e+00	-3.430377713641274795e+01	-9.752337023445354802e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.871808473955423047e+00	7.635629662508212512e+00	8.078618150248114915e+00	3.413848194288889637e+00	1.928514940575965619e+00	1.339844159742222596e+00	8.148771021446686191e+00	-1.824527955433270288e+00	6.406804525733858391e+00	2.921812290063025230e+00	-8.788662949968541582e+00	-1.757558356888566493e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.263875169636815343e+00	3.141840848203091507e+00	2.821254623762291747e+00	1.141275286651571630e+00	2.126137372164252248e+00	5.265845654265625342e+00	5.382372618181132218e+00	1.600831224461852997e+00	1.316427863996222358e+00	2.405478966775790983e+00	3.013439110988672898e+00	6.088851578679970622e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.217462833823084623e+00	1.991454901762216956e+00	3.328890857545687254e+00	9.687137293461077547e+00	9.821976914647073897e+00	4.033788765214254113e+00	4.010053963953062350e+00	-2.878176704866893587e+00	5.472100967303796359e+00	-1.121714439525022255e+00	-6.756150626981884670e+02	-6.513197490860890184e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.669554333226029197e+00	4.192761304785320498e+00	2.480225696625600218e+00	3.249885773855451188e+00	7.060332672069720594e+00	9.280626869152689196e+00	1.962992753954898362e+00	2.342584770444620657e-01	2.389701006686457241e+00	2.947775701129524251e+00	3.710552705987340882e+00	9.843784862080846576e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.880965676876959591e+00	3.585474766467200869e+00	3.966879099771459138e+00	7.083966407170754209e+00	8.620766719835719627e+00	1.098174164718063173e+00	3.148541739260676042e+00	-1.068005403545985033e+01	2.642200088402313352e+00	-4.452823039989473042e-01	-1.622867074675144977e+03	-2.086355169368760016e+03
1.000000000000000000e+00	1.000000000000000000e+00	7.956258723279963974e+00	3.664584323706461255e+00	7.812141806448068770e+00	7.356475396488226792e+00	3.920765233209237088e+00	5.976638906021033648e+00	9.546457020680920280e+00	1.642415551627168124e+00	4.294070746714750086e+00	-3.073299727153575844e+01	4.823640212272737671e+01	3.632610009212123714e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.795338730418026163e+00	3.091848597184944758e+00	5.660996022930384619e+00	6.491858787862849312e+00	7.085274318261700621e+00	7.664575404656777557e+00	3.740713825994120612e+00	1.411983885409907880e-01	4.902581830173646793e+00	1.695252846099021271e+00	3.296585588282959556e+00	4.789318037571367093e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.048769899141247297e+00	1.381456080183532054e+00	2.842913890350150297e+00	3.811785252542268410e+00	6.348957574798951065e+00	5.359074372831235777e+00	2.515138741893856444e+00	-2.308631192985782787e-01	6.612566171380398927e+00	3.680498796024168850e+00	-2.132874398142603933e+00	-1.717116657612513642e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.345098199558961483e+00	1.171837869522824427e+00	8.899334124021505588e+00	3.434313654175781050e+00	6.431485018104164730e+00	1.759402933047236939e+00	5.146390943030748844e+00	-6.778575085115339682e+00	1.674040090683212689e+00	2.975459881583171651e+00	-1.404693974367293379e+02	-7.847163103583693555e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.363651863826388144e+00	9.892084211943171113e+00	8.908702557416688705e+00	6.367836649039753993e+00	7.148024550232484842e+00	9.752106641212721527e+00	3.764731846995516218e+00	5.030482314251216724e-01	5.530125979186633955e+00	3.561298337027461347e+00	1.909513595823805332e+01	3.777422429697669060e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.561413636256181903e+00	4.853346915763201430e+00	8.830080269507115887e+00	8.801474787461776472e+00	6.182543805299189899e+00	5.667447497230989839e+00	1.306502305879139625e+00	-6.055103591869998025e-02	2.654027504891435019e+00	2.076673284308733880e+00	-2.808408064448250308e+00	-3.045150353887762229e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.946339617082220030e+00	4.462124422394476930e+00	3.153636546744150948e+00	9.518439452135758927e+00	4.860625477354457935e+00	6.530885360390221273e+00	3.910782855976925099e+00	5.003355887277646241e-01	6.167206435522317953e+00	-1.285537577280541521e+00	5.809885747420664615e+01	6.310693883662489156e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.666792920409495782e+00	7.119034372463173277e+00	5.062428009883418234e+00	1.954002929124406096e+00	3.482505554365844080e+00	3.129799142905560938e+00	5.901181092030592268e+00	-3.327203030790841232e-01	6.741198258190937764e+00	1.982616469823406780e+00	-8.090381941766625618e-01	-3.395331193925868796e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.237329069912786572e+00	2.969467992877372620e+00	9.865468949709057966e+00	2.393445394235269585e+00	7.930027451934313021e+00	5.354109814172034021e+00	5.964990935345445777e+00	-1.429112679851893830e+00	6.009819665892220719e+00	1.066415805393832184e+00	-1.169662945946889998e+01	-5.079638486600627800e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.035036414325140264e+00	9.551850185366490109e+00	7.949803834330973373e+00	9.496847909374281471e+00	3.041625866268487854e+00	4.862196128360274372e+00	4.221946863138212436e+00	7.916673888872268749e-01	7.643227938010435096e+00	1.295614882578379756e+00	5.894066349261268378e+00	2.433173494488788080e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.765142565916649531e+00	8.075365658206852260e+00	1.245018247263179667e+00	7.622001268943730423e+00	7.226167634568169795e+00	1.666218854876721833e+00	5.022009793572319580e+00	-8.340965427973630497e+00	4.029366066756685072e+00	-5.372734894123912808e-01	-3.242090945422784444e+03	-2.276695582525293503e+03
