G	c	dx1dt	d2x1dt2	dx2dt	Fc	m1	Fg	d1	d2	W
1.000000000000000000e+00	1.000000000000000000e+00	5.096526239001746283e+00	9.501571741828488626e+00	4.771051009279839050e+00	1.504095406126780832e+00	7.055120319412465868e+00	1.550043571590087987e+00	9.370691149003816278e+00	-4.780067826915726847e+00	-1.079418141978719881e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.073516490773528176e+00	5.266084145662294880e+00	3.344136851407524258e+00	4.377835658047215972e+00	8.420755879544547184e+00	4.837995694471997510e+00	5.747624153917360701e+00	-3.201256450359619699e+00	-1.456116866936555709e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.793462568920394684e+00	8.755498436258237760e+00	7.588786584276144609e+00	9.492419032250351663e+00	4.573819135496421495e+00	1.245311096676521778e+01	3.332377358598916928e+00	-8.959265447830404128e+00	-7.588655307490963509e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.632017114716871831e+00	8.605691083078250259e+00	9.832546754814002199e+00	6.768582456222335786e+00	2.414814636436642292e+00	1.006805359298173030e+01	1.470484551037813059e+00	-3.079033654566524003e+00	-1.712967694849877631e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.324857495186838818e+00	3.872067986965213038e+00	3.313296877068082402e+00	7.050426741854222357e+00	7.646849762504678516e+00	9.232783681811421062e+00	7.539888528473666973e+00	-1.736937715331601595e+01	-2.839461639043731278e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.421673679444686034e+00	8.463113443518290424e+00	6.886492078177496090e+00	6.694400557997031598e+00	4.237215343772172460e+00	8.215974768518099935e+00	2.094104978291123409e+00	-5.535087887452469602e+00	-9.691165583720099619e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.471540441834883417e+00	1.327609440977102873e+00	2.784519875144303214e+00	2.785375317265117889e+00	7.034968889768403066e+00	3.973417522738036833e+00	3.723221492500411678e+00	2.742360372239999178e-01	1.434764948129336233e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.536796530324421095e+00	6.358613694545651285e+00	6.097178301299451597e+00	4.768292263433193234e+00	3.438948771619621425e+00	6.094647254305622042e+00	5.801021040051514532e+00	-1.594635166628506973e+01	-2.513700147440846244e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.580082185581574317e+00	3.070675954590091017e+00	5.163664431795510268e+00	7.766404215533701638e+00	1.730716266186516972e+00	-1.687009741976168087e+01	6.088288069152692827e+00	-1.840262054832362537e+01	1.592154448505718412e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.541320471907484446e+00	2.083328178065188663e+00	9.750331814843512745e+00	1.912192254707570926e+00	9.930756863005838042e+00	2.104544036148399577e+00	6.410366802215368587e+00	2.576906063887676623e+01	6.225431903105545395e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.684285234387612462e+00	1.696063763647850386e+00	6.488537415746214343e+00	3.514743384033899076e+00	2.411345642173063464e+00	2.495649002341735567e+01	2.479737623001085023e+00	-6.556304336054453508e+00	-2.541409537394225282e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.274208097164647668e+00	7.266154436832379382e+00	4.147114644679414042e+00	3.477538986153435374e+00	9.896810031488188386e+00	3.665061517558638293e+00	4.426299017624497623e+00	9.084099889819299278e+00	7.115365173587078651e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.747095421770347823e+00	4.060015536051921892e+00	2.035975948736031160e+00	4.891926276837802234e+00	9.795805122653520769e+00	5.578859700627928575e+00	6.559108228630808668e+00	-1.308825647272582771e+01	-2.599852267623872670e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.883361026994204490e+00	7.513869810149838457e+00	2.357747169768722451e+00	9.829633525833569863e+00	8.148610625979546995e+00	1.168524511462759286e+01	9.739377299747888017e+00	-2.788776830417202746e+01	-1.229745630899593989e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.158179414776252969e+00	1.598712738812461120e+00	3.027675414904658968e+00	1.612348099176532212e+00	6.932763460846554260e+00	1.851765005809408837e+00	7.555469193992117027e+00	3.707597068601263146e+00	9.924974224380719079e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.956096485615447911e+00	3.836699336257157533e+00	3.258885061724403620e+00	5.667202695730419570e+00	6.208807091198907280e+00	7.443100353384746626e+00	9.312092882665920612e+00	-2.376891251253028159e+01	-1.658761133456144288e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.101838230171926725e+00	5.859302414962705541e+00	8.643299754812700186e+00	2.612709871217459678e+00	8.790621455651079330e+00	2.743022096356650508e+00	7.864728979019735888e+00	-1.687311817804564740e+01	-7.111096537785070559e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.456697087246835665e+00	8.111857171820242129e+00	6.044554819103721499e+00	9.738493234556466760e+00	3.608533948400404423e+00	1.458966966012877009e+01	6.332851894195569820e+00	-1.762359670390330635e+01	-2.765479786781759319e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.296938425051449073e+00	3.870486037057490059e+00	5.704461638034238113e+00	2.024147525294864636e+00	5.216940922773948053e+00	2.242347887814461149e+00	2.739150442586836487e+00	-5.132797858827840010e+00	-9.640561419461469939e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.188119454436925793e+00	6.625774461667038651e+00	2.037459012421622973e+00	4.635670434897131820e+00	6.567007663222746316e+00	5.195312336199097381e+00	7.001358928361787193e+00	-9.357544646954529810e+00	-2.391613167446326127e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.328888674415638071e+00	8.976314653792208276e+00	8.746072965534738231e+00	7.646595083831684292e+00	4.698844151183826590e+00	9.334300282930941606e+00	6.601790549600662139e+00	-1.816844676085480259e+01	-4.170541758282118039e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.969208597687375217e+00	6.540788350726854716e+00	7.507117946321259616e+00	7.335474324408161273e+00	4.853599634163595411e+00	9.553220825010564354e+00	6.420535744035761994e+00	-1.573395948251484810e+01	-4.484642815914310354e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.799471737535425220e+00	3.096797661319711459e+00	1.613565669025404770e+00	4.803324720177970519e+00	3.978865460762648798e+00	7.890122446398547318e+00	5.410212121905429328e+00	-1.431013146346277587e+01	-1.162314196463023475e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.663418887425293313e+00	1.223489968236604941e+00	7.369609504143278755e+00	4.113628850849336160e+00	6.077152222399073267e+00	9.271250992599609830e+00	5.758320286797779630e+00	-1.355683727406020012e+01	-1.116309643944504337e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.921902998072672730e+00	8.824033056284878995e+00	5.898480607848053836e+00	4.576421236584768515e+00	8.651169034826821758e+00	4.866694775576672072e+00	4.003143876170591753e+00	-1.509312209361090673e+00	-5.391229920444588686e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.665268132705524540e+00	1.187616765895430193e+00	1.735576636717749421e+00	3.383982141831658463e+00	2.818962332622952260e+00	-4.337921681774053013e+02	5.664865898759290808e+00	-1.704480467764326690e+01	5.516942785190033050e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.717111212767809647e+00	8.874859216202327872e+00	5.125025275106294131e+00	2.848581007503277363e+00	9.416344080302534891e+00	2.939957620650337500e+00	2.773936997892174627e+00	2.268744513004792651e+01	3.307251563264877348e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.970899468121058540e+00	5.772106942853491240e+00	5.360800070028867381e+00	5.361469187342978060e+00	7.195445019415990906e+00	6.141118467797711311e+00	8.251000984922468362e+00	-1.538645709137543705e+01	-4.338434576080572036e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.470402559735971337e+00	9.450841116466442315e+00	2.495750157030458993e+00	3.417850781276128735e+00	8.402901255074237241e+00	3.558257486081048970e+00	2.680662619080185660e+00	1.424421881314930793e+01	2.295797779260325910e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.051792090928655554e+00	8.192337702291373702e+00	9.508957606907717519e+00	3.587478114559694564e+00	6.006943191411592053e+00	3.870963140304255035e+00	1.769725065280392640e+00	8.760194821996861947e+00	1.057456157443598066e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.385055985831794345e+00	9.980811891052749019e+00	8.655169853812708425e+00	6.911379378007171503e+00	8.019078404582554498e+00	7.565674901400165631e+00	4.932015476859771930e+00	-8.023207350106472902e+00	-1.419505113606817837e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.293346547973460048e+00	4.167211354741525042e+00	7.014949706959339615e+00	9.713383292093102028e+00	1.144174566273321147e+00	-9.327277753642713165e+00	6.924323591186283267e+00	-2.190371707269381929e+01	4.835065765395825110e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.785119154849784229e+00	7.894974533743065237e+00	5.154592217375265406e+00	6.432421718703607461e+00	8.369123898048348664e+00	7.113784718845058919e+00	4.929894041360768142e+00	-1.269349653813447354e+01	-5.666212027402703910e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.762924269761961149e+00	4.617904611608389054e+00	4.709685600997630672e+00	1.698920339996090378e+00	1.357381652898465463e+00	2.312112821693148135e+00	3.488289767770287320e+00	-8.841676029003469495e+00	-1.464248610721209598e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.405608066053255722e+00	5.309837425368549191e+00	6.858272289701633717e+00	1.680869486014570979e+00	8.997701764134804492e+00	1.747703221510473748e+00	6.022121031754688047e+00	-1.080625749084610909e+01	-8.891553723595377434e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.925808715417980377e+00	6.633604721963429540e+00	5.906380589765284128e+00	9.558513694593642640e+00	9.925355762942931648e+00	1.118590625735399335e+01	4.120294100387644320e+00	-8.867139855023978612e+00	-1.154607015421443350e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.497475138376523240e+00	8.864748857730157638e+00	1.565372538644743905e+00	3.670609279644931888e+00	3.646951582207858422e+00	4.148665826750537633e+00	9.396109275898542279e+00	-2.421666604129960731e+01	-3.595505002300774522e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.443571591539735355e+00	9.857527267966256446e+00	5.609170754080777144e+00	1.826165758141166329e+00	2.891364524108847700e+00	1.946476079909118306e+00	9.306227968436058262e+00	-2.281494846493794526e+01	-1.148320985868469313e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.457825100676689800e+00	7.912876127752992872e+00	8.256527118436887136e+00	6.391801130501007400e+00	7.881959418382472826e+00	7.115754120756965229e+00	5.526026175208887281e+00	-7.179981243817479708e+00	-1.507628391825170944e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.203938748066544662e+00	4.759310265737753731e+00	5.140884949158297523e+00	6.619300332024594447e+00	3.267347324618052884e+00	1.148866959689244460e+01	3.949430134250531133e+00	-1.065618437141926655e+01	-4.112098873999916471e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.531041972313271327e+00	4.809449342300938568e+00	1.476107807696298124e+00	6.829286811724780470e+00	8.787261235065034981e+00	8.160651401709690944e+00	7.623747362457430121e+00	-1.912077991530804866e+01	-1.230934843685323798e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.873714147743466008e+00	7.636804441497264229e+00	8.085186024991338982e+00	3.404886910285444213e+00	1.930472814223102240e+00	4.436398514100438284e+00	1.327767335719558295e+00	-1.443114725071139581e+00	-2.116277698061414370e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.257220851921895033e+00	3.151832211271702544e+00	2.810716239770735481e+00	1.136777364313496630e+00	2.140439212008506509e+00	1.366259867812141593e+00	5.273160853123368241e+00	-1.226159776565730120e+01	-9.329700861401299949e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.223773503229255155e+00	1.990654502372209533e+00	3.334383022584411549e+00	9.675211792251866783e+00	9.818833412927229887e+00	1.916686092357506155e+01	4.033619094858589271e+00	-7.889517502958878659e+00	-1.227825704488509295e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.673699940371879746e+00	4.193241844796382622e+00	2.477117393161927694e+00	3.253524829536591056e+00	7.060105863268395510e+00	3.668075553217103213e+00	9.281707873743750170e+00	-2.462990846246709609e+01	-1.164142854807602268e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.881671788550205449e+00	3.583825588961611519e+00	3.966927978349712891e+00	7.080556098083928163e+00	8.615700841759696971e+00	9.194440569144324726e+00	1.110839156809617645e+00	5.946920486271483064e+00	1.118391626175778519e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.942650321526698143e+00	3.664489301743770078e+00	7.797785151833453554e+00	7.355359943535277445e+00	3.921669542874676839e+00	1.510405087648518041e+01	5.976925354550020053e+00	-1.586586006039334862e+01	-5.939190338962599292e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.784609697258805916e+00	3.112588575821656267e+00	5.683709735274831587e+00	6.491105520148273023e+00	7.091813106676437606e+00	9.199422681779010347e+00	7.666213076244487112e+00	-2.085561641941108135e+01	-4.102862923687536245e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.048276983418051644e+00	1.385387573292596874e+00	2.839160874340157292e+00	3.815297380554890427e+00	6.350356152991935232e+00	6.772384050607257677e+00	5.370266963660473181e+00	-1.510988923848412036e+01	-3.199094528120723258e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.330515388742886884e+00	1.161626152897289543e+00	8.899772031186813592e+00	3.436860307855619912e+00	6.417380582271659861e+00	6.371236876908797697e+00	1.765001775977125487e+00	3.088996637938662637e+00	5.140950509693021786e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.357716238557762800e+00	9.876682820127468787e+00	8.911210196200061162e+00	6.381331262367491597e+00	7.138070264828130895e+00	7.013478009591407769e+00	9.748996933372106710e+00	-2.177184647189207567e+01	-4.831233206876440534e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.564595123347187311e+00	4.847949849465133632e+00	8.839044290260506642e+00	8.804188350340369951e+00	6.178070846706005703e+00	1.245630307051908048e+01	5.662028589937564860e+00	-1.323162548149023543e+01	-8.764814027435500421e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.949158137640230493e+00	4.473977183327787266e+00	3.147091781820709588e+00	9.529477470951016826e+00	4.864215172123598663e+00	1.696056373096155667e+01	6.524164240788943303e+00	-1.729818374620432309e+01	-2.374566865327479626e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.664131759521695564e+00	7.115542333223742411e+00	5.053949355814073563e+00	1.942743554531831895e+00	3.487483733229768568e+00	2.118605307724326980e+00	3.132275087075478748e+00	-6.642056986072621960e+00	-4.311215799179329622e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.230285908713270260e+00	2.970422361175576675e+00	9.867345616775480721e+00	2.396581418381246387e+00	7.918017721420710586e+00	2.660896551402185839e+00	5.347570068356479744e+00	-3.508540402473466546e+00	-3.723661063295933360e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.032462055491853103e+00	9.557672410159501197e+00	7.940195732407759444e+00	9.501662623095620930e+00	3.038253632161406426e+00	1.412925979395872922e+01	4.863586975709564442e+00	-1.416064038512003265e+01	-3.812783177389825529e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.771499983874097239e+00	8.078323260366763847e+00	1.239882927391410705e+00	7.629656974120884172e+00	7.231651017730466258e+00	8.777947575749962539e+00	1.673513014119004882e+00	2.200385962239914228e+00	7.051245006769568668e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.605331922775577347e+00	1.800015835151169918e+00	1.575207812486192349e+00	8.944788364412078252e+00	3.103729933012731035e+00	-1.492221239656526954e+01	1.956622302615974363e+00	-7.223051661377677846e+00	1.717506668784887447e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.979745669441247635e+00	4.744678958206992370e+00	5.167519789504036787e+00	2.824330261399865982e+00	6.629675692904343443e+00	3.100338987833832771e+00	8.534730455768126944e+00	-1.710374524789783734e+01	-3.290432628168417306e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.570684237361964275e+00	8.915870876485497476e+00	9.183967625864024598e+00	6.289092465077800398e+00	7.724062469609549453e+00	6.922083456727994744e+00	3.156519270443805869e+00	-7.713655115066769596e+00	-1.517915360409312875e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.805987388602365407e+00	9.498055585460921435e+00	5.837468696569685811e+00	7.307122266781676423e+00	2.966963209132278401e+00	9.868385387511340312e+00	2.755151164164556299e+00	-7.112220848915314697e+00	-4.933852345791607696e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.921917184088127950e+00	5.207593552398662062e+00	5.472134199436113455e+00	7.116154595940452410e+00	1.539932500157175976e+00	6.380916531400960423e+01	5.545311677195573274e+00	-1.653368705624435009e+01	-6.844689464183891126e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.569852409200148458e+00	6.513749554795757568e+00	1.949250219670598971e+00	4.670936261816209800e+00	2.181403233994833712e+00	6.955756355507702438e+00	7.918701127534127693e+00	-2.138779934088158896e+01	-4.692438055493060034e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.736504459246445364e+00	2.501829952252553557e+00	6.908019332147762093e+00	1.139822163346434492e+00	6.455429634508692338e+00	1.233485534857435617e+00	1.566874595539685000e+00	3.083730437769444777e+01	2.363059244885711063e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.984057881839797588e+00	9.920705224354037455e+00	8.409927782148681530e+00	6.249577102078666790e+00	8.647092001660855232e+00	6.739301173259059752e+00	6.185835918532239575e+00	-7.049685025482177458e+00	-1.664361524165266104e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.248939255923061431e+00	3.086539537923851384e+00	4.433906207678350420e+00	3.282533348387055128e+00	1.412285126027146731e+00	1.345121979672162027e+01	2.072541756398355695e+00	-5.684276139147329765e+00	-6.761843312010811680e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.071771165862469566e+00	9.478384040542136901e+00	7.975714294601305987e+00	5.049612983871432981e+00	7.608805664072984420e+00	5.426430677988435924e+00	1.319516247297851885e+00	-1.069762575019539863e+00	-9.092110601199254916e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.419126782040216028e+00	6.853478442022614914e+00	9.683366209785852163e+00	9.619765697206544175e+00	4.068332748869786464e+00	1.468063436266496424e+01	1.476736876116446551e+00	-2.354459326571377797e+00	-3.812477291676064795e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.846726368464834067e+00	6.466310531348280044e+00	2.838035407180327319e+00	4.596528247882485374e+00	5.311568290130144199e+00	5.298731492551794098e+00	8.501358526308029795e+00	-1.767663669121251857e+01	-1.486378617431127536e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.052800446762769404e+00	5.604881265598790741e+00	5.706667609946471487e+00	8.564524262766578744e+00	9.352294338829400644e+00	1.021131740021801448e+01	2.060225489728358728e+00	-6.367228974733823987e-01	-1.484806519481481928e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.939161987958883060e+00	3.075421795734730512e+00	3.575983760779368303e+00	2.696546965672974139e+00	3.981853137653386998e+00	3.443772517076995054e+00	1.404321067989849459e+00	4.955439138419827749e+00	5.568195725377057315e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.448479363066793368e+00	2.588943525197947348e+00	8.135621862248500591e+00	7.050948493628528269e+00	5.189861752554332242e+00	1.484454913368755058e+01	4.942639999394031314e+00	-1.292123384605849523e+01	-1.035038465084784320e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.709593773975666586e+00	2.985269264027971658e+00	6.197385896414347783e+00	9.794097217231506391e+00	1.125954515746772966e+00	-5.092073461944365498e+00	8.592908539301410187e+00	-2.705320269288171531e+01	2.112642090844111253e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.842182871960758028e+00	2.685522114709013586e+00	6.708835620296412117e+00	1.910814111814656213e+00	1.727606750848870387e+00	3.259334435360528914e+00	3.358409435547736965e+00	-7.508118064044035478e+00	-3.984017825457814244e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.233474205206454899e+00	8.014944858295166341e+00	8.183669759614048189e+00	1.073831399029967493e+00	3.325239133124665347e+00	1.112098261345781491e+00	4.803290927594257909e+00	-1.074129851863314578e+01	-3.941939471308464338e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.964602020702347129e+00	4.150461867399301674e+00	4.559588982713123073e+00	4.906275855714924639e+00	1.247368862940982259e+00	8.792352204681129990e+01	1.360863974749140670e+00	-4.056009002707019029e+00	-3.793388423665258102e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.286044327702266843e+00	1.514446903470127115e+00	9.229449690973117626e+00	1.837104450817818924e+00	6.679727029423586870e+00	2.233837926174887745e+00	5.038628603810757056e+00	-1.128928062224447437e+01	-1.000576711437863509e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.731047917789651613e+00	9.726488536934876805e+00	5.797862128150672589e+00	7.733996089991040712e+00	4.842724937928849727e+00	9.255474795720040504e+00	6.197141611225389646e+00	-1.509616930299465487e+01	-3.307796539676206127e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.818859192423782023e+00	8.955098300028952352e+00	2.423724602354089264e+00	9.232116560360404733e+00	5.937155118453205205e+00	1.118893472049291482e+01	6.147190194094518390e+00	-1.639523344709522945e+01	-1.581184845286492946e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.577639452410937615e+00	9.347433870335226658e+00	7.256595036639387430e+00	4.901724608109620185e+00	2.571720512482542631e+00	6.172009649748416926e+00	3.990550073053552360e+00	-9.648293167078595189e+00	-3.672688022105526251e+00
