G c dx1dt d2x1dt2 d1 Fc W d2 m2 m1 Fg p
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 2.84799645e+00 1.45951438e+01 6.13213711e-01 9.40989735e+00 2.77800315e+00 2.39261790e-01 1.06018876e-01
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 5.34735728e+00 2.86739552e+01 9.25549214e-01 7.20178888e+00 8.24656958e+00 2.58446858e-01 1.42103858e+00
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 3.41680380e+00 8.51457552e+00 5.74096819e-01 8.40945891e+00 2.67199259e+00 2.82742829e-01 1.31831233e-01
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 3.58715498e+00 3.41184474e+01 6.59806730e-01 6.00571623e+00 1.76469661e+00 5.35510108e-01 1.53634304e-01
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 6.91080457e+00 5.97769277e+01 5.19677538e-01 8.01565031e+00 4.92621424e+00 3.07670970e-01 6.91785648e-01
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 9.71683599e+00 6.82238589e+01 1.30336115e+00 1.14580358e+00 6.92476696e+00 -6.49034631e-01 1.64656151e+01
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 6.43273481e+00 3.31971575e+01 4.87610130e-01 8.36542382e+00 4.93945142e+00 3.65013276e-01 2.06195045e+00
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.69281520e+00 7.96620193e+00 9.54196425e-01 1.36124973e+00 3.49078719e+00 2.87472520e-01 2.99743031e+00
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.68025252e+00 1.15244508e+01 6.59408992e-01 9.00922039e+00 6.02354066e+00 1.08701156e-01 1.05296971e+00
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 5.65055560e+01 7.19432190e-01 9.92766473e+00 4.12302102e+00 8.16061506e-01 1.45480672e+00
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 5.73564596e+00 5.53837411e-01 3.64660716e+00 9.39580921e+00 9.96029527e-02 2.33216394e+00
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 1.02630772e+01 4.71686862e-01 2.89286701e+00 9.30380626e+00 4.26127079e-02 1.61178337e+00
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 5.27778433e+01 6.77956384e-01 7.88827027e+00 5.52134638e+00 3.25885256e-01 7.17118009e-01
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 3.39447534e+01 1.01862221e+00 3.27723707e+00 3.95095595e+00 1.22076974e+00 3.85711749e+00
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 1.00333739e+01 9.75547578e-01 8.79006145e+00 7.63419173e+00 4.46145940e-01 3.28327349e+00
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 2.75135652e+01 6.71417336e-01 1.92558333e+00 1.33041649e+00 8.72557320e-01 5.37129633e-01
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 3.19473250e+00 1.32238833e+00 2.13359677e+00 5.27292105e+00 1.64673828e-01 3.27341334e+00
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 3.22281454e+01 2.68230117e+00 9.81236400e+00 4.02691055e+00 4.77566605e+00 2.59407112e+00
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 8.08761256e+00 8.95508555e-01 7.06455008e+00 9.28482297e+00 1.88128636e-01 4.58965415e+00
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 2.81381314e+01 1.51977699e+00 8.62198502e+00 1.10802725e+00 4.62714045e+00 2.80028359e-01
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 5.74846330e+01 1.45349167e+00 3.91896440e+00 5.97533388e+00 1.37708826e+00 4.10311284e+00
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 3.68277068e+01 1.42345791e+00 7.08835375e+00 7.66597223e+00 7.74262383e-01 7.16612151e+00
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 1.08529161e+01 2.22849923e+00 6.34817645e+00 5.36516189e+00 1.82921687e+00 1.36942686e+01
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 3.06164291e+01 4.61512884e+00 6.42835108e+00 1.76862727e+00 6.21626742e+00 1.04753895e+00
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 5.68768036e+01 5.34146634e-01 7.14279214e+00 9.75215251e+00 1.45416214e-01 1.26385570e+00
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 7.77044045e+01 1.09261819e+00 6.17823256e+00 5.66209388e+00 9.06649581e-01 2.32947074e+00
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 2.99819601e+01 1.19511966e+00 4.86156132e+00 6.52767620e+00 1.16651993e+00 3.84759914e+00
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 9.88520446e+00 5.26888924e-01 3.48330425e+00 3.12948804e+00 1.90391143e-01 1.10965329e+00
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 2.36112356e+01 1.63679824e+00 7.91723198e+00 5.35148277e+00 3.36029649e-01 1.25314825e+00
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 7.55279411e+01 4.21810816e-01 3.03645187e+00 4.86234543e+00 6.08812749e-01 6.28406023e+00
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 9.49411463e+00 6.66791499e-01 7.23118876e+00 1.67406258e+00 1.29791854e+00 2.68622338e-01
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 1.41973811e+01 2.88775626e+00 3.09999540e+00 1.95544318e+00 -8.46187484e+00 4.93138354e+00
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 1.46136947e+01 1.00766874e+00 6.62797153e+00 8.53725268e+00 1.52693635e-01 1.84259171e+00
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 5.77450954e+01 4.11488020e-01 7.72370440e+00 3.15837957e+00 4.91726915e-01 1.34616333e+00
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 4.27526905e+01 4.99832043e-01 2.96842500e+00 2.75462444e+00 7.53932907e-01 1.78513847e+00
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 3.90253440e+01 9.18472974e-01 1.53948971e+00 5.54420306e+00 4.42097936e+00 1.19971460e+01
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 9.10961930e+00 8.12733542e-01 2.17876369e+00 7.91872418e+00 2.69744711e-01 3.64888773e+00
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 7.86857071e+00 2.08708347e+00 6.45397271e+00 1.55751867e+00 6.28309675e-01 1.70214862e-01
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 5.24625166e+01 5.44235060e-01 8.64501766e+00 6.19127128e+00 2.19372837e-01 5.41928188e-01
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 1.45007700e+01 1.63368424e+00 1.40497139e+00 2.07289399e+00 4.20585163e+00 3.00989532e+00
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 4.03198197e+01 4.26970205e-01 7.60736133e+00 1.32814946e+00 8.62541900e-01 3.62767522e-01
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 9.31072462e+01 7.72233475e-01 4.07186781e+00 1.47469557e+00 2.90863409e+00 7.25145546e-01
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 1.30113271e+01 8.22583064e-01 5.30675533e+00 8.50747697e+00 1.92590015e-01 1.54316215e+00
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 4.88671194e+01 9.17160005e-01 9.35973595e+00 2.06175235e+00 1.76642157e+00 5.71437198e-01
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 9.66621740e+00 1.73235135e+00 3.98774354e+00 1.40636228e+00 1.59818822e+00 4.15093183e-01
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 5.73740597e+01 1.95805698e+00 5.18803241e+00 4.94109898e+00 2.32177166e+00 4.83132759e+00
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 6.07007344e+01 1.71060604e+00 1.12314173e+00 8.59594125e+00 -3.97304831e-01 4.49502953e+01
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 1.28657049e+01 1.85738932e+00 1.73438848e+00 3.36167539e+00 7.25232599e-01 2.84722733e+00
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 8.79383349e+00 4.12653114e-01 3.32732432e+00 4.79541356e+00 5.82714579e-02 1.04048176e+00
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 2.23725440e+01 9.58894575e-01 1.25067017e+00 1.35930279e+00 3.11662160e+01 5.18415100e+00
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 1.69350534e+01 2.21738543e+00 6.68237793e+00 5.04170663e+00 5.83688294e-01 4.78243532e+00
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 4.48444664e+01 5.37298161e-01 4.83758521e+00 6.19851773e+00 3.07268221e-01 1.58315871e+00
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 2.23535785e+01 5.31329060e-01 5.93330682e+00 6.13816348e+00 4.06542571e-01 2.65016282e+00
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 3.56341006e+01 5.44157617e-01 2.57182467e+00 3.99184023e+00 3.30297642e-01 1.48600237e+00
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 2.70910586e+01 5.43482675e-01 3.66338826e+00 3.83979863e+00 1.91654827e-01 4.13616710e-01
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 1.89062732e+01 1.78791961e+00 6.97442027e+00 1.95961257e+00 2.69238206e+00 1.52074894e+00
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 6.54557252e+01 1.08321589e+00 9.68772451e+00 4.30118489e+00 9.21304519e-01 1.53928491e+00
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 9.90133051e+00 6.79713613e-01 1.45375096e+00 1.89545202e+00 1.61172929e-01 2.45758100e-01
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 2.20182451e+01 6.22488258e-01 9.01345889e+00 7.89936350e+00 2.43173493e-01 2.24878149e+00
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.51962516e+00 6.42293472e+01 1.58144738e+00 6.19193081e+00 9.69646868e+00 1.00945983e+00 1.90758676e+01
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 6.73919422e+00 1.52737351e+01 5.63122658e-01 6.07527610e+00 9.73067011e+00 1.91497794e-01 3.36961040e+00
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 3.17819872e+00 8.95661217e+00 1.41106571e+00 5.50250682e+00 8.78563989e+00 2.96227560e-01 5.84291102e+00
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 7.42647451e+00 1.97397442e+01 1.79847751e+00 1.62454677e+00 6.40712934e+00 -1.48883081e+00 1.12469697e+01
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 1.82252338e+00 1.64863777e+01 9.17739977e-01 1.80889167e+00 7.30779128e+00 1.03370972e-01 1.63353682e+00
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 2.79343303e+00 1.92429349e+01 8.23936999e-01 6.40820805e+00 3.56685222e+00 2.65455084e-01 3.82379758e-01
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 8.89723042e+00 2.10769921e+01 8.66521935e-01 4.06862714e+00 6.67693378e+00 6.60652860e-01 2.86145427e+00
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 7.64850836e+00 3.79588645e+01 2.93419691e+00 9.25541260e+00 5.10084594e+00 3.00794348e+00 3.00456591e+00
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 6.53768223e+00 1.12370999e+00 7.34645880e+00 4.91076469e-01 4.65931484e+00 5.33815606e+00 4.86381543e-02 4.71963807e-01
1.00000000e+00 1.00000000e+00 9.03303099e+00 3.39040038e+00 1.75117676e+00 3.23538634e+00 5.66573339e+00 1.59331487e+00 2.28953313e+00 7.81998904e+00 4.18486897e-01 3.89837367e+00
1.00000000e+00 1.00000000e+00 5.85408018e+00 2.16563429e+00 8.94174732e+00 2.92965835e+00 2.61962647e+01 2.36633167e+00 7.43246950e+00 3.53726520e+00 9.35076212e-01 1.12719332e+00
1.00000000e+00 1.00000000e+00 8.26696140e+00 8.99873272e+00 8.23243182e+00 3.43725695e+00 2.82969835e+01 5.94810263e-01 3.64018079e+00 3.86235651e+00 2.20979621e-01 5.24812225e-01
1.00000000e+00 1.00000000e+00 9.06482170e+00 9.60086348e+00 5.54686096e+00 3.22803793e+00 1.79054776e+01 5.62851900e-01 5.72923277e+00 9.32177612e+00 7.66346150e-02 6.52237398e-01
1.00000000e+00 1.00000000e+00 3.86203127e+00 8.75914856e+00 9.70413954e+00 1.56273666e+00 1.51650146e+01 5.44110863e-01 7.28049507e+00 1.50601865e+00 2.42883892e-01 9.10870938e-02
1.00000000e+00 1.00000000e+00 1.99046732e+00 8.28564467e+00 4.75984881e+00 5.13046465e+00 2.44202361e+01 4.81993228e-01 9.10237700e+00 5.37070869e+00 2.47414441e-01 1.46605194e+00
1.00000000e+00 1.00000000e+00 3.05141646e+00 6.89717783e+00 9.85699287e+00 7.59460127e+00 7.48599306e+01 6.55200807e-01 8.12972075e+00 9.21520720e+00 2.76417177e-01 3.69689732e+00
1.00000000e+00 1.00000000e+00 4.84397010e+00 5.95771634e+00 7.01127999e+00 6.46058552e+00 4.52969740e+01 8.34766280e-01 7.08724961e+00 6.49326707e+00 3.94347884e-01 2.04009719e+00
1.00000000e+00 1.00000000e+00 8.36213289e+00 1.78288084e+00 6.71204146e+00 7.05584502e+00 4.73591243e+01 3.00587694e+00 7.11669864e+00 5.91766367e+00 3.01311238e+00 4.21798336e+00
1.00000000e+00 1.00000000e+00 8.74657525e+00 4.67607892e+00 2.49359406e+00 1.73034261e+00 4.31477204e+00 1.15147739e+00 9.51332180e+00 3.24769761e+00 2.37101786e-01 1.55533116e-01
