G	c	dx1dt	d2x1dt2	d1	Fc	W	d2	m2	m1	Fg	p
1.000000000000000000e+00	1.000000000000000000e+00	4.298853066658552713e+00	9.733725890825573046e+00	1.457152292835720786e+00	3.992785051634235138e+00	5.907499135836176585e+00	5.010384919424279992e-01	8.434563199999162819e+00	7.479984611596942834e+00	1.151089340496727897e-01	8.184261013766703785e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.096526239001746283e+00	9.501571741828488626e+00	4.771051009279839050e+00	1.504095406126780832e+00	7.183104298068667681e+00	5.291603952562642377e-01	7.057039189038048832e+00	9.372008170121883808e+00	3.489192103291840347e-02	4.232784241291180916e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.073516490773528176e+00	5.266084145662294880e+00	3.344136851407524258e+00	4.377835658047215972e+00	1.459502936792845595e+01	1.012735477005537232e+00	8.418491198068663195e+00	5.757773686776952893e+00	3.193972171645689806e-01	7.412811860185430923e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.793462568920394684e+00	8.755498436258237760e+00	7.588786584276144609e+00	9.492419032250351663e+00	7.199034197527323897e+01	5.044843208265976653e-01	4.575152337970495253e+00	3.332408400199715626e+00	8.542743500622318464e-01	2.499977103514188226e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.632017114716871831e+00	8.605691083078250259e+00	9.832546754814002199e+00	6.768582456222335786e+00	6.665914148817364548e+01	5.916716004104503046e-01	2.401932549484348201e+00	1.476770305429618402e+00	1.587294635186154323e+00	8.737973846062903061e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.324857495186838818e+00	3.872067986965213038e+00	3.313296877068082402e+00	7.050426741854222357e+00	2.333365200416142216e+01	1.336520626939667000e+00	7.646646749769983487e+00	7.535137854714042405e+00	6.342546866064903144e-01	2.945364794829259392e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.421673679444686034e+00	8.463113443518290424e+00	6.886492078177496090e+00	6.694400557997031598e+00	4.604296987192574875e+01	4.148515742031723685e-01	4.246631542868413156e+00	2.096214632224451702e+00	9.299403951595870410e-01	1.935904234270546365e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.471540441834883417e+00	1.327609440977102873e+00	2.784519875144303214e+00	2.785375317265117889e+00	7.731429179689885522e+00	3.898438709191113904e+00	7.039695320319561134e+00	3.715442890033265666e+00	1.599463229004655984e+00	1.777850229982031571e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.536796530324421095e+00	6.358613694545651285e+00	6.097178301299451597e+00	4.768292263433193234e+00	2.902646816448775624e+01	6.762187184460329847e-01	3.444515542429491095e+00	5.792706382336259452e+00	3.304486207423175670e-01	4.282384937379996259e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.580082185581574317e+00	3.070675954590091017e+00	5.163664431795510268e+00	7.766404215533701638e+00	4.015114817679346970e+01	1.198631680340454420e+00	1.739544427061324283e+00	6.079365002573145382e+00	-1.807678142692769052e+00	4.119480876986069262e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.541320471907484446e+00	2.083328178065188663e+00	9.750331814843512745e+00	1.912192254707570926e+00	1.862817495452686245e+01	2.604172215929519307e+00	9.938317592398794531e+00	6.409228548553251414e+00	3.158001120999986977e-01	6.675329134532203001e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.684285234387612462e+00	1.696063763647850386e+00	6.488537415746214343e+00	3.514743384033899076e+00	2.270324590025962053e+01	3.214447826619595272e+00	2.389371648528137104e+00	2.495268205128311934e+00	1.180979171863443611e+01	2.404976785086395452e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.274208097164647668e+00	7.266154436832379382e+00	4.147114644679414042e+00	3.477538986153435374e+00	1.446061387686943966e+01	7.367556427333030733e-01	9.904389381661905745e+00	4.411937955503759667e+00	2.284036677353669664e-01	2.680746985832128670e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.747095421770347823e+00	4.060015536051921892e+00	2.035975948736031160e+00	4.891926276837802234e+00	9.909210238587382591e+00	1.167341957913706985e+00	9.799848398267458904e+00	6.554788367128690396e+00	4.188596707898597504e-01	2.034858601630253450e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.883361026994204490e+00	7.513869810149838457e+00	2.357747169768722451e+00	9.829633525833569863e+00	2.321826922459400677e+01	5.183594377544542553e-01	8.155291743321972930e+00	9.722429121511348526e+00	3.197632702627212775e-01	6.501594102173149814e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.158179414776252969e+00	1.598712738812461120e+00	3.027675414904658968e+00	1.612348099176532212e+00	4.856164057498686404e+00	3.309941556295226572e+00	6.941547065163115704e+00	7.538117904179379103e+00	3.146139571793762912e-01	1.622135112529077716e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.956096485615447911e+00	3.836699336257157533e+00	3.258885061724403620e+00	5.667202695730419570e+00	1.851805902263766868e+01	1.301553793328972919e+00	6.208860600337582802e+00	9.307422935108236928e+00	4.171284069053714516e-01	4.451247669791817962e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.101838230171926725e+00	5.859302414962705541e+00	8.643299754812700186e+00	2.612709871217459678e+00	2.260455205467011908e+01	6.922167765048589105e-01	8.799699897193747233e+00	7.863085356252033975e+00	1.200156056381417868e-01	1.544671355263670831e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.456697087246835665e+00	8.111857171820242129e+00	6.044554819103721499e+00	9.738493234556466760e+00	5.893269969117436347e+01	6.244798988290205521e-01	3.612301951590301208e+00	6.328015265183183580e+00	5.687554601773631147e-01	3.914732486213813978e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.296938425051449073e+00	3.870486037057490059e+00	5.704461638034238113e+00	2.024147525294864636e+00	1.157644105644761900e+01	8.789852272587057591e-01	5.219992798128135547e+00	2.735358420374508714e+00	4.252672008679466154e-01	1.419855621735468310e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.188119454436925793e+00	6.625774461667038651e+00	2.037459012421622973e+00	4.635670434897131820e+00	9.376273662568985756e+00	8.176941846131646763e-01	6.575689282378117895e+00	6.996522385076290540e+00	2.234000037836169628e-01	8.729950617526566203e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.328888674415638071e+00	8.976314653792208276e+00	8.746072965534738231e+00	7.646595083831684292e+00	6.678140821820242934e+01	5.146559811905098147e-01	4.692150422134727883e+00	6.602564739636002322e+00	3.140878563489287179e-01	3.317070806905006108e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.969208597687375217e+00	6.540788350726854716e+00	7.507117946321259616e+00	7.335474324408161273e+00	5.513057909351401520e+01	8.020796254393314229e-01	4.845703366495374809e+00	6.421838334010875116e+00	4.552485241801175753e-01	2.237485183132301714e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.799471737535425220e+00	3.096797661319711459e+00	1.613565669025404770e+00	4.803324720177970519e+00	7.765091881686768005e+00	1.535405982598437857e+00	3.974686023364888410e+00	5.406166360665845438e+00	9.401864143005450591e-01	5.271337985716077590e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.663418887425293313e+00	1.223489968236604941e+00	7.369609504143278755e+00	4.113628850849336160e+00	3.035196233422643530e+01	4.183668448341988366e+00	6.078494258770661851e+00	5.753288453745436293e+00	2.639627452159356125e+00	5.747403387794306262e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.921902998072672730e+00	8.824033056284878995e+00	5.898480607848053836e+00	4.576421236584768515e+00	2.695398204315629798e+01	5.806919031416586385e-01	8.648380791912330778e+00	4.009544673138968562e+00	2.756053040966792711e-01	4.282295429330384984e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.665268132705524540e+00	1.187616765895430193e+00	1.735576636717749421e+00	3.383982141831658463e+00	5.891944382714075168e+00	3.662738387434724796e+00	2.804871059619113538e+00	5.670458853832744062e+00	-1.283454606221169740e+02	1.872489337797830089e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.717111212767809647e+00	8.874859216202327872e+00	5.125025275106294131e+00	2.848581007503277363e+00	1.463041285160474025e+01	6.118488198013976032e-01	9.405860275556214845e+00	2.767930493795322633e+00	2.394513292730271192e-01	1.044047534751586376e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.970899468121058540e+00	5.772106942853491240e+00	5.360800070028867381e+00	5.361469187342978060e+00	2.863924893251077464e+01	9.259467784878520069e-01	7.206188595280726084e+00	8.244149205084870147e+00	2.581241004734213251e-01	1.420776286299418656e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.470402559735971337e+00	9.450841116466442315e+00	2.495750157030458993e+00	3.417850781276128735e+00	8.478699617157921864e+00	5.721934496394944780e-01	8.418066938400885491e+00	2.665758230830393760e+00	2.825679760379236627e-01	1.283438843671996787e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.051792090928655554e+00	8.192337702291373702e+00	9.508957606907717519e+00	3.587478114559694564e+00	3.412515991367929047e+01	6.600575622992151947e-01	6.010708726041925409e+00	1.765967473110779062e+00	5.359585871609217067e-01	1.592062926807529533e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.385055985831794345e+00	9.980811891052749019e+00	8.655169853812708425e+00	6.911379378007171503e+00	5.979568226845007928e+01	5.199148976153384893e-01	8.021410061344237619e+00	4.922615114965895877e+00	3.077648705790336781e-01	6.797567682083892615e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.293346547973460048e+00	4.167211354741525042e+00	7.014949706959339615e+00	9.713383292093102028e+00	6.821494682108637164e+01	1.305423036333570153e+00	1.145363381783218060e+00	6.930865570808379950e+00	-6.499991375079202660e-01	1.646292072810221185e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.785119154849784229e+00	7.894974533743065237e+00	5.154592217375265406e+00	6.432421718703607461e+00	3.321740004738521890e+01	4.856853551885152998e-01	8.355934787609953673e+00	4.948250518586688074e+00	3.645503438245443761e-01	2.066102231303660552e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.762924269761961149e+00	4.617904611608389054e+00	4.709685600997630672e+00	1.698920339996090378e+00	7.945040286111858308e+00	9.534573887096987610e-01	1.358770167211508451e+00	3.494514398774529518e+00	2.879349354891276302e-01	2.995938198604470859e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.405608066053255722e+00	5.309837425368549191e+00	6.858272289701633717e+00	1.680869486014570979e+00	1.146143420228448484e+01	6.604208161710976022e-01	9.007810913729350943e+00	6.015031450556437065e+00	1.089140038012211542e-01	1.048805116774427448e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.925808715417980377e+00	6.633604721963429540e+00	5.906380589765284128e+00	9.558513694593642640e+00	5.649292400293051486e+01	7.198445995690505583e-01	9.924957310999094062e+00	4.131278796791167274e+00	8.168903128784051892e-01	1.457042935245231652e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.497475138376523240e+00	8.864748857730157638e+00	1.565372538644743905e+00	3.670609279644931888e+00	5.737530239945449750e+00	5.540591697287891026e-01	3.646905080082262884e+00	9.404453896654862533e+00	1.004007111357695936e-01	2.336762346127634782e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.443571591539735355e+00	9.857527267966256446e+00	5.609170754080777144e+00	1.826165758141166329e+00	1.025485733505395203e+01	4.705109024998907485e-01	2.895271400435539988e+00	9.303909348134892454e+00	4.245044638983763025e-02	1.612852046064592093e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.457825100676689800e+00	7.912876127752992872e+00	8.256527118436887136e+00	6.391801130501007400e+00	5.274331761939554042e+01	6.772297314473056939e-01	7.892916599290923152e+00	5.528604191574959081e+00	3.270720636731198061e-01	7.130529523324398156e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.203938748066544662e+00	4.759310265737753731e+00	5.140884949158297523e+00	6.619300332024594447e+00	3.389064815224417515e+01	1.020153496612470789e+00	3.275722165587976686e+00	3.947929360669029997e+00	1.220781346032777437e+00	3.859432074647741295e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.531041972313271327e+00	4.809449342300938568e+00	1.476107807696298124e+00	6.829286811724780470e+00	1.001805436274453598e+01	9.754842264009011554e-01	8.779691771697397229e+00	7.623953168125741087e+00	4.456895301451336833e-01	3.281233660171971600e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.873714147743466008e+00	7.636804441497264229e+00	8.085186024991338982e+00	3.404886910285444213e+00	2.754031480224679029e+01	6.718789941090669293e-01	1.922953120219448753e+00	1.326245432412409553e+00	8.722569056113492758e-01	5.409103992595198918e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.257220851921895033e+00	3.151832211271702544e+00	2.810716239770735481e+00	1.136777364313496630e+00	3.232166428359865673e+00	1.322246658886676363e+00	2.133834858255239553e+00	5.282408306521546137e+00	1.636038942263666751e-01	3.280938774602051300e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.223773503229255155e+00	1.990654502372209533e+00	3.334383022584411549e+00	9.675211792251866783e+00	3.226353854469120819e+01	2.680846082979617240e+00	9.819024571047371808e+00	4.018730216544327938e+00	4.776427952239561847e+00	2.580851514389846724e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.673699940371879746e+00	4.193241844796382622e+00	2.477117393161927694e+00	3.253524829536591056e+00	8.063298946448027138e+00	8.966570564506268770e-01	7.061457260264646152e+00	9.284820343666314812e+00	1.888847270759513308e-01	4.590217659859595400e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.881671788550205449e+00	3.583825588961611519e+00	3.966927978349712891e+00	7.080556098083928163e+00	2.810375164526394443e+01	1.520395919825047404e+00	8.624776818441961979e+00	1.108214569558512386e+00	4.626658988742882173e+00	2.712219716845962192e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.942650321526698143e+00	3.664489301743770078e+00	7.797785151833453554e+00	7.355359943535277445e+00	5.749943241290667117e+01	1.456327392517540398e+00	3.920544493676636932e+00	5.972519610755689712e+00	1.376980217998761802e+00	4.115501453005147248e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.784609697258805916e+00	3.112588575821656267e+00	5.683709735274831587e+00	6.491105520148273023e+00	3.684663239846850757e+01	1.422208837752369615e+00	7.088592873916841341e+00	7.663538990490830649e+00	7.743077114009738748e-01	7.163746442100076273e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.048276983418051644e+00	1.385387573292596874e+00	2.839160874340157292e+00	3.815297380554890427e+00	1.086484091361836057e+01	2.229510919489499532e+00	6.353245016512469867e+00	5.365558261784354244e+00	1.828761557936208870e+00	1.369805538535313083e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.330515388742886884e+00	1.161626152897289543e+00	8.899772031186813592e+00	3.436860307855619912e+00	3.055641122545693378e+01	4.613515760829439039e+00	6.424751512429059730e+00	1.765543145976581130e+00	6.215435310260525092e+00	1.047359767040137335e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.357716238557762800e+00	9.876682820127468787e+00	8.911210196200061162e+00	6.381331262367491597e+00	5.685097096061654298e+01	5.343401558928569939e-01	7.139659129374217095e+00	9.744350840541443404e+00	1.453164815583773972e-01	1.259781185056034758e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.564595123347187311e+00	4.847949849465133632e+00	8.839044290260506642e+00	8.804188350340369951e+00	7.770351979190094482e+01	1.093819203827613551e+00	6.178167736836601698e+00	5.663273584031315089e+00	9.064973543398755496e-01	2.324792628864446709e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.949158137640230493e+00	4.473977183327787266e+00	3.147091781820709588e+00	9.529477470951016826e+00	2.999647890924222438e+01	1.192571123251771059e+00	4.858074475336396247e+00	6.533564882709447907e+00	1.166335780719337079e+00	3.855644212265425086e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.664131759521695564e+00	7.115542333223742411e+00	5.053949355814073563e+00	1.942743554531831895e+00	9.908069758033935415e+00	5.266368757925963262e-01	3.486071366483514122e+00	3.134258671710501876e+00	1.904967346986738419e-01	1.114503319505253609e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.230285908713270260e+00	2.970422361175576675e+00	9.867345616775480721e+00	2.396581418381246387e+00	2.361553426822629831e+01	1.636105543518473482e+00	7.913347258673218754e+00	5.347040415147491288e+00	3.367073971932313392e-01	1.263009181960345062e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.032462055491853103e+00	9.557672410159501197e+00	7.940195732407759444e+00	9.501662623095620930e+00	7.553779825853898444e+01	4.209474726994131277e-01	3.037684537229842441e+00	4.855480967931431913e+00	6.086690500015795591e-01	6.284341577006550494e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.771499983874097239e+00	8.078323260366763847e+00	1.239882927391410705e+00	7.629656974120884172e+00	9.496643569630700554e+00	6.672652753442835927e-01	7.230643124147108303e+00	1.672503474010257563e+00	1.297999348566530209e+00	2.700831216180558658e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.605331922775577347e+00	1.800015835151169918e+00	1.575207812486192349e+00	8.944788364412078252e+00	1.421781214509798197e+01	2.889134600960416410e+00	3.101166090533164610e+00	1.964044367056450691e+00	-8.461530224113648302e+00	4.930027921858023632e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.979745669441247635e+00	4.744678958206992370e+00	5.167519789504036787e+00	2.824330261399865982e+00	1.462301790829251225e+01	1.007504819365250048e+00	6.625467342572188834e+00	8.540794547528763658e+00	1.529563591710150494e-01	1.841135175090948151e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.570684237361964275e+00	8.915870876485497476e+00	9.183967625864024598e+00	6.289092465077800398e+00	5.774705434274223137e+01	4.117407495193401989e-01	7.721857403725158164e+00	3.162241647213972495e+00	4.914356112525560816e-01	1.340877231899971544e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.805987388602365407e+00	9.498055585460921435e+00	5.837468696569685811e+00	7.307122266781676423e+00	4.274469327115226491e+01	4.999726323156062913e-01	2.968947957480995381e+00	2.759506355770029895e+00	7.539786002653355856e-01	1.785564702537125958e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.921917184088127950e+00	5.207593552398662062e+00	5.472134199436113455e+00	7.116154595940452410e+00	3.902776643558681968e+01	9.184751921479331616e-01	1.540590399307607328e+00	5.546511461269371779e+00	4.421238953578603414e+00	1.199314169320275347e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.569852409200148458e+00	6.513749554795757568e+00	1.949250219670598971e+00	4.670936261816209800e+00	9.124059831711118562e+00	8.113937501485632975e-01	2.178740802385771058e+00	7.919385860250307552e+00	2.692097494303797300e-01	3.651129790861905366e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.736504459246445364e+00	2.501829952252553557e+00	6.908019332147762093e+00	1.139822163346434492e+00	7.876541315759800987e+00	2.088446755520776410e+00	6.463261729911851994e+00	1.561152205116916880e+00	6.289087302676468205e-01	1.710774226747939497e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.984057881839797588e+00	9.920705224354037455e+00	8.409927782148681530e+00	6.249577102078666790e+00	5.247386499828087381e+01	5.445981233146534040e-01	8.639621167617928421e+00	6.188274914222457568e+00	2.200515662417925622e-01	5.433877662489281501e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.248939255923061431e+00	3.086539537923851384e+00	4.433906207678350420e+00	3.282533348387055128e+00	1.454078230410762806e+01	1.634169908130735926e+00	1.404621675273710624e+00	2.065133990746796933e+00	4.205508953346825507e+00	3.018394228005729651e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.071771165862469566e+00	9.478384040542136901e+00	7.975714294601305987e+00	5.049612983871432981e+00	4.032772142545833560e+01	4.259782718912921706e-01	7.598789854697706403e+00	1.332115951613897398e+00	8.626337207065118973e-01	3.625761569138492568e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.419126782040216028e+00	6.853478442022614914e+00	9.683366209785852163e+00	9.619765697206544175e+00	9.308790643432401168e+01	7.716686758946130764e-01	4.073894518430012823e+00	1.481486024539349744e+00	2.908938599927803015e+00	7.289848620018931635e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.846726368464834067e+00	6.466310531348280044e+00	2.838035407180327319e+00	4.596528247882485374e+00	1.303765805092172414e+01	8.223664350398521838e-01	5.300680640217231065e+00	8.501342147848710340e+00	1.923313343960308675e-01	1.553570650137829023e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.052800446762769404e+00	5.604881265598790741e+00	5.706667609946471487e+00	8.564524262766578744e+00	4.882640751101418886e+01	9.152731718841241593e-01	9.358220008535338863e+00	2.066261559529330771e+00	1.766649907478119674e+00	5.780664259825817330e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.939161987958883060e+00	3.075421795734730512e+00	3.575983760779368303e+00	2.696546965672974139e+00	9.633991931493323335e+00	1.730275222108232924e+00	3.985716925003314426e+00	1.415583263918202661e+00	1.598265620968286393e+00	4.209438832650643780e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.448479363066793368e+00	2.588943525197947348e+00	8.135621862248500591e+00	7.050948493628528269e+00	5.738406774654820452e+01	1.957318114968582989e+00	5.189562409333042581e+00	4.941086656931939380e+00	2.321075706721727361e+00	4.829771582392236695e+00
