G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	W	Fg	d1	Fc	m1	d2
1.000000000000000000e+00	1.000000000000000000e+00	1.398857313029454819e+00	8.553310292791671543e+00	6.821605151950111079e+00	6.810242262565770588e+00	4.245014366895050628e+00	2.106344692384166439e+00	2.029699578028104412e+00	5.061123866912340397e+00	1.876647483559422014e+00	1.959693374954816492e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.460668716467147910e+00	1.298514013747442020e+00	2.785288539545682784e+00	2.769980347858616465e+00	7.111487909165332688e+00	3.737314339025392229e+00	1.911016922006804730e+00	8.123521069915379256e-01	6.570221903925029139e+00	1.491600683921340265e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.534225521119531255e+00	6.313970388958453306e+00	6.095692954240464978e+00	4.849953696543382264e+00	3.466678599561074936e+00	5.795446327470331838e+00	6.040918058785073042e-01	6.969062030808384378e+00	4.150252944388834742e+00	1.758184083253359065e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.537620075319058754e+00	3.152268076503506933e+00	5.284149958578438167e+00	7.717733971760955214e+00	1.640393221034867288e+00	6.072155436911182314e+00	2.941191054895391233e-01	9.886927354910906018e+00	8.120738791880622642e+00	9.432561753701546037e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.528051419852975101e+00	2.141350871168699044e+00	9.690705655383867523e+00	1.924024374445828967e+00	9.949372848392002311e+00	6.355225893304736751e+00	1.527854205776911778e+00	3.288128689263006166e+00	3.131188954546714864e+00	8.401489580047164507e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.595571117108478987e+00	1.763456732257852044e+00	6.478924415133602288e+00	3.542440391122513077e+00	2.448516178673181720e+00	2.492958621006573949e+00	9.596864139814181849e-01	8.236084007874558965e-01	6.727867868625991399e+00	6.271953803142141792e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.292410525265974997e+00	7.213746670544121109e+00	4.087059791613946835e+00	3.486416516673553012e+00	9.880047204183439291e+00	4.430873003459756987e+00	2.224886865585145035e+00	1.078745216768216775e+00	3.226410827417607319e+00	6.645160178771957193e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.586933469312489464e+00	3.974030667892171298e+00	1.999659375735388656e+00	4.872052801537440025e+00	9.802396481611346246e+00	6.576811513089020345e+00	1.491806364104634852e+00	1.806623061039557721e+00	7.327924323065801993e+00	7.626625932256957396e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.863380932380713562e+00	7.530309199205354354e+00	2.454204527446957496e+00	9.862626678830451965e+00	8.110980884310041716e+00	9.738260527884715856e+00	8.272909325347261866e-01	6.081567345252900658e+00	8.866266297883793612e+00	2.514312312564575547e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.207846434737638752e+00	1.606850658730010206e+00	2.965107843491573636e+00	1.709914486477381645e+00	6.859768108214340465e+00	7.535899907705243095e+00	9.132936582728377051e-01	1.578437836074017886e+00	2.129325908750092200e+00	4.128777545878823396e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.904037648854678189e+00	3.857896406194538663e+00	3.291114387019525189e+00	5.684580848723876478e+00	6.115815229538507758e+00	9.300302303537026916e+00	6.815803207764201677e-01	3.058168896554957605e+00	8.769404286021966755e+00	3.457344149877419892e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.137119526247408974e+00	5.937655304558897562e+00	8.677239495220067766e+00	2.586345865200259109e+00	8.711190617508977496e+00	7.829534475064725108e+00	1.125735522962455715e+00	1.626528614547536833e+01	6.304225969150425435e+00	9.046277503101534112e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.519144015361992395e+00	8.020056316501801064e+00	6.049670428065465622e+00	9.725816945821470938e+00	3.641398208570866490e+00	6.342636753210937783e+00	5.842733848907575300e-01	3.514896714214559736e+00	2.143615817712388072e+00	4.420759688927915904e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.130462923824214538e+00	3.916598704648389884e+00	5.739199680277715210e+00	2.156132774594426316e+00	5.073486562704063729e+00	2.716078826495492482e+00	1.886533701148736419e+00	5.969591636919723499e+00	4.835608483361967025e+00	1.535888475542394938e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.175691391977501610e+00	6.572015430839289074e+00	1.968867566774347377e+00	4.639712048689021096e+00	6.538206905593613172e+00	7.010076768806194458e+00	9.400194263529489946e-01	7.629750600435548646e-01	2.426425420803282496e+00	1.670242326080699502e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.173374086534321847e+00	9.021405618677043492e+00	8.832713597176354625e+00	7.608787014889280442e+00	4.659009544434233874e+00	6.665321950434978326e+00	7.248916690150865039e-01	8.675622588830549375e+00	7.232483514838947691e+00	2.298037285612802294e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.956302753685339901e+00	6.516346108799174530e+00	7.611611990827480412e+00	7.279003024753580853e+00	4.832009007071106588e+00	6.383305820514888040e+00	7.762606851784743522e-01	3.459427837471904077e+00	7.741791494182463040e+00	2.658459865629425600e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.805011551904088574e+00	3.051352751262272012e+00	1.611616217266874873e+00	4.705714848797215133e+00	3.871443150618077311e+00	5.440808595050909524e+00	7.124868899992132798e-01	1.154954792555933141e+00	1.936474019773919197e+00	1.101509410072139400e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.546249238920083258e+00	1.185677192510479205e+00	7.504311356855217774e+00	4.138399691747333797e+00	6.100085924107385260e+00	5.759731410380549477e+00	1.050594552958274752e+00	3.723675898580179222e+00	5.533385528322297908e+00	4.789413942964645399e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.024570709519793787e+00	8.750468323043941510e+00	5.869811028092574823e+00	4.613949638793304331e+00	8.585822312137601386e+00	4.120869067159411259e+00	2.173153288479365397e+00	2.048422359339827636e+00	8.320907129161861704e+00	1.309761611918730750e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.679170159240599869e+00	1.193673824889582402e+00	1.757638569335316259e+00	3.357011716462451556e+00	2.875436939854364660e+00	5.661947603769010406e+00	4.931778032783241117e-01	1.833600523299549589e+00	9.419558583647795302e+00	4.603476955620452449e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.680309878543798874e+00	8.829330025866028109e+00	5.203769694469116303e+00	2.847186045068560656e+00	9.376030096917622458e+00	2.816141133126858431e+00	3.374306336411503793e+00	6.642045481737754997e-01	5.593237824439856176e+00	2.235360856377553329e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.055506272344402419e+00	5.804177205216720203e+00	5.336921953176474887e+00	5.283995793413098774e+00	7.196580888426163725e+00	8.247411898061363544e+00	8.512053925622061756e-01	2.880704173053186601e+00	9.540958514389085821e+00	5.159102099799580676e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.358306334414546512e+00	9.487216606652614459e+00	2.415686535183881656e+00	3.423999716854301933e+00	8.409664470000500103e+00	2.595827700136076110e+00	3.133733526837775507e+00	3.391260813554558551e-01	5.774770671612707851e+00	1.775225415126194806e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.986919615774311865e+00	8.282963926098000584e+00	9.422289919906722488e+00	3.613220129379651091e+00	6.019019912907322301e+00	1.736130666882997442e+00	3.379174589648847427e+00	9.790051095754960242e-01	4.630613742532827537e+00	1.438682376268476393e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.256646172203147671e+00	1.000178635845151476e+01	8.763570001599006787e+00	6.881834119051595700e+00	8.017666463858875048e+00	4.974518473236832605e+00	1.627975652934874562e+00	3.394484573375476266e+00	8.590324058940048246e+00	6.856862943114698794e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.394346250904716200e+00	4.185372455119907187e+00	6.991990142257581198e+00	9.808346539469280145e+00	1.122539090921846228e+00	6.901028561298844011e+00	1.782452892239957398e-01	2.652324129010870113e+00	5.416663857219186973e+00	4.166223688720269158e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.814420132507617467e+00	7.982584333138015076e+00	5.150404313151679681e+00	6.387419101785828168e+00	8.384109494749289127e+00	4.817644153167114141e+00	1.675613131308699044e+00	7.087000449621797316e+00	5.207750085439474930e+00	4.597546398103906085e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.799534622285723362e+00	4.582460366657541861e+00	4.644446915188679803e+00	1.708160852831450249e+00	1.386640521349902233e+00	3.489064363839653016e+00	3.936299827474621371e-01	2.983172260521812724e+00	5.372526396799160331e+00	4.159255947104382178e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.423336716813039748e+00	5.236086457711023989e+00	6.911125190373898164e+00	1.726175115939015070e+00	8.967543903293904606e+00	5.963613120090998088e+00	1.507721500552809069e+00	1.463062171235190512e+01	8.622405466903625637e+00	2.561526094941149800e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.959027064060314238e+00	6.658680714148745849e+00	5.865731808036338535e+00	9.558625019189028293e+00	9.950888762975116819e+00	4.130252778612912401e+00	2.407823161259544875e+00	3.180011856111403912e+00	8.481912564354132655e+00	7.105717797354035303e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.502321417120509039e+00	8.783950714406191906e+00	1.533332117492349322e+00	3.665414152194927500e+00	3.711519544022605199e+00	9.480907937195624413e+00	3.651426510321635899e-01	1.596020844207472811e+00	4.606686297628075799e+00	1.665256224699510068e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.456804390159874618e+00	9.993267650297697813e+00	5.629062313836270981e+00	1.751252980885543042e+00	2.931316699112891833e+00	9.346020076191873471e+00	3.164408025091066112e-01	7.575018901503438151e+00	3.984278270972432257e+00	2.261218303193776036e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.464461410441396438e+00	7.995432356875562974e+00	8.198879651725352602e+00	6.464879271028807217e+00	7.939056263674017622e+00	5.605650090932203788e+00	1.427906774930532308e+00	2.698992985415309409e+00	5.388195949629961845e+00	4.112615601314792979e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.177841071056116462e+00	4.880286413738317286e+00	5.123298209374165246e+00	6.603642043163873154e+00	3.286601509074572824e+00	3.920150387521100566e+00	8.272478863071195399e-01	2.403952553099486966e+00	6.176805579102074617e+00	2.622556957700332703e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.525887113645419735e+00	4.795687042570731862e+00	1.545034327322444057e+00	6.865632987882145599e+00	8.739069822907568508e+00	7.626337366660924211e+00	1.143609454775854406e+00	1.561655680941422597e+00	3.256832854595849369e+00	1.820613848558533254e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.899072533657215622e+00	7.668869976516556441e+00	8.100150505514109867e+00	3.443035135601657082e+00	1.881482418079525987e+00	1.273116836052757384e+00	1.448591294596457635e+00	9.682903909105065043e-01	8.098006323075752633e+00	1.152199908460211919e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.274301279924742847e+00	3.123432976103708736e+00	2.819482130493668581e+00	1.101984003806741441e+00	2.151020900957346882e+00	5.235393192572734833e+00	4.119024188169714273e-01	3.306355304936539508e+00	5.399775620892906858e+00	6.516474207847587907e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.139791237509314215e+00	2.043385502059008374e+00	3.339451590528241809e+00	9.674445365068294223e+00	9.863715848958465315e+00	3.976059975976165894e+00	2.470786656634898826e+00	8.278629649707632820e-01	4.008855064173510563e+00	3.392775116382561462e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.598160955756180224e+00	4.123976857947956098e+00	2.460870495999864183e+00	3.330277949691367478e+00	7.216297250581790834e+00	9.213133790546429225e+00	7.624725083254192404e-01	6.880892732104149090e+00	1.997760924871312405e+00	1.543639093213291791e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.940589154166152852e+00	3.443674685091646204e+00	4.082156155204286208e+00	7.023758486059501926e+00	8.675464349814872023e+00	1.182960608506951283e+00	7.802931346795209500e+00	2.648519257025989115e-01	3.187510440995083627e+00	1.148019367404322644e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.933587453686832269e+00	3.622784616733973451e+00	7.765919063335416261e+00	7.474861024227098305e+00	3.855211374049740236e+00	5.860565164263459970e+00	6.609582972475697149e-01	2.916860799830760076e+00	9.554704547903531520e+00	2.828317048589762961e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.820088272465494317e+00	3.021499503702848699e+00	5.686119347659755796e+00	6.449743989657917176e+00	7.046560812708698940e+00	7.741140522084196895e+00	9.232324335605323062e-01	7.862348683506277247e+00	3.743731028442416786e+00	1.786713225219889178e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.905901460546006065e-01	1.461058076151275698e+00	2.850282780949586758e+00	3.752314841810959312e+00	6.472286101163463812e+00	5.433522930544196328e+00	1.185339968026217994e+00	7.272277360199066898e+00	2.496100466869513923e+00	2.550721063778467745e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.259421653430939259e+00	1.261874374679660793e+00	8.956171050459419192e+00	3.447028664017480981e+00	6.416673426565190574e+00	1.796046797815908924e+00	3.617234581756986422e+00	9.925694477358921741e-01	5.104442963119444343e+00	1.810502750522786641e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.316058034785645425e+00	9.811454380689152543e+00	8.977150110724897658e+00	6.498560722348177165e+00	7.145380237401800727e+00	9.691008630671936075e+00	7.367937075489433552e-01	5.901211904846656253e+00	3.758521499537121890e+00	1.429261584443834998e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.549018600688473413e+00	4.921818351047867246e+00	8.833437863190557238e+00	8.691412939569083562e+00	6.125919150692655357e+00	5.575292899100713129e+00	1.062751483538250996e+00	3.310951113296442205e+00	1.246554449402381914e+00	5.482179791360935334e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.905433671852763133e+00	4.511866848380676309e+00	3.165215490878649174e+00	9.512969849742995976e+00	4.946811687131429380e+00	6.497589784711217398e+00	7.324604239119919535e-01	1.342829997745345061e+00	3.876002503272533151e+00	8.994581528628499412e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.736433550265245929e+00	7.029496418157314963e+00	5.079294644282432714e+00	1.978934253425327805e+00	3.510557139144713901e+00	3.163783275968552022e+00	1.114625091376692190e+00	4.839338513827379451e+00	5.957188017150900627e+00	1.119268066387232086e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.235907915770161125e+00	2.942573799426371206e+00	9.739447165398265938e+00	2.395279108587530903e+00	7.875039848123899233e+00	5.351650846676877293e+00	1.496471715326229912e+00	6.307629729229197402e+00	5.970770197659962086e+00	1.226554027760279997e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.142891810885632076e+00	9.517375248553694433e+00	7.860373821224113655e+00	9.523301183845369167e+00	2.982318724268012033e+00	4.805097165198568554e+00	6.448826082252505643e-01	9.493848044614011883e+00	4.257589266542358253e+00	9.205968911509961050e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.789818648838334525e+00	8.118717279002060749e+00	1.211097281433643591e+00	7.589947233551204597e+00	7.247921998889355955e+00	1.737055165877884333e+00	4.316172090490396407e+00	1.421580553347241149e-01	5.105670197655266307e+00	9.555729817000331305e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.479108435436592650e+00	1.736340110928690894e+00	1.555831798065409277e+00	8.914479224944667379e+00	3.102403287315695923e+00	2.047851488055862479e+00	1.587536433961866944e+00	2.146412255374851585e-01	9.680031247853525755e+00	5.862375124009657767e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.035238454698047761e+00	4.752726541843938612e+00	5.109162193738872482e+00	2.815659034886291767e+00	6.673296140028489809e+00	8.524821041071307448e+00	7.903951157545829886e-01	5.565071643890895814e+00	4.407414368337526867e+00	4.075024270020320416e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.490323551980530681e+00	8.873905165226506853e+00	9.224371187558194407e+00	6.227107755864218497e+00	7.753497487777674557e+00	3.164377989778000000e+00	2.426506673640063116e+00	9.188653305095773050e+00	3.307621568766889730e+00	4.225195715192366919e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.811318094372218468e+00	9.528920907243898952e+00	5.848433151826628595e+00	7.307837307323935327e+00	2.954018893188609329e+00	2.671846279213378139e+00	1.083386540474547965e+00	2.135263234873305382e+00	3.146999437991328641e+00	1.544620248744547064e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.884721605181051363e+00	5.194553121631264148e+00	5.468457885228696469e+00	7.099962727787533012e+00	1.509869120398938502e+00	5.521469057189723806e+00	2.658704222027383213e-01	3.886380116976721588e+00	5.068042137477776876e+00	7.059328291282435108e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.682425751732042229e+00	6.490925947863505741e+00	1.879902783003430500e+00	4.647919909437445263e+00	2.170051724507047197e+00	7.946727838040279046e+00	2.726906487749017893e-01	9.423062179552518236e-01	7.881546861573509588e+00	1.570537113679704166e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.815932727901042654e+00	2.491439489295700582e+00	6.908561327819673359e+00	1.155904245390836582e+00	6.423977411170201712e+00	1.576986739969073126e+00	4.137207707487903896e+00	8.002896366473282175e-01	2.865242524146819125e+00	3.468938470549437714e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.944765054794274306e+00	1.003378587385573439e+01	8.253892070851316376e+00	6.147775376333188824e+00	8.637925977155948232e+00	6.163419705946203031e+00	1.402531395331091613e+00	2.910181635410886702e+00	7.484116276348813379e+00	5.495277518719914323e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.243041339491664843e+00	3.061852533936211707e+00	4.414782190363042425e+00	3.265512342631146758e+00	1.405866918816685240e+00	2.057848496382479908e+00	6.856294839306265043e-01	8.700297294695362726e-01	1.243225896648127327e+00	7.957640805673053819e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.089586613288335393e+00	9.426673228377993041e+00	7.983995442018580135e+00	5.177735279371425747e+00	7.558451502031657832e+00	1.303614672213235348e+00	5.740496233778531909e+00	2.566579290516953993e+00	4.730620425302884513e+00	1.814631558538436051e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.465933727329021607e+00	6.879277158129335490e+00	9.693647592445133299e+00	9.559433945098794183e+00	4.106220613523877461e+00	1.459418493447742105e+00	2.766123288110167167e+00	9.088954860391080803e-01	8.028498352099159519e+00	7.642857161590733694e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.848643231568584788e+00	6.461646649105394324e+00	2.747533880968197284e+00	4.660906828027801652e+00	5.286578325374155618e+00	8.530696394792860460e+00	6.262231119742701635e-01	1.505455340341350645e+00	4.032001163201276661e+00	1.764461398289362548e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.996024301326066563e+00	5.535464932249007930e+00	5.722380276792416787e+00	8.561173201020420009e+00	9.313878948035521077e+00	1.953809716008001685e+00	4.566136419990546536e+00	1.013707377691747791e+00	6.139828395651614201e+00	1.083931368437329512e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.899868129334383759e+00	3.200169926604083503e+00	3.526737414301762463e+00	2.664225080121410461e+00	3.968591666558021647e+00	1.402283331489157181e+00	2.813766115568463011e+00	3.175015399781157543e-01	2.818357609184136248e+00	9.868632511668817830e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.443917801332236905e+00	2.569143337283499307e+00	8.090828017033981467e+00	6.980653188886122074e+00	5.201228085582141780e+00	4.960299269249495602e+00	1.074153544208127586e+00	3.705428486807969879e+00	7.620708867799308450e+00	3.573266305764982165e-01
