G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	W	Fg	d1	Fc	m1	d2
1.000000000000000000e+00	1.000000000000000000e+00	5.807780828261956962e+00	5.169738611736012679e+00	8.212761408937538476e+00	4.061589464328135612e+00	8.581055614634555795e+00	2.893821777032751008e+00	2.396819333986091483e+00	3.160098199727100265e+00	5.074717029452345152e+00	1.010012997243228128e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.184376964432770407e+00	8.874721676833111417e+00	1.400380414337051960e+00	1.054186742834234636e+00	4.276074156557692518e+00	6.055029862135072882e+00	8.906675388775148194e-01	1.563560170525611692e+00	6.408179113985192465e+00	7.842999074415095695e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.503121976649959279e+00	1.100894845333132865e+00	6.878711433759707283e+00	7.716895405485121984e+00	2.546407649611265978e+00	9.393354190615202270e+00	6.248170744141789967e-01	8.287076248603989725e+00	1.918325615283018371e+00	-3.236060417885969209e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.964184118651953526e+00	7.117433554151809894e+00	9.865983832932124997e+00	3.772426926809682612e+00	4.372860040638386181e+00	7.040865859254002324e+00	4.467702918261665102e-01	5.105707207091468192e+00	4.786240744390793722e+00	2.208779170552377935e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.552692723055931756e+00	3.649881016227745523e+00	6.329054402201029106e+00	4.564696859038746446e+00	2.794494022890143814e+00	5.314573122618929446e+00	6.012614545123582399e-01	6.646965427785315406e+00	8.792199583133450957e+00	3.659442097321385923e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.684526188473862707e+00	1.028365428061048625e+01	9.849097891366172419e+00	6.724839743387040158e+00	6.781158510339643897e+00	9.727955366783609392e+00	6.139987739858956406e-01	1.237269679041428816e+01	9.798824916121199990e+00	3.045983369396649265e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.280764468673652345e+00	9.550612139736674777e+00	1.695008915663090310e+00	4.473791914349464882e+00	9.076580108871713293e+00	7.160260918554364196e+00	1.148171052242793255e+00	1.591738146879956295e+00	1.923622863635116031e+00	1.962590810402820019e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.216348041077174535e+00	9.471264599301514764e+00	4.228234138783159679e+00	-2.290822825753100478e-01	6.879667887177346230e+00	9.269088474065723560e+00	5.633178935456506498e-01	4.959990371102092510e+00	1.976031527618092865e+00	2.366847961220857610e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.720564220340415673e+00	4.256773301641070262e+00	3.661413920606213956e+00	4.132578351155834717e+00	8.254843689665236184e+00	6.395487955035379812e+00	1.386806150892897715e+00	1.092811525600436928e+00	4.483797492006825536e+00	3.649081951142632008e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.359507852858567567e+00	9.997839085591598618e+00	7.699861527871207478e+00	8.777764039342862645e+00	4.168876701170739274e+00	3.723318786004651049e+00	1.249529960279287755e+00	4.171245202061257373e+00	8.838302353046058712e+00	5.338919858267222596e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.907432402342102762e+00	7.868884808200058423e+00	1.104097335154216353e+01	6.305428454394764515e+00	2.265344588110779434e+00	1.136615982280607451e+00	1.705939896547379320e+00	2.071296244374476903e+00	3.099202175070435494e+00	9.225660641577219934e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.987513963800303429e+00	3.478669978880068125e+00	3.313142791351427530e+00	7.175263324739471926e+00	7.759456905491657785e+00	6.773571739568481576e+00	9.407585477516094974e-01	2.016195458403870600e+00	6.333803085021357582e+00	3.570390042930118857e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.648843596664253619e+00	8.847280280299163024e+00	7.098995328963575879e+00	6.579439244195595116e+00	4.127073543291904123e+00	2.205206747310238136e+00	1.976147622289450956e+00	4.404380518138520273e+00	1.278453384382775893e+00	2.270726894644073401e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.740897220582308336e+00	1.470029397741089872e+00	2.730519293153509608e+00	2.630928297002401273e+00	6.959574335682686907e+00	3.405746381414858082e+00	1.963184069914627461e+00	1.539303480860161777e+00	6.244878681768227580e+00	1.426249822010910107e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.036156236574535150e+00	7.280559024213487440e+00	6.114970874905274023e+00	5.408930593902114836e+00	3.989221942194011827e+00	5.694894122669621694e+00	8.273836806651275744e-01	7.402266382563106539e+00	4.522284348200694915e+00	2.159653116640916914e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.380787712339127449e-01	3.470634350639735910e+00	5.165114734485594106e+00	7.751086168862840964e+00	1.880122141170547323e+00	5.281826822748456607e+00	5.864206206060095239e-01	1.055754064650708024e+01	9.065237353083443139e+00	8.184677448304339409e-03
1.000000000000000000e+00	1.000000000000000000e+00	8.854994516304198982e+00	2.039882386325973851e+00	9.508063976333318124e+00	2.890042470456760881e+00	9.306355193895704758e+00	6.976224563085963837e+00	1.615820349346245299e+00	3.840816268592017746e+00	2.781821413059863524e+00	8.819048330244890765e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.649787179083341826e+00	2.273418927475812090e+00	6.574673959657674871e+00	3.886211127239901586e+00	2.359370037632813055e+00	2.443094195428077597e+00	9.511225669858813792e-01	1.882307168982985335e+00	7.284964210376124072e+00	6.226371893717170813e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.716796720930377163e+00	7.912652677247891120e+00	4.488871799963890297e+00	2.963555714562119636e+00	9.602552410801177274e+00	4.447624086244781338e+00	2.427751173991478773e+00	6.955834965145064608e-01	4.338143931642422402e+00	5.720219098490660903e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.140908047540519554e+00	3.691618069303443939e+00	1.795225089991864031e+00	5.935166945108757197e+00	1.007931951468957443e+01	6.097787497554064018e+00	1.660844893589712656e+00	1.460136653329374923e+00	8.274137861791700743e+00	8.031271525835004255e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.026186643482580152e+00	8.058649186365906658e+00	2.822595913109077870e+00	9.973867533878873815e+00	8.200433716797647321e+00	9.576191526272367582e+00	9.629162638168702326e-01	5.917290867382137165e+00	8.643404083990931852e+00	1.909717222837405415e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.662310488862083879e+00	1.464559723551723591e+00	3.422269642788677846e+00	2.620770307215837036e+00	7.550481069822761349e+00	7.615863882499711579e+00	6.934757457023899008e-01	1.390141937872170441e+00	2.613695228169509832e+00	3.974857370253942479e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.183286106142771743e+00	3.780046668378301611e+00	2.772649808601644672e+00	5.524261442534323052e+00	5.797166818684637235e+00	8.966989832233057456e+00	8.387258127669173779e-01	3.104034759279194144e+00	8.983990951780075562e+00	3.876350024632050362e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.809778203918129824e+00	5.934937641484408388e+00	8.123428634729611630e+00	2.761651405265408865e+00	8.690103650055389650e+00	7.741482869710682557e+00	1.170035678020719061e+00	1.601669870936474283e+01	5.983450429130066084e+00	8.393897348675922743e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.310334236398021268e+00	7.904674150189168635e+00	6.298459780960691923e+00	9.970008530547817216e+00	3.025338253941756150e+00	7.085997204571848229e+00	4.424773285547130008e-01	3.035882848153112157e+00	2.376432455006056266e+00	5.974426471768559677e-03
1.000000000000000000e+00	1.000000000000000000e+00	1.470534823933115076e+00	3.627002705860672638e+00	5.386101413101421542e+00	1.928725242522372207e+00	5.186361070037269982e+00	1.768105724240674803e+00	1.813553696759371725e+00	5.602150552411930384e+00	4.590134558142295873e+00	1.604092568729633239e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.367731574930617811e+00	7.180837934560352132e+00	1.455514869935947253e+00	5.320947065289584721e+00	5.737542045319924178e+00	7.101424748743874638e+00	1.022186255434561097e+00	6.583661289303718300e-01	2.515388283816212933e+00	2.492661755424790959e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.604238183752233482e+00	8.123227204270012436e+00	9.689268181895617005e+00	8.687144056108468959e+00	4.875825248183920380e+00	6.179495235655987351e+00	3.529660506533169317e-01	9.132176443966756096e+00	6.553313031559945934e+00	3.228526879903654834e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.147513402754812617e+00	5.952169085776132462e+00	6.971756322129667893e+00	6.099472103307336468e+00	4.817169542797476112e+00	7.155445049054055318e+00	7.368904715203840050e-01	3.233390680800650507e+00	6.870817616325340715e+00	1.689560817852428509e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.616344742238568610e+00	3.472000293547972571e+00	7.677389454982995742e-01	5.245649507100194064e+00	4.057090328350485109e+00	5.308922552392631999e+00	6.411544044294692490e-01	1.464292207452484229e+00	1.796298926925463668e+00	5.202272882216021910e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.828870112674866988e+00	1.179051925486418684e+00	6.937787699887087989e+00	3.634489015380859556e+00	6.507379184483827572e+00	5.183421549544878104e+00	9.476722668658981164e-01	3.211830415736749877e+00	5.728320666392274774e+00	4.937645677341429562e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.152192239009987240e+00	9.382483800779825245e+00	6.019752020444354201e+00	3.174926852141028100e+00	8.777619494768270414e+00	3.891695183663859581e+00	2.093213617181685748e+00	7.277192787394246576e-01	7.718092520589218353e+00	1.350174255680123059e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.440459658008069521e+00	1.390548000988961030e+00	1.776141004071342566e+00	3.658367762634783027e+00	2.118301327545568213e+00	5.865629891287555964e+00	2.849679840604977255e-01	1.795615384297047479e+00	9.711760386390078992e+00	4.814073083666066677e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.107948040952965840e+01	8.130354376194748767e+00	6.166759263350451548e+00	3.129098689275889189e+00	9.107116345087485243e+00	4.300759703185842220e+00	3.537364100507189413e+00	4.901324325877680632e-01	5.644915592418468187e+00	2.231931274572498847e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.401678277243091131e+00	5.795389976068020310e+00	4.937986770046270735e+00	5.715535653868049515e+00	7.158114395762996907e+00	7.089089735284732186e+00	5.698851480371499578e-01	2.422617793792524843e+00	9.906235593798879080e+00	4.904270223428032205e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.753325966309743578e+00	9.748986557139238229e+00	2.622368198714022380e+00	3.617655119804716435e+00	8.230744837983046125e+00	2.014135845977097272e+00	3.171400463083180910e+00	-4.370863894128046434e-02	6.335607257841452622e+00	1.893305053234422441e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.109057414396565022e+00	8.319249027127151308e+00	1.013439556027818256e+01	4.060838984425785725e+00	5.893531958940736004e+00	2.480763234316647470e+00	3.282401586656837456e+00	6.466072135147196143e-01	5.278590525088961094e+00	1.490657914645006077e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.255924893849738488e+00	9.720898774006096588e+00	8.285892752859055577e+00	6.584351613577845264e+00	8.898847043927117895e+00	4.098371758022878453e+00	1.909985718823459244e+00	2.947567984983611389e+00	8.961994862190362454e+00	7.574068215565217255e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.648351709090599471e+00	4.004009073393347329e+00	7.409773025368662225e+00	9.859388781209633024e+00	1.200466668662794278e+00	6.930051206637449113e+00	1.686994865631489260e-01	2.259525748407683388e+00	5.276227097525406862e+00	2.259678342279660551e-03
1.000000000000000000e+00	1.000000000000000000e+00	1.857635322943543166e+00	7.593110504721701126e+00	4.148999012859604818e+00	6.810678422348920513e+00	8.573638641680149775e+00	4.674268727330073148e+00	1.390822124428076068e+00	6.556386988499708579e+00	5.349859774812310675e+00	3.024478363587859153e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.962632615938663339e+00	3.880150444028512169e+00	5.677012840219035184e+00	2.425221143158217352e+00	2.670660205937049891e-01	3.139439004521087817e+00	4.679275936269967628e-01	2.128009933507455820e+00	6.679835480572002382e+00	4.848676665858968060e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.242743088949862074e+00	4.505135778422829418e+00	7.408031772075958088e+00	1.703987720490831359e+00	9.415565237619011540e+00	5.929072684677111127e+00	1.339875190904699753e+00	1.380561998908683563e+01	9.157136099009097308e+00	2.582193719285047706e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.065995392017195620e+00	6.864523902314010328e+00	5.533041805683857284e+00	9.447073423979901463e+00	1.148111350796103025e+01	3.940505277488265179e+00	2.548299685604901388e+00	4.076387582486879602e+00	8.526387922188089163e+00	7.247784557234296932e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.753686260675554109e+00	8.378288168599851815e+00	2.018654410672922950e+00	3.645714222564378826e+00	4.379577957594953830e+00	9.975732281230573761e+00	4.761926515330522358e-01	1.604712394798135433e+00	4.549792857979474192e+00	1.245078993535418399e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.550400137468347150e+00	1.017696558993390177e+01	6.337617677251242476e+00	1.182466110969203843e+00	2.653097710076985027e+00	1.003253269928911173e+01	5.209149521643146041e-01	8.189199379678639090e+00	3.674269712528978715e+00	2.030718205431307488e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.730628648465412311e+00	7.583415408764655474e+00	7.546074673608785588e+00	6.808027799857028661e+00	9.130750365056512052e+00	5.755224425099910945e+00	1.455355346166794739e+00	2.624697777122006581e+00	4.781542378770986090e+00	3.637340765120791186e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.303874808316136225e+00	4.029376029384777347e+00	4.801927227832532452e+00	5.823938646317439627e+00	3.292214197637071571e+00	3.821442296931202520e+00	9.462840945309375362e-01	2.351038569165969427e+00	7.084128608459119292e+00	2.604141421527986777e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.531833561876208449e+00	4.565267622146469861e+00	2.210869554825694472e+00	7.048186926935144037e+00	8.957035609810441557e+00	7.775992963989945217e+00	1.157503376921477978e+00	1.709207254285040056e+00	3.405327833774711710e+00	9.947382392198826639e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.014642975130197300e+00	8.803374126307044634e+00	8.113759968354571583e+00	3.452401451678138500e+00	1.779912216519888180e+00	1.772068038788942701e+00	1.363273494759444926e+00	1.166674066150332756e+00	7.455367073930321276e+00	1.205358310190720372e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.342496752373357527e+00	3.095804544436344674e+00	3.053109797834089534e+00	2.963964821936925231e-01	1.973827510588666456e+00	5.822470811794227430e+00	5.566015734846561092e-01	2.774690657245901360e+00	5.310163459702240907e+00	7.768174980263877760e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.064113412481587417e+00	2.353572706738588316e+00	3.366347973508526437e+00	8.876409217930513407e+00	8.587838260374395460e+00	4.229924925998419738e+00	2.261239854244859959e+00	6.646108228074899538e-01	4.697527658948174256e+00	2.954251489382853091e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.267405612114112179e+00	4.285507608520515710e+00	2.974606254204487321e+00	2.795902165546475082e+00	7.493493976569557624e+00	1.012292565686679069e+01	7.556935945014929823e-01	7.017499178443630470e+00	1.718263346922116019e+00	4.456938134847707178e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.036350345806756756e+01	2.803417367017218886e+00	4.255158558037185124e+00	6.898047884971932220e+00	8.460211643657995495e+00	7.697976151772343290e-01	7.700310338899221563e+00	-5.435055188869472031e-01	2.706543648320962170e+00	1.146259910636785229e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.663265379730510141e+00	4.472853900853761999e+00	7.869413021837630140e+00	8.161107846775296437e+00	3.816528723052885930e+00	6.600734468978901148e+00	7.759333681427276197e-01	3.449352765972686363e+00	9.737604907100493534e+00	3.048874403647683917e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.376533608661837604e+00	2.964602627457737949e+00	4.513991296512330997e+00	6.430121647137090335e+00	7.237239340758105932e+00	8.052396757547656492e+00	7.896619663180045601e-01	8.221251050280214301e+00	4.103916479754960100e+00	2.086610417934892936e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.481627369283337714e+00	6.497801594764055499e-01	3.197323038038634380e+00	4.112000445032222729e+00	6.122357845599960768e+00	5.030504678755749026e+00	1.124925281977120717e+00	6.435014474097854986e+00	2.277291927426279727e+00	3.691944356624543566e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.116014800578287947e+00	8.759019313968974263e-01	9.303132155814063609e+00	4.125527322872385660e+00	6.572056151087013909e+00	1.896282942951656558e+00	3.640917381040987166e+00	5.955226757801798110e-01	4.819919346157859330e+00	1.867862277475053512e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.217769710763858093e+00	9.774764707786879114e+00	8.231806518057377176e+00	6.959960284608707859e+00	7.798092931923906512e+00	9.917522214522785262e+00	9.445706847205354029e-01	5.947270223324208516e+00	4.014338928226843350e+00	2.108445718296839133e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.090286328628728540e+00	5.266905331802743895e+00	8.188289738995997880e+00	8.791039012380394979e+00	6.398732284805999981e+00	5.584172320917745402e+00	1.015223967826390350e+00	3.641707239791251993e+00	7.045421892497663041e-01	-2.945357382636411975e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.937205762550838095e+00	4.080220659980272835e+00	3.434965808028251910e+00	9.138676240818901064e+00	4.777952229233006776e+00	6.443773025737442595e+00	6.875971601509268671e-01	1.899018436978642921e+00	3.615536956590151174e+00	1.294458676345558445e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.427216181002887385e+00	8.574564608228799401e+00	5.168453631074868326e+00	2.223200941653800555e+00	3.416037110286192391e+00	2.292940092965777055e+00	9.208152065962560417e-01	4.499846816744730305e+00	5.831504842313513848e+00	1.089359111300531646e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.561980671792034592e+00	2.442923288954379935e+00	8.774494708711362279e+00	2.022331746210777492e+00	8.026494257493490991e+00	4.973338342385775768e+00	1.339278617202703137e+00	7.172328071315001274e+00	6.367428495076456585e+00	1.331959659053645550e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.876064635440475525e+00	9.890112989094623330e+00	7.494220549551769750e+00	1.048504822160152550e+01	2.583183938108724043e+00	4.731570177984870007e+00	6.833710372664953958e-01	9.439768967680965517e+00	3.976385559412365378e+00	2.859046117602835613e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.840923058375629751e+00	6.978953350024085012e+00	1.417800012879529836e+00	8.098588967493814295e+00	7.344408856400593599e+00	1.359941232146323342e+00	4.324117802549967138e+00	2.999341883702734413e-02	5.332140468849824622e+00	1.013757070084628120e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.504949180742998216e+00	1.735883525396890281e+00	1.960478707333174198e+00	9.059919564483539745e+00	3.472877598729104065e+00	1.486010435658454476e+00	1.592175173637847996e+00	4.573202883542605290e-01	1.032395859856249487e+01	5.282300817353712263e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.515612272966277541e+00	4.962525129131159396e+00	4.852741678293054584e+00	3.101222184199772247e+00	6.675641091619888279e+00	9.119386538688168287e+00	1.024643222420474897e+00	5.676527484100176935e+00	4.120645168310447026e+00	4.206949483454537897e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.939765929891787311e+00	8.289223168784511486e+00	9.101561515394024582e+00	6.384786010181425553e+00	7.492681420096183764e+00	3.101364392630833411e+00	2.207009791222525052e+00	9.325835016404196764e+00	5.077243344372981859e+00	3.747004101486156036e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.392372502912810894e+00	1.033653054820768524e+01	5.362768589580340084e+00	7.110865693132511822e+00	2.812041208468689213e+00	3.943338036476778719e+00	1.408119386659320460e+00	2.911376624564106841e+00	3.963423032056583306e+00	1.947410344441923291e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.221718461113401766e+00	5.448319727874226359e+00	6.211337088763037251e+00	7.390923243463137560e+00	1.894722679719952119e+00	5.666406356411217260e+00	4.456888295722253868e-01	3.966966299090849191e+00	5.268090099764640044e+00	1.393618184399505466e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.141030949606985700e+00	6.343994162267819092e+00	2.045664863059100114e+00	4.541878715470364369e+00	1.579503442939153235e+00	8.489372083380061440e+00	2.286850714206251634e-01	6.299760009878252465e-01	7.736793479393525352e+00	1.709461053452112911e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.017121383664299827e+00	2.739003902783172517e+00	6.542346736830779719e+00	2.186956187550965325e+00	6.009252757234727405e+00	1.443339161553981231e+00	4.199539945713762101e+00	4.659910186516451058e-01	2.551811884099293604e+00	3.591825366299163491e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.395766795960563300e+00	9.590447731055935066e+00	7.760459092213234378e+00	5.871348153278526993e+00	7.769747049248158177e+00	5.828264566628408083e+00	1.298954844560240129e+00	3.477287945423011006e+00	8.287359404545867392e+00	5.012865587643803300e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.324896890097329027e+00	3.781207439509577384e+00	3.724249011542440257e+00	3.553344998071132466e+00	1.423490304407740936e+00	2.217097805806286459e+00	7.233028577726081654e-01	1.144322836482177586e+00	1.304855609848853737e+00	8.869372606883410559e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.504836636828160934e+00	1.004941239511099838e+01	8.980784049625988530e+00	4.628568983428482220e+00	8.076827056809500860e+00	2.038892947870202921e+00	6.034341899641125551e+00	1.935668084381457987e+00	3.987710820417642577e+00	1.860151230550308954e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.336687537740196774e+00	7.054542549750383529e+00	9.584482695916282324e+00	9.188859616766041682e+00	4.797119024265187548e+00	1.425828825019558765e+00	2.669002305063711500e+00	3.258531484232873865e-01	7.051429110740610184e+00	6.994181513522078619e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.942315685852850748e+00	6.809924962910806734e+00	2.613296505916038903e+00	3.624440361365891317e+00	6.150305546720757022e+00	8.752587541618302325e+00	5.906931698886764837e-01	1.546128134467741111e+00	4.109762383954792320e+00	1.875751298663748123e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.613911547837471261e+00	4.792409341511169707e+00	5.592220876416604369e+00	8.780961382219011568e+00	8.983638281903985501e+00	2.203054649152704325e+00	4.431790136506740474e+00	1.216987994472247037e+00	6.146769227378603873e+00	1.118992317620163490e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.340478140220900727e+00	3.892112720034151430e+00	3.236261736701819380e+00	2.408621661989360341e+00	4.123934104330625239e+00	1.352597206085855541e+00	2.750500951947760342e+00	4.879388656460476037e-02	2.346001216410420032e+00	1.060091014126470998e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.929834837662199654e+00	2.533477986567119977e+00	8.076602304663371257e+00	7.638623900216060747e+00	4.968894973679233829e+00	4.915410233549724950e+00	9.925542054768522471e-01	3.026171524501624521e+00	6.854138274691143451e+00	4.585568011082274409e-01
