G	c	dx1dt	d2x1dt2	dx2dt	d2	W	Fg	m1	m2	d1	Fc
1.000000000000000000e+00	1.000000000000000000e+00	3.626293109120901637e+00	9.194962663206332820e+00	9.456845314513040890e+00	7.196639915186946901e+00	7.039383968785225321e+00	2.762505072961569752e+01	9.605774246098651048e+00	8.732566607621135901e+00	1.781385065834231618e+00	-9.479124241627238101e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.316908599076862529e+00	9.659241458861918872e+00	1.448599150411121972e+00	3.904988658252869893e+00	8.528858761864260174e+00	2.217087559491185189e+00	7.436126903629286744e+00	1.938710527887715918e+00	2.670127133491396187e-01	-2.296732008852251372e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.063379489064411487e+00	9.492426529078166197e+00	4.818652948808580305e+00	1.507227804877244282e+00	7.021535228345361368e+00	9.697812909645717738e+00	9.380824464008670205e+00	1.869146241270722042e+00	6.511569688566712366e-02	-2.835076707452480527e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.941602393384615155e+00	5.354233508835794630e+00	3.304460048783061321e+00	4.386182707130630298e+00	8.509533638651605614e+00	8.117620720996239214e+00	5.720126944888456855e+00	3.337183051521798838e+00	3.134532110915383418e-01	-3.348740526459660138e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.802412702662744337e+00	8.770947792968179613e+00	7.674095386004435859e+00	9.468095257012805632e+00	4.619165158059432841e+00	2.230418200369335580e+01	3.273586084261218332e+00	8.801696340295871224e+00	9.037315873278553013e+00	6.185471812353908305e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.585474039082747311e+00	8.525755900131828824e+00	9.826998578088527836e+00	6.695498936809621604e+00	2.428437445623373492e+00	2.920472433454629879e+01	1.456856127272918355e+00	2.157353457715916356e+00	1.734084318523306578e+00	-6.536409113016498074e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.289307183167157866e+00	3.805304017903934355e+00	3.223757794222930073e+00	7.058386359690315359e+00	7.682308238409489398e+00	8.974733473631223646e+00	7.573071767021349210e+00	7.492103574350167605e+00	1.078238560317025030e+00	-3.319827339966479496e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.398857313029454819e+00	8.553310292791671543e+00	6.821605151950111079e+00	6.810242262565770588e+00	4.245014366895050628e+00	2.006866160852792902e+01	2.094130705660706582e+00	1.884823272774234892e+00	4.297465377139388032e+00	2.093365254876611736e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.460668716467147910e+00	1.298514013747442020e+00	2.785288539545682784e+00	2.769980347858616465e+00	7.111487909165332688e+00	5.859692980529722206e+00	3.804564713556870981e+00	6.623339004118600215e+00	7.521914137285089508e-01	-2.341785180019917423e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.534225521119531255e+00	6.313970388958453306e+00	6.095692954240464978e+00	4.849953696543382264e+00	3.466678599561074936e+00	1.755171744266484524e+01	5.834250271884121375e+00	4.222536592247860376e+00	1.345590558569323747e+00	-1.807881135412483298e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.537620075319058754e+00	3.152268076503506933e+00	5.284149958578438167e+00	7.717733971760955214e+00	1.640393221034867288e+00	1.528211301147046441e+01	6.115886256346414029e+00	8.050722237429736694e+00	6.526924754596190148e+00	1.985859629603515142e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.528051419852975101e+00	2.141350871168699044e+00	9.690705655383867523e+00	1.924024374445828967e+00	9.949372848392002311e+00	2.391193865512940775e+01	6.316980156951604641e+00	3.124699607023476489e+00	1.069133718458088467e-01	-3.087650770737564887e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.595571117108478987e+00	1.763456732257852044e+00	6.478924415133602288e+00	3.542440391122513077e+00	2.448516178673181720e+00	1.873378352521105938e+01	2.480653658602193445e+00	6.738280714970644958e+00	9.684688613315568517e-01	-1.711118793720008746e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.292410525265974997e+00	7.213746670544121109e+00	4.087059791613946835e+00	3.486416516673553012e+00	9.880047204183439291e+00	9.635165256036035686e+00	4.359243249407757759e+00	3.083065392112541492e+00	3.345493732762882533e-01	-3.070406554634943053e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.586933469312489464e+00	3.974030667892171298e+00	1.999659375735388656e+00	4.872052801537440025e+00	9.802396481611346246e+00	4.137514751598584617e+00	6.544708171881824299e+00	7.465774021778215364e+00	1.446237806235764367e+00	-2.388694902537053188e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.863380932380713562e+00	7.530309199205354354e+00	2.454204527446957496e+00	9.862626678830451965e+00	8.110980884310041716e+00	6.281858827733016071e+00	9.690335401153214789e+00	8.820835700934036794e+00	4.763945962023953484e+00	-2.457683451180289413e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.207846434737638752e+00	1.606850658730010206e+00	2.965107843491573636e+00	1.709914486477381645e+00	6.859768108214340465e+00	4.734337748437667415e+00	7.527964151065975607e+00	2.116374479817038523e+00	5.953783745761048046e-02	-2.259257332584671207e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.904037648854678189e+00	3.857896406194538663e+00	3.291114387019525189e+00	5.684580848723876478e+00	6.115815229538507758e+00	8.673615894262612258e+00	9.361651111863507069e+00	8.803280607416555270e+00	1.070096647388190769e+00	-3.167323385619095877e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.137119526247408974e+00	5.937655304558897562e+00	8.677239495220067766e+00	2.586345865200259109e+00	8.711190617508977496e+00	2.251868121728773176e+01	7.885981588468631287e+00	6.416936812541312207e+00	9.920129252771935358e-01	4.283966349332409274e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.519144015361992395e+00	8.020056316501801064e+00	6.049670428065465622e+00	9.725816945821470938e+00	3.641398208570866490e+00	1.783014223684827115e+01	6.380704834434849815e+00	2.154481448842391789e+00	6.046441532265942609e-01	-3.851576490692599108e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.130462923824214538e+00	3.916598704648389884e+00	5.739199680277715210e+00	2.156132774594426316e+00	5.073486562704063729e+00	1.451897499501782818e+01	2.640393956964956601e+00	4.876614420693323737e+00	2.736413303609950276e+00	6.066083166673044147e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.175691391977501610e+00	6.572015430839289074e+00	1.968867566774347377e+00	4.639712048689021096e+00	6.538206905593613172e+00	4.706838394656219116e+00	7.003351466444212470e+00	2.431551542184433146e+00	1.689106765980454838e-01	-3.360796720406539428e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.173374086534321847e+00	9.021405618677043492e+00	8.832713597176354625e+00	7.608787014889280442e+00	4.659009544434233874e+00	2.576000553375075697e+01	6.663451269240628250e+00	7.298861337461580057e+00	2.511044789430451729e+00	-1.391867078631585375e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.956302753685339901e+00	6.516346108799174530e+00	7.611611990827480412e+00	7.279003024753580853e+00	4.832009007071106588e+00	2.174833546405379181e+01	6.504860641288155776e+00	7.827154396244699441e+00	1.254591558853018984e+00	-2.459120591626544172e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.805011551904088574e+00	3.051352751262272012e+00	1.611616217266874873e+00	4.705714848797215133e+00	3.871443150618077311e+00	4.090500558225507177e+00	5.323141888149300449e+00	1.968123892655906593e+00	4.502555934353733580e-01	-3.520006463453675849e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.546249238920083258e+00	1.185677192510479205e+00	7.504311356855217774e+00	4.138399691747333797e+00	6.100085924107385260e+00	2.064084967629514722e+01	5.738626413634474233e+00	5.539158686476419291e+00	6.918707252633746752e-01	-2.439328086636132209e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.024570709519793787e+00	8.750468323043941510e+00	5.869811028092574823e+00	4.613949638793304331e+00	8.585822312137601386e+00	1.609097168000330313e+01	4.066722281108020809e+00	8.404518539786655751e+00	1.603043877425040842e+00	-1.247921195789790660e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.679170159240599869e+00	1.193673824889582402e+00	1.757638569335316259e+00	3.357011716462451556e+00	2.875436939854364660e+00	4.341010670876770838e+00	5.663265494884030637e+00	9.405167949257506876e+00	2.104939291971056559e+00	-2.417848077732893675e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.680309878543798874e+00	8.829330025866028109e+00	5.203769694469116303e+00	2.847186045068560656e+00	9.376030096917622458e+00	1.217526247360877534e+01	2.728055993977620552e+00	5.528790645798669523e+00	5.825977709737122368e-01	-2.265154329852332449e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.055506272344402419e+00	5.804177205216720203e+00	5.336921953176474887e+00	5.283995793413098774e+00	7.196580888426163725e+00	1.474232885111613278e+01	8.161533828828424930e+00	9.701715098877789600e+00	7.725367326823263658e-01	-3.060439537964950496e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.358306334414546512e+00	9.487216606652614459e+00	2.415686535183881656e+00	3.423999716854301933e+00	8.409664470000500103e+00	4.804640126463751493e+00	2.619945112325859249e+00	5.803392594885579570e+00	7.709929118745415533e-01	-2.462890500819101991e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.986919615774311865e+00	8.282963926098000584e+00	9.422289919906722488e+00	3.613220129379651091e+00	6.019019912907322301e+00	2.678083554346406103e+01	1.672040417639565790e+00	4.619147991580540236e+00	1.050107560987062039e+00	-4.122868286821492201e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.256646172203147671e+00	1.000178635845151476e+01	8.763570001599006787e+00	6.881834119051595700e+00	8.017666463858875048e+00	2.492268804887618572e+01	4.929421486126116747e+00	8.710245684989946113e+00	1.882884208612224830e+00	-8.797925249595995867e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.394346250904716200e+00	4.185372455119907187e+00	6.991990142257581198e+00	9.808346539469280145e+00	1.122539090921846228e+00	2.088021212819431582e+01	6.973940153758965366e+00	5.488261964894268097e+00	8.135304909081318980e-01	-3.570657074139278908e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.814420132507617467e+00	7.982584333138015076e+00	5.150404313151679681e+00	6.387419101785828168e+00	8.384109494749289127e+00	1.384558427695339233e+01	4.870272069894645561e+00	5.236350355798035316e+00	3.790096791091875694e+00	6.965888360697705672e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.799534622285723362e+00	4.582460366657541861e+00	4.644446915188679803e+00	1.708160852831450249e+00	1.386640521349902233e+00	1.330878426792549263e+01	3.504926708554069403e+00	5.428407422214426958e+00	9.356126871276270185e-01	-5.084988906243381734e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.423336716813039748e+00	5.236086457711023989e+00	6.911125190373898164e+00	1.726175115939015070e+00	8.967543903293904606e+00	1.504917554829277826e+01	6.069913753566567927e+00	8.551734474227343341e+00	1.709600799372175794e+00	4.417033310529255630e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.959027064060314238e+00	6.658680714148745849e+00	5.865731808036338535e+00	9.558625019189028293e+00	9.950888762975116819e+00	1.670845241567134920e+01	4.122872436303206989e+00	8.595733531684004447e+00	5.009692894512914663e+00	1.332908106850253238e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.502321417120509039e+00	8.783950714406191906e+00	1.533332117492349322e+00	3.665414152194927500e+00	3.711519544022605199e+00	3.923972518904689899e+00	9.307443615245970747e+00	4.585343561475627716e+00	3.940633484906383432e-01	-3.337779266002888878e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.456804390159874618e+00	9.993267650297697813e+00	5.629062313836270981e+00	1.751252980885543042e+00	2.931316699112891833e+00	1.537198970460769587e+01	9.324994522624587390e+00	3.985887087342758317e+00	2.229798819609468130e-01	-3.125594645118117132e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.464461410441396438e+00	7.995432356875562974e+00	8.198879651725352602e+00	6.464879271028807217e+00	7.939056263674017622e+00	2.377121062827578513e+01	5.518348350025695126e+00	5.432736866682714272e+00	7.290319875263410188e-01	-2.895568450083833234e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.177841071056116462e+00	4.880286413738317286e+00	5.123298209374165246e+00	6.603642043163873154e+00	3.286601509074572824e+00	1.481892657248485712e+01	3.942369822639254728e+00	6.149108104184080048e+00	2.454167440983187287e+00	-1.589272053489276804e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.525887113645419735e+00	4.795687042570731862e+00	1.545034327322444057e+00	6.865632987882145599e+00	8.739069822907568508e+00	3.095418442477727794e+00	7.604191252188807759e+00	3.109302441497596714e+00	8.373628404100709188e-01	-2.993871241130136696e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.899072533657215622e+00	7.668869976516556441e+00	8.100150505514109867e+00	3.443035135601657082e+00	1.881482418079525987e+00	2.350622857602574811e+01	1.335177804772193388e+00	8.221444730659719369e+00	3.527929781547717081e+00	7.913797134357444918e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.274301279924742847e+00	3.123432976103708736e+00	2.819482130493668581e+00	1.101984003806741441e+00	2.151020900957346882e+00	6.455146080525332231e+00	5.300890580182315404e+00	5.430037988164056806e+00	5.183271493759680215e-01	-1.999762665721128707e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.139791237509314215e+00	2.043385502059008374e+00	3.339451590528241809e+00	9.674445365068294223e+00	9.863715848958465315e+00	8.829378198652223730e+00	4.158065819441773669e+00	4.023928597973431387e+00	1.173130960157089619e+00	-3.494473142148479816e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.598160955756180224e+00	4.123976857947956098e+00	2.460870495999864183e+00	3.330277949691367478e+00	7.216297250581790834e+00	5.081004267174920486e+00	9.290985709921727675e+00	1.939654134554624321e+00	4.246261994401995810e-01	-2.853008009273075185e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.940589154166152852e+00	3.443674685091646204e+00	4.082156155204286208e+00	7.023758486059501926e+00	8.675464349814872023e+00	1.090541007463688494e+01	1.190931180176690862e+00	3.207500701269109911e+00	2.051041134903044849e+00	-2.511062499194878228e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.933587453686832269e+00	3.622784616733973451e+00	7.765919063335416261e+00	7.474861024227098305e+00	3.855211374049740236e+00	2.258326141760003836e+01	5.994960969276378115e+00	9.518264480281883877e+00	1.482431887832083683e+00	-2.098715908162696930e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.820088272465494317e+00	3.021499503702848699e+00	5.686119347659755796e+00	6.449743989657917176e+00	7.046560812708698940e+00	1.613855073201454360e+01	7.660511926393524185e+00	3.831323034240057712e+00	1.136544776659869971e+00	-2.813998324122154227e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.905901460546006065e-01	1.461058076151275698e+00	2.850282780949586758e+00	3.752314841810959312e+00	6.472286101163463812e+00	7.056841575952385703e+00	5.373311475353888866e+00	2.525783772619649703e+00	1.699120672516344577e+00	-2.095885681953484347e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.259421653430939259e+00	1.261874374679660793e+00	8.956171050459419192e+00	3.447028664017480981e+00	6.416673426565190574e+00	2.490825709154876932e+01	1.701600608714126439e+00	5.212952524056612802e+00	1.185640213761204764e+00	1.435303602110177823e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.316058034785645425e+00	9.811454380689152543e+00	8.977150110724897658e+00	6.498560722348177165e+00	7.145380237401800727e+00	2.546033962944178697e+01	9.768932556233430375e+00	3.757598115168572672e+00	3.325807620823358346e-01	-3.641867112412745744e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.549018600688473413e+00	4.921818351047867246e+00	8.833437863190557238e+00	8.691412939569083562e+00	6.125919150692655357e+00	2.556373428878206866e+01	5.552805596806130950e+00	1.320324497410609865e+00	2.459688488825976793e-01	-3.983325826260931013e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.905433671852763133e+00	4.511866848380676309e+00	3.165215490878649174e+00	9.512969849742995976e+00	4.946811687131429380e+00	8.853882182795606681e+00	6.480348767333437898e+00	3.974967164345143633e+00	7.064751869602010625e-01	-3.941718151129360415e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.736433550265245929e+00	7.029496418157314963e+00	5.079294644282432714e+00	1.978934253425327805e+00	3.510557139144713901e+00	1.349462320402902726e+01	3.135514230249149659e+00	6.016322311826294289e+00	2.229660603770025507e+00	3.603104703174076828e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.235907915770161125e+00	2.942573799426371206e+00	9.739447165398265938e+00	2.395279108587530903e+00	7.875039848123899233e+00	2.628732026303799785e+01	5.416986791482013786e+00	6.050291865097761068e+00	6.331866930156129225e-01	-5.349232278715175815e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.142891810885632076e+00	9.517375248553694433e+00	7.860373821224113655e+00	9.523301183845369167e+00	2.982318724268012033e+00	2.336690540960232099e+01	4.940832065303370157e+00	4.256744479681323412e+00	4.043705498581692481e+00	5.443178991687057655e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.789818648838334525e+00	8.118717279002060749e+00	1.211097281433643591e+00	7.589947233551204597e+00	7.247921998889355955e+00	2.959378636411295727e+00	1.661085207904647421e+00	5.057780529698013616e+00	2.640077952958298724e+00	-2.867806027236000421e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.479108435436592650e+00	1.736340110928690894e+00	1.555831798065409277e+00	8.914479224944667379e+00	3.102403287315695923e+00	4.668903741836031074e+00	1.963986113067579753e+00	9.662084368800671896e+00	6.704078643993315545e+00	-2.492472685662343590e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.035238454698047761e+00	4.752726541843938612e+00	5.109162193738872482e+00	2.815659034886291767e+00	6.673296140028489809e+00	1.314459018043188898e+01	8.591256580897054462e+00	4.412196147092416254e+00	3.694571637939686459e-01	-2.958322442617909331e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.490323551980530681e+00	8.873905165226506853e+00	9.224371187558194407e+00	6.227107755864218497e+00	7.753497487777674557e+00	2.633721831166649707e+01	3.085441154188126589e+00	3.274373457175821400e+00	4.204171665978865491e+00	4.496028351892954689e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.811318094372218468e+00	9.528920907243898952e+00	5.848433151826628595e+00	7.307837307323935327e+00	2.954018893188609329e+00	1.691057960767291490e+01	2.776829618316753123e+00	3.211645119673777860e+00	2.213847310872628871e+00	-1.786803272575206769e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.884721605181051363e+00	5.194553121631264148e+00	5.468457885228696469e+00	7.099962727787533012e+00	1.509869120398938502e+00	1.616204639725748748e+01	5.498783363755805453e+00	5.143819295865318608e+00	1.656559137198624576e+00	-2.525586083281603500e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.682425751732042229e+00	6.490925947863505741e+00	1.879902783003430500e+00	4.647919909437445263e+00	2.170051724507047197e+00	5.458816508992457628e+00	7.909297548072135697e+00	7.729015686919202821e+00	6.272259943414902894e-01	-3.783365188716052874e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.815932727901042654e+00	2.491439489295700582e+00	6.908561327819673359e+00	1.155904245390836582e+00	6.423977411170201712e+00	1.511818711300500873e+01	1.532335826387865696e+00	2.856000954942109260e+00	3.135918831026546227e-01	-1.209123525147786316e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.944765054794274306e+00	1.003378587385573439e+01	8.253892070851316376e+00	6.147775376333188824e+00	8.637925977155948232e+00	2.373595490548578368e+01	6.215155812247371792e+00	7.406233419933128559e+00	8.642679717126342531e-01	-2.673661025716241646e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.243041339491664843e+00	3.061852533936211707e+00	4.414782190363042425e+00	3.265512342631146758e+00	1.405866918816685240e+00	1.280122655158105083e+01	2.103084642318439279e+00	1.185794778307112329e+00	3.770584384144792245e-01	-3.656790836823403446e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.089586613288335393e+00	9.426673228377993041e+00	7.983995442018580135e+00	5.177735279371425747e+00	7.558451502031657832e+00	2.236812605126004527e+01	1.377035643771390427e+00	4.789873867527556506e+00	8.725750722870200704e+00	1.520994785701672569e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.465933727329021607e+00	6.879277158129335490e+00	9.693647592445133299e+00	9.559433945098794183e+00	4.106220613523877461e+00	2.857538573542620242e+01	1.493798385889403724e+00	7.909798857741543898e+00	7.033628710117055149e+00	6.006238291596949885e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.848643231568584788e+00	6.461646649105394324e+00	2.747533880968197284e+00	4.660906828027801652e+00	5.286578325374155618e+00	7.409910628413648226e+00	8.516894205488409142e+00	4.006391292143461236e+00	2.726302378092024248e-01	-3.678060685851887612e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.996024301326066563e+00	5.535464932249007930e+00	5.722380276792416787e+00	8.561173201020420009e+00	9.313878948035521077e+00	1.573853415821364621e+01	2.163467440399758246e+00	6.129932264590849833e+00	4.189307140075918312e+00	-2.912169938479180487e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.899868129334383759e+00	3.200169926604083503e+00	3.526737414301762463e+00	2.664225080121410461e+00	3.968591666558021647e+00	9.262816256461293918e+00	1.322733191425129462e+00	2.844844197350913095e+00	6.779093018850278485e-01	-2.718176165103773467e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.443917801332236905e+00	2.569143337283499307e+00	8.090828017033981467e+00	6.980653188886122074e+00	5.201228085582141780e+00	2.372435726173073434e+01	5.034123195851472055e+00	7.696447187332109863e+00	1.992808139421870850e+00	-1.029449434176192391e+00
