G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	d2	m1	p	m2	d1	Fc	Fg	W
1.000000000000000000e+00	1.000000000000000000e+00	3.398112540021170691e+00	4.333215880775744822e+00	6.189996862473743811e+00	4.269003555244973214e+00	2.545745020106476852e-01	4.079605187524209420e+00	5.332736443714520824e+00	6.817466549318050850e-01	7.601407986460694488e+00	8.557374614912690802e+00	8.850928451576400846e+00	2.211757416739369830e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.779802372764190732e+00	1.040271525162774324e+01	9.531868162250225041e+00	7.254203490600582782e+00	1.582437840091359682e-01	7.487807797983621505e+00	1.048053649163819223e+01	9.336163629976894640e-01	8.249161722194465085e+00	9.281313918556966414e+00	8.407378310315570147e+00	1.910503859855640201e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.677192907944570877e+00	9.943089412919952963e+00	1.582878414417487445e+00	4.120003081208012397e+00	5.506842761469949998e-01	8.209761780756767990e+00	7.924920564927774080e+00	3.066309361499715447e+00	2.299049685952720079e+00	7.698318661633463122e+00	4.644082584800745650e+00	2.882760145576290967e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.728176321849058894e+00	9.170243549048086251e+00	5.923247570265504081e+00	2.049869399230928035e+00	1.622364889921322995e+00	6.465216460891953787e+00	9.401195224584572685e+00	1.593341776590200931e+00	2.550311836923606634e+00	6.823761172362925898e+00	2.714371191019502305e+00	1.888851124925935565e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.610611148439426543e+00	5.544588751380609359e+00	3.506793864765519242e+00	4.085485328468309696e+00	9.240792006077768184e-01	8.711116350449579215e+00	5.591152677440706320e+00	1.410779273997328609e+00	3.306233295720970577e+00	6.845849685218429848e+00	3.543603881353861951e+00	2.863647005932128309e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.660287925289857025e+00	8.302241868729831609e+00	7.471078753718654042e+00	9.466899626173074012e+00	9.314444180924427719e-02	4.417181043653616079e+00	4.715795777987956683e+00	2.834669676994197030e-01	8.891223986964771342e+00	1.649280989106381323e+00	7.592957694070600283e+00	6.717485227976847284e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.890327480460664233e+00	9.291979083072142487e+00	1.082508050936363020e+01	6.867617626833321332e+00	4.907042016050308653e-01	2.768311709715015390e+00	1.740634083553617373e+00	1.273750418636598047e-01	2.315691425368302081e+00	9.370687297129810744e+00	3.056533296776199560e+00	2.994304249675384426e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.165039767619298061e+00	3.481565752018445536e+00	3.237179526091786386e+00	6.763556714058214681e+00	4.732493159281974116e-01	7.365539585377085530e+00	7.649770508142698766e+00	1.756291629531905985e+00	8.547588248150271184e+00	4.916634236435088567e+00	5.033422937349379289e+00	2.810348649958360667e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.157318912535814093e+00	8.352792242975962012e+00	5.953537613705012888e+00	6.400897943197901618e+00	9.588768551773388382e-02	3.737988803492912293e+00	1.991362861991660349e+00	3.396631332369796641e-01	1.361154235628114106e+00	3.301656771946821056e+00	8.477589142502051089e+00	2.777896468511627859e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.307999769052782035e+00	8.670562645064292528e-01	1.939718936985777242e+00	2.480394996039196887e+00	1.255946764099407753e+00	6.909763012738459942e+00	3.233108934982978244e+00	8.984376051582545486e-01	5.921662879728025075e+00	7.568346869840821611e+00	5.121125002658656555e+00	6.134586140110917540e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.653197169783109821e+00	6.467774735032639555e+00	5.982116814091658519e+00	4.695863507136984971e+00	2.397401515152172979e-01	3.708661520690304858e+00	4.722056182498669763e+00	7.818712990142414609e-01	4.176539227171531365e+00	2.734046145993155541e+00	5.045165398511914923e+00	4.623854218302115981e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.964155981657344618e-01	3.191052747152025582e+00	5.336425111996257797e+00	8.704222092296078017e+00	2.522988343922658028e-03	1.797627707774827721e+00	6.914294045528645682e+00	6.513256227855731550e-01	8.314666901641686536e+00	6.554266384536950873e+00	2.687630441827004724e+00	1.483270322829885970e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.983177306099999981e+00	2.498247480788756913e+00	1.020189765742138732e+01	1.862512195058594111e+00	2.568655128035771895e+00	9.490352601675748900e+00	5.977665159245124649e+00	6.930472732424843851e-01	3.085062942797334617e+00	6.035723278980786866e+00	3.159183312056144555e+00	6.084453055308502911e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.282715130604737297e+00	1.759137622547545687e+00	5.969690957679361532e+00	3.764598682060669610e+00	1.401878455268017909e+00	3.386544227392452644e+00	2.391887424363908110e+00	3.320270207105088245e-01	6.010535830812646196e+00	5.039618958689100481e+00	8.598143436381166183e+00	2.168718541778620192e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.855725557414264593e+00	7.292338059224568347e+00	4.021177355191902336e+00	3.503974395270312403e+00	1.164234054270887331e+00	9.820216414886985490e+00	4.359451046586375611e+00	9.304464454885532643e-01	3.602458556393758560e+00	8.325222210570631276e+00	1.830658545418742733e+00	5.453616179911490036e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.832262756918300095e+00	3.739616238846406482e+00	1.579801515754424734e+00	4.721694745198954379e+00	3.373777064815914328e-01	8.563515549791757664e+00	7.340976904341247611e+00	2.414450219084340876e+00	7.347798591911526067e+00	3.781430730967454412e+00	3.156357271306958090e+00	-2.101571711107403928e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.245123969803098252e+00	7.363601472007654358e+00	2.976175553511609895e+00	9.810219545435797883e+00	1.316131211939654821e-01	8.652180470027101222e+00	9.307968216541928186e+00	2.767573859060481478e+00	9.164671321680774696e+00	4.849171472252462145e+00	9.011063321664272152e+00	3.958447003277515819e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.672375220961608733e+00	8.133078845491708009e-01	3.735959786764475599e+00	2.023998582394648249e+00	2.283735595205030666e+00	6.928758421553274260e+00	7.689866407648032087e+00	1.919843188379105392e+00	2.985900616846037359e+00	6.596540857309465267e+00	4.644886018062208244e+00	2.205204532101425485e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.546699135240349854e+00	4.612950561530808180e+00	4.339984053498533889e+00	5.639365019707239135e+00	3.836470472881765570e-01	6.107381019087540608e+00	9.584415857651743309e+00	1.870402300905974036e+00	8.003364917740595885e+00	6.971035873131461891e+00	9.074671884642397046e+00	6.825492690283061847e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.715917069163700903e+00	5.802960057447667630e+00	8.849649905115658299e+00	2.527162237311080695e+00	4.411360807925297500e-01	8.691207123059704998e+00	7.100372912415468640e+00	7.905312802279000906e-01	5.407427483794673861e+00	7.936379378783625427e+00	1.061996634395124062e+01	1.344489276211757840e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.837680077114000277e+00	9.029253458168767565e+00	7.080956538089970387e+00	9.608997272649483889e+00	2.978734640409329559e-01	3.504316283300353163e+00	5.514340598280848660e+00	9.495887248282661730e-01	2.451649092791932993e+00	4.858669359635762852e+00	3.628796101796364582e+00	6.786563138954161190e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.124047225758105117e+00	3.801442185903630033e+00	5.327921574734955534e+00	1.481923441840940381e+00	2.657658188688155620e-01	6.118213791207778307e+00	2.335937699585294069e+00	4.034006242817839150e-01	3.741165815869936573e+00	7.005220295013681486e+00	1.873381207495090184e+00	1.517109716891761764e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.371949806128606397e+00	5.574841006664500220e+00	2.152155400800741969e+00	5.195448870179792067e+00	9.915360487651372345e-01	6.827537953889190270e+00	7.133852604869865388e+00	2.294619604829841286e+00	2.230217885424726987e+00	2.676201829757849371e+00	7.896323660648075560e+00	-5.019901873081309418e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.217722113575588239e+00	8.723238576238371067e+00	8.155509874223724864e+00	7.399021585524043765e+00	1.793434284879102392e-01	4.842540743331322339e+00	6.674324704767767180e+00	5.344917074623868336e-01	6.992358118845955595e+00	9.322666703158242640e+00	5.226832482163805693e+00	2.151410586835905860e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.997199546646789337e+00	6.541318803100333312e+00	7.821903827387910901e+00	8.136436394443361309e+00	5.615826407511423923e-01	4.704265512758554202e+00	6.356891687498850807e+00	5.648504285956637005e-01	8.025564936765366753e+00	5.160328414772946459e+00	2.146349275953816971e+00	1.098712874788087959e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.816473502800481477e+00	3.132990694033983115e+00	1.766240756497955644e+00	4.937026273381516006e+00	3.503211440817881606e-01	4.914052698706491640e+00	5.765983538572388767e+00	1.722112161171233558e+00	1.589820429078809827e+00	8.094626051287610480e+00	7.646175032334563859e+00	1.124814532881130624e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.550460715637974829e+00	1.596142120749129978e+00	6.015587198252217327e+00	4.879776052302374545e+00	7.958685892000889606e-01	6.537226236210537778e+00	5.287855910630932854e+00	6.268686372299098197e-01	5.822877426153197256e+00	1.176513303866187465e+00	1.088508578525827275e+00	2.490569105709298015e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.383253635589177577e+00	8.927622291630077811e+00	6.504530310887249200e+00	4.470274925335461447e+00	6.557955717535760565e-01	9.193903320687667247e+00	3.916418782516023267e+00	7.295138215127615622e-01	7.751206901863808341e+00	3.286103765317996306e+00	9.180544887707254631e+00	6.550704434746226923e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.174067349907210733e+00	1.003948430043542395e+00	2.207822587631963263e+00	2.981589822473769136e+00	2.712894731624803102e-01	2.965272045008251034e+00	5.611522774044468420e+00	1.621135165680703594e+00	8.749803673944537508e+00	5.243263074354786113e+00	2.108269518010196020e+00	6.631571614058906050e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.012302240408146581e+01	8.363292027939937867e+00	4.817899805757614118e+00	3.412734763883561673e+00	1.554524833598054823e+00	9.954558109082480399e+00	2.322766693317264597e+00	3.301285354019038998e-01	5.632150297190411159e+00	9.208871092525116708e+00	2.146160736279472570e+00	1.896455656475254159e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.166457881269239216e+00	5.534365162698783536e+00	5.517545281627548093e+00	5.043659222681137422e+00	7.311165106107430089e-01	7.415954282767670769e+00	9.509320953454654557e+00	1.215988923593474214e+00	9.609783812373441592e+00	6.186126162220732638e+00	3.422195372651259504e+00	1.032378702135485753e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.593812050277758630e+00	9.787916432076155360e+00	1.667178722252184109e+00	4.112713142846303072e+00	1.477592580404402334e+00	8.207219596463579236e+00	1.486737334503117625e+00	1.017101951763688339e+00	5.981786879432203108e+00	9.502216299791985676e+00	9.623014394681659311e+00	1.012370603246493630e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.195709797095164006e+00	8.666597479548215688e+00	9.085994396274235996e+00	3.900434459430461409e+00	1.348589496827697243e+00	6.206935100569792141e+00	2.445356496760160869e+00	1.699948020101411383e-01	5.352571469371473434e+00	4.916112872427714997e+00	7.460928313726751249e+00	2.683803501731723600e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.634795811937488352e+00	9.606529838096859564e+00	9.571385839790364614e+00	7.703573108174288642e+00	4.733878544083149342e-01	9.157921884578829719e+00	5.365148289405436088e+00	6.742962886798811173e-01	9.330451756386377582e+00	4.776587341736521886e+00	8.118341703462494507e+00	1.879147078075204433e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.751155031805868845e+00	4.716614152205497845e+00	6.383811135808754145e+00	9.188235145828432593e+00	4.264831866799277393e-01	1.256822364650501012e+00	7.368208121744594941e+00	5.938472895690481979e-01	5.682514190536561927e+00	2.234486072846904925e+00	4.381956135044243972e+00	2.027182000166342490e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.588056903650727936e-01	8.221273807239683151e+00	5.165931193903648300e+00	6.950530060318270920e+00	1.102447175571083515e-01	9.057278653412771163e+00	4.992035655313924458e+00	8.335043751017394698e-01	5.687414673691154832e+00	7.837264567445566321e+00	5.064166583006491251e+00	1.044595046617790501e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.156807495203300284e+00	4.123879462842550581e+00	3.934867983226221444e+00	1.290738272985665569e+00	8.309481577545662079e-01	2.010188056011160018e+00	4.222412453469356564e+00	4.632152221350628318e-01	5.555410260515478704e+00	3.785838968557360129e+00	2.322723066036112893e+00	6.998868642534080209e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.810413499622026912e-01	5.456126441968702778e+00	7.045362774342325274e+00	3.829777254592097169e-01	4.952718928448190394e-01	9.315812570249580205e+00	5.777562496507898437e+00	7.948388440879009531e-01	9.262688306676807315e+00	8.290630747574450510e+00	5.353856081343375983e+00	1.890156337078774413e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.510732833780115580e+00	6.853256346134376287e+00	6.219615057451678197e+00	1.004780233414405721e+01	2.454622610468210342e-01	1.083010109779995211e+01	4.338320240160419061e+00	5.717893214974338889e-01	8.685417983767203864e+00	9.900999920167068424e+00	5.320063998994378984e+00	2.508159829191710912e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.251317246935195193e+00	8.270927921364236823e+00	1.960297422124440248e+00	3.672151501426828002e+00	6.800724383268081930e-01	2.463026468094110299e+00	9.435968283981695848e+00	2.360129936940077666e+00	4.331272191516101877e+00	9.517013663040019722e+00	7.360645120029380095e+00	5.281041493578547374e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.534090438002202461e+00	9.100919947581115110e+00	5.870928299194935640e+00	2.349593729422574828e+00	9.865237468147686206e-01	1.892601596203554726e+00	9.176356306606180624e+00	1.124166090098827731e+00	3.590374344225463421e+00	5.225776195364550958e+00	3.280946046967248897e+00	4.724392746953947153e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.658218634128967750e+00	8.178053634522528981e+00	9.045481425087848137e+00	6.441211366661018012e+00	7.278390965750236585e-01	8.829408384947948107e+00	5.588196588744137827e+00	6.594308013935423762e-01	6.053460654137763797e+00	6.852766286963956510e+00	9.285737069571071700e+00	1.204962867906152155e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.548906225154762062e+00	4.507180232718048352e+00	4.827243795002458704e+00	6.624464340536022178e+00	1.591389446682972275e-01	2.924587469397490480e+00	3.430449598301938963e+00	6.462876915822631796e-01	6.055358245770374737e+00	7.897906143178028415e+00	1.540870928187254352e+00	1.438508678996217611e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.847260351638462250e+00	5.633418752020232567e+00	8.832668995021257796e-01	7.647306495856601494e+00	1.951986667537657372e-01	8.850943115283449458e+00	7.269891466243509903e+00	3.171430303527366767e+00	4.187730323756211348e+00	2.437132007971343661e+00	1.053867546125855981e+01	5.340084465673491820e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.872745643421180439e+00	8.595696685637689072e+00	7.752287474292764102e+00	3.470654992073257450e+00	7.858478137400323194e-01	2.879114167599287732e+00	2.197405124388780440e+00	1.995180546310127978e-01	7.544804735304630583e+00	5.754167496643504798e+00	4.195490193265017931e-01	6.855394219751439095e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.780440738158222569e+00	3.411569302593747466e+00	2.068932294639525438e+00	8.785900314853869464e-01	9.138854162869425313e-01	2.242345210820732682e+00	6.853817592497286171e+00	1.010201815558586569e+00	6.059100595717701765e+00	7.963974055135034646e-01	5.591932784751297625e+00	8.231905682073575647e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.672467851673859585e+00	2.523734864412971568e+00	3.371086910833000605e+00	9.637297562009765173e+00	4.247420591078304719e-01	1.073268509360895351e+01	4.312167423948182865e+00	1.267012193577493395e+00	3.774410868341156355e+00	5.304896529244391701e+00	4.501464895357798923e+00	3.566570523221443523e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.512572841664208578e+00	3.622013801520806542e+00	2.405262971713181042e+00	3.343373077191698961e+00	1.545143550426989476e-01	6.853077947410453064e+00	9.742127951265938890e+00	2.322996294608262957e+00	2.182932570612955203e+00	2.377171404508378050e+00	6.211334909801485615e+00	-2.098224390906973547e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.006115503040980741e+01	2.844196049724877717e+00	4.235615059744549882e+00	5.544319059129103167e+00	6.310000189086292233e-01	8.957459455587411412e+00	1.246296269490087205e+00	2.016884599052417848e-01	2.441493547934051378e+00	3.029010078574300380e+00	5.839488068215033856e+00	6.097307769710545244e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.188419835791778567e+00	3.588102095723421314e+00	6.918331329211287795e+00	7.625522492362184934e+00	5.331684841184500812e-01	3.950630344963904417e+00	6.224985020352628240e+00	4.897313403029491807e-01	8.543429885752686914e+00	4.429234514361679587e+00	4.460183123087775314e+00	1.147065952292289950e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.499991874902992350e+00	2.386736067024501473e+00	5.667287760149091191e+00	7.225692791842305063e+00	1.018930105911724782e-01	7.900294110493196520e+00	7.964306253284853199e+00	1.114040026189025978e+00	4.550976742911688966e+00	4.683898314038865252e+00	4.503812864614676670e+00	4.188571837682809473e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.193030295297061283e-01	1.549982358733446031e+00	3.514525483417481944e+00	3.789647079757193282e+00	1.032958228005861900e-01	6.205676020609929289e+00	5.933216607796915731e+00	1.289384318176546973e+00	2.281099008624043911e+00	6.734847866733413291e+00	7.278073246690614617e+00	1.529846181697882557e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.144630390112407525e+00	7.248940395271146198e-01	9.216435859580009549e+00	3.212094362820583804e+00	1.257122457189996823e+00	5.903100068178064319e+00	2.611825666880649877e+00	3.050801812283694403e-01	5.682075334289151236e+00	1.758246306985703944e+00	6.159788125812508675e+00	8.752468869173304711e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.961758628876826727e+00	9.995455041714164324e+00	7.869587832212829426e+00	6.588927655807429673e+00	4.907286924019975682e-01	6.888082499356259270e+00	9.266946958514472144e+00	1.051999938785246336e+00	3.406697903257471793e+00	5.398768127163776853e+00	9.379064386644524021e+00	3.945017835894839209e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.784284285707753881e+00	4.753658906930587236e+00	8.828740552247285933e+00	9.738708360696174182e+00	4.859346331744789915e-01	5.947689060624187007e+00	7.213475164441644161e+00	5.655032535747859246e-01	1.853191637347618048e+00	2.705725800838231887e+00	3.024783720757992622e+00	1.772977909366499460e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.426296931589698502e+00	4.813508871189529081e+00	2.744553101482337443e+00	9.774596353851972452e+00	3.602925647641483931e-01	4.509062065432264177e+00	6.603533046371216741e+00	1.357167025884286948e+00	3.675145375247359070e+00	5.016569708942672179e+00	6.399876139759399507e+00	3.772456133202006612e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.550501284302450378e+00	7.298372886145282123e+00	5.068255984930367219e+00	2.069200743700390976e+00	4.457232503057522721e-01	3.108160395115235897e+00	3.205524342228566415e+00	3.807094847503184054e-01	5.238504397998302586e+00	7.235247108379684100e+00	6.604229064633551083e+00	1.545977590510284472e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.175378675479125334e+00	2.739576255644943892e+00	9.654723492723050526e+00	2.182022299181781033e+00	8.049612662361737003e-01	8.528225536381432548e+00	5.124953255796209639e+00	4.409990503441749699e-01	6.317084879141939169e+00	6.303061894006233068e+00	5.073147809040330358e+00	1.291439872542978549e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.560728172023421845e+00	8.788396402382009143e+00	8.908491158703355950e+00	8.923667774033376077e+00	1.394141058858716364e-01	3.803283822517127266e+00	4.637915653359147683e+00	5.684303838701186828e-01	4.722872150067206398e+00	8.444782136216819168e+00	4.750310550356398487e+00	1.241728973738495938e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.693593052002713151e+00	8.167512301071065295e+00	1.291834622694538970e+00	7.641488463436429512e+00	5.532794372400564598e-01	7.444669625426525883e+00	2.012214777279144329e+00	1.059605385789671672e+00	5.374105648699464943e+00	3.587327763136337833e+00	4.016383678520933032e+00	5.028763221492609148e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.485433842847998065e+00	8.353321818587166048e-01	1.761744444210282090e+00	8.969451481439548957e+00	4.022130834087944140e-01	2.747398371016627650e+00	2.304998825115686767e+00	1.062610004860331525e+00	9.610918863074084939e+00	8.191216629816873152e+00	1.622693507005460223e+00	1.695157033804315745e+02
