G c dx1dt d2x1dt2 dx2dt d2x2dt2 d2 m1 p m2 d1 Fc Fg W
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 2.36122146e+00 9.82331867e+00 9.56422717e-02 8.14436294e+00 9.72836978e+00 2.73598312e+00 8.86310231e+00 5.03769332e+00 8.69598480e+00 3.24345512e+01
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 1.60752292e+00 2.22643707e+00 6.93480666e+00 7.54868024e+00 1.83381832e+00 2.14121619e+00 5.83922916e+00 4.11822358e+00 1.09917539e+01
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 5.66830895e+00 4.37641322e-01 6.20026345e+00 9.30343381e+00 1.95483554e+00 8.79936120e+00 6.97262249e+00 9.75740815e+00 6.13947193e+01
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 2.61428214e+00 4.01323194e-01 8.79491391e+00 7.85990852e+00 8.23093223e-01 6.34217729e+00 8.05574665e+00 9.81760901e+00 1.23247852e+02
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 9.73608891e+00 2.80225060e-01 3.60495569e+00 6.32545272e+00 8.10367455e-01 2.14399442e+00 4.55326555e+00 3.41448418e+00 2.35623701e+01
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 2.01973154e+00 3.24175927e-01 5.20913091e+00 2.72821032e+00 4.37616137e-01 4.84787670e+00 6.81442250e+00 1.36880400e+00 1.50808891e+02
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 4.63240902e+00 9.91264327e-01 6.57450972e+00 7.00017087e+00 2.25982251e+00 2.44774264e+00 2.35549858e+00 7.34556956e+00 2.88770967e+00
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 7.64096486e+00 2.17840279e-01 4.70071428e+00 6.61041609e+00 6.51432008e-01 7.30313100e+00 9.39383290e+00 5.05887852e+00 2.10157532e+02
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 7.34098985e+00 4.74234449e-01 4.84737809e+00 6.42222253e+00 7.27300848e-01 7.82981321e+00 4.44752926e+00 1.90677560e+00 9.53873447e+01
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 4.80455773e+00 3.96019769e-01 3.97256201e+00 5.40807281e+00 1.82067209e+00 1.95216868e+00 7.56569280e+00 7.36770537e+00 1.47552831e+01
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 4.11871751e+00 6.89609347e-01 6.07808635e+00 5.75790944e+00 6.92236253e-01 5.55525867e+00 1.18306974e+00 1.28057418e+00 1.86979002e+01
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 4.57851141e+00 6.46541200e-01 8.65517075e+00 4.00998274e+00 6.30981721e-01 8.33162550e+00 2.84668429e+00 8.83177021e+00 7.38570613e+01
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 3.37848637e+00 3.94213534e-01 2.81375540e+00 5.67381423e+00 1.51221698e+00 9.42546737e+00 5.38374290e+00 2.24787276e+00 6.64825855e+01
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 2.84799645e+00 1.70756211e+00 9.40989735e+00 2.77800315e+00 5.12553593e-01 5.62166080e+00 8.90427221e+00 2.14580691e+00 1.94544401e+02
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 5.34735728e+00 7.45807227e-01 7.20178888e+00 8.24656958e+00 1.26727217e+00 9.55251301e+00 5.74529635e+00 2.58105068e+00 8.60798339e+01
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 3.41680380e+00 1.38367478e+00 8.40945891e+00 2.67199259e+00 9.50986059e-01 5.82120073e+00 9.36883434e+00 9.64239723e+00 1.11524428e+02
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 3.58715498e+00 1.26192570e+00 6.00571623e+00 1.76469661e+00 1.79977063e-01 4.54771445e+00 5.35417207e+00 7.23852424e+00 2.67539725e+02
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 6.91080457e+00 4.61675608e-01 8.01565031e+00 4.92621424e+00 5.31738625e-01 8.63382816e+00 5.41404187e+00 8.21234382e+00 1.74869344e+02
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 9.71683599e+00 4.78389680e-01 1.14580358e+00 6.92476696e+00 5.30032740e-01 5.43684439e+00 2.07772110e+00 4.57871487e+00 3.88013511e+01
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 6.43273481e+00 1.39632098e-01 8.36542382e+00 4.93945142e+00 8.58867672e-01 5.24712260e+00 8.22390620e+00 4.02681455e+00 1.00351003e+02
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.69281520e+00 8.16345977e-01 1.36124973e+00 3.49078719e+00 4.80144234e-01 5.41281240e+00 3.22268871e+00 3.11035606e+00 6.89301241e+01
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.68025252e+00 4.18700636e-01 9.00922039e+00 6.02354066e+00 8.00219709e-01 8.62106502e+00 9.09651240e+00 5.32583225e+00 1.95505201e+02
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 2.05377572e-01 9.92766473e+00 4.12302102e+00 6.51944206e-01 8.48747388e+00 9.19741798e+00 5.96645860e+00 2.39230211e+02
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 6.11883048e-01 3.64660716e+00 9.39580921e+00 2.27113893e+00 4.63167993e+00 9.48979101e+00 6.68597359e+00 3.64625362e+01
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 9.41194322e-01 2.89286701e+00 9.30380626e+00 1.05382059e+00 3.99969874e+00 5.68207440e+00 3.31406654e+00 4.09753298e+01
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 6.61720115e-01 7.88827027e+00 5.52134638e+00 6.16388420e-01 5.42735222e+00 7.09384406e+00 9.53788673e+00 1.23323593e+02
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 3.18379136e-01 3.27723707e+00 3.95095595e+00 6.23303619e-01 6.15495259e+00 8.00664292e+00 2.52782648e+00 1.57635664e+02
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 2.58055160e-01 8.79006145e+00 7.63419173e+00 3.26790505e+00 3.14503490e+00 2.17913157e+00 9.69087857e+00 3.62539456e+00
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 8.63651915e-01 1.92558333e+00 1.33041649e+00 1.51745498e-01 8.14559576e+00 6.40861475e+00 1.13370510e+00 6.87003252e+02
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 9.98382789e-01 2.13359677e+00 5.27292105e+00 9.97969292e-01 5.37834489e+00 1.30868111e+00 5.33013123e+00 9.11742050e+00
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 4.24349790e-01 9.81236400e+00 4.02691055e+00 1.07729620e+00 4.00640994e+00 5.47809475e+00 4.00031054e+00 4.03995149e+01
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 2.56435943e-01 7.06455008e+00 9.28482297e+00 2.44553627e+00 1.96138894e+00 2.39358413e+00 5.04211073e+00 3.47339679e+00
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 6.97462761e-01 8.62198502e+00 1.10802725e+00 2.70221058e-01 3.14960644e+00 2.64630633e+00 6.13598121e+00 6.06962040e+01
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 5.40119611e-01 3.91896440e+00 5.97533388e+00 6.40066702e-01 9.54353055e+00 4.28542810e+00 4.92030242e+00 1.26437035e+02
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 2.14823764e-01 7.08835375e+00 7.66597223e+00 1.13469751e+00 3.74589718e+00 4.89193450e+00 4.73362165e+00 3.20118798e+01
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 1.37533182e-01 6.34817645e+00 5.36516189e+00 1.45433540e+00 2.51973360e+00 6.60855182e+00 7.59451074e+00 2.25704484e+01
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 1.21213329e+00 6.42835108e+00 1.76862727e+00 1.92753311e-01 5.14605512e+00 1.66985577e+00 7.17288648e+00 8.64573108e+01
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 5.77026126e-01 7.14279214e+00 9.75215251e+00 9.48509910e-01 3.76378969e+00 5.53322585e+00 8.49944154e+00 4.25396303e+01
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 4.29856979e-01 6.17823256e+00 5.66209388e+00 5.80628463e-01 1.31643325e+00 2.64362617e+00 3.24963083e+00 1.15353606e+01
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 4.17065634e-01 4.86156132e+00 6.52767620e+00 1.45321767e+00 3.90830696e+00 6.16577658e+00 6.48575659e+00 3.20518716e+01
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 4.26592928e-01 3.48330425e+00 3.12948804e+00 5.25118960e-01 5.89697762e+00 6.73664151e+00 6.26675307e+00 1.49767237e+02
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 8.82863292e-01 7.91723198e+00 5.35148277e+00 5.07690573e-01 5.96541135e+00 6.01038331e+00 4.32764030e+00 1.40279959e+02
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 1.07487207e-01 3.03645187e+00 4.86234543e+00 5.09176135e-01 4.20903029e+00 7.64465959e+00 5.37451788e+00 1.26006423e+02
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 5.74658612e-01 7.23118876e+00 1.67406258e+00 1.13417902e+00 5.02572481e+00 4.02048320e+00 3.82403929e+00 3.50229925e+01
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 3.69382150e-01 3.09999540e+00 1.95544318e+00 8.81771462e-01 9.68966126e+00 7.88595932e+00 2.27659958e+00 1.72772833e+02
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 7.04411072e-01 6.62797153e+00 8.53725268e+00 1.32085144e+00 4.39613630e+00 4.89490374e+00 2.92421090e+00 3.19614577e+01
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 1.24996576e-01 7.72370440e+00 3.15837957e+00 3.29275624e-01 3.32404132e+00 5.35766048e+00 1.94962282e+00 1.08108188e+02
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 2.59829527e-01 2.96842500e+00 2.75462444e+00 4.06509156e-01 3.19120340e+00 6.83291915e+00 7.14762618e+00 1.06029132e+02
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 2.75708893e-01 1.53948971e+00 5.54420306e+00 6.10484938e-01 5.11988151e+00 1.16522546e+00 6.94654654e+00 1.70563866e+01
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 8.09529670e-01 2.17876369e+00 7.91872418e+00 1.41816886e+00 7.83568134e+00 6.88594799e+00 9.55545734e+00 6.89918744e+01
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 2.95902394e+00 6.45397271e+00 1.55751867e+00 2.17763265e-01 2.85389366e+00 6.56726634e+00 7.56710572e+00 1.65195700e+02
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 7.19214979e-01 8.64501766e+00 6.19127128e+00 6.79232786e-01 7.38366514e+00 3.78862405e+00 1.46841255e+00 8.21248755e+01
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 8.00804195e-01 1.40497139e+00 2.07289399e+00 3.51386831e-01 1.19034841e+00 1.77214856e+00 8.95820657e+00 1.79458463e+00
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 2.05485923e-01 7.60736133e+00 1.32814946e+00 1.62861329e-01 4.77039680e+00 1.81841905e+00 8.76407647e+00 1.06053736e+02
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 3.85684463e-01 4.07186781e+00 1.47469557e+00 1.46846096e-01 7.98278559e+00 9.30901372e+00 4.98988289e+00 1.01116008e+03
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 8.54554801e-01 5.30675533e+00 8.50747697e+00 1.91737705e+00 4.04859660e+00 7.20351389e+00 6.27276745e+00 2.84006258e+01
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 3.53548909e-01 9.35973595e+00 2.06175235e+00 3.47667280e-01 6.07363391e+00 2.14392352e+00 9.78470499e+00 7.41680856e+01
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 1.47183921e+00 3.98774354e+00 1.40636228e+00 3.57224644e-01 2.84481310e+00 4.21050852e+00 5.79073927e+00 6.27874409e+01
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 3.85993252e-01 5.18803241e+00 4.94109898e+00 5.43689305e-01 7.67795852e+00 6.33234695e+00 9.14789646e+00 1.77489078e+02
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 2.91256970e-01 1.12314173e+00 8.59594125e+00 6.20564079e-01 1.47051193e+00 8.52014535e+00 1.74734882e+00 3.94730553e+01
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 1.26441662e+00 1.73438848e+00 3.36167539e+00 3.88655909e-01 8.67288380e+00 1.39294836e+00 2.71946682e+00 5.82023489e+01
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 5.71586007e-01 3.32732432e+00 4.79541356e+00 4.98356838e-01 2.78376748e+00 3.12969818e+00 4.96679449e+00 3.32578658e+01
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 2.01032669e-01 1.25067017e+00 1.35930279e+00 2.40559284e-01 8.86958229e+00 9.00774091e+00 6.26281128e+00 6.62229542e+02
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 3.49815156e-01 6.68237793e+00 5.04170663e+00 5.04660762e-01 4.17276317e+00 1.08248995e+00 8.34605067e+00 1.70272187e+01
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 4.34860657e-01 4.83758521e+00 6.19851773e+00 8.75671918e-01 7.50415217e+00 2.81259193e+00 9.89435904e+00 4.64266884e+01
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 2.07411416e-01 5.93330682e+00 6.13816348e+00 1.77602732e+00 3.87302768e+00 9.63121758e+00 4.49966347e+00 4.16914886e+01
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 5.68377665e-01 2.57182467e+00 3.99184023e+00 4.52834224e-01 9.15320504e+00 6.52061662e+00 1.42674073e+00 2.62973749e+02
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 1.37725110e+00 3.66338826e+00 3.83979863e+00 4.17936941e-01 2.13973413e+00 3.35504230e+00 8.21054353e+00 2.81804704e+01
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 3.30333462e-01 6.97442027e+00 1.95961257e+00 4.74272716e-01 2.60667810e+00 1.60291985e+00 6.43942647e+00 1.70098152e+01
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 3.12436915e-01 9.68772451e+00 4.30118489e+00 4.69633636e-01 5.43727113e+00 1.25372206e+00 2.78688573e+00 2.88506440e+01
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 3.60612609e+00 1.45375096e+00 1.89545202e+00 1.81224727e-01 1.73744595e+00 3.20270572e+00 5.45345611e+00 3.43549300e+01
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 2.42596496e-01 9.01345889e+00 7.89936350e+00 1.80824010e+00 2.76382166e+00 8.93337238e+00 7.68079221e+00 2.68951391e+01
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.51962516e+00 1.29824886e-01 6.19193081e+00 9.69646868e+00 8.49250500e-01 9.49389744e+00 4.74322289e+00 7.93370608e+00 1.05717697e+02
