G	c	dx1dt	d2x1dt2	Fc	m2	Fg	m1	d2	d1	W
1.000000000000000000e+00	1.000000000000000000e+00	3.525683113382248823e+00	1.271332100470759174e+00	6.971519855975433444e+00	7.955514484133121123e+00	2.870412234222662118e+00	4.402541890610539355e+00	8.613272017639816980e-01	1.453971553326030286e-01	3.710809758645209344e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.506344535708175059e+00	7.201033199050121958e+00	9.423845797925737955e+00	3.181138079473649238e+00	4.411565467543453245e+00	1.673423540992336811e+00	9.723349023051670870e-02	3.206689690950958321e-03	2.403880558112063692e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.010468447865703112e+00	3.601408802136394804e+00	5.981822687027420038e+00	4.856162073827998249e+00	3.345593833553924590e+00	2.300338924473271263e+00	6.455780411356669690e-01	1.352539881316370540e-01	-1.065773302132774214e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.901404407568087596e+00	9.323482165586868931e+00	9.290039732331758060e+00	6.698754497622830151e+00	7.286903234112701355e+00	1.760661054387961499e+00	1.161702462781826345e-01	1.675315659770228865e-02	2.654892204925193844e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.522957334985918010e+00	9.921282903180628665e+00	1.628238939460558976e+00	3.892115718078946518e+00	8.543231665662148089e+00	-1.896218966672187989e+01	8.638994001724269178e-02	-1.000276127288464018e-01	3.756288875353736234e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.057593238167235050e+00	9.483916520579789733e+00	4.534503934676647141e+00	2.068065070256274840e+00	6.832307236911176140e+00	-5.183222731061900568e-01	8.389596690453526850e-03	-2.207009123148767453e-03	2.165963495226838065e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.937130226205812988e+00	4.889178140619494961e+00	3.497310346155884098e+00	4.544960319162104412e+00	8.509227493558480404e+00	-6.766698178438150357e+00	6.571684276045659800e-02	-1.980190834053565524e-02	3.016647831152996506e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.640280951809191645e+00	8.918468150937700401e+00	7.345759383986386837e+00	9.443251429675031616e+00	4.052016479590642817e+00	3.755456114758190189e+00	2.107413192891485765e-01	2.431621168283429682e-02	-1.026040179067474689e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.544179922921322223e+00	8.739625632076295503e+00	9.759242840830820498e+00	6.964569838626649911e+00	2.767170868099217529e+00	5.154473376795468909e+00	7.473251569200652089e-02	4.811281991631623754e-03	-1.927857964241578848e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.952803128716993797e+00	3.929073195059131329e+00	3.478849684519082608e+00	6.902146888694874249e+00	7.288010711144489839e+00	-9.331888476264659005e+00	1.090335542694048920e-01	-2.596875153177638160e-02	1.103347345115137657e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.158369146345948009e+00	8.759326012783189341e+00	6.693265398038757752e+00	6.473820918971901150e+00	3.939116464754302882e+00	2.621679831823530371e+00	8.754526465276054603e-01	2.358063977471234196e-01	-8.217169577662268409e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.700665536067627492e+00	1.341518775412845255e+00	2.962480480146183925e+00	3.252183923293031853e+00	7.072836979299007787e+00	-4.315244163743758854e+00	4.031429103369017497e-01	-1.004343616544457612e-01	1.287139013283838285e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.616392231432020044e+00	6.675566823797496774e+00	6.240644341977053422e+00	4.455826702714094090e+00	3.491397804428013618e+00	2.117372598285161889e+00	2.725500728228205105e-01	5.091401278617364162e-02	-6.385446663642377896e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.027724263805245730e+00	3.461506244031673063e+00	5.100587619922216653e+00	7.662608630179096991e+00	1.711253818710442909e+00	5.151422501238673846e+00	1.731344182417823951e+00	6.989747208589789373e-01	-1.984815555229918971e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.459003010099502617e+00	2.247076833767452708e+00	1.006879606985400954e+01	1.995189732573760644e+00	9.630895706984132332e+00	-2.638718947533325032e-01	1.387393308843434814e-01	-8.224642083949809668e-03	4.965092557836635612e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.592857235728482479e+00	1.484535248673581886e+00	6.498220351563767316e+00	3.247265617696502460e+00	2.714477943862568576e+00	2.345269239018983320e+00	2.287799935567684795e-01	9.792439972744808319e-03	5.226282301006582864e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.165192379389633714e+00	7.230219913927847131e+00	4.449876693749621026e+00	3.662970423527649899e+00	9.436625076724293848e+00	-4.606827165465492868e+00	3.502264313418386454e-02	-5.568204114184823264e-03	1.295642016500800353e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.655153080070339122e+00	4.403472123246043424e+00	2.522006477769043187e+00	4.805184786668141861e+00	9.391554944136439431e+00	-1.875523543992618514e+01	2.734373814901723265e-01	-2.806465960954567240e-01	4.469750657531849747e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.700455278415621274e+00	7.106324086540091400e+00	2.294602452156535577e+00	1.000301846274503248e+01	8.115226460731681968e+00	-2.415907304313968851e+01	4.281787529523442548e-01	-5.908312303916011254e-01	3.822450641539400351e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.231430837390201205e+00	1.479182104926108909e+00	3.205913203877393869e+00	1.766130538048285237e+00	6.590495828177615145e+00	-1.907130396909553438e+00	2.717460432653489577e-01	-6.196290585211355201e-02	5.388361126871720197e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.969248450198977096e+00	3.742214699964207636e+00	3.082678554324346454e+00	5.602533155145246191e+00	6.533242259245021444e+00	-4.906898773483783671e+00	2.120841465675686599e-01	-3.663854325160892378e-02	1.110390426714194412e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.960353368135464347e+00	5.614756563836769132e+00	8.370402456519478562e+00	3.077304021356614072e+00	8.474030223111205018e+00	-6.082528591785474337e-02	4.779144526219453737e-01	-6.451808865175396451e-03	1.928350334433937663e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.795172414857467480e+00	8.359306557310670627e+00	5.997042084138278106e+00	9.556003285453364526e+00	4.029007979090865277e+00	3.911435855646760107e+00	1.152565203339590005e-01	-8.498619859417366057e-05	-2.983668664548091431e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.822741329126777998e+00	3.973586576390850222e+00	5.334328003687859976e+00	2.384828653168634904e+00	5.491043735515606983e+00	1.684662497226686595e-01	2.504515630422673222e+00	1.720208829910707116e-01	5.783231577080980124e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.499577434274744547e+00	6.435235970870122557e+00	1.774062678215061917e+00	4.950426757370181008e+00	6.910873932437350931e+00	-1.053472892194660027e+01	1.179570277784032228e-01	-9.126605985963279211e-03	4.688818958163827877e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.480056810396012335e+00	9.142227864088591005e+00	8.904541475993918098e+00	8.120287371608919003e+00	5.214662678839675714e+00	3.499640338068962908e+00	1.511164012315406036e-01	1.498705018104715125e-02	-5.322593872108636326e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.168847216504430797e+00	6.498703980688568471e+00	7.363519186270297112e+00	7.388101384340173716e+00	4.869500303541371089e+00	2.790053905185478467e+00	9.290126923066230336e-02	2.808956504875562837e-03	1.262941537795749802e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.307774398879715250e+00	2.849020717225085875e+00	1.805175819989067065e+00	4.591112204134335073e+00	3.696681017469738872e+00	-7.076325600564270957e+00	3.069762280775651941e-01	-1.330771112804202128e-01	3.741888996523034638e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.886366343014567626e+00	1.021303222464656768e+00	7.453178299357279712e+00	4.680841490395120985e+00	6.050032423353909117e+00	6.068126046246280492e-01	5.081926322095869919e-01	6.969006788380369480e-03	1.923992658358205654e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.762032177752737461e+00	8.952180872119710031e+00	6.402915343401615722e+00	4.487918174845431984e+00	8.500840848442654973e+00	-2.092246362159945861e+00	8.371582763905660585e-02	-1.259314100058811330e-02	3.477746654925212844e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.769845105928333773e+00	1.452617610084543154e+00	1.880288498887410897e+00	3.158285801287318062e+00	2.620609004263873221e+00	-2.172981200344824337e+00	1.511121114979804059e+00	-3.464433818756347261e-01	4.695154406505539058e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.895733023241895410e+00	8.736916675381925401e+00	5.432321965903011751e+00	2.796627104640005523e+00	9.450981890564595034e+00	-2.388820074845491970e+00	4.404786954442412028e-02	-8.762262233877233381e-03	3.053434680077036223e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.707009548262692356e+00	5.911874806700827101e+00	5.473219933352156730e+00	5.081644259870207847e+00	7.116897049201527992e+00	-1.975208433436789424e+00	5.159918435405831671e-02	3.204592014208776981e-03	1.251242121677596519e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.378383788580078928e+00	9.891586526561500392e+00	2.577941180160526535e+00	3.559215856119410493e+00	8.204596561865525217e+00	-8.228647837084357874e+00	4.098167388043422177e-02	-1.628742959486186720e-02	1.441738230418308786e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.351229177538296966e+00	7.838884471513346774e+00	9.832845819491346617e+00	3.423219463176361721e+00	5.938881527613932398e+00	1.403971299174548104e+00	4.883612436224720604e-02	5.211172984742287739e-03	5.381879870187136761e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.887634504763612497e+00	1.008033933484642297e+01	8.834421667699283276e+00	6.832991582907731676e+00	8.165163164722345712e+00	5.194987213362967093e-01	2.252475422590122234e-02	-9.456005306276410016e-04	4.138792078798337881e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.958482837846423408e+00	4.387459689118403006e+00	7.079195943546491954e+00	9.978783505565200329e+00	1.406281314897420476e+00	8.045009432579611541e+00	1.051364565990802191e-01	6.959576281745176105e-03	-3.340952329596191817e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.748694045976308731e+00	7.878227937550632554e+00	5.217437720090330799e+00	6.601549084987850868e+00	7.928871667609973528e+00	-3.981456195552373956e+00	4.285250106495049893e-01	-1.552646135620166512e-01	6.825223566527682806e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.859556922538500245e+00	4.961816338011445282e+00	4.854485605291982253e+00	1.697033457111696508e+00	1.278673703930103711e+00	1.135769379816235825e+00	3.735558301537019177e-01	8.832880529354260324e-02	-7.419289760199201389e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.039649286338614420e+00	5.930504225247716477e+00	6.673406668786469709e+00	1.726502648106875704e+00	8.970725936166035197e+00	-6.137891346436809004e-01	1.435515856291678105e+00	-3.057373239745945215e-01	6.679476190262404245e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.893661849732554359e+00	6.743056133972823218e+00	5.711819224106367443e+00	9.566126152353175982e+00	9.605608482227079747e+00	-6.374729598995785729e+00	1.733473947531428694e-01	-2.386559082579217672e-02	1.385065156290675059e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.810323201242911573e+00	8.798119226928061920e+00	1.953987692722829905e+00	3.558916897849182526e+00	3.614005615421185702e+00	-4.826995016918834480e+00	1.158008157795964582e-01	-1.165402423230849777e-02	1.641597328965287650e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.460719434880386913e+00	1.012850659603235037e+01	6.127255968444512035e+00	1.827918981812346244e+00	2.933173228752676831e+00	8.837242516399781422e-01	9.928930808448652168e-02	1.205243002891534521e-02	-7.542523675092266400e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.712769556127916815e+00	8.148688730976738626e+00	8.001184297385174560e+00	6.524256779770539083e+00	8.029573506923965098e+00	3.019028521711672464e-01	1.007704383350638139e-01	-2.923093601295725756e-03	3.430788526069347144e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.050544711198056369e+00	4.059268594938019170e+00	4.948461193261310953e+00	6.578690851540167195e+00	3.298250857296126881e+00	2.389976404425309564e+00	2.351684726600603570e-01	2.101517217605522458e-02	-7.638854998243108096e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.309234576150566376e+00	4.791452103770597049e+00	1.783039844003237118e+00	6.950161368787585836e+00	8.550137172923390594e+00	-3.405603468202370010e+01	2.237736249986033987e-01	-3.511311512342529806e-01	1.020769853376016023e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.113983122723542607e+00	7.528479795452814649e+00	8.223799364453862282e+00	3.180158139596430011e+00	2.473554466983840960e+00	2.505700804316398411e+00	6.700843421736585315e-02	8.046610528529719170e-03	-1.715027989945839271e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.368246978459732865e+00	3.259341087370149825e+00	2.999024054302444231e+00	9.725410073310638559e-01	2.359407286504831447e+00	3.698562377920439626e-01	7.865659851836764860e-01	8.479627195634177605e-02	4.019315422191414577e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.898932234028249511e+00	1.940399461256605118e+00	3.575123505799521872e+00	9.486380701495608747e+00	9.962895782706404191e+00	-1.883508744240885946e+01	2.590745549408172699e-01	-5.075843082140039236e-02	1.133989378038040341e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.454235865898238833e+00	4.167907026641036516e+00	2.415895224479338577e+00	3.105073995863947722e+00	7.338213255417755043e+00	-6.043214759887587384e+00	1.031004347359232076e+00	-1.182944733966279749e+00	1.709191663843661857e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.030538228503947273e+01	3.345041568838892587e+00	4.063034527140964691e+00	7.432636302602942280e+00	8.688603690773728516e+00	-8.347829496590955856e+00	6.587155421505225261e-02	-7.458434686505682927e-03	2.138046612371560240e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.700003994161715326e+00	3.871088102121415186e+00	7.880389408800601458e+00	7.556184858188530917e+00	4.269285095558117860e+00	3.760374286170878211e+00	1.136573057793442837e-01	9.291214423079636325e-03	-9.474550355133504187e-03
1.000000000000000000e+00	1.000000000000000000e+00	3.041284923305125787e+00	3.562832642250712389e+00	5.437458166886860234e+00	6.198577292471682654e+00	7.103842677517740789e+00	-1.633797704952078877e+00	4.793772303816916103e-01	-4.990827592257240930e-02	2.332668934518303594e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.202943422241881555e-01	1.143052156230147443e+00	2.930922589513264231e+00	3.934583676419813436e+00	6.348652366253812573e+00	-4.779771151948494001e+00	4.377891554329769264e+01	-5.139084014292990332e+01	3.502946498036626508e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.338293424095017059e+00	7.722636759922567595e-01	9.242181058262797677e+00	3.334147845267930954e+00	6.601353901527375001e+00	9.127535451279908951e-01	3.856019022979882971e-01	7.063088662788976832e-03	1.377905612058200724e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.441437404387499122e+00	9.895065561366553908e+00	8.823988324442636255e+00	6.194314342563627562e+00	7.572109011566048764e+00	1.354146217375216787e+00	7.063830186574714121e-03	4.985536565242090594e-03	-5.162790623625321262e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.992506536388491512e+00	4.841987404732138067e+00	8.877327541325055194e+00	8.392717424051992836e+00	6.590035061722523402e+00	2.466121658787387094e+00	9.786658040730190911e-02	1.913544715522792370e-03	3.445586555696035780e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.545599211519109062e+00	4.784643892891780936e+00	3.206234630169269462e+00	9.783671598848863837e+00	5.023021819110303987e+00	-5.216377197894699336e+00	8.049965311951896851e-02	-1.056203915669859036e-02	5.869344875170334763e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.689764918642268077e+00	6.774915391857172509e+00	4.982563177406735377e+00	1.583997076792976300e+00	3.624002143989833336e+00	7.277084421579884665e-01	6.788597863386371944e-01	1.117860403492989818e-01	-5.048430195643874852e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.030182743415426927e+00	2.814648568836070730e+00	1.005178754790724582e+01	2.379392700445117637e+00	8.106797317579882645e+00	4.538849976619724336e-01	2.976093970599222871e-01	1.665454500544940458e-02	1.467468285306881448e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.312511834681756806e+00	8.952250279138016964e+00	7.760358018164687621e+00	9.246489427668219463e+00	3.304883158358006945e+00	5.902570454808645728e+00	3.441367519906781136e-01	8.853601190906322527e-02	-6.008067173049984611e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.333289706682020181e+00	8.459567535854700893e+00	1.612426998694581171e+00	7.838813788024860507e+00	7.584895020704447433e+00	-3.657771854789204014e+01	3.094531631607125299e-02	-3.649568092641239381e-02	1.723290025335108444e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.762649890846513578e+00	1.874389959440215359e+00	1.759725765029985123e+00	8.856445821924660677e+00	3.035562340986301511e+00	-8.432460869415900007e+00	3.181059974045217231e-01	-4.888643849401964198e-02	1.576581908899826745e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.605655496522460091e+00	4.629319506074219603e+00	4.916756900908672456e+00	2.787298868218420100e+00	6.986942088942512008e+00	-8.413662058106736730e-01	2.188227728559040131e-01	-1.612817879804219479e-02	9.243013796317158803e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.476740098915871435e+00	8.544264661274105777e+00	9.651772739148153590e+00	6.261007220805324458e+00	7.817118225868383341e+00	9.848067244483869054e-01	5.845705460341411586e-01	5.843903543559680197e-02	7.270851676851656231e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.510803833429384735e+00	9.160321702302873348e+00	5.894726064580373404e+00	7.392152690847748175e+00	3.145704531812204330e+00	3.700194825942479060e+00	9.047722406100125458e-02	1.337981369493163389e-02	-6.661739361445971896e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.441476816287120322e+00	5.321845164207338996e+00	5.280719356587454172e+00	7.124526953490938119e+00	1.915860007956693867e+00	5.224875702164639257e+00	2.059997214939771615e-01	3.410245315236129504e-02	-1.816906593237146428e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.203968336891240831e+00	6.212663599689079774e+00	2.254211559419335487e+00	4.661652519105245140e+00	2.382224147831202732e+00	-5.599986264570990802e-01	5.762556256331013982e-02	-8.615462126208809843e-03	1.585206040732791699e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.704986000733396345e+00	2.532235428372650698e+00	7.047591127733554117e+00	9.982388042174672460e-01	6.703441715598671635e+00	6.935445344398402656e-02	1.893796587766843620e-01	-2.409336389264939062e-03	4.687924879782954246e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.517606140461003505e+00	1.048877866219723565e+01	7.909721248959669992e+00	5.820104445081191180e+00	8.538960536835258353e+00	-1.533139076930311595e-01	7.945443448841946199e-02	5.912464200879681032e-03	1.617120677865440115e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.682802716784719266e+00	2.988361105900633419e+00	4.278654415120620058e+00	2.975157035926812021e+00	1.813032636071641335e+00	2.388545412193253892e+00	2.442709179465474556e-01	3.502532045572580299e-02	-1.189152347425658368e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.184941431227994002e+00	9.217152710829614293e+00	8.057560572023907852e+00	5.246758248212380238e+00	7.796829793605879466e+00	3.546952957627097502e-01	3.120397559245701169e-01	9.564473914606214100e-03	1.208735285578477869e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.456270124142112543e+00	6.953078119010374536e+00	9.084071156975136674e+00	9.535453361562364449e+00	4.106201479872267690e+00	5.649409512317849824e+00	5.720078534687253469e-02	7.826161267223540052e-03	-1.674791097305376730e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.246037298027042439e+00	6.128667631664733051e+00	2.857384498378009230e+00	4.411591149203520246e+00	5.606630071142775229e+00	-4.126077271290932380e+00	6.247203642974934190e-02	-2.917599913792226669e-03	2.976707355916031195e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.091389570177666357e+00	6.092623691187076140e+00	5.753582032289658699e+00	8.177727750095124648e+00	1.006452484516903212e+01	-5.500846109771228676e+00	9.876387204181931445e-02	-1.688816210250963096e-02	6.821877680045360659e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.998124021128778516e+00	3.466456051241586067e+00	3.257500131552158340e+00	2.231410671187714190e+00	3.669389996795355380e+00	-3.282706410393390617e-01	1.500790133433332063e-01	-1.825302932203726755e-03	1.464012635437310916e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.479807267973877849e+00	2.543086675730537483e+00	8.210410107582591266e+00	6.861808337649220491e+00	4.969137923745346797e+00	2.712481489044640703e+00	2.788814672719189813e-01	1.164159161227476535e-02	7.512011560579173741e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.857123616049347170e+00	2.734786794074575145e+00	6.200400925938079233e+00	1.003343076502661368e+01	1.854477636058688539e+00	7.992049595886080660e+00	2.128167814776746325e-01	2.504524606983020082e-02	-9.086262756255433226e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.714606923785936488e+00	2.559513154279797753e+00	6.382346213581369554e+00	1.766256405056043643e+00	1.850597708827883103e+00	1.560708355444963225e+00	2.687578804420360790e-01	4.641162685963468731e-02	1.749557705434904298e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.170782684103727878e+00	7.934018567554668167e+00	8.435102085254609250e+00	1.183278405118432408e+00	3.379307179789474702e+00	5.743945743585157082e-01	1.657335504613587362e+00	7.946827887973658688e-01	-1.364775912894528487e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.190311909317018468e+00	4.257819514645658110e+00	4.795051084598424218e+00	4.739015666839171637e+00	1.219245163820223965e+00	3.504335547071649959e+00	7.452050048299923013e-01	2.731333878329129661e-01	-7.914184386575916719e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.357924075825182042e+00	1.809765918348374747e+00	9.155819258482051026e+00	2.006550613762879021e+00	7.011492327076701336e+00	5.603707954310239714e-01	6.934172602815946718e+00	1.511565295241619866e+00	2.455669787420326244e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.696777531890192314e+00	9.433609610095331277e+00	5.742434966543759067e+00	7.640251192602241836e+00	5.548751612661291688e+00	1.454535895543274338e+00	-6.415160451991724910e-03	2.405503986211072250e-03	4.874410903234113052e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.450200834322272314e+00	9.235265327879899289e+00	2.622102229291197517e+00	8.897505374633418285e+00	5.752144453643985855e+00	-1.340989654293803568e+01	1.268342667894307718e-01	-4.880903021940240227e-02	4.075042157399757947e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.982531770368455959e+00	9.521584613321151025e+00	7.207692462391139365e+00	4.833391553521980910e+00	2.545440545698794743e+00	2.884548278746839944e+00	4.668103125496912698e-02	2.577525794666577115e-03	-1.923039155556831303e-01
