G c dx1dt d2x1dt2 dx2dt d2x2dt2 d2 d1 Fg Fc m1 W
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 6.97442027e+00 -6.37747173e+00 1.95961257e+00 5.34033794e+00 3.54912385e+00 8.13356849e+00
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 9.68772451e+00 -6.78231096e+00 4.30118489e+00 2.06921798e+01 4.78147369e+00 2.03260793e+01
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 1.45375096e+00 -1.33754442e+00 1.89545202e+00 1.40643188e+00 3.00975219e-01 1.44830256e+01
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 9.01345889e+00 -8.41778704e+00 7.89936350e+00 3.39264239e+01 2.03888104e+01 2.53578908e+01
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.51962516e+00 6.19193081e+00 -1.81589640e+00 9.69646868e+00 3.41602455e+01 6.09436994e+00 1.44249025e+01
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 6.73919422e+00 6.07527610e+00 -7.46255850e+00 9.73067011e+00 4.52523667e+01 2.60838377e+01 2.29307487e+01
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 3.17819872e+00 5.50250682e+00 -5.11909604e+00 8.78563989e+00 1.63188967e+01 1.71542315e+01 3.18954267e+01
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 7.42647451e+00 1.62454677e+00 -2.53092723e+00 6.40712934e+00 2.77941654e+01 3.91594773e+00 1.12379998e+01
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 1.82252338e+00 1.80889167e+00 -1.72817363e+00 7.30779128e+00 8.84725899e+00 1.46132413e+00 4.51661938e+01
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 2.79343303e+00 6.40820805e+00 -6.31955443e+00 3.56685222e+00 6.68659733e+00 3.31809391e+00 4.08495762e+01
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 8.89723042e+00 4.06862714e+00 -6.41797930e+00 6.67693378e+00 3.97798399e+01 1.14675638e+01 2.01611716e+01
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 7.64850836e+00 9.25541260e+00 -1.15490295e+01 5.10084594e+00 1.85621801e+01 9.51265015e+00 5.34049982e+01
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 6.53768223e+00 1.12370999e+00 4.65931484e+00 -2.70872653e+00 5.33815606e+00 4.16179983e+00 3.80442929e+00 4.27353514e+01
1.00000000e+00 1.00000000e+00 9.03303099e+00 3.39040038e+00 1.75117676e+00 3.23538634e+00 2.28953313e+00 -3.83550172e+00 7.81998904e+00 1.52442904e+01 1.02240530e+01 4.14816011e+01
1.00000000e+00 1.00000000e+00 5.85408018e+00 2.16563429e+00 8.94174732e+00 2.92965835e+00 7.43246950e+00 -5.88142466e+00 3.53726520e+00 5.37963728e+00 2.94021009e+00 5.05992471e+01
1.00000000e+00 1.00000000e+00 8.26696140e+00 8.99873272e+00 8.23243182e+00 3.43725695e+00 3.64018079e+00 -3.64779889e+00 3.86235651e+00 9.21927929e+00 1.70783995e+00 2.43470648e+01
1.00000000e+00 1.00000000e+00 9.06482170e+00 9.60086348e+00 5.54686096e+00 3.22803793e+00 5.72923277e+00 -7.10862324e+00 9.32177612e+00 2.10011841e+01 9.62826102e+00 1.07443288e+02
1.00000000e+00 1.00000000e+00 3.86203127e+00 8.75914856e+00 9.70413954e+00 1.56273666e+00 7.28049507e+00 -4.14523745e+00 1.50601865e+00 1.63078707e+00 1.12988497e+00 1.95528535e+01
1.00000000e+00 1.00000000e+00 1.99046732e+00 8.28564467e+00 4.75984881e+00 5.13046465e+00 9.10237700e+00 -5.36804013e+00 5.37070869e+00 1.90029040e+01 1.02705395e+01 1.37506457e+01
1.00000000e+00 1.00000000e+00 3.05141646e+00 6.89717783e+00 9.85699287e+00 7.59460127e+00 8.12972075e+00 -3.84356633e+00 9.21520720e+00 4.74158566e+01 7.60039722e+00 2.22143559e+01
1.00000000e+00 1.00000000e+00 4.84397010e+00 5.95771634e+00 7.01127999e+00 6.46058552e+00 7.08724961e+00 -5.79159865e+00 6.49326707e+00 2.79420603e+01 6.56362384e+00 2.59010453e+01
1.00000000e+00 1.00000000e+00 8.36213289e+00 1.78288084e+00 6.71204146e+00 7.05584502e+00 7.11669864e+00 -7.89572661e+00 5.91766367e+00 1.96058551e+01 6.27442921e+00 5.31472029e+01
