G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	d2	d1	Fg	Fc	m1	W
1.000000000000000000e+00	1.000000000000000000e+00	6.505399196849892540e+00	7.284520605866596554e+00	9.669089179732344164e+00	3.576209901550470693e+00	4.705107863771348597e+00	-3.788027990655272070e+00	6.990011372377046506e+00	1.702257198472693744e+01	3.395417430724700480e+00	4.400147160833444104e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.253242561337372329e+00	3.668597595783949394e+00	6.043533249188643985e+00	4.890977974818873086e+00	3.162738892145307013e+00	-1.718802826932789740e+00	4.912394428579615280e+00	1.477743893097170691e+01	2.578228480142656043e+00	5.844012063073394714e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.626407571668317065e+00	9.318476576044735893e+00	9.420681499173436890e+00	7.169287551943595460e+00	7.047880862536102242e+00	-3.921393316646581084e+00	9.574894979609986478e+00	4.780382902213407448e+01	7.147770266382499571e+00	2.454948132344348011e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.298853066658552713e+00	9.733725890825573046e+00	1.457152292835720786e+00	3.992785051634235138e+00	8.441495729520559266e+00	-1.256304959552990930e+01	7.473187713436773016e+00	2.086677792591466485e+01	4.286742863847074858e+01	4.852926743841759105e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.096526239001746283e+00	9.501571741828488626e+00	4.771051009279839050e+00	1.504095406126780832e+00	7.055120319412465868e+00	-7.293441020725438761e+00	9.370691149003816278e+00	9.865300289757216845e+00	1.387205837359445582e+01	1.604524955174722720e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.073516490773528176e+00	5.266084145662294880e+00	3.344136851407524258e+00	4.377835658047215972e+00	8.420755879544547184e+00	-1.190903468303508284e+01	5.747624153917360701e+00	1.647020990642221960e+01	1.447726333001532950e+01	6.820721576512961803e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.793462568920394684e+00	8.755498436258237760e+00	7.588786584276144609e+00	9.492419032250351663e+00	4.573819135496421495e+00	-2.466509393424123786e+00	3.332377358598916928e+00	2.192896361279393957e+01	2.014228065089815001e+00	3.260064132410815940e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.632017114716871831e+00	8.605691083078250259e+00	9.832546754814002199e+00	6.768582456222335786e+00	2.414814636436642292e+00	-1.755413015585376435e+00	1.470484551037813059e+00	6.921109485447693110e+00	3.591332714851503405e-01	2.128256171916497408e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.324857495186838818e+00	3.872067986965213038e+00	3.313296877068082402e+00	7.050426741854222357e+00	7.646849762504678516e+00	-1.004541669903207612e+01	7.539888528473666973e+00	3.295036233598482767e+01	1.741032643314605721e+01	4.174938603774229762e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.421673679444686034e+00	8.463113443518290424e+00	6.886492078177496090e+00	6.694400557997031598e+00	4.237215343772172460e+00	-1.453937373289603929e+00	2.094104978291123409e+00	9.684217866038585143e+00	1.299411080065763002e+00	1.373451658035060419e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.471540441834883417e+00	1.327609440977102873e+00	2.784519875144303214e+00	2.785375317265117889e+00	7.034968889768403066e+00	-9.845299819841772049e+00	3.723221492500411678e+00	3.865441922136152009e+00	9.420699492746249959e+00	8.105097442787887019e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.536796530324421095e+00	6.358613694545651285e+00	6.097178301299451597e+00	4.768292263433193234e+00	3.438948771619621425e+00	-2.018200664092167251e+00	5.801021040051514532e+00	1.853399666072269980e+01	3.269484061519916551e+00	7.874421344274493251e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.580082185581574317e+00	3.070675954590091017e+00	5.163664431795510268e+00	7.766404215533701638e+00	1.730716266186516972e+00	-8.110863065300734087e-01	6.088288069152692827e+00	2.769368012771231591e+01	2.034963221635630148e+00	1.832886212947195004e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.541320471907484446e+00	2.083328178065188663e+00	9.750331814843512745e+00	1.912192254707570926e+00	9.930756863005838042e+00	-9.827714549026163482e+00	6.410366802215368587e+00	6.263043106911796443e+00	6.531682188747867102e+00	3.110116724653008760e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.684285234387612462e+00	1.696063763647850386e+00	6.488537415746214343e+00	3.514743384033899076e+00	2.411345642173063464e+00	-2.879003925798750974e+00	2.479737623001085023e+00	3.969069461757934292e+00	9.273703837569630126e-01	1.825923108195689437e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.274208097164647668e+00	7.266154436832379382e+00	4.147114644679414042e+00	3.477538986153435374e+00	9.896810031488188386e+00	-1.318578743413097243e+01	4.426299017624497623e+00	1.047356933399269074e+01	1.054672357053643594e+01	7.609449628799968934e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.747095421770347823e+00	4.060015536051921892e+00	2.035975948736031160e+00	4.891926276837802234e+00	9.795805122653520769e+00	-1.270343617637393763e+01	6.559108228630808668e+00	2.008368449689661972e+01	3.167624436111683650e+01	3.917113344535808039e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.883361026994204490e+00	7.513869810149838457e+00	2.357747169768722451e+00	9.829633525833569863e+00	8.148610625979546995e+00	-7.227872716290845823e+00	9.739377299747888017e+00	6.530190811455180722e+01	3.355613290040320607e+01	1.108949761826703551e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.158179414776252969e+00	1.598712738812461120e+00	3.027675414904658968e+00	1.612348099176532212e+00	6.932763460846554260e+00	-9.768051744767040745e+00	7.555469193992117027e+00	5.244934201166784327e+00	1.729898669464223104e+01	2.678329560287461959e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.956096485615447911e+00	3.836699336257157533e+00	3.258885061724403620e+00	5.667202695730419570e+00	6.208807091198907280e+00	-7.483020675395210652e+00	9.312092882665920612e+00	3.269381153211267588e+01	1.770641305737795790e+01	4.066840713293540688e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.101838230171926725e+00	5.859302414962705541e+00	8.643299754812700186e+00	2.612709871217459678e+00	8.790621455651079330e+00	-3.439934140287314257e+00	7.864728979019735888e+00	1.366717550175366291e+01	7.991844866882392040e+00	4.173765475656544055e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.456697087246835665e+00	8.111857171820242129e+00	6.044554819103721499e+00	9.738493234556466760e+00	3.608533948400404423e+00	-3.419898535477149615e+00	6.332851894195569820e+00	4.240374861561348041e+01	3.774006408595188322e+00	9.301739145348392412e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.296938425051449073e+00	3.870486037057490059e+00	5.704461638034238113e+00	2.024147525294864636e+00	5.216940922773948053e+00	-1.945037094521181675e+00	2.739150442586836487e+00	3.444792186180031912e+00	2.487492045962973464e+00	7.416047032132798478e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.188119454436925793e+00	6.625774461667038651e+00	2.037459012421622973e+00	4.635670434897131820e+00	6.567007663222746316e+00	-1.075729167853869228e+01	7.001358928361787193e+00	2.186395448085389859e+01	2.264115935615188135e+01	6.760248840385698088e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.328888674415638071e+00	8.976314653792208276e+00	8.746072965534738231e+00	7.646595083831684292e+00	4.698844151183826590e+00	-2.590772207923096815e+00	6.601790549600662139e+00	3.504153310297039781e+01	3.546506859514234833e+00	9.735618666830054835e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.969208597687375217e+00	6.540788350726854716e+00	7.507117946321259616e+00	7.335474324408161273e+00	4.853599634163595411e+00	-4.664675410538774436e+00	6.420535744035761994e+00	3.175493103788559068e+01	4.157575840676059009e+00	2.189918884730040816e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.799471737535425220e+00	3.096797661319711459e+00	1.613565669025404770e+00	4.803324720177970519e+00	3.978865460762648798e+00	-5.579508933488734002e+00	5.410212121905429328e+00	1.528565717988377592e+01	1.333086375186178074e+01	1.443445922937788950e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.663418887425293313e+00	1.223489968236604941e+00	7.369609504143278755e+00	4.113628850849336160e+00	6.077152222399073267e+00	-5.289075434686105304e+00	5.758320286797779630e+00	8.048249700874228196e+00	4.747584179420379691e+00	7.098257260539112679e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.921902998072672730e+00	8.824033056284878995e+00	5.898480607848053836e+00	4.576421236584768515e+00	8.651169034826821758e+00	-8.678573095568443918e+00	4.003143876170591753e+00	1.272880899816832923e+01	5.899449817301184673e+00	3.244183088773149848e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.665268132705524540e+00	1.187616765895430193e+00	1.735576636717749421e+00	3.383982141831658463e+00	2.818962332622952260e+00	-3.401595766219251971e+00	5.664865898759290808e+00	6.320765738640499620e+00	9.188311070722757989e+00	1.902638981359278603e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.717111212767809647e+00	8.874859216202327872e+00	5.125025275106294131e+00	2.848581007503277363e+00	9.416344080302534891e+00	-1.233156673227928124e+01	2.773936997892174627e+00	5.453772172775449789e+00	5.103988011911208211e+00	6.434030936410486845e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.970899468121058540e+00	5.772106942853491240e+00	5.360800070028867381e+00	5.361469187342978060e+00	7.195445019415990906e+00	-8.611363895660883117e+00	8.251000984922468362e+00	2.923719825158710250e+01	1.107032934933609347e+01	6.678571612860878304e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.470402559735971337e+00	9.450841116466442315e+00	2.495750157030458993e+00	3.417850781276128735e+00	8.402901255074237241e+00	-1.331927034465001647e+01	2.680662619080185660e+00	6.343138458850504868e+00	9.014135714988382730e+00	4.457720995930217356e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.051792090928655554e+00	8.192337702291373702e+00	9.508957606907717519e+00	3.587478114559694564e+00	6.006943191411592053e+00	-5.856498379805881171e+00	1.769725065280392640e+00	4.365484746969672258e+00	1.121538243525614931e+00	1.945040967497194728e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.385055985831794345e+00	9.980811891052749019e+00	8.655169853812708425e+00	6.911379378007171503e+00	8.019078404582554498e+00	-6.804764472464058578e+00	4.932015476859771930e+00	2.381549301850529332e+01	4.566585133014725351e+00	2.596500596592239773e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.293346547973460048e+00	4.167211354741525042e+00	7.014949706959339615e+00	9.713383292093102028e+00	1.144174566273321147e+00	-1.296495016959452906e+00	6.924323591186283267e+00	4.239145498821555691e+01	1.114464378276683210e+00	6.009582421209101355e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.785119154849784229e+00	7.894974533743065237e+00	5.154592217375265406e+00	6.432421718703607461e+00	8.369123898048348664e+00	-4.328666033257657197e+00	4.929894041360768142e+00	2.185065413000026169e+01	7.999356473395644151e+00	8.429588992167671435e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.762924269761961149e+00	4.617904611608389054e+00	4.709685600997630672e+00	1.698920339996090378e+00	1.357381652898465463e+00	-1.010601921215857901e+00	3.488289767770287320e+00	3.804693404651985578e+00	1.017242988646431368e+00	6.034867995538379049e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.405608066053255722e+00	5.309837425368549191e+00	6.858272289701633717e+00	1.680869486014570979e+00	8.997701764134804492e+00	-3.062721102349781344e+00	6.022121031754688047e+00	6.610508746277026226e+00	7.915572312462483495e+00	3.460893486948047126e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.925808715417980377e+00	6.633604721963429540e+00	5.906380589765284128e+00	9.558513694593642640e+00	9.925355762942931648e+00	-7.926644996847183933e+00	4.120294100387644320e+00	2.663317986880083055e+01	6.940594914041493979e+00	1.247321075438419946e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.497475138376523240e+00	8.864748857730157638e+00	1.565372538644743905e+00	3.670609279644931888e+00	3.646951582207858422e+00	-5.413775116517978603e+00	9.396109275898542279e+00	2.398260233686744414e+01	2.196980840203676166e+01	3.025786367661653031e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.443571591539735355e+00	9.857527267966256446e+00	5.609170754080777144e+00	1.826165758141166329e+00	2.891364524108847700e+00	-2.204642698888163554e+00	9.306227968436058262e+00	1.189706399355343081e+01	4.792842475286488657e+00	3.623332574204981427e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.457825100676689800e+00	7.912876127752992872e+00	8.256527118436887136e+00	6.391801130501007400e+00	7.881959418382472826e+00	-7.986329483892011361e+00	5.526026175208887281e+00	2.426206600636681543e+01	5.293575532531229477e+00	4.193439080010464437e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.203938748066544662e+00	4.759310265737753731e+00	5.140884949158297523e+00	6.619300332024594447e+00	3.267347324618052884e+00	-2.946970093113426170e+00	3.949430134250531133e+00	1.684051636291117404e+01	2.522653840082091037e+00	6.407495967612348409e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.531041972313271327e+00	4.809449342300938568e+00	1.476107807696298124e+00	6.829286811724780470e+00	8.787261235065034981e+00	-1.241614145981158579e+01	7.623747362457430121e+00	3.366343425081037566e+01	4.571665207895696170e+01	2.680631830660336590e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.873714147743466008e+00	7.636804441497264229e+00	8.085186024991338982e+00	3.404886910285444213e+00	1.930472814223102240e+00	-1.621174581432140105e+00	1.327767335719558295e+00	3.088337200091840984e+00	3.123356216599061930e-01	3.257740283640177648e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.257220851921895033e+00	3.151832211271702544e+00	2.810716239770735481e+00	1.136777364313496630e+00	2.140439212008506509e+00	-1.905787380482059090e+00	5.273160853123368241e+00	3.573595855877508942e+00	3.983116228688474258e+00	1.904914910340963274e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.223773503229255155e+00	1.990654502372209533e+00	3.334383022584411549e+00	9.675211792251866783e+00	9.818833412927229887e+00	-1.397591725107125171e+01	4.033619094858589271e+00	1.944481423296602784e+01	1.188684688943913947e+01	3.349385364088503536e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.673699940371879746e+00	4.193241844796382622e+00	2.477117393161927694e+00	3.253524829536591056e+00	7.060105863268395510e+00	-5.679334148805296856e+00	9.281707873743750170e+00	1.907927289100227597e+01	2.643594488760799877e+01	2.667269151356963164e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.881671788550205449e+00	3.583825588961611519e+00	3.966927978349712891e+00	7.080556098083928163e+00	8.615700841759696971e+00	-1.229737106814893011e+01	1.110839156809617645e+00	4.793053211739964681e+00	2.397435725540395524e+00	1.085395378307359060e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.942650321526698143e+00	3.664489301743770078e+00	7.797785151833453554e+00	7.355359943535277445e+00	3.921669542874676839e+00	-3.941122439742805295e+00	5.976925354550020053e+00	2.697619389095338249e+01	2.996310124248101836e+00	2.069538963555585198e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.784609697258805916e+00	3.112588575821656267e+00	5.683709735274831587e+00	6.491105520148273023e+00	7.091813106676437606e+00	-4.676587992984417852e+00	7.666213076244487112e+00	2.928801331256299889e+01	9.576798805713096385e+00	1.980827157860858279e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.048276983418051644e+00	1.385387573292596874e+00	2.839160874340157292e+00	3.815297380554890427e+00	6.350356152991935232e+00	-3.418394936676723450e+00	5.370266963660473181e+00	7.932616984608666044e+00	1.196865983691013113e+01	1.211787833307073825e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.330515388742886884e+00	1.161626152897289543e+00	8.899772031186813592e+00	3.436860307855619912e+00	6.417380582271659861e+00	-6.226163813507812783e+00	1.765001775977125487e+00	1.932028614853580128e+00	1.263928018622886285e+00	4.316115352870517086e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.357716238557762800e+00	9.876682820127468787e+00	8.911210196200061162e+00	6.381331262367491597e+00	7.138070264828130895e+00	-6.459811990863333797e+00	9.748996933372106710e+00	4.348516712956542563e+01	7.810830540325868654e+00	5.743863495159748567e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.564595123347187311e+00	4.847949849465133632e+00	8.839044290260506642e+00	8.804188350340369951e+00	6.178070846706005703e+00	-5.692827080633866998e+00	5.662028589937564860e+00	3.221820766892458465e+01	3.956894429795301260e+00	2.321301888585074025e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.949158137640230493e+00	4.473977183327787266e+00	3.147091781820709588e+00	9.529477470951016826e+00	4.864215172123598663e+00	-6.973496728394245281e+00	6.524164240788943303e+00	3.966168267422730054e+01	1.007419688702133520e+01	2.080406842810665324e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.664131759521695564e+00	7.115542333223742411e+00	5.053949355814073563e+00	1.942743554531831895e+00	3.487483733229768568e+00	-1.726726935789760553e+00	3.132275087075478748e+00	4.171027093512384987e+00	2.155556529468474203e+00	6.874054161898124349e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.230285908713270260e+00	2.970422361175576675e+00	9.867345616775480721e+00	2.396581418381246387e+00	7.918017721420710586e+00	-4.752117161536130396e+00	5.347570068356479744e+00	7.430862430819909825e+00	4.305877687089754602e+00	6.441280656539591121e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.032462055491853103e+00	9.557672410159501197e+00	7.940195732407759444e+00	9.501662623095620930e+00	3.038253632161406426e+00	-1.245521396870088449e+00	4.863586975709564442e+00	3.221130210612970046e+01	1.855258463909283506e+00	2.276669114455418086e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.771499983874097239e+00	8.078323260366763847e+00	1.239882927391410705e+00	7.629656974120884172e+00	7.231651017730466258e+00	-1.266266990572509954e+01	1.673513014119004882e+00	8.782473941178110977e+00	9.728423625609885050e+00	1.011967587249261946e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.605331922775577347e+00	1.800015835151169918e+00	1.575207812486192349e+00	8.944788364412078252e+00	3.103729933012731035e+00	-4.993594606213701326e+00	1.956622302615974363e+00	8.303472358381126739e+00	3.825657103178874419e+00	4.725286885414639038e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.979745669441247635e+00	4.744678958206992370e+00	5.167519789504036787e+00	2.824330261399865982e+00	6.629675692904343443e+00	-5.761736663828751936e+00	8.534730455768126944e+00	1.555880665370579763e+01	1.093767724647027428e+01	6.179460549844380068e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.570684237361964275e+00	8.915870876485497476e+00	9.183967625864024598e+00	6.289092465077800398e+00	7.724062469609549453e+00	-2.256783337696760317e+00	3.156519270443805869e+00	1.379440306273247252e+01	2.651765948095326841e+00	4.358542867155137834e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.805987388602365407e+00	9.498055585460921435e+00	5.837468696569685811e+00	7.307122266781676423e+00	2.966963209132278401e+00	-2.337182173306926458e+00	2.755151164164556299e+00	1.405976443912094176e+01	1.398901587787175327e+00	3.049418534222445132e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.921917184088127950e+00	5.207593552398662062e+00	5.472134199436113455e+00	7.116154595940452410e+00	1.539932500157175976e+00	-1.285216371691147774e+00	5.545311677195573274e+00	2.582670051360342711e+01	1.561636565765783136e+00	3.571288749338806134e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.569852409200148458e+00	6.513749554795757568e+00	1.949250219670598971e+00	4.670936261816209800e+00	2.181403233994833712e+00	-3.470814693137215912e+00	7.918701127534127693e+00	2.491990083879396778e+01	8.842397330355616702e+00	2.075838763908286566e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.736504459246445364e+00	2.501829952252553557e+00	6.908019332147762093e+00	1.139822163346434492e+00	6.455429634508692338e+00	-6.366151643303355812e+00	1.566874595539685000e+00	9.881194577041133575e-01	1.464205264251115857e+00	5.406106739271296391e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.984057881839797588e+00	9.920705224354037455e+00	8.409927782148681530e+00	6.249577102078666790e+00	8.647092001660855232e+00	-8.934827573459140027e+00	6.185835918532239575e+00	2.704526968665754438e+01	6.383655146607010167e+00	5.503424521010764181e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.248939255923061431e+00	3.086539537923851384e+00	4.433906207678350420e+00	3.282533348387055128e+00	1.412285126027146731e+00	-1.522815539297869503e+00	2.072541756398355695e+00	3.968509812420410121e+00	6.527980510067042941e-01	4.024412172638976770e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.071771165862469566e+00	9.478384040542136901e+00	7.975714294601305987e+00	5.049612983871432981e+00	7.608805664072984420e+00	-3.145623931781369009e+00	1.319516247297851885e+00	4.692358385216185646e+00	1.267534338836266983e+00	2.976219855133463543e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.419126782040216028e+00	6.853478442022614914e+00	9.683366209785852163e+00	9.619765697206544175e+00	4.068332748869786464e+00	-3.535932132209190559e+00	1.476736876116446551e+00	9.625197946978238051e+00	6.252342060975584204e-01	3.447026334291964478e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.846726368464834067e+00	6.466310531348280044e+00	2.838035407180327319e+00	4.596528247882485374e+00	5.311568290130144199e+00	-7.798465236687129654e+00	8.501358526308029795e+00	2.625582757637578979e+01	1.592690996258238556e+01	5.742110222685068521e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.052800446762769404e+00	5.604881265598790741e+00	5.706667609946471487e+00	8.564524262766578744e+00	9.352294338829400644e+00	-9.639849263020275671e+00	2.060225489728358728e+00	1.167752975230625445e+01	3.383303104671656403e+00	1.036745357082010877e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.939161987958883060e+00	3.075421795734730512e+00	3.575983760779368303e+00	2.696546965672974139e+00	3.981853137653386998e+00	-5.503853218610080589e+00	1.404321067989849459e+00	2.259352241164225283e+00	1.565937884037657435e+00	1.409076912316733221e+01
