G c dx1dt d2x1dt2 dx2dt d2x2dt2 m1 Fg Fc m2 d2 d1 W
1.00000000e+00 1.00000000e+00 3.62930184e+00 9.31956576e+00 9.43140216e+00 7.16899495e+00 7.05145459e+00 1.83335308e+01 9.57808103e+00 3.47194956e+00 8.70538260e+00 -3.02368581e+00 1.47453865e+02
1.00000000e+00 1.00000000e+00 4.29725659e+00 9.73952421e+00 1.47032091e+00 3.99210541e+00 8.43458216e+00 4.11556352e+01 7.47320681e+00 6.40509902e-01 1.89313898e+00 -1.27240728e-01 1.35662465e+01
1.00000000e+00 1.00000000e+00 5.10462986e+00 9.49839840e+00 4.76913987e+00 1.50927091e+00 7.05782918e+00 8.88350437e+01 9.37148683e+00 5.80119017e+00 1.81648794e+00 2.27439622e+00 4.51660801e+01
1.00000000e+00 1.00000000e+00 8.06658365e+00 5.26792795e+00 3.34142012e+00 4.36528942e+00 8.41915403e+00 2.03200716e+01 5.74829176e+00 5.45465392e-01 3.36425929e+00 2.32878648e+00 4.29785400e+01
1.00000000e+00 1.00000000e+00 2.79706404e+00 8.75838386e+00 7.57738868e+00 9.50003724e+00 4.57292946e+00 8.43185569e+00 3.33013847e+00 9.49629375e-01 8.87289456e+00 -7.20434140e+00 3.21869466e+02
1.00000000e+00 1.00000000e+00 5.62810995e+00 8.60094459e+00 9.83167381e+00 6.77560958e+00 2.40685274e+00 6.11050763e+00 1.47544018e+00 3.80397909e-01 2.16012327e+00 4.73175811e+00 4.13032918e-01
1.00000000e+00 1.00000000e+00 6.33173112e+00 3.87190426e+00 3.30877056e+00 7.04331234e+00 7.64155853e+00 8.40155358e+00 7.53476366e+00 5.59032267e-01 7.47997122e+00 -8.19584523e+00 2.40478720e+02
1.00000000e+00 1.00000000e+00 1.41805371e+00 8.46023927e+00 6.88757141e+00 6.69053938e+00 4.24427055e+00 1.07338265e+01 2.09172698e+00 1.51850875e+00 1.91049058e+00 -3.56404366e-01 1.24548336e+01
1.00000000e+00 1.00000000e+00 6.46790367e+00 1.33306871e+00 2.78287869e+00 2.79092925e+00 7.04143743e+00 6.72659110e+00 3.72497615e+00 5.74255816e-01 6.60824068e+00 -3.32871742e-01 3.44450109e+01
1.00000000e+00 1.00000000e+00 2.53471711e+00 6.36642891e+00 6.08797229e+00 4.76500478e+00 3.43579548e+00 9.18099715e+00 5.79223817e+00 2.91961940e+00 4.20460569e+00 -7.23117893e-01 1.94513905e+01
1.00000000e+00 1.00000000e+00 1.58546434e+00 3.07007954e+00 5.17539238e+00 7.75845819e+00 1.73106671e+00 1.36999191e+00 6.07974929e+00 2.55797945e+00 8.10022567e+00 -1.77975396e+01 5.35745399e+02
1.00000000e+00 1.00000000e+00 9.53996984e+00 2.08510197e+00 9.74804797e+00 1.91235608e+00 9.93323616e+00 2.16610395e+01 6.40524877e+00 3.42245619e+00 3.10321404e+00 4.17541370e+01 1.73905500e+02
1.00000000e+00 1.00000000e+00 9.69068830e+00 1.69257881e+00 6.47674545e+00 3.50067498e+00 2.40581357e+00 2.32642510e+00 2.49629797e+00 4.76592098e-01 6.75281646e+00 2.31154410e+01 -2.21042308e+02
1.00000000e+00 1.00000000e+00 8.27557613e+00 7.26659898e+00 4.14555735e+00 3.48687198e+00 9.89578895e+00 4.12454087e+01 4.41763664e+00 6.34656421e-01 3.12114281e+00 3.22349563e+00 7.08927654e+01
1.00000000e+00 1.00000000e+00 3.74152392e+00 4.05887467e+00 2.02686206e+00 4.88817035e+00 9.79551939e+00 1.62673486e+01 6.55474804e+00 7.26415894e-01 7.42294255e+00 -7.07118526e+00 1.35271342e+02
1.00000000e+00 1.00000000e+00 1.87904903e+00 7.52290094e+00 2.36122146e+00 9.82331867e+00 8.14436294e+00 1.24742437e+01 9.72836978e+00 1.24445858e+00 8.86310231e+00 -1.09835592e+01 4.60463019e+02
1.00000000e+00 1.00000000e+00 7.15809724e+00 1.58820707e+00 3.02785237e+00 1.60752292e+00 6.93480666e+00 1.37029573e+01 7.54868024e+00 1.98632797e+00 2.14121619e+00 1.14793643e+01 3.94828795e+01
1.00000000e+00 1.00000000e+00 4.96137244e+00 3.83761304e+00 3.25869995e+00 5.66830895e+00 6.20026345e+00 8.39552399e+00 9.30343381e+00 1.07803361e+00 8.79936120e+00 -8.78407315e+00 2.23694166e+02
1.00000000e+00 1.00000000e+00 2.09834411e+00 5.85542163e+00 8.65554452e+00 2.61428214e+00 8.79491391e+00 3.93973767e+01 7.85990852e+00 1.24017428e+01 6.34217729e+00 2.70188927e-01 3.82250065e+01
1.00000000e+00 1.00000000e+00 5.45659219e+00 8.11650848e+00 6.05100509e+00 9.73608891e+00 3.60495569e+00 6.01055593e+00 6.32545272e+00 7.20465359e-01 2.14399442e+00 1.49617867e+00 1.65072821e+01
1.00000000e+00 1.00000000e+00 1.30949669e+00 3.86877253e+00 5.71051820e+00 2.01973154e+00 5.20913091e+00 1.99560606e+01 2.72821032e+00 5.89054279e+00 4.84787670e+00 -5.97994527e-01 1.22580870e+01
1.00000000e+00 1.00000000e+00 9.18388362e+00 6.63302239e+00 2.03291985e+00 4.63240902e+00 6.57450972e+00 1.88277287e+01 7.00017087e+00 3.34499618e-01 2.44774264e+00 1.10525093e+00 2.63547338e+01
1.00000000e+00 1.00000000e+00 3.32901983e+00 8.97379973e+00 8.74125724e+00 7.64096486e+00 4.70071428e+00 1.10413460e+01 6.61041609e+00 2.27163271e+00 7.30313100e+00 -2.97567914e+00 1.12305727e+02
1.00000000e+00 1.00000000e+00 6.96270056e+00 6.54276869e+00 7.50532873e+00 7.34098985e+00 4.84737809e+00 8.64059867e+00 6.42222253e+00 9.43023960e-01 7.82981321e+00 -7.98014270e-01 8.49808982e+01
1.00000000e+00 1.00000000e+00 3.80539968e+00 3.09663527e+00 1.60901526e+00 4.80455773e+00 3.97256201e+00 5.12079418e+00 5.40807281e+00 4.75936484e-01 1.95216868e+00 -1.05158041e+00 9.59073778e+00
1.00000000e+00 1.00000000e+00 5.68061219e+00 1.21960703e+00 7.37051588e+00 4.11871751e+00 6.07808635e+00 3.59960441e+00 5.75790944e+00 1.81386754e+00 5.55525867e+00 1.55693601e+01 -9.20850379e+01
1.00000000e+00 1.00000000e+00 5.92039251e+00 8.83088987e+00 5.89184396e+00 4.57851141e+00 8.65517075e+00 3.33876463e+01 4.00998274e+00 8.71603446e-01 8.33162550e+00 -3.69658506e-01 8.21574764e+01
1.00000000e+00 1.00000000e+00 2.66369010e+00 1.19142470e+00 1.73552811e+00 3.37848637e+00 2.81375540e+00 1.98454415e+00 5.67381423e+00 1.09421055e+00 9.42546737e+00 -2.28473558e+01 3.34617484e+02
1.00000000e+00 1.00000000e+00 9.72626165e+00 8.87231505e+00 5.12470577e+00 2.84799645e+00 9.40989735e+00 5.86289874e+01 2.77800315e+00 5.13944566e-01 5.62166080e+00 3.81340823e+00 8.93784561e+01
1.00000000e+00 1.00000000e+00 7.97619541e+00 5.76043421e+00 5.36226658e+00 5.34735728e+00 7.20178888e+00 1.55162369e+01 8.24656958e+00 1.03678031e+00 9.55251301e+00 -1.44263671e+00 1.10877248e+02
1.00000000e+00 1.00000000e+00 9.45549047e+00 9.45160929e+00 2.49197086e+00 3.41680380e+00 8.40945891e+00 4.65247199e+01 2.67199259e+00 2.06098156e-01 5.82120073e+00 3.88601117e-01 4.59325798e+01
1.00000000e+00 1.00000000e+00 9.05344615e+00 8.18904912e+00 9.51128332e+00 3.58715498e+00 6.00571623e+00 2.74206749e+01 1.76469661e+00 5.16826895e-01 4.54771445e+00 8.52315499e+00 6.35274557e+01
1.00000000e+00 1.00000000e+00 6.38109981e+00 9.98140699e+00 8.64977834e+00 6.91080457e+00 8.01565031e+00 2.31543136e+01 4.92621424e+00 9.66260273e-01 8.63382816e+00 -4.47992969e-01 1.23419557e+02
1.00000000e+00 1.00000000e+00 9.29686812e+00 4.15640634e+00 7.02120104e+00 9.71683599e+00 1.14580358e+00 9.80241975e-01 6.92476696e+00 5.38214047e-01 5.43684439e+00 2.99447498e+00 -5.52153034e+01
1.00000000e+00 1.00000000e+00 1.79643252e+00 7.90469460e+00 5.16066005e+00 6.43273481e+00 8.36542382e+00 2.05592559e+01 4.93945142e+00 2.20585730e+00 5.24712260e+00 -3.09721904e+00 6.78346113e+01
1.00000000e+00 1.00000000e+00 2.76384576e+00 4.61737822e+00 4.70588987e+00 1.69281520e+00 1.36124973e+00 7.42597875e+00 3.49078719e+00 3.51108852e+00 5.41281240e+00 8.32390692e-01 1.33909595e+00
1.00000000e+00 1.00000000e+00 1.40704560e+00 5.31888058e+00 6.85876120e+00 1.68025252e+00 9.00922039e+00 5.70378163e+01 6.02354066e+00 1.74749040e+01 8.62106502e+00 -9.09021440e-01 2.69510358e+01
1.00000000e+00 1.00000000e+00 3.92797298e+00 6.64754917e+00 5.90888682e+00 9.56280899e+00 9.92766473e+00 1.38023544e+01 4.12302102e+00 6.48585519e-01 8.48747388e+00 -8.71812185e+00 4.02418115e+02
1.00000000e+00 1.00000000e+00 4.49809561e+00 8.86309403e+00 1.56045795e+00 3.67561711e+00 3.64660716e+00 1.75862834e+01 9.39580921e+00 8.86803326e-01 4.63167993e+00 -1.12886007e+00 1.33563428e+01
1.00000000e+00 1.00000000e+00 3.44214129e+00 9.85675122e+00 5.61252384e+00 1.82860287e+00 2.89286701e+00 3.11869469e+01 9.30380626e+00 8.29603864e+00 3.99969874e+00 1.21797123e+00 1.23508029e+01
1.00000000e+00 1.00000000e+00 8.45863758e+00 7.91446072e+00 8.25763256e+00 6.39140128e+00 7.88827027e+00 1.95360618e+01 5.52134638e+00 8.43342611e-01 5.42735222e+00 4.44249285e+00 6.68262910e+01
1.00000000e+00 1.00000000e+00 4.21077994e+00 4.75990104e+00 5.13315890e+00 6.61283900e+00 3.27723707e+00 4.71789019e+00 3.95095595e+00 7.28343755e-01 6.15495259e+00 -4.00998001e+00 9.53547534e+01
1.00000000e+00 1.00000000e+00 3.52841059e+00 4.79221302e+00 1.46760920e+00 6.83654338e+00 8.79006145e+00 1.23231419e+01 7.63419173e+00 4.64470138e-01 3.14503490e+00 -3.40611730e+00 4.14964661e+01
1.00000000e+00 1.00000000e+00 5.88426475e+00 7.63824071e+00 8.07650379e+00 3.40661825e+00 1.92558333e+00 8.63499688e+00 1.33041649e+00 5.36037716e-01 8.14559576e+00 2.58899295e+00 -1.21817956e+01
1.00000000e+00 1.00000000e+00 2.26831802e+00 3.14899431e+00 2.81227404e+00 1.13599616e+00 2.13359677e+00 1.18287092e+01 5.27292105e+00 5.75477172e+00 5.37834489e+00 8.55361218e-02 3.25407670e+00
1.00000000e+00 1.00000000e+00 8.21977283e+00 1.99426702e+00 3.32758751e+00 9.68513833e+00 9.81236400e+00 4.04092812e+00 4.02691055e+00 1.68320040e-01 4.00640994e+00 -5.74176922e+00 1.72714466e+02
1.00000000e+00 1.00000000e+00 1.67095579e+00 4.19159942e+00 2.48235718e+00 3.25803741e+00 7.06455008e+00 1.81776697e+01 9.28482297e+00 4.23366872e+00 1.96138894e+00 -5.34967490e-01 7.79330394e+00
1.00000000e+00 1.00000000e+00 9.88198243e+00 3.58515092e+00 3.97193558e+00 7.08423659e+00 8.62198502e+00 8.72673214e+00 1.10802725e+00 6.28659527e-02 3.14960644e+00 4.72449857e+00 3.32054121e+01
1.00000000e+00 1.00000000e+00 7.95020292e+00 3.66677308e+00 7.81076355e+00 7.35966883e+00 3.91896440e+00 3.90505429e+00 5.97533388e+00 7.97662512e-01 9.54353055e+00 -2.21995440e+00 1.35484611e+02
1.00000000e+00 1.00000000e+00 2.78844113e+00 3.10246976e+00 5.67447274e+00 6.49006675e+00 7.08835375e+00 6.77694205e+00 7.66597223e+00 2.40371023e+00 3.74589718e+00 -2.73594595e+00 5.60531744e+01
1.00000000e+00 1.00000000e+00 1.04969905e+00 1.37883871e+00 2.84393147e+00 3.81616655e+00 6.34817645e+00 4.58738438e+00 5.36516189e+00 3.80898999e+00 2.51973360e+00 -4.80872120e+00 2.14075324e+01
1.00000000e+00 1.00000000e+00 8.33915286e+00 1.16086541e+00 8.90047070e+00 3.43986628e+00 6.42835108e+00 4.33880262e+00 1.76862727e+00 5.48764233e-01 5.14605512e+00 4.86883695e+01 -2.90124683e+02
1.00000000e+00 1.00000000e+00 7.36171609e+00 9.88950151e+00 8.91623669e+00 6.37901454e+00 7.14279214e+00 2.21471994e+01 9.75215251e+00 1.85160957e+00 3.76378969e+00 4.20946738e+00 7.69408060e+01
1.00000000e+00 1.00000000e+00 7.56106451e+00 4.84995820e+00 8.83520583e+00 8.79486070e+00 6.17823256e+00 6.81401803e+00 5.66209388e+00 7.52284006e-01 1.31643325e+00 1.13868433e+01 5.33827629e+01
1.00000000e+00 1.00000000e+00 7.94143312e+00 4.45893982e+00 3.14916590e+00 9.52060356e+00 4.86156132e+00 4.55378890e+00 6.52767620e+00 2.71888463e-01 3.90830696e+00 -2.73619990e+00 7.68365414e+01
1.00000000e+00 1.00000000e+00 1.66640187e+00 7.11682554e+00 5.06115410e+00 1.95315224e+00 3.48330425e+00 2.53846763e+01 3.12948804e+00 4.86639120e+00 5.89697762e+00 -4.33308135e-01 9.50082173e+00
1.00000000e+00 1.00000000e+00 4.22619156e+00 2.96428499e+00 9.86490691e+00 2.39345751e+00 7.91723198e+00 1.96109033e+01 5.35148277e+00 5.21905918e+00 5.96541135e+00 9.24777062e+00 2.88719806e+01
1.00000000e+00 1.00000000e+00 2.04282154e+00 9.54965066e+00 7.94811229e+00 9.50262633e+00 3.03645187e+00 6.10295587e+00 4.86234543e+00 1.99083709e+00 4.20903029e+00 -2.48807710e+00 5.90585354e+01
1.00000000e+00 1.00000000e+00 8.76793083e+00 8.07710513e+00 1.24450679e+00 7.62881706e+00 7.23118876e+00 1.53122224e+01 1.67406258e+00 3.11468867e-02 5.02572481e+00 -3.39584359e+00 8.34039069e+01
1.00000000e+00 1.00000000e+00 6.60968314e+00 1.80469902e+00 1.58684132e+00 8.94694442e+00 3.09999540e+00 1.25060767e+00 1.95544318e+00 5.24714810e-02 9.68966126e+00 -4.22255133e+01 1.81781146e+03
1.00000000e+00 1.00000000e+00 3.97808222e+00 4.75822698e+00 5.17538239e+00 2.82369371e+00 6.62797153e+00 2.23376869e+01 8.53725268e+00 3.93341018e+00 4.39613630e+00 1.71802529e+00 2.71179156e+01
1.00000000e+00 1.00000000e+00 1.57202515e+00 8.91206477e+00 9.18298185e+00 6.28827284e+00 7.72370440e+00 2.18928649e+01 3.15837957e+00 2.93398021e+00 3.32404132e+00 -7.25600685e-01 3.48851103e+01
1.00000000e+00 1.00000000e+00 3.79884090e+00 9.50258820e+00 5.84831618e+00 7.31025635e+00 2.96842500e+00 7.71729992e+00 2.75462444e+00 5.80108902e-01 3.19120340e+00 -1.16988360e-01 1.77712606e+01
1.00000000e+00 1.00000000e+00 3.92664990e+00 5.20661360e+00 5.48031257e+00 7.12100697e+00 1.53948971e+00 2.25123444e+00 5.54420306e+00 1.08662794e+00 5.11988151e+00 -2.86932050e+00 5.66110141e+01
1.00000000e+00 1.00000000e+00 7.56645561e+00 6.52070250e+00 1.94926330e+00 4.67336522e+00 2.17876369e+00 6.08001693e+00 7.91872418e+00 4.36519362e-01 7.83568134e+00 -3.35393102e+00 6.28027416e+01
1.00000000e+00 1.00000000e+00 6.73801724e+00 2.50330551e+00 6.91102094e+00 1.13855403e+00 6.45397271e+00 2.83803230e+01 1.55751867e+00 1.40310350e+00 2.85389366e+00 1.73040270e+01 5.37596003e+01
1.00000000e+00 1.00000000e+00 8.98491468e+00 9.92051764e+00 8.39892845e+00 6.24633451e+00 8.64501766e+00 2.74602809e+01 6.19127128e+00 9.26540737e-01 7.38366514e+00 2.95779053e+00 9.94663840e+01
1.00000000e+00 1.00000000e+00 5.24993433e+00 3.08504531e+00 4.42378007e+00 3.27791385e+00 1.40497139e+00 2.64460910e+00 2.07289399e+00 5.32867475e-01 1.19034841e+00 6.26334246e+00 -8.16071264e-01
1.00000000e+00 1.00000000e+00 2.07634821e+00 9.48458597e+00 7.98050666e+00 5.05228822e+00 7.60736133e+00 2.85623739e+01 1.32814946e+00 1.01039016e+00 4.77039680e+00 -7.94036643e-01 4.08191406e+01
1.00000000e+00 1.00000000e+00 7.41920309e+00 6.84681984e+00 9.68028989e+00 9.61822914e+00 4.07186781e+00 5.79718885e+00 1.47469557e+00 2.00049910e-01 7.98278559e+00 -7.24456675e-01 1.00655322e+02
1.00000000e+00 1.00000000e+00 7.84706544e+00 6.46963115e+00 2.83389813e+00 4.59131786e+00 5.30675533e+00 1.49555098e+01 8.50747697e+00 6.69176040e-01 4.04859660e+00 5.64080103e-01 2.54596729e+01
1.00000000e+00 1.00000000e+00 6.05149478e+00 5.61419660e+00 5.70996668e+00 8.55821446e+00 9.35973595e+00 1.22799909e+01 2.06175235e+00 2.27312985e-01 6.07363391e+00 -3.10385070e+00 1.59922091e+02
1.00000000e+00 1.00000000e+00 7.93870462e+00 3.07602831e+00 3.58424162e+00 2.69686545e+00 3.98774354e+00 9.09679198e+00 1.40636228e+00 2.35442882e-01 2.84481310e+00 6.75616584e+00 4.82553651e+00
1.00000000e+00 1.00000000e+00 5.44416037e+00 2.58875229e+00 8.13568977e+00 7.05214448e+00 5.18803241e+00 3.80892104e+00 4.94109898e+00 1.04704615e+00 7.67795852e+00 -3.80649514e+00 1.55798397e+02
1.00000000e+00 1.00000000e+00 5.70459546e+00 2.98437588e+00 6.19834029e+00 9.79306259e+00 1.12314173e+00 6.84541137e-01 8.59594125e+00 9.53730061e-01 1.47051193e+00 7.02264372e+00 -2.55460408e+01
1.00000000e+00 1.00000000e+00 4.84786917e+00 2.67794436e+00 6.71124176e+00 1.91703791e+00 1.73438848e+00 4.84559625e+00 3.36167539e+00 2.42759965e+00 8.67288380e+00 5.94074141e+00 -3.02862275e+01
1.00000000e+00 1.00000000e+00 1.22877214e+00 8.01626026e+00 8.18122744e+00 1.07487948e+00 3.32732432e+00 4.96291877e+01 4.79541356e+00 2.97038952e+01 2.78376748e+00 8.80790990e-01 8.10046647e+00
1.00000000e+00 1.00000000e+00 1.97102284e+00 4.15112733e+00 4.56373425e+00 4.90224513e+00 1.25067017e+00 2.11808711e+00 1.35930279e+00 6.42021948e-01 8.86958229e+00 -8.30753657e+00 1.80598845e+02
1.00000000e+00 1.00000000e+00 1.28286267e+00 1.52058409e+00 9.23581062e+00 1.83362935e+00 6.68237793e+00 1.10830660e+01 5.04170663e+00 1.97952445e+01 4.17276317e+00 2.76010758e+00 1.27133719e+01
1.00000000e+00 1.00000000e+00 6.72769370e+00 9.72192367e+00 5.79725981e+00 7.73545915e+00 4.83758521e+00 1.21597525e+01 6.19851773e+00 6.90491448e-01 7.50415217e+00 -1.95906437e+00 1.00993224e+02
1.00000000e+00 1.00000000e+00 3.82920383e+00 8.95407296e+00 2.42159341e+00 9.23093797e+00 5.93330682e+00 1.15106964e+01 6.13816348e+00 4.20518744e-01 3.87302768e+00 -2.95719095e+00 6.20788938e+01
1.00000000e+00 1.00000000e+00 5.57713622e+00 9.34977055e+00 7.26309206e+00 4.90618875e+00 2.57182467e+00 9.80230146e+00 3.99184023e+00 1.05959328e+00 9.15320504e+00 -4.70610246e-01 3.61416684e+01
1.00000000e+00 1.00000000e+00 9.16809827e+00 9.95417040e+00 8.13935215e+00 3.32840478e+00 3.66338826e+00 2.19119930e+01 3.83979863e+00 1.02419557e+00 2.13973413e+00 6.78112553e+00 5.07049739e+01
1.00000000e+00 1.00000000e+00 3.24363006e+00 2.56505724e+00 3.85085509e+00 4.90962987e+00 6.97442027e+00 7.28763174e+00 1.95961257e+00 4.73857025e-01 2.60667810e+00 -1.19714807e-01 2.24863298e+01
1.00000000e+00 1.00000000e+00 4.69344631e+00 4.56617817e+00 8.71461331e+00 7.51103036e+00 9.68772451e+00 1.17789102e+01 4.30118489e+00 1.06327318e+00 5.43727113e+00 1.35914898e-02 9.87978648e+01
1.00000000e+00 1.00000000e+00 7.79996025e+00 7.82414628e+00 9.15528929e+00 1.08148745e+00 1.45375096e+00 2.10346595e+01 1.89545202e+00 2.05717384e+00 1.73744595e+00 8.88683110e+00 2.18152606e+01
1.00000000e+00 1.00000000e+00 3.05918349e+00 7.26418556e+00 3.49214039e+00 6.30508591e+00 9.01345889e+00 2.07690867e+01 7.89936350e+00 1.43016867e+00 2.76382166e+00 -9.28257509e-01 3.03277252e+01
1.00000000e+00 1.00000000e+00 1.69281919e+00 2.38506316e+00 9.85169325e+00 6.51962516e+00 6.19193081e+00 4.53036660e+00 9.69646868e+00 8.65548244e+00 9.49389744e+00 -1.89594632e+01 5.66619612e+02
1.00000000e+00 1.00000000e+00 3.60776308e+00 8.34249812e+00 2.26640375e+00 6.73919422e+00 6.07527610e+00 1.50412580e+01 9.73067011e+00 9.07055890e-01 9.78840695e+00 -6.92710108e+00 2.24044005e+02
1.00000000e+00 1.00000000e+00 2.45099159e+00 3.01996515e+00 2.81814102e+00 3.17819872e+00 5.50250682e+00 1.04571050e+01 8.78563989e+00 3.17843439e+00 4.38633396e+00 -2.32896763e+00 2.06200668e+01
1.00000000e+00 1.00000000e+00 9.36727887e+00 3.01435853e+00 2.65802355e+00 7.42647451e+00 1.62454677e+00 1.31878630e+00 6.40712934e+00 2.44808319e-01 9.30957419e+00 -1.46760470e+01 4.93935586e+02
1.00000000e+00 1.00000000e+00 8.27308342e+00 5.83276981e+00 9.04590739e+00 1.82252338e+00 1.80889167e+00 1.15782863e+01 7.30779128e+00 4.38427474e+00 5.90342208e+00 1.09859336e+01 -5.18553403e+00
1.00000000e+00 1.00000000e+00 6.70063381e+00 6.33645941e+00 6.88863297e+00 2.79343303e+00 6.40820805e+00 2.90720055e+01 3.56685222e+00 1.31269556e+00 3.42768219e+00 5.77344601e+00 5.14557309e+01
1.00000000e+00 1.00000000e+00 8.84314531e+00 6.22077587e+00 2.36893855e+00 8.89723042e+00 4.06862714e+00 5.68941488e+00 6.67693378e+00 2.01033885e-01 7.32158849e+00 -7.10409649e+00 2.40836916e+02
1.00000000e+00 1.00000000e+00 8.23304869e+00 1.82338154e+00 4.96291077e+00 7.64850836e+00 9.25541260e+00 4.41292541e+00 5.10084594e+00 4.02014062e-01 6.93011626e+00 -6.66079254e+00 2.62577685e+02
1.00000000e+00 1.00000000e+00 2.67913053e+00 8.89714776e+00 6.53768223e+00 1.12370999e+00 4.65931484e+00 7.37816929e+01 5.33815606e+00 1.15922292e+01 9.90212787e+00 7.18003594e-01 1.73658767e+01
