G	c	dx1dt	d2x1dt2	dx2dt	m2	p	m1	Fc	Fg	d1	d2	W
1.000000000000000000e+00	1.000000000000000000e+00	4.497475138376523240e+00	8.864748857730157638e+00	1.565372538644743905e+00	3.670609279644931888e+00	1.653511722945541251e+01	3.647589272221302803e+00	9.696567514723723491e+01	0.000000000000000000e+00	5.527088874715516909e+00	9.400781572496091698e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.443571591539735355e+00	9.857527267966256446e+00	5.609170754080777144e+00	1.826165758141166329e+00	6.286282620623207862e+00	2.887658988637681112e+00	8.558323473862071751e+01	0.000000000000000000e+00	2.740125257931865566e+00	9.304961844051637954e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.457825100676689800e+00	7.912876127752992872e+00	8.256527118436887136e+00	6.391801130501007400e+00	5.402883222157455378e+01	7.885052113237744464e+00	1.873723318786692573e+02	0.000000000000000000e+00	9.607428379046117684e+00	5.516950740563806299e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.203938748066544662e+00	4.759310265737753731e+00	5.140884949158297523e+00	6.619300332024594447e+00	2.779237516159953714e+01	3.284018743509027782e+00	4.677250324320210950e+01	0.000000000000000000e+00	9.919457286464986367e+00	3.953458763709145174e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.531041972313271327e+00	4.809449342300938568e+00	1.476107807696298124e+00	6.829286811724780470e+00	2.410717222724361974e+01	8.789780882105091564e+00	1.261972019720478357e+02	0.000000000000000000e+00	1.024699817071212493e+01	7.631986015007941937e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.873714147743466008e+00	7.636804441497264229e+00	8.085186024991338982e+00	3.404886910285444213e+00	2.007156511373871410e+01	1.927627894709826206e+00	4.407998689952334814e+01	0.000000000000000000e+00	5.104782184277110169e+00	1.334504719667742867e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.257220851921895033e+00	3.151832211271702544e+00	2.810716239770735481e+00	1.136777364313496630e+00	2.613355388798271672e+00	2.132969345174108078e+00	2.016005513150296835e+01	0.000000000000000000e+00	1.685669489642337870e+00	5.281058475826126752e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.223773503229255155e+00	1.990654502372209533e+00	3.334383022584411549e+00	9.675211792251866783e+00	7.964419877095805589e+01	9.805919794833510394e+00	5.881740178733922164e+01	0.000000000000000000e+00	1.454075659582348479e+01	4.012615885865393750e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.673699940371879746e+00	4.193241844796382622e+00	2.477117393161927694e+00	3.253524829536591056e+00	5.420293858120290409e+00	7.069636496742211840e+00	8.878329442267981619e+01	0.000000000000000000e+00	4.900005688053557407e+00	9.285432306194815411e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.881671788550205449e+00	3.583825588961611519e+00	3.966927978349712891e+00	7.080556098083928163e+00	6.997272912051523974e+01	8.624726100581707300e+00	9.278028949132630032e+01	0.000000000000000000e+00	1.061810891547180624e+01	1.098504700490938069e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.942650321526698143e+00	3.664489301743770078e+00	7.797785151833453554e+00	7.355359943535277445e+00	5.852531246302430645e+01	3.931523083736630397e+00	4.313642464383759290e+01	0.000000000000000000e+00	1.103765276518840288e+01	5.988729972684201819e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.784609697258805916e+00	3.112588575821656267e+00	5.683709735274831587e+00	6.491105520148273023e+00	1.811565024911345034e+01	7.082821931133674198e+00	6.597822964344496199e+01	0.000000000000000000e+00	9.735876469295408953e+00	7.663404014356697047e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.048276983418051644e+00	1.385387573292596874e+00	2.839160874340157292e+00	3.815297380554890427e+00	4.017471190916905854e+00	6.352656961848288653e+00	2.634454889356219454e+01	0.000000000000000000e+00	5.716451692574343824e+00	5.369256628252350616e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.330515388742886884e+00	1.161626152897289543e+00	8.899772031186813592e+00	3.436860307855619912e+00	2.862696228712740876e+01	6.421207168344357896e+00	2.232683398277441000e+01	0.000000000000000000e+00	5.145547890678756175e+00	1.768433515337008100e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.357716238557762800e+00	9.876682820127468787e+00	8.911210196200061162e+00	6.381331262367491597e+00	4.693526801513963420e+01	7.143649198556848212e+00	2.118632876179409266e+02	0.000000000000000000e+00	9.566813702974133804e+00	9.747746643111604214e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.564595123347187311e+00	4.847949849465133632e+00	8.839044290260506642e+00	8.804188350340369951e+00	6.649764516841402440e+01	6.183551540517670198e+00	8.989141916799501075e+01	0.000000000000000000e+00	1.318968391475797297e+01	5.657035330642389503e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.949158137640230493e+00	4.473977183327787266e+00	3.147091781820709588e+00	9.529477470951016826e+00	7.562141424906522502e+01	4.850274507974417837e+00	6.497360602373439065e+01	0.000000000000000000e+00	1.427775137619663326e+01	6.536375522004323813e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.664131759521695564e+00	7.115542333223742411e+00	5.053949355814073563e+00	1.942743554531831895e+00	3.277064868649259832e+00	3.482187993489150646e+00	7.441672782872878145e+01	0.000000000000000000e+00	2.931536828491903890e+00	3.134732488651878590e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.230285908713270260e+00	2.970422361175576675e+00	9.867345616775480721e+00	2.396581418381246387e+00	1.011940761816524947e+01	7.914164205920146244e+00	7.034148436793694259e+01	0.000000000000000000e+00	3.601794059895393474e+00	5.362145622931033806e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.032462055491853103e+00	9.557672410159501197e+00	7.940195732407759444e+00	9.501662623095620930e+00	1.942179537271502099e+01	3.032628345165978789e+00	8.701188787652080237e+01	0.000000000000000000e+00	1.425147836797706979e+01	4.862649657000603476e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.771499983874097239e+00	8.078323260366763847e+00	1.239882927391410705e+00	7.629656974120884172e+00	6.689140984993215966e+01	7.233286993248476016e+00	1.752120415597607632e+02	0.000000000000000000e+00	1.144460960791237625e+01	1.675642158983612351e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.605331922775577347e+00	1.800015835151169918e+00	1.575207812486192349e+00	8.944788364412078252e+00	5.915641894178650517e+01	3.106099716658643928e+00	1.680335810041129818e+01	0.000000000000000000e+00	1.342631883455162978e+01	1.953977318868753921e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.979745669441247635e+00	4.744678958206992370e+00	5.167519789504036787e+00	2.824330261399865982e+00	1.124198996177309340e+01	6.627245567781553603e+00	9.457007753588486310e+01	0.000000000000000000e+00	4.240040235555081694e+00	8.535677695243325758e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.570684237361964275e+00	8.915870876485497476e+00	9.183967625864024598e+00	6.289092465077800398e+00	9.887236008868709902e+00	7.724823673865715890e+00	2.064714095868208688e+02	0.000000000000000000e+00	9.427420102183218020e+00	3.152663590329286336e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.805987388602365407e+00	9.498055585460921435e+00	5.837468696569685811e+00	7.307122266781676423e+00	2.776269137832832357e+01	2.969047633822782917e+00	8.463195326271099361e+01	0.000000000000000000e+00	1.096616708832549669e+01	2.755085335063070406e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.921917184088127950e+00	5.207593552398662062e+00	5.472134199436113455e+00	7.116154595940452410e+00	2.796406684703262613e+01	1.539499533605166226e+00	2.406508941282974234e+01	0.000000000000000000e+00	1.068595655791461319e+01	5.539873110798293254e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.569852409200148458e+00	6.513749554795757568e+00	1.949250219670598971e+00	4.670936261816209800e+00	3.537491180980612882e+01	2.172830097403745331e+00	4.262082470460901362e+01	0.000000000000000000e+00	7.000885545888764661e+00	7.921148572068524629e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.736504459246445364e+00	2.501829952252553557e+00	6.908019332147762093e+00	1.139822163346434492e+00	7.679380073801184814e+00	6.460010349999068424e+00	4.862496698261626449e+01	0.000000000000000000e+00	1.718091056554849283e+00	1.558451376731616156e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.984057881839797588e+00	9.920705224354037455e+00	8.409927782148681530e+00	6.249577102078666790e+00	5.613386459213549529e+01	8.646625573791601127e+00	2.571984220903399887e+02	0.000000000000000000e+00	9.381126362309164080e+00	6.192849555590202115e+00	0.000000000000000000e+00
