G	c	dx1dt	d2x1dt2	dx2dt	Fc	Fg	d2	d1	m1	W
1.000000000000000000e+00	1.000000000000000000e+00	1.145649968264480290e+00	3.017751124996571388e+00	1.336537193002937274e+00	5.941691924313821538e+00	6.765540441811451089e+00	-4.681859106732117581e+00	1.258163421028116735e+00	2.539344916604220792e+00	-1.131168917172995236e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.661945078424874822e+00	9.924172506283674977e+00	1.579873387628299319e+00	3.613466693334983049e+00	3.457428152581913139e+01	-2.435256124919165863e-02	4.528939473769058921e+00	7.384520670046209823e+00	-1.510549186611175321e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.466148391361256742e+00	9.522850305279291661e+00	9.108658274410968758e+00	3.686812266473371569e+00	3.230289729053897219e+01	-2.300223196841942597e-01	7.267875919483699043e+00	5.808092008077168522e+00	-2.072603802791160632e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.878760882234203677e+00	1.360478288662248847e+00	2.304968648384976060e+00	4.176268367864613751e+00	1.185648573346394308e+01	-1.753980836046200587e+00	2.700740402066851953e+00	6.648435399650807653e+00	-9.741103050579178912e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.507743274590986893e+00	7.388947886667840415e+00	5.873641533468950016e+00	6.656090652120536078e+00	1.791779971479691369e+01	-9.571873598828778418e-01	6.725784092712407514e+00	2.704669115572153615e+00	-2.375290721299231578e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.688538763383698793e+00	9.192674613609522538e+00	4.751652937162440082e+00	4.101806400699343769e+00	9.817538863699766694e+00	-6.021018555931814120e-01	3.388500050437231348e+00	2.852536311704954031e+00	-2.709343592507359677e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.858350869303925013e+00	2.631358127999273488e+00	4.180732166572483699e+00	7.587253315516383267e+00	2.880279915125681711e+01	-1.134272977560498052e+00	8.882363012910618139e+00	1.360656191663206727e+00	-4.806056016384045448e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.755619310063215366e+00	6.053376262890108883e+00	9.067621610143202560e+00	4.643002830230361866e+00	2.669978488739295130e+01	-6.081685994596699452e-01	9.087239316689089463e+00	3.957648926780304777e+00	-2.216583113618908030e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.876522298478088935e+00	9.304088761290337573e+00	1.255819903001482274e+00	1.734886558843357740e+00	7.928705239316848008e+00	-8.079630691176829804e-02	3.719024810937583858e+00	6.095877638016860445e+00	-1.679996463005820062e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.618099215910633770e+00	1.297327331181592935e+00	6.982155464145801460e+00	8.115276292207948217e+00	2.911239331708386402e+01	-4.078497286464776828e+00	3.058039031172803401e+00	8.630970837425930853e+00	-8.083597281207141805e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.483890994061328961e+00	7.278504100350894568e+00	9.698796223692911056e+00	3.538408988795435750e+00	2.379090230914835047e+01	-4.947325763515344477e-01	4.704588471295199525e+00	6.964314998536536905e+00	-7.295444121555100914e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.260318078729293578e+00	3.592411577538945799e+00	6.061691522958636114e+00	4.861394021954644984e+00	1.124593201957915234e+01	-2.619138463317063348e+00	3.228159236488806538e+00	4.879057577276869395e+00	-2.445072266589748722e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.627298847601177378e+00	9.376133646034000790e+00	9.424694065377645202e+00	7.220776563539136994e+00	2.575561796479327015e+01	-7.559807805757552401e-01	7.013061695416576313e+00	9.439193812527877370e+00	-9.548478050491620905e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.251736450276077051e+00	9.774423450372236033e+00	1.422834570131543463e+00	3.937374174415039452e+00	1.665490557287283835e+01	-1.242638699414685688e-01	8.401810465640613401e+00	7.504265226446748649e+00	-2.399498884345738492e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.195712979397054454e+00	9.529382278121268257e+00	4.764604569656087030e+00	1.568153642701318073e+00	7.755862089781738078e+00	-2.227220585000825870e-01	7.030840442022109116e+00	9.357982057959089772e+00	-1.571369936052355198e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.986094267755419196e+00	5.222698222479455588e+00	3.395905657998333549e+00	4.383386332099828309e+00	3.521266060454630775e+01	-2.020369915746339229e-01	8.482628708291295894e+00	5.742084556328312495e+00	-3.273185799503258164e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.835942362617899892e+00	8.715345070509343373e+00	7.553011924419374523e+00	9.528063408635279785e+00	2.612993715251833393e+01	-9.689331122222759607e-01	4.643320027147958662e+00	3.403975384249273262e+00	-4.986581698029708853e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.622632821729227182e+00	8.613383775899082551e+00	9.881001332838504680e+00	6.761711615362188788e+00	3.811775631192467984e+01	-4.693898782982407480e-01	2.330819326144166759e+00	1.480284971780562397e+00	-2.939364788943824358e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.434610011019979758e+00	3.833268231781142621e+00	3.349469033998048406e+00	7.009217558795572067e+00	4.442934728243553621e+01	-3.140723717510744972e-01	7.696367939285929438e+00	7.511133009642877667e+00	-1.008816334230163481e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.436502355314479784e+00	8.484433042844178985e+00	6.871065128628824681e+00	6.769682540692978812e+00	9.490247591666113536e+00	-3.888054811150730039e+00	4.288876058820977555e+00	2.123112190331404747e+00	-1.318659149736932790e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.448424470291802102e+00	1.212853776362988745e+00	2.859563392239313995e+00	2.777572434678139413e+00	1.826270228518115246e+01	-7.869101955314338204e-01	7.126060929950623013e+00	3.783067769735794617e+00	-1.393949938102549302e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.521310431055221457e+00	6.339306046993664623e+00	6.068340241772627763e+00	4.742759321531950789e+00	1.251228255543313139e+01	-1.266811010535202842e+00	3.456772113880616004e+00	5.808502915508746867e+00	-1.306395398488939463e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.587624213611082302e+00	3.170035733661772603e+00	5.258744297510692611e+00	7.754120069657159497e+00	1.256524177121678854e+01	-5.740078261417429495e+00	1.728655884306572021e+00	6.117559474700741795e+00	-1.048268887455646308e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.478118476593019537e+00	2.109551251095068025e+00	9.772018949140019117e+00	1.922805092706802776e+00	1.803388300916940423e+01	-1.106518882001598092e+00	9.995615516295281111e+00	6.397262666127236486e+00	-6.690393406261439857e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.649182951827773636e+00	1.701857801333103826e+00	6.475869389270172860e+00	3.444872545865036884e+00	3.403130288509832013e+01	-8.903928672702787761e-01	2.443882495415961476e+00	2.491807106361181745e+00	-5.981504103709500697e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.178969447268887194e+00	7.377040224099649102e+00	4.096536051455012206e+00	3.456293365322150812e+00	2.887423841278722136e+01	-1.377708825802481107e-01	1.001806739709642358e+01	4.423837160059327367e+00	-3.905120247047576543e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.691569558446711863e+00	3.928921932020773777e+00	2.021988637647971654e+00	4.854713953562329820e+00	1.790156225340425777e+01	-3.850506969516404587e-01	9.847739706858099851e+00	6.513430466009261899e+00	-5.977064432875449640e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.884131538939635364e+00	7.477543912866057241e+00	2.349970569695467582e+00	9.869076866323286623e+00	1.857438150236753316e+01	-7.087934102230224465e-01	8.152726618282091664e+00	9.697204895037591754e+00	-2.040198759084632218e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.174343641147905792e+00	1.565889181642639016e+00	2.958373628329195704e+00	1.559562440025871632e+00	1.204708941362405383e+01	-6.183234759036313477e-01	6.870853806072776848e+00	7.624273202881274081e+00	-1.718404474328073306e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.854245001175486074e+00	3.885364455943835171e+00	3.246683984671156598e+00	5.573262644182219283e+00	2.813202780844401119e+01	-4.287669349266719498e-01	6.168621193998018448e+00	9.413593903824612141e+00	-2.124890055851574200e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.090917788674637734e+00	5.904135757290262632e+00	8.611161309367950878e+00	2.507795926248935992e+00	5.021762937259310888e+00	-2.701954606495998501e+00	8.716698190434700066e+00	7.947259369931046535e+00	-2.097020466292151397e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.487085677362109060e+00	8.068331178004417126e+00	6.083361513506673646e+00	9.656491713063481086e+00	5.313467475879403423e+01	-3.460303541920961012e-01	3.593241372936397227e+00	6.252856434216604420e+00	-3.547478084540297338e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.300679378728513358e+00	3.924290283219419084e+00	5.782646455939190133e+00	2.093436714541545562e+00	2.291646512238698641e+00	-9.559732445083731989e+00	5.259573329350977211e+00	2.650314374192333844e+00	-2.819520344554435098e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.149581020210854732e+00	6.610585361345379773e+00	1.965173841726933546e+00	4.633286344074489804e+00	4.279481095039367489e+01	-6.535906017643468291e-02	6.574309757722989644e+00	6.934846402492357065e+00	-2.573378400813457478e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.306712395334814314e+00	9.041205129460808010e+00	8.835804905966952560e+00	7.668099354907769616e+00	2.558965715376104910e+01	-8.496844931719541583e-01	4.756367123102271499e+00	6.617788827499987647e+00	-1.050600368733227974e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.933432776378451123e+00	6.485321168398919589e+00	7.498230589836640370e+00	7.370031944804360968e+00	5.106337997741184154e+01	-3.656161152751867816e-01	4.865765555395006992e+00	6.268130831850224460e+00	-3.920853080638285082e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.770937854771499786e+00	3.089775253690486778e+00	1.555177976732159406e+00	4.807599176433798860e+00	1.818689506075322626e+01	-3.748679506313192245e-01	3.950605782975645575e+00	5.375770093841742536e+00	-7.870217468903537572e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.690020056266040349e+00	1.192338258827311037e+00	7.412356458452749486e+00	4.114669317660924364e+00	2.333507759117432556e+01	-2.603213384950820330e+00	6.082859246552128063e+00	5.835105445447502426e+00	-1.789990008065467464e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.045291727178282670e+00	8.889638484300226295e+00	5.867192299448443116e+00	4.635055547110482621e+00	2.710899254381965306e+01	-2.758927941651259097e-01	8.680885610814076614e+00	4.063881106599276372e+00	-5.496152612688444128e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.623438762613683473e+00	1.162341566709133245e+00	1.731014895573265377e+00	3.386389676954043804e+00	8.774523475082373736e+00	-1.759268186375721799e+00	2.821338825983252363e+00	5.645884379049397772e+00	-6.326359408712189492e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.709042787723511481e+00	8.869953572218989279e+00	5.102382934122873692e+00	2.923734849182656248e+00	2.729652816141895499e+01	-1.124372013584800656e-01	9.418105041443766368e+00	2.754228488712765710e+00	-3.803377850394309423e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.973397357784760331e+00	5.788628917392856899e+00	5.317169157448417671e+00	5.380965135719720571e+00	4.298292330988648757e+01	-2.741667161709422373e-01	7.159899121290940194e+00	8.277689483354382816e+00	-1.699861643556582314e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.418288724225348574e+00	9.481942868631582755e+00	2.531947453252829217e+00	3.383360168324601958e+00	3.219540570103858101e+01	-6.782286359275462029e-02	8.385874918399425226e+00	2.723303121162128804e+00	8.023683867254353952e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.112886065014794923e+00	8.238391674951108357e+00	9.495474754192423816e+00	3.560243248898201429e+00	3.252472335624543831e+01	-2.605378429595782697e-01	6.128733412978706774e+00	1.735447737698144310e+00	-1.044712050957757654e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.252780168036926156e+00	9.993152190155255354e+00	8.570451434264816371e+00	6.871424168906306917e+00	4.418154957439178077e+01	-3.120396566187117471e-01	8.082564239740534617e+00	4.913356497246004650e+00	-1.827192138650764797e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.268125556832904621e+00	4.133138501435062118e+00	7.051628659807431809e+00	9.782746435467391422e+00	9.042984933507185019e+01	-3.743357737380696992e-01	1.065524234176045582e+00	6.893714645196955537e+00	-1.739112289146005352e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.840722187834764156e+00	7.885240314152241581e+00	5.094091993609248803e+00	6.410807881234710237e+00	1.121439779089476652e+01	-1.614574598948548045e+00	8.236496254001842487e+00	4.866411187856749088e+00	-4.817380342769002510e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.747928467337648506e+00	4.618806410878724122e+00	4.642210861973163460e+00	1.649590869803693183e+00	4.191017535041579478e+00	-1.173157672859650225e+00	1.365399891502429908e+00	3.478731651560022620e+00	-1.384575558597184397e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.362619259319463927e+00	5.332765798175488570e+00	6.924612758823396774e+00	1.697563305908542874e+00	2.192884816675684689e+00	-6.316391541005519805e+00	9.057887393087792560e+00	6.007305541283082029e+00	-2.888399333683353731e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.951828097400093220e+00	6.639361782015544833e+00	5.842829099591681619e+00	9.557548969737696964e+00	3.767760572832562360e+01	-5.770158034508633405e-01	9.899343768989139036e+00	4.053859809561722649e+00	-1.236490792727894972e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.547149706318297291e+00	8.864162346216962973e+00	1.432551937000497988e+00	3.691563209483936348e+00	1.632144678270773142e+01	-7.036379851787837036e-02	3.702256378672517556e+00	9.431254375785808719e+00	-4.626049469130216196e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.453541531116269159e+00	9.772344024667043882e+00	5.646916080745175037e+00	1.930905591544034516e+00	6.191028795906469817e+00	-4.467885139825610863e-01	2.896116363077762657e+00	9.330322104352632095e+00	-8.642170076678693746e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.415273058516898885e+00	7.951586733856511380e+00	8.240854280281810773e+00	6.440829230665651828e+00	5.468158189757861010e+01	-2.606479293351940396e-01	7.879388407043126819e+00	5.559514817884998017e+00	-1.840677069622560724e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.235471073209143178e+00	4.769976598706915816e+00	5.121140742662714018e+00	6.614301182710057070e+00	2.730819903996567888e+01	-6.777302751482323639e-01	3.318422269733770413e+00	3.908818224680103093e+00	-4.505113818817561899e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.506650439617521986e+00	4.847948631483093962e+00	1.450243584203060543e+00	6.760300134570567110e+00	2.390242021273298434e+01	-2.587980163054204863e-01	8.761090452651359328e+00	7.525369189875939391e+00	-3.956442261467231769e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.924596566525925034e+00	7.638249639277040259e+00	8.089295796743915190e+00	3.379553403017443447e+00	2.059734768300114638e+01	-4.399350865235981956e-01	1.909966586016432100e+00	1.356055118850008956e+00	-2.488826569891020135e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.348596573820554756e+00	3.052284545213969746e+00	2.770711506425369564e+00	1.174487755010377832e+00	2.563822529888932777e+00	-1.441182158226101961e+00	2.170100431631944993e+00	5.236486628398610677e+00	-9.638648110989118223e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.078750965273162166e+00	1.974326100221582836e+00	3.409093429629528327e+00	9.621745482085017898e+00	7.940419802063919974e+01	-4.356820341877158387e-01	9.810653879664320343e+00	3.978046889421404053e+00	-6.280167064336825700e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.676967104825537458e+00	4.180477006993124967e+00	2.400844877024153501e+00	3.373936169982790556e+00	5.784143437567284884e+00	-1.770908060326139122e+00	7.168520129197809787e+00	9.215858770568253533e+00	-5.852205190921610622e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.788039146263065149e+00	3.626479787926944809e+00	3.996500022665443019e+00	7.085017012659546864e+00	7.002237332984677209e+01	-2.239431358586148058e-01	8.659777328776804950e+00	1.092922559420056894e+00	-1.493041282507298617e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.082360062874464290e+00	3.551600538340754731e+00	7.846219234266980536e+00	7.362313176915898261e+00	5.840950428967526875e+01	-6.373160972291643800e-01	3.953215561636837183e+00	6.061868901056116421e+00	-7.496797846424255951e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.763104783820140131e+00	3.104760640663513094e+00	5.632527416887440630e+00	6.453978742919870726e+00	1.815314766653206746e+01	-2.023977175410275997e+00	7.085657257719216062e+00	7.638242357414206651e+00	-1.235805309052625134e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.090095075991034612e+00	1.407415262285597324e+00	2.787404421288198098e+00	3.843056829676283481e+00	3.814319463347949579e+00	-8.301158617126209549e+01	6.395823881520390941e+00	5.305373328963648660e+00	-1.996477187573171364e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.337241402436720961e+00	1.124065808697758184e+00	8.956635515610146925e+00	3.377179294728043235e+00	2.838948498575905077e+01	-2.114756351422232949e+00	6.410778802684110822e+00	1.804393512485508833e+00	-5.332261555755750670e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.318250671121389495e+00	9.893653182416603187e+00	8.861524811966321025e+00	6.496208303501927794e+00	4.692743776129570676e+01	-2.512790069497664036e-01	7.158173108997811340e+00	9.761633303426149766e+00	-3.295585813131020725e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.511160150127989432e+00	4.815075182408764753e+00	8.801707961203375064e+00	8.866173871851366073e+00	6.620431314296637026e+01	-5.334210731525300675e-01	6.128322555089842361e+00	5.545825183693219529e+00	-4.387665131594646439e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.027254976278452858e+00	4.418352541440860648e+00	3.198160008945673649e+00	9.573887221921577151e+00	7.561034810974993547e+01	-1.993044434741054194e-01	4.918179151118161840e+00	6.564013713991846188e+00	-1.186841676688400238e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.718140191473503720e+00	7.094104507637695178e+00	5.063072389854978539e+00	1.877883097830510772e+00	3.357867393419461610e+00	-2.133636872778123639e+00	3.499133336463840394e+00	3.246259621591830680e+00	-9.542939352889252547e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.331384336093432097e+00	2.924748087581369393e+00	9.765674899090562633e+00	2.404577301512693666e+00	1.036344698397381059e+01	-2.054377362716690580e+00	8.025218433751973635e+00	5.208812677586036166e+00	-1.389688598053187363e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.045822845838404902e+00	9.587681411404407328e+00	8.044578808072246900e+00	9.568078715996232830e+00	1.974039123149830388e+01	-1.592386748535612462e+00	3.166759116645434524e+00	4.794552368275979859e+00	-2.038692033163665585e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.783513929515647689e+00	8.036218612430042540e+00	1.215241442802266869e+00	7.660924081962183330e+00	6.677087264686659296e+01	-5.533074653731950149e-02	7.272766372853868511e+00	1.517787245098788595e+00	2.398462385024217186e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.595221906898449227e+00	1.754468730057460402e+00	1.564602465919638474e+00	8.892696491949063642e+00	5.928179529675970372e+01	-3.216323695289544093e-01	3.103722491054035526e+00	1.951311843627002274e+00	-2.027061027056226150e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.962544444141054445e+00	4.856579605222774099e+00	5.189505905094816463e+00	2.788501694378872298e+00	1.137620799703963925e+01	-6.916939957281403872e-01	6.576439888894708652e+00	8.591587055623316260e+00	-4.784989174587698457e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.515635009992914339e+00	8.965512233176426093e+00	9.217496412556577923e+00	6.263807840146390582e+00	9.980716967945816975e+00	-3.549816264957894596e+00	7.772985650436997851e+00	3.164167531459951110e+00	-1.353771618559691170e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.803387791107446514e+00	9.399029312505181366e+00	5.956601525202653846e+00	7.277589994533133932e+00	2.763098008348592671e+01	-4.088970995540361919e-01	2.979879090643655193e+00	2.830991835195310280e+00	-2.467165555321354287e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.883933435671261591e+00	5.164068348935888508e+00	5.388649391546626255e+00	7.203765507869699825e+00	2.766253779513583311e+01	-7.098458518173097476e-01	1.568796187389325247e+00	5.589768547262078613e+00	-1.411829770153143215e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.590373086277360848e+00	6.534191092744453755e+00	1.994869502822360641e+00	4.569373566737983339e+00	3.550689088492601542e+01	-9.772504039586786539e-02	2.272984307829308825e+00	8.012107052885866665e+00	-6.674639036949683302e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.747218718348647393e+00	2.521316508627176933e+00	6.952047346176566833e+00	1.174061395546237341e+00	7.174906664926731459e+00	-9.780462107187382070e-01	6.409066802965401877e+00	1.621169925789094579e+00	-1.263026990417741580e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.000484921083478085e+00	9.837599200489032469e+00	8.391354681593265141e+00	6.176377276621983547e+00	5.604484252677746525e+01	-2.265298951342850364e-01	8.594671293476547902e+00	6.169165096336189258e+00	-1.164477219291357057e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.340597538151182988e+00	3.149498112790563464e+00	4.467250580054313858e+00	3.225877698158871709e+00	1.646573637782863386e+01	-6.857433436116060488e-01	1.392093392307510058e+00	2.076554723765325239e+00	-4.579218591711386566e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.074306798017794939e+00	9.530494489696975435e+00	8.032094015635747652e+00	4.943493807711628385e+00	1.010142199158187104e+01	-1.520948445313784259e+00	7.652091728806722060e+00	1.280492277300711912e+00	-2.268813256953336133e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.460159493528915498e+00	6.873628778335184819e+00	9.603982720669911544e+00	9.588506762326924004e+00	7.110435293166604254e+01	-4.047989035103549682e-01	4.102091139505906980e+00	1.462041356466103892e+00	-1.535223192415448246e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.958099470948612364e+00	6.545108068995046935e+00	2.930514139130534712e+00	4.673099436035995424e+00	3.634751393346547133e+01	-1.131958558048919705e-01	5.257967643393789636e+00	8.510869167072877772e+00	-3.352211333734277376e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.122212932974623101e+00	5.639358196712417559e+00	5.623897260122909358e+00	8.572550390473981707e+00	5.199022670483303443e+01	-4.216640679559828242e-01	9.400944992360731334e+00	2.057094181055805659e+00	-2.392737960929717245e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.001117727143189029e+00	3.100983562961664664e+00	3.521553411130101008e+00	2.631993640453501371e+00	2.124842548539990617e+01	-3.182077715071280899e-01	3.922314103549404685e+00	1.480000729913678814e+00	-4.995590009565188949e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.427561456171027032e+00	2.675408413921950945e+00	8.121234766900947477e+00	7.107206502290547512e+00	3.860524911039967577e+01	-1.419025101416066414e+00	5.142401057435575851e+00	4.922985364459006696e+00	-1.113550212143859675e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.717024451718258682e+00	3.045638440386506218e+00	6.304628797393845296e+00	9.859717712471214313e+00	5.612375503144686206e+01	-9.254938524049127757e-01	1.116852830082376347e+00	8.544805307843839515e+00	-4.208652320476348763e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.776519983866307051e+00	2.631129989442589689e+00	6.694220903071544271e+00	1.922670336640234900e+00	9.246796149956228561e+00	-1.296924955878449470e+00	1.704243368352197141e+00	3.313966959824033331e+00	-1.689648765915808681e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.255774928925511125e+00	8.051485893968656882e+00	8.179464161869830718e+00	1.185028090987326088e+00	9.179336141426801543e-01	-8.938873625657777211e+00	3.375794502757697213e+00	4.831353542719330818e+00	-1.047654940295059305e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.985877472839298274e+00	4.114173074098602889e+00	4.642808640214616922e+00	4.946719480463219298e+00	9.601935512938355899e+00	-2.280381085613080394e+00	1.266269056774786295e+00	1.282324085633646860e+00	-1.112969778697463319e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.284128345228793711e+00	1.548630992872280565e+00	9.219228098671210958e+00	1.870583893101305017e+00	2.323808352737795069e+00	-4.295057534544763911e+01	6.778547127542892348e+00	5.030669193760378910e+00	-2.995561848427369682e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.783288655765337793e+00	9.748438421704225476e+00	5.732190641151695409e+00	7.691969244457292021e+00	5.168316064149713895e+01	-2.180692101698464835e-01	4.824121151925033324e+00	6.271346788311039866e+00	-1.684164059621534371e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.763835324828711748e+00	8.877108518706570806e+00	2.398555156315592019e+00	9.264901405468126683e+00	3.545395210703632927e+01	-1.918588473739342992e-01	5.926650532496331003e+00	6.154215958588634017e+00	-5.970931716460549099e-01
